sequence,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFqfBTbBmcB1?qBXrB0rB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFFbBmcBflBC?hBzqB0rB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jex6IvhFicBOkBXgBF?mB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFCbB2hBXgBF?mB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jei6IvhF3bBzcBckBV?mB2qBRwB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFGbBzfBFmB0?qB/rBasB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeT6IvhF2gB8hBikB3?lBFmBRwB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jex6IvhFicBOkBFlBX?mB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jei6IvhFRcBckB3hBT?lB2wBlqB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFFbBzcBflBC?mB2wB8qB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFzaB3cBUlBF?mBuqBywB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeT6IvhFxbB8hBikB3?lB2wBlqB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFufB3bBlhBy?qB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Je2/IvhFRbBfmBlhBi?kB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jei6IvhFRcBckBlgB/?qBOrBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jei8IvhFxkBXmBOkBF?lBzrB0qB
TJSZOLI,X,X,O,X,O,X,X,O,O,X,X,X,X,X,O,X
TJSOILZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TJSOIZL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X
TJSOLIZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TJSOLZI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJSOZIL,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X
TJSOZLI,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X
TJZILSO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TJZILOS,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
TJZISLO,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
TJZISOL,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TJZIOLS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZIOSL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZLISO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZLIOS,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TJZLSIO,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X
TJZLSOI,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X
TJZLOIS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TJZLOSI,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X
TJZSILO,X,X,O,X,O,X,X,O,O,X,O,O,X,X,O,X
TJZSIOL,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X
TJZSLIO,X,X,O,X,O,X,X,O,O,X,X,O,X,X,O,X
TJZSLOI,X,X,O,X,O,X,X,O,X,X,X,O,X,X,O,X
TJZSOIL,X,X,O,X,O,X,X,O,O,X,O,X,X,X,O,X
TJZSOLI,X,X,O,X,O,X,X,O,O,X,X,X,X,X,O,X
TJZOILS,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TJZOISL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJZOLIS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOLSI,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TJZOSIL,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
TJZOSLI,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TJOILSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOILZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOISLZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOISZL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOIZLS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJOIZSL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJOLISZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOLIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOLSZI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLZIS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLZSI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSILZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TJOSIZL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
TJOSLIZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TJOSLZI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJOSZIL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
TJOSZLI,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
TJOZILS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZISL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZLIS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZLSI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJOZSIL,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJOZSLI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSILJZO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSILJOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
TSILZJO,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSILZOJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSILOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJLZO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSIJLOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
TSIJZLO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
TSIJZOL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O
TSIJOLZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
TSIJOZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TSIZLJO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSIZLOJ,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TSIZJLO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSIZJOL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
TSIZOLJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TSIZOJL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSIOLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOJLZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
TSIOJZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSIOZLJ,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TSIOZJL,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TSLIJZO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSLIJOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSLIZJO,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSLIZOJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSLIOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJIZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLJIOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLJZIO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLJZOI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSLJOIZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLJOZI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSLZIJO,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSLZIOJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSLZJIO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSLZJOI,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLZOIJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSLZOJI,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLOIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOJIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLOJZI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLOZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLOZJI,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJILZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
TSJILOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSJIZLO,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X
TSJIZOL,X,O,O,X,O,X,X,O,X,X,O,X,X,X,O,X
TSJIOLZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSJIOZL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
TSJLIZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
TSJLIOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSJLZIO,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
TSJLZOI,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
TSJLOIZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSJLOZI,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TSJZILO,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X
TSJZIOL,X,O,O,X,O,X,X,O,X,X,O,X,X,X,O,X
TSJZLIO,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X
TSJZLOI,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X
TSJZOIL,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X
TSJZOLI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X
TSJOILZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSJOIZL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
TSJOLIZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSJOLZI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSJOZIL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
TSJOZLI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
TSZILJO,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSZILOJ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TSZIJLO,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSZIJOL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSZIOLJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TSZIOJL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSZLIJO,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSZLIOJ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TSZLJIO,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X
TSZLJOI,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X
TSZLOIJ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TSZLOJI,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSZJILO,X,X,O,O,O,X,X,O,X,X,O,X,X,X,O,X
TSZJIOL,X,O,O,O,O,X,X,O,X,X,O,X,X,X,O,X
TSZJLIO,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X
TSZJLOI,X,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X
TSZJOIL,X,X,O,O,O,X,X,O,X,X,O,X,X,X,O,X
TSZJOLI,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X
TSZOILJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TSZOIJL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSZOLIJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TSZOLJI,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZOJIL,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TSZOJLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOILJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOILZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIJLZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSOIJZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIZLJ,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TSOIZJL,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TSOLIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLJIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSOLJZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOLZJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOJILZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSOJIZL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSOJLIZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSOJLZI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSOJZIL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSOJZLI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSOZILJ,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSOZIJL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSOZLIJ,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSOZLJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOZJIL,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSOZJLI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZILJSO,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TZILJOS,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
TZILSJO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TZILSOJ,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TZILOJS,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
TZILOSJ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TZIJLSO,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TZIJLOS,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TZIJSLO,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TZIJSOL,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TZIJOLS,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X
TZIJOSL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TZISLJO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TZISLOJ,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TZISJLO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TZISJOL,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TZISOLJ,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X
TZISOJL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TZIOLJS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TZIOLSJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TZIOJLS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TZIOJSL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TZIOSLJ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TZIOSJL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TZLIJSO,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TZLIJOS,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X
TZLISJO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
TZLISOJ,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X
TZLIOJS,O,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
TZLIOSJ,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
TZLJISO,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TZLJIOS,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TZLJSIO,X,X,O,O,O,X,X,X,O,X,X,O,X,O,O,X
TZLJSOI,X,X,O,O,O,X,X,X,X,X,X,O,X,O,O,X
TZLJOIS,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
TZLJOSI,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X
TZLSIJO,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X
TZLSIOJ,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
TZLSJIO,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X
TZLSJOI,X,X,O,O,O,X,O,X,X,X,X,X,X,O,O,X
TZLSOIJ,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
TZLSOJI,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TZLOIJS,O,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
TZLOISJ,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
TZLOJIS,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X
TZLOJSI,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X
TZLOSIJ,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TZLOSJI,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZJILSO,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TZJILOS,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TZJISLO,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TZJISOL,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TZJIOLS,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TZJIOSL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TZJLISO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZJLIOS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJLSIO,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
TZJLSOI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TZJLOIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJLOSI,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TZJSILO,X,X,O,O,O,X,X,O,O,X,O,X,X,X,O,X
TZJSIOL,X,X,O,O,O,X,X,O,X,X,O,X,X,X,O,X
TZJSLIO,X,X,O,O,O,X,X,O,O,X,X,X,X,X,O,X
TZJSLOI,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X
TZJSOIL,X,X,O,O,O,X,X,O,O,X,O,X,X,X,O,X
TZJSOLI,X,X,O,O,O,X,X,O,O,X,X,X,X,X,O,X
TZJOILS,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X
TZJOISL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TZJOLIS,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZJOLSI,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TZJOSIL,X,X,O,O,O,O,X,X,O,X,O,X,X,X,X,X
TZJOSLI,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TZSILJO,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X
TZSILOJ,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
TZSIJLO,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TZSIJOL,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TZSIOLJ,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X
TZSIOJL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TZSLIJO,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X
TZSLIOJ,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
TZSLJIO,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X
TZSLJOI,X,X,O,O,O,X,O,X,X,X,X,X,X,O,O,X
TZSLOIJ,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
TZSLOJI,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TZSJILO,X,X,O,O,O,X,X,O,X,X,O,X,X,X,O,X
TZSJIOL,X,X,O,O,O,X,X,O,X,X,O,X,X,X,O,X
TZSJLIO,X,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X
TZSJLOI,X,X,O,O,O,X,O,O,X,X,X,X,X,O,O,X
TZSJOIL,X,X,O,O,O,X,X,O,X,X,O,X,X,X,O,X
TZSJOLI,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X
TZSOILJ,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X
TZSOIJL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TZSOLIJ,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
TZSOLJI,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TZSOJIL,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X
TZSOJLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZOILJS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TZOILSJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TZOIJLS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TZOIJSL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TZOISLJ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TZOISJL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TZOLIJS,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TZOLISJ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TZOLJIS,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZOLJSI,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TZOLSIJ,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TZOLSJI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZOJILS,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X
TZOJISL,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TZOJLIS,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZOJLSI,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TZOJSIL,X,X,O,O,O,O,X,X,O,X,O,X,X,X,X,X
TZOJSLI,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TZOSILJ,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X
TZOSIJL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TZOSLIJ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TZOSLJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZOSJIL,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X
TZOSJLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TOILJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOILJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOILSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOILSZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOILZJS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TOILZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TOIJLSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TOIJLZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOIJSLZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TOIJSZL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TOIJZLS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOIJZSL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOISLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOISLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOISJLZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TOISJZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOISZLJ,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TOISZJL,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TOIZLJS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TOIZLSJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TOIZJLS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TOIZJSL,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TOIZSLJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TOIZSJL,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TOLIJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOLIJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOLISJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOLISZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOLIZJS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TOLIZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TOLJISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TOLJIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
