sequence,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFXcBFiB8nB6rBOs?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFXcBTdBcmBynBWw?BFsB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFXdBamBziB0hBWw?BFsB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFTdBFhB8nBasBGr?BXrB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFFhBXiB8nB6rBOs?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFeiBfjBFhBcsB6r?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFTdBFhB8nBSrBes?BXrB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFKiBfjBFhBWsBzq?B0rB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFeiBfjBFhBcsBCr?BTrB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhF6hB0dB2nBVrBXs?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhF0dB3hBlnBuqBTm?BywB
IZOSLJT,O,X,X,O,X,O,X,X,X,X,X
IZOSJTL,X,X,X,X,O,O,O,O,X,X,X
IZOSJLT,O,X,X,X,X,O,O,O,X,X,X
IOTLJSZ,X,X,O,X,X,X,X,O,X,X,X
IOTLJZS,X,O,O,X,X,X,X,X,X,X,X
IOTLSJZ,X,X,O,X,X,X,X,X,X,X,X
IOTLSZJ,O,O,O,X,X,X,X,X,X,X,X
IOTLZJS,O,O,X,O,X,X,X,X,X,X,X
IOTLZSJ,O,O,O,O,O,X,X,X,X,X,X
IOTJLSZ,X,X,O,X,X,X,X,O,X,X,X
IOTJLZS,X,X,O,X,X,X,X,X,X,X,X
IOTJSLZ,X,X,X,X,X,X,X,O,X,X,X
IOTJSZL,X,X,X,X,X,X,X,O,X,X,X
IOTJZLS,X,X,X,X,X,X,O,X,X,X,X
IOTJZSL,X,X,X,X,O,X,O,O,X,X,X
IOTSLJZ,X,X,O,X,X,X,X,X,X,X,X
IOTSLZJ,O,X,O,X,X,X,X,X,X,X,X
IOTSJLZ,X,X,X,X,X,X,X,O,X,X,X
IOTSJZL,X,X,X,X,X,X,X,O,X,X,O
IOTSZLJ,O,X,X,X,O,X,X,X,X,X,X
IOTSZJL,X,X,X,X,O,O,X,X,X,X,O
IOTZLJS,O,O,X,O,X,X,X,X,X,X,X
IOTZLSJ,O,O,X,O,O,X,X,X,X,X,X
IOTZJLS,X,X,X,O,X,X,O,X,X,X,X
IOTZJSL,X,X,X,X,O,X,O,O,X,X,X
IOTZSLJ,O,O,X,O,O,X,X,X,X,X,X
IOTZSJL,X,X,X,X,O,X,X,X,X,X,O
IOLTJSZ,X,O,O,X,X,X,X,O,X,X,X
IOLTJZS,X,O,O,X,X,X,X,X,X,X,X
IOLTSJZ,X,X,O,X,X,X,X,X,X,X,X
IOLTSZJ,O,O,O,X,X,X,X,X,X,X,X
IOLTZJS,O,O,X,O,X,X,X,X,X,X,X
IOLTZSJ,O,O,O,O,O,X,X,X,X,X,X
IOLJTSZ,X,O,O,X,X,X,X,O,X,X,X
IOLJTZS,X,O,O,O,X,X,X,X,X,X,X
IOLJSTZ,X,O,O,X,X,X,X,O,X,X,X
IOLJSZT,O,O,O,X,X,X,X,O,X,X,X
IOLJZTS,O,O,O,O,X,X,X,X,X,X,X
IOLJZST,O,O,O,O,X,X,X,X,X,X,X
IOLSTJZ,X,X,O,X,X,X,X,X,X,X,X
IOLSTZJ,O,O,O,X,X,X,X,X,X,X,X
IOLSJTZ,X,O,O,X,X,X,X,O,X,X,X
IOLSJZT,O,O,O,X,X,X,X,O,X,X,X
IOLSZTJ,O,X,O,X,X,X,X,X,X,X,X
IOLSZJT,O,X,O,X,X,O,X,X,O,X,X
IOLZTJS,O,O,X,O,X,X,X,X,X,X,X
IOLZTSJ,O,O,O,O,O,X,X,X,X,X,X
IOLZJTS,O,O,O,O,X,X,X,X,X,X,X
IOLZJST,O,O,O,O,X,X,X,X,X,X,X
IOLZSTJ,O,X,O,O,O,X,X,X,X,X,X
IOLZSJT,O,X,O,O,X,X,X,X,X,X,X
IOJTLSZ,X,O,O,X,X,X,X,O,X,X,X
IOJTLZS,X,O,O,X,X,X,X,X,X,X,X
IOJTSLZ,X,X,O,X,X,X,X,O,X,X,X
IOJTSZL,X,X,X,X,X,X,X,O,X,X,X
IOJTZLS,X,O,X,X,X,X,O,X,X,X,X
IOJTZSL,X,O,X,X,O,X,O,O,X,X,X
IOJLTSZ,X,O,O,X,X,X,X,O,X,X,X
IOJLTZS,X,O,O,O,X,X,O,X,X,X,X
IOJLSTZ,X,O,O,X,X,X,X,O,X,X,X
IOJLSZT,O,O,O,X,X,X,X,O,X,X,X
IOJLZTS,O,O,O,O,X,X,O,X,X,X,X
IOJLZST,O,O,O,O,X,X,O,X,X,X,X
IOJSTLZ,X,X,X,X,X,X,X,O,X,O,X
IOJSTZL,X,X,X,X,X,X,X,O,X,O,X
IOJSLTZ,X,X,O,X,X,X,X,O,X,X,X
IOJSLZT,O,X,O,X,X,X,X,O,X,X,X
IOJSZTL,X,O,X,X,X,O,X,O,X,O,X
IOJSZLT,O,O,X,X,X,O,X,O,X,X,X
IOJZTLS,X,O,X,X,X,X,O,X,X,X,X
IOJZTSL,X,O,X,X,O,X,O,O,X,X,X
IOJZLTS,O,O,O,O,X,X,O,X,X,X,X
IOJZLST,O,O,O,O,X,X,O,X,X,X,X
IOJZSTL,X,O,X,X,O,X,O,O,X,O,X
IOJZSLT,O,O,X,X,X,X,O,O,X,X,X
IOSTLJZ,X,X,X,X,X,X,X,X,X,O,X
IOSTLZJ,O,X,X,X,X,X,X,X,X,X,X
IOSTJLZ,X,X,X,X,X,X,X,O,X,O,X
IOSTJZL,X,X,X,X,X,X,X,O,X,O,X
IOSTZLJ,O,X,X,X,O,X,X,X,X,X,X
IOSTZJL,X,X,X,X,O,O,X,X,X,X,X
IOSLTJZ,X,X,O,X,X,X,X,X,X,X,X
IOSLTZJ,O,X,O,X,X,X,X,X,X,X,X
IOSLJTZ,X,X,O,X,X,X,X,O,X,X,X
IOSLJZT,O,X,O,X,X,X,X,O,X,X,X
IOSLZTJ,O,X,O,X,X,X,X,X,X,X,X
IOSLZJT,O,X,O,X,X,O,X,X,O,X,X
IOSJTLZ,X,X,X,X,X,X,X,O,X,O,X
IOSJTZL,X,X,X,X,X,X,X,O,X,O,X
IOSJLTZ,X,X,O,X,X,X,X,O,X,X,X
IOSJLZT,O,X,O,X,X,X,X,O,X,X,X
IOSJZTL,X,O,X,X,X,O,X,O,X,O,X
IOSJZLT,O,O,X,X,X,O,X,O,X,X,X
IOSZTLJ,O,X,X,X,O,X,X,X,X,X,X
IOSZTJL,X,X,X,X,O,O,X,X,X,X,X
IOSZLTJ,O,X,X,X,O,X,X,X,X,X,X
IOSZLJT,O,X,X,X,X,O,X,X,O,X,X
IOSZJTL,X,X,X,X,O,O,X,O,O,X,X
IOSZJLT,O,X,X,X,X,O,X,O,O,X,X
IOZTLJS,O,X,X,O,X,X,X,X,X,X,X
IOZTLSJ,O,X,X,O,O,X,X,X,X,X,X
IOZTJLS,X,X,X,O,X,X,O,X,X,X,X
IOZTJSL,X,X,X,X,O,X,O,O,X,X,X
IOZTSLJ,O,X,X,O,O,X,X,X,X,X,X
IOZTSJL,X,X,X,X,O,X,X,X,X,X,X
IOZLTJS,O,X,X,O,X,X,X,X,X,X,X
IOZLTSJ,O,X,O,O,O,X,X,X,X,X,X
IOZLJTS,O,X,O,O,X,X,O,X,X,X,X
IOZLJST,O,X,O,O,X,X,O,X,X,X,X
IOZLSTJ,O,X,O,O,O,X,X,X,X,X,X
IOZLSJT,O,X,O,O,X,X,X,X,X,X,X
IOZJTLS,X,X,X,O,X,X,O,X,X,X,X
IOZJTSL,X,X,X,X,O,X,O,O,X,X,X
IOZJLTS,O,X,O,O,X,X,O,X,X,X,X
IOZJLST,O,X,O,O,X,X,O,X,X,X,X
IOZJSTL,X,X,X,X,O,X,O,O,X,X,X
IOZJSLT,O,X,X,X,X,X,O,O,X,X,X
IOZSTLJ,O,X,X,O,O,X,X,X,X,X,X
IOZSTJL,X,X,X,X,O,O,X,X,X,X,X
IOZSLTJ,O,X,X,O,O,X,X,X,X,X,X
IOZSLJT,O,X,X,O,X,O,X,X,X,X,X
IOZSJTL,X,X,X,X,O,O,O,O,X,X,X
IOZSJLT,O,X,X,X,X,O,O,O,X,X,X
LTIJSZO,X,O,X,O,X,X,X,X,X,X,X
LTIJSOZ,X,O,O,X,X,X,X,X,X,X,X
LTIJZSO,X,O,X,O,X,X,X,X,X,X,X
LTIJZOS,X,O,O,O,X,X,O,X,X,X,X
LTIJOSZ,X,O,O,X,X,X,X,X,X,X,X
LTIJOZS,X,O,O,O,X,X,X,X,X,X,X
LTISJZO,X,X,X,X,X,X,X,X,X,X,O
LTISJOZ,X,X,X,X,X,X,X,X,X,X,O
LTISZJO,O,O,X,X,X,X,X,X,O,X,O
LTISZOJ,O,O,X,O,X,X,X,X,X,X,X
LTISOJZ,X,X,O,X,X,X,X,X,X,X,X
LTISOZJ,X,O,O,X,X,X,X,X,X,X,X
LTIZJSO,O,O,X,O,X,X,X,X,X,X,X
LTIZJOS,X,O,X,O,X,X,O,X,X,X,X
LTIZSJO,O,O,X,X,O,X,X,X,X,X,O
LTIZSOJ,O,O,X,O,O,X,X,X,X,X,X
LTIZOJS,X,O,X,O,X,X,X,X,X,X,X
LTIZOSJ,O,O,O,O,X,X,X,X,X,X,X
LTIOJSZ,X,O,O,X,X,X,X,O,X,X,X
LTIOJZS,X,O,O,X,X,X,X,X,X,X,X
LTIOSJZ,X,X,O,X,X,X,X,X,X,X,X
LTIOSZJ,X,O,O,X,X,X,X,X,X,X,X
LTIOZJS,X,O,X,O,X,X,X,X,X,X,X
LTIOZSJ,X,O,O,O,O,X,X,X,X,X,X
LTJISZO,X,O,X,O,X,X,X,X,X,X,X
LTJISOZ,X,O,O,X,X,X,X,X,X,X,X
LTJIZSO,X,O,X,O,X,X,X,X,X,X,X
LTJIZOS,X,O,O,O,X,X,O,X,X,X,X
LTJIOSZ,X,O,O,X,X,X,X,X,X,X,X
LTJIOZS,X,O,O,O,X,X,X,X,X,X,X
LTJSIZO,X,O,X,O,X,X,X,X,X,X,O
LTJSIOZ,X,O,O,X,X,X,X,O,X,X,O
LTJSZIO,X,O,X,O,X,X,X,X,X,X,O
LTJSZOI,X,O,X,O,X,X,X,O,X,X,O
LTJSOIZ,X,O,O,X,X,X,X,O,X,X,O
LTJSOZI,X,O,O,X,X,X,X,O,X,X,O
LTJZISO,X,O,X,O,X,X,X,X,X,X,X
LTJZIOS,X,O,O,O,X,X,O,X,X,X,X
LTJZSIO,X,O,X,O,X,X,X,X,X,X,O
LTJZSOI,X,O,X,O,X,X,X,X,X,X,O
LTJZOIS,X,O,O,O,X,X,O,X,X,X,X
LTJZOSI,X,O,O,O,X,X,O,X,X,X,X
LTJOISZ,X,O,O,X,X,X,X,X,X,X,X
LTJOIZS,X,O,O,O,X,X,X,X,X,X,X
LTJOSIZ,X,O,O,X,X,X,X,X,X,X,X
LTJOSZI,X,O,O,X,X,X,X,X,X,X,X
LTJOZIS,X,O,O,O,X,X,X,X,X,X,X
LTJOZSI,X,O,O,O,X,X,X,X,X,X,X
LTSIJZO,X,X,X,X,X,X,X,X,X,X,O
LTSIJOZ,X,X,X,X,X,X,X,X,X,X,O
LTSIZJO,O,O,X,X,X,X,X,X,O,X,O
LTSIZOJ,O,O,X,O,X,X,X,X,X,X,X
LTSIOJZ,X,X,O,X,X,X,X,X,X,X,X
LTSIOZJ,X,O,O,X,X,X,X,X,X,X,X
LTSJIZO,X,X,X,X,X,X,X,X,X,X,O
LTSJIOZ,X,X,X,X,X,X,X,X,X,X,O
LTSJZIO,X,X,X,X,X,X,X,X,X,X,O
LTSJZOI,X,X,X,X,X,X,X,X,X,X,O
LTSJOIZ,X,X,X,X,X,X,X,X,X,X,O
LTSJOZI,X,X,X,X,X,X,X,X,X,X,O
LTSZIJO,O,O,X,X,X,X,X,X,O,X,O
LTSZIOJ,O,O,X,O,X,X,X,X,X,X,X
LTSZJIO,O,O,X,X,X,X,X,X,O,X,O
LTSZJOI,O,O,X,X,X,X,X,X,O,X,O
LTSZOIJ,O,O,X,O,X,X,X,X,X,X,X
LTSZOJI,O,O,X,O,X,X,X,X,X,X,O
LTSOIJZ,X,X,O,X,X,X,X,X,X,X,X
LTSOIZJ,X,O,O,X,X,X,X,X,X,X,X
LTSOJIZ,X,X,O,X,X,X,X,X,X,X,O
LTSOJZI,X,X,O,X,X,X,X,X,X,X,O
LTSOZIJ,X,O,O,X,X,X,X,X,X,X,X
LTSOZJI,X,O,O,X,X,X,X,X,X,X,O
LTZIJSO,O,O,X,O,X,X,X,X,X,X,X
LTZIJOS,X,O,X,O,X,X,O,X,X,X,X
LTZISJO,O,O,X,X,O,X,X,X,X,X,O
LTZISOJ,O,O,X,O,O,X,X,X,X,X,X
LTZIOJS,O,O,X,O,X,X,X,X,X,X,X
LTZIOSJ,O,O,O,O,X,X,X,X,X,X,X
LTZJISO,O,O,X,O,X,X,X,X,X,X,X
LTZJIOS,X,O,X,O,X,X,O,X,X,X,X
LTZJSIO,O,O,X,O,X,X,X,X,X,X,O
LTZJSOI,O,O,X,O,X,X,X,X,X,X,O
LTZJOIS,O,O,X,O,X,X,O,X,X,X,X
LTZJOSI,O,O,X,O,X,X,O,X,X,X,X
LTZSIJO,O,O,X,X,O,X,X,X,X,X,O
LTZSIOJ,O,O,X,O,O,X,X,X,X,X,X
LTZSJIO,O,O,X,X,O,X,X,X,X,X,O
LTZSJOI,O,O,X,X,O,X,X,X,X,X,O
LTZSOIJ,O,O,X,O,O,X,X,X,X,X,X
LTZSOJI,O,O,X,O,O,X,X,X,X,X,O
LTZOIJS,O,O,X,O,X,X,X,X,X,X,X
LTZOISJ,O,O,O,O,X,X,X,X,X,X,X
LTZOJIS,O,O,X,O,X,X,X,X,X,X,X
LTZOJSI,O,O,X,O,X,X,X,X,X,X,X
LTZOSIJ,O,O,O,O,X,X,X,X,X,X,X
LTZOSJI,O,O,O,O,X,X,X,X,X,X,O
LTOIJSZ,X,O,O,X,X,X,X,O,X,X,X
LTOIJZS,X,O,O,X,X,X,X,X,X,X,X
LTOISJZ,X,X,O,X,X,X,X,X,X,X,X
LTOISZJ,X,O,O,X,X,X,X,X,X,X,X
LTOIZJS,X,O,X,O,X,X,X,X,X,X,X
LTOIZSJ,X,O,O,O,O,X,X,X,X,X,X
LTOJISZ,X,O,O,X,X,X,X,O,X,X,X
LTOJIZS,X,O,O,X,X,X,X,X,X,X,X
LTOJSIZ,X,O,O,X,X,X,X,O,X,X,X
LTOJSZI,X,O,O,X,X,X,X,O,X,X,X
LTOJZIS,X,O,O,X,X,X,X,X,X,X,X
LTOJZSI,X,O,O,X,X,X,X,X,X,X,X
LTOSIJZ,X,X,O,X,X,X,X,X,X,X,X
LTOSIZJ,X,O,O,X,X,X,X,X,X,X,X
LTOSJIZ,X,X,O,X,X,X,X,X,X,X,O
LTOSJZI,X,X,O,X,X,X,X,X,X,X,O
LTOSZIJ,X,O,O,X,X,X,X,X,X,X,X
LTOSZJI,X,O,O,X,X,X,X,X,X,X,O
LTOZIJS,X,O,X,O,X,X,X,X,X,X,X
LTOZISJ,X,O,O,O,O,X,X,X,X,X,X
LTOZJIS,X,O,X,O,X,X,X,X,X,X,X
LTOZJSI,X,O,X,O,X,X,X,X,X,X,X
LTOZSIJ,X,O,O,O,O,X,X,X,X,X,X
LTOZSJI,X,O,O,O,O,X,X,X,X,X,O
LITJSZO,X,O,X,O,X,X,X,X,X,X,X
LITJSOZ,X,O,O,X,X,X,X,X,X,X,X
LITJZSO,X,O,X,O,X,X,X,X,X,X,X
LITJZOS,X,O,O,O,X,X,O,X,X,X,X
LITJOSZ,X,O,O,X,X,X,X,X,X,X,X
LITJOZS,X,O,O,O,X,X,X,X,X,X,X
LITSJZO,X,X,X,X,X,X,X,X,X,X,O
LITSJOZ,X,X,X,X,X,X,X,X,X,X,O
LITSZJO,O,O,X,X,X,X,X,X,O,X,O
LITSZOJ,O,O,X,O,X,X,X,X,X,X,X
LITSOJZ,X,X,O,X,X,X,X,X,X,X,X
LITSOZJ,X,O,O,X,X,X,X,X,X,X,X
LITZJSO,O,O,X,O,X,X,X,X,X,X,X
LITZJOS,X,O,X,O,X,X,O,X,X,X,X
LITZSJO,O,O,X,X,O,X,X,X,X,X,O
LITZSOJ,O,O,X,O,O,X,X,X,X,X,X
LITZOJS,X,O,X,O,X,X,X,X,X,X,X
LITZOSJ,O,O,O,O,X,X,X,X,X,X,X
LITOJSZ,X,O,O,X,X,X,X,O,X,X,X
LITOJZS,X,O,O,X,X,X,X,X,X,X,X
LITOSJZ,X,X,O,X,X,X,X,X,X,X,X
LITOSZJ,X,O,O,X,X,X,X,X,X,X,X
LITOZJS,X,O,X,O,X,X,X,X,X,X,X
LITOZSJ,X,O,O,O,O,X,X,X,X,X,X
LIJTSZO,X,O,X,O,X,X,O,X,X,X,X
LIJTSOZ,X,O,O,X,X,X,X,X,X,X,X
LIJTZSO,X,O,X,O,X,X,O,X,X,X,X
LIJTZOS,X,O,O,O,X,X,O,X,X,X,X
LIJTOSZ,X,O,O,X,X,X,X,X,X,X,X
LIJTOZS,X,O,O,O,X,X,O,X,X,X,X
LIJSTZO,X,O,X,O,X,X,O,X,X,O,X
LIJSTOZ,X,O,O,X,X,X,X,X,X,O,X
LIJSZTO,O,O,X,O,X,X,O,X,O,O,X
LIJSZOT,X,O,X,O,X,X,O,X,O,X,X
LIJSOTZ,X,O,O,X,X,X,X,X,X,X,X
LIJSOZT,X,O,O,X,X,X,X,X,X,X,X
LIJZTSO,O,O,X,O,X,X,O,X,X,X,X
LIJZTOS,X,O,O,O,X,X,O,X,X,X,X
LIJZSTO,O,O,X,O,X,X,O,X,X,O,X
LIJZSOT,X,O,X,O,X,X,O,X,X,X,X
LIJZOTS,X,O,O,O,X,X,O,X,X,X,X
LIJZOST,X,O,O,O,X,X,O,X,X,X,X
LIJOTSZ,X,O,O,X,X,X,X,X,X,X,X
LIJOTZS,X,O,O,O,X,X,O,X,X,X,X
LIJOSTZ,X,O,O,X,X,X,X,X,X,X,X
LIJOSZT,X,O,O,X,X,X,X,X,X,X,X
LIJOZTS,X,O,O,O,X,X,O,X,X,X,X
LIJOZST,X,O,O,O,X,X,O,X,X,X,X
LISTJZO,X,X,X,X,X,X,X,X,X,O,X
LISTJOZ,X,X,X,X,X,X,X,X,X,O,X
LISTZJO,O,O,X,X,X,X,X,X,O,O,X
LISTZOJ,O,O,X,O,X,X,X,X,X,X,X
LISTOJZ,X,X,O,X,X,X,X,X,X,O,X
LISTOZJ,X,O,O,X,X,X,X,X,X,X,X
LISJTZO,X,O,X,O,X,X,X,X,X,O,X
LISJTOZ,X,O,O,X,X,X,X,X,X,O,X
LISJZTO,O,O,X,O,X,X,X,X,O,O,X
LISJZOT,X,O,X,O,X,X,X,X,O,X,X
LISJOTZ,X,O,O,X,X,X,X,X,X,X,X
LISJOZT,X,O,O,X,X,X,X,X,X,X,X
LISZTJO,O,X,X,X,X,X,X,X,O,X,X
LISZTOJ,O,X,X,O,X,X,X,X,X,X,X
LISZJTO,O,X,X,O,X,O,X,X,O,X,X
LISZJOT,X,X,X,O,X,X,X,X,O,X,X
LISZOTJ,O,X,X,O,X,X,X,X,X,X,X
LISZOJT,X,X,X,O,X,O,X,X,O,X,X
LISOTJZ,X,X,O,X,X,X,X,X,X,X,X
LISOTZJ,O,O,O,X,X,X,X,X,X,X,X
LISOJTZ,X,O,O,X,X,X,X,O,X,X,X
LISOJZT,O,O,O,X,X,X,X,O,X,X,X
LISOZTJ,O,X,O,X,X,X,X,X,X,X,X
LISOZJT,O,X,O,X,X,O,X,X,O,X,X
LIZTJSO,O,O,X,O,X,X,X,X,X,X,X
LIZTJOS,X,O,X,O,X,X,O,X,X,X,X
LIZTSJO,O,O,X,X,O,X,X,X,X,X,X
LIZTSOJ,O,O,X,O,O,X,X,X,X,X,X
LIZTOJS,O,O,X,O,X,X,X,X,X,X,X
LIZTOSJ,O,O,O,O,X,X,X,X,X,X,X
LIZJTSO,O,O,X,O,X,X,O,X,X,X,X
LIZJTOS,X,O,O,O,X,X,O,X,X,X,X
LIZJSTO,O,O,X,O,X,X,O,X,X,X,X
LIZJSOT,X,O,X,O,X,X,O,X,X,X,X
LIZJOTS,X,O,O,O,X,X,O,X,X,X,X
LIZJOST,X,O,O,O,X,X,O,X,X,X,X
LIZSTJO,O,X,X,X,O,X,X,X,O,X,X
LIZSTOJ,O,X,X,O,O,X,X,X,X,X,X
LIZSJTO,O,X,X,O,X,X,X,X,O,X,X
LIZSJOT,X,X,X,O,X,X,X,X,O,X,X
LIZSOTJ,O,X,X,O,X,X,X,X,X,X,X
LIZSOJT,X,X,X,O,X,X,X,X,O,X,X
LIZOTJS,O,O,X,O,X,X,X,X,X,X,X
LIZOTSJ,O,O,O,O,O,X,X,X,X,X,X
LIZOJTS,O,O,O,O,X,X,O,X,X,X,X
LIZOJST,O,O,O,O,X,X,O,X,X,X,X
LIZOSTJ,O,X,O,O,O,X,X,X,X,X,X
LIZOSJT,O,X,O,O,X,X,X,X,X,X,X
LIOTJSZ,X,O,O,X,X,X,X,O,X,X,X
LIOTJZS,X,O,O,X,X,X,X,X,X,X,X
LIOTSJZ,X,X,O,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,O,X,X,X,X,X,X,X,X
LIOTZJS,O,O,X,O,X,X,X,X,X,X,X
LIOTZSJ,O,O,O,O,O,X,X,X,X,X,X
LIOJTSZ,X,O,O,X,X,X,X,O,X,X,X
LIOJTZS,X,O,O,O,X,X,X,X,X,X,X
LIOJSTZ,X,O,O,X,X,X,X,O,X,X,X
LIOJSZT,O,O,O,X,X,X,X,O,X,X,X
LIOJZTS,O,O,O,O,X,X,X,X,X,X,X
LIOJZST,O,O,O,O,X,X,X,X,X,X,X
LIOSTJZ,X,X,O,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,O,X,X,X,X,X,X,X,X
LIOSJTZ,X,O,O,X,X,X,X,O,X,X,X
LIOSJZT,O,O,O,X,X,X,X,O,X,X,X
LIOSZTJ,O,X,O,X,X,X,X,X,X,X,X
LIOSZJT,O,X,O,X,X,O,X,X,O,X,X
LIOZTJS,O,O,X,O,X,X,X,X,X,X,X
LIOZTSJ,O,O,O,O,O,X,X,X,X,X,X
LIOZJTS,O,O,O,O,X,X,X,X,X,X,X
LIOZJST,O,O,O,O,X,X,X,X,X,X,X
LIOZSTJ,O,X,O,O,O,X,X,X,X,X,X
LIOZSJT,O,X,O,O,X,X,X,X,X,X,X
LJTISZO,X,O,X,O,X,X,O,X,X,X,X
LJTISOZ,X,O,O,X,X,X,X,X,X,X,X
LJTIZSO,X,O,X,O,X,X,O,X,X,X,X
LJTIZOS,X,O,O,O,X,X,O,X,X,X,X
LJTIOSZ,X,O,O,X,X,X,X,X,X,X,X
LJTIOZS,X,O,O,O,X,X,O,X,X,X,X
LJTSIZO,X,O,X,O,X,X,O,X,X,X,O
LJTSIOZ,X,O,O,X,X,X,X,O,X,X,O
LJTSZIO,X,O,X,O,X,X,O,X,X,X,O
LJTSZOI,X,O,X,O,X,X,O,O,X,X,O
LJTSOIZ,X,O,O,X,X,X,X,O,X,X,O
LJTSOZI,X,O,O,X,X,X,X,O,X,X,O
LJTZISO,X,O,X,O,X,X,O,X,X,X,X
LJTZIOS,X,O,O,O,X,X,O,X,X,X,X
LJTZSIO,X,O,X,O,X,X,O,X,X,X,O
LJTZSOI,X,O,X,O,X,X,O,X,X,X,O
LJTZOIS,X,O,O,O,X,X,O,X,X,X,X
LJTZOSI,X,O,O,O,X,X,O,X,X,X,X
LJTOISZ,X,O,O,X,X,X,X,X,X,X,X
LJTOIZS,X,O,O,O,X,X,O,X,X,X,X
LJTOSIZ,X,O,O,X,X,X,X,X,X,X,X
LJTOSZI,X,O,O,X,X,X,X,X,X,X,X
LJTOZIS,X,O,O,O,X,X,O,X,X,X,X
LJTOZSI,X,O,O,O,X,X,O,X,X,X,X
LJITSZO,X,O,X,O,X,X,O,X,X,X,X
LJITSOZ,X,O,O,X,X,X,X,X,X,X,X
LJITZSO,X,O,X,O,X,X,O,X,X,X,X
LJITZOS,X,O,O,O,X,X,O,X,X,X,X
LJITOSZ,X,O,O,X,X,X,X,X,X,X,X
LJITOZS,X,O,O,O,X,X,O,X,X,X,X
LJISTZO,X,O,X,O,X,X,O,X,X,O,X
LJISTOZ,X,O,O,X,X,X,X,X,X,O,X
LJISZTO,O,O,X,O,X,X,O,X,O,O,X
LJISZOT,X,O,X,O,X,X,O,X,O,X,X
LJISOTZ,X,O,O,X,X,X,X,X,X,X,X
LJISOZT,X,O,O,X,X,X,X,X,X,X,X
LJIZTSO,O,O,X,O,X,X,O,X,X,X,X
LJIZTOS,X,O,O,O,X,X,O,X,X,X,X
LJIZSTO,O,O,X,O,X,X,O,X,X,O,X
LJIZSOT,X,O,X,O,X,X,O,X,X,X,X
LJIZOTS,X,O,O,O,X,X,O,X,X,X,X
LJIZOST,X,O,O,O,X,X,O,X,X,X,X
LJIOTSZ,X,O,O,X,X,X,X,X,X,X,X
LJIOTZS,X,O,O,O,X,X,O,X,X,X,X
LJIOSTZ,X,O,O,X,X,X,X,X,X,X,X
LJIOSZT,X,O,O,X,X,X,X,X,X,X,X
LJIOZTS,X,O,O,O,X,X,O,X,X,X,X
LJIOZST,X,O,O,O,X,X,O,X,X,X,X
LJSTIZO,X,O,X,O,X,X,O,X,X,O,X
LJSTIOZ,X,O,O,X,X,X,X,O,X,O,X
LJSTZIO,X,O,X,O,X,X,O,X,X,O,X
LJSTZOI,X,O,X,O,X,X,O,O,X,O,X
LJSTOIZ,X,O,O,X,X,X,X,O,X,O,X
LJSTOZI,X,O,O,X,X,X,X,O,X,O,X
LJSITZO,X,O,X,O,X,X,O,X,X,O,X
LJSITOZ,X,O,O,X,X,X,X,O,X,O,X
LJSIZTO,O,O,X,O,X,X,O,X,O,O,X
LJSIZOT,X,O,X,O,X,X,O,X,O,X,X
LJSIOTZ,X,O,O,X,X,X,X,X,X,X,X
LJSIOZT,X,O,O,X,X,X,X,X,X,X,X
LJSZTIO,O,O,X,O,X,X,O,X,O,O,X
LJSZTOI,O,O,X,O,X,X,O,O,O,O,X
LJSZITO,O,O,X,O,X,X,O,X,O,O,X
LJSZIOT,X,O,X,O,X,X,O,X,O,X,X
LJSZOTI,X,O,X,O,X,X,O,X,O,X,X
LJSZOIT,X,O,X,O,X,X,O,X,O,X,X
LJSOTIZ,X,O,O,X,X,X,X,O,X,X,X
LJSOTZI,X,O,O,X,X,X,X,O,X,X,X
LJSOITZ,X,O,O,X,X,X,X,X,X,X,X
LJSOIZT,X,O,O,X,X,X,X,X,X,X,X
LJSOZTI,X,O,O,X,X,X,X,X,X,X,X
LJSOZIT,X,O,O,X,X,X,X,X,X,X,X
LJZTISO,O,O,X,O,X,X,O,X,X,X,X
LJZTIOS,X,O,O,O,X,X,O,X,X,X,X
LJZTSIO,O,O,X,O,X,X,O,X,X,X,X
LJZTSOI,O,O,X,O,X,X,O,X,X,X,X
LJZTOIS,O,O,O,O,X,X,O,X,X,X,X
LJZTOSI,O,O,O,O,X,X,O,X,X,X,X
LJZITSO,O,O,X,O,X,X,O,X,X,X,X
LJZITOS,X,O,O,O,X,X,O,X,X,X,X
LJZISTO,O,O,X,O,X,X,O,X,X,O,X
LJZISOT,X,O,X,O,X,X,O,X,X,X,X
LJZIOTS,X,O,O,O,X,X,O,X,X,X,X
