sequence,v115@RhB8GeF8AeD8Je2EJvhFRgBCiBTjB3lB0nBlrB,v115@RhB8GeF8AeD8Jex/IvhF8lBzhBCjBmkBXoBlrB,v115@RhB8GeF8AeD8JeT/IvhFigBRiBcoB3lBGnBlrB,v115@RhB8GeF8AeD8JeT/IvhFOlB8lBCiBxnBXoBlrB,v115@RhB8GeF8AeD8Jei/IvhFzhBunBcoBRlB3lBlrB,v115@RhB8GeF8AeD8Jei/IvhFzgBWnBxiBUlBXoBlrB,v115@RhB8GeF8AeD8Jei/IvhFWnBTjBRlB3lB0nBlrB,v115@RhB8GeF8AeD8Jei/IvhFRhBGjBFlBXmB8rBzsB,v115@RhB8GeF8AeD8Je2EJvhFzgBCiBxnBUlBXoBlrB,v115@RhB8GeF8AeD8Jex/IvhFlhB3iBcoBmkBzlBCsB,v115@RhB8GeF8AeD8JeT/IvhFOlBCmBxnB/rBUsBFtB
LJSTIZO,O,O,X,X,X,O,X,O,X,O,X
LJSTIOZ,O,O,X,X,X,O,X,O,X,X,X
LJSTZIO,O,O,O,X,X,O,X,O,X,O,X
LJSTZOI,O,O,O,X,X,O,X,O,X,O,X
LJSTOIZ,O,O,X,X,X,O,X,O,X,X,X
LJSTOZI,O,O,O,X,X,O,X,O,X,X,X
LJSITZO,O,O,X,X,X,O,X,X,X,O,X
LJSITOZ,O,O,X,X,X,O,X,X,X,X,X
LJSIZTO,O,O,O,X,X,O,X,X,X,O,X
LJSIZOT,O,O,O,X,X,O,X,X,X,O,X
LJSIOTZ,O,X,X,X,X,X,X,X,X,X,O
LJSIOZT,O,O,O,X,X,O,X,X,X,X,O
LJSZTIO,O,O,O,X,X,O,X,O,X,O,X
LJSZTOI,O,O,O,X,X,O,X,O,X,O,X
LJSZITO,O,O,O,X,X,O,X,O,X,O,X
LJSZIOT,O,O,O,X,X,O,X,O,X,O,X
LJSZOTI,O,O,O,X,X,O,X,X,X,O,X
LJSZOIT,O,O,O,X,X,O,X,O,X,O,X
LJSOTIZ,O,O,X,X,X,X,X,O,X,O,X
LJSOTZI,O,O,O,X,X,X,X,O,X,O,X
LJSOITZ,O,X,X,X,X,X,X,X,X,O,O
LJSOIZT,O,O,O,X,X,O,X,X,X,O,O
LJSOZTI,O,O,O,X,X,O,X,O,X,O,X
LJSOZIT,O,O,O,X,X,O,X,O,X,O,X
LJZTISO,O,O,X,O,O,O,X,O,X,O,X
LJZTIOS,O,O,X,O,O,O,X,O,X,O,X
LJZTSIO,O,O,X,O,O,O,X,O,X,O,X
LJZTSOI,O,O,X,O,O,O,X,O,X,O,X
LJZTOIS,O,O,X,O,O,O,X,O,X,O,X
LJZTOSI,O,O,X,O,O,O,X,O,X,O,X
LJZITSO,O,O,X,X,O,X,X,O,X,O,X
LJZITOS,O,O,X,O,O,X,X,O,X,O,X
LJZISTO,O,O,O,X,O,X,X,O,X,O,X
LJZISOT,O,O,O,O,X,X,X,O,X,O,X
LJZIOTS,O,X,X,O,O,X,X,O,X,O,O
LJZIOST,O,X,O,O,X,X,X,O,X,O,O
LJZSTIO,O,O,O,X,O,O,X,O,X,O,X
LJZSTOI,O,O,O,X,O,O,X,O,X,O,X
LJZSITO,O,O,O,X,O,O,X,O,X,O,X
LJZSIOT,O,O,O,X,X,O,X,O,X,O,X
LJZSOTI,O,O,O,X,X,O,X,O,X,O,X
LJZSOIT,O,O,O,X,X,O,X,O,X,O,X
LJZOTIS,O,X,X,O,O,O,X,O,X,O,X
LJZOTSI,O,X,X,O,O,O,X,O,X,O,X
LJZOITS,O,X,X,O,O,X,X,O,X,O,O
LJZOIST,O,X,O,O,X,X,X,O,X,O,O
LJZOSTI,O,X,O,X,X,O,X,O,X,O,X
LJZOSIT,O,X,O,X,X,O,X,O,X,O,X
LJOTISZ,O,X,X,X,X,X,O,O,X,O,O
LJOTIZS,O,X,X,X,X,X,O,O,X,O,O
LJOTSIZ,O,X,X,X,X,X,O,O,X,O,X
LJOTSZI,O,X,X,X,X,X,X,O,X,O,X
LJOTZIS,O,X,X,X,X,X,O,O,X,O,X
LJOTZSI,O,X,X,X,X,X,X,O,X,O,X
LJOITSZ,O,X,X,X,X,X,O,O,X,O,O
LJOITZS,O,X,X,X,X,X,O,O,X,O,O
LJOISTZ,O,X,X,X,X,X,X,X,X,O,O
LJOISZT,O,X,X,X,X,X,X,X,X,O,O
LJOIZTS,O,X,X,O,X,X,X,O,X,O,O
LJOIZST,O,X,X,O,X,X,X,O,X,O,O
LJOSTIZ,O,X,X,X,X,X,X,O,X,O,X
LJOSTZI,O,X,O,X,X,X,X,O,X,O,X
LJOSITZ,O,X,X,X,X,X,X,X,X,O,O
LJOSIZT,O,X,O,X,X,X,X,X,X,O,O
LJOSZTI,O,X,O,X,X,X,X,O,X,O,X
LJOSZIT,O,X,O,X,X,X,X,O,X,O,X
LJOZTIS,O,X,X,O,X,X,X,O,X,O,X
LJOZTSI,O,X,X,O,X,X,X,O,X,O,X
LJOZITS,O,X,X,O,X,X,X,O,X,O,O
LJOZIST,O,X,O,O,X,X,X,O,X,O,O
LJOZSTI,O,X,O,X,X,X,X,O,X,O,X
LJOZSIT,O,X,O,X,X,X,X,O,X,O,X
LSTIJZO,O,O,O,X,X,O,X,O,X,X,X
LSTIJOZ,O,O,O,X,X,O,O,O,X,X,X
LSTIZJO,O,O,O,X,O,O,X,O,X,X,X
LSTIZOJ,O,O,O,X,O,O,X,O,X,X,X
LSTIOJZ,O,O,O,X,X,O,O,O,X,X,X
LSTIOZJ,O,O,O,X,O,O,X,X,X,X,X
LSTJIZO,O,O,O,X,X,O,X,O,X,O,X
LSTJIOZ,O,O,O,X,X,O,O,O,X,X,X
LSTJZIO,O,O,O,X,X,O,X,O,X,O,X
LSTJZOI,O,O,O,X,X,O,X,O,X,O,X
LSTJOIZ,O,O,O,X,X,O,O,O,X,X,X
LSTJOZI,O,O,O,X,X,O,X,O,X,X,X
LSTZIJO,O,O,O,X,O,O,X,O,X,O,X
LSTZIOJ,O,O,O,X,O,O,X,O,X,O,X
LSTZJIO,O,O,O,X,O,O,X,O,X,O,X
LSTZJOI,O,O,O,X,O,O,X,O,X,O,X
LSTZOIJ,O,O,O,X,O,O,X,O,X,O,X
LSTZOJI,O,O,O,X,O,O,X,O,X,O,X
LSTOIJZ,O,O,O,X,X,O,O,O,X,X,X
LSTOIZJ,O,O,O,X,O,O,X,X,X,O,X
LSTOJIZ,O,O,O,X,X,O,O,O,X,O,X
LSTOJZI,O,O,O,X,X,O,X,O,X,O,X
LSTOZIJ,O,O,O,X,O,O,X,O,X,O,X
LSTOZJI,O,O,O,X,O,O,X,O,X,O,X
LSITJZO,O,O,O,X,X,O,X,X,X,X,X
LSITJOZ,O,O,O,X,X,O,O,X,X,X,X
LSITZJO,O,O,O,X,O,O,X,X,X,X,X
LSITZOJ,O,O,O,X,O,O,X,X,X,X,X
LSITOJZ,O,O,O,X,X,O,O,X,X,X,X
LSITOZJ,O,O,O,X,O,O,X,X,X,X,X
LSIJTZO,O,O,X,X,X,O,X,X,X,X,X
LSIJTOZ,O,O,X,X,X,O,X,X,X,X,X
LSIJZTO,O,O,O,X,X,O,X,X,X,X,X
LSIJZOT,O,O,O,X,X,O,X,X,X,X,X
LSIJOTZ,O,X,X,X,X,X,X,X,X,X,O
LSIJOZT,O,O,O,X,X,O,X,X,X,X,O
LSIZTJO,O,O,O,X,O,O,X,X,X,X,X
LSIZTOJ,O,O,O,X,O,O,X,X,X,X,X
LSIZJTO,O,O,O,X,O,O,X,X,X,X,X
LSIZJOT,O,O,O,X,X,O,X,X,X,X,X
LSIZOTJ,O,O,O,X,X,O,X,X,X,X,X
LSIZOJT,O,X,O,X,X,O,X,X,X,X,X
LSIOTJZ,O,X,O,X,X,O,O,X,X,X,X
LSIOTZJ,O,X,O,X,X,O,X,X,X,X,X
LSIOJTZ,O,X,X,X,X,X,X,X,X,X,O
LSIOJZT,O,X,O,X,X,O,X,X,X,X,O
LSIOZTJ,O,X,O,X,X,O,X,X,X,X,X
LSIOZJT,O,X,O,X,X,O,X,X,X,X,X
LSJTIZO,O,O,O,X,X,O,X,O,X,O,X
LSJTIOZ,O,O,O,X,X,O,X,O,X,X,X
LSJTZIO,O,O,O,X,X,O,X,O,X,O,X
LSJTZOI,O,O,O,X,X,O,X,O,X,O,X
LSJTOIZ,O,O,O,X,X,O,X,O,X,X,X
LSJTOZI,O,O,O,X,X,O,X,O,X,X,X
LSJITZO,O,O,X,X,X,O,X,X,X,O,X
LSJITOZ,O,O,X,X,X,O,X,X,X,X,X
LSJIZTO,O,O,O,X,X,O,X,X,X,O,X
LSJIZOT,O,O,O,X,X,O,X,X,X,O,X
LSJIOTZ,O,X,X,X,X,X,X,X,X,X,O
LSJIOZT,O,O,O,X,X,O,X,X,X,X,O
LSJZTIO,O,O,O,X,X,O,X,O,X,O,X
LSJZTOI,O,O,O,X,X,O,X,O,X,O,X
LSJZITO,O,O,O,X,X,O,X,O,X,O,X
LSJZIOT,O,O,O,X,X,O,X,O,X,O,X
LSJZOTI,O,O,O,X,X,O,X,X,X,O,X
LSJZOIT,O,O,O,X,X,O,X,O,X,O,X
LSJOTIZ,O,O,O,X,X,X,X,O,X,O,X
LSJOTZI,O,O,O,X,X,X,X,O,X,O,X
LSJOITZ,O,X,X,X,X,X,X,X,X,O,O
LSJOIZT,O,O,O,X,X,O,X,X,X,O,O
LSJOZTI,O,O,O,X,X,O,X,O,X,O,X
LSJOZIT,O,O,O,X,X,O,X,O,X,O,X
LSZTIJO,O,O,O,X,O,O,X,O,X,O,X
LSZTIOJ,O,O,O,X,O,O,X,O,X,O,X
LSZTJIO,O,O,O,X,O,O,X,O,X,O,X
LSZTJOI,O,O,O,X,O,O,X,O,X,O,X
LSZTOIJ,O,O,O,X,O,O,X,O,X,O,X
LSZTOJI,O,O,O,X,O,O,X,O,X,O,X
LSZITJO,O,O,O,X,O,O,X,O,X,O,X
LSZITOJ,O,O,O,X,O,O,X,O,X,O,X
LSZIJTO,O,O,O,X,O,O,X,O,X,O,X
LSZIJOT,O,O,O,X,X,O,X,O,X,O,X
LSZIOTJ,O,O,O,X,X,O,X,O,X,O,X
LSZIOJT,O,X,O,X,X,O,X,O,X,O,X
LSZJTIO,O,O,O,X,O,O,X,O,X,O,X
LSZJTOI,O,O,O,X,O,O,X,O,X,O,X
LSZJITO,O,O,O,X,O,O,X,O,X,O,X
LSZJIOT,O,O,O,X,X,O,X,O,X,O,X
LSZJOTI,O,O,O,X,X,O,X,O,X,O,X
LSZJOIT,O,O,O,X,X,O,X,O,X,O,X
LSZOTIJ,O,O,O,X,X,O,X,O,X,O,X
LSZOTJI,O,O,O,X,X,O,X,O,X,O,X
LSZOITJ,O,O,O,X,X,O,X,O,X,O,X
LSZOIJT,O,X,O,X,X,O,X,O,X,O,X
LSZOJTI,O,O,O,X,X,O,X,O,X,O,X
LSZOJIT,O,O,O,X,X,O,X,O,X,O,X
LSOTIJZ,O,O,O,X,X,O,O,O,X,X,X
LSOTIZJ,O,O,O,X,X,O,X,X,X,O,X
LSOTJIZ,O,O,O,X,X,O,O,O,X,O,X
LSOTJZI,O,O,O,X,X,O,X,O,X,O,X
LSOTZIJ,O,O,O,X,X,O,X,O,X,O,X
LSOTZJI,O,O,O,X,X,O,X,O,X,O,X
LSOITJZ,O,X,O,X,X,O,O,X,X,X,X
LSOITZJ,O,X,O,X,X,O,X,X,X,O,X
LSOIJTZ,O,X,X,X,X,X,X,X,X,X,O
LSOIJZT,O,X,O,X,X,O,X,X,X,X,O
LSOIZTJ,O,X,O,X,X,O,X,X,X,O,X
LSOIZJT,O,X,O,X,X,O,X,X,X,O,X
LSOJTIZ,O,O,O,X,X,X,X,O,X,O,X
LSOJTZI,O,O,O,X,X,X,X,O,X,O,X
LSOJITZ,O,X,X,X,X,X,X,X,X,O,O
LSOJIZT,O,O,O,X,X,O,X,X,X,O,O
LSOJZTI,O,O,O,X,X,O,X,O,X,O,X
LSOJZIT,O,O,O,X,X,O,X,O,X,O,X
LSOZTIJ,O,O,O,X,X,O,X,O,X,O,X
LSOZTJI,O,O,O,X,X,O,X,O,X,O,X
LSOZITJ,O,O,O,X,X,O,X,O,X,O,X
LSOZIJT,O,X,O,X,X,O,X,O,X,O,X
LSOZJTI,O,O,O,X,X,O,X,O,X,O,X
LSOZJIT,O,O,O,X,X,O,X,O,X,O,X
LZTIJSO,O,X,O,O,O,O,X,O,X,O,X
LZTIJOS,O,X,O,O,O,O,O,O,X,O,X
LZTISJO,O,O,O,O,O,O,X,O,X,O,X
LZTISOJ,O,O,O,O,O,O,X,O,X,O,X
LZTIOJS,O,X,O,O,O,O,O,O,X,O,X
LZTIOSJ,O,O,O,O,O,O,X,O,X,O,X
LZTJISO,O,O,O,O,O,O,X,O,X,O,X
LZTJIOS,O,O,O,O,O,O,O,O,X,O,X
LZTJSIO,O,O,O,O,O,O,X,O,X,O,X
LZTJSOI,O,O,O,O,O,O,X,O,X,O,X
LZTJOIS,O,O,O,O,O,O,O,O,X,O,X
LZTJOSI,O,O,O,O,O,O,X,O,X,O,X
LZTSIJO,O,O,O,O,O,O,X,O,X,O,X
LZTSIOJ,O,O,O,O,O,O,X,O,X,O,X
LZTSJIO,O,O,O,O,O,O,X,O,X,O,X
LZTSJOI,O,O,O,O,O,O,X,O,X,O,X
LZTSOIJ,O,O,O,O,O,O,X,O,X,O,X
LZTSOJI,O,O,O,O,O,O,X,O,X,O,X
LZTOIJS,O,X,O,O,O,O,O,O,X,O,X
LZTOISJ,O,O,O,O,O,O,X,O,X,O,X
LZTOJIS,O,O,O,O,O,O,O,O,X,O,X
LZTOJSI,O,O,O,O,O,O,X,O,X,O,X
LZTOSIJ,O,O,O,O,O,O,X,O,X,O,X
LZTOSJI,O,O,O,O,O,O,X,O,X,O,X
LZITJSO,X,X,O,X,O,O,X,O,X,O,X
LZITJOS,X,X,O,O,O,O,O,O,X,O,X
LZITSJO,X,O,O,X,O,O,X,O,X,O,X
LZITSOJ,X,O,O,X,O,O,X,O,X,O,X
LZITOJS,X,X,O,O,O,O,O,O,X,O,X
LZITOSJ,X,O,O,X,O,O,X,O,X,O,X
LZIJTSO,O,X,X,X,O,X,X,O,X,O,X
LZIJTOS,O,X,X,O,O,X,X,O,X,O,X
LZIJSTO,O,X,O,X,O,X,X,O,X,O,X
LZIJSOT,O,X,O,O,X,X,X,O,X,O,X
LZIJOTS,O,X,X,O,O,X,X,O,X,O,O
LZIJOST,O,X,O,O,X,X,X,O,X,O,O
LZISTJO,O,O,X,X,O,O,X,O,X,O,X
LZISTOJ,O,O,O,X,O,O,X,O,X,O,X
LZISJTO,O,O,X,X,O,O,X,O,X,O,X
LZISJOT,O,X,O,O,X,O,X,O,X,O,X
LZISOTJ,O,O,O,X,X,O,X,O,X,O,X
LZISOJT,O,X,O,O,X,O,X,O,X,O,X
LZIOTJS,X,X,O,O,O,O,O,O,X,O,X
LZIOTSJ,X,X,O,X,O,O,X,O,X,O,X
LZIOJTS,O,X,X,O,O,X,X,O,X,O,O
LZIOJST,O,X,O,O,X,X,X,O,X,O,O
LZIOSTJ,O,X,O,X,X,O,X,O,X,O,X
LZIOSJT,O,X,O,O,X,O,X,O,X,O,X
LZJTISO,O,O,X,O,O,O,X,O,X,O,X
LZJTIOS,O,O,X,O,O,O,X,O,X,O,X
LZJTSIO,O,O,X,O,O,O,X,O,X,O,X
LZJTSOI,O,O,X,O,O,O,X,O,X,O,X
LZJTOIS,O,O,X,O,O,O,X,O,X,O,X
LZJTOSI,O,O,X,O,O,O,X,O,X,O,X
LZJITSO,O,O,X,X,O,X,X,O,X,O,X
LZJITOS,O,O,X,O,O,X,X,O,X,O,X
LZJISTO,O,O,O,X,O,X,X,O,X,O,X
LZJISOT,O,O,O,O,X,X,X,O,X,O,X
LZJIOTS,O,X,X,O,O,X,X,O,X,O,O
LZJIOST,O,X,O,O,X,X,X,O,X,O,O
LZJSTIO,O,O,O,X,O,O,X,O,X,O,X
LZJSTOI,O,O,O,X,O,O,X,O,X,O,X
LZJSITO,O,O,O,X,O,O,X,O,X,O,X
LZJSIOT,O,O,O,X,X,O,X,O,X,O,X
LZJSOTI,O,O,O,X,X,O,X,O,X,O,X
LZJSOIT,O,O,O,X,X,O,X,O,X,O,X
LZJOTIS,O,X,X,O,O,O,X,O,X,O,X
LZJOTSI,O,X,X,O,O,O,X,O,X,O,X
LZJOITS,O,X,X,O,O,X,X,O,X,O,O
LZJOIST,O,X,O,O,X,X,X,O,X,O,O
LZJOSTI,O,X,O,X,X,O,X,O,X,O,X
LZJOSIT,O,X,O,X,X,O,X,O,X,O,X
LZSTIJO,O,O,O,X,O,O,X,O,X,O,X
LZSTIOJ,O,O,O,X,O,O,X,O,X,O,X
LZSTJIO,O,O,O,X,O,O,X,O,X,O,X
LZSTJOI,O,O,O,X,O,O,X,O,X,O,X
LZSTOIJ,O,O,O,X,O,O,X,O,X,O,X
LZSTOJI,O,O,O,X,O,O,X,O,X,O,X
LZSITJO,O,O,O,X,O,O,X,O,X,O,X
LZSITOJ,O,O,O,X,O,O,X,O,X,O,X
LZSIJTO,O,O,O,X,O,O,X,O,X,O,X
LZSIJOT,O,O,O,X,X,O,X,O,X,O,X
LZSIOTJ,O,O,O,X,X,O,X,O,X,O,X
LZSIOJT,O,X,O,X,X,O,X,O,X,O,X
LZSJTIO,O,O,O,X,O,O,X,O,X,O,X
LZSJTOI,O,O,O,X,O,O,X,O,X,O,X
LZSJITO,O,O,O,X,O,O,X,O,X,O,X
LZSJIOT,O,O,O,X,X,O,X,O,X,O,X
LZSJOTI,O,O,O,X,X,O,X,O,X,O,X
LZSJOIT,O,O,O,X,X,O,X,O,X,O,X
LZSOTIJ,O,O,O,X,X,O,X,O,X,O,X
LZSOTJI,O,O,O,X,X,O,X,O,X,O,X
LZSOITJ,O,O,O,X,X,O,X,O,X,O,X
LZSOIJT,O,X,O,X,X,O,X,O,X,O,X
LZSOJTI,O,O,O,X,X,O,X,O,X,O,X
LZSOJIT,O,O,O,X,X,O,X,O,X,O,X
LZOTIJS,O,X,O,O,O,O,O,O,X,O,X
LZOTISJ,O,X,O,O,O,O,X,O,X,O,X
LZOTJIS,O,X,O,O,O,O,O,O,X,O,X
LZOTJSI,O,X,O,O,O,O,X,O,X,O,X
LZOTSIJ,O,X,O,O,O,O,X,O,X,O,X
LZOTSJI,O,X,O,O,O,O,X,O,X,O,X
LZOITJS,X,X,O,O,O,O,O,O,X,O,X
LZOITSJ,X,X,O,X,O,O,X,O,X,O,X
LZOIJTS,O,X,X,O,O,X,X,O,X,O,O
LZOIJST,O,X,O,O,X,X,X,O,X,O,O
LZOISTJ,O,X,O,X,X,O,X,O,X,O,X
LZOISJT,O,X,O,O,X,O,X,O,X,O,X
LZOJTIS,O,X,X,O,O,O,X,O,X,O,X
LZOJTSI,O,X,X,O,O,O,X,O,X,O,X
LZOJITS,O,X,X,O,O,X,X,O,X,O,O
LZOJIST,O,X,O,O,X,X,X,O,X,O,O
LZOJSTI,O,X,O,X,X,O,X,O,X,O,X
LZOJSIT,O,X,O,X,X,O,X,O,X,O,X
LZOSTIJ,O,X,O,X,X,O,X,O,X,O,X
LZOSTJI,O,X,O,X,X,O,X,O,X,O,X
LZOSITJ,O,X,O,X,X,O,X,O,X,O,X
LZOSIJT,O,X,O,X,X,O,X,O,X,O,X
LZOSJTI,O,X,O,X,X,O,X,O,X,O,X
LZOSJIT,O,X,O,X,X,O,X,O,X,O,X
LOTIJSZ,O,X,X,X,X,O,O,O,X,O,O
LOTIJZS,O,X,X,O,O,O,O,O,X,O,O
LOTISJZ,O,X,X,X,X,O,O,O,X,X,X
LOTISZJ,O,X,X,O,O,O,X,X,X,O,X
LOTIZJS,X,X,X,O,O,X,O,O,X,O,X
LOTIZSJ,X,X,X,O,O,X,X,O,X,O,X
LOTJISZ,O,X,X,X,X,O,O,O,X,O,O
LOTJIZS,O,X,X,O,O,O,O,O,X,O,O
LOTJSIZ,O,X,O,X,X,O,O,O,X,O,X
LOTJSZI,O,X,O,X,X,O,X,O,X,O,X
LOTJZIS,O,X,O,O,O,O,O,O,X,O,X
LOTJZSI,O,X,O,O,O,O,X,O,X,O,X
LOTSIJZ,O,X,O,X,X,O,O,O,X,X,X
LOTSIZJ,O,X,O,O,O,O,X,X,X,O,X
LOTSJIZ,O,X,O,X,X,O,O,O,X,O,X
LOTSJZI,O,X,O,X,X,O,X,O,X,O,X
LOTSZIJ,O,X,O,O,O,O,X,O,X,O,X
LOTSZJI,O,X,O,O,O,O,X,O,X,O,X
LOTZIJS,X,X,O,O,O,O,O,O,X,O,X
LOTZISJ,X,X,O,O,O,O,X,O,X,O,X
LOTZJIS,O,X,O,O,O,O,O,O,X,O,X
LOTZJSI,O,X,O,O,O,O,X,O,X,O,X
LOTZSIJ,O,X,O,O,O,O,X,O,X,O,X
LOTZSJI,O,X,O,O,O,O,X,O,X,O,X
LOITJSZ,X,X,X,X,X,X,O,O,X,O,O
LOITJZS,X,X,X,O,O,X,O,O,X,O,O
LOITSJZ,X,X,X,X,X,X,O,O,X,X,X
LOITSZJ,X,X,X,O,O,X,X,X,X,O,X
LOITZJS,X,X,X,O,O,X,O,O,X,O,X
LOITZSJ,X,X,X,O,O,X,X,O,X,O,X
LOIJTSZ,X,X,X,X,X,X,O,O,X,O,O
LOIJTZS,X,X,X,X,X,X,O,O,X,O,O
LOIJSTZ,X,X,X,X,X,X,X,X,X,O,O
LOIJSZT,X,X,X,X,X,X,X,X,X,O,O
LOIJZTS,X,X,X,O,X,X,X,O,X,O,O
LOIJZST,X,X,X,O,X,X,X,O,X,O,O
LOISTJZ,X,X,X,X,X,X,O,X,X,X,X
LOISTZJ,X,X,X,X,X,X,X,X,X,O,X
LOISJTZ,X,X,X,X,X,X,X,X,X,X,O
LOISJZT,X,X,X,X,X,X,X,X,X,X,O
LOISZTJ,X,X,X,X,X,X,X,X,X,O,X
LOISZJT,X,X,X,O,X,X,X,X,X,O,X
LOIZTJS,X,X,X,O,O,X,O,O,X,O,X
LOIZTSJ,X,X,X,X,O,X,X,O,X,O,X
LOIZJTS,X,X,X,O,O,X,X,O,X,O,O
LOIZJST,X,X,X,O,X,X,X,O,X,O,O
LOIZSTJ,X,X,X,X,X,X,X,O,X,O,X
LOIZSJT,X,X,X,O,X,X,X,O,X,O,X
LOJTISZ,O,X,X,X,X,X,O,O,X,O,O
LOJTIZS,O,X,X,X,X,X,O,O,X,O,O
LOJTSIZ,O,X,X,X,X,X,O,O,X,O,X
LOJTSZI,O,X,X,X,X,X,X,O,X,O,X
LOJTZIS,O,X,X,X,X,X,O,O,X,O,X
LOJTZSI,O,X,X,X,X,X,X,O,X,O,X
LOJITSZ,O,X,X,X,X,X,O,O,X,O,O
LOJITZS,O,X,X,X,X,X,O,O,X,O,O
LOJISTZ,O,X,X,X,X,X,X,X,X,O,O
LOJISZT,O,X,X,X,X,X,X,X,X,O,O
LOJIZTS,O,X,X,O,X,X,X,O,X,O,O
LOJIZST,O,X,X,O,X,X,X,O,X,O,O
LOJSTIZ,O,X,X,X,X,X,X,O,X,O,X
LOJSTZI,O,X,O,X,X,X,X,O,X,O,X
LOJSITZ,O,X,X,X,X,X,X,X,X,O,O
LOJSIZT,O,X,O,X,X,X,X,X,X,O,O
LOJSZTI,O,X,O,X,X,X,X,O,X,O,X
LOJSZIT,O,X,O,X,X,X,X,O,X,O,X
LOJZTIS,O,X,X,O,X,X,X,O,X,O,X
LOJZTSI,O,X,X,O,X,X,X,O,X,O,X
LOJZITS,O,X,X,O,X,X,X,O,X,O,O
LOJZIST,O,X,O,O,X,X,X,O,X,O,O
LOJZSTI,O,X,O,X,X,X,X,O,X,O,X
LOJZSIT,O,X,O,X,X,X,X,O,X,O,X
LOSTIJZ,O,X,O,X,X,O,O,O,X,X,X
LOSTIZJ,O,X,O,X,X,O,X,X,X,O,X
LOSTJIZ,O,X,O,X,X,O,O,O,X,O,X
LOSTJZI,O,X,O,X,X,O,X,O,X,O,X
LOSTZIJ,O,X,O,X,X,O,X,O,X,O,X
LOSTZJI,O,X,O,X,X,O,X,O,X,O,X
LOSITJZ,O,X,O,X,X,O,O,X,X,X,X
LOSITZJ,O,X,O,X,X,O,X,X,X,O,X
LOSIJTZ,O,X,X,X,X,X,X,X,X,X,O
LOSIJZT,O,X,O,X,X,O,X,X,X,X,O
LOSIZTJ,O,X,O,X,X,O,X,X,X,O,X
LOSIZJT,O,X,O,X,X,O,X,X,X,O,X
LOSJTIZ,O,X,O,X,X,X,X,O,X,O,X
LOSJTZI,O,X,O,X,X,X,X,O,X,O,X
LOSJITZ,O,X,X,X,X,X,X,X,X,O,O
LOSJIZT,O,X,O,X,X,O,X,X,X,O,O
LOSJZTI,O,X,O,X,X,O,X,O,X,O,X
LOSJZIT,O,X,O,X,X,O,X,O,X,O,X
LOSZTIJ,O,X,O,X,X,O,X,O,X,O,X
LOSZTJI,O,X,O,X,X,O,X,O,X,O,X
LOSZITJ,O,X,O,X,X,O,X,O,X,O,X
LOSZIJT,O,X,O,X,X,O,X,O,X,O,X
LOSZJTI,O,X,O,X,X,O,X,O,X,O,X
LOSZJIT,O,X,O,X,X,O,X,O,X,O,X
LOZTIJS,O,X,O,O,O,O,O,O,X,O,X
LOZTISJ,O,X,O,O,O,O,X,O,X,O,X
LOZTJIS,O,X,O,O,O,O,O,O,X,O,X
LOZTJSI,O,X,O,O,O,O,X,O,X,O,X
LOZTSIJ,O,X,O,O,O,O,X,O,X,O,X
LOZTSJI,O,X,O,O,O,O,X,O,X,O,X
LOZITJS,X,X,O,O,O,O,O,O,X,O,X
LOZITSJ,X,X,O,X,O,O,X,O,X,O,X
LOZIJTS,O,X,X,O,O,X,X,O,X,O,O
LOZIJST,O,X,O,O,X,X,X,O,X,O,O
LOZISTJ,O,X,O,X,X,O,X,O,X,O,X
LOZISJT,O,X,O,O,X,O,X,O,X,O,X
LOZJTIS,O,X,X,O,O,O,X,O,X,O,X
LOZJTSI,O,X,X,O,O,O,X,O,X,O,X
LOZJITS,O,X,X,O,O,X,X,O,X,O,O
LOZJIST,O,X,O,O,X,X,X,O,X,O,O
LOZJSTI,O,X,O,X,X,O,X,O,X,O,X
LOZJSIT,O,X,O,X,X,O,X,O,X,O,X
LOZSTIJ,O,X,O,X,X,O,X,O,X,O,X
LOZSTJI,O,X,O,X,X,O,X,O,X,O,X
LOZSITJ,O,X,O,X,X,O,X,O,X,O,X
LOZSIJT,O,X,O,X,X,O,X,O,X,O,X
LOZSJTI,O,X,O,X,X,O,X,O,X,O,X
LOZSJIT,O,X,O,X,X,O,X,O,X,O,X
JTILSZO,O,X,X,X,X,O,X,O,X,O,X
JTILSOZ,O,X,X,X,X,O,O,O,O,X,X
JTILZSO,O,X,X,O,O,O,X,O,X,O,X
JTILZOS,O,X,X,O,O,O,O,O,O,O,X
JTILOSZ,O,X,X,X,X,O,O,O,O,X,O
JTILOZS,O,X,X,O,O,O,O,O,O,O,O
JTISLZO,O,O,O,X,X,O,X,O,X,X,X
JTISLOZ,O,O,O,X,X,O,O,O,O,X,X
JTISZLO,O,O,O,X,X,O,X,X,X,X,X
JTISZOL,O,O,O,X,X,O,X,X,X,X,X
JTISOLZ,O,O,O,X,X,O,O,X,O,X,X
JTISOZL,O,O,O,X,X,O,X,X,X,X,X
JTIZLSO,O,O,O,O,O,O,X,O,X,O,X
JTIZLOS,O,O,O,O,O,O,O,O,O,O,X
JTIZSLO,O,O,O,O,O,O,X,O,X,O,X
JTIZSOL,O,O,O,O,O,O,X,O,X,O,X
JTIZOLS,O,O,O,O,O,O,O,O,O,O,X
JTIZOSL,O,O,O,O,O,O,X,O,X,O,X
JTIOLSZ,O,X,X,X,X,O,O,O,O,O,O
