sequence,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFZgBCcBXdB8lBGn?BlrB,v115@7gB8GeE8FeD8FeG8AeD8Je2/IvhFRbBCdBUhB/nBTl?BlrB,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFZgBCdBulB/nBUh?BlrB,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFxcBKlBGhB/nB0g?BlrB,v115@7gB8GeE8FeD8FeG8AeD8Je2/IvhFRbBclBXmBTnBlm?BCsB,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFOgB8gB5mB/sByv?BFsB,v115@7gB8GeE8FeD8FeG8AeD8Jei6IvhFxcBUgBThB/nB+l?BlrB,v115@7gB8GeE8FeD8FeG8AeD8Jex6IvhFXcBmfBUiB1qB6r?BTsB
LIOSTJZ,O,X,O,O,X,X,X,X
LIOSTZJ,O,X,O,O,X,O,X,X
LIOSJTZ,O,X,O,X,X,X,X,X
LIOSJZT,O,X,O,X,X,O,X,X
LIOSZTJ,O,X,O,X,X,O,X,X
LIOSZJT,O,X,O,X,X,O,X,X
LIOZTJS,O,X,X,X,X,O,X,X
LIOZTSJ,O,X,X,X,X,O,X,X
LIOZJTS,O,X,X,X,X,O,X,X
LIOZJST,O,X,X,X,X,O,X,X
LIOZSTJ,O,X,O,X,X,O,X,X
LIOZSJT,O,X,O,X,X,O,X,X
LJTISZO,X,O,O,O,X,X,X,O
LJTISOZ,X,O,O,O,X,X,X,O
LJTIZSO,X,O,X,X,X,X,X,O
LJTIZOS,X,X,X,X,X,X,X,O
LJTIOSZ,X,X,O,O,X,X,X,O
LJTIOZS,X,X,X,X,X,X,X,O
LJTSIZO,X,O,O,O,X,X,X,O
LJTSIOZ,X,O,O,O,X,X,X,O
LJTSZIO,X,O,O,O,X,X,X,O
LJTSZOI,X,O,O,O,X,X,O,O
LJTSOIZ,X,O,O,O,X,X,X,O
LJTSOZI,X,O,O,O,X,X,X,O
LJTZISO,X,O,X,X,X,X,X,O
LJTZIOS,X,X,X,X,X,X,X,O
LJTZSIO,X,O,X,O,X,X,X,O
LJTZSOI,X,O,X,O,X,X,O,O
LJTZOIS,X,X,X,X,X,X,X,O
LJTZOSI,X,X,X,O,X,X,O,O
LJTOISZ,X,X,O,O,X,X,X,O
LJTOIZS,X,X,X,X,X,X,X,O
LJTOSIZ,X,X,O,O,X,X,X,O
LJTOSZI,X,X,O,O,X,X,X,O
LJTOZIS,X,X,X,X,X,X,X,O
LJTOZSI,X,X,X,O,X,X,X,O
LJITSZO,O,O,O,X,X,X,X,O
LJITSOZ,O,O,O,X,X,X,X,O
LJITZSO,O,O,X,X,X,X,X,O
LJITZOS,O,X,X,X,X,X,X,O
LJITOSZ,O,X,O,X,X,X,X,O
LJITOZS,O,X,X,X,X,X,X,O
LJISTZO,O,O,O,X,X,X,X,X
LJISTOZ,O,O,O,X,X,X,X,X
LJISZTO,O,O,X,X,X,O,X,X
LJISZOT,O,O,O,X,X,O,X,X
LJISOTZ,O,O,O,X,X,X,X,X
LJISOZT,O,O,O,X,X,O,X,X
LJIZTSO,O,X,X,X,X,O,X,X
LJIZTOS,O,X,X,X,X,O,X,X
LJIZSTO,O,O,X,X,X,O,X,X
LJIZSOT,O,O,X,X,X,O,X,X
LJIZOTS,O,X,X,X,X,O,X,X
LJIZOST,O,X,X,X,O,O,X,X
LJIOTSZ,O,O,O,X,X,X,X,X
LJIOTZS,O,O,X,X,X,X,X,X
LJIOSTZ,O,O,O,X,X,X,X,X
LJIOSZT,O,O,O,X,X,O,X,X
LJIOZTS,O,X,X,X,X,O,X,X
LJIOZST,O,O,X,X,O,O,X,X
LJSTIZO,X,O,O,O,X,X,X,X
LJSTIOZ,X,O,O,O,X,X,X,X
LJSTZIO,X,O,O,O,X,X,X,X
LJSTZOI,X,O,O,O,X,X,O,X
LJSTOIZ,X,O,O,O,X,X,X,X
LJSTOZI,X,O,O,O,X,X,X,X
LJSITZO,O,O,O,X,X,X,X,X
LJSITOZ,O,O,O,X,X,X,X,X
LJSIZTO,O,O,X,X,X,O,X,X
LJSIZOT,O,O,O,X,X,O,X,X
LJSIOTZ,O,O,O,X,X,X,X,X
LJSIOZT,O,O,O,X,X,O,X,X
LJSZTIO,O,O,X,X,X,O,X,X
LJSZTOI,O,O,X,X,X,O,O,X
LJSZITO,O,O,X,X,X,O,X,X
LJSZIOT,O,O,O,X,X,O,X,X
LJSZOTI,O,X,X,X,X,O,X,X
LJSZOIT,O,O,O,X,X,O,X,X
LJSOTIZ,X,O,O,O,X,X,X,X
LJSOTZI,X,O,O,O,X,X,X,X
LJSOITZ,O,O,O,X,X,X,X,X
LJSOIZT,O,O,O,X,X,O,X,X
LJSOZTI,O,O,X,X,X,O,X,X
LJSOZIT,O,O,O,X,X,O,X,X
LJZTISO,O,X,X,X,X,O,X,O
LJZTIOS,O,X,X,X,X,O,X,O
LJZTSIO,O,X,X,X,X,O,X,O
LJZTSOI,O,X,X,X,X,O,O,O
LJZTOIS,O,X,X,X,X,O,X,O
LJZTOSI,O,X,X,X,X,O,O,O
LJZITSO,O,X,X,X,X,O,X,X
LJZITOS,O,X,X,X,X,O,X,X
LJZISTO,O,O,X,X,X,O,X,X
LJZISOT,O,O,X,X,X,O,X,X
LJZIOTS,O,X,X,X,X,O,X,X
LJZIOST,O,X,X,X,O,O,X,X
LJZSTIO,O,O,X,X,X,O,X,X
LJZSTOI,O,O,X,X,X,O,O,X
LJZSITO,O,O,X,X,X,O,X,X
LJZSIOT,O,O,X,X,X,O,X,X
LJZSOTI,O,X,X,X,X,O,X,X
LJZSOIT,O,O,X,X,X,O,X,X
LJZOTIS,O,X,X,X,X,O,X,X
LJZOTSI,O,X,X,X,X,O,X,X
LJZOITS,O,X,X,X,X,O,X,X
LJZOIST,O,X,X,X,O,O,X,X
LJZOSTI,O,X,X,X,O,O,X,X
LJZOSIT,O,X,X,X,O,O,X,X
LJOTISZ,X,O,O,O,X,X,X,X
LJOTIZS,X,O,X,X,X,X,X,X
LJOTSIZ,X,O,O,O,X,X,X,X
LJOTSZI,X,O,O,O,X,X,X,X
LJOTZIS,X,O,X,X,X,X,X,X
LJOTZSI,X,O,X,O,X,X,X,X
LJOITSZ,O,O,O,X,X,X,X,X
LJOITZS,O,O,X,X,X,X,X,X
LJOISTZ,O,O,O,X,X,X,X,X
LJOISZT,O,O,O,X,X,O,X,X
LJOIZTS,O,X,X,X,X,O,X,X
LJOIZST,O,O,X,X,O,O,X,X
LJOSTIZ,X,O,O,O,X,X,X,X
LJOSTZI,X,O,O,O,X,X,X,X
LJOSITZ,O,O,O,X,X,X,X,X
LJOSIZT,O,O,O,X,X,O,X,X
LJOSZTI,O,O,X,X,X,O,X,X
LJOSZIT,O,O,O,X,X,O,X,X
LJOZTIS,O,X,X,X,X,O,X,X
LJOZTSI,O,X,X,X,X,O,X,X
LJOZITS,O,X,X,X,X,O,X,X
LJOZIST,O,O,X,X,O,O,X,X
LJOZSTI,O,O,X,X,O,O,X,X
LJOZSIT,O,O,X,X,O,O,X,X
LSTIJZO,O,O,O,O,X,X,X,O
LSTIJOZ,O,O,O,O,X,X,X,O
LSTIZJO,O,O,O,O,X,O,X,O
LSTIZOJ,O,O,O,O,X,O,O,X
LSTIOJZ,O,O,O,O,X,X,X,X
LSTIOZJ,O,X,O,O,X,O,X,X
LSTJIZO,O,O,O,O,X,X,X,O
LSTJIOZ,O,O,O,O,X,X,X,O
LSTJZIO,O,O,O,O,X,X,X,O
LSTJZOI,O,O,O,O,X,X,O,O
LSTJOIZ,O,O,O,O,X,X,X,O
LSTJOZI,O,O,O,O,X,X,X,O
LSTZIJO,O,O,O,O,X,O,X,O
LSTZIOJ,O,O,O,O,X,O,O,X
LSTZJIO,O,O,O,O,X,O,X,O
LSTZJOI,O,O,O,O,X,O,O,O
LSTZOIJ,O,O,O,O,X,O,O,X
LSTZOJI,O,O,O,O,X,O,O,O
LSTOIJZ,O,O,O,O,X,X,X,X
LSTOIZJ,O,X,O,O,X,O,X,X
LSTOJIZ,O,O,O,O,X,X,X,O
LSTOJZI,O,O,O,O,X,X,X,O
LSTOZIJ,O,O,O,O,X,O,O,X
LSTOZJI,O,O,O,O,X,O,O,O
LSITJZO,O,O,O,O,X,X,X,X
LSITJOZ,O,O,O,O,X,X,X,X
LSITZJO,O,O,O,O,X,O,X,X
LSITZOJ,O,O,O,O,X,O,O,X
LSITOJZ,O,O,O,O,X,X,X,X
LSITOZJ,O,X,O,O,X,O,X,X
LSIJTZO,O,O,O,X,X,X,X,X
LSIJTOZ,O,O,O,X,X,X,X,X
LSIJZTO,O,O,X,X,X,O,X,X
LSIJZOT,O,O,O,X,X,O,X,X
LSIJOTZ,O,O,O,X,X,X,X,X
LSIJOZT,O,O,O,X,X,O,X,X
LSIZTJO,X,X,O,X,X,O,X,X
LSIZTOJ,O,X,O,X,X,O,O,X
LSIZJTO,X,X,X,X,X,O,X,X
LSIZJOT,O,X,O,X,X,O,X,X
LSIZOTJ,O,X,O,X,X,O,X,X
LSIZOJT,O,X,O,X,X,O,X,X
LSIOTJZ,O,X,O,O,X,X,X,X
LSIOTZJ,O,X,O,O,X,O,X,X
LSIOJTZ,O,O,O,X,X,X,X,X
LSIOJZT,O,O,O,X,X,O,X,X
LSIOZTJ,O,X,O,X,X,O,X,X
LSIOZJT,O,X,O,X,X,O,X,X
LSJTIZO,X,O,O,O,X,X,X,X
LSJTIOZ,X,O,O,O,X,X,X,X
LSJTZIO,X,O,O,O,X,X,X,X
LSJTZOI,X,O,O,O,X,X,O,X
LSJTOIZ,X,O,O,O,X,X,X,X
LSJTOZI,X,O,O,O,X,X,X,X
LSJITZO,O,O,O,X,X,X,X,X
LSJITOZ,O,O,O,X,X,X,X,X
LSJIZTO,O,O,X,X,X,O,X,X
LSJIZOT,O,O,O,X,X,O,X,X
LSJIOTZ,O,O,O,X,X,X,X,X
LSJIOZT,O,O,O,X,X,O,X,X
LSJZTIO,O,O,X,X,X,O,X,X
LSJZTOI,O,O,X,X,X,O,O,X
LSJZITO,O,O,X,X,X,O,X,X
LSJZIOT,O,O,O,X,X,O,X,X
LSJZOTI,O,X,X,X,X,O,X,X
LSJZOIT,O,O,O,X,X,O,X,X
LSJOTIZ,X,O,O,O,X,X,X,X
LSJOTZI,X,O,O,O,X,X,X,X
LSJOITZ,O,O,O,X,X,X,X,X
LSJOIZT,O,O,O,X,X,O,X,X
LSJOZTI,O,O,X,X,X,O,X,X
LSJOZIT,O,O,O,X,X,O,X,X
LSZTIJO,X,O,O,O,X,O,X,O
LSZTIOJ,O,O,O,O,X,O,O,X
LSZTJIO,X,O,O,O,X,O,X,O
LSZTJOI,X,O,O,O,X,O,O,O
LSZTOIJ,O,O,O,O,X,O,O,X
LSZTOJI,X,O,O,O,X,O,O,O
LSZITJO,X,X,O,X,X,O,X,X
LSZITOJ,O,X,O,X,X,O,O,X
LSZIJTO,X,X,X,X,X,O,X,X
LSZIJOT,O,X,O,X,X,O,X,X
LSZIOTJ,O,X,O,X,X,O,X,X
LSZIOJT,O,X,O,X,X,O,X,X
LSZJTIO,X,O,X,X,X,O,X,X
LSZJTOI,X,O,X,X,X,O,O,X
LSZJITO,X,O,X,X,X,O,X,X
LSZJIOT,O,O,O,X,X,O,X,X
LSZJOTI,X,X,X,X,X,O,X,X
LSZJOIT,O,O,O,X,X,O,X,X
LSZOTIJ,O,X,O,O,X,O,O,X
LSZOTJI,X,X,O,O,X,O,O,X
LSZOITJ,O,X,O,X,X,O,X,X
LSZOIJT,O,X,O,X,X,O,X,X
LSZOJTI,X,X,X,X,X,O,X,X
LSZOJIT,O,O,O,X,X,O,X,X
LSOTIJZ,O,O,O,O,X,X,X,X
LSOTIZJ,O,X,O,O,X,O,X,X
LSOTJIZ,O,O,O,O,X,X,X,X
LSOTJZI,O,O,O,O,X,X,X,X
LSOTZIJ,O,O,O,O,X,O,O,X
LSOTZJI,O,O,O,O,X,O,O,X
LSOITJZ,O,X,O,O,X,X,X,X
LSOITZJ,O,X,O,O,X,O,X,X
LSOIJTZ,O,O,O,X,X,X,X,X
LSOIJZT,O,O,O,X,X,O,X,X
LSOIZTJ,O,X,O,X,X,O,X,X
LSOIZJT,O,X,O,X,X,O,X,X
LSOJTIZ,X,O,O,O,X,X,X,X
LSOJTZI,X,O,O,O,X,X,X,X
LSOJITZ,O,O,O,X,X,X,X,X
LSOJIZT,O,O,O,X,X,O,X,X
LSOJZTI,O,O,X,X,X,O,X,X
LSOJZIT,O,O,O,X,X,O,X,X
LSOZTIJ,O,O,O,O,X,O,O,X
LSOZTJI,X,O,O,O,X,O,O,X
LSOZITJ,O,O,O,X,X,O,X,X
LSOZIJT,O,O,O,X,X,O,X,X
LSOZJTI,X,O,X,X,X,O,X,X
LSOZJIT,O,O,O,X,X,O,X,X
LZTIJSO,O,X,X,X,X,O,X,O
LZTIJOS,O,X,X,X,X,O,X,O
LZTISJO,O,X,X,X,X,O,X,O
LZTISOJ,O,X,X,X,X,O,O,X
LZTIOJS,O,X,X,X,X,O,X,X
LZTIOSJ,O,X,X,X,X,O,O,X
LZTJISO,O,X,X,X,X,O,X,O
LZTJIOS,O,X,X,X,X,O,X,O
LZTJSIO,O,X,X,O,X,O,X,O
LZTJSOI,O,X,X,O,X,O,O,O
LZTJOIS,O,X,X,X,X,O,X,O
LZTJOSI,O,X,X,O,X,O,O,O
LZTSIJO,O,X,X,O,X,O,X,O
LZTSIOJ,O,X,X,O,X,O,O,X
LZTSJIO,O,X,X,O,X,O,X,O
LZTSJOI,O,X,X,O,X,O,O,O
LZTSOIJ,O,X,X,O,X,O,O,X
LZTSOJI,O,X,X,O,X,O,O,O
LZTOIJS,O,X,X,X,X,O,X,X
LZTOISJ,O,X,X,X,X,O,O,X
LZTOJIS,O,X,X,X,X,O,X,O
LZTOJSI,O,X,X,O,X,O,O,O
LZTOSIJ,O,X,X,O,X,O,O,X
LZTOSJI,O,X,X,O,X,O,O,O
LZITJSO,O,X,X,X,X,O,X,O
LZITJOS,O,X,X,X,X,O,X,O
LZITSJO,O,X,X,X,X,O,X,O
LZITSOJ,O,X,X,X,X,O,O,X
LZITOJS,O,X,X,X,X,O,X,X
LZITOSJ,O,X,X,X,X,O,O,X
LZIJTSO,O,X,X,X,X,O,X,X
LZIJTOS,O,X,X,X,X,O,X,X
LZIJSTO,O,X,X,X,X,O,X,X
LZIJSOT,O,X,X,X,X,O,X,X
LZIJOTS,O,X,X,X,X,O,X,X
LZIJOST,O,X,X,X,O,O,X,X
LZISTJO,X,X,O,X,X,O,X,X
LZISTOJ,O,X,O,X,X,O,O,X
LZISJTO,O,X,X,X,X,O,X,X
LZISJOT,O,X,O,X,X,O,X,X
LZISOTJ,O,X,O,X,X,O,X,X
LZISOJT,O,X,O,X,X,O,X,X
LZIOTJS,O,X,X,X,X,O,X,X
LZIOTSJ,O,X,X,X,X,O,X,X
LZIOJTS,O,X,X,X,X,O,X,X
LZIOJST,O,X,X,X,O,O,X,X
LZIOSTJ,O,X,O,X,O,O,X,X
LZIOSJT,O,X,O,X,O,O,X,X
LZJTISO,O,X,X,X,X,O,X,O
LZJTIOS,O,X,X,X,X,O,X,O
LZJTSIO,O,X,X,X,X,O,X,O
LZJTSOI,O,X,X,X,X,O,O,O
LZJTOIS,O,X,X,X,X,O,X,O
LZJTOSI,O,X,X,X,X,O,O,O
LZJITSO,O,X,X,X,X,O,X,X
LZJITOS,O,X,X,X,X,O,X,X
LZJISTO,O,O,X,X,X,O,X,X
LZJISOT,O,O,X,X,X,O,X,X
LZJIOTS,O,X,X,X,X,O,X,X
LZJIOST,O,X,X,X,O,O,X,X
LZJSTIO,O,O,X,X,X,O,X,X
LZJSTOI,O,O,X,X,X,O,O,X
LZJSITO,O,O,X,X,X,O,X,X
LZJSIOT,O,O,X,X,X,O,X,X
LZJSOTI,O,X,X,X,X,O,X,X
LZJSOIT,O,O,X,X,X,O,X,X
LZJOTIS,O,X,X,X,X,O,X,X
LZJOTSI,O,X,X,X,X,O,X,X
LZJOITS,O,X,X,X,X,O,X,X
LZJOIST,O,X,X,X,O,O,X,X
LZJOSTI,O,X,X,X,O,O,X,X
LZJOSIT,O,X,X,X,O,O,X,X
LZSTIJO,X,O,O,O,X,O,X,O
LZSTIOJ,O,O,O,O,X,O,O,X
LZSTJIO,X,O,O,O,X,O,X,O
LZSTJOI,X,O,O,O,X,O,O,O
LZSTOIJ,O,O,O,O,X,O,O,X
LZSTOJI,X,O,O,O,X,O,O,O
LZSITJO,X,X,O,X,X,O,X,X
LZSITOJ,O,X,O,X,X,O,O,X
LZSIJTO,O,X,X,X,X,O,X,X
LZSIJOT,O,X,O,X,X,O,X,X
LZSIOTJ,O,X,O,X,X,O,X,X
LZSIOJT,O,X,O,X,X,O,X,X
LZSJTIO,O,O,X,X,X,O,X,X
LZSJTOI,O,O,X,X,X,O,O,X
LZSJITO,O,O,X,X,X,O,X,X
LZSJIOT,O,O,O,X,X,O,X,X
LZSJOTI,O,X,X,X,X,O,X,X
LZSJOIT,O,O,O,X,X,O,X,X
LZSOTIJ,O,X,O,O,X,O,O,X
LZSOTJI,X,X,O,O,X,O,O,X
LZSOITJ,O,X,O,X,X,O,X,X
LZSOIJT,O,X,O,X,X,O,X,X
LZSOJTI,O,X,X,X,X,O,X,X
LZSOJIT,O,O,O,X,X,O,X,X
LZOTIJS,O,X,X,X,X,O,X,X
LZOTISJ,O,X,X,X,X,O,O,X
LZOTJIS,O,X,X,X,X,O,X,O
LZOTJSI,O,X,X,O,X,O,O,O
LZOTSIJ,O,X,X,O,X,O,O,X
LZOTSJI,O,X,X,O,X,O,O,O
LZOITJS,O,X,X,X,X,O,X,X
LZOITSJ,O,X,X,X,X,O,X,X
LZOIJTS,O,X,X,X,X,O,X,X
LZOIJST,O,X,X,X,O,O,X,X
LZOISTJ,O,X,O,X,O,O,X,X
LZOISJT,O,X,O,X,O,O,X,X
LZOJTIS,O,X,X,X,X,O,X,X
LZOJTSI,O,X,X,X,X,O,X,X
LZOJITS,O,X,X,X,X,O,X,X
LZOJIST,O,X,X,X,O,O,X,X
LZOJSTI,O,X,X,X,O,O,X,X
LZOJSIT,O,X,X,X,O,O,X,X
LZOSTIJ,O,X,O,O,O,O,O,X
LZOSTJI,X,X,O,O,O,O,O,X
LZOSITJ,O,X,O,X,O,O,X,X
LZOSIJT,O,X,O,X,O,O,X,X
LZOSJTI,O,X,X,X,O,O,X,X
LZOSJIT,O,X,O,X,O,O,X,X
LOTIJSZ,O,X,O,O,X,X,X,X
LOTIJZS,O,X,X,X,X,X,X,X
LOTISJZ,O,X,O,O,X,X,X,X
LOTISZJ,O,X,O,O,X,O,X,X
LOTIZJS,O,X,X,X,X,O,X,X
LOTIZSJ,O,X,X,X,X,O,X,X
LOTJISZ,O,O,O,O,X,X,X,O
LOTJIZS,O,O,X,X,X,X,X,O
LOTJSIZ,O,O,O,O,X,X,X,O
LOTJSZI,O,O,O,O,X,X,X,O
LOTJZIS,O,O,X,X,X,X,X,O
LOTJZSI,O,O,X,O,X,X,X,O
LOTSIJZ,O,O,O,O,X,X,X,X
LOTSIZJ,O,X,O,O,X,O,X,X
LOTSJIZ,O,O,O,O,X,X,X,O
LOTSJZI,O,O,O,O,X,X,X,O
LOTSZIJ,O,O,O,O,X,O,O,X
LOTSZJI,O,O,O,O,X,O,O,O
LOTZIJS,O,O,X,X,X,O,X,X
LOTZISJ,O,O,X,X,X,O,O,X
LOTZJIS,O,O,X,X,X,O,X,O
LOTZJSI,O,O,X,O,X,O,O,O
LOTZSIJ,O,O,X,O,X,O,O,X
LOTZSJI,O,O,X,O,X,O,O,O
LOITJSZ,O,X,O,O,X,X,X,X
LOITJZS,O,X,X,X,X,X,X,X
LOITSJZ,O,X,O,O,X,X,X,X
LOITSZJ,O,X,O,O,X,O,X,X
LOITZJS,O,X,X,X,X,O,X,X
LOITZSJ,O,X,X,X,X,O,X,X
LOIJTSZ,O,X,O,X,X,X,X,X
LOIJTZS,O,X,X,X,X,X,X,X
LOIJSTZ,O,X,O,X,X,X,X,X
LOIJSZT,O,X,O,X,X,O,X,X
LOIJZTS,O,X,X,X,X,O,X,X
LOIJZST,O,X,X,X,X,O,X,X
LOISTJZ,O,X,O,O,X,X,X,X
LOISTZJ,O,X,O,O,X,O,X,X
LOISJTZ,O,X,O,X,X,X,X,X
LOISJZT,O,X,O,X,X,O,X,X
LOISZTJ,O,X,O,X,X,O,X,X
LOISZJT,O,X,O,X,X,O,X,X
LOIZTJS,O,X,X,X,X,O,X,X
LOIZTSJ,O,X,X,X,X,O,X,X
LOIZJTS,O,X,X,X,X,O,X,X
LOIZJST,O,X,X,X,X,O,X,X
LOIZSTJ,O,X,O,X,X,O,X,X
LOIZSJT,O,X,O,X,X,O,X,X
LOJTISZ,X,O,O,O,X,X,X,X
LOJTIZS,X,O,X,X,X,X,X,X
LOJTSIZ,X,O,O,O,X,X,X,X
LOJTSZI,X,O,O,O,X,X,X,X
LOJTZIS,X,O,X,X,X,X,X,X
LOJTZSI,X,O,X,O,X,X,X,X
LOJITSZ,O,O,O,X,X,X,X,X
LOJITZS,O,O,X,X,X,X,X,X
LOJISTZ,O,O,O,X,X,X,X,X
LOJISZT,O,O,O,X,X,O,X,X
LOJIZTS,O,X,X,X,X,O,X,X
LOJIZST,O,O,X,X,O,O,X,X
LOJSTIZ,X,O,O,O,X,X,X,X
LOJSTZI,X,O,O,O,X,X,X,X
LOJSITZ,O,O,O,X,X,X,X,X
LOJSIZT,O,O,O,X,X,O,X,X
LOJSZTI,O,O,X,X,X,O,X,X
LOJSZIT,O,O,O,X,X,O,X,X
LOJZTIS,O,X,X,X,X,O,X,X
LOJZTSI,O,X,X,X,X,O,X,X
LOJZITS,O,X,X,X,X,O,X,X
LOJZIST,O,O,X,X,O,O,X,X
LOJZSTI,O,O,X,X,O,O,X,X
LOJZSIT,O,O,X,X,O,O,X,X
LOSTIJZ,O,O,O,O,X,X,X,X
LOSTIZJ,O,X,O,O,X,O,X,X
LOSTJIZ,O,O,O,O,X,X,X,X
LOSTJZI,O,O,O,O,X,X,X,X
LOSTZIJ,O,O,O,O,X,O,O,X
LOSTZJI,O,O,O,O,X,O,O,X
LOSITJZ,O,X,O,O,X,X,X,X
LOSITZJ,O,X,O,O,X,O,X,X
LOSIJTZ,O,O,O,X,X,X,X,X
LOSIJZT,O,O,O,X,X,O,X,X
LOSIZTJ,O,X,O,X,X,O,X,X
LOSIZJT,O,X,O,X,X,O,X,X
LOSJTIZ,X,O,O,O,X,X,X,X
LOSJTZI,X,O,O,O,X,X,X,X
LOSJITZ,O,O,O,X,X,X,X,X
LOSJIZT,O,O,O,X,X,O,X,X
LOSJZTI,O,O,X,X,X,O,X,X
LOSJZIT,O,O,O,X,X,O,X,X
LOSZTIJ,O,O,O,O,O,O,O,X
LOSZTJI,X,O,O,O,O,O,O,X
LOSZITJ,O,O,O,X,O,O,X,X
LOSZIJT,O,O,O,X,O,O,X,X
LOSZJTI,X,O,X,X,O,O,X,X
LOSZJIT,O,O,O,X,O,O,X,X
LOZTIJS,O,X,X,X,X,O,X,X
LOZTISJ,O,X,X,X,X,O,O,X
LOZTJIS,O,X,X,X,X,O,X,O
LOZTJSI,O,X,X,O,X,O,O,O
LOZTSIJ,O,X,X,O,X,O,O,X
LOZTSJI,O,X,X,O,X,O,O,O
LOZITJS,O,X,X,X,X,O,X,X
LOZITSJ,O,X,X,X,X,O,X,X
LOZIJTS,O,X,X,X,X,O,X,X
LOZIJST,O,O,X,X,O,O,X,X
LOZISTJ,O,O,O,X,O,O,X,X
LOZISJT,O,O,O,X,O,O,X,X
LOZJTIS,O,X,X,X,X,O,X,X
LOZJTSI,O,X,X,X,X,O,X,X
LOZJITS,O,X,X,X,X,O,X,X
LOZJIST,O,O,X,X,O,O,X,X
LOZJSTI,O,O,X,X,O,O,X,X
LOZJSIT,O,O,X,X,O,O,X,X
LOZSTIJ,O,O,O,O,O,O,O,X
LOZSTJI,X,O,O,O,O,O,O,X
LOZSITJ,O,O,O,X,O,O,X,X
LOZSIJT,O,O,O,X,O,O,X,X
LOZSJTI,O,O,X,X,O,O,X,X
LOZSJIT,O,O,O,X,O,O,X,X
JTILSZO,O,O,O,O,X,X,X,O
JTILSOZ,O,O,O,O,X,X,X,O
JTILZSO,O,O,X,X,X,X,X,O
JTILZOS,O,X,X,X,X,X,X,O
JTILOSZ,O,X,O,O,X,X,X,O
JTILOZS,O,X,X,X,X,X,X,O
JTISLZO,O,O,O,O,X,X,X,O
JTISLOZ,O,O,O,O,X,X,X,O
JTISZLO,O,O,O,O,X,X,X,X
JTISZOL,O,O,O,X,X,X,X,X
JTISOLZ,O,O,O,O,X,X,X,X
JTISOZL,O,X,O,X,X,X,X,X
JTIZLSO,O,O,X,X,X,X,X,O
JTIZLOS,O,X,X,X,X,X,X,O
JTIZSLO,O,O,O,X,X,X,X,X
JTIZSOL,O,O,O,X,X,X,X,X
JTIZOLS,O,X,X,X,X,X,X,X
JTIZOSL,O,O,O,X,O,X,X,X
JTIOLSZ,O,O,O,X,X,X,X,O
JTIOLZS,O,O,X,X,X,X,X,O
JTIOSLZ,O,O,O,X,X,X,X,X
JTIOSZL,O,O,O,X,X,X,X,X
JTIOZLS,O,O,X,X,X,X,X,X
JTIOZSL,O,O,O,X,O,X,X,X
JTLISZO,O,O,O,O,X,X,X,O
JTLISOZ,O,O,O,O,X,X,X,O
JTLIZSO,O,O,X,X,X,X,X,O
JTLIZOS,O,X,X,X,X,X,X,O
JTLIOSZ,O,X,O,O,X,X,X,O
JTLIOZS,O,X,X,X,X,X,X,O
JTLSIZO,O,O,O,O,X,X,X,O
JTLSIOZ,O,O,O,O,X,X,X,O
JTLSZIO,O,O,O,O,X,X,X,O
JTLSZOI,O,O,O,O,X,X,O,O
JTLSOIZ,O,O,O,O,X,X,X,O
JTLSOZI,O,O,O,O,X,X,X,O
JTLZISO,O,O,X,X,X,X,X,O
JTLZIOS,O,X,X,X,X,X,X,O
JTLZSIO,O,O,X,O,X,X,X,O
JTLZSOI,O,O,X,O,X,X,O,O
JTLZOIS,O,X,X,X,X,X,X,O
JTLZOSI,O,X,X,O,X,X,O,O
JTLOISZ,O,X,O,O,X,X,X,O
JTLOIZS,O,X,X,X,X,X,X,O
JTLOSIZ,O,X,O,O,X,X,X,O
JTLOSZI,O,X,O,O,X,X,X,O
JTLOZIS,O,X,X,X,X,X,X,O
JTLOZSI,O,X,X,O,X,X,X,O
JTSILZO,O,O,O,O,X,X,X,O
JTSILOZ,O,O,O,O,X,X,X,O
JTSIZLO,O,O,O,O,X,X,X,X
JTSIZOL,O,O,O,X,X,X,X,X
JTSIOLZ,O,O,O,O,X,X,X,X
JTSIOZL,O,X,O,X,X,X,X,X
JTSLIZO,O,O,O,O,X,X,X,O
JTSLIOZ,O,O,O,O,X,X,X,O
JTSLZIO,O,O,O,O,X,X,X,O
JTSLZOI,O,O,O,O,X,X,O,O
JTSLOIZ,O,O,O,O,X,X,X,O
JTSLOZI,O,O,O,O,X,X,X,O
JTSZILO,O,O,O,O,X,X,X,X
JTSZIOL,O,O,O,X,X,X,X,X
JTSZLIO,O,O,O,O,X,X,X,X
JTSZLOI,O,O,O,O,X,X,O,X
JTSZOIL,O,O,O,X,X,X,O,X
JTSZOLI,O,O,O,X,X,X,O,X
JTSOILZ,O,O,O,O,X,X,X,X
JTSOIZL,O,O,O,X,X,X,X,X
JTSOLIZ,O,O,O,O,X,X,X,X
JTSOLZI,O,O,O,O,X,X,X,X
JTSOZIL,O,O,O,X,X,X,O,X
JTSOZLI,O,O,O,X,X,X,O,X
JTZILSO,O,O,X,X,X,X,X,O
JTZILOS,O,X,X,X,X,X,X,O
