sequence,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8JeT7IvhF0cBxdB?ylBGjBlnBXtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Je07IvhFlcB3dB?5jB2lBynBzsB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jex7IvhFXeBTgB?ihB+oBlnB0sB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8JeOAJvhFxcBzgB?UiBFjBStBXtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jei7IvhF3cB5jB?1lBmiB0nBzsB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jex7IvhF0dBTgB?ihB+oBlnBXtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jei7IvhF3cBTeB?1lB2nBctB5nB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jex8IvhFmgBUiB?FjBTgBStBXtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8JeKAJvhFfhBxcB?TeBlnBctBGsB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Je38IvhFTgBxiB?mgBlnBctBCtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8JeKAJvhFfhB0cB?xdB+oBlnBzsB
LJSIZOT,O,O,X,X,X,X,X,X,O,X,O
LJSIOTZ,O,O,O,X,X,X,X,X,X,X,X
LJSIOZT,O,O,O,X,X,X,X,X,X,X,O
LJSZTIO,O,O,X,X,X,X,X,O,O,X,O
LJSZTOI,O,O,X,X,X,X,X,O,O,X,O
LJSZITO,O,O,X,X,X,X,X,O,O,X,O
LJSZIOT,O,O,X,X,X,X,X,X,O,X,O
LJSZOTI,O,O,O,X,X,X,X,X,O,X,O
LJSZOIT,O,O,O,X,X,X,X,X,O,X,O
LJSOTIZ,O,O,O,X,X,O,X,X,X,X,O
LJSOTZI,O,O,O,X,X,O,X,X,X,X,O
LJSOITZ,O,O,O,X,X,O,X,X,X,X,X
LJSOIZT,O,O,O,X,X,X,X,X,X,X,O
LJSOZTI,O,O,O,X,X,X,X,X,X,X,O
LJSOZIT,O,O,O,X,X,X,X,X,X,X,O
LJZTISO,O,O,X,X,X,X,X,O,X,X,O
LJZTIOS,O,O,X,O,X,O,X,O,X,X,X
LJZTSIO,O,O,X,X,X,X,X,O,O,X,O
LJZTSOI,O,O,O,X,X,O,X,O,O,X,O
LJZTOIS,O,O,O,O,X,O,X,O,X,X,X
LJZTOSI,O,O,O,O,X,O,X,O,O,X,X
LJZITSO,X,O,X,X,X,X,X,O,X,X,X
LJZITOS,X,O,X,O,X,X,X,O,X,X,X
LJZISTO,X,O,X,X,X,X,X,O,X,X,O
LJZISOT,X,O,X,X,X,X,X,X,X,X,O
LJZIOTS,O,O,X,O,X,X,X,O,X,X,X
LJZIOST,O,O,X,O,X,X,X,X,X,X,X
LJZSTIO,O,O,X,X,X,X,X,O,O,X,O
LJZSTOI,O,O,X,X,X,X,X,O,O,X,O
LJZSITO,O,O,X,X,X,X,X,O,O,X,O
LJZSIOT,O,O,X,X,X,X,X,X,O,X,O
LJZSOTI,O,O,O,X,X,X,X,X,O,X,O
LJZSOIT,O,O,O,X,X,X,X,X,O,X,O
LJZOTIS,O,O,O,O,X,O,X,O,X,X,X
LJZOTSI,O,O,O,O,X,O,X,O,O,X,X
LJZOITS,O,O,O,O,X,O,X,O,X,X,X
LJZOIST,O,O,O,O,X,X,X,X,X,X,X
LJZOSTI,O,O,O,O,X,X,X,X,O,X,X
LJZOSIT,O,O,O,O,X,X,X,X,O,X,X
LJOTISZ,O,O,O,X,X,O,X,X,X,X,O
LJOTIZS,O,O,O,O,X,O,X,X,X,X,X
LJOTSIZ,O,O,O,X,X,O,X,X,X,X,O
LJOTSZI,O,O,O,O,X,O,X,X,X,X,O
LJOTZIS,O,O,O,O,X,O,X,O,X,X,X
LJOTZSI,O,O,O,O,X,O,X,O,X,X,X
LJOITSZ,X,O,O,X,X,O,X,X,X,X,X
LJOITZS,X,O,O,O,X,O,X,X,X,X,X
LJOISTZ,X,O,O,X,X,O,X,X,X,X,X
LJOISZT,X,O,O,O,X,X,X,X,X,X,O
LJOIZTS,X,O,O,O,X,O,X,O,X,X,X
LJOIZST,X,O,O,O,X,X,X,X,X,X,X
LJOSTIZ,O,O,O,X,X,O,X,X,X,X,O
LJOSTZI,O,O,O,O,X,O,X,X,X,X,O
LJOSITZ,O,O,O,X,X,O,X,X,X,X,X
LJOSIZT,O,O,O,O,X,X,X,X,X,X,O
LJOSZTI,O,O,O,O,X,X,X,X,X,X,O
LJOSZIT,O,O,O,O,X,X,X,X,X,X,O
LJOZTIS,O,O,O,O,X,O,X,O,X,X,X
LJOZTSI,O,O,O,O,X,O,X,O,X,X,X
LJOZITS,O,O,O,O,X,O,X,O,X,X,X
LJOZIST,O,O,O,O,X,X,X,X,X,X,X
LJOZSTI,O,O,O,O,X,X,X,X,X,X,X
LJOZSIT,O,O,O,O,X,X,X,X,X,X,X
LSTIJZO,O,O,X,X,O,X,X,X,X,X,X
LSTIJOZ,O,O,X,X,X,X,X,X,X,X,X
LSTIZJO,O,O,X,X,O,X,O,X,O,X,X
LSTIZOJ,O,X,X,X,O,X,X,X,O,X,X
LSTIOJZ,O,O,X,X,X,X,X,X,X,X,X
LSTIOZJ,O,X,X,X,O,X,X,X,X,X,X
LSTJIZO,O,O,X,X,O,X,X,X,X,X,O
LSTJIOZ,O,O,X,X,X,X,X,X,X,X,O
LSTJZIO,O,O,X,X,O,X,O,O,X,X,O
LSTJZOI,O,O,X,X,O,X,O,O,X,X,O
LSTJOIZ,O,O,X,X,X,X,X,X,X,X,O
LSTJOZI,O,O,X,X,X,X,X,X,X,X,O
LSTZIJO,O,O,X,X,O,X,O,O,O,X,O
LSTZIOJ,O,X,X,O,O,X,X,X,O,X,X
LSTZJIO,O,O,X,X,O,X,O,O,O,X,O
LSTZJOI,O,O,X,X,O,X,O,O,O,X,O
LSTZOIJ,O,X,X,O,O,X,X,X,O,X,X
LSTZOJI,O,X,X,O,O,X,O,X,O,X,X
LSTOIJZ,O,O,X,X,X,X,X,X,X,X,X
LSTOIZJ,O,X,X,X,O,X,X,X,X,X,X
LSTOJIZ,O,O,X,X,X,X,X,X,X,X,X
LSTOJZI,O,O,X,O,X,X,X,X,X,X,X
LSTOZIJ,O,X,X,O,O,X,X,X,X,X,X
LSTOZJI,O,X,X,O,O,X,O,X,X,X,X
LSITJZO,O,O,X,X,O,X,X,X,X,X,X
LSITJOZ,O,O,X,X,X,X,X,X,X,X,X
LSITZJO,O,O,X,X,O,X,X,X,O,X,X
LSITZOJ,O,X,X,X,O,X,X,X,O,X,X
LSITOJZ,O,O,X,X,X,X,X,X,X,X,X
LSITOZJ,O,X,X,X,O,X,X,X,X,X,X
LSIJTZO,O,O,X,X,X,X,X,X,X,X,O
LSIJTOZ,O,O,X,X,X,X,X,X,X,X,O
LSIJZTO,O,O,X,X,X,X,X,X,O,X,O
LSIJZOT,O,O,X,X,X,X,X,X,O,X,O
LSIJOTZ,O,O,X,X,X,X,X,X,X,X,X
LSIJOZT,O,O,X,X,X,X,X,X,X,X,O
LSIZTJO,O,O,X,X,O,X,X,X,O,X,O
LSIZTOJ,O,X,X,X,O,X,X,X,O,X,X
LSIZJTO,O,O,X,X,O,X,X,X,O,X,O
LSIZJOT,O,O,X,X,X,X,X,X,O,X,O
LSIZOTJ,O,X,X,X,X,X,X,X,O,X,X
LSIZOJT,O,X,X,X,X,X,X,X,O,X,O
LSIOTJZ,O,O,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,O,O,X,X,X,X,X,X,X,X,X
LSIOJZT,O,O,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,X,X,X,X,X,O,X,X
LSIOZJT,O,X,X,X,X,X,X,X,O,X,X
LSJTIZO,O,O,X,X,X,X,X,X,X,X,O
LSJTIOZ,O,O,O,X,X,X,X,X,X,X,O
LSJTZIO,O,O,X,X,X,X,X,O,X,X,O
LSJTZOI,O,O,O,X,X,O,X,O,X,X,O
LSJTOIZ,O,O,O,X,X,O,X,X,X,X,O
LSJTOZI,O,O,O,X,X,O,X,X,X,X,O
LSJITZO,O,O,X,X,X,X,X,X,X,X,O
LSJITOZ,O,O,X,X,X,X,X,X,X,X,O
LSJIZTO,O,O,X,X,X,X,X,O,O,X,O
LSJIZOT,O,O,X,X,X,X,X,X,O,X,O
LSJIOTZ,O,O,O,X,X,X,X,X,X,X,X
LSJIOZT,O,O,O,X,X,X,X,X,X,X,O
LSJZTIO,O,O,X,X,X,X,X,O,O,X,O
LSJZTOI,O,O,X,X,X,X,X,O,O,X,O
LSJZITO,O,O,X,X,X,X,X,O,O,X,O
LSJZIOT,O,O,X,X,X,X,X,X,O,X,O
LSJZOTI,O,O,O,X,X,X,X,X,O,X,O
LSJZOIT,O,O,O,X,X,X,X,X,O,X,O
LSJOTIZ,O,O,O,X,X,O,X,X,X,X,O
LSJOTZI,O,O,O,X,X,O,X,X,X,X,O
LSJOITZ,O,O,O,X,X,O,X,X,X,X,X
LSJOIZT,O,O,O,X,X,X,X,X,X,X,O
LSJOZTI,O,O,O,X,X,X,X,X,X,X,O
LSJOZIT,O,O,O,X,X,X,X,X,X,X,O
LSZTIJO,O,O,X,X,O,X,O,O,O,X,O
LSZTIOJ,O,X,X,O,O,X,X,X,O,O,X
LSZTJIO,O,O,X,X,O,X,O,O,O,X,O
LSZTJOI,O,O,X,X,O,X,O,O,O,X,O
LSZTOIJ,O,X,X,O,O,X,X,X,O,O,X
LSZTOJI,O,X,X,O,O,X,O,X,O,X,X
LSZITJO,O,O,X,X,O,X,X,O,O,X,O
LSZITOJ,O,X,X,O,O,X,X,X,O,X,X
LSZIJTO,O,O,X,X,O,X,X,O,O,X,O
LSZIJOT,O,O,X,X,X,X,X,X,O,X,O
LSZIOTJ,O,X,X,O,X,X,X,X,O,O,X
LSZIOJT,O,X,X,O,X,X,X,X,O,O,O
LSZJTIO,O,O,X,X,O,X,O,O,O,X,O
LSZJTOI,O,O,X,X,O,X,O,O,O,X,O
LSZJITO,O,O,X,X,O,X,X,O,O,X,O
LSZJIOT,O,O,X,X,X,X,X,X,O,X,O
LSZJOTI,O,O,X,X,X,X,O,X,O,X,O
LSZJOIT,O,O,X,X,X,X,X,X,O,X,O
LSZOTIJ,O,X,X,O,X,X,X,X,O,O,X
LSZOTJI,O,X,X,O,X,X,X,X,O,X,X
LSZOITJ,O,X,X,O,X,X,X,X,O,O,X
LSZOIJT,O,X,X,O,X,X,X,X,O,O,O
LSZOJTI,O,X,X,O,X,X,X,X,O,X,O
LSZOJIT,O,X,X,O,X,X,X,X,O,X,O
LSOTIJZ,O,O,X,X,X,X,X,X,X,X,X
LSOTIZJ,O,X,X,X,X,X,X,X,X,X,X
LSOTJIZ,O,O,X,X,X,X,X,X,X,X,X
LSOTJZI,O,O,X,O,X,X,X,X,X,X,X
LSOTZIJ,O,X,X,O,X,X,X,X,X,X,X
LSOTZJI,O,X,X,O,X,X,X,X,X,X,X
LSOITJZ,O,O,X,X,X,X,X,X,X,X,X
LSOITZJ,O,X,X,X,X,X,X,X,X,X,X
LSOIJTZ,O,O,O,X,X,O,X,X,X,X,X
LSOIJZT,O,O,O,O,X,X,X,X,X,X,X
LSOIZTJ,O,X,X,O,X,X,X,X,O,X,X
LSOIZJT,O,X,X,O,X,X,X,X,O,X,X
LSOJTIZ,O,O,O,X,X,O,X,X,X,X,O
LSOJTZI,O,O,O,O,X,O,X,X,X,X,O
LSOJITZ,O,O,O,X,X,O,X,X,X,X,X
LSOJIZT,O,O,O,O,X,X,X,X,X,X,O
LSOJZTI,O,O,O,O,X,X,X,X,X,X,O
LSOJZIT,O,O,O,O,X,X,X,X,X,X,O
LSOZTIJ,O,X,X,O,X,X,X,X,O,O,X
LSOZTJI,O,X,X,O,X,X,X,X,O,X,X
LSOZITJ,O,X,X,O,X,X,X,X,O,O,X
LSOZIJT,O,X,X,O,X,X,X,X,O,O,O
LSOZJTI,O,X,X,O,X,X,X,X,O,X,O
LSOZJIT,O,X,X,O,X,X,X,X,O,X,O
LZTIJSO,O,O,X,X,O,X,O,O,X,X,X
LZTIJOS,O,O,X,O,O,X,O,O,X,X,X
LZTISJO,X,O,X,X,O,X,O,O,O,X,X
LZTISOJ,O,X,X,O,O,X,X,X,O,O,X
LZTIOJS,O,X,X,O,O,X,X,O,X,X,X
LZTIOSJ,O,X,X,O,O,X,X,X,O,O,X
LZTJISO,O,O,X,X,O,X,O,O,X,X,X
LZTJIOS,O,O,X,O,O,X,O,O,X,X,X
LZTJSIO,O,O,X,X,O,X,O,O,O,X,X
LZTJSOI,O,O,X,X,O,X,O,O,O,X,X
LZTJOIS,O,O,X,O,O,X,O,O,X,X,X
LZTJOSI,O,O,X,O,O,X,O,O,O,X,X
LZTSIJO,O,O,X,X,O,X,O,O,O,X,X
LZTSIOJ,O,X,X,O,O,X,X,X,O,O,X
LZTSJIO,O,O,X,X,O,X,O,O,O,X,X
LZTSJOI,O,O,X,X,O,X,O,O,O,X,X
LZTSOIJ,O,X,X,O,O,X,X,X,O,O,X
LZTSOJI,O,X,X,O,O,X,O,X,O,X,X
LZTOIJS,O,X,X,O,O,X,X,O,X,X,X
LZTOISJ,O,X,X,O,O,X,X,X,O,O,X
LZTOJIS,O,X,X,O,O,X,O,O,X,X,X
LZTOJSI,O,X,X,O,O,X,O,O,O,X,X
LZTOSIJ,O,X,X,O,O,X,X,X,O,O,X
LZTOSJI,O,X,X,O,O,X,O,X,O,X,X
LZITJSO,O,O,X,X,O,X,X,O,X,X,X
LZITJOS,O,O,X,O,O,X,X,O,X,X,X
LZITSJO,X,O,X,X,O,X,X,O,O,X,X
LZITSOJ,O,X,X,O,O,X,X,X,O,X,X
LZITOJS,O,X,X,O,O,X,X,O,X,X,X
LZITOSJ,O,X,X,O,O,X,X,X,O,X,X
LZIJTSO,X,O,X,X,O,X,X,O,X,X,X
LZIJTOS,X,O,X,O,O,X,X,O,X,X,X
LZIJSTO,X,O,X,X,O,X,X,O,X,X,X
LZIJSOT,X,O,X,X,X,X,X,X,X,X,X
LZIJOTS,O,O,X,O,X,X,X,O,X,X,X
LZIJOST,O,O,X,O,X,X,X,X,X,X,X
LZISTJO,O,O,X,X,O,X,X,O,O,X,X
LZISTOJ,O,X,X,O,O,X,X,X,O,X,X
LZISJTO,O,O,X,X,O,X,X,O,O,X,X
LZISJOT,O,O,X,X,X,X,X,X,O,X,X
LZISOTJ,O,X,X,O,X,X,X,X,O,O,X
LZISOJT,O,X,X,O,X,X,X,X,O,O,X
LZIOTJS,O,X,X,O,X,X,X,O,X,X,X
LZIOTSJ,O,X,X,O,X,X,X,X,O,X,X
LZIOJTS,O,X,X,O,X,X,X,O,X,X,X
LZIOJST,O,X,X,O,X,X,X,X,X,X,X
LZIOSTJ,O,X,X,O,X,X,X,X,O,O,X
LZIOSJT,O,X,X,O,X,X,X,X,O,O,X
LZJTISO,O,O,X,X,O,X,O,O,X,X,O
LZJTIOS,O,O,X,O,O,O,O,O,X,X,X
LZJTSIO,O,O,X,X,O,X,O,O,O,X,O
LZJTSOI,O,O,O,X,O,O,O,O,O,X,O
LZJTOIS,O,O,O,O,O,O,O,O,X,X,X
LZJTOSI,O,O,O,O,O,O,O,O,O,X,X
LZJITSO,X,O,X,X,O,X,X,O,X,X,X
LZJITOS,X,O,X,O,O,X,X,O,X,X,X
LZJISTO,X,O,X,X,O,X,X,O,X,X,O
LZJISOT,X,O,X,X,X,X,X,X,X,X,O
LZJIOTS,O,O,X,O,X,X,X,O,X,X,X
LZJIOST,O,O,X,O,X,X,X,X,X,X,X
LZJSTIO,O,O,X,X,O,X,O,O,O,X,O
LZJSTOI,O,O,X,X,O,X,O,O,O,X,O
LZJSITO,O,O,X,X,O,X,X,O,O,X,O
LZJSIOT,O,O,X,X,X,X,X,X,O,X,O
LZJSOTI,O,O,O,X,X,X,O,X,O,X,O
LZJSOIT,O,O,O,X,X,X,X,X,O,X,O
LZJOTIS,O,O,O,O,X,O,O,O,X,X,X
LZJOTSI,O,O,O,O,X,O,O,O,O,X,X
LZJOITS,O,O,O,O,X,O,X,O,X,X,X
LZJOIST,O,O,O,O,X,X,X,X,X,X,X
LZJOSTI,O,O,O,O,X,X,O,X,O,X,X
LZJOSIT,O,O,O,O,X,X,X,X,O,X,X
LZSTIJO,O,O,X,X,O,X,O,O,O,X,O
LZSTIOJ,O,X,X,O,O,X,X,X,O,O,X
LZSTJIO,O,O,X,X,O,X,O,O,O,X,O
LZSTJOI,O,O,X,X,O,X,O,O,O,X,O
LZSTOIJ,O,X,X,O,O,X,X,X,O,O,X
LZSTOJI,O,X,X,O,O,X,O,X,O,X,X
LZSITJO,O,O,X,X,O,X,X,O,O,X,O
LZSITOJ,O,X,X,O,O,X,X,X,O,X,X
LZSIJTO,O,O,X,X,O,X,X,O,O,X,O
LZSIJOT,O,O,X,X,X,X,X,X,O,X,O
LZSIOTJ,O,X,X,O,X,X,X,X,O,O,X
LZSIOJT,O,X,X,O,X,X,X,X,O,O,O
LZSJTIO,O,O,X,X,O,X,O,O,O,X,O
LZSJTOI,O,O,X,X,O,X,O,O,O,X,O
LZSJITO,O,O,X,X,O,X,X,O,O,X,O
LZSJIOT,O,O,X,X,X,X,X,X,O,X,O
LZSJOTI,O,O,X,X,X,X,O,X,O,X,O
LZSJOIT,O,O,X,X,X,X,X,X,O,X,O
LZSOTIJ,O,X,X,O,X,X,X,X,O,O,X
LZSOTJI,O,X,X,O,X,X,X,X,O,X,X
LZSOITJ,O,X,X,O,X,X,X,X,O,O,X
LZSOIJT,O,X,X,O,X,X,X,X,O,O,O
LZSOJTI,O,X,X,O,X,X,X,X,O,X,O
LZSOJIT,O,X,X,O,X,X,X,X,O,X,O
LZOTIJS,O,X,X,O,X,X,X,O,X,X,X
LZOTISJ,O,X,X,O,X,X,X,X,O,O,X
LZOTJIS,O,X,X,O,X,X,X,O,X,X,X
LZOTJSI,O,X,X,O,X,X,X,O,O,X,X
LZOTSIJ,O,X,X,O,X,X,X,X,O,O,X
LZOTSJI,O,X,X,O,X,X,X,X,O,X,X
LZOITJS,O,X,X,O,X,X,X,O,X,X,X
LZOITSJ,O,X,X,O,X,X,X,X,O,X,X
LZOIJTS,O,X,O,O,X,O,X,O,X,X,X
LZOIJST,O,X,O,O,X,X,X,X,X,X,X
LZOISTJ,O,X,X,O,X,X,X,X,O,O,X
LZOISJT,O,X,X,O,X,X,X,X,O,O,X
LZOJTIS,O,X,O,O,X,O,X,O,X,X,X
LZOJTSI,O,X,O,O,X,O,X,O,O,X,X
LZOJITS,O,X,O,O,X,O,X,O,X,X,X
LZOJIST,O,X,O,O,X,X,X,X,X,X,X
LZOJSTI,O,X,O,O,X,X,X,X,O,X,X
LZOJSIT,O,X,O,O,X,X,X,X,O,X,X
LZOSTIJ,O,X,X,O,X,X,X,X,O,O,X
LZOSTJI,O,X,X,O,X,X,X,X,O,X,X
LZOSITJ,O,X,X,O,X,X,X,X,O,O,X
LZOSIJT,O,X,X,O,X,X,X,X,O,O,X
LZOSJTI,O,X,X,O,X,X,X,X,O,X,X
LZOSJIT,O,X,X,O,X,X,X,X,O,X,X
LOTIJSZ,O,O,O,X,X,O,X,X,X,X,X
LOTIJZS,O,O,O,O,X,O,X,X,X,X,X
LOTISJZ,X,O,X,X,X,X,X,X,X,X,X
LOTISZJ,X,O,X,X,X,X,X,X,X,X,X
LOTIZJS,O,O,X,O,X,X,X,X,X,X,X
LOTIZSJ,O,O,X,O,X,X,X,X,X,X,X
LOTJISZ,O,O,O,X,X,O,X,X,X,X,X
LOTJIZS,O,O,O,O,X,O,X,X,X,X,X
LOTJSIZ,O,O,O,X,X,O,X,X,X,X,X
LOTJSZI,O,O,O,O,X,O,X,X,X,X,X
LOTJZIS,O,O,O,O,X,O,X,O,X,X,X
LOTJZSI,O,O,O,O,X,O,X,O,X,X,X
LOTSIJZ,O,O,X,X,X,X,X,X,X,X,X
LOTSIZJ,O,O,X,X,X,X,X,X,X,X,X
LOTSJIZ,O,O,X,X,X,X,X,X,X,X,X
LOTSJZI,O,O,X,O,X,X,X,X,X,X,X
LOTSZIJ,O,O,X,O,X,X,X,X,X,X,X
LOTSZJI,O,O,X,O,X,X,X,X,X,X,X
LOTZIJS,O,O,X,O,X,X,X,O,X,X,X
LOTZISJ,O,O,X,O,X,X,X,X,X,X,X
LOTZJIS,O,O,X,O,X,X,X,O,X,X,X
LOTZJSI,O,O,X,O,X,X,X,O,X,X,X
LOTZSIJ,O,O,X,O,X,X,X,X,X,X,X
LOTZSJI,O,O,X,O,X,X,X,X,X,X,X
LOITJSZ,O,O,O,X,X,O,X,X,X,X,X
LOITJZS,O,O,O,O,X,O,X,X,X,X,X
LOITSJZ,X,O,X,X,X,X,X,X,X,X,X
LOITSZJ,X,O,X,X,X,X,X,X,X,X,X
LOITZJS,O,O,X,O,X,X,X,X,X,X,X
LOITZSJ,O,O,X,O,X,X,X,X,X,X,X
LOIJTSZ,X,O,O,X,X,O,X,X,X,X,X
LOIJTZS,X,O,O,O,X,O,X,X,X,X,X
LOIJSTZ,X,O,O,X,X,O,X,X,X,X,X
LOIJSZT,X,O,O,O,X,X,X,X,X,X,X
LOIJZTS,X,O,O,O,X,O,X,X,X,X,X
LOIJZST,X,O,O,O,X,X,X,X,X,X,X
LOISTJZ,O,O,X,X,X,X,X,X,X,X,X
LOISTZJ,O,O,X,X,X,X,X,X,X,X,X
LOISJTZ,O,O,O,X,X,O,X,X,X,X,X
LOISJZT,O,O,O,O,X,X,X,X,X,X,X
LOISZTJ,O,O,X,O,X,X,X,X,X,X,X
LOISZJT,O,O,X,O,X,X,X,X,X,X,X
LOIZTJS,O,O,X,O,X,X,X,X,X,X,X
LOIZTSJ,O,O,X,O,X,X,X,X,X,X,X
LOIZJTS,O,O,O,O,X,O,X,X,X,X,X
LOIZJST,O,O,O,O,X,X,X,X,X,X,X
LOIZSTJ,O,O,X,O,X,X,X,X,X,X,X
LOIZSJT,O,O,X,O,X,X,X,X,X,X,X
LOJTISZ,O,O,O,X,X,O,X,X,X,X,O
LOJTIZS,O,O,O,O,X,O,X,X,X,X,X
LOJTSIZ,O,O,O,X,X,O,X,X,X,X,O
LOJTSZI,O,O,O,O,X,O,X,X,X,X,O
LOJTZIS,O,O,O,O,X,O,X,O,X,X,X
LOJTZSI,O,O,O,O,X,O,X,O,X,X,X
LOJITSZ,X,O,O,X,X,O,X,X,X,X,X
LOJITZS,X,O,O,O,X,O,X,X,X,X,X
LOJISTZ,X,O,O,X,X,O,X,X,X,X,X
LOJISZT,X,O,O,O,X,X,X,X,X,X,O
LOJIZTS,X,O,O,O,X,O,X,O,X,X,X
LOJIZST,X,O,O,O,X,X,X,X,X,X,X
LOJSTIZ,O,O,O,X,X,O,X,X,X,X,O
LOJSTZI,O,O,O,O,X,O,X,X,X,X,O
LOJSITZ,O,O,O,X,X,O,X,X,X,X,X
LOJSIZT,O,O,O,O,X,X,X,X,X,X,O
LOJSZTI,O,O,O,O,X,X,X,X,X,X,O
LOJSZIT,O,O,O,O,X,X,X,X,X,X,O
LOJZTIS,O,O,O,O,X,O,X,O,X,X,X
LOJZTSI,O,O,O,O,X,O,X,O,X,X,X
LOJZITS,O,O,O,O,X,O,X,O,X,X,X
LOJZIST,O,O,O,O,X,X,X,X,X,X,X
LOJZSTI,O,O,O,O,X,X,X,X,X,X,X
LOJZSIT,O,O,O,O,X,X,X,X,X,X,X
LOSTIJZ,O,O,X,X,X,X,X,X,X,X,X
LOSTIZJ,O,O,X,X,X,X,X,X,X,X,X
LOSTJIZ,O,O,X,X,X,X,X,X,X,X,X
LOSTJZI,O,O,X,O,X,X,X,X,X,X,X
LOSTZIJ,O,O,X,O,X,X,X,X,X,X,X
LOSTZJI,O,O,X,O,X,X,X,X,X,X,X
LOSITJZ,O,O,X,X,X,X,X,X,X,X,X
LOSITZJ,O,O,X,X,X,X,X,X,X,X,X
LOSIJTZ,O,O,O,X,X,O,X,X,X,X,X
LOSIJZT,O,O,O,O,X,X,X,X,X,X,X
LOSIZTJ,O,O,X,O,X,X,X,X,O,X,X
LOSIZJT,O,O,X,O,X,X,X,X,O,X,X
LOSJTIZ,O,O,O,X,X,O,X,X,X,X,O
LOSJTZI,O,O,O,O,X,O,X,X,X,X,O
LOSJITZ,O,O,O,X,X,O,X,X,X,X,X
LOSJIZT,O,O,O,O,X,X,X,X,X,X,O
LOSJZTI,O,O,O,O,X,X,X,X,X,X,O
LOSJZIT,O,O,O,O,X,X,X,X,X,X,O
LOSZTIJ,O,O,X,O,X,X,X,X,O,O,X
LOSZTJI,O,O,X,O,X,X,X,X,O,X,X
LOSZITJ,O,O,X,O,X,X,X,X,O,O,X
LOSZIJT,O,O,X,O,X,X,X,X,O,O,O
LOSZJTI,O,O,X,O,X,X,X,X,O,X,O
LOSZJIT,O,O,X,O,X,X,X,X,O,X,O
LOZTIJS,O,O,X,O,X,X,X,O,X,X,X
LOZTISJ,O,O,X,O,X,X,X,X,O,O,X
LOZTJIS,O,O,X,O,X,X,X,O,X,X,X
LOZTJSI,O,O,X,O,X,X,X,O,O,X,X
LOZTSIJ,O,O,X,O,X,X,X,X,O,O,X
LOZTSJI,O,O,X,O,X,X,X,X,O,X,X
LOZITJS,O,O,X,O,X,X,X,O,X,X,X
LOZITSJ,O,O,X,O,X,X,X,X,O,X,X
LOZIJTS,O,O,O,O,X,O,X,O,X,X,X
LOZIJST,O,O,O,O,X,X,X,X,X,X,X
LOZISTJ,O,O,X,O,X,X,X,X,O,O,X
LOZISJT,O,O,X,O,X,X,X,X,O,O,X
LOZJTIS,O,O,O,O,X,O,X,O,X,X,X
LOZJTSI,O,O,O,O,X,O,X,O,O,X,X
LOZJITS,O,O,O,O,X,O,X,O,X,X,X
LOZJIST,O,O,O,O,X,X,X,X,X,X,X
LOZJSTI,O,O,O,O,X,X,X,X,O,X,X
LOZJSIT,O,O,O,O,X,X,X,X,O,X,X
LOZSTIJ,O,O,X,O,X,X,X,X,O,O,X
LOZSTJI,O,O,X,O,X,X,X,X,O,X,X
LOZSITJ,O,O,X,O,X,X,X,X,O,O,X
LOZSIJT,O,O,X,O,X,X,X,X,O,O,X
LOZSJTI,O,O,X,O,X,X,X,X,O,X,X
LOZSJIT,O,O,X,O,X,X,X,X,O,X,X
JTILSZO,O,O,X,X,O,X,X,X,X,X,O
JTILSOZ,O,O,O,X,X,X,X,X,X,X,O
JTILZSO,O,O,X,X,O,X,X,O,X,X,O
JTILZOS,O,O,X,X,O,O,X,O,X,X,X
JTILOSZ,O,O,O,X,X,O,X,X,X,X,O
JTILOZS,O,O,O,X,X,O,X,X,X,X,X
JTISLZO,O,O,X,X,O,X,X,X,X,X,O
JTISLOZ,O,O,O,X,X,X,X,X,X,X,O
JTISZLO,O,O,X,X,O,X,X,X,X,X,X
JTISZOL,X,O,X,X,O,X,X,X,X,X,X
JTISOLZ,X,O,O,X,X,X,X,X,X,X,X
JTISOZL,X,O,O,X,X,X,X,X,X,X,X
JTIZLSO,O,O,X,X,O,X,X,O,X,X,O
JTIZLOS,O,O,X,X,O,O,X,O,X,X,X
JTIZSLO,O,O,X,X,O,X,X,O,X,X,X
JTIZSOL,X,O,X,X,O,X,X,O,X,X,X
JTIZOLS,O,O,X,X,O,O,X,O,X,X,X
JTIZOSL,X,O,X,X,O,X,X,O,X,X,X
JTIOLSZ,O,O,O,X,X,O,X,X,X,X,O
JTIOLZS,O,O,O,X,X,O,X,X,X,X,X
JTIOSLZ,X,O,O,X,X,O,X,X,X,X,X
JTIOSZL,X,O,O,X,X,X,X,X,X,X,X
