sequence,v115@7gB8GeC8HeD8DeG8AeF8JeO/IvhF6gBxcBzfB/mBUi?BlqB,v115@7gB8GeC8HeD8DeG8AeF8JeK/IvhFzaB+gBxcB/mBUi?BlqB,v115@7gB8GeC8HeD8DeG8AeF8Je06IvhFxbBXdB2kBzgBCn?BlqB,v115@7gB8GeC8HeD8DeG8AeF8JeO/IvhFxcBCgB/mBUiBTg?BlqB,v115@7gB8GeC8HeD8DeG8AeF8JeK/IvhFWgBxcB/mBUiBTg?BlqB,v115@7gB8GeC8HeD8DeG8AeF8JeO/IvhFxcBflBlgBUiBTm?B6qB,v115@7gB8GeC8HeD8DeG8AeF8Jem6IvhFFcBXdBTfBclBxm?BCrB,v115@7gB8GeC8HeD8DeG8AeF8JeT6IvhF/gBUcBFdBmkBxm?BCrB,v115@7gB8GeC8HeD8DeG8AeF8JeT6IvhFxbBXdBlgBmkB8q?BCsB,v115@7gB8GeC8HeD8DeG8AeF8JeO/IvhFXbBRhB6mBTiBFl?B8qB
IOZTLSJ,X,X,X,X,X,X,O,O,X,X
IOZTJLS,X,X,X,X,X,X,O,X,X,X
IOZTJSL,X,X,X,X,X,O,O,X,X,X
IOZTSLJ,X,X,X,X,X,O,O,X,X,X
IOZTSJL,X,X,X,X,X,O,O,X,X,X
IOZLTJS,X,X,X,X,X,X,O,X,X,X
IOZLTSJ,X,X,X,X,X,X,O,O,X,X
IOZLJTS,X,X,X,X,X,X,O,X,X,X
IOZLJST,O,X,X,X,X,O,O,X,X,X
IOZLSTJ,X,O,X,X,O,O,O,O,X,X
IOZLSJT,X,X,X,X,O,O,O,O,X,X
IOZJTLS,X,X,X,X,X,X,O,X,X,X
IOZJTSL,X,X,X,X,X,O,O,X,X,X
IOZJLTS,X,X,X,X,X,X,O,X,X,X
IOZJLST,O,X,X,X,X,O,O,X,X,X
IOZJSTL,O,X,X,O,X,O,O,X,X,X
IOZJSLT,O,X,X,O,X,O,O,X,X,X
IOZSTLJ,O,O,X,O,O,O,O,X,X,X
IOZSTJL,O,O,X,O,X,O,O,X,X,X
IOZSLTJ,O,O,X,X,O,O,O,X,X,X
IOZSLJT,O,X,X,O,O,O,O,X,X,X
IOZSJTL,O,X,X,O,X,O,O,X,X,X
IOZSJLT,O,X,X,O,X,O,O,X,X,X
LTIJSZO,O,O,O,O,O,X,O,O,X,X
LTIJSOZ,O,O,O,X,X,X,X,O,X,X
LTIJZSO,O,X,O,X,X,X,O,O,X,X
LTIJZOS,O,O,O,X,X,X,O,O,X,X
LTIJOSZ,O,O,O,X,X,X,X,O,X,X
LTIJOZS,O,O,O,X,X,X,X,O,X,X
LTISJZO,O,O,O,O,O,X,O,O,X,X
LTISJOZ,O,O,O,X,X,X,X,O,X,X
LTISZJO,O,O,O,O,O,X,O,O,X,X
LTISZOJ,O,O,O,O,O,X,O,O,X,X
LTISOJZ,O,O,O,X,X,X,X,O,X,X
LTISOZJ,O,O,O,X,X,X,O,O,X,X
LTIZJSO,O,X,X,X,X,X,O,O,X,X
LTIZJOS,O,O,X,X,X,X,O,O,X,X
LTIZSJO,X,O,X,X,O,X,O,O,X,X
LTIZSOJ,X,O,X,X,O,X,O,O,X,X
LTIZOJS,O,X,X,X,X,X,O,X,X,X
LTIZOSJ,X,X,X,X,X,X,O,O,X,X
LTIOJSZ,O,O,O,X,X,X,X,O,X,X
LTIOJZS,O,O,O,X,X,X,X,O,X,X
LTIOSJZ,O,O,O,X,X,X,X,O,X,X
LTIOSZJ,O,O,O,X,X,X,O,O,X,X
LTIOZJS,O,X,O,X,X,X,O,X,X,X
LTIOZSJ,X,X,O,X,X,X,O,O,X,X
LTJISZO,O,O,O,O,O,X,X,O,X,X
LTJISOZ,O,O,O,X,X,X,X,O,X,X
LTJIZSO,O,X,O,X,X,X,X,O,X,X
LTJIZOS,O,O,O,X,X,X,X,O,X,X
LTJIOSZ,O,O,O,X,X,X,X,O,X,X
LTJIOZS,O,O,O,X,X,X,X,O,X,X
LTJSIZO,O,O,O,O,O,X,X,O,X,X
LTJSIOZ,O,O,O,X,X,X,X,O,O,X
LTJSZIO,O,O,O,O,O,X,X,O,O,X
LTJSZOI,O,O,O,O,O,X,X,O,O,X
LTJSOIZ,O,O,O,X,X,X,X,O,O,X
LTJSOZI,O,O,O,O,O,X,X,O,O,X
LTJZISO,O,X,O,X,X,X,X,X,O,X
LTJZIOS,O,O,O,X,X,X,X,X,O,X
LTJZSIO,O,O,O,O,O,X,X,O,O,X
LTJZSOI,O,O,O,O,O,X,X,O,O,X
LTJZOIS,X,O,O,X,X,X,X,O,O,X
LTJZOSI,X,O,O,X,X,X,X,O,O,X
LTJOISZ,O,O,O,X,X,X,X,O,X,X
LTJOIZS,O,O,O,X,X,X,X,O,X,X
LTJOSIZ,O,O,O,X,X,X,X,O,O,X
LTJOSZI,O,O,O,O,O,X,X,O,O,X
LTJOZIS,O,O,O,X,X,X,X,O,O,X
LTJOZSI,O,O,O,X,X,X,X,O,O,X
LTSIJZO,O,O,O,O,O,X,O,O,X,X
LTSIJOZ,O,O,O,X,X,X,X,O,O,X
LTSIZJO,O,O,O,O,O,X,O,O,O,X
LTSIZOJ,O,O,O,O,O,X,O,O,O,X
LTSIOJZ,O,O,O,X,X,X,X,O,X,X
LTSIOZJ,O,O,O,X,X,X,O,O,X,X
LTSJIZO,O,O,O,O,O,X,O,O,X,X
LTSJIOZ,O,O,O,X,X,X,X,O,O,X
LTSJZIO,O,O,O,O,O,X,O,O,O,X
LTSJZOI,O,O,O,O,O,X,O,O,O,X
LTSJOIZ,O,O,O,X,X,X,X,O,O,X
LTSJOZI,O,O,O,O,O,X,X,O,O,X
LTSZIJO,O,O,O,O,O,X,O,O,O,X
LTSZIOJ,O,O,O,O,O,X,O,O,O,X
LTSZJIO,O,O,O,O,O,X,O,O,O,X
LTSZJOI,O,O,O,O,O,X,O,O,O,X
LTSZOIJ,O,O,O,O,O,X,O,X,O,X
LTSZOJI,O,O,O,O,O,X,O,O,O,X
LTSOIJZ,O,O,O,X,X,X,X,O,X,X
LTSOIZJ,O,O,O,X,X,X,O,O,X,X
LTSOJIZ,O,O,O,X,X,X,X,O,X,X
LTSOJZI,O,O,O,O,O,X,X,O,X,X
LTSOZIJ,O,O,O,O,O,X,O,X,X,X
LTSOZJI,O,O,O,O,O,X,O,O,X,X
LTZIJSO,O,X,X,X,X,X,O,O,O,X
LTZIJOS,O,O,X,X,X,X,X,O,O,X
LTZISJO,X,O,X,X,O,X,O,O,O,X
LTZISOJ,X,O,X,X,O,X,O,O,O,X
LTZIOJS,O,X,X,X,X,X,O,X,O,X
LTZIOSJ,X,X,X,X,X,X,O,O,O,X
LTZJISO,O,X,O,X,X,X,O,X,O,X
LTZJIOS,O,O,O,X,X,X,X,X,O,X
LTZJSIO,O,O,O,O,O,X,O,O,O,X
LTZJSOI,O,O,O,O,O,X,O,O,O,X
LTZJOIS,X,O,O,X,X,X,O,O,O,X
LTZJOSI,X,O,O,X,X,X,O,O,O,X
LTZSIJO,O,O,O,O,O,X,O,O,O,X
LTZSIOJ,O,O,O,O,O,X,O,O,O,X
LTZSJIO,O,O,O,O,O,X,O,O,O,X
LTZSJOI,O,O,O,O,O,X,O,O,O,X
LTZSOIJ,O,O,O,O,O,X,O,X,O,X
LTZSOJI,O,O,O,O,O,X,O,O,O,X
LTZOIJS,O,X,O,X,X,X,O,X,O,X
LTZOISJ,X,X,O,X,X,X,O,X,O,X
LTZOJIS,O,O,O,X,X,X,O,X,O,X
LTZOJSI,O,O,O,X,X,X,O,X,O,X
LTZOSIJ,O,O,O,X,X,X,O,X,O,X
LTZOSJI,O,O,O,X,X,X,O,X,O,X
LTOIJSZ,O,O,O,X,X,X,X,O,X,X
LTOIJZS,O,O,O,X,X,X,X,O,X,X
LTOISJZ,O,O,O,X,X,X,X,O,X,X
LTOISZJ,O,O,O,X,X,X,O,O,X,X
LTOIZJS,O,X,O,X,X,X,O,X,X,X
LTOIZSJ,X,X,O,X,X,X,O,O,X,X
LTOJISZ,O,O,O,X,X,X,X,O,X,X
LTOJIZS,O,O,O,X,X,X,X,O,X,X
LTOJSIZ,O,O,O,X,X,X,X,O,X,X
LTOJSZI,O,O,O,O,O,X,X,O,X,X
LTOJZIS,O,O,O,X,X,X,X,O,X,X
LTOJZSI,O,O,O,X,X,X,X,O,X,X
LTOSIJZ,O,O,O,X,X,X,X,O,X,X
LTOSIZJ,O,O,O,X,X,X,O,O,X,X
LTOSJIZ,O,O,O,X,X,X,X,O,X,X
LTOSJZI,O,O,O,O,O,X,X,O,X,X
LTOSZIJ,O,O,O,O,O,X,O,X,X,X
LTOSZJI,O,O,O,O,O,X,O,O,X,X
LTOZIJS,O,X,O,X,X,X,O,X,X,X
LTOZISJ,X,X,O,X,X,X,O,X,X,X
LTOZJIS,O,O,O,X,X,X,O,X,X,X
LTOZJSI,O,O,O,X,X,X,O,X,X,X
LTOZSIJ,O,O,O,X,X,X,O,X,X,X
LTOZSJI,O,O,O,X,X,X,O,X,X,X
LITJSZO,O,O,O,O,O,X,O,O,X,X
LITJSOZ,O,O,O,X,X,X,X,O,X,X
LITJZSO,O,X,O,X,X,X,O,O,X,X
LITJZOS,O,O,O,X,X,X,O,O,X,X
LITJOSZ,O,O,O,X,X,X,X,O,X,X
LITJOZS,O,O,O,X,X,X,X,O,X,X
LITSJZO,O,O,O,O,O,X,O,O,X,X
LITSJOZ,O,O,O,X,X,X,X,O,X,X
LITSZJO,O,O,O,O,O,X,O,O,X,X
LITSZOJ,O,O,O,O,O,X,O,O,X,X
LITSOJZ,O,O,O,X,X,X,X,O,X,X
LITSOZJ,O,O,O,X,X,X,O,O,X,X
LITZJSO,O,X,X,X,X,X,O,O,X,X
LITZJOS,O,O,X,X,X,X,O,O,X,X
LITZSJO,X,O,X,X,O,X,O,O,X,X
LITZSOJ,X,O,X,X,O,X,O,O,X,X
LITZOJS,O,X,X,X,X,X,O,X,X,X
LITZOSJ,X,X,X,X,X,X,O,O,X,X
LITOJSZ,O,O,O,X,X,X,X,O,X,X
LITOJZS,O,O,O,X,X,X,X,O,X,X
LITOSJZ,O,O,O,X,X,X,X,O,X,X
LITOSZJ,X,O,O,X,X,X,O,O,X,X
LITOZJS,O,X,O,X,X,X,O,X,X,X
LITOZSJ,X,X,O,X,X,X,O,O,X,X
LIJTSZO,O,O,O,O,O,X,O,O,X,X
LIJTSOZ,O,O,O,X,X,X,X,O,X,X
LIJTZSO,O,X,O,X,X,X,O,O,X,X
LIJTZOS,O,O,O,X,X,X,O,O,X,X
LIJTOSZ,O,O,O,X,X,X,X,O,X,X
LIJTOZS,O,O,O,X,X,X,X,O,X,X
LIJSTZO,O,O,O,X,X,X,O,O,X,X
LIJSTOZ,O,O,O,X,X,X,X,O,O,X
LIJSZTO,X,X,O,O,O,X,O,O,O,X
LIJSZOT,X,X,O,O,O,X,O,O,O,X
LIJSOTZ,O,X,X,X,X,X,X,O,O,X
LIJSOZT,O,X,O,X,X,X,O,O,O,X
LIJZTSO,X,X,O,X,X,X,O,O,O,X
LIJZTOS,X,X,O,X,X,X,O,O,O,X
LIJZSTO,O,O,O,O,O,X,O,O,O,X
LIJZSOT,O,X,O,O,O,X,O,O,O,X
LIJZOTS,X,X,X,X,X,X,O,O,O,X
LIJZOST,X,X,O,X,X,O,O,O,O,X
LIJOTSZ,O,X,X,X,X,X,X,O,X,X
LIJOTZS,X,X,X,X,X,X,X,O,X,X
LIJOSTZ,O,X,X,X,X,X,X,O,O,X
LIJOSZT,O,X,X,X,X,X,O,O,O,X
LIJOZTS,X,X,X,X,X,X,O,O,O,X
LIJOZST,O,X,X,X,X,X,O,O,O,X
LISTJZO,O,O,O,X,O,X,O,O,X,X
LISTJOZ,O,O,O,X,X,X,X,O,O,X
LISTZJO,O,O,O,X,O,X,O,O,O,X
LISTZOJ,O,O,O,X,O,X,O,O,O,X
LISTOJZ,O,O,O,X,X,X,X,O,X,X
LISTOZJ,O,O,O,X,X,X,O,O,X,X
LISJTZO,O,O,O,X,X,X,O,O,X,X
LISJTOZ,O,O,O,X,X,X,X,O,O,X
LISJZTO,X,X,O,O,O,X,O,O,O,X
LISJZOT,X,X,O,O,O,X,O,O,O,X
LISJOTZ,O,X,X,X,X,X,X,O,O,X
LISJOZT,O,X,O,X,X,X,O,O,O,X
LISZTJO,X,O,O,O,O,X,O,O,O,X
LISZTOJ,X,O,O,X,O,X,O,O,O,X
LISZJTO,X,O,O,O,O,X,O,O,O,X
LISZJOT,X,X,O,O,O,X,O,O,O,X
LISZOTJ,X,O,X,X,O,X,O,O,O,X
LISZOJT,X,X,X,O,O,X,O,O,O,X
LISOTJZ,O,O,O,X,X,X,X,O,X,X
LISOTZJ,X,X,O,X,X,X,O,O,X,X
LISOJTZ,O,X,X,X,X,X,X,O,O,X
LISOJZT,O,X,O,X,X,X,O,O,O,X
LISOZTJ,X,X,X,X,X,X,O,O,O,X
LISOZJT,O,X,X,X,X,X,O,O,O,X
LIZTJSO,X,X,X,X,X,X,O,O,O,X
LIZTJOS,X,O,X,X,X,X,O,O,O,X
LIZTSJO,X,O,X,X,O,X,O,O,O,X
LIZTSOJ,X,O,X,X,O,X,O,O,O,X
LIZTOJS,X,X,X,X,X,X,O,X,O,X
LIZTOSJ,X,X,X,X,X,X,O,O,O,X
LIZJTSO,X,X,X,X,X,X,O,O,O,X
LIZJTOS,X,X,X,X,X,X,O,O,O,X
LIZJSTO,O,O,X,O,O,X,O,O,O,X
LIZJSOT,O,X,X,O,O,X,O,O,O,X
LIZJOTS,X,X,X,X,X,X,O,O,O,X
LIZJOST,X,X,X,X,X,O,O,O,O,X
LIZSTJO,O,O,X,O,O,X,O,O,O,X
LIZSTOJ,O,O,X,O,O,X,O,O,O,X
LIZSJTO,O,O,X,O,O,X,O,O,O,X
LIZSJOT,O,X,X,O,O,X,O,O,O,X
LIZSOTJ,O,O,X,X,O,X,O,O,O,X
LIZSOJT,O,X,X,O,O,X,O,O,O,X
LIZOTJS,X,X,X,X,X,X,O,X,X,X
LIZOTSJ,X,X,X,X,X,X,O,O,X,X
LIZOJTS,X,X,X,X,X,X,O,X,X,X
LIZOJST,X,X,X,X,X,O,O,X,X,X
LIZOSTJ,X,O,X,X,O,O,O,O,X,X
LIZOSJT,X,X,X,X,O,O,O,O,X,X
LIOTJSZ,O,O,X,X,X,X,X,O,X,X
LIOTJZS,X,O,X,X,X,X,X,O,X,X
LIOTSJZ,X,O,X,X,X,X,X,O,X,X
LIOTSZJ,X,O,X,X,X,X,O,O,X,X
LIOTZJS,X,X,X,X,X,X,O,X,X,X
LIOTZSJ,X,X,X,X,X,X,O,O,X,X
LIOJTSZ,O,X,X,X,X,X,X,O,X,X
LIOJTZS,X,X,X,X,X,X,X,O,X,X
LIOJSTZ,O,X,X,X,X,X,X,O,X,X
LIOJSZT,O,X,X,X,X,X,O,O,X,X
LIOJZTS,X,X,X,X,X,X,O,O,X,X
LIOJZST,O,X,X,X,X,X,O,O,X,X
LIOSTJZ,X,O,X,X,X,X,X,O,X,X
LIOSTZJ,X,X,X,X,X,X,O,O,X,X
LIOSJTZ,O,X,X,X,X,X,X,O,X,X
LIOSJZT,O,X,X,X,X,X,O,O,X,X
LIOSZTJ,X,X,X,X,X,X,O,O,X,X
LIOSZJT,X,X,X,X,X,X,O,O,X,X
LIOZTJS,X,X,X,X,X,X,O,X,X,X
LIOZTSJ,X,X,X,X,X,X,O,O,X,X
LIOZJTS,X,X,X,X,X,X,O,X,X,X
LIOZJST,O,X,X,X,X,X,O,X,X,X
LIOZSTJ,X,O,X,X,O,X,O,O,X,X
LIOZSJT,X,X,X,X,O,X,O,O,X,X
LJTISZO,O,O,O,O,O,X,X,O,X,X
LJTISOZ,O,O,O,X,X,X,X,O,X,X
LJTIZSO,O,X,O,X,X,X,X,O,X,X
LJTIZOS,O,O,O,X,X,X,X,O,X,X
LJTIOSZ,O,O,O,X,X,X,X,O,X,X
LJTIOZS,O,O,O,X,X,X,X,O,X,X
LJTSIZO,O,O,O,O,O,X,X,O,X,X
LJTSIOZ,O,O,O,X,X,X,X,O,O,X
LJTSZIO,O,O,O,O,O,X,X,O,O,X
LJTSZOI,O,O,O,O,O,X,X,O,O,X
LJTSOIZ,O,O,O,X,X,X,X,O,O,X
LJTSOZI,O,O,O,O,O,X,X,O,O,X
LJTZISO,O,X,O,X,X,X,X,X,O,X
LJTZIOS,O,O,O,X,X,X,X,X,O,X
LJTZSIO,O,O,O,O,O,X,X,O,O,X
LJTZSOI,O,O,O,O,O,X,X,O,O,X
LJTZOIS,X,O,O,X,X,X,X,O,O,X
LJTZOSI,X,O,O,X,X,X,X,O,O,X
LJTOISZ,O,O,O,X,X,X,X,O,X,X
LJTOIZS,O,O,O,X,X,X,X,O,X,X
LJTOSIZ,O,O,O,X,X,X,X,O,O,X
LJTOSZI,O,O,O,O,O,X,X,O,O,X
LJTOZIS,O,O,O,X,X,X,X,O,O,X
LJTOZSI,O,O,O,X,X,X,X,O,O,X
LJITSZO,O,O,O,O,O,X,O,O,X,X
LJITSOZ,O,O,O,X,X,X,X,O,X,X
LJITZSO,O,X,O,X,X,X,O,O,X,X
LJITZOS,O,O,O,X,X,X,O,O,X,X
LJITOSZ,O,O,O,X,X,X,X,O,X,X
LJITOZS,O,O,O,X,X,X,X,O,X,X
LJISTZO,O,O,O,X,X,X,O,O,X,X
LJISTOZ,O,O,O,X,X,X,X,O,O,X
LJISZTO,X,X,O,O,O,X,O,O,O,X
LJISZOT,X,X,O,O,O,X,O,O,O,X
LJISOTZ,O,X,X,X,X,X,X,O,O,X
LJISOZT,O,X,O,X,X,X,O,O,O,X
LJIZTSO,X,X,O,X,X,X,O,O,O,X
LJIZTOS,X,X,O,X,X,X,O,O,O,X
LJIZSTO,O,O,O,O,O,X,O,O,O,X
LJIZSOT,O,X,O,O,O,X,O,O,O,X
LJIZOTS,X,X,X,X,X,X,O,O,O,X
LJIZOST,X,X,O,X,X,O,O,O,O,X
LJIOTSZ,O,X,X,X,X,X,X,O,X,X
LJIOTZS,X,X,X,X,X,X,X,O,X,X
LJIOSTZ,O,X,X,X,X,X,X,O,O,X
LJIOSZT,O,X,X,X,X,X,O,O,O,X
LJIOZTS,X,X,X,X,X,X,O,O,O,X
LJIOZST,O,X,X,X,X,X,O,O,O,X
LJSTIZO,O,O,O,O,O,X,O,O,X,X
LJSTIOZ,O,O,O,X,X,X,X,O,O,X
LJSTZIO,O,O,O,O,O,X,O,O,O,X
LJSTZOI,O,O,O,O,O,O,O,O,O,X
LJSTOIZ,O,O,O,X,X,X,X,O,O,X
LJSTOZI,O,O,O,O,O,X,X,O,O,X
LJSITZO,O,O,O,X,X,X,O,O,X,X
LJSITOZ,O,O,O,X,X,X,X,O,O,X
LJSIZTO,X,X,O,O,O,X,O,O,O,X
LJSIZOT,X,X,O,O,O,X,O,O,O,X
LJSIOTZ,O,X,X,X,X,X,X,O,O,X
LJSIOZT,O,X,O,X,X,X,O,O,O,X
LJSZTIO,O,O,O,O,O,X,O,O,O,X
LJSZTOI,O,O,O,O,O,O,O,O,O,X
LJSZITO,O,O,O,O,O,X,O,O,O,X
LJSZIOT,O,X,O,O,O,X,O,O,O,X
LJSZOTI,O,X,O,O,O,O,O,O,O,X
LJSZOIT,O,X,O,O,O,O,O,O,O,X
LJSOTIZ,O,X,O,X,X,X,X,O,O,X
LJSOTZI,O,X,O,X,X,O,X,O,O,X
LJSOITZ,O,X,X,X,X,X,X,O,O,X
LJSOIZT,O,X,O,X,X,X,O,O,O,X
LJSOZTI,O,X,O,O,O,O,O,O,O,X
LJSOZIT,O,X,O,O,O,O,O,O,O,X
LJZTISO,X,X,O,X,X,X,O,X,O,O
LJZTIOS,X,X,O,X,X,X,X,X,O,X
LJZTSIO,X,X,O,O,O,X,O,O,O,O
LJZTSOI,X,X,O,O,O,X,O,O,O,X
LJZTOIS,X,X,O,X,X,X,O,O,O,X
LJZTOSI,X,X,O,X,X,X,O,O,O,X
LJZITSO,X,X,O,X,X,X,O,O,O,X
LJZITOS,X,X,O,X,X,X,X,O,O,X
LJZISTO,O,O,O,O,O,X,O,O,O,O
LJZISOT,O,X,O,O,O,X,O,O,O,O
LJZIOTS,X,X,X,X,X,X,X,O,O,X
LJZIOST,X,X,O,X,X,O,X,O,O,X
LJZSTIO,O,O,O,O,O,X,O,O,O,X
LJZSTOI,O,O,O,O,O,O,O,O,O,X
LJZSITO,O,O,O,O,O,X,O,O,O,X
LJZSIOT,O,X,O,O,O,X,O,O,O,X
LJZSOTI,O,X,O,O,O,O,O,O,O,X
LJZSOIT,O,X,O,O,O,O,O,O,O,X
LJZOTIS,X,X,O,X,X,X,O,O,O,X
LJZOTSI,X,X,O,X,X,X,O,O,O,X
LJZOITS,X,X,X,X,X,X,O,O,O,X
LJZOIST,X,X,O,X,X,O,O,O,O,X
LJZOSTI,O,X,O,X,X,O,O,O,O,X
LJZOSIT,O,X,O,X,X,O,O,O,O,X
LJOTISZ,O,O,O,X,X,X,X,O,X,X
LJOTIZS,O,O,O,X,X,X,X,O,X,X
LJOTSIZ,O,O,O,X,X,X,X,O,O,X
LJOTSZI,O,O,O,O,O,X,X,O,O,X
LJOTZIS,O,O,O,X,X,X,X,O,O,X
LJOTZSI,O,O,O,X,X,X,X,O,O,X
LJOITSZ,O,X,X,X,X,X,X,O,X,X
LJOITZS,X,X,X,X,X,X,X,O,X,X
LJOISTZ,O,X,X,X,X,X,X,O,O,X
LJOISZT,O,X,X,X,X,X,O,O,O,X
LJOIZTS,X,X,X,X,X,X,O,O,O,X
LJOIZST,O,X,X,X,X,X,O,O,O,X
LJOSTIZ,O,X,O,X,X,X,X,O,O,X
LJOSTZI,O,X,O,X,X,O,X,O,O,X
LJOSITZ,O,X,X,X,X,X,X,O,O,X
LJOSIZT,O,X,O,X,X,X,O,O,O,X
LJOSZTI,O,X,O,O,O,O,O,O,O,X
LJOSZIT,O,X,O,O,O,O,O,O,O,X
LJOZTIS,X,X,O,X,X,X,O,O,O,X
LJOZTSI,X,X,O,X,X,X,O,O,O,X
LJOZITS,X,X,X,X,X,X,O,O,O,X
LJOZIST,O,X,O,X,X,O,O,O,O,X
LJOZSTI,O,X,O,X,X,O,O,O,O,X
LJOZSIT,O,X,O,X,X,O,O,O,O,X
LSTIJZO,O,O,O,O,O,X,O,O,X,X
LSTIJOZ,O,O,O,X,X,X,X,O,O,X
LSTIZJO,O,O,O,O,O,X,O,O,O,X
LSTIZOJ,O,O,O,O,O,X,O,O,O,X
LSTIOJZ,O,O,O,X,X,X,X,O,X,X
LSTIOZJ,O,O,O,X,X,X,O,O,X,X
LSTJIZO,O,O,O,O,O,X,O,O,X,X
LSTJIOZ,O,O,O,X,X,X,X,O,O,X
LSTJZIO,O,O,O,O,O,X,O,O,O,X
LSTJZOI,O,O,O,O,O,O,O,O,O,X
LSTJOIZ,O,O,O,X,X,X,X,O,O,X
LSTJOZI,O,O,O,O,O,X,X,O,O,X
LSTZIJO,O,O,O,O,O,X,O,O,O,X
LSTZIOJ,O,O,O,O,O,X,O,O,O,X
LSTZJIO,O,O,O,O,O,X,O,O,O,X
LSTZJOI,O,O,O,O,O,O,O,O,O,X
LSTZOIJ,O,O,O,O,O,X,O,X,O,X
LSTZOJI,O,O,O,O,O,X,O,O,O,X
LSTOIJZ,O,O,O,X,X,X,X,O,X,X
LSTOIZJ,O,O,O,X,X,X,O,O,X,X
LSTOJIZ,O,O,O,X,X,X,X,O,X,X
LSTOJZI,O,O,O,O,O,X,X,O,X,X
LSTOZIJ,O,O,O,O,O,X,O,X,X,X
LSTOZJI,O,O,O,O,O,X,O,O,X,X
LSITJZO,O,O,O,X,O,X,O,O,X,X
LSITJOZ,O,O,O,X,X,X,X,O,O,X
LSITZJO,O,O,O,X,O,X,O,O,O,X
LSITZOJ,O,O,O,X,O,X,O,O,O,X
LSITOJZ,O,O,O,X,X,X,X,O,X,X
LSITOZJ,O,O,O,X,X,X,O,O,X,X
LSIJTZO,O,O,O,X,X,X,O,O,X,X
LSIJTOZ,O,O,O,X,X,X,X,O,O,X
LSIJZTO,X,X,O,O,O,X,O,O,O,X
LSIJZOT,X,X,O,O,O,X,O,O,O,X
LSIJOTZ,O,X,X,X,X,X,X,O,O,X
LSIJOZT,O,X,O,X,X,X,O,O,O,X
LSIZTJO,X,O,O,O,O,X,O,O,O,X
LSIZTOJ,X,O,O,X,O,X,O,O,O,X
LSIZJTO,X,O,O,O,O,X,O,O,O,X
LSIZJOT,X,X,O,O,O,X,O,O,O,X
LSIZOTJ,X,O,X,X,O,X,O,O,O,X
LSIZOJT,X,X,X,O,O,X,O,O,O,X
LSIOTJZ,O,O,O,X,X,X,X,O,X,X
LSIOTZJ,X,X,O,X,X,X,O,O,X,X
LSIOJTZ,O,X,X,X,X,X,X,O,O,X
LSIOJZT,O,X,O,X,X,X,O,O,O,X
LSIOZTJ,X,X,X,X,X,X,O,O,O,X
LSIOZJT,O,X,X,X,X,X,O,O,O,X
LSJTIZO,O,O,O,O,O,X,O,O,X,X
LSJTIOZ,O,O,O,X,X,X,X,O,O,X
LSJTZIO,O,O,O,O,O,X,O,O,O,X
LSJTZOI,O,O,O,O,O,O,O,O,O,X
LSJTOIZ,O,O,O,X,X,X,X,O,O,X
LSJTOZI,O,O,O,O,O,X,X,O,O,X
LSJITZO,O,O,O,X,X,X,O,O,X,X
LSJITOZ,O,O,O,X,X,X,X,O,O,X
LSJIZTO,X,X,O,O,O,X,O,O,O,X
LSJIZOT,X,X,O,O,O,X,O,O,O,X
LSJIOTZ,O,X,X,X,X,X,X,O,O,X
LSJIOZT,O,X,O,X,X,X,O,O,O,X
LSJZTIO,O,O,O,O,O,X,O,O,O,X
LSJZTOI,O,O,O,O,O,O,O,O,O,X
LSJZITO,O,O,O,O,O,X,O,O,O,X
LSJZIOT,O,X,O,O,O,X,O,O,O,X
LSJZOTI,O,X,O,O,O,O,O,O,O,X
LSJZOIT,O,X,O,O,O,O,O,O,O,X
LSJOTIZ,O,X,O,X,X,X,X,O,O,X
LSJOTZI,O,X,O,X,X,O,X,O,O,X
LSJOITZ,O,X,X,X,X,X,X,O,O,X
LSJOIZT,O,X,O,X,X,X,O,O,O,X
LSJOZTI,O,X,O,O,O,O,O,O,O,X
LSJOZIT,O,X,O,O,O,O,O,O,O,X
LSZTIJO,O,O,O,O,O,X,O,O,O,X
LSZTIOJ,O,O,O,O,O,X,O,O,O,X
LSZTJIO,O,O,O,O,O,X,O,O,O,X
LSZTJOI,O,O,O,O,O,O,O,O,O,X
LSZTOIJ,O,O,O,O,O,X,O,X,O,X
LSZTOJI,O,O,O,O,O,X,O,O,O,X
LSZITJO,O,O,O,O,O,X,O,O,O,X
LSZITOJ,O,O,O,O,O,X,O,X,O,X
LSZIJTO,O,O,O,O,O,X,O,O,O,X
LSZIJOT,O,X,O,O,O,X,O,O,O,X
LSZIOTJ,O,O,X,X,O,X,O,X,O,X
LSZIOJT,O,X,X,O,O,X,O,X,O,X
LSZJTIO,O,O,O,O,O,X,O,O,O,X
LSZJTOI,O,O,O,O,O,O,O,O,O,X
LSZJITO,O,O,O,O,O,X,O,O,O,X
LSZJIOT,O,X,O,O,O,X,O,O,O,X
LSZJOTI,O,X,O,O,O,O,O,O,O,X
LSZJOIT,O,X,O,O,O,O,O,O,O,X
LSZOTIJ,O,O,X,X,O,O,O,X,O,X
LSZOTJI,O,O,X,X,O,O,O,O,O,X
LSZOITJ,O,O,X,X,O,O,O,X,O,X
LSZOIJT,O,X,X,O,O,O,O,X,O,X
LSZOJTI,O,X,X,O,O,O,O,O,O,X
LSZOJIT,O,X,X,O,O,O,O,O,O,X
LSOTIJZ,O,O,O,X,X,X,X,O,X,X
