sequence,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeaBJvhFWiBxdB?TgBXjBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Je37IvhFRdBcjB?ylBzhB+nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeR9IvhFcjBmgB?CiB3gBTnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Jez7IvhFRdBcjB?2lBfnB6nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Je37IvhFGdBTeB?ylBRnBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Jez7IvhFCdB2lB?xiBXjBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Je37IvhFqiBTeB?mhBxlBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JecAJvhFehBRdB?SjBzhB3nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeR9IvhFSjBTgB?mhBUhB3nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeC8IvhFxdB2lB?0hBXjBTnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeSCJvhFTeBmgB?3gBRnBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeR8IvhFCeBTgB?2mBXjBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeG+IvhFxgBymB?ziB3gBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JecAJvhFehBzcB?SjBRnB3nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JecAJvhFehBTeB?RnBfnB6nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeC8IvhF2lB0hB?xiBXjBTnBFqB
TJSZLIO,O,O,O,O,X,O,X,O,X,O,X,O,X,X,X,O
TJSZLOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TJSZOIL,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
TJSZOLI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TJSOILZ,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X,X
TJSOIZL,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
TJSOLIZ,O,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X
TJSOLZI,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TJSOZIL,O,O,X,O,X,O,X,O,O,O,X,O,X,X,X,X
TJSOZLI,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X
TJZILSO,O,O,O,X,X,O,X,O,X,O,X,X,X,O,O,O
TJZILOS,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,O
TJZISLO,O,O,X,O,X,O,X,O,X,O,X,O,X,O,O,O
TJZISOL,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TJZIOLS,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,O
TJZIOSL,O,O,X,O,X,O,X,O,X,X,X,X,X,O,O,X
TJZLISO,O,O,O,X,X,O,X,O,X,O,X,X,X,O,O,O
TJZLIOS,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O
TJZLSIO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,O
TJZLSOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TJZLOIS,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O
TJZLOSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TJZSILO,O,O,X,O,X,O,X,O,X,O,X,O,X,O,O,O
TJZSIOL,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TJZSLIO,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,O
TJZSLOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TJZSOIL,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,X
TJZSOLI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TJZOILS,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,O
TJZOISL,O,O,X,O,X,O,X,O,X,X,X,X,X,O,O,X
TJZOLIS,O,O,O,O,X,O,X,O,X,X,X,X,O,O,O,O
TJZOLSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TJZOSIL,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,X
TJZOSLI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TJOILSZ,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X
TJOILZS,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
TJOISLZ,X,X,X,O,O,O,O,X,X,X,O,O,X,X,X,X
TJOISZL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TJOIZLS,X,O,O,O,O,O,O,X,X,X,O,X,X,X,O,O
TJOIZSL,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,X
TJOLISZ,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X
TJOLIZS,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
TJOLSIZ,O,O,X,O,O,X,X,X,O,O,X,O,O,X,X,X
TJOLSZI,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X
TJOLZIS,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,O
TJOLZSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TJOSILZ,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X,X
TJOSIZL,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
TJOSLIZ,O,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X
TJOSLZI,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X
TJOSZIL,O,O,X,O,X,O,X,X,O,O,X,O,X,X,X,X
TJOSZLI,O,O,O,O,X,O,X,X,O,O,X,O,X,X,X,X
TJOZILS,O,O,O,O,X,O,X,O,X,X,O,X,X,X,O,O
TJOZISL,O,O,X,O,X,O,X,O,X,X,X,O,X,X,O,X
TJOZLIS,O,O,O,O,X,O,X,O,X,X,X,X,O,X,O,O
TJOZLSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TJOZSIL,O,O,X,O,X,O,X,O,X,O,X,O,X,X,O,X
TJOZSLI,O,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X
TSILJZO,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X
TSILJOZ,O,X,X,O,O,O,O,X,O,O,O,O,X,X,X,X
TSILZJO,O,X,X,O,O,X,O,O,X,O,X,X,X,O,X,X
TSILZOJ,O,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
TSILOJZ,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
TSILOZJ,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
TSIJLZO,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X
TSIJLOZ,O,X,X,O,O,O,O,X,X,O,O,O,X,X,X,X
TSIJZLO,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,O
TSIJZOL,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TSIJOLZ,O,X,X,O,O,O,O,X,X,O,O,O,X,X,X,X
TSIJOZL,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TSIZLJO,O,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X
TSIZLOJ,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
TSIZJLO,O,X,X,O,X,X,O,O,X,O,X,X,X,O,O,X
TSIZJOL,O,X,X,O,X,X,O,O,X,O,X,X,X,O,O,X
TSIZOLJ,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TSIZOJL,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X
TSIOLJZ,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
TSIOLZJ,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
TSIOJLZ,O,X,X,X,O,X,O,X,O,O,O,O,X,X,X,X
TSIOJZL,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
TSIOZLJ,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X
TSIOZJL,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TSLIJZO,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X
TSLIJOZ,O,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X
TSLIZJO,O,O,X,O,O,X,O,O,X,O,X,X,X,O,X,X
TSLIZOJ,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
TSLIOJZ,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
TSLIOZJ,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
TSLJIZO,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X
TSLJIOZ,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X
TSLJZIO,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
TSLJZOI,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TSLJOIZ,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X
TSLJOZI,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
TSLZIJO,O,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X
TSLZIOJ,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
TSLZJIO,O,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X
TSLZJOI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TSLZOIJ,O,O,X,O,O,X,X,O,O,O,X,O,X,X,X,X
TSLZOJI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
TSLOIJZ,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
TSLOIZJ,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
TSLOJIZ,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TSLOJZI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
TSLOZIJ,O,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X
TSLOZJI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
TSJILZO,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
TSJILOZ,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
TSJIZLO,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O
TSJIZOL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSJIOLZ,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
TSJIOZL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSJLIZO,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X
TSJLIOZ,O,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X
TSJLZIO,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,O
TSJLZOI,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TSJLOIZ,O,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X
TSJLOZI,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
TSJZILO,O,O,X,O,X,O,X,O,X,O,X,O,X,X,X,O
TSJZIOL,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
TSJZLIO,O,O,O,O,X,O,X,O,X,O,X,O,X,X,X,O
TSJZLOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSJZOIL,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
TSJZOLI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSJOILZ,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X,X
TSJOIZL,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
TSJOLIZ,O,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X
TSJOLZI,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TSJOZIL,O,O,X,O,X,O,X,O,O,O,X,O,X,X,X,X
TSJOZLI,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X
TSZILJO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
TSZILOJ,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TSZIJLO,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TSZIJOL,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TSZIOLJ,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TSZIOJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TSZLIJO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
TSZLIOJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TSZLJIO,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,X
TSZLJOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSZLOIJ,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
TSZLOJI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
TSZJILO,O,O,X,O,X,O,X,O,X,O,X,O,X,O,O,X
TSZJIOL,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TSZJLIO,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,X
TSZJLOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSZJOIL,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,X
TSZJOLI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSZOILJ,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
TSZOIJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TSZOLIJ,O,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TSZOLJI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TSZOJIL,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
TSZOJLI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TSOILJZ,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
TSOILZJ,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
TSOIJLZ,O,X,X,X,O,X,O,X,O,O,O,O,X,X,X,X
TSOIJZL,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
TSOIZLJ,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X
TSOIZJL,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TSOLIJZ,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
TSOLIZJ,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
TSOLJIZ,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TSOLJZI,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TSOLZIJ,O,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X
TSOLZJI,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TSOJILZ,O,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X
TSOJIZL,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
TSOJLIZ,O,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X
TSOJLZI,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TSOJZIL,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
TSOJZLI,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TSOZILJ,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
TSOZIJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TSOZLIJ,O,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TSOZLJI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TSOZJIL,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
TSOZJLI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TZILJSO,O,O,O,X,O,O,O,O,X,X,X,X,X,O,O,X
TZILJOS,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,X
TZILSJO,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X
TZILSOJ,O,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X
TZILOJS,X,X,O,X,O,O,O,O,X,X,O,X,X,O,O,X
TZILOSJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZIJLSO,O,O,O,X,O,O,O,O,X,X,X,X,X,O,O,O
TZIJLOS,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,O
TZIJSLO,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,O
TZIJSOL,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X
TZIJOLS,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,O
TZIJOSL,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X
TZISLJO,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X
TZISLOJ,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
TZISJLO,O,O,X,O,X,O,O,O,X,O,X,X,X,O,O,X
TZISJOL,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X
TZISOLJ,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
TZISOJL,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X
TZIOLJS,O,X,O,X,O,O,O,O,X,X,O,X,X,O,O,X
TZIOLSJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZIOJLS,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,X
TZIOJSL,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X
TZIOSLJ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZIOSJL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
TZLIJSO,O,O,O,X,O,O,O,O,X,X,X,X,X,O,O,X
TZLIJOS,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X
TZLISJO,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X
TZLISOJ,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TZLIOJS,X,X,O,X,O,O,O,O,X,X,X,X,O,O,O,X
TZLIOSJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZLJISO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,O,X
TZLJIOS,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,X
TZLJSIO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
TZLJSOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TZLJOIS,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,X
TZLJOSI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TZLSIJO,O,O,O,O,O,O,X,O,X,O,X,X,X,O,X,X
TZLSIOJ,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
TZLSJIO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
TZLSJOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TZLSOIJ,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
TZLSOJI,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TZLOIJS,O,X,O,X,O,O,O,O,X,X,X,X,O,O,O,X
TZLOISJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZLOJIS,O,O,O,X,X,O,X,O,X,X,X,X,O,O,O,X
TZLOJSI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TZLOSIJ,O,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
TZLOSJI,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TZJILSO,O,O,O,X,X,O,X,O,X,O,X,X,X,O,O,O
TZJILOS,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,O
TZJISLO,O,O,X,O,X,O,X,O,X,O,X,O,X,O,O,O
TZJISOL,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TZJIOLS,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,O
TZJIOSL,O,O,X,O,X,O,X,O,X,X,X,X,X,O,O,X
TZJLISO,O,O,O,X,X,O,X,O,X,O,X,X,X,O,O,O
TZJLIOS,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O
TZJLSIO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,O
TZJLSOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TZJLOIS,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O
TZJLOSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TZJSILO,O,O,X,O,X,O,X,O,X,O,X,O,X,O,O,O
TZJSIOL,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TZJSLIO,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,O
TZJSLOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TZJSOIL,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,X
TZJSOLI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TZJOILS,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,O
TZJOISL,O,O,X,O,X,O,X,O,X,X,X,X,X,O,O,X
TZJOLIS,O,O,O,O,X,O,X,O,X,X,X,X,O,O,O,O
TZJOLSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TZJOSIL,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,X
TZJOSLI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TZSILJO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
TZSILOJ,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TZSIJLO,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TZSIJOL,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TZSIOLJ,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TZSIOJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TZSLIJO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
TZSLIOJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TZSLJIO,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,X
TZSLJOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TZSLOIJ,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
TZSLOJI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
TZSJILO,O,O,X,O,X,O,X,O,X,O,X,O,X,O,O,X
TZSJIOL,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TZSJLIO,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,X
TZSJLOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TZSJOIL,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,X
TZSJOLI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TZSOILJ,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
TZSOIJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TZSOLIJ,O,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TZSOLJI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TZSOJIL,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
TZSOJLI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TZOILJS,O,X,O,X,O,O,O,O,X,X,O,X,X,O,O,X
TZOILSJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZOIJLS,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,X
TZOIJSL,O,O,X,O,X,O,O,O,X,X,X,O,X,O,O,X
TZOISLJ,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
TZOISJL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
TZOLIJS,O,X,O,X,O,O,O,O,X,X,X,X,O,O,O,X
TZOLISJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZOLJIS,O,O,O,X,X,O,X,O,X,X,X,X,O,O,O,X
TZOLJSI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TZOLSIJ,O,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
TZOLSJI,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TZOJILS,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,X
TZOJISL,O,O,X,O,X,O,X,O,X,X,X,O,X,O,O,X
TZOJLIS,O,O,O,O,X,O,X,O,X,X,X,X,O,O,O,X
TZOJLSI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TZOJSIL,O,O,X,O,X,O,X,O,X,X,X,O,X,X,O,X
TZOJSLI,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X
TZOSILJ,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
TZOSIJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TZOSLIJ,O,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TZOSLJI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TZOSJIL,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
TZOSJLI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TOILJSZ,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X
TOILJZS,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
TOILSJZ,O,O,X,X,O,X,O,X,O,X,O,O,O,X,X,X
TOILSZJ,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
TOILZJS,O,X,O,X,O,X,O,O,X,X,O,X,O,O,O,X
TOILZSJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TOIJLSZ,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X
TOIJLZS,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
TOIJSLZ,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
TOIJSZL,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
TOIJZLS,X,O,O,X,O,O,O,X,X,X,O,X,X,X,O,O
TOIJZSL,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O,X
TOISLJZ,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
TOISLZJ,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
TOISJLZ,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
TOISJZL,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
TOISZLJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
TOISZJL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TOIZLJS,O,X,O,X,O,X,O,O,X,X,O,X,X,O,O,X
TOIZLSJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TOIZJLS,O,X,O,X,O,X,O,O,X,X,O,X,X,O,O,X
TOIZJSL,O,X,X,X,X,X,O,O,X,X,X,O,X,O,O,X
TOIZSLJ,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
TOIZSJL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TOLIJSZ,X,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X
TOLIJZS,X,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X
TOLISJZ,O,O,X,X,O,X,O,X,O,X,O,O,O,X,X,X
TOLISZJ,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
