sequence,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFGgBNmBUiBqpB/q?BzrB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFGgBThBNnBqpB/q?B0rB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFflB6lBThBNnBWv?B0rB,v115@EhC8HeB8GeC8DeA8BeC8Jei/IvhF5lBThBNnBmpB0r?B3pB,v115@EhC8HeB8GeC8DeA8BeC8Je/EJvhFalB5lBNmBUiB2u?BzrB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFCgBNmBUiBGqBzr?BXqB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFzfBGhBNnBCqB0r?B3qB,v115@EhC8HeB8GeC8DeA8BeC8JeT/IvhFxgBNnBXlB2uBCr?B0rB,v115@EhC8HeB8GeC8DeA8BeC8Jex/IvhFThBNnBOpBXlBSv?B0rB,v115@EhC8HeB8GeC8DeA8BeC8Jei/IvhF+lBThBNnB3kB0r?BxuB,v115@EhC8HeB8GeC8DeA8BeC8JeOEJvhFXgBThBNnBSqB0r?BxuB,v115@EhC8HeB8GeC8DeA8BeC8JeKEJvhFzfBGhBNnB3lB0r?BxuB,v115@EhC8HeB8GeC8DeA8BeC8JeGBJvhFNnB/pBRlBTqB0r?BipB,v115@EhC8HeB8GeC8DeA8BeC8Je5FJvhFThBNnBikB3pB0r?BmpB,v115@EhC8HeB8GeC8DeA8BeC8Jex/IvhFNmBUiBOpBXlBSv?BzrB,v115@EhC8HeB8GeC8DeA8BeC8Je/EJvhFUgBxmB9qBimB2u?BzrB,v115@EhC8HeB8GeC8DeA8BeC8JeT/IvhFNnBxlBXlB2uBCr?B0rB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFNmBUiBClBXqBzr?BGqB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFCgBNmB8pB+qBXn?BzrB
ZLISTOJ,O,O,X,X,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X
ZLISJTO,O,O,X,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X,O
ZLISJOT,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
ZLISOTJ,O,O,X,X,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X
ZLISOJT,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
ZLIOTJS,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
ZLIOTSJ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
ZLIOJTS,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
ZLIOJST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZLIOSTJ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
ZLIOSJT,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZLJTISO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLJTIOS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
ZLJTSIO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O
ZLJTSOI,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O
ZLJTOIS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
ZLJTOSI,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLJITSO,O,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLJITOS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLJISTO,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZLJISOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZLJIOTS,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLJIOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZLJSTIO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
ZLJSTOI,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
ZLJSITO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZLJSIOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZLJSOTI,X,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
ZLJSOIT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZLJOTIS,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
ZLJOTSI,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLJOITS,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLJOIST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZLJOSTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZLJOSIT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZLSTIJO,O,O,X,X,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X
ZLSTIOJ,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
ZLSTJIO,O,O,X,X,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X
ZLSTJOI,O,O,X,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X
ZLSTOIJ,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
ZLSTOJI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
ZLSITJO,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
ZLSITOJ,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
ZLSIJTO,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O
ZLSIJOT,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
ZLSIOTJ,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
ZLSIOJT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZLSJTIO,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
ZLSJTOI,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
ZLSJITO,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O
ZLSJIOT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZLSJOTI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
ZLSJOIT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZLSOTIJ,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
ZLSOTJI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
ZLSOITJ,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
ZLSOIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOJTI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLSOJIT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLOTIJS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLOTISJ,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLOTJIS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLOTJSI,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X
ZLOTSIJ,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X
ZLOTSJI,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X
ZLOITJS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZLOITSJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZLOIJTS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O
ZLOIJST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZLOISTJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLOISJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJTIS,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLOJTSI,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLOJITS,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLOJIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZLOJSTI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZLOJSIT,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZLOSTIJ,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X
ZLOSTJI,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X
ZLOSITJ,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X
ZLOSIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOSJTI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLOSJIT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJTILSO,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O
ZJTILOS,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
ZJTISLO,X,X,O,O,O,X,O,X,X,O,O,O,X,O,O,X,X,X,O
ZJTISOL,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,O
ZJTIOLS,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
ZJTIOSL,X,X,O,O,O,X,X,X,O,O,O,O,O,O,X,X,X,X,O
ZJTLISO,O,O,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,O
ZJTLIOS,X,O,O,O,X,X,O,X,O,X,X,O,X,X,O,X,O,X,O
ZJTLSIO,O,O,O,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,O
ZJTLSOI,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O
ZJTLOIS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
ZJTLOSI,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O
ZJTSILO,X,X,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,X,O
ZJTSIOL,X,X,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,O
ZJTSLIO,O,O,O,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,O
ZJTSLOI,O,O,O,O,O,X,O,O,O,X,X,X,X,O,O,X,X,X,O
ZJTSOIL,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,X,X,O
ZJTSOLI,X,O,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,O
ZJTOILS,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
ZJTOISL,X,X,O,O,O,X,X,X,O,O,O,O,O,O,X,X,X,X,O
ZJTOLIS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
ZJTOLSI,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O
ZJTOSIL,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,X,X,O
ZJTOSLI,X,O,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,O
ZJITLSO,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O
ZJITLOS,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
ZJITSLO,X,X,O,O,O,X,O,X,X,O,O,O,X,O,O,X,X,X,O
ZJITSOL,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,O
ZJITOLS,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
ZJITOSL,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,O
ZJILTSO,O,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
ZJILTOS,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
ZJILSTO,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
ZJILSOT,X,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
ZJILOTS,X,X,X,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,O
ZJILOST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZJISTLO,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O
ZJISTOL,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,O,X,X,O
ZJISLTO,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O
ZJISLOT,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,X,X,O
ZJISOTL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
ZJISOLT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
ZJIOTLS,X,X,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,O
ZJIOTSL,X,X,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,O
ZJIOLTS,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
ZJIOLST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZJIOSTL,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
ZJIOSLT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZJLTISO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZJLTIOS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
ZJLTSIO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O
ZJLTSOI,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O
ZJLTOIS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
ZJLTOSI,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZJLITSO,O,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZJLITOS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZJLISTO,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZJLISOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZJLIOTS,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZJLIOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJLSTIO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
ZJLSTOI,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
ZJLSITO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZJLSIOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZJLSOTI,X,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
ZJLSOIT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZJLOTIS,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,O,X,O
ZJLOTSI,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZJLOITS,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZJLOIST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJLOSTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZJLOSIT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZJSTILO,X,X,O,O,O,X,X,X,X,X,X,O,X,O,O,O,X,X,O
ZJSTIOL,X,X,O,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,O
ZJSTLIO,O,O,O,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,O
ZJSTLOI,O,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,O
ZJSTOIL,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,O,X,X,O
ZJSTOLI,X,O,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,O
ZJSITLO,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O
ZJSITOL,X,X,O,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,O
ZJSILTO,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O
ZJSILOT,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
ZJSIOTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZJSIOLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZJSLTIO,O,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,O
ZJSLTOI,O,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,O
ZJSLITO,O,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,O
ZJSLIOT,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
ZJSLOTI,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZJSLOIT,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
ZJSOTIL,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,O
ZJSOTLI,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZJSOITL,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O
ZJSOILT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZJSOLTI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZJSOLIT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZJOTILS,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ZJOTISL,X,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,O
ZJOTLIS,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,O,X,O
ZJOTLSI,X,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,O
ZJOTSIL,X,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,O
ZJOTSLI,X,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,O
ZJOITLS,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ZJOITSL,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ZJOILTS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
ZJOILST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJOISTL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZJOISLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZJOLTIS,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,O,X,O
ZJOLTSI,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ZJOLITS,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
ZJOLIST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJOLSTI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZJOLSIT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
ZJOSTIL,X,X,O,X,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZJOSTLI,X,X,O,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O
ZJOSITL,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,O
ZJOSILT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZJOSLTI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O
ZJOSLIT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZSTILJO,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSTILOJ,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSTIJLO,X,X,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,O
ZSTIJOL,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,O
ZSTIOLJ,X,O,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
ZSTIOJL,X,X,O,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
ZSTLIJO,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
ZSTLIOJ,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
ZSTLJIO,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
ZSTLJOI,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X
ZSTLOIJ,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
ZSTLOJI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
ZSTJILO,X,X,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,X,O
ZSTJIOL,X,X,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O
ZSTJLIO,O,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X,O
ZSTJLOI,O,O,O,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,O
ZSTJOIL,X,X,O,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,O
ZSTJOLI,X,O,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O
ZSTOILJ,X,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
ZSTOIJL,X,X,O,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
ZSTOLIJ,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZSTOLJI,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZSTOJIL,X,X,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X
ZSTOJLI,X,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
ZSITLJO,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSITLOJ,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSITJLO,X,X,O,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,O
ZSITJOL,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O
ZSITOLJ,X,O,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
ZSITOJL,X,X,O,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
ZSILTJO,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSILTOJ,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSILJTO,O,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O
ZSILJOT,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O
ZSILOTJ,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,O,X
ZSILOJT,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
ZSIJTLO,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O
ZSIJTOL,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O
ZSIJLTO,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O
ZSIJLOT,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O
ZSIJOTL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSIJOLT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSIOTLJ,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X
ZSIOTJL,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X
ZSIOLTJ,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X
ZSIOLJT,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZSIOJTL,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O
ZSIOJLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSLTIJO,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
ZSLTIOJ,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
ZSLTJIO,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
ZSLTJOI,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X
ZSLTOIJ,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
ZSLTOJI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
ZSLITJO,O,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X
ZSLITOJ,O,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X
ZSLIJTO,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O
ZSLIJOT,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
ZSLIOTJ,O,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X
ZSLIOJT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSLJTIO,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O
ZSLJTOI,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O
ZSLJITO,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
ZSLJIOT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSLJOTI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSLJOIT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSLOTIJ,O,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,O,X
ZSLOTJI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,O,X
ZSLOITJ,O,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,O,X
ZSLOIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOJTI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSLOJIT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSJTILO,X,X,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,O
ZSJTIOL,X,X,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O
ZSJTLIO,O,O,O,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X,O
ZSJTLOI,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O
