sequence,v115@8gA8IeA8FeD8AeC8AeJ8BeC8Jex6IvhFyhBzdBOkBX?gBFmB0rB,v115@8gA8IeA8FeD8AeC8AeJ8BeC8JeZ/IvhFCbBmcBzdBX?gBFmB0rB,v115@8gA8IeA8FeD8AeC8AeJ8BeC8JeZ/IvhFufBcgBTcBy?iBFmBXsB,v115@8gA8IeA8FeD8AeC8AeJ8BeC8JeZ/IvhFufBcgBzdBF?mB/rBasB,v115@8gA8IeA8FeD8AeC8AeJ8BeC8JeZ/IvhFufBFcByiBT?gBcmBXsB,v115@8gA8IeA8FeD8AeC8AeJ8BeC8JeZ/IvhFzaBFcBmdBS?lBcmBXsB
SZILOTJ,X,O,X,X,O,O
SZILOJT,X,O,X,X,O,O
SZIJTLO,X,X,O,O,X,O
SZIJTOL,X,X,O,O,X,X
SZIJLTO,X,X,O,X,X,O
SZIJLOT,X,O,X,X,X,O
SZIJOTL,X,X,X,O,X,X
SZIJOLT,X,O,X,X,X,X
SZIOTLJ,X,O,X,X,O,X
SZIOTJL,X,O,X,O,O,X
SZIOLTJ,X,O,X,X,O,X
SZIOLJT,X,O,X,X,O,X
SZIOJTL,X,X,X,O,O,X
SZIOJLT,X,O,X,X,O,X
SZLTIJO,X,O,O,X,X,O
SZLTIOJ,X,O,O,X,O,O
SZLTJIO,X,O,O,X,X,O
SZLTJOI,X,O,O,X,X,O
SZLTOIJ,X,O,O,X,O,O
SZLTOJI,X,O,O,X,O,O
SZLITJO,X,O,O,X,X,O
SZLITOJ,X,O,O,X,O,O
SZLIJTO,X,X,O,X,X,O
SZLIJOT,X,O,X,X,X,O
SZLIOTJ,X,O,X,X,O,O
SZLIOJT,X,O,X,X,O,O
SZLJTIO,X,X,O,X,X,O
SZLJTOI,X,X,O,X,X,O
SZLJITO,X,X,O,X,X,O
SZLJIOT,O,O,X,X,X,O
SZLJOTI,O,X,X,X,X,O
SZLJOIT,O,O,X,X,X,O
SZLOTIJ,X,O,X,X,O,O
SZLOTJI,X,O,X,X,O,O
SZLOITJ,X,O,X,X,O,O
SZLOIJT,X,O,X,X,O,O
SZLOJTI,O,X,X,X,O,O
SZLOJIT,O,O,X,X,O,O
SZJTILO,O,X,O,O,X,O
SZJTIOL,O,X,O,O,X,X
SZJTLIO,O,X,O,X,X,O
SZJTLOI,O,X,O,X,X,O
SZJTOIL,O,X,O,O,X,X
SZJTOLI,O,X,O,X,X,X
SZJITLO,O,X,O,O,X,O
SZJITOL,O,X,O,O,X,X
SZJILTO,X,X,O,X,X,O
SZJILOT,O,O,X,X,X,O
SZJIOTL,O,X,X,O,X,X
SZJIOLT,O,O,X,X,X,X
SZJLTIO,X,X,O,X,X,O
SZJLTOI,X,X,O,X,X,O
SZJLITO,X,X,O,X,X,O
SZJLIOT,O,O,X,X,X,O
SZJLOTI,O,X,X,X,X,O
SZJLOIT,O,O,X,X,X,O
SZJOTIL,O,X,X,O,X,X
SZJOTLI,O,X,X,X,X,X
SZJOITL,O,X,X,O,X,X
SZJOILT,O,O,X,X,X,X
SZJOLTI,O,X,X,X,X,X
SZJOLIT,O,O,X,X,X,X
SZOTILJ,X,O,X,X,O,X
SZOTIJL,X,O,X,O,O,X
SZOTLIJ,X,O,X,X,O,X
SZOTLJI,O,O,X,X,O,X
SZOTJIL,O,O,X,O,O,X
SZOTJLI,O,O,X,X,O,X
SZOITLJ,X,O,X,X,O,X
SZOITJL,X,O,X,O,O,X
SZOILTJ,X,O,X,X,O,X
SZOILJT,X,O,X,X,O,X
SZOIJTL,X,X,X,O,O,X
SZOIJLT,X,O,X,X,O,X
SZOLTIJ,X,O,X,X,O,X
SZOLTJI,X,O,X,X,O,X
SZOLITJ,X,O,X,X,O,X
SZOLIJT,X,O,X,X,O,X
SZOLJTI,O,X,X,X,O,X
SZOLJIT,O,O,X,X,O,X
SZOJTIL,O,X,X,O,O,X
SZOJTLI,O,X,X,X,O,X
SZOJITL,O,X,X,O,O,X
SZOJILT,O,O,X,X,O,X
SZOJLTI,O,X,X,X,O,X
SZOJLIT,O,O,X,X,O,X
SOTILJZ,O,O,X,X,X,X
SOTILZJ,X,O,X,X,X,X
SOTIJLZ,O,O,X,X,X,X
SOTIJZL,O,O,X,X,X,X
SOTIZLJ,X,O,X,X,X,X
SOTIZJL,X,O,X,O,X,X
SOTLIJZ,O,O,X,X,X,X
SOTLIZJ,X,O,X,X,X,X
SOTLJIZ,O,O,X,X,X,X
SOTLJZI,O,O,X,X,X,X
SOTLZIJ,X,O,X,X,X,X
SOTLZJI,O,O,X,X,X,X
SOTJILZ,O,O,X,X,X,X
SOTJIZL,O,O,X,X,X,X
SOTJLIZ,O,O,X,X,X,X
SOTJLZI,O,O,X,X,X,X
SOTJZIL,O,O,X,X,X,X
SOTJZLI,O,O,X,X,X,X
SOTZILJ,X,O,X,X,X,X
SOTZIJL,X,O,X,O,X,X
SOTZLIJ,X,O,X,X,X,X
SOTZLJI,O,O,X,X,X,X
SOTZJIL,O,O,X,O,X,X
SOTZJLI,O,O,X,X,X,X
SOITLJZ,O,O,X,X,X,X
SOITLZJ,X,O,X,X,X,X
SOITJLZ,O,O,X,X,X,X
SOITJZL,O,O,X,X,X,X
SOITZLJ,X,O,X,X,X,X
SOITZJL,X,O,X,O,X,X
SOILTJZ,X,O,X,X,X,X
SOILTZJ,X,O,X,X,X,X
SOILJTZ,O,O,X,X,X,X
SOILJZT,O,O,X,X,O,X
SOILZTJ,X,O,X,X,O,X
SOILZJT,X,O,X,X,O,X
SOIJTLZ,O,O,X,X,X,X
SOIJTZL,O,O,X,X,X,X
SOIJLTZ,O,O,X,X,X,X
SOIJLZT,O,O,X,X,O,X
SOIJZTL,O,X,X,O,O,X
SOIJZLT,O,O,X,X,O,X
SOIZTLJ,X,O,X,X,O,X
SOIZTJL,X,O,X,O,O,X
SOIZLTJ,X,O,X,X,O,X
SOIZLJT,X,O,X,X,O,X
SOIZJTL,X,X,X,O,O,X
SOIZJLT,X,O,X,X,O,X
SOLTIJZ,O,O,X,X,X,X
SOLTIZJ,X,O,X,X,X,X
SOLTJIZ,O,O,X,X,X,X
SOLTJZI,O,O,X,X,X,X
SOLTZIJ,X,O,X,X,X,X
SOLTZJI,O,O,X,X,X,X
SOLITJZ,X,O,X,X,X,X
SOLITZJ,X,O,X,X,X,X
SOLIJTZ,O,O,X,X,X,X
SOLIJZT,O,O,X,X,O,X
SOLIZTJ,X,O,X,X,O,X
SOLIZJT,X,O,X,X,O,X
SOLJTIZ,O,O,X,X,X,X
SOLJTZI,O,O,X,X,X,X
SOLJITZ,O,O,X,X,X,X
SOLJIZT,O,O,X,X,O,X
SOLJZTI,O,X,X,X,O,X
SOLJZIT,O,O,X,X,O,X
SOLZTIJ,X,O,X,X,O,X
SOLZTJI,X,O,X,X,O,X
SOLZITJ,X,O,X,X,O,X
SOLZIJT,X,O,X,X,O,X
SOLZJTI,O,X,X,X,O,X
SOLZJIT,O,O,X,X,O,X
SOJTILZ,O,O,X,X,X,X
SOJTIZL,O,O,X,X,X,X
SOJTLIZ,O,O,X,X,X,X
SOJTLZI,O,O,X,X,X,X
SOJTZIL,O,O,X,X,X,X
SOJTZLI,O,O,X,X,X,X
SOJITLZ,O,O,X,X,X,X
SOJITZL,O,O,X,X,X,X
SOJILTZ,O,O,X,X,X,X
SOJILZT,O,O,X,X,O,X
SOJIZTL,O,X,X,O,O,X
SOJIZLT,O,O,X,X,O,X
SOJLTIZ,O,O,X,X,X,X
SOJLTZI,O,O,X,X,X,X
SOJLITZ,O,O,X,X,X,X
SOJLIZT,O,O,X,X,O,X
SOJLZTI,O,X,X,X,O,X
SOJLZIT,O,O,X,X,O,X
SOJZTIL,O,X,X,O,O,X
SOJZTLI,O,X,X,X,O,X
SOJZITL,O,X,X,O,O,X
SOJZILT,O,O,X,X,O,X
SOJZLTI,O,X,X,X,O,X
SOJZLIT,O,O,X,X,O,X
SOZTILJ,X,O,X,X,O,X
SOZTIJL,X,O,X,O,O,X
SOZTLIJ,X,O,X,X,O,X
SOZTLJI,O,O,X,X,O,X
SOZTJIL,O,O,X,O,O,X
SOZTJLI,O,O,X,X,O,X
SOZITLJ,X,O,X,X,O,X
SOZITJL,X,O,X,O,O,X
SOZILTJ,X,O,X,X,O,X
SOZILJT,X,O,X,X,O,X
SOZIJTL,X,X,X,O,O,X
SOZIJLT,X,O,X,X,O,X
SOZLTIJ,X,O,X,X,O,X
SOZLTJI,X,O,X,X,O,X
SOZLITJ,X,O,X,X,O,X
SOZLIJT,X,O,X,X,O,X
SOZLJTI,O,X,X,X,O,X
SOZLJIT,O,O,X,X,O,X
SOZJTIL,O,X,X,O,O,X
SOZJTLI,O,X,X,X,O,X
SOZJITL,O,X,X,O,O,X
SOZJILT,O,O,X,X,O,X
SOZJLTI,O,X,X,X,O,X
SOZJLIT,O,O,X,X,O,X
ZTILJSO,X,X,O,O,X,O
ZTILJOS,X,X,O,O,O,O
ZTILSJO,X,X,O,X,X,O
ZTILSOJ,X,X,O,X,O,O
ZTILOJS,X,X,O,O,O,O
ZTILOSJ,X,X,O,X,O,O
ZTIJLSO,X,X,O,O,X,O
ZTIJLOS,X,X,O,O,O,O
ZTIJSLO,X,O,O,O,X,O
ZTIJSOL,X,O,O,O,X,X
ZTIJOLS,X,X,O,O,O,O
ZTIJOSL,X,O,O,O,O,X
ZTISLJO,X,O,O,X,X,O
ZTISLOJ,X,O,O,X,O,O
ZTISJLO,X,O,O,O,X,O
ZTISJOL,X,O,O,O,X,X
ZTISOLJ,X,O,O,X,O,X
ZTISOJL,X,O,O,O,O,X
ZTIOLJS,X,X,O,O,O,O
ZTIOLSJ,X,X,O,X,O,O
ZTIOJLS,X,X,O,O,O,O
ZTIOJSL,X,O,O,O,O,X
ZTIOSLJ,X,O,O,X,O,X
ZTIOSJL,X,O,O,O,O,X
ZTLIJSO,X,X,O,O,X,O
ZTLIJOS,X,X,O,O,O,O
ZTLISJO,X,X,O,X,X,O
ZTLISOJ,X,X,O,X,O,O
ZTLIOJS,X,X,O,O,O,O
ZTLIOSJ,X,X,O,X,O,O
ZTLJISO,X,X,O,O,X,O
ZTLJIOS,X,X,O,O,O,O
ZTLJSIO,O,X,O,X,X,O
ZTLJSOI,O,X,O,X,X,O
ZTLJOIS,X,X,O,O,O,O
ZTLJOSI,O,X,O,X,O,O
ZTLSIJO,X,X,O,X,X,O
ZTLSIOJ,X,X,O,X,O,O
ZTLSJIO,O,X,O,X,X,O
ZTLSJOI,O,X,O,X,X,O
ZTLSOIJ,X,X,O,X,O,O
ZTLSOJI,O,X,O,X,O,O
ZTLOIJS,X,X,O,O,O,O
ZTLOISJ,X,X,O,X,O,O
ZTLOJIS,X,X,O,O,O,O
ZTLOJSI,O,X,O,X,O,O
ZTLOSIJ,X,X,O,X,O,O
ZTLOSJI,O,X,O,X,O,O
ZTJILSO,X,X,O,O,X,O
ZTJILOS,X,X,O,O,O,O
ZTJISLO,X,O,O,O,X,O
ZTJISOL,X,O,O,O,X,X
ZTJIOLS,X,X,O,O,O,O
ZTJIOSL,X,O,O,O,O,X
ZTJLISO,X,X,O,O,X,O
ZTJLIOS,X,X,O,O,O,O
ZTJLSIO,O,X,O,X,X,O
ZTJLSOI,O,X,O,X,X,O
ZTJLOIS,X,X,O,O,O,O
ZTJLOSI,O,X,O,X,O,O
ZTJSILO,O,O,O,O,X,O
ZTJSIOL,O,O,O,O,X,X
ZTJSLIO,O,O,O,X,X,O
ZTJSLOI,O,O,O,X,X,O
ZTJSOIL,O,O,O,O,X,X
ZTJSOLI,O,O,O,X,X,X
ZTJOILS,X,X,O,O,O,O
ZTJOISL,X,O,O,O,O,X
ZTJOLIS,X,X,O,O,O,O
ZTJOLSI,O,X,O,X,O,O
ZTJOSIL,O,O,O,O,O,X
ZTJOSLI,O,O,O,X,O,X
ZTSILJO,X,O,O,X,X,O
ZTSILOJ,X,O,O,X,O,O
ZTSIJLO,X,O,O,O,X,O
ZTSIJOL,X,O,O,O,X,X
ZTSIOLJ,X,O,O,X,O,X
ZTSIOJL,X,O,O,O,O,X
ZTSLIJO,X,O,O,X,X,O
ZTSLIOJ,X,O,O,X,O,O
ZTSLJIO,O,O,O,X,X,O
ZTSLJOI,O,O,O,X,X,O
ZTSLOIJ,X,O,O,X,O,O
ZTSLOJI,O,O,O,X,O,O
ZTSJILO,O,O,O,O,X,O
ZTSJIOL,O,O,O,O,X,X
ZTSJLIO,O,O,O,X,X,O
ZTSJLOI,O,O,O,X,X,O
ZTSJOIL,O,O,O,O,X,X
ZTSJOLI,O,O,O,X,X,X
ZTSOILJ,X,O,O,X,O,X
ZTSOIJL,X,O,O,O,O,X
ZTSOLIJ,X,O,O,X,O,X
ZTSOLJI,O,O,O,X,O,X
ZTSOJIL,O,O,O,O,O,X
ZTSOJLI,O,O,O,X,O,X
ZTOILJS,X,X,O,O,O,O
ZTOILSJ,X,X,O,X,O,O
ZTOIJLS,X,X,O,O,O,O
ZTOIJSL,X,O,O,O,O,X
ZTOISLJ,X,O,O,X,O,X
ZTOISJL,X,O,O,O,O,X
ZTOLIJS,X,X,O,O,O,O
ZTOLISJ,X,X,O,X,O,O
ZTOLJIS,X,X,O,O,O,O
ZTOLJSI,O,X,O,X,O,O
ZTOLSIJ,X,X,O,X,O,O
ZTOLSJI,O,X,O,X,O,O
ZTOJILS,X,X,O,O,O,O
ZTOJISL,X,O,O,O,O,X
ZTOJLIS,X,X,O,O,O,O
ZTOJLSI,O,X,O,X,O,O
ZTOJSIL,O,O,O,O,O,X
ZTOJSLI,O,O,O,X,O,X
ZTOSILJ,X,O,O,X,O,X
ZTOSIJL,X,O,O,O,O,X
ZTOSLIJ,X,O,O,X,O,X
ZTOSLJI,O,O,O,X,O,X
ZTOSJIL,O,O,O,O,O,X
ZTOSJLI,O,O,O,X,O,X
ZITLJSO,X,X,O,O,X,O
ZITLJOS,X,X,O,O,O,O
ZITLSJO,X,X,O,X,X,O
ZITLSOJ,X,X,O,X,O,O
ZITLOJS,X,X,O,O,O,O
ZITLOSJ,X,X,O,X,O,O
ZITJLSO,X,X,O,O,X,O
ZITJLOS,X,X,O,O,O,O
ZITJSLO,X,O,O,O,X,O
ZITJSOL,X,O,O,O,X,X
ZITJOLS,X,X,O,O,O,O
ZITJOSL,X,O,O,O,O,X
ZITSLJO,X,O,O,X,X,O
ZITSLOJ,X,O,O,X,O,O
ZITSJLO,X,O,O,O,X,O
ZITSJOL,X,O,O,O,X,X
ZITSOLJ,X,O,O,X,O,X
ZITSOJL,X,O,O,O,O,X
ZITOLJS,X,X,O,O,O,O
ZITOLSJ,X,X,O,X,O,O
ZITOJLS,X,X,O,O,O,O
ZITOJSL,X,O,O,O,O,X
ZITOSLJ,X,O,O,X,O,X
ZITOSJL,X,O,O,O,O,X
ZILTJSO,X,X,O,O,X,O
ZILTJOS,X,X,O,O,O,O
ZILTSJO,X,X,O,X,X,O
ZILTSOJ,X,X,O,X,O,O
ZILTOJS,X,X,O,O,O,O
ZILTOSJ,X,X,O,X,O,O
ZILJTSO,X,X,O,O,X,O
ZILJTOS,X,X,O,O,O,O
ZILJSTO,X,X,O,X,X,O
ZILJSOT,X,X,X,X,X,O
ZILJOTS,X,X,O,O,O,O
ZILJOST,X,X,X,X,O,O
ZILSTJO,X,X,O,X,X,O
ZILSTOJ,X,X,O,X,O,O
ZILSJTO,X,X,O,X,X,O
ZILSJOT,X,X,X,X,X,O
ZILSOTJ,X,X,X,X,O,O
ZILSOJT,X,X,X,X,O,O
ZILOTJS,X,X,O,O,O,O
ZILOTSJ,X,X,O,X,O,O
ZILOJTS,X,X,O,O,O,O
ZILOJST,X,X,X,X,O,O
ZILOSTJ,X,X,X,X,O,O
ZILOSJT,X,X,X,X,O,O
ZIJTLSO,X,X,O,O,X,O
ZIJTLOS,X,X,O,O,O,O
ZIJTSLO,X,O,O,O,X,O
ZIJTSOL,X,O,O,O,X,X
ZIJTOLS,X,X,O,O,O,O
ZIJTOSL,X,O,O,O,O,X
ZIJLTSO,X,X,O,O,X,O
ZIJLTOS,X,X,O,O,O,O
ZIJLSTO,X,X,O,X,X,O
ZIJLSOT,X,X,X,X,X,O
ZIJLOTS,X,X,O,O,O,O
ZIJLOST,X,X,X,X,O,O
ZIJSTLO,X,X,O,O,X,O
ZIJSTOL,X,X,O,O,X,X
ZIJSLTO,X,X,O,X,X,O
ZIJSLOT,X,O,X,X,X,O
ZIJSOTL,X,X,X,O,X,X
ZIJSOLT,X,O,X,X,X,X
ZIJOTLS,X,X,O,O,O,O
ZIJOTSL,X,O,O,O,O,X
ZIJOLTS,X,X,O,O,O,O
ZIJOLST,X,X,X,X,O,O
ZIJOSTL,X,X,X,O,O,X
ZIJOSLT,X,O,X,X,O,X
ZISTLJO,X,O,O,X,X,O
ZISTLOJ,X,O,O,X,O,O
ZISTJLO,X,O,O,O,X,O
ZISTJOL,X,O,O,O,X,X
ZISTOLJ,X,O,O,X,O,X
ZISTOJL,X,O,O,O,O,X
ZISLTJO,X,O,O,X,X,O
ZISLTOJ,X,O,O,X,O,O
ZISLJTO,X,X,O,X,X,O
ZISLJOT,X,O,X,X,X,O
ZISLOTJ,X,O,X,X,O,O
ZISLOJT,X,O,X,X,O,O
ZISJTLO,X,X,O,O,X,O
ZISJTOL,X,X,O,O,X,X
ZISJLTO,X,X,O,X,X,O
ZISJLOT,X,O,X,X,X,O
ZISJOTL,X,X,X,O,X,X
ZISJOLT,X,O,X,X,X,X
ZISOTLJ,X,O,X,X,O,X
ZISOTJL,X,O,X,O,O,X
ZISOLTJ,X,O,X,X,O,X
ZISOLJT,X,O,X,X,O,X
ZISOJTL,X,X,X,O,O,X
ZISOJLT,X,O,X,X,O,X
ZIOTLJS,X,X,O,O,O,O
ZIOTLSJ,X,X,O,X,O,O
ZIOTJLS,X,X,O,O,O,O
ZIOTJSL,X,O,O,O,O,X
ZIOTSLJ,X,O,O,X,O,X
ZIOTSJL,X,O,O,O,O,X
ZIOLTJS,X,X,O,O,O,O
ZIOLTSJ,X,X,O,X,O,O
ZIOLJTS,X,X,O,O,O,O
ZIOLJST,X,X,X,X,O,O
ZIOLSTJ,X,X,X,X,O,O
ZIOLSJT,X,X,X,X,O,O
ZIOJTLS,X,X,O,O,O,O
ZIOJTSL,X,O,O,O,O,X
ZIOJLTS,X,X,O,O,O,O
ZIOJLST,X,X,X,X,O,O
ZIOJSTL,X,X,X,O,O,X
ZIOJSLT,X,O,X,X,O,X
ZIOSTLJ,X,O,X,X,O,X
ZIOSTJL,X,O,X,O,O,X
ZIOSLTJ,X,O,X,X,O,X
ZIOSLJT,X,O,X,X,O,X
ZIOSJTL,X,X,X,O,O,X
ZIOSJLT,X,O,X,X,O,X
ZLTIJSO,X,X,O,O,X,O
ZLTIJOS,X,X,O,O,O,O
ZLTISJO,X,X,O,X,X,O
ZLTISOJ,X,X,O,X,O,O
ZLTIOJS,X,X,O,O,O,O
ZLTIOSJ,X,X,O,X,O,O
ZLTJISO,X,X,O,O,X,O
ZLTJIOS,X,X,O,O,O,O
ZLTJSIO,X,X,O,X,X,O
ZLTJSOI,X,X,O,X,X,O
ZLTJOIS,X,X,O,O,O,O
ZLTJOSI,X,X,O,X,O,O
ZLTSIJO,X,X,O,X,X,O
ZLTSIOJ,X,X,O,X,O,O
ZLTSJIO,X,X,O,X,X,O
ZLTSJOI,X,X,O,X,X,O
ZLTSOIJ,X,X,O,X,O,O
ZLTSOJI,X,X,O,X,O,O
ZLTOIJS,X,X,O,O,O,O
ZLTOISJ,X,X,O,X,O,O
ZLTOJIS,X,X,O,O,O,O
ZLTOJSI,X,X,O,X,O,O
ZLTOSIJ,X,X,O,X,O,O
ZLTOSJI,X,X,O,X,O,O
ZLITJSO,X,X,O,O,X,O
ZLITJOS,X,X,O,O,O,O
ZLITSJO,X,X,O,X,X,O
ZLITSOJ,X,X,O,X,O,O
ZLITOJS,X,X,O,O,O,O
ZLITOSJ,X,X,O,X,O,O
ZLIJTSO,X,X,O,O,X,O
ZLIJTOS,X,X,O,O,O,O
ZLIJSTO,X,X,O,X,X,O
ZLIJSOT,X,X,X,X,X,O
ZLIJOTS,X,X,O,O,O,O
ZLIJOST,X,X,X,X,O,O
ZLISTJO,X,X,O,X,X,O
ZLISTOJ,X,X,O,X,O,O
ZLISJTO,X,X,O,X,X,O
ZLISJOT,X,X,X,X,X,O
ZLISOTJ,X,X,X,X,O,O
ZLISOJT,X,X,X,X,O,O
ZLIOTJS,X,X,O,O,O,O
ZLIOTSJ,X,X,O,X,O,O
ZLIOJTS,X,X,O,O,O,O
ZLIOJST,X,X,X,X,O,O
ZLIOSTJ,X,X,X,X,O,O
ZLIOSJT,X,X,X,X,O,O
ZLJTISO,X,X,O,O,X,O
ZLJTIOS,X,X,O,O,O,O
ZLJTSIO,O,X,O,X,X,O
ZLJTSOI,O,X,O,X,X,O
ZLJTOIS,X,X,O,O,O,O
ZLJTOSI,O,X,O,X,O,O
ZLJITSO,X,X,O,O,X,O
ZLJITOS,X,X,O,O,O,O
ZLJISTO,X,X,O,X,X,O
ZLJISOT,X,X,X,X,X,O
ZLJIOTS,X,X,O,O,O,O
ZLJIOST,X,X,X,X,O,O
ZLJSTIO,X,X,O,X,X,O
ZLJSTOI,X,X,O,X,X,O
ZLJSITO,X,X,O,X,X,O
ZLJSIOT,O,X,X,X,X,O
ZLJSOTI,O,X,X,X,X,O
ZLJSOIT,O,X,X,X,X,O
ZLJOTIS,X,X,O,O,O,O
ZLJOTSI,O,X,O,X,O,O
ZLJOITS,X,X,O,O,O,O
ZLJOIST,X,X,X,X,O,O
ZLJOSTI,O,X,X,X,O,O
ZLJOSIT,O,X,X,X,O,O
ZLSTIJO,X,X,O,X,X,O
ZLSTIOJ,X,X,O,X,O,O
ZLSTJIO,X,X,O,X,X,O
ZLSTJOI,X,X,O,X,X,O
ZLSTOIJ,X,X,O,X,O,O
ZLSTOJI,X,X,O,X,O,O
ZLSITJO,X,X,O,X,X,O
ZLSITOJ,X,X,O,X,O,O
ZLSIJTO,X,X,O,X,X,O
ZLSIJOT,X,X,X,X,X,O
ZLSIOTJ,X,X,X,X,O,O
ZLSIOJT,X,X,X,X,O,O
ZLSJTIO,X,X,O,X,X,O
ZLSJTOI,X,X,O,X,X,O
ZLSJITO,X,X,O,X,X,O
ZLSJIOT,O,X,X,X,X,O
ZLSJOTI,O,X,X,X,X,O
ZLSJOIT,O,X,X,X,X,O
ZLSOTIJ,X,X,X,X,O,O
ZLSOTJI,X,X,X,X,O,O
ZLSOITJ,X,X,X,X,O,O
ZLSOIJT,X,X,X,X,O,O
ZLSOJTI,O,X,X,X,O,O
ZLSOJIT,O,X,X,X,O,O
ZLOTIJS,X,X,O,O,O,O
ZLOTISJ,X,X,O,X,O,O
ZLOTJIS,X,X,O,O,O,O
ZLOTJSI,X,X,O,X,O,O
ZLOTSIJ,X,X,O,X,O,O
ZLOTSJI,X,X,O,X,O,O
ZLOITJS,X,X,O,O,O,O
ZLOITSJ,X,X,O,X,O,O
ZLOIJTS,X,X,O,O,O,O
ZLOIJST,X,X,X,X,O,O
ZLOISTJ,X,X,X,X,O,O
ZLOISJT,X,X,X,X,O,O
ZLOJTIS,X,X,O,O,O,O
ZLOJTSI,O,X,O,X,O,O
ZLOJITS,X,X,O,O,O,O
ZLOJIST,X,X,X,X,O,O
ZLOJSTI,O,X,X,X,O,O
ZLOJSIT,O,X,X,X,O,O
ZLOSTIJ,X,X,X,X,O,O
ZLOSTJI,X,X,X,X,O,O
ZLOSITJ,X,X,X,X,O,O
ZLOSIJT,X,X,X,X,O,O
ZLOSJTI,O,X,X,X,O,O
ZLOSJIT,O,X,X,X,O,O
ZJTILSO,X,X,O,O,X,O
ZJTILOS,X,X,O,O,O,O
ZJTISLO,X,O,O,O,X,O
ZJTISOL,X,O,O,O,X,X
ZJTIOLS,X,X,O,O,O,O
ZJTIOSL,X,O,O,O,O,X
ZJTLISO,X,X,O,O,X,O
ZJTLIOS,X,X,O,O,O,O
ZJTLSIO,O,X,O,X,X,O
ZJTLSOI,O,X,O,X,X,O
ZJTLOIS,X,X,O,O,O,O
ZJTLOSI,O,X,O,X,O,O
ZJTSILO,O,O,O,O,X,O
ZJTSIOL,O,O,O,O,X,X
ZJTSLIO,O,O,O,X,X,O
ZJTSLOI,O,O,O,X,X,O
ZJTSOIL,O,O,O,O,X,X
ZJTSOLI,O,O,O,X,X,X
ZJTOILS,X,X,O,O,O,O
ZJTOISL,X,O,O,O,O,X
ZJTOLIS,X,X,O,O,O,O
ZJTOLSI,O,X,O,X,O,O
ZJTOSIL,O,O,O,O,O,X
ZJTOSLI,O,O,O,X,O,X
ZJITLSO,X,X,O,O,X,O
ZJITLOS,X,X,O,O,O,O
ZJITSLO,X,O,O,O,X,O
ZJITSOL,X,O,O,O,X,X
ZJITOLS,X,X,O,O,O,O
ZJITOSL,X,O,O,O,O,X
ZJILTSO,X,X,O,O,X,O
ZJILTOS,X,X,O,O,O,O
ZJILSTO,X,X,O,X,X,O
ZJILSOT,X,X,X,X,X,O
ZJILOTS,X,X,O,O,O,O
ZJILOST,X,X,X,X,O,O
ZJISTLO,O,X,O,O,X,O
ZJISTOL,O,X,O,O,X,X
ZJISLTO,X,X,O,X,X,O
ZJISLOT,O,O,X,X,X,O
ZJISOTL,O,X,X,O,X,X
ZJISOLT,O,O,X,X,X,X
ZJIOTLS,X,X,O,O,O,O
ZJIOTSL,X,O,O,O,O,X
ZJIOLTS,X,X,O,O,O,O
ZJIOLST,X,X,X,X,O,O
ZJIOSTL,O,X,X,O,O,X
ZJIOSLT,O,O,X,X,O,X
ZJLTISO,X,X,O,O,X,O
ZJLTIOS,X,X,O,O,O,O
ZJLTSIO,O,X,O,X,X,O
ZJLTSOI,O,X,O,X,X,O
ZJLTOIS,X,X,O,O,O,O
ZJLTOSI,O,X,O,X,O,O
ZJLITSO,X,X,O,O,X,O
ZJLITOS,X,X,O,O,O,O
ZJLISTO,X,X,O,X,X,O
ZJLISOT,X,X,X,X,X,O
ZJLIOTS,X,X,O,O,O,O
ZJLIOST,X,X,X,X,O,O
ZJLSTIO,X,X,O,X,X,O
ZJLSTOI,X,X,O,X,X,O
ZJLSITO,X,X,O,X,X,O
ZJLSIOT,O,X,X,X,X,O
ZJLSOTI,O,X,X,X,X,O
ZJLSOIT,O,X,X,X,X,O
ZJLOTIS,X,X,O,O,O,O
ZJLOTSI,O,X,O,X,O,O
ZJLOITS,X,X,O,O,O,O
ZJLOIST,X,X,X,X,O,O
ZJLOSTI,O,X,X,X,O,O
ZJLOSIT,O,X,X,X,O,O
ZJSTILO,O,X,O,O,X,O
ZJSTIOL,O,X,O,O,X,X
ZJSTLIO,O,X,O,X,X,O
ZJSTLOI,O,X,O,X,X,O
ZJSTOIL,O,X,O,O,X,X
ZJSTOLI,O,X,O,X,X,X
ZJSITLO,O,X,O,O,X,O
ZJSITOL,O,X,O,O,X,X
ZJSILTO,X,X,O,X,X,O
ZJSILOT,O,O,X,X,X,O
ZJSIOTL,O,X,X,O,X,X
ZJSIOLT,O,O,X,X,X,X
ZJSLTIO,X,X,O,X,X,O
ZJSLTOI,X,X,O,X,X,O
ZJSLITO,X,X,O,X,X,O
ZJSLIOT,O,O,X,X,X,O
ZJSLOTI,O,X,X,X,X,O
ZJSLOIT,O,O,X,X,X,O
ZJSOTIL,O,X,X,O,X,X
ZJSOTLI,O,X,X,X,X,X
ZJSOITL,O,X,X,O,X,X
ZJSOILT,O,O,X,X,X,X
ZJSOLTI,O,X,X,X,X,X
ZJSOLIT,O,O,X,X,X,X
ZJOTILS,X,X,O,O,O,O
ZJOTISL,X,O,O,O,O,X
ZJOTLIS,X,X,O,O,O,O
ZJOTLSI,O,X,O,X,O,O
