sequence,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhF/mBUiBmkBtqBTp?BywB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFzfBWmBNnBCqBXr?B0rB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFThBNnB2pBqqB0r?B3pB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFzfBWmBNnBCqB0r?BXrB,v115@EhC8HeB8GeC8BeA8DeC8JeNEJvhFUgBRhB6rBOsB3p?BzqB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFdmBUiBzkBfsBWw?BCqB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFNnBmkBCmBTpBXr?B0rB,v115@EhC8HeB8GeC8BeA8DeC8Je2EJvhFNmBUiBxpBzrBqq?B3pB,v115@EhC8HeB8GeC8BeA8DeC8Je2EJvhFThBNnBxpB0rBqq?B3pB,v115@EhC8HeB8GeC8BeA8DeC8Jem/IvhFChBNnBxpBXrBTp?B0rB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFzfBdmBUiBfsBCq?BWwB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFNnBmkBCmBTpB0r?BXrB,v115@EhC8HeB8GeC8BeA8DeC8Je/GJvhFUiBxkBmkBtqBTp?BywB,v115@EhC8HeB8GeC8BeA8DeC8JezAJvhFNnBxpBXrBOpB8p?BqrB,v115@EhC8HeB8GeC8BeA8DeC8Je0/IvhFThBNnBKpBWrBXl?BRwB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFNmBOpB8pBqqBXn?BzrB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFCgB8pBtqBXnBTr?BmrB
TJISOLZ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJISOZL,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TJIZLSO,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O
TJIZLOS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TJIZSLO,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O
TJIZSOL,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
TJIZOLS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJIZOSL,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJIOLSZ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJIOLZS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOSLZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TJIOSZL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJIOZLS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJIOZSL,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLISZO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJLISOZ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJLIZSO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIZOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLIOZS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIZO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJLSIOZ,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TJLSZIO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJLSZOI,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJLSOIZ,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TJLSOZI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJLZISO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJLZIOS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TJLZSIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLZOIS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLZOSI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLOISZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLOIZS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLOSZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLOZIS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZSI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSILZO,O,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
TJSILOZ,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
TJSIZLO,O,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O
TJSIZOL,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,O
TJSIOLZ,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TJSIOZL,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TJSLIZO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJSLIOZ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJSLZIO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJSLOIZ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJSLOZI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJSZILO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
TJSZIOL,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
TJSZLIO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
TJSZLOI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TJSZOIL,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJSZOLI,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJSOILZ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJSOIZL,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJSOLZI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJSOZIL,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJSOZLI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJZILSO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
TJZILOS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TJZISLO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TJZISOL,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
TJZIOLS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJZIOSL,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJZLISO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJZLIOS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZLSIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJZLSOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZLOIS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZLOSI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZSILO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TJZSIOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TJZSLIO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TJZSLOI,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X
TJZSOIL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOILS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TJZOISL,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TJZOLIS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZOLSI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZOSIL,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJZOSLI,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJOILSZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJOILZS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOISLZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJOISZL,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TJOIZLS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOIZSL,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TJOLISZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJOLIZS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOLSIZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJOLSZI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJOLZIS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOLZSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOSILZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJOSIZL,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TJOSLIZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJOSLZI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJOSZIL,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TJOSZLI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TJOZILS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZISL,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TJOZLIS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZLSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZSIL,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TJOZSLI,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TSILJZO,O,O,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X
TSILJOZ,X,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X
TSILZJO,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,O,O
TSILZOJ,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,O
TSILOJZ,X,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X
TSILOZJ,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X
TSIJLZO,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
TSIJLOZ,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
TSIJZLO,O,O,X,X,O,X,X,X,O,O,X,X,X,O,X,X,O
TSIJZOL,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O
TSIJOLZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSIJOZL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSIZLJO,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,O
TSIZLOJ,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,O
TSIZJLO,O,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,O
TSIZJOL,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O
TSIZOLJ,O,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,O
TSIZOJL,O,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O
TSIOLJZ,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
TSIOLZJ,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
TSIOJLZ,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TSIOJZL,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TSIOZLJ,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O
TSIOZJL,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O
TSLIJZO,O,O,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X
TSLIJOZ,O,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X
TSLIZJO,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,O,O
TSLIZOJ,O,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O
TSLIOJZ,O,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X
TSLIOZJ,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X
TSLJIZO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TSLJIOZ,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TSLJZIO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
TSLJZOI,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X
TSLJOIZ,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TSLJOZI,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSLZIJO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,O,O
TSLZIOJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
TSLZJIO,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,O
TSLZJOI,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O,X
TSLZOIJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
TSLZOJI,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O,X
TSLOIJZ,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TSLOIZJ,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TSLOJIZ,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TSLOJZI,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSLOZIJ,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TSLOZJI,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X
TSJILZO,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
TSJILOZ,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
TSJIZLO,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O
TSJIZOL,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
TSJIOLZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSJIOZL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSJLIZO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSJLIOZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJLZIO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TSJLZOI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X
TSJLOIZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJLOZI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJZILO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TSJZIOL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TSJZLIO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TSJZLOI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSJZOIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSJZOLI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSJOILZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJOIZL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJOLIZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJOLZI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJOZIL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJOZLI,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZILJO,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,O
TSZILOJ,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,O
TSZIJLO,O,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,O
TSZIJOL,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O
TSZIOLJ,O,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,O
TSZIOJL,O,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O
TSZLIJO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O
TSZLIOJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
TSZLJIO,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,O
TSZLJOI,O,O,O,O,O,X,O,X,X,X,O,O,X,X,X,O,X
TSZLOIJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
TSZLOJI,O,O,O,O,O,X,O,X,X,X,O,O,X,X,X,O,X
TSZJILO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TSZJIOL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TSZJLIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSZJLOI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X
TSZJOIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJOLI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOILJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
TSZOIJL,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
TSZOLIJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TSZOLJI,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSZOJIL,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TSZOJLI,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TSOILJZ,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
TSOILZJ,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
TSOIJLZ,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TSOIJZL,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TSOIZLJ,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O
TSOIZJL,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O
TSOLIJZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOLIZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOLJIZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOLJZI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOLZIJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOLZJI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
TSOJILZ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOJIZL,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TSOJLIZ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOJLZI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOJZIL,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TSOJZLI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TSOZILJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TSOZIJL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
TSOZLIJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TSOZLJI,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSOZJIL,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TSOZJLI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
TZILJSO,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O
TZILJOS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TZILSJO,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O
TZILSOJ,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
TZILOJS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TZILOSJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
TZIJLSO,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O
TZIJLOS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TZIJSLO,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
TZIJSOL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TZIJOLS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZIJOSL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZISLJO,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
TZISLOJ,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
TZISJLO,O,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O
TZISJOL,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
TZISOLJ,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
TZISOJL,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
TZIOLJS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TZIOLSJ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
TZIOJLS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TZIOJSL,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
TZIOSLJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TZIOSJL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
TZLIJSO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O
TZLIJOS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X
TZLISJO,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O,O
TZLISOJ,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
TZLIOJS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
TZLIOSJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
TZLJISO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
TZLJIOS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X
TZLJSIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TZLJSOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TZLJOIS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TZLJOSI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TZLSIJO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O,O
TZLSIOJ,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
TZLSJIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O
TZLSJOI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
TZLSOIJ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O
TZLSOJI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
TZLOIJS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
TZLOISJ,O,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,O
TZLOJIS,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TZLOJSI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TZLOSIJ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O
TZLOSJI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
TZJILSO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O
TZJILOS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X
TZJISLO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
TZJISOL,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TZJIOLS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZJIOSL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZJLISO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TZJLIOS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TZJLSIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TZJLSOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TZJLOIS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TZJLOSI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TZJSILO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TZJSIOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TZJSLIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TZJSLOI,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X
TZJSOIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJSOLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJOILS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TZJOISL,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
TZJOLIS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TZJOLSI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TZJOSIL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZJOSLI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZSILJO,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
TZSILOJ,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
TZSIJLO,O,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O
TZSIJOL,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
TZSIOLJ,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
TZSIOJL,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
TZSLIJO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O
TZSLIOJ,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
TZSLJIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O
TZSLJOI,O,O,O,O,X,X,O,X,X,X,O,O,X,X,X,O,X
