sequence,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8JeC7IvhFxcBTeB?XgBmhBFmB0qB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8JeC7IvhFOiBTeB?xgBUlBFmBXrB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8Jeq/IvhFxbBXdB?TeB2mB1qB0qB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8JeR7IvhFOiBTeB?CgB/qBFmBcrB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8JeC7IvhFxcBTeB?mhBFlBXmB0qB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8Jeu/IvhFFdBTeB?xgB3gBimB0qB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8Jeq/IvhF2gBXdB?TeBRmBFmB0qB
SIJZOTL,O,X,X,X,O,X,X
SIJZOLT,O,X,X,X,X,X,X
SIJOTLZ,O,X,O,O,O,X,X
SIJOTZL,O,X,O,X,O,X,X
SIJOLTZ,O,X,O,O,O,X,X
SIJOLZT,O,X,X,X,X,X,O
SIJOZTL,O,X,X,X,O,X,X
SIJOZLT,O,X,X,X,X,X,X
SIZTLJO,O,X,X,X,X,X,O
SIZTLOJ,O,X,X,X,O,X,O
SIZTJLO,O,X,X,X,O,X,X
SIZTJOL,O,X,X,X,O,X,X
SIZTOLJ,O,X,X,X,O,X,O
SIZTOJL,O,X,X,X,O,X,X
SIZLTJO,O,X,X,X,X,X,O
SIZLTOJ,O,X,X,X,X,X,O
SIZLJTO,O,X,X,X,X,X,O
SIZLJOT,O,X,X,X,X,X,O
SIZLOTJ,O,X,O,X,X,X,O
SIZLOJT,O,X,X,X,X,X,O
SIZJTLO,O,X,X,X,O,X,X
SIZJTOL,O,X,X,X,O,X,X
SIZJLTO,O,X,X,X,X,X,O
SIZJLOT,O,X,X,X,X,X,O
SIZJOTL,O,X,X,X,O,X,X
SIZJOLT,O,X,X,X,X,X,O
SIZOTLJ,O,X,X,X,O,X,O
SIZOTJL,O,X,X,X,O,X,X
SIZOLTJ,O,X,O,X,X,X,O
SIZOLJT,O,X,X,X,X,X,O
SIZOJTL,O,X,X,X,O,X,X
SIZOJLT,O,X,X,X,X,X,O
SIOTLJZ,O,X,O,O,O,X,X
SIOTLZJ,O,X,O,X,O,X,O
SIOTJLZ,O,X,O,O,O,X,X
SIOTJZL,O,X,O,X,O,X,X
SIOTZLJ,O,X,O,X,O,X,X
SIOTZJL,X,X,X,X,O,X,X
SIOLTJZ,O,X,O,O,O,X,X
SIOLTZJ,O,X,O,X,O,X,O
SIOLJTZ,O,X,O,O,O,X,O
SIOLJZT,O,X,X,X,X,X,O
SIOLZTJ,O,X,O,X,X,X,O
SIOLZJT,O,X,X,X,X,X,O
SIOJTLZ,O,X,O,O,O,X,X
SIOJTZL,O,X,O,X,O,X,X
SIOJLTZ,O,X,O,O,O,X,X
SIOJLZT,O,X,X,X,X,X,O
SIOJZTL,O,X,X,X,O,X,X
SIOJZLT,O,X,X,X,X,X,X
SIOZTLJ,O,X,X,X,O,X,O
SIOZTJL,O,X,X,X,O,X,X
SIOZLTJ,O,X,O,X,X,X,O
SIOZLJT,O,X,X,X,X,X,O
SIOZJTL,O,X,X,X,O,X,X
SIOZJLT,O,X,X,X,X,X,O
SLTIJZO,O,X,O,O,O,X,X
SLTIJOZ,O,X,O,O,O,O,X
SLTIZJO,X,X,X,X,X,X,O
SLTIZOJ,O,X,O,X,O,X,O
SLTIOJZ,O,X,O,O,O,O,X
SLTIOZJ,O,X,O,X,O,X,O
SLTJIZO,O,X,O,O,O,X,X
SLTJIOZ,O,X,O,O,O,O,X
SLTJZIO,O,X,O,O,O,O,X
SLTJZOI,O,X,O,O,O,O,X
SLTJOIZ,O,X,O,O,O,O,O
SLTJOZI,O,X,O,O,O,O,O
SLTZIJO,O,X,X,X,X,X,O
SLTZIOJ,O,X,O,X,O,X,O
SLTZJIO,O,X,O,O,O,X,X
SLTZJOI,O,X,O,O,O,X,O
SLTZOIJ,O,X,O,X,O,X,O
SLTZOJI,O,X,O,O,O,X,O
SLTOIJZ,O,X,O,O,O,O,X
SLTOIZJ,O,X,O,X,O,X,O
SLTOJIZ,O,X,O,O,O,O,O
SLTOJZI,O,X,O,O,O,O,O
SLTOZIJ,O,X,O,X,O,X,O
SLTOZJI,O,X,O,O,O,X,O
SLITJZO,O,X,O,O,O,X,X
SLITJOZ,O,X,O,O,O,O,X
SLITZJO,X,X,X,X,X,X,O
SLITZOJ,O,X,O,X,O,X,O
SLITOJZ,O,X,O,O,O,O,X
SLITOZJ,O,X,O,X,O,X,O
SLIJTZO,X,X,X,O,O,X,X
SLIJTOZ,O,X,X,O,O,O,X
SLIJZTO,X,X,X,X,X,X,O
SLIJZOT,O,X,X,X,X,X,O
SLIJOTZ,O,X,O,O,O,O,O
SLIJOZT,O,X,X,X,X,X,O
SLIZTJO,O,X,X,X,X,X,O
SLIZTOJ,O,X,X,X,X,X,O
SLIZJTO,O,X,X,X,X,X,O
SLIZJOT,O,X,X,X,X,X,O
SLIZOTJ,O,X,O,X,X,X,O
SLIZOJT,O,X,X,X,X,X,O
SLIOTJZ,O,X,O,O,O,O,X
SLIOTZJ,O,X,O,X,O,X,O
SLIOJTZ,O,X,O,O,O,O,O
SLIOJZT,O,X,X,X,X,X,O
SLIOZTJ,O,X,O,X,X,X,O
SLIOZJT,O,X,X,X,X,X,O
SLJTIZO,O,X,O,O,O,X,X
SLJTIOZ,O,X,O,O,O,O,X
SLJTZIO,O,X,O,O,O,O,X
SLJTZOI,O,X,O,O,O,O,X
SLJTOIZ,O,X,O,O,O,O,O
SLJTOZI,O,X,O,O,O,O,O
SLJITZO,X,X,X,O,O,X,X
SLJITOZ,O,X,X,O,O,O,X
SLJIZTO,X,X,X,X,X,X,O
SLJIZOT,O,X,X,X,X,X,O
SLJIOTZ,O,X,O,O,O,O,O
SLJIOZT,O,X,X,X,X,X,O
SLJZTIO,O,X,X,O,X,O,X
SLJZTOI,O,X,X,O,X,O,O
SLJZITO,O,X,X,X,X,O,O
SLJZIOT,O,X,X,X,X,O,O
SLJZOTI,O,X,X,O,X,O,O
SLJZOIT,O,X,X,X,X,O,O
SLJOTIZ,O,X,O,O,O,O,O
SLJOTZI,O,X,O,O,O,O,O
SLJOITZ,O,X,O,O,O,O,O
SLJOIZT,O,X,X,X,X,X,O
SLJOZTI,O,X,X,O,X,O,O
SLJOZIT,O,X,X,X,X,O,O
SLZTIJO,O,X,X,X,X,X,O
SLZTIOJ,O,X,O,X,X,X,O
SLZTJIO,O,X,O,O,X,X,X
SLZTJOI,O,X,O,O,X,X,O
SLZTOIJ,O,X,O,X,X,X,O
SLZTOJI,O,X,O,O,X,X,O
SLZITJO,O,X,X,X,X,X,O
SLZITOJ,O,X,X,X,X,X,O
SLZIJTO,O,X,X,X,X,X,O
SLZIJOT,O,X,X,X,X,X,O
SLZIOTJ,O,X,O,X,X,X,O
SLZIOJT,O,X,X,X,X,X,O
SLZJTIO,O,X,X,O,X,X,X
SLZJTOI,O,X,X,O,X,X,O
SLZJITO,O,X,X,X,X,X,O
SLZJIOT,O,X,X,X,X,X,O
SLZJOTI,O,X,X,O,X,X,O
SLZJOIT,O,X,X,X,X,X,O
SLZOTIJ,O,X,O,X,X,X,O
SLZOTJI,O,X,O,O,X,X,O
SLZOITJ,O,X,O,X,X,X,O
SLZOIJT,O,X,X,X,X,X,O
SLZOJTI,O,X,X,O,X,X,O
SLZOJIT,O,X,X,X,X,X,O
SLOTIJZ,O,X,O,O,O,O,X
SLOTIZJ,O,X,O,X,O,X,O
SLOTJIZ,O,X,O,O,O,O,O
SLOTJZI,O,X,O,O,O,O,O
SLOTZIJ,O,X,O,X,O,X,O
SLOTZJI,O,X,O,O,O,X,O
SLOITJZ,O,X,O,O,O,O,X
SLOITZJ,O,X,O,X,O,X,O
SLOIJTZ,O,X,O,O,O,O,O
SLOIJZT,O,X,X,X,X,X,O
SLOIZTJ,O,X,O,X,X,X,O
SLOIZJT,O,X,X,X,X,X,O
SLOJTIZ,O,X,O,O,O,O,O
SLOJTZI,O,X,O,O,O,O,O
SLOJITZ,O,X,O,O,O,O,O
SLOJIZT,O,X,X,X,X,X,O
SLOJZTI,O,X,X,O,X,O,O
SLOJZIT,O,X,X,X,X,O,O
SLOZTIJ,O,X,O,X,X,X,O
SLOZTJI,O,X,O,O,X,X,O
SLOZITJ,O,X,O,X,X,X,O
SLOZIJT,O,X,X,X,X,X,O
SLOZJTI,O,X,X,O,X,X,O
SLOZJIT,O,X,X,X,X,X,O
SJTILZO,O,X,O,O,O,X,X
SJTILOZ,O,X,O,O,O,X,X
SJTIZLO,O,X,O,X,O,X,X
SJTIZOL,O,X,O,X,O,X,X
SJTIOLZ,O,X,O,O,O,X,X
SJTIOZL,O,X,O,X,O,X,X
SJTLIZO,O,X,O,O,O,X,X
SJTLIOZ,O,X,O,O,O,O,X
SJTLZIO,O,X,O,O,O,O,X
SJTLZOI,O,X,O,O,O,O,X
SJTLOIZ,O,X,O,O,O,O,X
SJTLOZI,O,X,O,O,O,O,X
SJTZILO,O,O,O,X,O,X,X
SJTZIOL,O,O,O,X,O,X,X
SJTZLIO,O,O,O,O,O,X,X
SJTZLOI,O,O,O,O,O,X,X
SJTZOIL,O,O,O,X,O,X,X
SJTZOLI,O,O,O,O,O,X,X
SJTOILZ,O,X,O,O,O,X,X
SJTOIZL,O,X,O,X,O,X,X
SJTOLIZ,O,X,O,O,O,O,X
SJTOLZI,O,X,O,O,O,O,X
SJTOZIL,O,O,O,X,O,X,X
SJTOZLI,O,O,O,O,O,X,X
SJITLZO,O,X,O,O,O,X,X
SJITLOZ,O,X,O,O,O,X,X
SJITZLO,O,X,O,X,O,X,X
SJITZOL,O,X,O,X,O,X,X
SJITOLZ,O,X,O,O,O,X,X
SJITOZL,O,X,O,X,O,X,X
SJILTZO,X,X,X,O,O,X,X
SJILTOZ,O,X,X,O,O,X,X
SJILZTO,X,X,X,X,X,X,O
SJILZOT,O,X,X,X,X,X,O
SJILOTZ,O,X,O,O,O,X,X
SJILOZT,O,X,X,X,X,X,O
SJIZTLO,O,X,X,X,O,X,X
SJIZTOL,O,X,X,X,O,X,X
SJIZLTO,O,X,X,X,X,X,X
SJIZLOT,O,X,X,X,X,X,X
SJIZOTL,O,X,X,X,O,X,X
SJIZOLT,O,X,X,X,X,X,X
SJIOTLZ,O,X,O,O,O,X,X
SJIOTZL,O,X,O,X,O,X,X
SJIOLTZ,O,X,O,O,O,X,X
SJIOLZT,O,X,X,X,X,X,O
SJIOZTL,O,X,X,X,O,X,X
SJIOZLT,O,X,X,X,X,X,X
SJLTIZO,O,X,O,O,O,X,X
SJLTIOZ,O,X,O,O,O,O,X
SJLTZIO,O,X,O,O,O,O,X
SJLTZOI,O,X,O,O,O,O,X
SJLTOIZ,O,X,O,O,O,O,O
SJLTOZI,O,X,O,O,O,O,O
SJLITZO,X,X,X,O,O,X,X
SJLITOZ,O,X,X,O,O,O,X
SJLIZTO,X,X,X,X,X,X,O
SJLIZOT,O,X,X,X,X,X,O
SJLIOTZ,O,X,O,O,O,O,O
SJLIOZT,O,X,X,X,X,X,O
SJLZTIO,O,X,X,O,X,O,X
SJLZTOI,O,X,X,O,X,O,O
SJLZITO,O,X,X,X,X,O,O
SJLZIOT,O,X,X,X,X,O,O
SJLZOTI,O,X,X,O,X,O,O
SJLZOIT,O,X,X,X,X,O,O
SJLOTIZ,O,X,O,O,O,O,O
SJLOTZI,O,X,O,O,O,O,O
SJLOITZ,O,X,O,O,O,O,O
SJLOIZT,O,X,X,X,X,X,O
SJLOZTI,O,X,X,O,X,O,O
SJLOZIT,O,X,X,X,X,O,O
SJZTILO,O,O,O,X,O,X,X
SJZTIOL,O,O,O,X,O,X,X
SJZTLIO,O,O,O,O,O,X,X
SJZTLOI,O,O,O,O,O,X,X
SJZTOIL,O,O,O,X,O,X,X
SJZTOLI,O,O,O,O,O,X,X
SJZITLO,O,X,X,X,O,X,X
SJZITOL,O,X,X,X,O,X,X
SJZILTO,O,X,X,X,X,X,O
SJZILOT,O,O,X,X,X,X,O
SJZIOTL,O,X,X,X,O,X,X
SJZIOLT,O,O,X,X,X,X,O
SJZLTIO,O,O,X,O,X,O,X
SJZLTOI,O,O,X,O,X,O,O
SJZLITO,O,X,X,X,X,O,O
SJZLIOT,O,O,X,X,X,O,O
SJZLOTI,O,O,X,O,X,O,O
SJZLOIT,O,O,X,X,X,O,O
SJZOTIL,O,O,O,X,O,X,X
SJZOTLI,O,O,O,O,O,X,X
SJZOITL,O,X,X,X,O,X,X
SJZOILT,O,O,X,X,X,X,O
SJZOLTI,O,O,X,O,X,O,O
SJZOLIT,O,O,X,X,X,O,O
SJOTILZ,O,X,O,O,O,X,X
SJOTIZL,O,X,O,X,O,X,X
SJOTLIZ,O,X,O,O,O,O,X
SJOTLZI,O,X,O,O,O,O,X
SJOTZIL,O,O,O,X,O,X,X
SJOTZLI,O,O,O,O,O,X,X
SJOITLZ,O,X,O,O,O,X,X
SJOITZL,O,X,O,X,O,X,X
SJOILTZ,O,X,O,O,O,X,X
SJOILZT,O,X,X,X,X,X,O
SJOIZTL,O,X,X,X,O,X,X
SJOIZLT,O,X,X,X,X,X,X
SJOLTIZ,O,X,O,O,O,O,O
SJOLTZI,O,X,O,O,O,O,O
SJOLITZ,O,X,O,O,O,O,O
SJOLIZT,O,X,X,X,X,X,O
SJOLZTI,O,X,X,O,X,O,O
SJOLZIT,O,X,X,X,X,O,O
SJOZTIL,O,O,O,X,O,X,X
SJOZTLI,O,O,O,O,O,X,X
SJOZITL,O,X,X,X,O,X,X
SJOZILT,O,O,X,X,X,X,O
SJOZLTI,O,O,X,O,X,O,O
SJOZLIT,O,O,X,X,X,O,O
SZTILJO,O,O,X,X,X,X,O
SZTILOJ,O,O,O,X,O,X,O
SZTIJLO,O,O,X,X,O,X,X
SZTIJOL,O,O,X,X,O,X,X
SZTIOLJ,O,O,O,X,O,X,O
SZTIOJL,O,O,X,X,O,X,X
SZTLIJO,O,O,X,X,X,X,O
SZTLIOJ,O,O,O,X,O,X,O
SZTLJIO,O,O,O,O,O,X,X
SZTLJOI,O,O,O,O,O,X,O
SZTLOIJ,O,O,O,X,O,X,O
SZTLOJI,O,O,O,O,O,X,O
SZTJILO,O,O,O,X,O,X,X
SZTJIOL,O,O,O,X,O,X,X
SZTJLIO,O,O,O,O,O,X,X
SZTJLOI,O,O,O,O,O,X,X
SZTJOIL,O,O,O,X,O,X,X
SZTJOLI,O,O,O,O,O,X,X
SZTOILJ,O,O,O,X,O,X,O
SZTOIJL,O,O,X,X,O,X,X
SZTOLIJ,O,O,O,X,O,X,O
SZTOLJI,O,O,O,O,O,X,O
SZTOJIL,O,O,O,X,O,X,X
SZTOJLI,O,O,O,O,O,X,X
SZITLJO,O,X,X,X,X,X,O
SZITLOJ,O,X,X,X,O,X,O
SZITJLO,O,X,X,X,O,X,X
SZITJOL,O,X,X,X,O,X,X
SZITOLJ,O,X,X,X,O,X,O
SZITOJL,O,X,X,X,O,X,X
SZILTJO,O,X,X,X,X,X,O
SZILTOJ,O,X,X,X,X,X,O
SZILJTO,O,X,X,X,X,X,O
SZILJOT,O,O,X,X,X,X,O
SZILOTJ,O,X,O,X,X,X,O
SZILOJT,O,O,X,X,X,X,O
SZIJTLO,O,X,X,X,O,X,X
SZIJTOL,O,X,X,X,O,X,X
SZIJLTO,O,X,X,X,X,X,O
SZIJLOT,O,O,X,X,X,X,O
SZIJOTL,O,X,X,X,O,X,X
SZIJOLT,O,O,X,X,X,X,O
SZIOTLJ,O,X,X,X,O,X,O
SZIOTJL,O,X,X,X,O,X,X
SZIOLTJ,O,X,O,X,X,X,O
SZIOLJT,O,O,X,X,X,X,O
SZIOJTL,O,X,X,X,O,X,X
SZIOJLT,O,O,X,X,X,X,O
SZLTIJO,O,O,X,X,X,O,O
SZLTIOJ,O,O,O,X,X,O,O
SZLTJIO,O,O,O,O,X,O,X
SZLTJOI,O,O,O,O,X,O,O
SZLTOIJ,O,O,O,X,X,O,O
SZLTOJI,O,O,O,O,X,O,O
SZLITJO,O,X,X,X,X,O,O
SZLITOJ,O,X,X,X,X,O,O
SZLIJTO,O,X,X,X,X,O,O
SZLIJOT,O,O,X,X,X,O,O
SZLIOTJ,O,X,O,X,X,O,O
SZLIOJT,O,O,X,X,X,O,O
SZLJTIO,O,O,X,O,X,O,X
SZLJTOI,O,O,X,O,X,O,O
SZLJITO,O,X,X,X,X,O,O
SZLJIOT,O,O,X,X,X,O,O
SZLJOTI,O,O,X,O,X,O,O
SZLJOIT,O,O,X,X,X,O,O
SZLOTIJ,O,O,O,X,X,O,O
SZLOTJI,O,O,O,O,X,O,O
SZLOITJ,O,X,O,X,X,O,O
SZLOIJT,O,O,X,X,X,O,O
SZLOJTI,O,O,X,O,X,O,O
SZLOJIT,O,O,X,X,X,O,O
SZJTILO,O,O,O,X,O,X,X
SZJTIOL,O,O,O,X,O,X,X
SZJTLIO,O,O,O,O,O,X,X
SZJTLOI,O,O,O,O,O,X,X
SZJTOIL,O,O,O,X,O,X,X
SZJTOLI,O,O,O,O,O,X,X
SZJITLO,O,X,X,X,O,X,X
SZJITOL,O,X,X,X,O,X,X
SZJILTO,O,X,X,X,X,X,O
SZJILOT,O,O,X,X,X,X,O
SZJIOTL,O,X,X,X,O,X,X
SZJIOLT,O,O,X,X,X,X,O
SZJLTIO,O,O,X,O,X,O,X
SZJLTOI,O,O,X,O,X,O,O
SZJLITO,O,X,X,X,X,O,O
SZJLIOT,O,O,X,X,X,O,O
SZJLOTI,O,O,X,O,X,O,O
SZJLOIT,O,O,X,X,X,O,O
SZJOTIL,O,O,O,X,O,X,X
SZJOTLI,O,O,O,O,O,X,X
SZJOITL,O,X,X,X,O,X,X
SZJOILT,O,O,X,X,X,X,O
SZJOLTI,O,O,X,O,X,O,O
SZJOLIT,O,O,X,X,X,O,O
SZOTILJ,O,O,O,X,O,X,O
SZOTIJL,O,O,X,X,O,X,X
SZOTLIJ,O,O,O,X,O,X,O
SZOTLJI,O,O,O,O,O,X,O
SZOTJIL,O,O,O,X,O,X,X
SZOTJLI,O,O,O,O,O,X,X
SZOITLJ,O,X,X,X,O,X,O
SZOITJL,O,X,X,X,O,X,X
SZOILTJ,O,X,O,X,X,X,O
SZOILJT,O,O,X,X,X,X,O
SZOIJTL,O,X,X,X,O,X,X
SZOIJLT,O,O,X,X,X,X,O
SZOLTIJ,O,O,O,X,X,O,O
SZOLTJI,O,O,O,O,X,O,O
SZOLITJ,O,X,O,X,X,O,O
SZOLIJT,O,O,X,X,X,O,O
SZOLJTI,O,O,X,O,X,O,O
SZOLJIT,O,O,X,X,X,O,O
SZOJTIL,O,O,O,X,O,X,X
SZOJTLI,O,O,O,O,O,X,X
SZOJITL,O,X,X,X,O,X,X
SZOJILT,O,O,X,X,X,X,O
SZOJLTI,O,O,X,O,X,O,O
SZOJLIT,O,O,X,X,X,O,O
SOTILJZ,O,X,O,O,O,X,X
SOTILZJ,O,X,O,X,O,X,O
SOTIJLZ,O,X,O,O,O,X,X
SOTIJZL,O,X,O,X,O,X,X
SOTIZLJ,O,X,O,X,O,X,X
SOTIZJL,X,X,X,X,O,X,X
SOTLIJZ,O,X,O,O,O,O,X
SOTLIZJ,O,X,O,X,O,X,O
SOTLJIZ,O,X,O,O,O,O,O
SOTLJZI,O,X,O,O,O,O,O
SOTLZIJ,O,X,O,X,O,X,O
SOTLZJI,O,X,O,O,O,X,O
SOTJILZ,O,X,O,O,O,X,X
SOTJIZL,O,X,O,X,O,X,X
SOTJLIZ,O,X,O,O,O,O,X
SOTJLZI,O,X,O,O,O,O,X
SOTJZIL,O,O,O,X,O,X,X
SOTJZLI,O,O,O,O,O,X,X
SOTZILJ,O,O,O,X,O,X,O
SOTZIJL,O,O,X,X,O,X,X
SOTZLIJ,O,O,O,X,O,X,O
SOTZLJI,O,O,O,O,O,X,O
SOTZJIL,O,O,O,X,O,X,X
SOTZJLI,O,O,O,O,O,X,X
SOITLJZ,O,X,O,O,O,X,X
SOITLZJ,O,X,O,X,O,X,O
SOITJLZ,O,X,O,O,O,X,X
SOITJZL,O,X,O,X,O,X,X
SOITZLJ,O,X,O,X,O,X,X
SOITZJL,X,X,X,X,O,X,X
SOILTJZ,O,X,O,O,O,X,X
SOILTZJ,O,X,O,X,O,X,O
SOILJTZ,O,X,O,O,O,X,O
SOILJZT,O,X,X,X,X,X,O
SOILZTJ,O,X,O,X,X,X,O
SOILZJT,O,X,X,X,X,X,O
SOIJTLZ,O,X,O,O,O,X,X
SOIJTZL,O,X,O,X,O,X,X
SOIJLTZ,O,X,O,O,O,X,X
SOIJLZT,O,X,X,X,X,X,O
SOIJZTL,O,X,X,X,O,X,X
SOIJZLT,O,X,X,X,X,X,X
SOIZTLJ,O,X,X,X,O,X,O
SOIZTJL,O,X,X,X,O,X,X
SOIZLTJ,O,X,O,X,X,X,O
SOIZLJT,O,X,X,X,X,X,O
SOIZJTL,O,X,X,X,O,X,X
SOIZJLT,O,X,X,X,X,X,O
SOLTIJZ,O,X,O,O,O,O,X
SOLTIZJ,O,X,O,X,O,X,O
SOLTJIZ,O,X,O,O,O,O,O
SOLTJZI,O,X,O,O,O,O,O
SOLTZIJ,O,X,O,X,O,X,O
SOLTZJI,O,X,O,O,O,X,O
SOLITJZ,O,X,O,O,O,O,X
SOLITZJ,O,X,O,X,O,X,O
SOLIJTZ,O,X,O,O,O,O,O
SOLIJZT,O,X,X,X,X,X,O
SOLIZTJ,O,X,O,X,X,X,O
SOLIZJT,O,X,X,X,X,X,O
SOLJTIZ,O,X,O,O,O,O,O
SOLJTZI,O,X,O,O,O,O,O
SOLJITZ,O,X,O,O,O,O,O
SOLJIZT,O,X,X,X,X,X,O
SOLJZTI,O,X,X,O,X,O,O
SOLJZIT,O,X,X,X,X,O,O
SOLZTIJ,O,X,O,X,X,X,O
SOLZTJI,O,X,O,O,X,X,O
SOLZITJ,O,X,O,X,X,X,O
SOLZIJT,O,X,X,X,X,X,O
SOLZJTI,O,X,X,O,X,X,O
SOLZJIT,O,X,X,X,X,X,O
SOJTILZ,O,X,O,O,O,X,X
SOJTIZL,O,X,O,X,O,X,X
SOJTLIZ,O,X,O,O,O,O,X
SOJTLZI,O,X,O,O,O,O,X
SOJTZIL,O,O,O,X,O,X,X
SOJTZLI,O,O,O,O,O,X,X
SOJITLZ,O,X,O,O,O,X,X
SOJITZL,O,X,O,X,O,X,X
SOJILTZ,O,X,O,O,O,X,X
SOJILZT,O,X,X,X,X,X,O
SOJIZTL,O,X,X,X,O,X,X
SOJIZLT,O,X,X,X,X,X,X
SOJLTIZ,O,X,O,O,O,O,O
SOJLTZI,O,X,O,O,O,O,O
SOJLITZ,O,X,O,O,O,O,O
SOJLIZT,O,X,X,X,X,X,O
SOJLZTI,O,X,X,O,X,O,O
SOJLZIT,O,X,X,X,X,O,O
SOJZTIL,O,O,O,X,O,X,X
SOJZTLI,O,O,O,O,O,X,X
SOJZITL,O,X,X,X,O,X,X
SOJZILT,O,O,X,X,X,X,O
SOJZLTI,O,O,X,O,X,O,O
SOJZLIT,O,O,X,X,X,O,O
SOZTILJ,O,O,O,X,O,X,O
SOZTIJL,O,O,X,X,O,X,X
SOZTLIJ,O,O,O,X,O,X,O
SOZTLJI,O,O,O,O,O,X,O
SOZTJIL,O,O,O,X,O,X,X
SOZTJLI,O,O,O,O,O,X,X
SOZITLJ,O,X,X,X,O,X,O
SOZITJL,O,X,X,X,O,X,X
SOZILTJ,O,X,O,X,X,X,O
SOZILJT,O,O,X,X,X,X,O
SOZIJTL,O,X,X,X,O,X,X
SOZIJLT,O,O,X,X,X,X,O
SOZLTIJ,O,O,O,X,X,O,O
SOZLTJI,O,O,O,O,X,O,O
SOZLITJ,O,X,O,X,X,O,O
SOZLIJT,O,O,X,X,X,O,O
SOZLJTI,O,O,X,O,X,O,O
SOZLJIT,O,O,X,X,X,O,O
SOZJTIL,O,O,O,X,O,X,X
SOZJTLI,O,O,O,O,O,X,X
SOZJITL,O,X,X,X,O,X,X
SOZJILT,O,O,X,X,X,X,O
SOZJLTI,O,O,X,O,X,O,O
SOZJLIT,O,O,X,X,X,O,O
ZTILJSO,O,O,X,X,X,X,O
ZTILJOS,O,O,X,X,X,X,O
ZTILSJO,O,O,X,X,X,X,O
ZTILSOJ,O,O,X,X,X,X,O
ZTILOJS,O,O,X,X,X,X,O
ZTILOSJ,O,O,X,X,O,X,O
ZTIJLSO,O,O,X,X,X,X,X
ZTIJLOS,O,O,X,X,X,X,X
ZTIJSLO,O,O,X,X,X,X,X
ZTIJSOL,O,O,X,X,X,X,X
ZTIJOLS,O,O,X,X,X,X,X
ZTIJOSL,O,O,X,X,X,X,X
ZTISLJO,O,O,X,X,X,X,O
ZTISLOJ,O,O,X,X,X,X,O
ZTISJLO,O,O,X,X,X,X,X
ZTISJOL,O,O,X,X,X,X,X
ZTISOLJ,O,O,X,X,X,X,O
ZTISOJL,O,O,X,X,X,X,X
ZTIOLJS,O,O,X,X,X,X,O
ZTIOLSJ,O,O,X,X,O,X,O
ZTIOJLS,O,O,X,X,X,X,X
ZTIOJSL,O,O,X,X,X,X,X
ZTIOSLJ,O,O,X,X,X,X,O
ZTIOSJL,O,O,X,X,X,X,X
ZTLIJSO,O,O,X,X,X,O,O
ZTLIJOS,O,O,X,X,X,O,O
ZTLISJO,O,O,X,X,X,O,O
ZTLISOJ,O,O,X,X,X,O,O
ZTLIOJS,O,O,X,X,X,O,O
ZTLIOSJ,O,O,X,X,O,O,O
ZTLJISO,O,O,O,X,X,O,X
ZTLJIOS,O,O,O,X,X,O,X
ZTLJSIO,O,O,O,X,X,O,X
ZTLJSOI,O,O,O,X,X,O,O
ZTLJOIS,O,O,O,X,X,O,X
ZTLJOSI,O,O,O,X,X,O,O
ZTLSIJO,O,O,X,X,X,O,O
ZTLSIOJ,O,O,O,X,X,O,O
ZTLSJIO,O,O,O,X,X,O,X
ZTLSJOI,O,O,O,X,X,O,O
ZTLSOIJ,O,O,O,X,X,O,O
ZTLSOJI,O,O,O,X,X,O,O
ZTLOIJS,O,O,X,X,X,O,O
ZTLOISJ,O,O,X,X,O,O,O
ZTLOJIS,O,O,O,X,X,O,X
ZTLOJSI,O,O,O,X,X,O,O
ZTLOSIJ,O,O,O,X,X,O,O
ZTLOSJI,O,O,O,X,X,O,O
ZTJILSO,O,O,O,X,X,X,X
ZTJILOS,O,O,O,X,X,X,X
ZTJISLO,O,O,O,X,X,X,X
ZTJISOL,O,O,O,X,X,X,X
ZTJIOLS,O,O,O,X,X,X,X
ZTJIOSL,O,O,O,X,X,X,X
ZTJLISO,O,O,O,X,X,O,X
ZTJLIOS,O,O,O,X,X,O,X
ZTJLSIO,O,O,O,X,X,O,X
ZTJLSOI,O,O,O,X,X,O,X
ZTJLOIS,O,O,O,X,X,O,X
ZTJLOSI,O,O,O,X,X,O,X
ZTJSILO,O,O,O,X,X,X,X
ZTJSIOL,O,O,O,X,X,X,X
ZTJSLIO,O,O,O,X,X,X,X
ZTJSLOI,O,O,O,X,X,X,X
ZTJSOIL,O,O,O,X,X,X,X
ZTJSOLI,O,O,O,X,X,X,X
ZTJOILS,O,O,O,X,X,X,X
ZTJOISL,O,O,O,X,X,X,X
ZTJOLIS,O,O,O,X,X,O,X
ZTJOLSI,O,O,O,X,X,O,X
ZTJOSIL,O,O,O,X,X,X,X
ZTJOSLI,O,O,O,X,X,X,X
ZTSILJO,O,O,X,X,X,X,O
ZTSILOJ,O,O,O,X,O,X,O
ZTSIJLO,O,O,X,X,O,X,X
ZTSIJOL,O,O,X,X,O,X,X
