sequence,v115@zgB8HeB8HeB8HeE8CeH8AeC8Je07IvhFxcBXeB2lBz?hBSoBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeT7IvhF2hBfjB6jBU?iBxlBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Jex7IvhF8iB+jBTgBi?hBXiBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Jex7IvhF6jBTgB/mBF?iB8nBOsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeKAJvhFfhBxcB8iB+?jBzhBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Jei7IvhFzcBGeB3gBU?jBxmBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeT7IvhF0cBxdBylBG?jBfsBlsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Jei7IvhFWiBxdB3gBT?jBlmBcsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeOAJvhFxcB6jBzgBF?iB8nBfsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeOAJvhF8gBzcBfjB6?jBxmBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Je0AJvhFxhBXjBigBz?hBGjBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Jei7IvhF3cBTeB1lBW?sBxsBcsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeT7IvhF6jBOnB8nBx?lB/mBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Je2AJvhFCdBxiB3gBT?jBlmBcsB
TJIOZSL,O,O,O,X,X,O,X,X,X,O,X,O,X,X
TJLISZO,O,O,X,X,O,X,O,X,X,X,X,O,X,X
TJLISOZ,O,O,X,X,O,X,O,X,X,X,X,O,X,X
TJLIZSO,O,O,X,X,O,X,X,X,X,X,X,O,X,X
TJLIZOS,O,O,O,X,O,X,O,X,X,X,X,O,X,X
TJLIOSZ,O,O,O,X,O,X,O,X,X,X,X,O,X,X
TJLIOZS,O,O,O,X,O,X,O,X,X,X,X,O,X,X
TJLSIZO,O,O,X,X,O,X,O,X,X,O,X,O,X,X
TJLSIOZ,O,O,X,X,O,X,O,O,X,O,X,O,X,X
TJLSZIO,O,X,X,X,O,X,O,X,O,O,X,X,X,X
TJLSZOI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TJLSOIZ,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TJLSOZI,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TJLZISO,O,X,X,X,O,X,X,X,X,O,X,O,X,X
TJLZIOS,O,X,O,X,O,X,O,X,X,O,X,O,X,X
TJLZSIO,O,X,X,X,O,X,O,X,O,O,X,X,X,X
TJLZSOI,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TJLZOIS,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TJLZOSI,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TJLOISZ,O,X,O,X,O,X,O,X,O,X,X,O,X,X
TJLOIZS,O,X,O,X,O,X,O,X,O,X,X,O,X,X
TJLOSIZ,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TJLOSZI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TJLOZIS,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TJLOZSI,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TJSILZO,X,O,X,X,X,O,O,X,X,O,X,O,X,X
TJSILOZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
TJSIZLO,X,O,X,X,X,O,O,X,X,O,O,O,X,X
TJSIZOL,X,O,X,X,X,O,O,X,X,O,O,O,X,X
TJSIOLZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
TJSIOZL,X,O,X,X,X,O,O,X,X,O,X,O,X,X
TJSLIZO,O,O,X,X,O,O,O,X,X,O,X,O,X,X
TJSLIOZ,O,O,X,X,O,O,O,O,X,O,X,O,X,X
TJSLZIO,O,X,X,X,O,X,O,X,O,O,X,X,X,X
TJSLZOI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TJSLOIZ,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TJSLOZI,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TJSZILO,O,X,X,X,X,X,O,X,O,O,O,X,X,X
TJSZIOL,O,X,X,X,X,X,O,X,O,O,O,X,X,X
TJSZLIO,O,X,X,X,O,X,O,X,O,O,X,X,X,X
TJSZLOI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TJSZOIL,O,X,O,X,X,X,O,X,O,X,X,X,X,X
TJSZOLI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TJSOILZ,O,X,O,X,X,X,O,O,X,X,X,X,X,X
TJSOIZL,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSOLIZ,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TJSOLZI,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TJSOZIL,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSOZLI,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TJZILSO,O,X,X,X,O,O,X,X,X,O,X,O,X,X
TJZILOS,O,X,O,X,O,O,X,X,X,O,X,O,X,X
TJZISLO,O,X,X,X,X,O,X,X,X,O,O,O,X,X
TJZISOL,O,X,X,X,X,O,X,X,X,O,O,O,X,X
TJZIOLS,O,X,O,X,O,O,X,X,X,O,X,O,X,X
TJZIOSL,O,X,O,X,X,O,X,X,X,O,X,O,X,X
TJZLISO,O,X,X,X,O,O,X,X,X,O,X,O,X,X
TJZLIOS,O,X,O,X,O,O,X,X,X,O,X,O,X,X
TJZLSIO,O,X,X,X,O,X,O,X,O,O,X,X,X,X
TJZLSOI,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TJZLOIS,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJZLOSI,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TJZSILO,O,X,X,X,X,O,O,X,O,O,O,X,X,X
TJZSIOL,O,X,X,X,X,O,O,X,O,O,O,X,X,X
TJZSLIO,O,X,X,X,O,X,O,X,O,O,X,X,X,X
TJZSLOI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TJZSOIL,O,X,O,X,X,X,O,X,O,X,X,X,X,X
TJZSOLI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TJZOILS,O,X,O,X,O,O,X,X,O,O,X,X,X,X
TJZOISL,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TJZOLIS,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJZOLSI,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJZOSIL,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TJZOSLI,O,X,O,X,O,X,X,O,O,X,X,X,X,X
TJOILSZ,O,X,O,X,O,X,X,X,O,X,X,O,X,X
TJOILZS,O,X,O,X,O,X,X,X,O,X,X,O,X,X
TJOISLZ,O,X,O,X,X,X,X,O,O,X,X,O,X,X
TJOISZL,O,X,O,X,X,X,X,X,O,X,X,O,X,X
TJOIZLS,O,X,O,X,O,X,X,X,O,X,X,O,X,X
TJOIZSL,O,X,O,X,X,X,X,X,X,X,X,O,X,X
TJOLISZ,O,X,O,X,O,X,O,X,O,X,X,O,X,X
TJOLIZS,O,X,O,X,O,X,X,X,O,X,X,O,X,X
TJOLSIZ,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TJOLSZI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TJOLZIS,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJOLZSI,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TJOSILZ,O,X,O,X,X,X,O,O,O,X,X,X,X,X
TJOSIZL,O,X,O,X,X,X,O,X,O,X,X,X,X,X
TJOSLIZ,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TJOSLZI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TJOSZIL,O,X,O,X,X,X,O,X,O,X,X,X,X,X
TJOSZLI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TJOZILS,O,X,O,X,O,X,X,X,O,O,X,X,X,X
TJOZISL,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TJOZLIS,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJOZLSI,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJOZSIL,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TJOZSLI,O,X,O,X,O,X,X,O,O,X,X,X,X,X
TSILJZO,X,O,X,X,X,O,O,X,X,O,X,O,X,X
TSILJOZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
TSILZJO,X,O,X,X,X,O,O,X,X,O,O,X,X,X
TSILZOJ,X,O,X,X,X,O,O,X,X,O,O,X,X,X
TSILOJZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
TSILOZJ,X,O,X,X,X,O,O,X,X,O,X,X,X,X
TSIJLZO,X,O,X,X,X,O,O,X,X,O,X,O,X,X
TSIJLOZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
TSIJZLO,X,O,X,X,X,O,O,X,X,O,O,O,X,X
TSIJZOL,X,O,X,X,X,O,O,X,X,O,O,O,X,X
TSIJOLZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
TSIJOZL,X,O,X,X,X,O,O,X,X,O,X,O,X,X
TSIZLJO,X,O,X,X,X,O,O,X,X,O,O,X,X,X
TSIZLOJ,X,O,X,X,X,O,O,X,X,O,O,X,X,X
TSIZJLO,X,O,X,X,X,O,O,X,X,O,O,X,X,X
TSIZJOL,X,O,X,X,X,O,O,X,X,O,O,X,X,X
TSIZOLJ,X,O,X,X,X,O,O,X,X,O,O,X,X,X
TSIZOJL,X,O,X,X,X,O,X,X,X,O,O,X,X,X
TSIOLJZ,X,O,X,X,X,O,X,O,X,O,X,O,X,X
TSIOLZJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X
TSIOJLZ,X,O,X,X,X,O,X,O,X,O,X,O,X,X
TSIOJZL,X,O,X,X,X,O,X,X,X,O,X,O,X,X
TSIOZLJ,X,O,X,X,X,O,X,X,X,O,O,X,X,X
TSIOZJL,X,O,X,X,X,O,X,X,X,O,O,X,X,X
TSLIJZO,O,O,X,X,O,O,O,X,X,O,X,O,X,X
TSLIJOZ,O,O,X,X,O,O,O,O,X,O,X,O,X,X
TSLIZJO,O,O,X,X,X,O,O,X,X,O,O,X,X,X
TSLIZOJ,O,O,X,X,X,O,O,X,X,O,O,X,X,X
TSLIOJZ,O,O,X,X,O,O,O,O,X,O,X,O,X,X
TSLIOZJ,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TSLJIZO,O,O,X,X,O,O,O,X,X,O,X,O,X,X
TSLJIOZ,O,O,X,X,O,O,O,O,X,O,X,O,X,X
TSLJZIO,O,X,X,X,O,X,O,X,O,O,X,X,X,X
TSLJZOI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TSLJOIZ,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TSLJOZI,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TSLZIJO,O,O,X,X,X,O,O,O,O,O,O,X,X,X
TSLZIOJ,O,O,X,O,X,O,O,O,O,O,O,X,X,X
TSLZJIO,O,X,X,X,O,O,O,O,O,O,X,X,X,X
TSLZJOI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
TSLZOIJ,O,X,X,O,X,X,O,O,O,X,X,X,X,X
TSLZOJI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
TSLOIJZ,O,O,O,X,O,O,O,O,O,O,X,X,X,X
TSLOIZJ,O,O,X,O,X,O,O,X,X,O,X,X,X,X
TSLOJIZ,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TSLOJZI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TSLOZIJ,O,X,X,O,X,X,O,O,O,X,X,X,X,X
TSLOZJI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
TSJILZO,X,O,X,X,X,O,O,X,X,O,X,O,X,X
TSJILOZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
TSJIZLO,X,O,X,X,X,O,O,X,X,O,O,O,X,X
TSJIZOL,X,O,X,X,X,O,O,X,X,O,O,O,X,X
TSJIOLZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
TSJIOZL,X,O,X,X,X,O,O,X,X,O,X,O,X,X
TSJLIZO,O,O,X,X,O,O,O,X,X,O,X,O,X,X
TSJLIOZ,O,O,X,X,O,O,O,O,X,O,X,O,X,X
TSJLZIO,O,X,X,X,O,X,O,X,O,O,X,X,X,X
TSJLZOI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TSJLOIZ,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TSJLOZI,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TSJZILO,O,X,X,X,X,X,O,X,O,O,O,X,X,X
TSJZIOL,O,X,X,X,X,X,O,X,O,O,O,X,X,X
TSJZLIO,O,X,X,X,O,X,O,X,O,O,X,X,X,X
TSJZLOI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TSJZOIL,O,X,O,X,X,X,O,X,O,X,X,X,X,X
TSJZOLI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TSJOILZ,O,X,O,X,X,X,O,O,X,X,X,X,X,X
TSJOIZL,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSJOLIZ,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TSJOLZI,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TSJOZIL,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSJOZLI,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TSZILJO,X,O,X,X,X,O,O,O,O,O,O,X,X,X
TSZILOJ,X,O,X,O,X,O,O,O,O,O,O,X,X,X
TSZIJLO,X,O,X,X,X,O,O,O,O,O,O,X,X,X
TSZIJOL,X,O,X,X,X,O,O,O,O,O,O,X,X,X
TSZIOLJ,X,O,X,O,X,O,O,O,O,O,O,X,X,X
TSZIOJL,X,O,X,O,X,O,X,O,O,O,O,X,X,X
TSZLIJO,X,O,X,X,X,O,O,O,O,O,O,X,X,X
TSZLIOJ,X,O,X,O,X,O,O,O,O,O,O,X,X,X
TSZLJIO,X,X,X,X,X,O,O,O,O,O,X,X,X,X
TSZLJOI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
TSZLOIJ,X,X,X,O,X,X,O,O,O,X,X,X,X,X
TSZLOJI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
TSZJILO,X,X,X,X,X,O,O,O,O,O,O,X,X,X
TSZJIOL,X,X,X,X,X,O,O,O,O,O,O,X,X,X
TSZJLIO,X,X,X,X,X,O,O,O,O,O,X,X,X,X
TSZJLOI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
TSZJOIL,X,X,X,O,X,X,O,O,O,X,X,X,X,X
TSZJOLI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
TSZOILJ,X,X,X,O,X,X,O,O,O,X,O,X,X,X
TSZOIJL,X,X,X,O,X,X,X,O,O,X,O,X,X,X
TSZOLIJ,X,X,X,O,X,X,O,O,O,X,X,X,X,X
TSZOLJI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
TSZOJIL,X,X,X,O,X,X,O,O,O,X,X,X,X,X
TSZOJLI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
TSOILJZ,O,O,O,X,X,O,X,O,O,O,X,X,X,X
TSOILZJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X
TSOIJLZ,O,O,O,X,X,O,X,O,O,O,X,X,X,X
TSOIJZL,O,O,O,X,X,O,X,X,O,O,X,X,X,X
TSOIZLJ,X,O,X,O,X,O,X,X,O,O,O,X,X,X
TSOIZJL,X,O,X,O,X,O,X,X,O,O,O,X,X,X
TSOLIJZ,O,O,O,X,O,O,O,O,O,O,X,X,X,X
TSOLIZJ,O,O,X,O,X,O,O,X,X,O,X,X,X,X
TSOLJIZ,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TSOLJZI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TSOLZIJ,O,X,X,O,X,X,O,O,O,X,X,X,X,X
TSOLZJI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
TSOJILZ,O,X,O,X,X,X,O,O,O,X,X,X,X,X
TSOJIZL,O,X,O,X,X,X,O,X,O,X,X,X,X,X
TSOJLIZ,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TSOJLZI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TSOJZIL,O,X,O,X,X,X,O,X,O,X,X,X,X,X
TSOJZLI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TSOZILJ,X,X,X,O,X,X,O,O,O,X,O,X,X,X
TSOZIJL,X,X,X,O,X,X,X,O,O,X,O,X,X,X
TSOZLIJ,X,X,X,O,X,X,O,O,O,X,X,X,X,X
TSOZLJI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
TSOZJIL,X,X,X,O,X,X,O,O,O,X,X,X,X,X
TSOZJLI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
TZILJSO,X,O,X,X,X,O,X,X,X,O,X,O,O,O
TZILJOS,X,O,X,X,X,O,X,X,X,O,X,O,O,O
TZILSJO,X,O,X,X,X,O,X,X,X,O,O,X,X,O
TZILSOJ,X,O,X,X,X,O,X,X,X,O,O,X,X,X
TZILOJS,X,O,X,X,X,O,X,X,X,O,X,O,O,O
TZILOSJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X
TZIJLSO,X,O,X,X,X,O,X,O,X,O,X,O,O,O
TZIJLOS,X,O,X,X,X,O,X,X,X,O,X,O,O,O
TZIJSLO,X,O,X,X,X,O,X,O,X,O,O,O,X,O
TZIJSOL,X,O,X,X,X,O,X,O,X,O,O,O,X,X
TZIJOLS,X,O,X,X,X,O,X,O,X,O,X,O,O,O
TZIJOSL,X,O,X,X,X,O,X,O,X,O,X,O,X,X
TZISLJO,X,O,X,X,X,O,X,O,X,O,O,X,X,O
TZISLOJ,X,O,X,X,X,O,X,O,X,O,O,X,X,X
TZISJLO,X,O,X,X,X,O,X,O,X,O,O,X,X,O
TZISJOL,X,O,X,X,X,O,X,O,X,O,O,X,X,X
TZISOLJ,X,O,X,X,X,O,X,O,X,O,O,X,X,X
TZISOJL,X,O,X,X,X,O,X,O,X,O,O,X,X,X
TZIOLJS,X,O,X,X,X,O,X,O,X,O,X,O,O,O
TZIOLSJ,X,O,X,X,X,O,X,O,X,O,X,X,X,X
TZIOJLS,X,O,X,X,X,O,X,O,X,O,X,O,O,O
TZIOJSL,X,O,X,X,X,O,X,O,X,O,X,O,X,X
TZIOSLJ,X,O,X,X,X,O,X,O,X,O,O,X,X,X
TZIOSJL,X,O,X,X,X,O,X,O,X,O,O,X,X,X
TZLIJSO,X,O,X,X,X,O,X,X,X,O,X,O,O,O
TZLIJOS,X,O,X,X,X,O,X,X,X,O,X,O,O,O
TZLISJO,X,O,X,X,X,O,X,X,X,O,O,X,X,O
TZLISOJ,X,O,X,X,X,O,X,X,X,O,O,X,X,X
TZLIOJS,X,O,X,X,X,O,X,X,X,O,X,O,O,O
TZLIOSJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X
TZLJISO,O,X,X,X,O,O,X,O,X,O,X,O,O,O
TZLJIOS,O,X,O,X,O,O,X,X,X,O,X,O,O,O
TZLJSIO,O,X,X,X,O,X,O,O,O,O,X,X,X,O
TZLJSOI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TZLJOIS,O,X,O,X,O,X,X,O,O,X,X,X,X,O
TZLJOSI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TZLSIJO,O,O,X,X,X,X,X,O,O,O,O,X,X,O
TZLSIOJ,O,O,X,O,X,X,X,O,O,O,O,X,X,X
TZLSJIO,O,X,X,X,O,X,X,O,O,O,X,X,X,O
TZLSJOI,O,X,X,O,O,X,X,O,O,X,X,X,X,X
TZLSOIJ,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TZLSOJI,O,X,X,O,O,X,X,O,O,X,X,X,X,X
TZLOIJS,O,X,O,X,X,X,X,O,O,X,X,X,X,O
TZLOISJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TZLOJIS,O,X,O,X,O,X,X,O,O,X,X,X,X,O
TZLOJSI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TZLOSIJ,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TZLOSJI,O,X,X,O,O,X,X,O,O,X,X,X,X,X
TZJILSO,O,X,X,X,O,O,X,O,X,O,X,O,O,O
TZJILOS,O,X,O,X,O,O,X,X,X,O,X,O,O,O
TZJISLO,O,X,X,X,X,O,X,O,X,O,O,O,X,O
TZJISOL,O,X,X,X,X,O,X,O,X,O,O,O,X,X
TZJIOLS,O,X,O,X,O,O,X,O,X,O,X,O,O,O
TZJIOSL,O,X,O,X,X,O,X,O,X,O,X,O,X,X
TZJLISO,O,X,X,X,O,O,X,O,X,O,X,O,O,O
TZJLIOS,O,X,O,X,O,O,X,X,X,O,X,O,O,O
TZJLSIO,O,X,X,X,O,X,O,O,O,O,X,X,X,O
TZJLSOI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TZJLOIS,O,X,O,X,O,X,X,O,O,X,X,X,X,O
TZJLOSI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TZJSILO,O,X,X,X,X,O,O,O,O,O,O,X,X,O
TZJSIOL,O,X,X,X,X,O,O,O,O,O,O,X,X,X
TZJSLIO,O,X,X,X,O,O,O,O,O,O,X,X,X,O
TZJSLOI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TZJSOIL,O,X,O,X,X,X,O,O,O,X,X,X,X,X
TZJSOLI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TZJOILS,O,X,O,X,O,O,X,O,O,O,X,X,X,O
TZJOISL,O,X,O,X,X,O,X,O,X,O,X,X,X,X
TZJOLIS,O,X,O,X,O,X,X,O,O,X,X,X,X,O
TZJOLSI,O,X,O,X,O,X,X,O,O,X,X,X,X,X
TZJOSIL,O,X,O,X,X,X,X,O,O,X,X,X,X,X
TZJOSLI,O,X,O,X,O,X,X,O,O,X,X,X,X,X
TZSILJO,X,O,X,X,X,O,X,O,O,O,O,X,X,O
TZSILOJ,X,O,X,O,X,O,X,O,O,O,O,X,X,X
TZSIJLO,X,O,X,X,X,O,X,O,O,O,O,X,X,O
TZSIJOL,X,O,X,X,X,O,X,O,O,O,O,X,X,X
TZSIOLJ,X,O,X,O,X,O,X,O,O,O,O,X,X,X
TZSIOJL,X,O,X,O,X,O,X,O,O,O,O,X,X,X
TZSLIJO,X,O,X,X,X,O,X,O,O,O,O,X,X,O
TZSLIOJ,X,O,X,O,X,O,X,O,O,O,O,X,X,X
TZSLJIO,X,X,X,X,X,O,X,O,O,O,X,X,X,O
TZSLJOI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TZSLOIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TZSLOJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TZSJILO,X,X,X,X,X,O,X,O,O,O,O,X,X,O
TZSJIOL,X,X,X,X,X,O,X,O,O,O,O,X,X,X
TZSJLIO,X,X,X,X,X,O,X,O,O,O,X,X,X,O
TZSJLOI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TZSJOIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TZSJOLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TZSOILJ,X,X,X,O,X,X,X,O,O,X,O,X,X,X
TZSOIJL,X,X,X,O,X,X,X,O,O,X,O,X,X,X
TZSOLIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TZSOLJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TZSOJIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TZSOJLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TZOILJS,O,X,O,X,X,O,X,O,O,O,X,X,X,O
TZOILSJ,O,X,X,O,X,O,X,O,X,O,X,X,X,X
TZOIJLS,O,X,O,X,X,O,X,O,O,O,X,X,X,O
TZOIJSL,O,X,O,X,X,O,X,O,X,O,X,X,X,X
TZOISLJ,X,X,X,O,X,O,X,O,X,O,O,X,X,X
TZOISJL,X,X,X,O,X,O,X,O,X,O,O,X,X,X
TZOLIJS,O,X,O,X,X,X,X,O,O,X,X,X,X,O
TZOLISJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TZOLJIS,O,X,O,X,O,X,X,O,O,X,X,X,X,O
TZOLJSI,O,X,O,X,O,X,X,O,O,X,X,X,X,X
TZOLSIJ,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TZOLSJI,O,X,X,O,O,X,X,O,O,X,X,X,X,X
TZOJILS,O,X,O,X,O,O,X,O,O,O,X,X,X,O
TZOJISL,O,X,O,X,X,O,X,O,X,O,X,X,X,X
TZOJLIS,O,X,O,X,O,X,X,O,O,X,X,X,X,O
TZOJLSI,O,X,O,X,O,X,X,O,O,X,X,X,X,X
TZOJSIL,O,X,O,X,X,X,X,O,O,X,X,X,X,X
TZOJSLI,O,X,O,X,O,X,X,O,O,X,X,X,X,X
TZOSILJ,X,X,X,O,X,X,X,O,O,X,O,X,X,X
TZOSIJL,X,X,X,O,X,X,X,O,O,X,O,X,X,X
TZOSLIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TZOSLJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TZOSJIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TZOSJLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TOILJSZ,O,O,O,X,O,X,X,X,O,X,X,O,X,X
TOILJZS,O,O,O,X,O,X,X,X,O,X,X,O,X,X
TOILSJZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TOILSZJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X
TOILZJS,O,O,O,X,X,O,X,X,X,O,X,O,X,X
TOILZSJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X
TOIJLSZ,O,O,O,X,O,X,X,X,O,X,X,O,X,X
TOIJLZS,O,O,O,X,O,X,X,X,O,X,X,O,X,X
TOIJSLZ,O,O,O,X,X,O,X,O,O,O,X,O,X,X
TOIJSZL,O,O,O,X,X,O,X,X,O,O,X,O,X,X
TOIJZLS,O,O,O,X,O,O,X,X,O,O,X,O,X,X
TOIJZSL,O,O,O,X,X,O,X,X,X,O,X,O,X,X
TOISLJZ,O,O,O,X,X,O,X,O,O,O,X,O,X,X
TOISLZJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X
TOISJLZ,O,O,O,X,X,O,X,O,O,O,X,O,X,X
TOISJZL,O,O,O,X,X,O,X,X,O,O,X,O,X,X
TOISZLJ,X,O,X,O,X,O,X,X,O,O,X,X,X,X
TOISZJL,X,O,X,O,X,O,X,X,O,O,X,X,X,X
TOIZLJS,O,O,O,X,X,O,X,O,O,O,X,O,X,X
TOIZLSJ,O,O,X,O,X,O,X,O,X,O,X,X,X,X
TOIZJLS,O,O,O,X,X,O,X,O,O,O,X,O,X,X
TOIZJSL,O,O,O,X,X,O,X,O,X,O,X,O,X,X
TOIZSLJ,X,O,X,O,X,O,X,O,X,O,X,X,X,X
TOIZSJL,X,O,X,O,X,O,X,O,X,O,X,X,X,X
TOLIJSZ,O,O,O,X,O,X,O,X,O,X,X,O,X,X
TOLIJZS,O,O,O,X,O,X,X,X,O,X,X,O,X,X
TOLISJZ,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TOLISZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TOLIZJS,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TOLIZSJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
