sequence,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFTdB3gBcmBy?nBWwBFsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFTdB8nBllBa?sBXrBGrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhF3gBFiB8nB6?rBOsBzqB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFOiBFhBziB6?qBcrBXsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je07IvhFOiBziBllBx?rBqrBXrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFTdB8nBllBm?rB3rBCrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFOiBziBllBc?rBXsBCrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhF0dB1lBmhBq?rB3nBzqB,v115@zgB8FeE8FeC8GeD8EeE8DeC8JeX8IvhFFiB8nBxlB6?qBOsBTrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhF5hB1lBiiB0?iBzqBXsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je07IvhFmiBllBxrBq?rBTnBXrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jel7IvhFCdB/mBmiB0?lBTnBRwB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFeiBfjBllBc?sBTrBCrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je07IvhFxcBmiBllBT?nBXrBqrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8JeX8IvhFmiBllBxrBq?rBTnB0qB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhF0dB1lBRnBz?qBCsBfsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex8IvhFmiBllB3mBc?sB6qBTrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFmiBllBcrBT?nBCrBXsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhFXdB1lBziBU?nBSrBRwB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je07IvhFzcBfjBylBW?wBxrBFsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je/BJvhFGdBZnB8nBl?lBTrB6qB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhFaiBfjB1lB5?mBcsBzqB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhFTdB1lBfnB8?nBSrBRwB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFfjBWnBllBK?nB0rBzqB,v115@zgB8FeE8FeC8GeD8EeE8DeC8JeC9IvhF3gB8qBRnBl?nBzrBmqB
ZJLSTIO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJLSTOI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJLSITO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJLSIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSOTI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOTIS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOTSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOITS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOIST,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOSTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOSIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSTILO,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,O,O,O,X
ZJSTIOL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,O,X,X
ZJSTLIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZJSTLOI,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZJSTOIL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJSTOLI,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZJSITLO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,O,O,X
ZJSITOL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,O,X,X
ZJSILTO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJSILOT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSIOTL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O
ZJSIOLT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLTIO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZJSLTOI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZJSLITO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJSLIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLOTI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSOTIL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJSOTLI,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZJSOITL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O
ZJSOILT,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSOLTI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSOLIT,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTILS,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZJOTISL,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
ZJOTLIS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJOTLSI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJOTSIL,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZJOTSLI,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
ZJOITLS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZJOITSL,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
ZJOILTS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOILST,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOISTL,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O
ZJOISLT,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLTIS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJOLTSI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJOLITS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLIST,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLSTI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLSIT,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSTIL,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJOSTLI,O,X,O,O,X,O,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
ZJOSITL,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O
ZJOSILT,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSLTI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSLIT,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTILJO,X,O,O,O,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
ZSTILOJ,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
ZSTIJLO,X,X,X,O,X,X,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X
ZSTIJOL,X,X,X,O,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X
ZSTIOLJ,X,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O
ZSTIOJL,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O
ZSTLIJO,X,O,O,O,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSTLIOJ,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSTLJIO,X,O,O,O,X,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
ZSTLJOI,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
ZSTLOIJ,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSTLOJI,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSTJILO,X,X,X,O,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,O,X,O,O,O,X
ZSTJIOL,X,X,X,O,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,O,X,O,O,X,X
ZSTJLIO,X,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZSTJLOI,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZSTJOIL,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
ZSTJOLI,X,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZSTOILJ,X,O,O,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X,O
ZSTOIJL,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X,O
ZSTOLIJ,X,O,O,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X
ZSTOLJI,X,O,O,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
ZSTOJIL,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X
ZSTOJLI,X,X,O,O,X,X,O,X,X,X,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X
ZSITLJO,X,O,O,O,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X
ZSITLOJ,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
ZSITJLO,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X
ZSITJOL,X,X,X,O,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X
ZSITOLJ,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O
ZSITOJL,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O
ZSILTJO,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
ZSILTOJ,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
ZSILJTO,X,X,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSILJOT,X,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSILOTJ,X,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O
ZSILOJT,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSIJTLO,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O,X,O,O,O,X
ZSIJTOL,O,X,X,O,X,O,O,X,O,X,X,O,O,X,X,X,O,X,X,O,X,O,O,X,X
ZSIJLTO,O,X,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
ZSIJLOT,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSIJOTL,O,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,O,X,O
ZSIJOLT,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSIOTLJ,X,O,O,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,O,O,O,X,O
ZSIOTJL,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,O,O,O,X,O
ZSIOLTJ,X,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O
ZSIOLJT,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSIOJTL,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O
ZSIOJLT,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSLTIJO,X,O,O,O,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSLTIOJ,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSLTJIO,X,O,O,O,X,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
ZSLTJOI,X,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
ZSLTOIJ,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSLTOJI,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSLITJO,X,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSLITOJ,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSLIJTO,X,X,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSLIJOT,X,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSLIOTJ,X,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZSLIOJT,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSLJTIO,O,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZSLJTOI,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZSLJITO,O,X,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
ZSLJIOT,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSLJOTI,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSLJOIT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOTIJ,X,O,O,O,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSLOTJI,X,O,O,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSLOITJ,X,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZSLOIJT,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSLOJTI,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSLOJIT,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTILO,O,X,X,O,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X,O,X,O,O,O,X
ZSJTIOL,O,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,O,X,O,O,X,X
ZSJTLIO,O,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZSJTLOI,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZSJTOIL,O,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
ZSJTOLI,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZSJITLO,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O,X,O,O,O,X
ZSJITOL,O,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,O,X,O,O,X,X
ZSJILTO,O,X,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
ZSJILOT,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSJIOTL,O,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O
ZSJIOLT,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSJLTIO,O,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZSJLTOI,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZSJLITO,O,X,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
ZSJLIOT,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSJLOTI,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSJLOIT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOTIL,O,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
ZSJOTLI,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZSJOITL,O,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O
ZSJOILT,O,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSJOLTI,O,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSJOLIT,O,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTILJ,X,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O,O,X,O
ZSOTIJL,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,O,O,O,X,O
ZSOTLIJ,X,O,O,O,X,X,O,X,O,O,X,O,O,O,X,X,X,X,X,X,O,O,X,X,X
ZSOTLJI,X,O,O,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
ZSOTJIL,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X
ZSOTJLI,X,X,O,O,X,X,O,X,X,O,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X
ZSOITLJ,X,O,O,O,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O,O,X,O
ZSOITJL,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,O,O,O,X,O
ZSOILTJ,X,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O
ZSOILJT,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOIJTL,X,X,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O
ZSOIJLT,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOLTIJ,X,O,O,O,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOLTJI,X,O,O,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOLITJ,X,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZSOLIJT,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOLJTI,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOLJIT,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJTIL,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
ZSOJTLI,X,X,O,O,X,O,O,X,X,X,X,O,O,O,X,X,O,O,X,X,X,O,X,O,X
ZSOJITL,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,O
ZSOJILT,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOJLTI,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOJLIT,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTILJS,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOTILSJ,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,X,O,X,O,X,X
ZOTIJLS,X,O,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZOTIJSL,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
ZOTISLJ,X,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
ZOTISJL,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
ZOTLIJS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTLISJ,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZOTLJIS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZOTLJSI,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOTLSIJ,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOTLSJI,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJILS,X,O,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
ZOTJISL,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
ZOTJLIS,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZOTJLSI,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOTJSIL,X,X,X,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
ZOTJSLI,X,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
ZOTSILJ,X,O,O,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,O
ZOTSIJL,X,X,X,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,O
ZOTSLIJ,X,O,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
ZOTSLJI,X,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOTSJIL,X,X,X,O,X,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X
ZOTSJLI,X,X,O,O,X,X,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZOITLJS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOITLSJ,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
ZOITJLS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOITJSL,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
ZOITSLJ,X,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
ZOITSJL,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
ZOILTJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOILTSJ,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
ZOILJTS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILJST,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O
