sequence,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFUcBRdBFgBT?iBfqBuqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFUcBRdBFgBT?iBWqB3qB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jex6IvhFXcBldB6kB2?lBUiBTqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFUcBRdBTiBf?qBllBGqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Je2/IvhFRbB3dBFhBU?iBClBTqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFRdBUgBFhBT?iBfqBuqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Je2/IvhFXcBldBUiBR?lBClBTqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jem6IvhFRdB0fBFhBT?iBSqB3qB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Je2/IvhFRdBFhBTiBC?lB3lBUqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFRdBUgBFhBT?iBWqB3qB
IOSZTJL,O,X,X,O,X,O,O,X,X,X
IOSZLTJ,O,X,X,O,X,O,O,O,X,X
IOSZLJT,O,O,X,O,X,O,O,O,X,X
IOSZJTL,O,O,X,X,X,O,O,X,X,X
IOSZJLT,O,O,X,O,X,O,O,X,X,X
IOZTLJS,O,O,O,X,X,X,O,O,O,X
IOZTLSJ,O,X,O,O,X,X,O,O,X,X
IOZTJLS,O,O,O,X,X,X,O,X,O,O
IOZTJSL,O,O,O,X,X,X,O,X,X,O
IOZTSLJ,O,X,O,O,X,O,O,X,X,X
IOZTSJL,O,X,O,X,X,O,O,X,X,X
IOZLTJS,O,O,O,X,X,X,O,O,O,X
IOZLTSJ,O,X,O,O,X,X,O,O,X,X
IOZLJTS,O,O,O,X,X,X,O,O,O,O
IOZLJST,O,O,O,O,X,X,O,O,X,O
IOZLSTJ,O,X,O,O,X,O,O,O,X,X
IOZLSJT,O,O,O,O,X,O,O,O,X,X
IOZJTLS,O,O,O,X,X,X,O,X,O,O
IOZJTSL,O,O,O,X,X,X,O,X,X,O
IOZJLTS,O,O,O,X,X,X,O,O,O,O
IOZJLST,O,O,O,O,X,X,O,O,X,O
IOZJSTL,O,O,O,X,X,X,O,X,X,O
IOZJSLT,O,O,O,O,X,X,O,X,X,O
IOZSTLJ,O,X,O,O,X,O,O,X,X,X
IOZSTJL,O,X,O,O,X,O,O,X,X,X
IOZSLTJ,O,X,O,O,X,O,O,O,X,X
IOZSLJT,O,O,O,O,X,O,O,O,X,X
IOZSJTL,O,O,O,X,X,O,O,X,X,X
IOZSJLT,O,O,O,O,X,O,O,X,X,X
LTIJSZO,X,O,O,X,O,X,X,X,X,X
LTIJSOZ,X,O,O,X,O,X,X,X,X,X
LTIJZSO,O,O,O,X,O,X,X,X,X,X
LTIJZOS,O,O,O,X,X,X,X,X,X,X
LTIJOSZ,X,X,O,X,O,X,X,X,O,X
LTIJOZS,X,O,X,X,X,X,X,X,O,X
LTISJZO,O,X,O,O,O,X,X,X,X,X
LTISJOZ,O,X,O,X,O,X,X,X,X,X
LTISZJO,O,X,X,O,O,X,X,X,X,X
LTISZOJ,O,X,X,O,X,X,X,X,X,X
LTISOJZ,X,X,X,X,O,X,X,X,X,X
LTISOZJ,O,X,X,O,X,X,X,X,X,X
LTIZJSO,O,O,O,X,O,X,X,X,X,X
LTIZJOS,O,O,O,X,X,X,X,O,X,X
LTIZSJO,O,X,O,O,O,X,X,X,X,X
LTIZSOJ,O,X,O,O,X,X,X,X,X,X
LTIZOJS,O,O,O,X,X,X,X,O,X,X
LTIZOSJ,O,X,O,O,X,X,X,O,X,X
LTIOJSZ,X,X,O,X,O,X,X,X,O,X
LTIOJZS,X,X,O,X,X,X,X,O,O,X
LTIOSJZ,X,X,O,X,O,X,X,X,O,X
LTIOSZJ,X,X,X,X,X,X,X,O,X,X
LTIOZJS,X,X,O,X,X,X,X,O,O,X
LTIOZSJ,X,X,X,X,X,X,X,O,X,X
LTJISZO,X,O,O,X,O,X,X,X,X,X
LTJISOZ,X,O,O,X,O,X,X,X,X,X
LTJIZSO,O,O,O,X,O,X,X,X,X,X
LTJIZOS,O,O,O,X,X,X,X,X,X,X
LTJIOSZ,X,O,O,X,O,X,X,X,O,X
LTJIOZS,X,O,X,X,X,X,X,X,O,X
LTJSIZO,X,O,O,X,O,X,X,X,X,X
LTJSIOZ,X,O,O,X,O,X,X,X,X,X
LTJSZIO,X,O,O,X,O,X,X,X,X,X
LTJSZOI,X,O,O,X,O,X,X,X,X,X
LTJSOIZ,X,O,O,X,O,X,X,X,O,X
LTJSOZI,X,O,X,X,O,X,X,X,O,X
LTJZISO,O,O,O,X,O,X,X,X,X,X
LTJZIOS,O,O,O,X,X,X,X,O,X,O
LTJZSIO,X,O,O,X,O,X,X,X,X,X
LTJZSOI,X,O,O,X,O,X,X,O,X,O
LTJZOIS,O,O,O,X,X,X,X,O,O,O
LTJZOSI,X,O,O,X,X,X,X,O,O,O
LTJOISZ,X,O,O,X,O,X,X,X,O,X
LTJOIZS,O,O,O,X,X,X,X,O,O,O
LTJOSIZ,X,O,O,X,O,X,X,X,O,X
LTJOSZI,X,O,O,X,O,X,X,X,O,X
LTJOZIS,O,O,O,X,X,X,X,O,O,O
LTJOZSI,X,O,O,X,X,X,X,O,O,O
LTSIJZO,O,X,O,O,O,X,X,X,X,X
LTSIJOZ,O,X,O,X,O,X,X,X,X,X
LTSIZJO,O,X,X,O,O,X,X,X,X,X
LTSIZOJ,O,X,X,O,X,X,X,X,X,X
LTSIOJZ,O,X,X,O,O,X,X,X,X,X
LTSIOZJ,O,X,X,O,X,X,X,X,X,X
LTSJIZO,O,X,O,O,O,X,X,X,X,X
LTSJIOZ,O,X,O,X,O,X,X,X,X,X
LTSJZIO,O,X,O,O,O,X,X,X,X,X
LTSJZOI,O,X,X,O,O,X,X,X,X,X
LTSJOIZ,O,X,O,O,O,X,X,X,O,X
LTSJOZI,O,X,X,O,O,X,X,X,O,X
LTSZIJO,O,X,X,O,O,X,X,X,X,X
LTSZIOJ,O,X,X,O,X,O,X,X,X,X
LTSZJIO,O,X,X,O,O,X,X,X,X,X
LTSZJOI,O,X,X,O,O,O,X,O,X,X
LTSZOIJ,O,X,X,O,X,O,X,O,X,X
LTSZOJI,O,X,X,O,X,O,X,O,X,X
LTSOIJZ,O,X,O,O,O,X,X,X,O,X
LTSOIZJ,O,X,X,O,O,O,X,O,X,X
LTSOJIZ,O,X,O,O,O,X,X,X,O,X
LTSOJZI,O,X,O,O,O,X,X,X,O,X
LTSOZIJ,O,X,X,O,O,O,X,O,X,X
LTSOZJI,O,X,X,O,O,O,X,O,X,X
LTZIJSO,O,O,O,X,O,X,X,X,X,X
LTZIJOS,O,O,O,X,X,X,X,O,X,X
LTZISJO,O,X,O,O,O,X,X,X,X,X
LTZISOJ,O,X,O,O,X,X,X,X,X,X
LTZIOJS,O,O,O,X,X,X,X,O,X,X
LTZIOSJ,O,X,O,O,X,X,X,O,X,X
LTZJISO,X,X,O,X,O,X,X,X,X,X
LTZJIOS,X,X,O,X,X,X,X,O,X,X
LTZJSIO,X,X,O,X,O,X,X,X,X,X
LTZJSOI,X,X,O,X,O,X,X,O,X,X
LTZJOIS,X,X,O,X,X,X,X,O,O,X
LTZJOSI,X,X,O,X,X,X,X,O,O,X
LTZSIJO,X,X,O,X,O,X,X,X,X,X
LTZSIOJ,X,X,O,X,X,X,X,X,X,X
LTZSJIO,X,X,O,X,O,X,X,X,X,X
LTZSJOI,X,X,O,X,O,X,X,O,X,X
LTZSOIJ,X,X,O,X,X,X,X,O,X,X
LTZSOJI,X,X,O,X,X,X,X,O,X,X
LTZOIJS,O,O,O,X,X,X,X,O,O,X
LTZOISJ,O,X,O,O,X,X,X,O,X,X
LTZOJIS,X,X,O,X,X,X,X,O,O,X
LTZOJSI,X,X,O,X,X,X,X,O,O,X
LTZOSIJ,X,X,O,X,X,X,X,O,X,X
LTZOSJI,X,X,O,X,X,X,X,O,X,X
LTOIJSZ,X,O,O,X,O,X,X,X,O,X
LTOIJZS,O,O,O,X,O,X,X,O,O,O
LTOISJZ,O,X,O,O,O,X,X,X,O,X
LTOISZJ,O,X,X,O,O,O,X,O,X,X
LTOIZJS,O,O,O,X,O,X,X,O,O,X
LTOIZSJ,O,X,O,O,O,X,X,O,X,X
LTOJISZ,X,O,O,X,O,X,X,X,O,X
LTOJIZS,O,O,O,X,O,X,X,O,O,O
LTOJSIZ,X,O,O,X,O,X,X,X,O,X
LTOJSZI,X,O,O,X,O,X,X,X,O,X
LTOJZIS,O,O,O,X,O,X,X,O,O,O
LTOJZSI,X,O,O,X,O,X,X,O,O,O
LTOSIJZ,O,X,O,O,O,X,X,X,O,X
LTOSIZJ,O,X,X,O,O,O,X,O,X,X
LTOSJIZ,O,X,O,O,O,X,X,X,O,X
LTOSJZI,O,X,O,O,O,X,X,X,O,X
LTOSZIJ,O,X,X,O,O,O,X,O,X,X
LTOSZJI,O,X,X,O,O,O,X,O,X,X
LTOZIJS,O,O,O,X,O,X,X,O,O,X
LTOZISJ,O,X,O,O,O,X,X,O,X,X
LTOZJIS,X,X,O,X,O,X,X,O,O,X
LTOZJSI,X,X,O,X,O,X,X,O,O,X
LTOZSIJ,X,X,O,X,O,X,X,O,X,X
LTOZSJI,X,X,O,X,O,X,X,O,X,X
LITJSZO,X,O,O,X,O,X,X,X,X,X
LITJSOZ,X,O,O,X,O,X,X,X,X,X
LITJZSO,O,O,O,X,O,X,X,X,X,X
LITJZOS,O,O,O,X,X,X,X,X,X,X
LITJOSZ,X,X,O,X,O,X,X,X,O,X
LITJOZS,X,O,X,X,X,X,X,X,O,X
LITSJZO,O,X,O,O,O,X,X,X,X,X
LITSJOZ,O,X,O,X,O,X,X,X,X,X
LITSZJO,O,X,X,O,O,X,X,X,X,X
LITSZOJ,O,X,X,O,X,X,X,X,X,X
LITSOJZ,X,X,X,X,O,X,X,X,X,X
LITSOZJ,O,X,X,O,X,X,X,X,X,X
LITZJSO,O,O,O,X,O,X,X,X,X,X
LITZJOS,O,O,O,X,X,X,X,O,X,X
LITZSJO,O,X,O,O,O,X,X,X,X,X
LITZSOJ,O,X,O,O,X,X,X,X,X,X
LITZOJS,O,O,O,X,X,X,X,O,X,X
LITZOSJ,O,X,O,O,X,X,X,O,X,X
LITOJSZ,X,X,O,X,O,X,X,X,O,X
LITOJZS,X,X,O,X,X,X,X,O,O,X
LITOSJZ,X,X,O,X,O,X,X,X,O,X
LITOSZJ,X,X,X,X,X,X,X,O,X,X
LITOZJS,X,X,O,X,X,X,X,O,O,X
LITOZSJ,X,X,X,X,X,X,X,O,X,X
LIJTSZO,X,O,O,X,O,X,X,X,X,X
LIJTSOZ,X,O,O,X,O,X,X,X,X,X
LIJTZSO,O,O,O,X,O,X,X,X,X,X
LIJTZOS,O,O,O,X,X,X,X,X,X,X
LIJTOSZ,X,O,O,X,O,X,X,X,O,X
LIJTOZS,X,O,X,X,X,X,X,X,O,X
LIJSTZO,O,O,O,O,O,X,X,X,X,X
LIJSTOZ,O,O,O,X,O,X,X,X,X,X
LIJSZTO,O,O,O,O,X,X,O,X,X,X
LIJSZOT,O,O,O,O,X,X,X,X,X,X
LIJSOTZ,O,O,O,X,X,X,X,X,X,X
LIJSOZT,O,O,O,X,X,X,X,X,X,X
LIJZTSO,O,O,O,X,X,X,O,X,X,X
LIJZTOS,O,O,O,X,X,X,X,X,X,O
LIJZSTO,O,O,O,O,X,X,O,X,X,X
LIJZSOT,O,O,O,O,X,X,X,X,X,X
LIJZOTS,O,O,O,X,X,X,X,X,X,O
LIJZOST,O,O,O,O,X,X,X,X,X,O
LIJOTSZ,X,O,O,X,X,X,X,X,O,X
LIJOTZS,O,O,X,X,X,X,X,X,O,O
LIJOSTZ,X,O,O,X,X,X,X,X,O,X
LIJOSZT,O,O,O,X,X,X,X,X,X,O
LIJOZTS,O,O,O,X,X,X,X,X,O,O
LIJOZST,O,O,O,X,X,X,X,X,X,O
LISTJZO,O,X,O,O,O,X,X,X,X,X
LISTJOZ,O,X,O,X,O,X,X,X,X,X
LISTZJO,O,X,X,O,O,X,X,X,X,X
LISTZOJ,O,X,X,O,X,X,X,X,X,X
LISTOJZ,O,X,X,O,O,X,X,X,X,X
LISTOZJ,O,X,X,O,X,X,X,X,X,X
LISJTZO,O,O,O,O,O,X,X,X,X,X
LISJTOZ,O,O,O,X,O,X,X,X,X,X
LISJZTO,O,O,O,O,X,X,O,X,X,X
LISJZOT,O,O,O,O,X,X,X,X,X,X
LISJOTZ,O,O,O,X,X,X,X,X,X,X
LISJOZT,O,O,O,X,X,X,X,X,X,X
LISZTJO,O,X,O,O,X,X,O,X,X,X
LISZTOJ,O,X,O,O,X,O,X,X,X,X
LISZJTO,O,O,O,O,X,X,O,X,X,X
LISZJOT,O,O,O,O,X,X,X,X,X,X
LISZOTJ,O,X,O,O,X,O,X,X,X,X
LISZOJT,O,O,X,O,X,O,X,X,X,X
LISOTJZ,O,X,X,O,X,X,X,X,X,X
LISOTZJ,O,X,X,O,X,O,X,X,X,X
LISOJTZ,O,X,X,O,X,X,X,X,X,X
LISOJZT,O,X,X,O,X,O,X,X,X,X
LISOZTJ,O,X,X,O,X,O,X,X,X,X
LISOZJT,O,X,X,O,X,O,X,X,X,X
LIZTJSO,O,O,O,X,X,X,O,X,X,X
LIZTJOS,O,O,O,X,X,X,X,O,X,X
LIZTSJO,O,X,O,O,X,X,O,X,X,X
LIZTSOJ,O,X,O,O,X,X,X,X,X,X
LIZTOJS,O,O,O,X,X,X,O,O,X,X
LIZTOSJ,O,X,O,O,X,X,O,O,X,X
LIZJTSO,O,O,O,X,X,X,O,X,X,X
LIZJTOS,O,O,O,X,X,X,X,O,X,X
LIZJSTO,O,O,O,O,X,X,O,X,X,X
LIZJSOT,O,O,O,O,X,X,X,X,X,X
LIZJOTS,O,O,O,X,X,X,X,O,X,X
LIZJOST,O,O,O,O,X,X,X,O,X,X
LIZSTJO,O,X,O,O,X,X,O,X,X,X
LIZSTOJ,O,X,O,O,X,X,X,X,X,X
LIZSJTO,O,O,O,O,X,X,O,X,X,X
LIZSJOT,O,O,O,O,X,X,X,X,X,X
LIZSOTJ,O,X,O,O,X,X,X,X,X,X
LIZSOJT,O,O,X,O,X,X,X,X,X,X
LIZOTJS,O,O,O,X,X,X,O,O,X,X
LIZOTSJ,O,X,O,O,X,X,O,O,X,X
LIZOJTS,O,O,O,X,X,X,O,O,X,X
LIZOJST,O,O,O,O,X,X,O,O,X,X
LIZOSTJ,O,X,O,O,X,X,O,O,X,X
LIZOSJT,O,O,O,O,X,X,O,O,X,X
LIOTJSZ,X,O,O,X,X,X,X,X,O,X
LIOTJZS,O,O,O,X,X,X,X,O,O,O
LIOTSJZ,O,X,O,O,X,X,X,X,O,X
LIOTSZJ,O,X,X,O,X,O,X,O,X,X
LIOTZJS,O,O,O,X,X,X,X,O,O,X
LIOTZSJ,O,X,O,O,X,X,X,O,X,X
LIOJTSZ,X,O,O,X,X,X,X,X,O,X
LIOJTZS,O,O,O,X,X,X,X,O,O,O
LIOJSTZ,O,O,O,O,X,X,X,X,O,X
LIOJSZT,O,O,O,O,X,O,X,X,X,O
LIOJZTS,O,O,O,X,X,X,X,O,O,O
LIOJZST,O,O,O,O,X,X,X,O,X,O
LIOSTJZ,O,X,O,O,X,X,X,X,O,X
LIOSTZJ,O,X,X,O,X,O,X,O,X,X
LIOSJTZ,O,O,O,O,X,X,X,X,O,X
LIOSJZT,O,O,O,O,X,O,X,X,X,O
LIOSZTJ,O,X,O,O,X,O,X,O,X,X
LIOSZJT,O,O,O,O,X,O,X,O,X,X
LIOZTJS,O,O,O,X,X,X,X,O,O,X
LIOZTSJ,O,X,O,O,X,X,X,O,X,X
LIOZJTS,O,O,O,X,X,X,X,O,O,O
LIOZJST,O,O,O,O,X,X,X,O,X,O
LIOZSTJ,O,X,O,O,X,O,X,O,X,X
LIOZSJT,O,O,O,O,X,O,X,O,X,X
LJTISZO,X,O,O,X,O,X,X,X,X,X
LJTISOZ,X,O,O,X,O,X,X,X,X,X
LJTIZSO,O,O,O,X,O,X,X,X,X,X
LJTIZOS,O,O,O,X,X,X,X,X,X,X
LJTIOSZ,X,O,O,X,O,X,X,X,O,X
LJTIOZS,X,O,X,X,X,X,X,X,O,X
LJTSIZO,X,O,O,X,O,X,X,X,X,X
LJTSIOZ,X,O,O,X,O,X,X,X,X,X
LJTSZIO,X,O,O,X,O,X,X,X,X,X
LJTSZOI,X,O,O,X,O,X,X,X,X,X
LJTSOIZ,X,O,O,X,O,X,X,X,O,X
LJTSOZI,X,O,X,X,O,X,X,X,O,X
LJTZISO,O,O,O,X,O,X,X,X,X,X
LJTZIOS,O,O,O,X,X,X,X,O,X,O
LJTZSIO,X,O,O,X,O,X,X,X,X,X
LJTZSOI,X,O,O,X,O,X,X,O,X,O
LJTZOIS,O,O,O,X,X,X,X,O,O,O
LJTZOSI,X,O,O,X,X,X,X,O,O,O
LJTOISZ,X,O,O,X,O,X,X,X,O,X
LJTOIZS,O,O,O,X,X,X,X,O,O,O
LJTOSIZ,X,O,O,X,O,X,X,X,O,X
LJTOSZI,X,O,O,X,O,X,X,X,O,X
LJTOZIS,O,O,O,X,X,X,X,O,O,O
LJTOZSI,X,O,O,X,X,X,X,O,O,O
LJITSZO,X,O,O,X,O,X,X,X,X,X
LJITSOZ,X,O,O,X,O,X,X,X,X,X
LJITZSO,O,O,O,X,O,X,X,X,X,X
LJITZOS,O,O,O,X,X,X,X,X,X,X
LJITOSZ,X,O,O,X,O,X,X,X,O,X
LJITOZS,X,O,X,X,X,X,X,X,O,X
LJISTZO,O,O,O,O,O,X,X,X,X,X
LJISTOZ,O,O,O,X,O,X,X,X,X,X
LJISZTO,O,O,O,O,X,X,O,X,X,X
LJISZOT,O,O,O,O,X,X,X,X,X,X
LJISOTZ,O,O,O,X,X,X,X,X,X,X
LJISOZT,O,O,O,X,X,X,X,X,X,X
LJIZTSO,O,O,O,X,X,X,O,X,X,X
LJIZTOS,O,O,O,X,X,X,X,X,X,O
LJIZSTO,O,O,O,O,X,X,O,X,X,X
LJIZSOT,O,O,O,O,X,X,X,X,X,X
LJIZOTS,O,O,O,X,X,X,X,X,X,O
LJIZOST,O,O,O,O,X,X,X,X,X,O
LJIOTSZ,X,O,O,X,X,X,X,X,O,X
LJIOTZS,O,O,X,X,X,X,X,X,O,O
LJIOSTZ,X,O,O,X,X,X,X,X,O,X
LJIOSZT,O,O,O,X,X,X,X,X,X,O
LJIOZTS,O,O,O,X,X,X,X,X,O,O
LJIOZST,O,O,O,X,X,X,X,X,X,O
LJSTIZO,O,O,O,O,O,X,X,X,X,X
LJSTIOZ,O,O,O,X,O,X,X,X,X,X
LJSTZIO,O,O,O,O,O,X,X,X,X,X
LJSTZOI,O,O,O,O,O,X,X,X,X,X
LJSTOIZ,O,O,O,O,O,X,X,X,O,X
LJSTOZI,O,O,X,O,O,X,X,X,O,X
LJSITZO,O,O,O,O,O,X,X,X,X,X
LJSITOZ,O,O,O,X,O,X,X,X,X,X
LJSIZTO,O,O,O,O,X,X,X,X,X,X
LJSIZOT,O,O,O,O,X,X,X,X,X,X
LJSIOTZ,O,O,O,X,X,X,X,X,X,X
LJSIOZT,O,O,O,X,X,X,X,X,X,X
LJSZTIO,O,O,O,X,O,X,X,X,X,X
LJSZTOI,O,O,O,X,O,O,X,X,X,O
LJSZITO,O,O,O,O,X,X,X,X,X,X
LJSZIOT,O,O,O,O,X,X,X,X,X,X
LJSZOTI,O,O,O,X,X,O,X,X,X,O
LJSZOIT,O,O,O,O,X,O,X,X,X,O
LJSOTIZ,O,O,O,O,O,X,X,X,O,X
LJSOTZI,O,O,X,O,O,X,X,X,O,X
LJSOITZ,O,O,O,O,X,X,X,X,O,X
LJSOIZT,O,O,O,O,X,O,X,X,X,O
LJSOZTI,O,O,O,X,X,O,X,X,X,O
LJSOZIT,O,O,O,O,X,O,X,X,X,O
LJZTISO,O,O,O,X,O,X,O,X,X,X
LJZTIOS,O,O,O,X,X,X,X,O,X,O
LJZTSIO,X,O,O,X,O,X,O,X,X,X
LJZTSOI,X,O,O,X,O,X,O,O,X,O
LJZTOIS,O,O,O,X,X,X,X,O,O,O
LJZTOSI,X,O,O,X,X,X,X,O,O,O
LJZITSO,O,O,O,X,X,X,O,X,X,X
LJZITOS,O,O,O,X,X,X,X,O,X,O
LJZISTO,O,O,O,O,X,X,O,X,X,X
LJZISOT,O,O,O,O,X,X,X,X,X,X
LJZIOTS,O,O,O,X,X,X,X,O,X,O
LJZIOST,O,O,O,O,X,X,X,O,X,O
LJZSTIO,O,O,O,X,O,X,O,X,X,X
LJZSTOI,O,O,O,X,O,X,O,O,X,O
LJZSITO,O,O,O,X,X,X,X,X,X,X
LJZSIOT,O,O,O,X,X,X,X,X,X,X
LJZSOTI,O,O,O,X,X,X,X,O,X,O
LJZSOIT,O,O,O,X,X,X,X,O,X,O
LJZOTIS,O,O,O,X,X,X,X,O,O,O
LJZOTSI,X,O,O,X,X,X,X,O,O,O
LJZOITS,O,O,O,X,X,X,X,O,O,O
LJZOIST,O,O,O,O,X,X,X,O,X,O
LJZOSTI,O,O,O,X,X,X,X,O,X,O
LJZOSIT,O,O,O,X,X,X,X,O,X,O
LJOTISZ,X,O,O,X,O,X,X,X,O,X
LJOTIZS,O,O,O,X,X,X,X,O,O,O
LJOTSIZ,X,O,O,X,O,X,X,X,O,X
LJOTSZI,X,O,O,X,O,X,X,X,O,X
LJOTZIS,O,O,O,X,X,X,X,O,O,O
LJOTZSI,X,O,O,X,X,X,X,O,O,O
LJOITSZ,X,O,O,X,X,X,X,X,O,X
LJOITZS,O,O,O,X,X,X,X,O,O,O
LJOISTZ,O,O,O,O,X,X,X,X,O,X
LJOISZT,O,O,O,O,X,O,X,X,X,O
LJOIZTS,O,O,O,X,X,X,X,O,O,O
LJOIZST,O,O,O,O,X,X,X,O,X,O
LJOSTIZ,O,O,O,O,O,X,X,X,O,X
LJOSTZI,O,O,O,O,O,X,X,X,O,X
LJOSITZ,O,O,O,O,X,X,X,X,O,X
LJOSIZT,O,O,O,O,X,O,X,X,X,O
LJOSZTI,O,O,O,X,X,O,X,X,X,O
LJOSZIT,O,O,O,O,X,O,X,X,X,O
LJOZTIS,O,O,O,X,X,X,X,O,O,O
LJOZTSI,X,O,O,X,X,X,X,O,O,O
LJOZITS,O,O,O,X,X,X,X,O,O,O
LJOZIST,O,O,O,O,X,X,X,O,X,O
LJOZSTI,O,O,O,X,X,X,X,O,X,O
LJOZSIT,O,O,O,X,X,X,X,O,X,O
LSTIJZO,O,X,O,O,O,X,X,X,X,X
LSTIJOZ,O,X,O,X,O,X,X,X,X,X
LSTIZJO,O,X,X,O,O,X,X,X,X,X
LSTIZOJ,O,X,X,O,X,X,X,X,X,X
LSTIOJZ,O,X,X,O,O,X,X,X,X,X
LSTIOZJ,O,X,X,O,X,X,X,X,X,X
LSTJIZO,O,X,O,O,O,X,X,X,X,X
LSTJIOZ,O,X,O,X,O,X,X,X,X,X
LSTJZIO,O,X,O,O,O,X,X,X,X,X
LSTJZOI,O,X,X,O,O,X,X,X,X,X
LSTJOIZ,O,X,O,O,O,X,X,X,O,X
LSTJOZI,O,X,X,O,O,X,X,X,O,X
LSTZIJO,O,X,X,O,O,X,X,X,X,X
LSTZIOJ,O,X,X,O,X,O,X,X,X,X
LSTZJIO,O,X,X,O,O,X,X,X,X,X
LSTZJOI,O,X,X,O,O,O,X,O,X,X
LSTZOIJ,O,X,X,O,X,O,X,O,X,X
LSTZOJI,O,X,X,O,X,O,X,O,X,X
LSTOIJZ,O,X,O,O,O,X,X,X,O,X
LSTOIZJ,O,X,X,O,O,O,X,O,X,X
LSTOJIZ,O,X,O,O,O,X,X,X,O,X
LSTOJZI,O,X,O,O,O,X,X,X,O,X
LSTOZIJ,O,X,X,O,O,O,X,O,X,X
LSTOZJI,O,X,X,O,O,O,X,O,X,X
LSITJZO,O,X,O,O,O,X,X,X,X,X
LSITJOZ,O,X,O,X,O,X,X,X,X,X
LSITZJO,O,X,X,O,O,X,X,X,X,X
LSITZOJ,O,X,X,O,X,X,X,X,X,X
LSITOJZ,O,X,X,O,O,X,X,X,X,X
LSITOZJ,O,X,X,O,X,X,X,X,X,X
LSIJTZO,O,O,O,O,O,X,X,X,X,X
LSIJTOZ,O,O,O,X,O,X,X,X,X,X
LSIJZTO,O,O,O,O,X,X,X,X,X,X
LSIJZOT,O,O,O,O,X,X,X,X,X,X
LSIJOTZ,O,O,O,X,X,X,X,X,X,X
LSIJOZT,O,O,O,X,X,X,X,X,X,X
LSIZTJO,O,X,O,O,X,X,X,X,X,X
LSIZTOJ,O,X,O,O,X,O,X,X,X,X
LSIZJTO,O,O,O,O,X,X,X,X,X,X
LSIZJOT,O,O,O,O,X,X,X,X,X,X
LSIZOTJ,O,X,O,O,X,O,X,X,X,X
LSIZOJT,O,O,X,O,X,O,X,X,X,X
LSIOTJZ,O,X,X,O,X,X,X,X,X,X
LSIOTZJ,O,X,X,O,X,O,X,X,X,X
LSIOJTZ,O,X,X,O,X,X,X,X,X,X
LSIOJZT,O,X,X,O,X,O,X,X,X,X
LSIOZTJ,O,X,X,O,X,O,X,X,X,X
LSIOZJT,O,X,X,O,X,O,X,X,X,X
LSJTIZO,O,O,O,O,O,X,X,X,X,X
LSJTIOZ,O,O,O,X,O,X,X,X,X,X
LSJTZIO,O,O,O,O,O,X,X,X,X,X
LSJTZOI,O,O,O,O,O,X,X,X,X,X
LSJTOIZ,O,O,O,O,O,X,X,X,O,X
LSJTOZI,O,O,X,O,O,X,X,X,O,X
LSJITZO,O,O,O,O,O,X,X,X,X,X
LSJITOZ,O,O,O,X,O,X,X,X,X,X
LSJIZTO,O,O,O,O,X,X,X,X,X,X
LSJIZOT,O,O,O,O,X,X,X,X,X,X
LSJIOTZ,O,O,O,X,X,X,X,X,X,X
LSJIOZT,O,O,O,X,X,X,X,X,X,X
LSJZTIO,O,O,O,X,O,X,X,X,X,X
LSJZTOI,O,O,O,X,O,O,X,X,X,O
LSJZITO,O,O,O,O,X,X,X,X,X,X
LSJZIOT,O,O,O,O,X,X,X,X,X,X
LSJZOTI,O,O,O,X,X,O,X,X,X,O
LSJZOIT,O,O,O,O,X,O,X,X,X,O
LSJOTIZ,O,O,O,O,O,X,X,X,O,X
LSJOTZI,O,O,X,O,O,X,X,X,O,X
LSJOITZ,O,O,O,O,X,X,X,X,O,X
LSJOIZT,O,O,O,O,X,O,X,X,X,O
LSJOZTI,O,O,O,X,X,O,X,X,X,O
LSJOZIT,O,O,O,O,X,O,X,X,X,O
LSZTIJO,O,X,O,O,O,X,X,X,X,X
LSZTIOJ,O,X,O,O,X,O,X,X,X,X
LSZTJIO,O,X,O,O,O,X,X,X,X,X
LSZTJOI,O,X,O,O,O,O,X,O,X,X
LSZTOIJ,O,X,O,O,X,O,X,O,X,X
LSZTOJI,O,X,O,O,X,O,X,O,X,X
LSZITJO,O,X,O,O,X,X,X,X,X,X
LSZITOJ,O,X,O,O,X,O,X,X,X,X
LSZIJTO,O,O,O,O,X,X,X,X,X,X
LSZIJOT,O,O,O,O,X,X,X,X,X,X
LSZIOTJ,O,X,O,O,X,O,X,X,X,X
LSZIOJT,O,O,X,O,X,O,X,X,X,X
LSZJTIO,O,X,O,X,O,X,X,X,X,X
LSZJTOI,O,X,O,X,O,O,X,O,X,X
LSZJITO,O,X,O,O,X,X,X,X,X,X
LSZJIOT,O,X,O,O,X,X,X,X,X,X
LSZJOTI,O,X,O,X,X,O,X,O,X,X
LSZJOIT,O,X,O,O,X,O,X,O,X,X
