sequence,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jei6IvhFRcBukB3gBF?iB0mBTqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jem6IvhFRcB6kB3gBF?iB0mBTqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFOgBicB5lBF?iBfqB0rB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je2/IvhFRbBUdBfqBl?lBzmBCrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhF2gBRcBFiBf?qB6qB0rB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je2/IvhFRbBUdBFhBf?qB6qBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je//IvhFygBFiBxlBG?lBzmBUqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jei6IvhF5gBzfB/mBF?iBmmBUqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je//IvhFRcBigBFiB+?qB0rBzpB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFegBRcBFiBS?qB0mB3qB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFKgBRcBFiBf?qB0mBuqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je2/IvhFRbBUhBFiBf?qB6qBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jex/IvhF/mBFiB0fBS?qBmmBTqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeKBJvhFxfBFiB0fB+?qBXqBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeKBJvhFxfBFiBXgB+?qB0pBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jex6IvhFKhB0fBFiB+?qBXqBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhF6lBxhBXgBm?mBlmBUqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFKgBRcBFiBW?qB0mB3qB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jex6IvhFKhBXgBFiB+?qB0pBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFXgBxhBanBG?mBllBUqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jex6IvhFlcB0fB/mBO?nBSqBTqB
ZSJOLTI,O,X,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSJOLIT,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZSOTILJ,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O
ZSOTIJL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O
ZSOTLIJ,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSOTLJI,O,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOTJIL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZSOTJLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZSOITLJ,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O
ZSOITJL,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O
ZSOILTJ,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,O,X
ZSOILJT,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZSOIJTL,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOIJLT,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZSOLTIJ,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSOLTJI,O,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOLITJ,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,O
ZSOLIJT,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZSOLJTI,O,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSOLJIT,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOJTIL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZSOJTLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZSOJITL,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOJILT,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZSOJLTI,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOJLIT,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTILJS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTILSJ,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOTIJLS,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOTIJSL,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOTISJL,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZOTLIJS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTLISJ,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOTLJIS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLJSI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLSIJ,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOTLSJI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOTJILS,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOTJISL,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJLIS,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJLSI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOTJSIL,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJSLI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOTSILJ,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOTSIJL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZOTSLIJ,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTSLJI,O,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOTSJIL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZOTSJLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOITLJS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOITLSJ,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOITJLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOITJSL,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOITSJL,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOILTJS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOILTSJ,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOILJTS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOILJST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOILSTJ,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOILSJT,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOIJTLS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOIJTSL,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOIJLST,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOIJSTL,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOIJSLT,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOISTLJ,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O
ZOISTJL,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O
ZOISLTJ,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,O,X
ZOISLJT,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOISJTL,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOISJLT,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOLTIJS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLTISJ,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLTJIS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTJSI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTSIJ,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOLITJS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLITSJ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLIJTS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLIJST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOLISTJ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
ZOLISJT,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOLJTIS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJTSI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJITS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLJIST,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOLJSTI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOLJSIT,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLSTIJ,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
ZOLSTJI,O,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOLSITJ,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,O,O
ZOLSIJT,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
ZOLSJTI,O,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZOLSJIT,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
ZOJTILS,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOJTISL,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLIS,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOJTSIL,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTSLI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOJITLS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJITSL,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJILTS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJILST,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJISTL,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOJISLT,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOJLTIS,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
ZOJLTSI,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
ZOJLITS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
ZOJLIST,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOJLSTI,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O
ZOJLSIT,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOJSTIL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O
ZOJSTLI,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOJSITL,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOJSILT,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOJSLTI,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOJSLIT,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOSTILJ,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O
ZOSTIJL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O
ZOSTLIJ,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZOSTLJI,O,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOSTJIL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZOSTJLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOSITLJ,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O
ZOSITJL,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O
ZOSILTJ,O,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,O,X
ZOSILJT,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOSIJTL,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSIJLT,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOSLTIJ,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZOSLTJI,O,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOSLITJ,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O,O
ZOSLIJT,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOSLJTI,O,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOSLJIT,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSJTIL,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZOSJTLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOSJITL,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOSJILT,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOSJLTI,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJLIT,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTILJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTILJZS,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTILSJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILSZJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILZJS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJLSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJLZS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJSLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIJSZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJZLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIJZSL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISLJZ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISLZJ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISJLZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISJZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISZLJ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISZJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZLJS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZLSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZJLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTIZJSL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZSLJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIZSJL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLIJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLIJZS,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLISJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLISZJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIZJS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLJIZS,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJSIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJSZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTLJZIS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLJZSI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTLSIJZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIZJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSJIZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSJZI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSZIJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSZJI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZIJS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZISJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZJIS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZJSI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLZSJI,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTJILSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJILZS,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJISLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTJISZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJIZLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTJIZSL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJLIZS,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLSIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSZI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTJLZIS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJLZSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OTJSILZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSIZL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLZI,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTJSZIL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZLI,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJZILS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTJZISL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZLIS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZLSI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJZSIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSLI,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSILJZ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILZJ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJZL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZJL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIJZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIZJ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJZI,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSLZIJ,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTSLZJI,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTSJILZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJIZL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJLIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJLZI,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZIL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZLI,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSZILJ,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSZIJL,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSZLIJ,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSZLJI,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSZJIL,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSZJLI,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTZILJS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZILSJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZIJLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZIJSL,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISLJ,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OTZISJL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OTZLIJS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZLISJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTZLJIS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZLJSI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTZLSJI,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
