sequence,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jem6IvhFzb?BfjB6jBUlBFmBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jem6IvhFzb?BSjBUjBFlBXmBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jex6IvhFKh?BGeBUjBFlBzqBXqB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jex6IvhFCe?BTjBUlBFmBerBXqB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jem6IvhFfj?B6jBUhBFlBzlBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jex6IvhFCe?BVlBTjBOrBXqB8qB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jez9IvhF+j?BlgB0fBXmBilBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jez7IvhFSj?BVlBUjBXmBmkBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Je37IvhFCe?BVmBTjB0fB2qBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8JeZAJvhFzb?BGeBUjB3qB6pBFrB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Je37IvhFGe?BVmBUjBZlBzqB6pB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jez9IvhF+j?BZlBUhBfrB6pBlqB
IZTJOLS,O,O,X,O,X,X,X,X,X,X,X,X
IZTJOSL,O,X,X,O,O,X,X,X,X,X,X,O
IZTSLJO,O,O,X,X,O,X,X,X,X,X,X,X
IZTSLOJ,O,O,X,X,X,X,X,O,X,X,X,X
IZTSJLO,O,O,X,X,O,X,X,X,X,X,X,X
IZTSJOL,O,O,X,X,O,X,X,X,X,X,X,X
IZTSOLJ,O,O,X,O,X,X,X,O,O,X,X,X
IZTSOJL,O,O,X,O,X,X,X,X,X,X,X,X
IZTOLJS,O,O,X,O,X,X,X,X,X,X,X,X
IZTOLSJ,O,X,X,O,X,X,X,X,O,X,X,X
IZTOJLS,O,O,X,O,X,X,X,X,X,X,X,X
IZTOJSL,O,X,X,O,X,X,X,X,X,X,X,X
IZTOSLJ,O,X,X,O,X,X,X,X,O,X,X,X
IZTOSJL,O,X,X,O,X,X,X,X,X,X,X,X
IZLTJSO,O,O,X,X,X,X,X,X,X,X,X,X
IZLTJOS,O,O,O,X,X,X,X,X,X,X,X,X
IZLTSJO,O,O,X,X,X,X,X,X,X,X,X,X
IZLTSOJ,O,O,X,X,X,X,X,O,X,X,X,X
IZLTOJS,O,O,X,X,X,X,X,X,X,X,X,X
IZLTOSJ,O,X,X,X,X,X,X,X,X,X,X,X
IZLJTSO,O,O,X,X,X,X,X,X,X,X,X,X
IZLJTOS,O,O,O,X,X,X,X,X,X,X,X,X
IZLJSTO,O,X,X,X,X,X,X,X,X,X,X,X
IZLJSOT,O,O,O,X,X,X,X,X,X,X,X,X
IZLJOTS,X,X,O,X,X,X,X,X,X,X,X,X
IZLJOST,X,X,O,X,X,X,X,X,X,X,X,O
IZLSTJO,O,O,X,X,X,X,X,X,X,X,X,X
IZLSTOJ,O,O,X,X,X,X,X,O,X,X,X,X
IZLSJTO,O,X,X,X,X,X,X,X,X,X,X,X
IZLSJOT,O,O,O,X,X,X,X,X,X,X,X,X
IZLSOTJ,O,X,X,X,X,X,X,X,X,X,X,X
IZLSOJT,O,O,X,X,X,X,X,X,X,X,X,X
IZLOTJS,X,X,O,X,X,X,X,X,X,X,X,X
IZLOTSJ,X,X,O,X,X,X,X,X,X,X,X,X
IZLOJTS,X,X,O,X,X,X,X,X,X,X,X,X
IZLOJST,X,X,O,X,X,X,X,X,X,X,X,X
IZLOSTJ,X,X,X,X,X,X,X,X,X,X,X,X
IZLOSJT,X,X,O,X,X,X,X,X,X,X,X,X
IZJTLSO,O,O,X,X,O,X,X,X,X,X,X,X
IZJTLOS,O,O,X,X,X,X,X,X,X,X,X,X
IZJTSLO,O,O,X,X,O,X,X,X,X,X,X,X
IZJTSOL,O,O,X,X,O,X,X,X,X,X,X,X
IZJTOLS,O,O,X,X,X,X,X,X,X,X,X,X
IZJTOSL,O,X,X,X,O,X,X,X,X,X,X,O
IZJLTSO,O,O,X,X,X,X,X,X,X,X,X,X
IZJLTOS,O,O,O,X,X,X,X,X,X,X,X,X
IZJLSTO,O,X,X,X,X,X,X,X,X,X,X,X
IZJLSOT,O,O,O,X,X,X,X,X,X,X,X,X
IZJLOTS,X,X,O,X,X,X,X,X,X,X,X,X
IZJLOST,X,X,O,X,X,X,X,X,X,X,X,O
IZJSTLO,O,X,X,X,O,X,X,X,X,O,X,X
IZJSTOL,O,X,X,X,O,X,O,X,X,O,X,X
IZJSLTO,O,X,X,X,O,X,X,X,X,O,X,X
IZJSLOT,O,O,X,X,X,X,X,X,X,X,X,X
IZJSOTL,O,X,X,X,X,X,O,X,X,O,X,O
IZJSOLT,O,O,X,X,X,X,X,X,X,X,X,O
IZJOTLS,O,X,O,X,X,X,X,X,X,X,X,X
IZJOTSL,O,X,X,X,X,X,X,X,X,X,O,O
IZJOLTS,X,X,O,X,X,X,X,X,X,X,X,X
IZJOLST,X,X,O,X,X,X,X,X,X,X,X,O
IZJOSTL,O,X,X,X,X,X,O,X,X,X,X,O
IZJOSLT,O,X,X,X,X,X,X,X,X,X,X,O
IZSTLJO,O,O,X,X,O,X,X,X,X,O,X,X
IZSTLOJ,O,O,X,X,X,X,X,O,X,O,X,X
IZSTJLO,O,O,X,X,O,X,X,X,X,O,X,X
IZSTJOL,O,O,X,X,O,X,O,X,X,O,X,X
IZSTOLJ,O,O,X,X,X,X,X,O,X,O,X,X
IZSTOJL,O,O,X,X,X,X,X,X,X,O,X,X
IZSLTJO,O,O,X,X,O,X,X,X,X,O,X,X
IZSLTOJ,O,O,X,X,X,X,X,O,X,O,X,X
IZSLJTO,O,X,X,X,O,X,X,X,X,O,X,X
IZSLJOT,O,O,X,X,X,X,X,X,X,X,X,X
IZSLOTJ,O,X,X,X,X,X,X,X,X,X,X,X
IZSLOJT,O,O,X,X,X,X,X,X,X,X,X,X
IZSJTLO,O,X,X,X,O,X,X,X,X,O,X,X
IZSJTOL,O,X,X,X,O,X,O,X,X,O,X,X
IZSJLTO,O,X,X,X,O,X,X,X,X,O,X,X
IZSJLOT,O,O,X,X,X,X,X,X,X,X,X,X
IZSJOTL,O,X,X,X,X,X,O,X,X,O,X,O
IZSJOLT,O,O,X,X,X,X,X,X,X,X,X,O
IZSOTLJ,O,X,X,X,X,X,X,X,X,O,X,X
IZSOTJL,O,X,X,X,X,X,X,X,X,O,X,X
IZSOLTJ,O,X,X,X,X,X,X,X,X,X,X,X
IZSOLJT,O,O,X,X,X,X,X,X,X,X,X,X
IZSOJTL,O,X,X,X,X,X,X,X,X,O,X,X
IZSOJLT,O,O,X,X,X,X,X,X,X,X,X,X
IZOTLJS,O,X,O,O,X,X,X,X,X,X,X,X
IZOTLSJ,O,X,O,O,X,X,X,X,O,X,X,X
IZOTJLS,O,X,O,O,X,X,X,X,X,X,X,X
IZOTJSL,O,X,X,O,X,X,X,X,X,X,O,X
IZOTSLJ,O,X,X,O,X,X,X,X,O,X,X,X
IZOTSJL,O,X,X,O,X,X,X,X,X,X,O,X
IZOLTJS,X,X,O,O,X,X,X,X,X,X,X,X
IZOLTSJ,X,X,O,O,X,X,X,X,O,X,X,X
IZOLJTS,X,X,O,X,X,X,X,X,X,X,X,X
IZOLJST,X,X,O,X,X,X,X,X,X,X,X,X
IZOLSTJ,X,X,X,X,X,X,X,X,X,X,X,X
IZOLSJT,X,X,O,X,X,X,X,X,X,X,X,X
IZOJTLS,O,X,O,X,X,X,X,X,X,X,X,X
IZOJTSL,O,X,X,X,X,X,X,X,X,X,O,O
IZOJLTS,X,X,O,X,X,X,X,X,X,X,X,X
IZOJLST,X,X,O,X,X,X,X,X,X,X,X,O
IZOJSTL,O,X,X,X,X,X,X,X,X,X,X,O
IZOJSLT,O,X,X,X,X,X,X,X,X,X,X,O
IZOSTLJ,O,X,X,X,X,X,X,X,X,X,X,X
IZOSTJL,O,X,X,X,X,X,X,X,X,X,X,X
IZOSLTJ,O,X,X,X,X,X,X,X,X,X,X,X
IZOSLJT,O,X,X,X,X,X,X,X,X,X,X,X
IZOSJTL,O,X,X,X,X,X,X,X,X,X,X,X
IZOSJLT,O,X,X,X,X,X,X,X,X,X,X,X
IOTLJSZ,O,O,X,X,X,X,X,X,O,X,X,X
IOTLJZS,X,O,O,X,X,X,X,X,X,X,X,X
IOTLSJZ,O,O,X,X,X,X,X,O,O,X,X,X
IOTLSZJ,O,O,O,X,X,X,X,O,O,X,X,X
IOTLZJS,X,O,O,O,X,X,X,X,X,X,X,X
IOTLZSJ,X,X,O,O,X,X,X,X,O,X,X,X
IOTJLSZ,O,O,X,X,X,X,X,X,O,X,X,X
IOTJLZS,X,O,X,X,X,X,X,X,X,X,X,X
IOTJSLZ,O,O,X,X,O,X,X,X,O,X,X,X
IOTJSZL,O,O,X,X,O,X,X,X,X,X,X,X
IOTJZLS,X,O,X,X,X,X,X,X,X,X,X,X
IOTJZSL,O,X,X,X,O,X,X,X,X,X,X,X
IOTSLJZ,O,O,X,X,O,X,X,O,O,X,X,X
IOTSLZJ,O,O,X,X,X,X,X,O,O,X,X,X
IOTSJLZ,O,O,X,X,O,X,X,O,O,X,X,X
IOTSJZL,O,O,X,X,O,X,X,X,X,X,X,X
IOTSZLJ,O,O,X,X,X,X,X,O,O,X,X,X
IOTSZJL,O,O,X,X,X,X,X,X,X,X,O,X
IOTZLJS,O,O,O,O,X,X,X,X,X,X,X,X
IOTZLSJ,O,X,O,O,X,X,X,X,O,X,X,X
IOTZJLS,O,O,O,O,X,X,X,X,X,X,X,X
IOTZJSL,O,X,X,O,X,X,X,X,X,X,O,X
IOTZSLJ,O,X,X,O,X,X,X,X,O,X,X,X
IOTZSJL,O,X,X,O,X,X,X,X,X,X,O,X
IOLTJSZ,X,O,X,X,X,X,X,X,O,X,X,X
IOLTJZS,X,O,O,X,X,X,X,X,X,X,X,X
IOLTSJZ,X,O,X,X,X,X,X,O,O,X,X,X
IOLTSZJ,X,O,O,X,X,X,X,O,O,X,X,X
IOLTZJS,X,O,O,O,X,X,X,X,X,X,X,X
IOLTZSJ,X,X,O,O,X,X,X,X,O,X,X,X
IOLJTSZ,X,O,X,X,X,X,X,X,O,X,X,X
IOLJTZS,X,O,X,X,X,X,X,X,X,X,X,X
IOLJSTZ,X,O,X,X,X,O,X,X,X,X,X,X
IOLJSZT,X,O,X,X,X,X,X,X,X,X,X,X
IOLJZTS,X,X,O,X,X,X,X,X,X,X,X,X
IOLJZST,X,X,O,X,X,X,X,X,X,X,X,X
IOLSTJZ,X,O,X,X,X,X,X,O,O,X,X,X
IOLSTZJ,X,O,X,X,X,X,X,O,O,X,X,X
IOLSJTZ,X,O,X,X,X,X,X,X,X,X,X,X
IOLSJZT,X,O,X,X,X,X,X,X,X,X,X,X
IOLSZTJ,X,X,X,X,X,X,X,X,X,X,X,X
IOLSZJT,X,O,O,X,X,X,X,X,X,X,X,X
IOLZTJS,X,X,O,O,X,X,X,X,X,X,X,X
IOLZTSJ,X,X,O,O,X,X,X,X,O,X,X,X
IOLZJTS,X,X,O,X,X,X,X,X,X,X,X,X
IOLZJST,X,X,O,X,X,X,X,X,X,X,X,X
IOLZSTJ,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSJT,X,X,O,X,X,X,X,X,X,X,X,X
IOJTLSZ,O,O,X,X,X,X,X,X,O,X,X,X
IOJTLZS,X,O,X,X,X,X,X,X,X,X,X,X
IOJTSLZ,O,O,X,X,O,X,O,X,O,X,X,X
IOJTSZL,O,O,X,X,O,X,O,X,X,X,X,X
IOJTZLS,X,O,X,X,X,X,X,X,X,X,X,X
IOJTZSL,O,X,X,X,O,X,X,X,X,X,X,O
IOJLTSZ,X,O,X,X,X,X,X,X,O,X,X,X
IOJLTZS,X,O,X,X,X,X,X,X,X,X,X,X
IOJLSTZ,X,O,X,X,X,O,O,X,X,X,X,X
IOJLSZT,X,O,X,X,X,X,X,X,X,X,X,X
IOJLZTS,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZST,X,X,X,X,X,X,X,X,X,X,X,O
IOJSTLZ,O,O,X,X,O,O,O,X,X,X,X,X
IOJSTZL,O,X,X,X,O,O,O,X,X,X,X,X
IOJSLTZ,O,O,X,X,O,O,O,X,X,X,X,X
IOJSLZT,O,O,X,X,X,X,X,X,X,X,X,X
IOJSZTL,O,X,X,X,X,X,O,X,X,X,X,O
IOJSZLT,O,O,X,X,X,X,X,X,X,X,X,O
IOJZTLS,O,X,X,X,X,X,X,X,X,X,X,X
IOJZTSL,O,X,X,X,X,X,X,X,X,X,X,O
IOJZLTS,X,X,X,X,X,X,X,X,X,X,X,X
IOJZLST,X,X,X,X,X,X,X,X,X,X,X,O
IOJZSTL,O,X,X,X,X,X,O,X,X,X,X,O
IOJZSLT,O,X,X,X,X,X,X,X,X,X,X,O
IOSTLJZ,O,O,X,X,O,X,X,O,O,X,X,X
IOSTLZJ,O,O,X,X,X,X,X,O,O,X,X,X
IOSTJLZ,O,O,X,X,O,X,O,O,O,X,X,X
IOSTJZL,O,O,X,X,O,X,O,X,X,X,X,X
IOSTZLJ,O,O,X,X,X,X,X,O,O,X,X,X
IOSTZJL,O,O,X,X,X,X,X,X,X,X,X,X
IOSLTJZ,O,O,X,X,O,X,X,O,O,X,X,X
IOSLTZJ,O,O,X,X,X,X,X,O,O,X,X,X
IOSLJTZ,O,O,X,X,O,X,X,X,X,X,X,X
IOSLJZT,O,O,X,X,X,X,X,X,X,X,X,X
IOSLZTJ,O,X,X,X,X,X,X,X,X,X,X,X
IOSLZJT,O,O,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,O,O,X,X,O,X,O,X,X,X,X,X
IOSJTZL,O,X,X,X,O,X,O,X,X,X,X,X
IOSJLTZ,O,O,X,X,O,X,O,X,X,X,X,X
IOSJLZT,O,O,X,X,X,X,X,X,X,X,X,X
IOSJZTL,O,X,X,X,X,X,O,X,X,X,X,X
IOSJZLT,O,O,X,X,X,X,X,X,X,X,X,X
IOSZTLJ,O,X,X,X,X,X,X,X,X,X,X,X
IOSZTJL,O,X,X,X,X,X,X,X,X,X,X,X
IOSZLTJ,O,X,X,X,X,X,X,X,X,X,X,X
IOSZLJT,O,O,X,X,X,X,X,X,X,X,X,X
IOSZJTL,O,X,X,X,X,X,X,X,X,X,X,X
IOSZJLT,O,O,X,X,X,X,X,X,X,X,X,X
IOZTLJS,O,X,O,O,X,X,X,X,X,X,X,X
IOZTLSJ,O,X,O,O,X,X,X,X,O,X,X,X
IOZTJLS,O,X,O,O,X,X,X,X,X,X,X,X
IOZTJSL,O,X,X,O,X,X,X,X,X,X,O,X
IOZTSLJ,O,X,X,O,X,X,X,X,O,X,X,X
IOZTSJL,O,X,X,O,X,X,X,X,X,X,O,X
IOZLTJS,X,X,O,O,X,X,X,X,X,X,X,X
IOZLTSJ,X,X,O,O,X,X,X,X,O,X,X,X
IOZLJTS,X,X,O,X,X,X,X,X,X,X,X,X
IOZLJST,X,X,O,X,X,X,X,X,X,X,X,X
IOZLSTJ,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSJT,X,X,O,X,X,X,X,X,X,X,X,X
IOZJTLS,O,X,O,X,X,X,X,X,X,X,X,X
IOZJTSL,O,X,X,X,X,X,X,X,X,X,O,O
IOZJLTS,X,X,O,X,X,X,X,X,X,X,X,X
IOZJLST,X,X,O,X,X,X,X,X,X,X,X,O
IOZJSTL,O,X,X,X,X,X,X,X,X,X,X,O
IOZJSLT,O,X,X,X,X,X,X,X,X,X,X,O
IOZSTLJ,O,X,X,X,X,X,X,X,X,X,X,X
IOZSTJL,O,X,X,X,X,X,X,X,X,X,X,X
IOZSLTJ,O,X,X,X,X,X,X,X,X,X,X,X
IOZSLJT,O,X,X,X,X,X,X,X,X,X,X,X
IOZSJTL,O,X,X,X,X,X,X,X,X,X,X,X
IOZSJLT,O,X,X,X,X,X,X,X,X,X,X,X
LTIJSZO,X,O,X,X,O,X,X,X,X,X,X,X
LTIJSOZ,X,O,X,X,O,X,X,O,X,X,X,X
LTIJZSO,X,O,X,X,O,X,X,X,X,X,X,X
LTIJZOS,X,O,X,X,X,X,X,X,X,X,X,X
LTIJOSZ,X,O,X,X,X,X,X,X,X,X,X,X
LTIJOZS,X,O,X,X,X,X,X,X,X,X,X,X
LTISJZO,X,O,X,X,O,X,X,X,X,X,X,X
LTISJOZ,X,O,X,X,O,X,X,O,X,X,X,X
LTISZJO,X,O,X,X,O,X,X,X,X,X,X,X
LTISZOJ,X,O,X,X,X,X,X,O,X,X,X,X
LTISOJZ,X,O,X,X,O,X,X,O,X,X,X,X
LTISOZJ,X,O,X,X,X,X,X,O,X,X,X,X
LTIZJSO,X,O,X,X,X,X,X,X,X,X,X,X
LTIZJOS,X,O,O,X,X,X,X,X,X,X,X,X
LTIZSJO,X,O,X,X,X,X,X,X,X,X,X,X
LTIZSOJ,X,O,X,X,X,X,X,O,X,X,X,X
LTIZOJS,X,O,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,X,X,X,X,X,X,X,X,X,X,X,X
LTIOJSZ,X,O,X,X,X,X,X,X,X,X,X,X
LTIOJZS,X,O,X,X,X,X,X,X,X,X,X,X
LTIOSJZ,X,O,X,X,X,X,X,O,X,X,X,X
LTIOSZJ,X,O,X,X,X,X,X,O,X,X,X,X
LTIOZJS,X,O,X,X,X,X,X,X,X,X,X,X
LTIOZSJ,X,X,X,X,X,X,X,X,X,X,X,X
LTJISZO,X,O,X,X,O,X,X,X,X,X,X,X
LTJISOZ,X,O,X,X,O,X,X,O,X,X,X,X
LTJIZSO,X,O,X,X,O,X,X,X,X,X,X,X
LTJIZOS,X,O,X,X,X,X,X,X,X,X,X,X
LTJIOSZ,X,O,X,X,X,X,X,X,X,X,X,X
LTJIOZS,X,O,X,X,X,X,X,X,X,X,X,X
LTJSIZO,X,O,X,X,O,X,X,X,X,X,X,X
LTJSIOZ,O,O,X,X,O,X,X,X,X,X,X,X
LTJSZIO,X,X,X,X,O,X,X,X,X,X,X,X
LTJSZOI,O,O,X,X,O,X,X,X,X,X,X,X
LTJSOIZ,O,O,X,X,O,X,X,X,X,X,X,X
LTJSOZI,O,O,X,X,O,X,X,O,X,X,X,X
LTJZISO,X,O,X,X,X,X,X,X,X,X,X,X
LTJZIOS,X,O,X,X,X,X,X,X,X,X,X,X
LTJZSIO,X,X,X,X,O,X,X,X,X,X,X,X
LTJZSOI,X,O,X,X,O,X,X,X,X,X,X,X
LTJZOIS,X,O,X,X,X,X,X,X,X,X,X,X
LTJZOSI,X,O,X,X,X,X,X,X,X,X,X,X
LTJOISZ,X,O,X,X,X,X,X,X,X,X,X,X
LTJOIZS,X,O,X,X,X,X,X,X,X,X,X,X
LTJOSIZ,O,O,X,X,X,X,X,X,X,X,X,X
LTJOSZI,O,O,X,X,X,X,X,X,X,X,X,X
LTJOZIS,X,O,X,X,X,X,X,X,X,X,X,X
LTJOZSI,X,O,X,X,X,X,X,X,X,X,X,X
LTSIJZO,X,O,X,X,O,X,X,X,X,X,X,X
LTSIJOZ,O,O,X,X,O,X,X,O,X,X,X,X
LTSIZJO,O,O,X,X,O,X,X,X,X,X,X,X
LTSIZOJ,X,O,X,X,X,X,X,O,X,X,X,X
LTSIOJZ,O,O,X,X,O,X,X,O,X,X,X,X
LTSIOZJ,X,O,X,X,X,X,X,O,X,X,X,X
LTSJIZO,X,O,X,X,O,X,X,X,X,X,X,X
LTSJIOZ,O,O,X,X,O,X,X,X,X,X,X,X
LTSJZIO,O,X,X,X,O,X,X,X,X,X,X,X
LTSJZOI,O,O,X,X,O,X,X,X,X,X,X,X
LTSJOIZ,O,O,X,X,O,X,X,X,X,X,X,X
LTSJOZI,O,O,X,X,O,X,X,O,X,X,X,X
LTSZIJO,O,X,X,X,O,X,X,X,X,X,X,X
LTSZIOJ,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJIO,O,X,X,X,O,X,X,X,X,X,X,X
LTSZJOI,O,O,X,X,O,X,X,X,X,X,X,X
LTSZOIJ,O,X,X,X,X,X,X,O,X,X,X,X
LTSZOJI,O,O,X,X,X,X,X,O,X,X,X,X
LTSOIJZ,O,O,X,X,O,X,X,X,X,X,X,X
LTSOIZJ,X,X,X,X,X,X,X,O,X,X,X,X
LTSOJIZ,O,O,X,X,O,X,X,X,X,X,X,X
LTSOJZI,O,O,X,X,O,X,X,O,X,X,X,X
LTSOZIJ,X,X,X,X,X,X,X,O,X,X,X,X
LTSOZJI,O,O,X,X,X,X,X,O,X,X,X,X
LTZIJSO,X,O,X,X,X,X,X,X,X,X,X,X
LTZIJOS,X,O,O,X,X,X,X,X,X,X,X,X
LTZISJO,X,O,X,X,X,X,X,X,X,X,X,X
LTZISOJ,X,O,X,X,X,X,X,O,X,X,X,X
LTZIOJS,X,O,X,O,X,X,X,X,X,X,X,X
LTZIOSJ,X,X,X,O,X,X,X,X,X,X,X,X
LTZJISO,X,O,X,X,X,X,X,X,X,X,X,X
LTZJIOS,X,O,O,X,X,X,X,X,X,X,X,X
LTZJSIO,O,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,O,O,X,X,X,X,X,X,X,X,X,X
LTZJOIS,X,O,O,X,X,X,X,X,X,X,X,X
LTZJOSI,O,O,O,X,X,X,X,X,X,X,X,X
LTZSIJO,O,X,X,X,X,X,X,X,X,X,X,X
LTZSIOJ,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJIO,O,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,O,O,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,O,X,X,X,X,X,X,O,X,X,X,X
LTZSOJI,O,O,X,X,X,X,X,O,X,X,X,X
LTZOIJS,X,X,O,O,X,X,X,X,X,X,X,X
LTZOISJ,X,X,O,O,X,X,X,X,X,X,X,X
LTZOJIS,X,O,O,O,X,X,X,X,X,X,X,X
LTZOJSI,O,O,O,O,X,X,X,X,X,X,X,X
LTZOSIJ,O,X,O,O,X,X,X,X,X,X,X,X
LTZOSJI,O,X,O,O,X,X,X,X,X,X,X,X
LTOIJSZ,X,O,X,X,X,X,X,X,X,X,X,X
LTOIJZS,X,O,O,X,X,X,X,X,X,X,X,X
LTOISJZ,X,O,X,X,X,X,X,O,X,X,X,X
LTOISZJ,X,O,O,X,X,X,X,O,X,X,X,X
LTOIZJS,X,O,O,O,X,X,X,X,X,X,X,X
LTOIZSJ,X,X,O,O,X,X,X,X,X,X,X,X
LTOJISZ,X,O,X,X,X,X,X,X,X,X,X,X
LTOJIZS,X,O,O,X,X,X,X,X,X,X,X,X
LTOJSIZ,O,O,X,X,X,X,X,X,X,X,X,X
LTOJSZI,O,O,X,X,X,X,X,X,X,X,X,X
LTOJZIS,X,O,O,O,X,X,X,X,X,X,X,X
LTOJZSI,X,O,O,O,X,X,X,X,X,X,X,X
LTOSIJZ,O,O,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,X,X,O,X,X,X,X,O,X,X,X,X
LTOSJIZ,O,O,X,X,X,X,X,X,X,X,X,X
LTOSJZI,O,O,X,X,X,X,X,O,X,X,X,X
LTOSZIJ,X,X,O,O,X,X,X,O,X,X,X,X
LTOSZJI,O,O,O,O,X,X,X,O,X,X,X,X
LTOZIJS,X,X,O,O,X,X,X,X,X,X,X,X
LTOZISJ,X,X,O,O,X,X,X,X,X,X,X,X
LTOZJIS,X,O,O,O,X,X,X,X,X,X,X,X
LTOZJSI,X,O,O,O,X,X,X,X,X,X,X,X
LTOZSIJ,X,X,O,O,X,X,X,X,X,X,X,X
LTOZSJI,X,X,O,O,X,X,X,X,X,X,X,X
LITJSZO,O,O,X,X,O,X,X,X,X,X,X,X
LITJSOZ,O,O,X,X,O,X,X,O,X,X,X,X
LITJZSO,X,O,X,X,O,X,X,X,X,X,X,X
LITJZOS,X,O,X,X,X,X,X,X,X,X,X,X
LITJOSZ,O,O,X,X,X,X,X,X,X,X,X,X
LITJOZS,X,O,X,X,X,X,X,X,X,X,X,X
LITSJZO,O,O,X,X,O,X,X,X,X,X,X,X
LITSJOZ,O,O,X,X,O,X,X,O,X,X,X,X
LITSZJO,O,O,X,X,O,X,X,X,X,X,X,X
LITSZOJ,O,O,X,X,X,X,X,O,X,X,X,X
LITSOJZ,O,O,X,X,O,X,X,O,O,X,X,X
LITSOZJ,O,O,X,X,X,X,X,O,O,X,X,X
LITZJSO,O,O,X,X,X,X,X,X,X,X,X,X
LITZJOS,O,O,O,X,X,X,X,X,X,X,X,X
LITZSJO,O,O,X,X,X,X,X,X,X,X,X,X
LITZSOJ,O,O,X,X,X,X,X,O,X,X,X,X
LITZOJS,O,O,X,X,X,X,X,X,X,X,X,X
LITZOSJ,O,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,O,O,X,X,X,X,X,X,O,X,X,X
LITOJZS,X,O,X,X,X,X,X,X,X,X,X,X
LITOSJZ,O,O,X,X,X,X,X,O,O,X,X,X
LITOSZJ,O,O,X,X,X,X,X,O,O,X,X,X
LITOZJS,X,O,X,X,X,X,X,X,X,X,X,X
LITOZSJ,X,X,X,X,X,X,X,X,O,X,X,X
LIJTSZO,O,O,X,X,O,X,X,X,X,X,X,X
LIJTSOZ,O,O,X,X,O,X,X,O,X,X,X,X
LIJTZSO,X,O,X,X,O,X,X,X,X,X,X,X
LIJTZOS,X,O,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,O,O,X,X,X,X,X,X,X,X,X,X
LIJTOZS,X,O,X,X,X,X,X,X,X,X,X,X
LIJSTZO,O,O,X,X,O,X,X,X,X,X,X,X
LIJSTOZ,O,O,X,X,O,X,O,O,X,X,X,X
LIJSZTO,O,X,X,X,O,X,X,X,X,X,X,X
LIJSZOT,O,O,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,O,O,X,X,O,X,O,X,X,X,X,X
LIJSOZT,O,O,X,X,X,X,X,X,X,X,X,X
LIJZTSO,O,O,X,X,X,X,X,X,X,X,X,X
LIJZTOS,O,O,O,X,X,X,X,X,X,X,X,X
LIJZSTO,O,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,O,O,O,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,O,X,X,X,X,X,X,X,X,X
LIJZOST,X,X,O,X,X,X,X,X,X,X,X,O
LIJOTSZ,X,O,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,O,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,X,O,X,X,X,X,O,X,X,X,X,X
LIJOSZT,X,O,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,X,X,O
LISTJZO,O,O,X,X,O,X,X,X,X,X,X,X
LISTJOZ,O,O,X,X,O,X,O,O,X,X,X,X
LISTZJO,O,O,X,X,O,X,X,X,X,X,X,X
LISTZOJ,O,O,X,X,X,X,X,O,X,X,X,X
LISTOJZ,O,O,X,X,O,X,X,O,X,X,X,X
LISTOZJ,O,O,X,X,X,X,X,O,X,X,X,X
LISJTZO,O,O,X,X,O,X,X,X,X,X,X,X
LISJTOZ,O,O,X,X,O,X,O,O,X,X,X,X
LISJZTO,O,X,X,X,O,X,X,X,X,X,X,X
LISJZOT,O,O,X,X,X,X,X,X,X,X,X,X
LISJOTZ,O,O,X,X,O,X,O,X,X,X,X,X
LISJOZT,O,O,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,X,X,O,X,X,X,X,X,X,X
