sequence,v115@7gB8FeD8FeD8EeF8CeF8JeT6IvhFxcBlgBcmBikBGq?BXqB,v115@7gB8FeD8FeD8EeF8CeF8JeO/IvhFXbBxcBSlBThB0p?BlqB,v115@7gB8FeD8FeD8EeF8CeF8JeO/IvhF8fBzbBCdBxlBlp?B3qB,v115@7gB8FeD8FeD8EeF8CeF8Jem7IvhFCdBxfBTkB/qBFm?B0pB,v115@7gB8FeD8FeD8EeF8CeF8Jem7IvhFCdBxfBTfB/qBFm?B0pB,v115@7gB8FeD8FeD8EeF8CeF8JeZ/IvhFzaBCdBUhBupB1q?B3qB,v115@7gB8FeD8FeD8EeF8CeF8Jem7IvhFCdBxfB0fB/pBFm?BTqB,v115@7gB8FeD8FeD8EeF8CeF8Jex6IvhFCdBmfBTkBFmBXq?B8qB,v115@7gB8FeD8FeD8EeF8CeF8JeZ/IvhF8gBCdBzfBXmBFl?BWvB,v115@7gB8FeD8FeD8EeF8CeF8JeZ/IvhFzbBCdBVlBXmBUq?BupB,v115@7gB8FeD8FeD8EeF8CeF8JeO/IvhFCdBzfBFmBxpB8q?BXqB,v115@7gB8FeD8FeD8EeF8CeF8Jez7IvhFCdBmfBFmBxpB/p?BUqB
JIOLSZT,O,X,O,X,X,X,X,X,O,X,X,X
JIOLZTS,O,X,O,X,X,O,X,X,X,X,O,X
JIOLZST,O,X,O,X,X,X,X,X,O,X,X,X
JIOSTLZ,X,X,O,X,X,O,X,X,O,X,O,X
JIOSTZL,X,X,O,X,X,O,X,X,O,X,O,X
JIOSLTZ,X,X,O,X,X,O,X,X,O,X,O,X
JIOSLZT,X,X,O,X,X,X,X,X,O,X,X,X
JIOSZTL,X,X,O,X,X,X,X,X,O,X,X,X
JIOSZLT,X,X,O,X,X,X,X,X,O,X,X,X
JIOZTLS,O,O,O,X,X,O,X,X,X,X,O,X
JIOZTSL,X,O,X,X,X,O,X,X,X,X,O,X
JIOZLTS,O,O,O,X,X,O,X,X,X,X,O,X
JIOZLST,O,O,O,X,X,X,X,X,O,X,X,X
JIOZSTL,X,O,X,X,X,X,X,X,O,X,X,X
JIOZSLT,X,O,O,X,X,X,X,X,O,X,X,X
JLTISZO,X,X,X,O,O,X,O,X,O,X,X,X
JLTISOZ,X,X,X,O,O,O,O,X,O,X,X,X
JLTIZSO,O,X,O,O,O,O,O,X,X,X,X,X
JLTIZOS,O,X,O,X,X,O,O,X,X,X,X,X
JLTIOSZ,X,X,X,O,O,O,O,X,O,X,X,X
JLTIOZS,O,X,O,X,X,O,O,X,X,X,X,X
JLTSIZO,X,X,O,O,O,X,O,X,O,X,X,X
JLTSIOZ,X,X,O,O,O,O,O,X,O,X,X,X
JLTSZIO,X,X,O,O,O,X,O,X,O,X,X,X
JLTSZOI,X,X,X,O,O,X,X,X,O,X,X,X
JLTSOIZ,X,X,X,O,O,O,O,O,O,X,X,X
JLTSOZI,X,X,X,O,O,O,O,O,O,X,X,X
JLTZISO,O,X,O,O,O,O,O,X,X,X,X,X
JLTZIOS,O,X,O,X,X,O,O,X,X,X,X,X
JLTZSIO,O,X,O,O,O,O,O,X,X,X,X,X
JLTZSOI,O,X,X,O,O,O,X,X,X,X,X,X
JLTZOIS,O,X,O,X,X,O,O,X,X,X,X,X
JLTZOSI,O,X,X,X,X,O,O,X,X,X,X,X
JLTOISZ,X,X,X,O,O,O,O,X,O,X,X,X
JLTOIZS,O,X,X,X,X,O,O,X,X,X,X,X
JLTOSIZ,X,X,X,O,O,O,O,X,O,X,X,X
JLTOSZI,X,X,X,O,O,O,O,X,O,X,X,X
JLTOZIS,O,X,O,X,X,O,O,X,X,X,X,X
JLTOZSI,O,X,X,X,X,O,O,X,X,X,X,X
JLITSZO,X,X,X,X,X,X,X,X,O,X,X,X
JLITSOZ,X,X,X,X,X,O,X,X,O,X,X,O
JLITZSO,O,X,O,X,X,O,X,X,X,X,X,X
JLITZOS,O,X,O,X,X,O,X,X,X,X,X,O
JLITOSZ,X,X,X,X,X,O,X,X,O,X,O,O
JLITOZS,O,X,O,X,X,O,X,X,X,X,O,O
JLISTZO,X,X,O,X,X,X,X,X,O,X,X,X
JLISTOZ,X,X,O,X,X,O,X,X,O,X,X,O
JLISZTO,O,X,O,X,X,X,X,X,O,O,X,X
JLISZOT,O,X,O,X,X,X,X,X,O,O,X,X
JLISOTZ,X,X,O,X,X,O,X,X,O,X,O,X
JLISOZT,O,X,O,X,X,X,X,X,O,O,X,X
JLIZTSO,O,X,O,X,X,O,X,X,X,O,X,X
JLIZTOS,O,X,O,X,X,O,X,X,X,X,X,O
JLIZSTO,O,X,O,X,X,X,X,X,O,O,X,X
JLIZSOT,O,X,O,X,X,X,X,X,O,O,X,X
JLIZOTS,O,X,O,X,X,O,X,X,X,X,O,X
JLIZOST,O,X,O,X,X,X,X,X,O,X,X,X
JLIOTSZ,X,X,X,X,X,O,X,X,O,X,O,O
JLIOTZS,O,X,O,X,X,O,X,X,X,X,O,O
JLIOSTZ,X,X,O,X,X,O,X,X,O,X,O,X
JLIOSZT,O,X,O,X,X,X,X,X,O,X,X,X
JLIOZTS,O,X,O,X,X,O,X,X,X,X,O,X
JLIOZST,O,X,O,X,X,X,X,X,O,X,X,X
JLSTIZO,X,X,O,O,O,X,O,X,O,X,X,X
JLSTIOZ,X,X,O,O,O,O,O,X,O,X,X,X
JLSTZIO,X,X,X,O,O,X,O,X,O,X,X,X
JLSTZOI,X,X,X,O,O,X,X,X,O,X,X,X
JLSTOIZ,X,X,X,O,O,O,O,O,O,X,X,X
JLSTOZI,X,X,X,O,O,O,X,O,O,X,X,X
JLSITZO,X,X,O,X,O,X,O,X,O,X,X,X
JLSITOZ,X,X,O,X,X,O,X,X,O,X,X,X
JLSIZTO,O,X,O,X,O,X,O,X,O,O,X,X
JLSIZOT,O,X,O,X,O,X,O,X,O,O,X,X
JLSIOTZ,X,X,O,X,X,O,X,X,O,X,X,X
JLSIOZT,O,X,O,X,O,X,O,X,O,O,X,X
JLSZTIO,O,X,X,X,O,X,X,X,O,O,X,X
JLSZTOI,O,X,X,X,O,X,X,X,O,O,X,X
JLSZITO,O,X,X,X,O,X,X,X,O,O,X,X
JLSZIOT,O,X,X,X,O,X,X,X,O,O,X,X
JLSZOTI,O,X,X,X,X,X,X,X,O,O,X,X
JLSZOIT,O,X,X,X,X,X,X,X,O,O,X,X
JLSOTIZ,X,X,X,O,X,O,O,O,O,X,X,X
JLSOTZI,X,X,X,O,X,O,O,O,O,X,X,X
JLSOITZ,X,X,X,X,X,O,O,O,O,X,X,X
JLSOIZT,O,X,X,X,X,X,O,X,O,O,X,X
JLSOZTI,O,X,X,X,X,X,X,O,O,O,X,X
JLSOZIT,O,X,X,X,X,X,X,X,O,O,X,X
JLZTISO,O,X,X,X,X,O,X,X,X,O,X,X
JLZTIOS,O,X,X,X,X,O,X,X,X,X,X,X
JLZTSIO,O,X,X,X,X,O,X,X,X,O,X,X
JLZTSOI,O,X,X,X,X,O,X,X,X,O,X,X
JLZTOIS,O,X,X,X,X,O,X,X,X,X,X,X
JLZTOSI,O,X,X,X,X,O,X,X,X,X,X,X
JLZITSO,O,X,X,X,X,O,X,X,X,O,X,X
JLZITOS,O,X,X,X,X,O,X,X,X,X,X,X
JLZISTO,O,X,X,X,X,X,X,X,O,O,X,X
JLZISOT,O,X,X,X,X,X,X,X,O,O,X,X
JLZIOTS,O,X,X,X,X,O,X,X,X,X,X,X
JLZIOST,O,X,X,X,X,X,X,X,O,X,X,X
JLZSTIO,O,X,X,X,O,X,X,X,O,O,X,X
JLZSTOI,O,X,X,X,O,X,X,X,O,O,X,X
JLZSITO,O,X,X,X,O,X,X,X,O,O,X,X
JLZSIOT,O,X,X,X,O,X,X,X,O,O,X,X
JLZSOTI,O,X,X,X,X,X,X,X,O,O,X,X
JLZSOIT,O,X,X,X,X,X,X,X,O,O,X,X
JLZOTIS,O,X,X,X,X,O,X,X,X,X,X,X
JLZOTSI,O,X,X,X,X,O,X,X,X,X,X,X
JLZOITS,O,X,X,X,X,O,X,X,X,X,X,X
JLZOIST,O,X,X,X,X,X,X,X,O,X,X,X
JLZOSTI,O,X,X,X,X,X,X,X,O,X,X,X
JLZOSIT,O,X,X,X,X,X,X,X,O,X,X,X
JLOTISZ,X,X,X,X,X,O,O,X,O,X,X,X
JLOTIZS,O,X,X,X,X,O,O,X,X,X,X,X
JLOTSIZ,X,X,X,X,X,O,O,O,O,X,X,X
JLOTSZI,X,X,X,X,X,O,O,O,O,X,X,X
JLOTZIS,O,X,X,X,X,O,O,X,X,X,X,X
JLOTZSI,O,X,X,X,X,O,O,X,X,X,X,X
JLOITSZ,X,X,X,X,X,O,X,X,O,X,X,X
JLOITZS,O,X,X,X,X,O,X,X,X,X,X,X
JLOISTZ,X,X,X,X,X,O,X,O,O,X,X,X
JLOISZT,O,X,X,X,X,X,X,X,O,X,X,X
JLOIZTS,O,X,X,X,X,O,X,X,X,X,X,X
JLOIZST,O,X,X,X,X,X,X,X,O,X,X,X
JLOSTIZ,X,X,X,O,X,O,O,O,O,X,X,X
JLOSTZI,X,X,X,O,X,O,O,O,O,X,X,X
JLOSITZ,X,X,X,X,X,O,O,O,O,X,X,X
JLOSIZT,O,X,X,X,X,X,O,X,O,X,X,X
JLOSZTI,O,X,X,X,X,X,X,O,O,X,X,X
JLOSZIT,O,X,X,X,X,X,X,X,O,X,X,X
JLOZTIS,O,X,X,X,X,O,X,X,X,X,X,X
JLOZTSI,O,X,X,X,X,O,X,X,X,X,X,X
JLOZITS,O,X,X,X,X,O,X,X,X,X,X,X
JLOZIST,O,X,X,X,X,X,X,X,O,X,X,X
JLOZSTI,O,X,X,X,X,X,X,O,O,X,X,X
JLOZSIT,O,X,X,X,X,X,X,X,O,X,X,X
JSTILZO,X,X,O,O,O,X,O,X,O,X,X,X
JSTILOZ,X,X,O,O,O,O,O,X,O,X,X,X
JSTIZLO,X,X,O,O,O,O,O,X,O,X,X,X
JSTIZOL,X,X,O,X,O,O,X,X,O,X,X,X
JSTIOLZ,X,X,O,O,O,O,O,X,O,X,X,X
JSTIOZL,X,X,O,O,X,O,X,X,O,X,X,X
JSTLIZO,X,X,O,O,O,X,O,X,O,X,X,X
JSTLIOZ,X,X,O,O,O,O,O,X,O,X,X,X
JSTLZIO,X,X,X,O,O,X,O,X,O,X,X,X
JSTLZOI,X,X,X,O,O,X,X,X,O,X,X,X
JSTLOIZ,X,X,X,O,O,O,O,O,O,X,X,X
JSTLOZI,X,X,X,O,O,O,X,O,O,X,X,X
JSTZILO,X,X,X,O,O,O,O,X,O,X,X,X
JSTZIOL,X,X,X,X,O,O,X,X,O,X,X,X
JSTZLIO,X,X,X,O,O,O,O,X,O,X,X,X
JSTZLOI,X,X,X,O,O,O,X,X,O,X,X,X
JSTZOIL,X,X,X,O,O,O,X,X,O,X,X,X
JSTZOLI,X,X,X,O,O,O,X,X,O,X,X,X
JSTOILZ,X,X,X,O,O,O,O,O,O,X,X,X
JSTOIZL,X,X,X,O,X,O,X,O,O,X,X,X
JSTOLIZ,X,X,X,O,O,O,O,O,O,X,X,X
JSTOLZI,X,X,X,O,O,O,X,O,O,X,X,X
JSTOZIL,X,X,X,O,O,O,X,O,O,X,X,X
JSTOZLI,X,X,X,O,O,O,X,O,O,X,X,X
JSITLZO,X,X,O,O,O,X,O,X,O,X,X,X
JSITLOZ,X,X,O,O,O,O,O,X,O,X,X,X
JSITZLO,X,X,O,O,O,O,O,X,O,X,X,X
JSITZOL,X,X,O,X,X,O,X,X,O,X,X,X
JSITOLZ,X,X,O,O,O,O,O,X,O,X,X,X
JSITOZL,X,X,O,X,X,O,X,X,O,X,X,X
JSILTZO,X,X,O,X,O,X,O,X,O,X,X,X
JSILTOZ,X,X,O,X,X,O,X,X,O,X,X,X
JSILZTO,O,X,O,X,O,X,O,X,O,O,X,X
JSILZOT,O,X,O,X,O,X,O,X,O,O,X,X
JSILOTZ,X,X,O,X,X,O,X,X,O,X,X,X
JSILOZT,O,X,O,X,O,X,O,X,O,O,X,X
JSIZTLO,O,X,O,X,X,X,X,X,O,O,X,X
JSIZTOL,X,X,O,X,X,X,X,X,O,O,X,X
JSIZLTO,O,X,O,X,O,X,O,X,O,O,X,X
JSIZLOT,O,X,O,X,O,X,O,X,O,O,X,X
JSIZOTL,X,X,O,X,X,X,X,X,O,O,X,X
JSIZOLT,X,X,O,X,X,X,X,X,O,O,X,X
JSIOTLZ,X,X,O,X,X,O,X,X,O,X,X,X
JSIOTZL,X,X,O,X,X,O,X,X,O,X,X,X
JSIOLTZ,X,X,O,X,X,O,X,X,O,X,X,X
JSIOLZT,X,X,O,X,O,X,O,X,O,O,X,X
JSIOZTL,X,X,O,X,X,X,X,X,O,O,X,X
JSIOZLT,X,X,O,X,X,X,X,X,O,O,X,X
JSLTIZO,X,X,O,O,O,X,O,X,O,X,X,X
JSLTIOZ,X,X,O,O,O,O,O,X,O,X,X,X
JSLTZIO,X,X,X,O,O,X,O,X,O,X,X,X
JSLTZOI,X,X,X,O,O,X,X,X,O,X,X,X
JSLTOIZ,X,X,X,O,O,O,O,O,O,X,X,X
JSLTOZI,X,X,X,O,O,O,X,O,O,X,X,X
JSLITZO,X,X,O,X,O,X,O,X,O,X,X,X
JSLITOZ,X,X,O,X,X,O,X,X,O,X,X,X
JSLIZTO,O,X,O,X,O,X,O,X,O,O,X,X
JSLIZOT,O,X,O,X,O,X,O,X,O,O,X,X
JSLIOTZ,X,X,O,X,X,O,X,X,O,X,X,X
JSLIOZT,O,X,O,X,O,X,O,X,O,O,X,X
JSLZTIO,O,X,X,X,O,X,X,X,O,O,X,X
JSLZTOI,O,X,X,X,O,X,X,X,O,O,X,X
JSLZITO,O,X,X,X,O,X,X,X,O,O,X,X
JSLZIOT,O,X,X,X,O,X,X,X,O,O,X,X
JSLZOTI,O,X,X,X,X,X,X,X,O,O,X,X
JSLZOIT,O,X,X,X,X,X,X,X,O,O,X,X
JSLOTIZ,X,X,X,O,X,O,O,O,O,X,X,X
JSLOTZI,X,X,X,O,X,O,O,O,O,X,X,X
JSLOITZ,X,X,X,X,X,O,O,O,O,X,X,X
JSLOIZT,O,X,X,X,X,X,O,X,O,O,X,X
JSLOZTI,O,X,X,X,X,X,X,O,O,O,X,X
JSLOZIT,O,X,X,X,X,X,X,X,O,O,X,X
JSZTILO,O,X,X,X,O,X,X,X,O,O,X,X
JSZTIOL,X,X,X,X,O,X,X,X,O,O,X,X
JSZTLIO,O,X,X,X,O,X,X,X,O,O,X,X
JSZTLOI,O,X,X,X,O,X,X,X,O,O,X,X
JSZTOIL,X,X,X,X,O,X,X,X,O,O,X,X
JSZTOLI,X,X,X,X,O,X,X,X,O,O,X,X
JSZITLO,O,X,X,X,O,X,X,X,O,O,X,X
JSZITOL,X,X,X,X,O,X,X,X,O,O,X,X
JSZILTO,O,X,X,X,O,X,X,X,O,O,X,X
JSZILOT,O,X,X,X,O,X,X,X,O,O,X,X
JSZIOTL,X,X,X,X,X,X,X,X,O,O,X,X
JSZIOLT,X,X,X,X,O,X,X,X,O,O,X,X
JSZLTIO,O,X,X,X,O,X,X,X,O,O,X,X
JSZLTOI,O,X,X,X,O,X,X,X,O,O,X,X
JSZLITO,O,X,X,X,O,X,X,X,O,O,X,X
JSZLIOT,O,X,X,X,O,X,X,X,O,O,X,X
JSZLOTI,O,X,X,X,X,X,X,X,O,O,X,X
JSZLOIT,O,X,X,X,X,X,X,X,O,O,X,X
JSZOTIL,X,X,X,X,X,X,X,X,O,O,X,X
JSZOTLI,X,X,X,X,X,X,X,X,O,O,X,X
JSZOITL,X,X,X,X,X,X,X,X,O,O,X,X
JSZOILT,X,X,X,X,X,X,X,X,O,O,X,X
JSZOLTI,X,X,X,X,X,X,X,X,O,O,X,X
JSZOLIT,X,X,X,X,X,X,X,X,O,O,X,X
JSOTILZ,X,X,X,O,X,O,O,O,O,X,X,X
JSOTIZL,X,X,X,O,X,O,O,O,O,X,X,X
JSOTLIZ,X,X,X,O,X,O,O,O,O,X,X,X
JSOTLZI,X,X,X,O,X,O,O,O,O,X,X,X
JSOTZIL,X,X,X,O,X,O,O,O,O,X,X,X
JSOTZLI,X,X,X,O,X,O,O,O,O,X,X,X
JSOITLZ,X,X,X,O,X,O,O,O,O,X,X,X
JSOITZL,X,X,X,O,X,O,O,O,O,X,X,X
JSOILTZ,X,X,X,X,X,O,O,O,O,X,X,X
JSOILZT,X,X,X,X,X,X,O,X,O,O,X,X
JSOIZTL,X,X,X,X,X,X,X,X,O,O,X,X
JSOIZLT,X,X,X,X,X,X,O,X,O,O,X,X
JSOLTIZ,X,X,X,O,X,O,O,O,O,X,X,X
JSOLTZI,X,X,X,O,X,O,O,O,O,X,X,X
JSOLITZ,X,X,X,X,X,O,O,O,O,X,X,X
JSOLIZT,X,X,X,X,X,X,O,X,O,O,X,X
JSOLZTI,X,X,X,X,X,X,X,O,O,O,X,X
JSOLZIT,X,X,X,X,X,X,X,X,O,O,X,X
JSOZTIL,X,X,X,X,X,X,X,O,O,O,X,X
JSOZTLI,X,X,X,X,X,X,X,O,O,O,X,X
JSOZITL,X,X,X,X,X,X,X,X,O,O,X,X
JSOZILT,X,X,X,X,X,X,X,X,O,O,X,X
JSOZLTI,X,X,X,X,X,X,X,O,O,O,X,X
JSOZLIT,X,X,X,X,X,X,X,X,O,O,X,X
JZTILSO,O,O,X,X,X,O,X,X,X,O,X,X
JZTILOS,O,O,X,X,X,O,X,X,X,X,X,X
JZTISLO,O,O,X,X,X,O,X,X,X,O,X,X
JZTISOL,X,O,X,X,X,O,X,X,X,O,X,X
JZTIOLS,O,O,X,X,X,O,X,X,X,X,X,X
JZTIOSL,X,O,X,X,X,O,X,X,X,X,X,X
JZTLISO,O,O,X,X,X,O,X,X,X,O,X,X
JZTLIOS,O,O,X,X,X,O,X,X,X,X,X,X
JZTLSIO,O,O,X,X,X,O,X,X,X,O,X,X
JZTLSOI,O,O,X,X,X,O,X,X,X,O,X,X
JZTLOIS,O,O,X,X,X,O,X,X,X,X,X,X
JZTLOSI,O,O,X,X,X,O,X,X,X,X,X,X
JZTSILO,O,O,X,X,X,O,X,X,X,O,X,X
JZTSIOL,X,O,X,X,X,O,X,X,X,O,X,X
JZTSLIO,O,O,X,X,X,O,X,X,X,O,X,X
JZTSLOI,O,O,X,X,X,O,X,X,X,O,X,X
JZTSOIL,X,O,X,X,X,O,X,X,X,O,X,X
JZTSOLI,X,O,X,X,X,O,X,X,X,O,X,X
JZTOILS,O,O,X,X,X,O,X,X,X,X,X,X
JZTOISL,X,O,X,X,X,O,X,X,X,X,X,X
JZTOLIS,O,O,X,X,X,O,X,X,X,X,X,X
JZTOLSI,O,O,X,X,X,O,X,X,X,X,X,X
JZTOSIL,X,O,X,X,X,O,X,X,X,X,X,X
JZTOSLI,X,O,X,X,X,O,X,X,X,X,X,X
JZITLSO,O,O,X,X,X,O,X,X,X,O,X,X
JZITLOS,O,O,X,X,X,O,X,X,X,X,X,X
JZITSLO,O,O,X,X,X,O,X,X,X,O,X,X
JZITSOL,X,O,X,X,X,O,X,X,X,O,X,X
JZITOLS,O,O,X,X,X,O,X,X,X,X,X,X
JZITOSL,X,O,X,X,X,O,X,X,X,X,X,X
JZILTSO,O,O,X,X,X,O,X,X,X,O,X,X
JZILTOS,O,O,X,X,X,O,X,X,X,X,X,X
JZILSTO,O,O,X,X,X,X,X,X,O,O,X,X
JZILSOT,O,O,X,X,X,X,X,X,O,O,X,X
JZILOTS,O,O,X,X,X,O,X,X,X,X,X,X
JZILOST,O,O,X,X,X,X,X,X,O,X,X,X
JZISTLO,O,O,X,X,X,X,X,X,O,O,X,X
JZISTOL,X,O,X,X,X,X,X,X,O,O,X,X
JZISLTO,O,O,X,X,X,X,X,X,O,O,X,X
JZISLOT,O,O,X,X,X,X,X,X,O,O,X,X
JZISOTL,X,O,X,X,X,X,X,X,O,O,X,X
JZISOLT,X,O,X,X,X,X,X,X,O,O,X,X
JZIOTLS,O,O,X,X,X,O,X,X,X,X,X,X
JZIOTSL,X,O,X,X,X,O,X,X,X,X,X,X
JZIOLTS,O,O,X,X,X,O,X,X,X,X,X,X
JZIOLST,O,O,X,X,X,X,X,X,O,X,X,X
JZIOSTL,X,O,X,X,X,X,X,X,O,X,X,X
JZIOSLT,X,O,X,X,X,X,X,X,O,X,X,X
JZLTISO,O,O,X,X,X,O,X,X,X,O,X,X
JZLTIOS,O,O,X,X,X,O,X,X,X,X,X,X
JZLTSIO,O,O,X,X,X,O,X,X,X,O,X,X
JZLTSOI,O,O,X,X,X,O,X,X,X,O,X,X
JZLTOIS,O,O,X,X,X,O,X,X,X,X,X,X
JZLTOSI,O,O,X,X,X,O,X,X,X,X,X,X
JZLITSO,O,O,X,X,X,O,X,X,X,O,X,X
JZLITOS,O,O,X,X,X,O,X,X,X,X,X,X
JZLISTO,O,O,X,X,X,X,X,X,O,O,X,X
JZLISOT,O,O,X,X,X,X,X,X,O,O,X,X
JZLIOTS,O,O,X,X,X,O,X,X,X,X,X,X
JZLIOST,O,O,X,X,X,X,X,X,O,X,X,X
JZLSTIO,O,O,X,X,O,X,X,X,O,O,X,X
JZLSTOI,O,O,X,X,O,X,X,X,O,O,X,X
JZLSITO,O,O,X,X,O,X,X,X,O,O,X,X
JZLSIOT,O,O,X,X,O,X,X,X,O,O,X,X
JZLSOTI,O,O,X,X,X,X,X,X,O,O,X,X
JZLSOIT,O,O,X,X,X,X,X,X,O,O,X,X
JZLOTIS,O,O,X,X,X,O,X,X,X,X,X,X
JZLOTSI,O,O,X,X,X,O,X,X,X,X,X,X
JZLOITS,O,O,X,X,X,O,X,X,X,X,X,X
JZLOIST,O,O,X,X,X,X,X,X,O,X,X,X
JZLOSTI,O,O,X,X,X,X,X,X,O,X,X,X
JZLOSIT,O,O,X,X,X,X,X,X,O,X,X,X
JZSTILO,O,O,X,X,O,X,X,X,O,O,X,X
JZSTIOL,X,O,X,X,O,X,X,X,O,O,X,X
JZSTLIO,O,O,X,X,O,X,X,X,O,O,X,X
JZSTLOI,O,O,X,X,O,X,X,X,O,O,X,X
JZSTOIL,X,O,X,X,O,X,X,X,O,O,X,X
JZSTOLI,X,O,X,X,O,X,X,X,O,O,X,X
JZSITLO,O,O,X,X,O,X,X,X,O,O,X,X
JZSITOL,X,O,X,X,O,X,X,X,O,O,X,X
JZSILTO,O,O,X,X,O,X,X,X,O,O,X,X
JZSILOT,O,O,X,X,O,X,X,X,O,O,X,X
JZSIOTL,X,O,X,X,X,X,X,X,O,O,X,X
JZSIOLT,X,O,X,X,O,X,X,X,O,O,X,X
JZSLTIO,O,O,X,X,O,X,X,X,O,O,X,X
JZSLTOI,O,O,X,X,O,X,X,X,O,O,X,X
JZSLITO,O,O,X,X,O,X,X,X,O,O,X,X
JZSLIOT,O,O,X,X,O,X,X,X,O,O,X,X
JZSLOTI,O,O,X,X,X,X,X,X,O,O,X,X
JZSLOIT,O,O,X,X,X,X,X,X,O,O,X,X
JZSOTIL,X,O,X,X,X,X,X,X,O,O,X,X
JZSOTLI,X,O,X,X,X,X,X,X,O,O,X,X
JZSOITL,X,O,X,X,X,X,X,X,O,O,X,X
JZSOILT,X,O,X,X,X,X,X,X,O,O,X,X
JZSOLTI,X,O,X,X,X,X,X,X,O,O,X,X
JZSOLIT,X,O,X,X,X,X,X,X,O,O,X,X
JZOTILS,O,O,X,X,X,O,X,X,X,X,X,X
JZOTISL,X,O,X,X,X,O,X,X,X,X,X,X
JZOTLIS,O,O,X,X,X,O,X,X,X,X,X,X
JZOTLSI,O,O,X,X,X,O,X,X,X,X,X,X
JZOTSIL,X,O,X,X,X,O,X,X,X,X,X,X
JZOTSLI,X,O,X,X,X,O,X,X,X,X,X,X
JZOITLS,O,O,X,X,X,O,X,X,X,X,X,X
JZOITSL,X,O,X,X,X,O,X,X,X,X,X,X
JZOILTS,O,O,X,X,X,O,X,X,X,X,X,X
JZOILST,O,O,X,X,X,X,X,X,O,X,X,X
JZOISTL,X,O,X,X,X,X,X,X,O,X,X,X
JZOISLT,X,O,X,X,X,X,X,X,O,X,X,X
JZOLTIS,O,O,X,X,X,O,X,X,X,X,X,X
JZOLTSI,O,O,X,X,X,O,X,X,X,X,X,X
JZOLITS,O,O,X,X,X,O,X,X,X,X,X,X
JZOLIST,O,O,X,X,X,X,X,X,O,X,X,X
JZOLSTI,O,O,X,X,X,X,X,X,O,X,X,X
JZOLSIT,O,O,X,X,X,X,X,X,O,X,X,X
JZOSTIL,X,O,X,X,X,X,X,X,O,X,X,X
JZOSTLI,X,O,X,X,X,X,X,X,O,X,X,X
JZOSITL,X,O,X,X,X,X,X,X,O,X,X,X
JZOSILT,X,O,X,X,X,X,X,X,O,X,X,X
JZOSLTI,X,O,X,X,X,X,X,X,O,X,X,X
JZOSLIT,X,O,X,X,X,X,X,X,O,X,X,X
JOTILSZ,X,O,X,X,X,O,O,X,O,X,X,X
JOTILZS,X,X,X,X,X,O,O,X,X,X,X,X
JOTISLZ,X,X,X,X,X,O,O,X,O,X,X,X
JOTISZL,X,X,X,X,X,O,O,X,O,X,X,X
JOTIZLS,X,O,X,X,X,O,O,X,X,X,X,X
JOTIZSL,X,O,X,X,X,O,X,X,X,X,X,X
JOTLISZ,X,O,X,X,X,O,O,X,O,X,X,X
JOTLIZS,X,X,X,X,X,O,O,X,X,X,X,X
JOTLSIZ,X,O,X,X,X,O,O,O,O,X,X,X
JOTLSZI,X,O,X,X,X,O,O,O,O,X,X,X
JOTLZIS,X,X,X,X,X,O,O,X,X,X,X,X
JOTLZSI,X,X,X,X,X,O,O,X,X,X,X,X
JOTSILZ,X,X,X,X,X,O,O,O,O,X,X,X
JOTSIZL,X,X,X,X,X,O,O,O,O,X,X,X
JOTSLIZ,X,X,X,X,X,O,O,O,O,X,X,X
JOTSLZI,X,X,X,X,X,O,O,O,O,X,X,X
JOTSZIL,X,X,X,X,X,O,O,O,O,X,X,X
JOTSZLI,X,X,X,X,X,O,O,O,O,X,X,X
JOTZILS,X,O,X,X,X,O,O,X,X,X,X,X
JOTZISL,X,O,X,X,X,O,X,X,X,X,X,X
JOTZLIS,X,O,X,X,X,O,O,X,X,X,X,X
JOTZLSI,X,O,X,X,X,O,O,X,X,X,X,X
JOTZSIL,X,O,X,X,X,O,O,X,X,X,X,X
JOTZSLI,X,O,X,X,X,O,O,X,X,X,X,X
JOITLSZ,X,O,X,X,X,O,X,X,O,X,X,X
JOITLZS,X,X,X,X,X,O,X,X,X,X,X,X
JOITSLZ,X,X,X,X,X,O,X,X,O,X,X,X
JOITSZL,X,X,X,X,X,O,X,X,O,X,X,X
JOITZLS,X,O,X,X,X,O,X,X,X,X,X,X
JOITZSL,X,O,X,X,X,O,X,X,X,X,X,X
JOILTSZ,X,X,X,X,X,O,X,X,O,X,X,X
JOILTZS,O,X,X,X,X,O,X,X,X,X,X,X
JOILSTZ,X,X,X,X,X,O,X,O,O,X,X,X
JOILSZT,O,X,X,X,X,X,X,X,O,X,X,X
JOILZTS,O,X,X,X,X,O,X,X,X,X,X,X
JOILZST,O,X,X,X,X,X,X,X,O,X,X,X
JOISTLZ,X,X,X,O,X,O,X,O,O,X,X,X
JOISTZL,X,X,X,O,X,O,X,O,O,X,X,X
JOISLTZ,X,X,X,X,X,O,X,O,O,X,X,X
JOISLZT,X,X,X,X,X,X,X,X,O,X,X,X
JOISZTL,X,X,X,X,X,X,X,X,O,X,X,X
JOISZLT,X,X,X,X,X,X,X,X,O,X,X,X
JOIZTLS,O,O,X,X,X,O,X,X,X,X,X,X
JOIZTSL,X,O,X,X,X,O,X,X,X,X,X,X
JOIZLTS,O,O,X,X,X,O,X,X,X,X,X,X
JOIZLST,O,O,X,X,X,X,X,X,O,X,X,X
