sequence,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjB6mBO?nBzlBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhF3dBcjB6lBO?mBzmBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBSjBThBN?nBWrB8sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFyhBTeBXmBm?nB5nB0rB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFicB+iBTeB3?hB8sBRwB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTeBxhBXmBm?nB0mB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjBzlBC?nBmmBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTcBKiBcjBX?mBRsBusB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFyhBTeB0mBm?nB5nBXrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JecDJvhFxgBXiBzlBt?sBGrBisB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je39IvhFcjBxgBanBG?mBtsBzqB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTcBxdBenBC?jBXmB8sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je39IvhFcjBxgBulBi?mBtsBzrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhF0hBxiBOoBz?lB9sBCsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhF9hBKiBcjBz?lBRsBusB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFKhBzcBGeB3?iB8sBRwB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFthBTeB8lBm?nBxrB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhFGeBXhBdoBz?mB0lB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeT+IvhF6lBxhBUhBm?nB3mB9sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFCdBTeBxmB8?sBerBXsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhFTeB0gBmhBf?oBSrB9sB
STLZIOJ,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLZJOI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STLZOIJ,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLZOJI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STLOIJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STLOJIZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLOJZI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STLOZIJ,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STLOZJI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STJILZO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
STJILOZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STJIZLO,O,O,O,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
STJIZOL,O,O,O,O,X,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
STJIOLZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJIOZL,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLIZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLZIO,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLZOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLOIZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLOZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJZILO,O,O,O,O,X,X,X,O,O,X,O,O,X,X,X,O,O,X,X,X,X
STJZIOL,O,O,O,O,X,O,X,O,O,O,O,O,X,X,X,O,O,X,X,X,X
STJZLIO,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
STJZLOI,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
STJZOIL,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STJZOLI,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
STJOILZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
STJOIZL,O,X,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X
STJOLIZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
STJOLZI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
STJOZIL,O,X,O,O,X,O,X,O,O,O,X,O,X,O,X,X,O,O,X,X,X
STJOZLI,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X
STZILJO,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,O,X
STZILOJ,O,O,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
STZIJLO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,O,X
STZIJOL,O,O,O,X,X,O,X,O,X,O,O,O,O,X,X,X,O,X,X,O,X
STZIOLJ,O,O,O,X,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X
STZIOJL,O,O,X,X,X,O,X,O,X,O,O,O,O,X,X,X,O,X,X,O,X
STZLIJO,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
STZLIOJ,O,O,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STZLJOI,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
STZLOIJ,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STZLOJI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZJILO,O,O,O,O,O,X,X,O,O,X,O,O,O,X,X,O,O,X,X,X,X
STZJIOL,O,O,O,O,O,O,X,O,O,O,O,O,O,X,X,O,O,X,X,X,X
STZJLIO,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X
STZJLOI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
STZJOIL,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STZJOLI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O
STZOILJ,O,O,O,X,X,X,O,O,X,O,O,X,O,O,O,X,X,X,X,O,X
STZOIJL,O,O,X,X,O,O,X,O,X,O,O,O,O,O,O,X,O,X,X,O,X
STZOLIJ,O,O,O,X,X,X,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
STZOLJI,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZOJIL,O,O,O,O,O,O,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X
STZOJLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
STOILJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
STOILZJ,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
STOIJLZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X
STOIJZL,O,X,X,O,X,O,X,O,X,O,X,O,X,O,O,X,X,O,X,X,X
STOIZLJ,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
STOIZJL,O,X,X,X,O,O,X,O,X,O,X,O,X,O,O,X,X,O,X,X,X
STOLIJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
STOLIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X
STOLJIZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
STOLJZI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
STOLZIJ,O,O,X,X,X,X,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X
STOLZJI,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
STOJILZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X
STOJIZL,O,O,X,O,X,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X
STOJLIZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
STOJLZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
STOJZIL,O,O,O,O,X,O,X,O,O,O,X,O,X,O,O,X,O,O,X,X,X
STOJZLI,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X
STOZILJ,O,O,O,X,X,X,O,O,X,O,X,X,X,O,O,X,X,O,X,O,X
STOZIJL,O,O,X,X,O,O,X,O,X,O,X,O,X,O,O,X,O,O,X,O,X
STOZLIJ,O,O,O,X,X,X,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X
STOZLJI,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
STOZJIL,O,O,O,O,O,O,X,O,X,O,X,O,X,O,O,X,O,O,X,X,X
STOZJLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O
SITLJZO,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SITLJOZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SITLZJO,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
SITLZOJ,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
SITLOJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SITLOZJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SITJLZO,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SITJLOZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SITJZLO,O,X,O,O,O,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X
SITJZOL,O,X,O,O,O,O,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X
SITJOLZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SITJOZL,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
SITZLJO,O,X,O,X,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
SITZLOJ,O,X,O,X,O,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X
SITZJLO,O,X,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,X
SITZJOL,O,X,O,X,O,O,X,O,X,O,O,O,O,X,X,O,O,X,X,X,X
SITZOLJ,O,X,O,X,O,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X
SITZOJL,O,X,X,X,O,O,X,O,X,O,O,O,O,X,X,O,O,X,X,X,X
SITOLJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SITOJLZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SITOJZL,O,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
SITOZLJ,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SITOZJL,O,X,X,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SILTJZO,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILTZOJ,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILTOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJZTO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILJOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILZTJO,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTOJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILZOTJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SILZOJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILOTJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SILOTZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SILOJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOJZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILOZTJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SILOZJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJTLZO,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJTLOZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SIJTZLO,X,X,O,O,O,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X
SIJTZOL,X,X,O,O,O,O,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X
SIJTOLZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTOZL,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
SIJLTZO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJLZTO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X
SIJZTOL,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,O,O,X,X,X,X
SIJZLTO,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
SIJZLOT,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIJZOTL,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
SIJZOLT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJOTLZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJOTZL,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJOZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZTLJO,O,X,O,X,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
SIZTLOJ,O,X,O,X,O,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X
SIZTJLO,O,X,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,X
SIZTJOL,O,X,O,X,O,X,X,O,X,O,O,O,O,X,X,O,O,X,X,X,X
SIZTOLJ,O,X,O,X,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X
SIZTOJL,O,X,X,X,O,X,X,O,X,O,O,O,O,X,X,O,O,X,X,X,X
SIZLTJO,O,X,O,X,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
SIZLTOJ,O,X,O,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
SIZLJTO,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X
SIZLJOT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SIZLOTJ,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZLOJT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SIZJTLO,O,X,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,X
SIZJTOL,O,X,O,X,O,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,X
SIZJLTO,O,X,O,X,O,X,X,O,X,X,X,O,O,X,X,O,O,X,X,X,X
SIZJLOT,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIZJOTL,O,X,O,X,O,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X
SIZJOLT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SIZOTLJ,O,X,X,X,O,X,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X
SIZOTJL,O,X,X,X,O,X,X,O,X,O,O,X,O,X,O,O,O,X,X,X,X
SIZOLTJ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SIZOJTL,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X
SIZOJLT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SIOTLJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOTLZJ,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SIOTJLZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOTJZL,O,X,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SIOTZJL,O,X,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SIOLTJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOLTZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOLZTJ,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
SIOLZJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOJTLZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOJTZL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SIOJLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X
SIOJZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZTLJ,O,X,X,X,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SIOZTJL,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X
SIOZLTJ,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
SIOZLJT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SIOZJTL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X
SIOZJLT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SLTIJZO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZJO,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTIZOJ,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTIOJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIZO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTJZIO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTJZOI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLTJOIZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTJOZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLTZIJO,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTZIOJ,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTZJIO,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLTZJOI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLTZOIJ,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTZOJI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLTOIJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SLTOJIZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTOJZI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLTOZIJ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SLTOZJI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLITJZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITZJO,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLITZOJ,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLITOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITOZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJTZO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJZTO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIJOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIZTJO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZTOJ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZJTO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZJOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIZOTJ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZOJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIOTJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOTZJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOJZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIOZTJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOZJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJTIZO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTIOZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJTZIO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJTZOI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLJTOIZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJTOZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLJITZO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
