sequence,v115@RhA8GeF8AeE8JeT/IvhFmgBRiBSoBXlBUnBFrB,v115@RhA8GeF8AeE8Jem/IvhFzgBfnBxiB0kBCoBFrB,v115@RhA8GeF8AeE8Je/EJvhFRgBGiBTjBilBUnBFrB,v115@RhA8GeF8AeE8JemAJvhFfnB6nBTjBxkB0kBFrB,v115@RhA8GeF8AeE8Je/EJvhFalBzgBGjBRnBUnBFrB,v115@RhA8GeF8AeE8Jex/IvhFylBzhBGjB0kB3nBFrB,v115@RhA8GeF8AeE8JeT/IvhFylBGjBRnBXlBUnBFrB,v115@RhA8GeF8AeE8Jei/IvhFRhBGjBzkBfrB0rBlsB,v115@RhA8GeF8AeE8JemAJvhFzhBSoBxkB0kB3nBFrB,v115@RhA8GeF8AeE8Je/EJvhFUgBFhBxiBzmBCoBmqB,v115@RhA8GeF8AeE8Je6HJvhFTjBxkBmmBlkB3lBcrB
IOLTJZS,O,X,X,X,X,X,O,O,O,O,O
IOLTSJZ,O,X,X,O,X,X,O,O,O,O,X
IOLTSZJ,X,X,X,O,X,X,X,O,X,O,X
IOLTZJS,O,X,X,X,X,X,O,O,O,O,X
IOLTZSJ,O,X,X,X,X,X,X,X,X,O,X
IOLJTSZ,O,X,X,X,X,X,O,O,O,O,O
IOLJTZS,O,X,X,X,X,X,O,O,O,O,O
IOLJSTZ,O,X,X,O,X,X,X,O,X,O,O
IOLJSZT,O,X,X,O,X,X,X,O,X,O,O
IOLJZTS,O,X,X,X,X,X,X,X,X,O,O
IOLJZST,O,X,X,X,X,X,X,X,X,O,O
IOLSTJZ,O,X,X,O,X,X,X,O,X,O,X
IOLSTZJ,O,X,O,O,X,X,X,O,X,O,X
IOLSJTZ,O,X,X,O,X,X,X,O,X,O,O
IOLSJZT,O,X,O,O,X,X,X,O,X,O,O
IOLSZTJ,O,X,O,X,X,X,X,O,X,O,X
IOLSZJT,O,X,O,O,X,X,X,O,X,O,X
IOLZTJS,O,X,X,X,X,X,X,X,X,O,X
IOLZTSJ,O,X,X,X,X,X,X,X,X,O,X
IOLZJTS,O,X,X,X,X,X,X,X,X,O,O
IOLZJST,O,X,O,X,X,X,X,X,X,O,O
IOLZSTJ,O,X,O,X,X,X,X,X,X,O,X
IOLZSJT,O,X,O,O,X,X,X,X,X,O,X
IOJTLSZ,X,X,X,O,O,X,O,O,X,O,O
IOJTLZS,X,X,X,X,X,X,O,O,X,O,O
IOJTSLZ,X,X,X,O,O,X,O,O,X,O,X
IOJTSZL,X,X,X,O,O,X,X,O,X,O,X
IOJTZLS,X,X,X,X,X,X,O,O,X,X,X
IOJTZSL,X,X,X,O,O,X,X,X,X,O,X
IOJLTSZ,X,X,X,X,X,X,O,O,O,O,O
IOJLTZS,X,X,X,X,X,X,O,O,O,O,O
IOJLSTZ,X,X,X,O,X,X,X,O,X,O,O
IOJLSZT,X,X,X,O,X,X,X,O,X,O,O
IOJLZTS,X,X,X,X,X,X,X,X,X,O,O
IOJLZST,X,X,X,X,X,X,X,X,X,O,O
IOJSTLZ,X,X,X,O,O,X,O,O,X,O,X
IOJSTZL,X,X,X,X,O,X,X,O,X,O,X
IOJSLTZ,X,X,X,O,O,X,X,O,X,O,O
IOJSLZT,X,X,X,O,X,X,X,O,X,O,O
IOJSZTL,X,X,X,X,X,X,X,O,X,O,X
IOJSZLT,X,X,X,O,X,X,X,O,X,O,X
IOJZTLS,X,X,X,X,X,X,O,X,X,X,X
IOJZTSL,X,X,X,X,X,X,X,X,X,O,X
IOJZLTS,X,X,X,X,X,X,X,X,X,X,O
IOJZLST,X,X,X,X,X,X,X,X,X,X,O
IOJZSTL,X,X,X,X,X,X,X,X,X,O,X
IOJZSLT,X,X,X,O,X,X,X,X,X,O,X
IOSTLJZ,O,X,O,O,O,X,O,O,X,O,X
IOSTLZJ,O,X,O,O,O,X,X,O,X,O,X
IOSTJLZ,O,X,O,O,O,X,O,O,X,O,X
IOSTJZL,O,X,O,O,O,X,X,O,X,O,X
IOSTZLJ,O,X,O,O,O,X,X,O,X,O,X
IOSTZJL,O,X,O,O,O,X,X,O,X,O,X
IOSLTJZ,O,X,O,O,O,X,X,O,X,O,X
IOSLTZJ,O,X,O,O,O,X,X,O,X,O,X
IOSLJTZ,O,X,X,O,O,X,X,O,X,O,O
IOSLJZT,O,X,O,O,X,X,X,O,X,O,O
IOSLZTJ,O,X,O,X,X,X,X,O,X,O,X
IOSLZJT,O,X,O,O,X,X,X,O,X,O,X
IOSJTLZ,X,X,O,O,O,X,O,O,X,O,X
IOSJTZL,X,X,O,X,O,X,X,O,X,O,X
IOSJLTZ,O,X,X,O,O,X,X,O,X,O,O
IOSJLZT,O,X,O,O,X,X,X,O,X,O,O
IOSJZTL,O,X,O,X,X,X,X,O,X,O,X
IOSJZLT,O,X,O,O,X,X,X,O,X,O,X
IOSZTLJ,O,X,O,X,X,X,X,O,X,O,X
IOSZTJL,O,X,O,X,X,X,X,O,X,O,X
IOSZLTJ,O,X,O,X,X,X,X,O,X,O,X
IOSZLJT,O,X,O,O,X,X,X,O,X,O,X
IOSZJTL,O,X,O,X,X,X,X,O,X,O,X
IOSZJLT,O,X,O,O,X,X,X,O,X,O,X
IOZTLJS,O,X,O,X,X,X,O,X,X,X,X
IOZTLSJ,O,X,O,X,X,X,X,X,X,X,X
IOZTJLS,O,X,O,X,X,X,O,X,X,X,X
IOZTJSL,O,X,O,O,X,X,X,X,X,O,X
IOZTSLJ,O,X,O,O,X,X,X,X,X,O,X
IOZTSJL,O,X,O,O,X,X,X,X,X,O,X
IOZLTJS,O,X,X,X,X,X,X,X,X,X,X
IOZLTSJ,O,X,X,X,X,X,X,X,X,X,X
IOZLJTS,O,X,X,X,X,X,X,X,X,X,O
IOZLJST,O,X,O,X,X,X,X,X,X,X,O
IOZLSTJ,O,X,O,X,X,X,X,X,X,X,X
IOZLSJT,O,X,O,O,X,X,X,X,X,X,X
IOZJTLS,O,X,O,X,X,X,O,X,X,X,X
IOZJTSL,O,X,O,X,X,X,X,X,X,O,X
IOZJLTS,O,X,X,X,X,X,X,X,X,X,O
IOZJLST,O,X,O,X,X,X,X,X,X,X,O
IOZJSTL,O,X,O,X,X,X,X,X,X,O,X
IOZJSLT,O,X,O,O,X,X,X,X,X,O,X
IOZSTLJ,O,X,O,X,X,X,X,X,X,O,X
IOZSTJL,O,X,O,X,X,X,X,X,X,O,X
IOZSLTJ,O,X,O,X,X,X,X,X,X,O,X
IOZSLJT,O,X,O,O,X,X,X,X,X,O,X
IOZSJTL,O,X,O,X,X,X,X,X,X,O,X
IOZSJLT,O,X,O,O,X,X,X,X,X,O,X
LTIJSZO,O,X,X,O,O,O,X,O,X,O,X
LTIJSOZ,O,X,X,O,O,O,O,O,O,O,X
LTIJZSO,O,X,X,X,X,O,X,O,X,O,X
LTIJZOS,O,X,X,X,X,O,O,O,O,X,X
LTIJOSZ,O,X,X,O,O,O,O,O,O,O,O
LTIJOZS,O,X,X,X,X,O,O,O,O,X,O
LTISJZO,O,O,O,O,O,O,X,O,X,O,X
LTISJOZ,O,O,O,O,O,O,O,O,O,O,X
LTISZJO,O,O,O,O,O,O,X,O,X,O,X
LTISZOJ,O,O,O,O,O,O,X,O,X,O,X
LTISOJZ,O,O,O,O,O,O,O,O,O,O,X
LTISOZJ,O,O,O,O,O,O,X,O,X,O,X
LTIZJSO,O,O,O,X,X,O,X,O,X,X,X
LTIZJOS,O,O,O,X,X,O,O,O,O,X,X
LTIZSJO,O,O,O,X,X,O,X,X,X,X,X
LTIZSOJ,O,O,O,X,X,O,X,X,X,X,X
LTIZOJS,O,O,O,X,X,O,O,X,O,X,X
LTIZOSJ,O,O,O,X,X,O,X,X,X,X,X
LTIOJSZ,O,X,X,O,O,O,O,O,O,O,O
LTIOJZS,O,X,X,X,X,O,O,O,O,O,O
LTIOSJZ,O,O,O,O,O,O,O,O,O,O,X
LTIOSZJ,O,O,O,O,O,O,X,O,X,O,X
LTIOZJS,O,O,O,X,X,O,O,O,O,O,X
LTIOZSJ,O,O,O,X,X,O,X,X,X,O,X
LTJISZO,O,X,X,O,O,O,X,O,X,O,X
LTJISOZ,O,X,X,O,O,O,O,O,O,O,X
LTJIZSO,O,X,X,X,X,O,X,O,X,O,X
LTJIZOS,O,X,X,X,X,O,O,O,O,X,X
LTJIOSZ,O,X,X,O,O,O,O,O,O,O,O
LTJIOZS,O,X,X,X,X,O,O,O,O,X,O
LTJSIZO,O,O,O,O,O,O,X,O,X,O,X
LTJSIOZ,O,O,O,O,O,O,O,O,O,O,X
LTJSZIO,O,O,O,O,O,O,X,O,X,O,X
LTJSZOI,O,O,O,O,O,O,X,O,X,O,X
LTJSOIZ,O,O,O,O,O,O,O,O,O,O,X
LTJSOZI,O,O,O,O,O,O,X,O,X,O,X
LTJZISO,O,O,O,X,X,O,X,O,X,O,X
LTJZIOS,O,O,O,X,X,O,O,O,O,X,X
LTJZSIO,O,O,O,X,X,O,X,O,X,O,X
LTJZSOI,O,O,O,X,X,O,X,O,X,O,X
LTJZOIS,O,O,O,X,X,O,O,O,O,X,X
LTJZOSI,O,O,O,X,X,O,X,O,X,X,X
LTJOISZ,O,X,X,O,O,O,O,O,O,O,O
LTJOIZS,O,X,X,X,X,O,O,O,O,O,O
LTJOSIZ,O,O,O,O,O,O,O,O,O,O,X
LTJOSZI,O,O,O,O,O,O,X,O,X,O,X
LTJOZIS,O,O,O,X,X,O,O,O,O,O,X
LTJOZSI,O,O,O,X,X,O,X,O,X,O,X
LTSIJZO,O,O,O,O,O,O,X,O,X,O,X
LTSIJOZ,O,O,O,O,O,O,O,O,O,O,X
LTSIZJO,O,O,O,O,O,O,X,O,X,O,X
LTSIZOJ,O,O,O,O,O,O,X,O,X,O,X
LTSIOJZ,O,O,O,O,O,O,O,O,O,O,X
LTSIOZJ,O,O,O,O,O,O,X,O,X,O,X
LTSJIZO,O,O,O,O,O,O,X,O,X,O,X
LTSJIOZ,O,O,O,O,O,O,O,O,O,O,X
LTSJZIO,O,O,O,O,O,O,X,O,X,O,X
LTSJZOI,O,O,O,O,O,O,X,O,X,O,X
LTSJOIZ,O,O,O,O,O,O,O,O,O,O,X
LTSJOZI,O,O,O,O,O,O,X,O,X,O,X
LTSZIJO,O,O,O,O,O,O,X,O,X,O,X
LTSZIOJ,O,O,O,O,O,O,X,O,X,O,X
LTSZJIO,O,O,O,O,O,O,X,O,X,O,X
LTSZJOI,O,O,O,O,O,O,X,O,X,O,X
LTSZOIJ,O,O,O,O,O,O,X,O,X,O,X
LTSZOJI,O,O,O,O,O,O,X,O,X,O,X
LTSOIJZ,O,O,O,O,O,O,O,O,O,O,X
LTSOIZJ,O,O,O,O,O,O,X,O,X,O,X
LTSOJIZ,O,O,O,O,O,O,O,O,O,O,X
LTSOJZI,O,O,O,O,O,O,X,O,X,O,X
LTSOZIJ,O,O,O,O,O,O,X,O,X,O,X
LTSOZJI,O,O,O,O,O,O,X,O,X,O,X
LTZIJSO,O,O,O,X,X,O,X,O,X,X,X
LTZIJOS,O,O,O,X,X,O,O,O,O,X,X
LTZISJO,O,O,O,X,X,O,X,X,X,X,X
LTZISOJ,O,O,O,X,X,O,X,X,X,X,X
LTZIOJS,O,O,O,X,X,O,O,X,O,X,X
LTZIOSJ,O,O,O,X,X,O,X,X,X,X,X
LTZJISO,O,O,O,X,X,O,X,O,X,X,X
LTZJIOS,O,O,O,X,X,O,O,O,O,X,X
LTZJSIO,O,O,O,X,X,O,X,O,X,X,X
LTZJSOI,O,O,O,X,X,O,X,O,X,X,X
LTZJOIS,O,O,O,X,X,O,O,O,O,X,X
LTZJOSI,O,O,O,X,X,O,X,O,X,X,X
LTZSIJO,O,O,O,X,X,O,X,O,X,X,X
LTZSIOJ,O,O,O,X,X,O,X,O,X,X,X
LTZSJIO,O,O,O,X,X,O,X,O,X,X,X
LTZSJOI,O,O,O,X,X,O,X,O,X,X,X
LTZSOIJ,O,O,O,X,X,O,X,O,X,X,X
LTZSOJI,O,O,O,X,X,O,X,O,X,X,X
LTZOIJS,O,O,O,X,X,O,O,O,O,X,X
LTZOISJ,O,O,O,X,X,O,X,X,X,X,X
LTZOJIS,O,O,O,X,X,O,O,O,O,X,X
LTZOJSI,O,O,O,X,X,O,X,O,X,X,X
LTZOSIJ,O,O,O,X,X,O,X,O,X,X,X
LTZOSJI,O,O,O,X,X,O,X,O,X,X,X
LTOIJSZ,O,X,X,O,O,O,O,O,O,O,O
LTOIJZS,O,X,X,X,X,O,O,O,O,O,O
LTOISJZ,O,O,O,O,O,O,O,O,O,O,X
LTOISZJ,O,O,O,O,O,O,X,O,X,O,X
LTOIZJS,O,O,O,X,X,O,O,O,O,O,X
LTOIZSJ,O,O,O,X,X,O,X,X,X,O,X
LTOJISZ,O,X,X,O,O,O,O,O,O,O,O
LTOJIZS,O,X,X,X,X,O,O,O,O,O,O
LTOJSIZ,O,O,O,O,O,O,O,O,O,O,X
LTOJSZI,O,O,O,O,O,O,X,O,X,O,X
LTOJZIS,O,O,O,X,X,O,O,O,O,O,X
LTOJZSI,O,O,O,X,X,O,X,O,X,O,X
LTOSIJZ,O,O,O,O,O,O,O,O,O,O,X
LTOSIZJ,O,O,O,O,O,O,X,O,X,O,X
LTOSJIZ,O,O,O,O,O,O,O,O,O,O,X
LTOSJZI,O,O,O,O,O,O,X,O,X,O,X
LTOSZIJ,O,O,O,O,O,O,X,O,X,O,X
LTOSZJI,O,O,O,O,O,O,X,O,X,O,X
LTOZIJS,O,O,O,X,X,O,O,O,O,O,X
LTOZISJ,O,O,O,X,X,O,X,X,X,O,X
LTOZJIS,O,O,O,X,X,O,O,O,O,O,X
LTOZJSI,O,O,O,X,X,O,X,O,X,O,X
LTOZSIJ,O,O,O,X,X,O,X,O,X,O,X
LTOZSJI,O,O,O,X,X,O,X,O,X,O,X
LITJSZO,O,X,X,O,O,X,X,O,X,O,X
LITJSOZ,O,X,X,O,O,X,O,O,O,O,X
LITJZSO,O,X,X,X,X,X,X,O,X,O,X
LITJZOS,O,X,X,X,X,X,O,O,O,X,X
LITJOSZ,O,X,X,O,O,X,O,O,O,O,O
LITJOZS,O,X,X,X,X,X,O,O,O,X,O
LITSJZO,O,O,X,O,O,X,X,O,X,O,X
LITSJOZ,O,O,X,O,O,X,O,O,O,O,X
LITSZJO,O,O,X,O,O,X,X,O,X,O,X
LITSZOJ,O,O,X,O,O,X,X,O,X,O,X
LITSOJZ,O,O,X,O,O,X,O,O,O,O,X
LITSOZJ,O,O,X,O,O,X,X,X,X,O,X
LITZJSO,O,O,X,X,X,X,X,O,X,X,X
LITZJOS,O,O,X,X,X,X,O,O,O,X,X
LITZSJO,O,O,X,X,X,X,X,X,X,X,X
LITZSOJ,O,O,X,X,X,X,X,X,X,X,X
LITZOJS,O,O,X,X,X,X,O,X,O,X,X
LITZOSJ,O,O,X,X,X,X,X,X,X,X,X
LITOJSZ,O,X,X,O,O,X,O,O,O,O,O
LITOJZS,O,X,X,X,X,X,O,O,O,O,O
LITOSJZ,O,O,X,O,O,X,O,O,O,O,X
LITOSZJ,O,O,X,O,O,X,X,O,X,O,X
LITOZJS,O,O,X,X,X,X,O,O,O,O,X
LITOZSJ,O,O,X,X,X,X,X,X,X,O,X
LIJTSZO,O,X,X,X,O,X,X,O,X,O,X
LIJTSOZ,O,X,X,X,O,X,O,O,O,O,X
LIJTZSO,O,X,X,X,X,X,X,O,X,O,X
LIJTZOS,O,X,X,X,X,X,O,O,O,X,X
LIJTOSZ,O,X,X,X,O,X,O,O,O,O,O
LIJTOZS,O,X,X,X,X,X,O,O,O,X,O
LIJSTZO,X,O,X,X,O,X,X,O,X,O,X
LIJSTOZ,O,O,X,O,O,X,X,O,O,O,X
LIJSZTO,X,O,X,X,O,X,X,O,X,O,X
LIJSZOT,O,O,X,O,X,X,X,O,X,O,X
LIJSOTZ,O,X,X,O,O,X,X,O,X,O,O
LIJSOZT,O,X,X,O,X,X,X,O,X,O,O
LIJZTSO,O,O,X,X,X,X,X,X,X,O,X
LIJZTOS,O,X,X,X,X,X,X,X,O,X,X
LIJZSTO,O,O,X,X,X,X,X,X,X,O,X
LIJZSOT,O,O,X,X,X,X,X,X,X,O,X
LIJZOTS,O,X,X,X,X,X,X,X,X,X,O
LIJZOST,O,O,X,X,X,X,X,X,X,X,O
LIJOTSZ,O,X,X,X,X,X,O,O,O,O,O
LIJOTZS,O,X,X,X,X,X,O,O,O,O,O
LIJOSTZ,O,X,X,O,X,X,X,O,X,O,O
LIJOSZT,O,X,X,O,X,X,X,O,X,O,O
LIJOZTS,O,X,X,X,X,X,X,X,X,O,O
LIJOZST,O,X,X,X,X,X,X,X,X,O,O
LISTJZO,O,O,X,O,O,X,X,O,X,O,X
LISTJOZ,O,O,X,O,O,X,X,O,O,O,X
LISTZJO,O,O,O,O,O,X,X,O,X,O,X
LISTZOJ,O,O,O,O,O,X,X,O,X,O,X
LISTOJZ,O,O,X,O,O,X,X,O,O,O,X
LISTOZJ,O,O,O,O,O,X,X,X,X,O,X
LISJTZO,O,O,X,X,O,X,X,O,X,O,X
LISJTOZ,O,O,X,O,O,X,X,O,O,O,X
LISJZTO,O,O,O,X,O,X,X,O,X,O,X
LISJZOT,O,O,O,O,X,X,X,O,X,O,X
LISJOTZ,O,X,X,O,O,X,X,O,X,O,O
LISJOZT,O,X,O,O,X,X,X,O,X,O,O
LISZTJO,O,O,O,X,O,X,X,O,X,O,X
LISZTOJ,O,O,O,X,O,X,X,O,X,O,X
LISZJTO,O,O,O,X,O,X,X,O,X,O,X
LISZJOT,O,O,O,O,X,X,X,O,X,O,X
LISZOTJ,O,O,O,X,X,X,X,O,X,O,X
LISZOJT,O,O,O,O,X,X,X,O,X,O,X
LISOTJZ,O,O,X,O,O,X,X,O,X,O,X
LISOTZJ,O,O,O,O,O,X,X,X,X,O,X
LISOJTZ,O,X,X,O,O,X,X,O,X,O,O
LISOJZT,O,X,O,O,X,X,X,O,X,O,O
LISOZTJ,O,O,O,X,X,X,X,O,X,O,X
LISOZJT,O,O,O,O,X,X,X,O,X,O,X
LIZTJSO,O,O,X,X,X,X,X,X,X,X,X
LIZTJOS,O,O,X,X,X,X,X,X,O,X,X
LIZTSJO,O,O,X,X,X,X,X,X,X,X,X
LIZTSOJ,O,O,X,X,X,X,X,X,X,X,X
LIZTOJS,O,O,X,X,X,X,X,X,O,X,X
LIZTOSJ,O,O,X,X,X,X,X,X,X,X,X
LIZJTSO,O,O,X,X,X,X,X,X,X,O,X
LIZJTOS,O,O,X,X,X,X,X,X,O,X,X
LIZJSTO,O,O,O,X,X,X,X,X,X,O,X
LIZJSOT,O,O,O,X,X,X,X,X,X,O,X
LIZJOTS,O,X,X,X,X,X,X,X,X,X,O
LIZJOST,O,O,O,X,X,X,X,X,X,X,O
LIZSTJO,O,O,O,X,X,X,X,X,X,O,X
LIZSTOJ,O,O,O,X,X,X,X,X,X,O,X
LIZSJTO,O,O,O,X,X,X,X,X,X,O,X
LIZSJOT,O,O,O,O,X,X,X,X,X,O,X
LIZSOTJ,O,O,O,X,X,X,X,X,X,O,X
LIZSOJT,O,O,O,O,X,X,X,X,X,O,X
LIZOTJS,O,X,X,X,X,X,X,X,X,O,X
LIZOTSJ,O,X,X,X,X,X,X,X,X,O,X
LIZOJTS,O,X,X,X,X,X,X,X,X,O,O
LIZOJST,O,O,O,X,X,X,X,X,X,O,O
LIZOSTJ,O,O,O,X,X,X,X,X,X,O,X
LIZOSJT,O,O,O,O,X,X,X,X,X,O,X
LIOTJSZ,O,X,X,O,X,X,O,O,O,O,O
LIOTJZS,O,X,X,X,X,X,O,O,O,O,O
LIOTSJZ,O,X,X,O,X,X,O,O,O,O,X
LIOTSZJ,O,X,X,O,X,X,X,O,X,O,X
LIOTZJS,O,X,X,X,X,X,O,O,O,O,X
LIOTZSJ,O,X,X,X,X,X,X,X,X,O,X
LIOJTSZ,O,X,X,X,X,X,O,O,O,O,O
LIOJTZS,O,X,X,X,X,X,O,O,O,O,O
LIOJSTZ,O,X,X,O,X,X,X,O,X,O,O
LIOJSZT,O,X,X,O,X,X,X,O,X,O,O
LIOJZTS,O,X,X,X,X,X,X,X,X,O,O
LIOJZST,O,X,X,X,X,X,X,X,X,O,O
LIOSTJZ,O,O,X,O,X,X,X,O,X,O,X
LIOSTZJ,O,O,O,O,X,X,X,O,X,O,X
LIOSJTZ,O,X,X,O,X,X,X,O,X,O,O
LIOSJZT,O,X,O,O,X,X,X,O,X,O,O
LIOSZTJ,O,O,O,X,X,X,X,O,X,O,X
LIOSZJT,O,O,O,O,X,X,X,O,X,O,X
LIOZTJS,O,X,X,X,X,X,X,X,X,O,X
LIOZTSJ,O,X,X,X,X,X,X,X,X,O,X
LIOZJTS,O,X,X,X,X,X,X,X,X,O,O
LIOZJST,O,O,O,X,X,X,X,X,X,O,O
LIOZSTJ,O,O,O,X,X,X,X,X,X,O,X
LIOZSJT,O,O,O,O,X,X,X,X,X,O,X
LJTISZO,O,X,X,X,O,O,X,O,X,O,X
LJTISOZ,O,X,X,X,O,O,O,O,O,O,X
LJTIZSO,O,X,X,X,X,O,X,O,X,O,X
LJTIZOS,O,X,X,X,X,O,O,O,O,X,X
LJTIOSZ,O,X,X,X,O,O,O,O,O,O,O
LJTIOZS,O,X,X,X,X,O,O,O,O,X,O
LJTSIZO,O,O,X,X,O,O,X,O,X,O,X
LJTSIOZ,O,O,X,X,O,O,O,O,O,O,X
LJTSZIO,O,O,X,X,O,O,X,O,X,O,X
LJTSZOI,O,O,X,X,O,O,X,O,X,O,X
LJTSOIZ,O,O,X,X,O,O,O,O,O,O,X
LJTSOZI,O,O,X,X,O,O,X,O,X,O,X
LJTZISO,O,O,X,X,X,O,X,O,X,O,X
LJTZIOS,O,O,X,X,X,O,O,O,O,X,X
LJTZSIO,O,O,X,X,X,O,X,O,X,O,X
LJTZSOI,O,O,X,X,X,O,X,O,X,O,X
LJTZOIS,O,O,X,X,X,O,O,O,O,X,X
LJTZOSI,O,O,X,X,X,O,X,O,X,X,X
LJTOISZ,O,X,X,X,O,O,O,O,O,O,O
LJTOIZS,O,X,X,X,X,O,O,O,O,O,O
LJTOSIZ,O,O,X,X,O,O,O,O,O,O,X
LJTOSZI,O,O,X,X,O,O,X,O,X,O,X
LJTOZIS,O,O,X,X,X,O,O,O,O,O,X
LJTOZSI,O,O,X,X,X,O,X,O,X,O,X
LJITSZO,O,X,X,X,O,X,X,O,X,O,X
LJITSOZ,O,X,X,X,O,X,O,O,O,O,X
LJITZSO,O,X,X,X,X,X,X,O,X,O,X
LJITZOS,O,X,X,X,X,X,O,O,O,X,X
LJITOSZ,O,X,X,X,O,X,O,O,O,O,O
LJITOZS,O,X,X,X,X,X,O,O,O,X,O
LJISTZO,X,O,X,X,O,X,X,O,X,O,X
LJISTOZ,O,O,X,O,O,X,X,O,O,O,X
LJISZTO,X,O,X,X,O,X,X,O,X,O,X
LJISZOT,O,O,X,O,X,X,X,O,X,O,X
LJISOTZ,O,X,X,O,O,X,X,O,X,O,O
LJISOZT,O,X,X,O,X,X,X,O,X,O,O
LJIZTSO,O,O,X,X,X,X,X,X,X,O,X
LJIZTOS,O,X,X,X,X,X,X,X,O,X,X
LJIZSTO,O,O,X,X,X,X,X,X,X,O,X
LJIZSOT,O,O,X,X,X,X,X,X,X,O,X
LJIZOTS,O,X,X,X,X,X,X,X,X,X,O
LJIZOST,O,O,X,X,X,X,X,X,X,X,O
LJIOTSZ,O,X,X,X,X,X,O,O,O,O,O
LJIOTZS,O,X,X,X,X,X,O,O,O,O,O
LJIOSTZ,O,X,X,O,X,X,X,O,X,O,O
LJIOSZT,O,X,X,O,X,X,X,O,X,O,O
LJIOZTS,O,X,X,X,X,X,X,X,X,O,O
LJIOZST,O,X,X,X,X,X,X,X,X,O,O
LJSTIZO,O,O,X,O,O,O,X,O,X,O,X
LJSTIOZ,O,O,X,O,O,O,X,O,X,O,X
LJSTZIO,O,O,X,O,O,O,X,O,X,O,X
LJSTZOI,O,O,X,O,O,O,X,O,X,O,X
LJSTOIZ,O,O,X,O,O,O,X,O,X,O,X
LJSTOZI,O,O,X,O,O,O,X,O,X,O,X
LJSITZO,O,O,X,X,O,X,X,O,X,O,X
LJSITOZ,O,O,X,O,O,X,X,O,X,O,X
LJSIZTO,O,O,O,X,O,X,X,O,X,O,X
LJSIZOT,O,O,O,O,X,X,X,O,X,O,X
LJSIOTZ,O,X,X,O,O,X,X,O,X,O,O
LJSIOZT,O,X,O,O,X,X,X,O,X,O,O
LJSZTIO,O,O,O,X,O,O,X,O,X,O,X
LJSZTOI,O,O,O,X,O,O,X,O,X,O,X
LJSZITO,O,O,O,X,O,O,X,O,X,O,X
LJSZIOT,O,O,O,X,X,O,X,O,X,O,X
LJSZOTI,O,O,O,X,X,O,X,O,X,O,X
LJSZOIT,O,O,O,X,X,O,X,O,X,O,X
LJSOTIZ,O,X,X,O,O,O,X,O,X,O,X
LJSOTZI,O,X,X,O,O,O,X,O,X,O,X
LJSOITZ,O,X,X,O,O,X,X,O,X,O,O
LJSOIZT,O,X,O,O,X,X,X,O,X,O,O
LJSOZTI,O,X,O,X,X,O,X,O,X,O,X
LJSOZIT,O,X,O,X,X,O,X,O,X,O,X
LJZTISO,O,O,X,X,X,O,X,O,X,O,X
LJZTIOS,O,O,X,X,X,O,X,O,X,X,X
LJZTSIO,O,O,O,X,X,O,X,O,X,O,X
LJZTSOI,O,O,O,X,X,O,X,O,X,O,X
LJZTOIS,O,O,X,X,X,O,X,O,X,X,X
LJZTOSI,O,O,O,X,X,O,X,O,X,X,X
LJZITSO,O,O,X,X,X,O,X,X,X,O,X
LJZITOS,O,O,X,X,X,O,X,X,X,X,X
LJZISTO,O,O,O,X,X,O,X,X,X,O,X
LJZISOT,O,O,O,X,X,O,X,X,X,O,X
LJZIOTS,O,X,X,X,X,X,X,X,X,X,O
LJZIOST,O,O,O,X,X,O,X,X,X,X,O
LJZSTIO,O,O,O,X,X,O,X,O,X,O,X
LJZSTOI,O,O,O,X,X,O,X,O,X,O,X
LJZSITO,O,O,O,X,X,O,X,O,X,O,X
LJZSIOT,O,O,O,X,X,O,X,O,X,O,X
LJZSOTI,O,O,O,X,X,O,X,X,X,O,X
LJZSOIT,O,O,O,X,X,O,X,O,X,O,X
LJZOTIS,O,O,X,X,X,X,X,O,X,O,X
LJZOTSI,O,O,O,X,X,X,X,O,X,O,X
LJZOITS,O,X,X,X,X,X,X,X,X,O,O
LJZOIST,O,O,O,X,X,O,X,X,X,O,O
LJZOSTI,O,O,O,X,X,O,X,O,X,O,X
LJZOSIT,O,O,O,X,X,O,X,O,X,O,X
LJOTISZ,O,X,X,X,X,X,O,O,X,O,O
LJOTIZS,O,X,X,X,X,X,O,O,X,O,O
LJOTSIZ,O,X,X,X,X,X,O,O,X,O,X
LJOTSZI,O,X,X,X,X,X,X,O,X,O,X
LJOTZIS,O,X,X,X,X,X,O,O,X,O,X
LJOTZSI,O,X,X,X,X,X,X,O,X,O,X
LJOITSZ,O,X,X,X,X,X,O,O,X,O,O
LJOITZS,O,X,X,X,X,X,O,O,X,O,O
LJOISTZ,O,X,X,O,X,X,X,O,X,O,O
LJOISZT,O,X,X,O,X,X,X,O,X,O,O
LJOIZTS,O,X,X,X,X,X,X,X,X,O,O
LJOIZST,O,X,X,X,X,X,X,X,X,O,O
LJOSTIZ,O,X,X,O,X,X,X,O,X,O,X
LJOSTZI,O,X,X,O,X,X,X,O,X,O,X
LJOSITZ,O,X,X,O,X,X,X,O,X,O,O
LJOSIZT,O,X,O,O,X,X,X,O,X,O,O
LJOSZTI,O,X,O,X,X,X,X,O,X,O,X
LJOSZIT,O,X,O,X,X,X,X,O,X,O,X
LJOZTIS,O,X,X,X,X,X,X,O,X,O,X
