sequence,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jex6IvhF8g?B6iBTeBmfBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Je2/IvhFRb?B0dB6jB3gBznBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8JeT6IvhFOg?B8gBxdBCjBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jei6IvhFzb?BxdBUgBWoBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8JeT6IvhFib?BxdB3gBunBcoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jex6IvhF8g?B6iBmfBTjBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Je2/IvhFzb?BxdBCjBUgBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jei6IvhFTe?BRgBWoB3gB0nBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Je2/IvhFxd?B3gBqnBTjBFlB8qB
LZOJSTI,O,X,O,O,O,O,X,X,O
LZOJSIT,O,O,O,O,O,O,X,X,O
LZOSTIJ,O,X,O,X,O,X,X,X,X
LZOSTJI,O,X,O,X,O,X,X,X,X
LZOSITJ,O,X,O,X,O,X,X,X,X
LZOSIJT,O,O,O,O,O,X,X,X,O
LZOSJTI,O,X,O,O,O,O,X,X,O
LZOSJIT,O,O,O,O,O,O,X,X,O
LOTIJSZ,X,O,X,O,X,X,X,O,O
LOTIJZS,X,O,X,O,X,O,X,O,X
LOTISJZ,X,O,X,O,O,X,X,X,O
LOTISZJ,X,O,X,O,O,X,X,X,X
LOTIZJS,X,O,O,O,X,O,X,X,X
LOTIZSJ,X,O,X,O,X,X,X,X,X
LOTJISZ,X,O,X,O,X,X,X,O,O
LOTJIZS,X,O,X,O,X,O,X,O,X
LOTJSIZ,O,O,X,O,X,X,X,O,O
LOTJSZI,O,O,X,X,X,O,X,X,O
LOTJZIS,O,O,X,O,X,O,X,O,X
LOTJZSI,O,O,X,O,X,O,X,X,X
LOTSIJZ,O,O,O,O,O,X,X,X,O
LOTSIZJ,O,O,O,O,O,X,X,X,X
LOTSJIZ,O,O,O,O,O,X,X,X,O
LOTSJZI,O,O,O,X,O,O,X,X,O
LOTSZIJ,O,O,O,X,O,X,X,X,X
LOTSZJI,O,O,O,X,O,O,X,X,X
LOTZIJS,X,O,O,O,X,O,X,X,X
LOTZISJ,O,O,X,O,O,X,X,X,X
LOTZJIS,O,O,O,O,O,O,X,X,X
LOTZJSI,O,O,O,O,O,O,X,X,X
LOTZSIJ,O,O,O,O,O,X,X,X,X
LOTZSJI,O,O,O,O,O,O,X,X,X
LOITJSZ,X,O,X,O,X,X,X,X,O
LOITJZS,X,O,X,O,X,O,X,X,X
LOITSJZ,X,O,X,O,O,X,X,X,O
LOITSZJ,X,O,X,O,O,X,X,X,X
LOITZJS,X,O,O,O,X,O,X,X,X
LOITZSJ,X,O,X,O,X,X,X,X,X
LOIJTSZ,X,X,X,X,X,X,X,O,O
LOIJTZS,X,O,X,O,X,X,X,X,X
LOIJSTZ,X,O,X,X,X,X,X,O,O
LOIJSZT,X,O,X,O,X,X,X,O,O
LOIJZTS,X,O,X,O,X,O,X,X,X
LOIJZST,X,O,X,O,X,O,X,O,O
LOISTJZ,X,O,X,X,X,X,X,X,O
LOISTZJ,X,O,X,X,O,X,X,X,X
LOISJTZ,X,O,X,X,X,X,X,X,O
LOISJZT,X,O,X,O,O,X,X,X,O
LOISZTJ,X,O,X,X,O,X,X,X,X
LOISZJT,X,O,X,O,O,X,X,X,O
LOIZTJS,X,O,X,O,X,X,X,X,X
LOIZTSJ,X,O,X,X,X,X,X,X,X
LOIZJTS,X,O,X,O,X,O,X,X,X
LOIZJST,X,O,O,O,X,O,X,X,O
LOIZSTJ,X,O,X,X,X,X,X,X,X
LOIZSJT,X,O,X,O,X,X,X,X,O
LOJTISZ,X,O,X,O,X,X,X,O,O
LOJTIZS,X,O,X,O,X,O,X,O,X
LOJTSIZ,X,O,X,O,X,X,X,O,O
LOJTSZI,X,O,X,X,X,O,X,X,O
LOJTZIS,X,O,X,O,X,O,X,O,X
LOJTZSI,X,O,X,O,X,O,X,X,X
LOJITSZ,X,X,X,O,X,X,X,O,O
LOJITZS,X,O,X,O,X,X,X,O,X
LOJISTZ,X,O,X,X,X,X,X,O,O
LOJISZT,X,O,X,O,X,X,X,O,O
LOJIZTS,X,O,X,O,X,O,X,X,X
LOJIZST,X,O,X,O,X,O,X,O,O
LOJSTIZ,X,O,X,X,X,X,O,O,O
LOJSTZI,O,O,X,X,X,X,O,X,O
LOJSITZ,X,O,X,X,X,X,O,O,O
LOJSIZT,O,O,X,O,X,X,O,O,O
LOJSZTI,O,O,X,X,X,O,O,X,O
LOJSZIT,O,O,X,X,X,O,O,X,O
LOJZTIS,X,O,X,O,X,O,X,O,X
LOJZTSI,X,O,X,O,X,O,X,X,X
LOJZITS,X,O,X,O,X,O,X,X,X
LOJZIST,O,O,X,O,X,O,X,O,O
LOJZSTI,O,O,X,O,X,O,X,X,O
LOJZSIT,O,O,X,O,X,O,X,X,O
LOSTIJZ,O,O,O,X,X,X,O,X,O
LOSTIZJ,O,O,O,X,O,X,X,X,X
LOSTJIZ,O,O,O,X,X,X,O,X,O
LOSTJZI,O,O,O,X,X,O,O,X,O
LOSTZIJ,O,O,O,X,O,X,X,X,X
LOSTZJI,O,O,O,X,O,O,X,X,X
LOSITJZ,O,O,O,X,X,X,O,X,O
LOSITZJ,O,O,O,X,O,X,X,X,X
LOSIJTZ,X,O,O,X,X,X,O,X,O
LOSIJZT,O,O,O,O,O,X,O,X,O
LOSIZTJ,O,O,O,X,O,X,X,X,X
LOSIZJT,O,O,O,O,O,X,O,X,O
LOSJTIZ,O,O,O,X,X,X,O,X,O
LOSJTZI,O,O,O,X,X,X,O,X,O
LOSJITZ,X,O,O,X,X,X,O,X,O
LOSJIZT,O,O,O,O,O,X,O,X,O
LOSJZTI,O,O,O,X,O,O,O,X,O
LOSJZIT,O,O,O,X,O,O,O,X,O
LOSZTIJ,O,O,O,X,O,X,X,X,X
LOSZTJI,O,O,O,X,O,X,X,X,X
LOSZITJ,O,O,O,X,O,X,X,X,X
LOSZIJT,O,O,O,X,O,X,O,X,O
LOSZJTI,O,O,O,X,O,O,O,X,O
LOSZJIT,O,O,O,X,O,O,O,X,O
LOZTIJS,X,O,X,O,X,O,X,X,X
LOZTISJ,X,O,X,X,O,X,X,X,X
LOZTJIS,X,O,X,O,O,O,X,X,X
LOZTJSI,X,O,X,O,O,O,X,X,X
LOZTSIJ,X,O,X,X,O,X,X,X,X
LOZTSJI,X,O,X,X,O,O,X,X,X
LOZITJS,X,O,X,O,X,X,X,X,X
LOZITSJ,X,O,X,X,O,X,X,X,X
LOZIJTS,X,O,X,O,X,O,X,X,X
LOZIJST,X,O,O,O,X,O,X,X,O
LOZISTJ,O,O,X,X,O,X,X,X,X
LOZISJT,O,O,X,O,O,X,X,X,O
LOZJTIS,X,O,X,O,O,O,X,X,X
LOZJTSI,X,O,X,O,O,O,X,X,X
LOZJITS,X,O,X,O,O,O,X,X,X
LOZJIST,O,O,O,O,O,O,X,X,O
LOZJSTI,O,O,O,O,O,O,X,X,O
LOZJSIT,O,O,O,O,O,O,X,X,O
LOZSTIJ,O,O,O,X,O,X,X,X,X
LOZSTJI,O,O,O,X,O,X,X,X,X
LOZSITJ,O,O,O,X,O,X,X,X,X
LOZSIJT,O,O,O,O,O,X,X,X,O
LOZSJTI,O,O,O,O,O,O,X,X,O
LOZSJIT,O,O,O,O,O,O,X,X,O
JTILSZO,O,O,X,O,X,X,X,X,X
JTILSOZ,O,O,X,O,X,X,X,O,X
JTILZSO,O,O,X,O,X,O,X,X,X
JTILZOS,O,O,X,O,X,O,X,O,X
JTILOSZ,X,O,X,O,X,X,X,O,X
JTILOZS,X,O,X,O,X,O,X,O,X
JTISLZO,O,O,X,O,X,X,O,X,X
JTISLOZ,O,O,X,O,O,X,O,O,X
JTISZLO,O,O,X,O,X,X,X,X,X
JTISZOL,O,O,X,O,X,X,X,X,X
JTISOLZ,O,O,X,O,O,X,O,O,X
JTISOZL,O,O,X,X,X,X,X,X,X
JTIZLSO,O,O,X,O,X,O,X,X,X
JTIZLOS,O,O,O,O,X,O,X,O,X
JTIZSLO,O,O,X,O,X,O,X,X,X
JTIZSOL,O,O,O,O,X,O,X,X,X
JTIZOLS,O,O,O,O,X,O,X,O,X
JTIZOSL,O,O,O,O,X,O,X,X,X
JTIOLSZ,X,O,X,O,X,X,X,O,X
JTIOLZS,X,O,X,O,X,O,X,O,X
JTIOSLZ,X,O,X,O,O,X,O,O,X
JTIOSZL,X,O,X,X,X,X,X,X,X
JTIOZLS,X,O,O,O,X,O,X,O,X
JTIOZSL,X,O,O,O,X,O,X,X,X
JTLISZO,O,O,X,O,X,X,X,X,X
JTLISOZ,O,O,X,O,X,X,X,O,X
JTLIZSO,O,O,X,O,X,O,X,X,X
JTLIZOS,O,O,X,O,X,O,X,O,X
JTLIOSZ,X,O,X,O,X,X,X,O,X
JTLIOZS,X,O,X,O,X,O,X,O,X
JTLSIZO,O,O,X,O,X,X,O,X,X
JTLSIOZ,O,O,X,O,X,X,O,O,X
JTLSZIO,O,O,X,O,X,O,O,X,X
JTLSZOI,O,O,X,O,X,O,O,X,X
JTLSOIZ,O,O,X,O,X,X,O,O,O
JTLSOZI,O,O,X,X,X,O,O,X,O
JTLZISO,O,O,X,O,X,O,X,X,X
JTLZIOS,O,O,X,O,X,O,X,O,X
JTLZSIO,O,O,X,O,X,O,X,X,X
JTLZSOI,O,O,X,O,X,O,X,X,X
JTLZOIS,O,O,X,O,X,O,X,O,X
JTLZOSI,O,O,X,O,X,O,X,X,X
JTLOISZ,X,O,X,O,X,X,X,O,O
JTLOIZS,X,O,X,O,X,O,X,O,X
JTLOSIZ,O,O,X,O,X,X,O,O,O
JTLOSZI,O,O,X,X,X,O,O,X,O
JTLOZIS,O,O,X,O,X,O,X,O,X
JTLOZSI,O,O,X,O,X,O,X,X,X
JTSILZO,O,O,X,O,X,X,O,X,X
JTSILOZ,O,O,X,O,O,X,O,O,X
JTSIZLO,O,O,O,O,X,X,X,X,X
JTSIZOL,O,O,O,O,X,X,X,X,X
JTSIOLZ,O,O,X,O,O,X,O,O,X
JTSIOZL,O,O,O,X,X,X,X,X,X
JTSLIZO,O,O,O,O,X,X,O,X,X
JTSLIOZ,O,O,O,O,O,X,O,O,X
JTSLZIO,O,O,O,O,O,O,O,X,X
JTSLZOI,O,O,O,O,O,O,O,X,X
JTSLOIZ,O,O,O,O,O,X,O,O,O
JTSLOZI,O,O,O,X,O,O,O,X,O
JTSZILO,O,O,O,O,O,O,X,X,X
JTSZIOL,O,O,O,O,O,O,X,X,X
JTSZLIO,O,O,O,O,O,O,O,X,X
JTSZLOI,O,O,O,O,O,O,O,X,X
JTSZOIL,O,O,O,O,O,O,X,X,X
JTSZOLI,O,O,O,O,O,O,O,X,X
JTSOILZ,O,O,X,O,O,X,O,O,X
JTSOIZL,O,O,O,X,X,X,X,X,X
JTSOLIZ,O,O,O,O,O,X,O,O,X
JTSOLZI,O,O,O,X,O,O,O,X,X
JTSOZIL,O,O,O,X,O,O,X,X,X
JTSOZLI,O,O,O,X,O,O,O,X,X
JTZILSO,O,O,X,O,O,O,X,X,X
JTZILOS,O,O,O,O,O,O,X,O,X
JTZISLO,O,O,O,O,O,O,X,X,X
JTZISOL,O,O,O,O,O,O,X,X,X
JTZIOLS,O,O,O,O,O,O,X,O,X
JTZIOSL,O,O,O,O,O,O,X,X,X
JTZLISO,O,O,X,O,O,O,X,X,X
JTZLIOS,O,O,O,O,O,O,X,O,X
JTZLSIO,O,O,O,O,O,O,X,X,X
JTZLSOI,O,O,O,O,O,O,X,X,X
JTZLOIS,O,O,O,O,O,O,X,O,X
JTZLOSI,O,O,O,O,O,O,X,X,X
JTZSILO,O,O,O,O,O,O,X,X,X
JTZSIOL,O,O,O,O,O,O,X,X,X
JTZSLIO,O,O,O,O,O,O,O,X,X
JTZSLOI,O,O,O,O,O,O,O,X,X
JTZSOIL,O,O,O,O,O,O,X,X,X
JTZSOLI,O,O,O,O,O,O,O,X,X
JTZOILS,O,O,O,O,O,O,X,O,X
JTZOISL,O,O,O,O,O,O,X,X,X
JTZOLIS,O,O,O,O,O,O,X,O,X
JTZOLSI,O,O,O,O,O,O,X,X,X
JTZOSIL,O,O,O,O,O,O,X,X,X
JTZOSLI,O,O,O,O,O,O,O,X,X
JTOILSZ,X,O,X,O,X,X,X,O,X
JTOILZS,X,O,X,O,X,O,X,O,X
JTOISLZ,X,O,X,O,O,X,O,O,X
JTOISZL,X,O,X,X,X,X,X,X,X
JTOIZLS,X,O,O,O,X,O,X,O,X
JTOIZSL,X,O,O,O,X,O,X,X,X
JTOLISZ,X,O,X,O,X,X,X,O,X
JTOLIZS,X,O,X,O,X,O,X,O,X
JTOLSIZ,O,O,X,O,X,X,O,O,X
JTOLSZI,O,O,X,X,X,O,O,X,X
JTOLZIS,O,O,X,O,X,O,X,O,X
JTOLZSI,O,O,X,O,X,O,X,X,X
JTOSILZ,O,O,X,O,O,X,O,O,X
JTOSIZL,O,O,O,X,X,X,X,X,X
JTOSLIZ,O,O,O,O,O,X,O,O,X
JTOSLZI,O,O,O,X,O,O,O,X,X
JTOSZIL,O,O,O,X,O,O,X,X,X
JTOSZLI,O,O,O,X,O,O,O,X,X
JTOZILS,O,O,O,O,O,O,X,O,X
JTOZISL,O,O,O,O,O,O,X,X,X
JTOZLIS,O,O,O,O,O,O,X,O,X
JTOZLSI,O,O,O,O,O,O,X,X,X
JTOZSIL,O,O,O,O,O,O,X,X,X
JTOZSLI,O,O,O,O,O,O,O,X,X
JITLSZO,X,X,X,O,X,X,X,X,X
JITLSOZ,X,X,X,O,X,X,X,O,X
JITLZSO,X,O,X,O,X,X,X,X,X
JITLZOS,X,X,X,O,X,X,X,O,X
JITLOSZ,X,X,X,O,X,X,X,O,X
JITLOZS,X,X,X,O,X,X,X,O,X
JITSLZO,X,X,X,O,X,X,X,X,X
JITSLOZ,X,X,X,O,O,X,X,O,X
JITSZLO,X,X,X,O,X,X,X,X,X
JITSZOL,X,X,X,O,X,X,X,X,X
JITSOLZ,X,X,X,O,O,X,X,O,X
JITSOZL,X,X,X,X,X,X,X,X,X
JITZLSO,X,O,X,O,X,X,X,X,X
JITZLOS,X,X,O,O,X,X,X,O,X
JITZSLO,X,X,X,O,X,X,X,X,X
JITZSOL,X,X,O,O,X,X,X,X,X
JITZOLS,X,X,O,O,X,X,X,O,X
JITZOSL,X,X,O,O,X,X,X,X,X
JITOLSZ,X,X,X,O,X,X,X,O,X
JITOLZS,X,O,X,O,X,X,X,O,X
JITOSLZ,X,X,X,O,O,X,X,O,X
JITOSZL,X,X,X,X,X,X,X,X,X
JITOZLS,X,O,O,O,X,X,X,O,X
JITOZSL,X,X,O,O,X,X,X,X,X
JILTSZO,X,X,X,O,X,X,X,X,X
JILTSOZ,X,X,X,O,X,X,X,O,X
JILTZSO,X,O,X,O,X,X,X,X,X
JILTZOS,X,X,X,O,X,X,X,O,X
JILTOSZ,X,X,X,O,X,X,X,O,X
JILTOZS,X,X,X,O,X,X,X,O,X
JILSTZO,X,O,X,O,X,X,X,X,X
JILSTOZ,X,X,X,O,X,X,X,X,X
JILSZTO,O,O,X,O,X,X,X,X,X
JILSZOT,O,O,X,X,X,X,X,X,X
JILSOTZ,X,X,X,X,X,X,X,O,O
JILSOZT,O,O,X,O,X,X,X,O,O
JILZTSO,O,O,X,O,X,X,X,X,X
JILZTOS,X,X,X,O,X,O,X,X,X
JILZSTO,O,O,X,O,X,X,X,X,X
JILZSOT,O,O,X,O,X,O,X,X,X
JILZOTS,X,X,X,O,X,O,X,X,X
JILZOST,O,O,X,O,X,O,X,O,X
JILOTSZ,X,X,X,O,X,X,X,O,O
JILOTZS,X,O,X,O,X,X,X,O,X
JILOSTZ,X,X,X,X,X,X,X,O,O
JILOSZT,X,O,X,O,X,X,X,O,O
JILOZTS,X,O,X,O,X,O,X,X,X
JILOZST,X,O,X,O,X,O,X,O,O
JISTLZO,X,O,X,O,X,X,X,X,X
JISTLOZ,X,X,X,O,X,X,X,X,X
JISTZLO,X,O,X,O,X,X,X,X,X
JISTZOL,X,X,X,O,X,X,X,X,X
JISTOLZ,X,O,X,O,X,X,X,X,X
JISTOZL,X,O,X,X,X,X,X,X,X
JISLTZO,X,O,X,O,X,X,X,X,X
JISLTOZ,X,X,X,O,X,X,O,X,X
JISLZTO,O,O,X,O,X,X,X,X,X
JISLZOT,O,O,X,X,X,X,O,X,X
JISLOTZ,X,O,X,X,X,X,O,O,O
JISLOZT,O,O,X,O,O,X,O,O,O
JISZTLO,O,O,X,O,X,X,X,X,X
JISZTOL,O,X,X,O,X,X,X,X,X
JISZLTO,O,O,X,O,X,X,X,X,X
JISZLOT,O,O,X,X,X,X,X,X,X
JISZOTL,O,O,X,X,X,X,X,X,X
JISZOLT,O,O,X,X,X,X,X,X,X
JISOTLZ,X,O,X,X,X,X,X,X,X
JISOTZL,X,O,X,X,X,X,X,X,X
JISOLTZ,X,O,X,X,X,X,O,O,X
JISOLZT,O,O,X,O,O,X,O,O,X
JISOZTL,O,O,X,X,X,X,X,X,X
JISOZLT,O,O,X,X,X,X,X,X,X
JIZTLSO,O,O,X,O,X,X,X,X,X
JIZTLOS,X,X,X,O,X,O,X,X,X
JIZTSLO,O,X,X,O,X,X,X,X,X
JIZTSOL,O,X,X,O,X,X,X,X,X
JIZTOLS,X,X,X,O,X,O,X,X,X
JIZTOSL,X,X,O,O,X,X,X,X,X
JIZLTSO,O,O,X,O,X,X,X,X,X
JIZLTOS,X,X,X,O,X,O,X,X,X
JIZLSTO,O,O,X,O,X,X,X,X,X
JIZLSOT,O,O,X,O,X,O,X,X,X
JIZLOTS,X,X,X,O,X,O,X,X,X
JIZLOST,O,O,O,O,X,O,X,O,X
JIZSTLO,O,O,X,O,X,X,X,X,X
JIZSTOL,O,X,X,O,X,X,X,X,X
JIZSLTO,O,O,X,O,X,X,X,X,X
JIZSLOT,O,O,X,O,X,O,X,X,X
JIZSOTL,O,X,O,O,X,X,X,X,X
JIZSOLT,O,O,O,O,X,O,X,X,X
JIZOTLS,X,O,X,O,X,O,X,X,X
JIZOTSL,X,X,O,O,X,X,X,X,X
JIZOLTS,X,O,X,O,X,O,X,X,X
JIZOLST,O,O,O,O,X,O,X,O,X
JIZOSTL,O,X,O,X,X,X,X,X,X
JIZOSLT,O,O,O,X,X,O,X,X,X
JIOTLSZ,X,X,X,O,X,X,X,O,X
JIOTLZS,X,O,X,O,X,X,X,O,X
JIOTSLZ,X,X,X,O,O,X,X,O,X
JIOTSZL,X,X,X,X,X,X,X,X,X
JIOTZLS,X,O,O,O,X,X,X,O,X
JIOTZSL,X,X,O,O,X,X,X,X,X
JIOLTSZ,X,X,X,O,X,X,X,O,X
JIOLTZS,X,O,X,O,X,X,X,O,X
JIOLSTZ,X,O,X,X,X,X,X,O,X
JIOLSZT,X,O,X,O,X,X,X,O,X
JIOLZTS,X,O,X,O,X,O,X,X,X
JIOLZST,X,O,X,O,X,O,X,O,X
JIOSTLZ,X,O,X,X,X,X,X,X,X
JIOSTZL,X,O,X,X,X,X,X,X,X
JIOSLTZ,X,O,X,X,X,X,O,O,X
JIOSLZT,X,O,X,O,O,X,O,O,X
JIOSZTL,X,O,X,X,X,X,X,X,X
JIOSZLT,X,O,X,X,X,X,X,X,X
JIOZTLS,X,O,X,O,X,O,X,X,X
JIOZTSL,X,X,O,O,X,X,X,X,X
JIOZLTS,X,O,X,O,X,O,X,X,X
JIOZLST,X,O,O,O,X,O,X,O,X
JIOZSTL,X,O,O,X,X,X,X,X,X
JIOZSLT,X,O,O,X,X,O,X,X,X
JLTISZO,O,O,X,O,X,X,X,X,X
JLTISOZ,O,O,X,O,X,X,X,O,X
JLTIZSO,O,O,X,O,X,O,X,X,X
JLTIZOS,O,O,X,O,X,O,X,O,X
JLTIOSZ,X,X,X,O,X,X,X,O,X
JLTIOZS,X,O,X,O,X,O,X,O,X
JLTSIZO,O,O,X,O,X,X,X,X,X
JLTSIOZ,O,O,X,O,X,X,X,O,X
JLTSZIO,O,O,X,O,X,O,X,X,X
JLTSZOI,O,O,X,O,X,O,X,X,X
JLTSOIZ,O,O,X,O,X,X,X,O,O
JLTSOZI,O,O,X,X,X,O,X,X,O
JLTZISO,O,O,X,O,X,O,X,X,X
JLTZIOS,O,O,X,O,X,O,X,O,X
JLTZSIO,O,O,X,O,X,O,X,X,X
JLTZSOI,O,O,X,O,X,O,X,X,X
JLTZOIS,O,O,X,O,X,O,X,O,X
JLTZOSI,O,O,X,O,X,O,X,X,X
JLTOISZ,X,X,X,O,X,X,X,O,O
JLTOIZS,X,O,X,O,X,O,X,O,X
JLTOSIZ,O,O,X,O,X,X,X,O,O
JLTOSZI,O,O,X,X,X,O,X,X,O
JLTOZIS,O,O,X,O,X,O,X,O,X
JLTOZSI,O,O,X,O,X,O,X,X,X
JLITSZO,X,X,X,O,X,X,X,X,X
JLITSOZ,X,X,X,O,X,X,X,O,X
JLITZSO,X,O,X,O,X,X,X,X,X
JLITZOS,X,X,X,O,X,X,X,O,X
JLITOSZ,X,X,X,O,X,X,X,O,X
JLITOZS,X,X,X,O,X,X,X,O,X
JLISTZO,X,O,X,O,X,X,X,X,X
JLISTOZ,X,X,X,O,X,X,X,X,X
JLISZTO,O,O,X,O,X,X,X,X,X
JLISZOT,O,O,X,X,X,X,X,X,X
JLISOTZ,X,X,X,X,X,X,X,O,O
JLISOZT,O,O,X,O,X,X,X,O,O
JLIZTSO,O,O,X,O,X,X,X,X,X
JLIZTOS,X,X,X,O,X,O,X,X,X
JLIZSTO,O,O,X,O,X,X,X,X,X
JLIZSOT,O,O,X,O,X,O,X,X,X
JLIZOTS,X,X,X,O,X,O,X,X,X
JLIZOST,O,O,X,O,X,O,X,O,X
JLIOTSZ,X,X,X,O,X,X,X,O,O
JLIOTZS,X,O,X,O,X,X,X,O,X
JLIOSTZ,X,X,X,X,X,X,X,O,O
JLIOSZT,X,O,X,O,X,X,X,O,O
JLIOZTS,X,O,X,O,X,O,X,X,X
JLIOZST,X,O,X,O,X,O,X,O,O
JLSTIZO,O,O,X,O,X,X,X,X,X
JLSTIOZ,O,X,X,O,X,X,O,O,X
JLSTZIO,O,O,X,O,X,X,X,X,X
JLSTZOI,O,X,X,O,X,X,X,X,X
JLSTOIZ,O,X,X,O,X,X,O,O,O
JLSTOZI,O,X,X,X,X,X,O,X,O
JLSITZO,X,O,X,O,X,X,X,X,X
JLSITOZ,X,X,X,O,X,X,O,X,X
JLSIZTO,O,O,X,O,X,X,X,X,X
JLSIZOT,O,O,X,X,X,X,O,X,X
JLSIOTZ,X,O,X,X,X,X,O,O,O
JLSIOZT,O,O,X,O,X,X,O,O,O
JLSZTIO,O,O,X,O,X,X,X,X,X
JLSZTOI,O,X,X,O,X,X,X,X,X
JLSZITO,O,O,X,O,X,X,X,X,X
JLSZIOT,O,O,X,O,X,O,O,X,X
JLSZOTI,O,X,X,O,X,O,O,X,O
JLSZOIT,O,O,X,O,X,O,O,X,O
JLSOTIZ,O,O,X,X,X,X,O,O,O
JLSOTZI,O,O,X,X,X,X,O,X,O
JLSOITZ,X,O,X,X,X,X,O,O,O
JLSOIZT,O,O,X,O,X,X,O,O,O
JLSOZTI,O,O,X,X,X,O,O,X,O
JLSOZIT,O,O,X,X,X,O,O,X,O
JLZTISO,O,O,X,O,X,X,X,X,X
JLZTIOS,X,O,X,O,X,O,X,O,X
JLZTSIO,O,O,X,O,X,X,X,X,X
JLZTSOI,O,O,X,O,X,X,X,X,X
JLZTOIS,X,O,X,O,X,O,X,O,X
JLZTOSI,X,O,X,O,X,O,X,X,X
JLZITSO,O,O,X,O,X,X,X,X,X
JLZITOS,X,X,X,O,X,O,X,X,X
JLZISTO,O,O,X,O,X,X,X,X,X
JLZISOT,O,O,X,O,X,O,X,X,X
JLZIOTS,X,X,X,O,X,O,X,X,X
JLZIOST,O,O,X,O,X,O,X,O,X
JLZSTIO,O,O,X,O,X,X,X,X,X
JLZSTOI,O,X,X,O,X,X,X,X,X
JLZSITO,O,O,X,O,X,X,X,X,X
JLZSIOT,O,O,X,O,X,O,X,X,X
JLZSOTI,O,X,X,O,X,O,X,X,O
JLZSOIT,O,O,X,O,X,O,X,X,O
JLZOTIS,X,X,X,O,X,O,X,O,X
JLZOTSI,X,X,X,O,X,O,X,X,X
JLZOITS,X,X,X,O,X,O,X,X,X
JLZOIST,O,O,X,O,X,O,X,O,O
JLZOSTI,O,X,X,O,X,O,X,X,O
JLZOSIT,O,O,X,O,X,O,X,X,O
JLOTISZ,X,X,X,O,X,X,X,O,O
JLOTIZS,X,O,X,O,X,O,X,O,X
JLOTSIZ,X,O,X,O,X,X,X,O,O
JLOTSZI,X,O,X,X,X,O,X,X,O
JLOTZIS,X,O,X,O,X,O,X,O,X
JLOTZSI,X,O,X,O,X,O,X,X,X
JLOITSZ,X,X,X,O,X,X,X,O,O
JLOITZS,X,O,X,O,X,X,X,O,X
JLOISTZ,X,O,X,X,X,X,X,O,O
JLOISZT,X,O,X,O,X,X,X,O,O
JLOIZTS,X,O,X,O,X,O,X,X,X
JLOIZST,X,O,X,O,X,O,X,O,O
JLOSTIZ,X,O,X,X,X,X,O,O,O
JLOSTZI,O,O,X,X,X,X,O,X,O
JLOSITZ,X,O,X,X,X,X,O,O,O
JLOSIZT,O,O,X,O,X,X,O,O,O
JLOSZTI,O,O,X,X,X,O,O,X,O
JLOSZIT,O,O,X,X,X,O,O,X,O
JLOZTIS,X,O,X,O,X,O,X,O,X
JLOZTSI,X,O,X,O,X,O,X,X,X
JLOZITS,X,O,X,O,X,O,X,X,X
JLOZIST,O,O,X,O,X,O,X,O,O
JLOZSTI,O,O,X,O,X,O,X,X,O
JLOZSIT,O,O,X,O,X,O,X,X,O
JSTILZO,O,O,X,O,X,X,O,X,X
JSTILOZ,O,X,X,O,X,X,O,O,X
JSTIZLO,O,O,O,O,X,X,X,X,X
JSTIZOL,O,X,O,O,X,X,X,X,X
JSTIOLZ,O,O,X,O,X,X,O,O,X
JSTIOZL,O,O,O,X,X,X,X,X,X
JSTLIZO,O,O,O,O,X,X,O,X,X
JSTLIOZ,O,X,O,O,X,X,O,O,X
JSTLZIO,O,O,O,O,X,X,O,X,X
JSTLZOI,O,X,O,O,X,X,O,X,X
JSTLOIZ,O,X,O,O,X,X,O,O,O
JSTLOZI,O,X,O,X,X,X,O,X,O
JSTZILO,O,O,O,O,X,X,X,X,X
JSTZIOL,O,X,O,O,X,X,X,X,X
JSTZLIO,O,O,O,O,X,X,O,X,X
JSTZLOI,O,X,O,O,X,X,O,X,X
JSTZOIL,O,X,O,O,X,X,X,X,X
JSTZOLI,O,X,O,O,X,X,O,X,X
JSTOILZ,O,O,X,O,X,X,O,O,X
JSTOIZL,O,O,O,X,X,X,X,X,X
JSTOLIZ,O,O,O,O,X,X,O,O,X
JSTOLZI,O,O,O,X,X,X,O,X,X
JSTOZIL,O,O,O,X,X,X,X,X,X
JSTOZLI,O,O,O,X,X,X,O,X,X
JSITLZO,X,O,X,O,X,X,X,X,X
JSITLOZ,X,X,X,O,X,X,X,X,X
JSITZLO,X,O,O,O,X,X,X,X,X
JSITZOL,X,X,O,O,X,X,X,X,X
JSITOLZ,X,O,X,O,X,X,X,X,X
JSITOZL,X,O,O,X,X,X,X,X,X
JSILTZO,X,O,X,O,X,X,X,X,X
