sequence,v115@6gC8HeB8HeE8CeH8BeD8JeK/IvhFzaBRcB3gBGiBlm?BUrB,v115@6gC8HeB8HeE8CeH8BeD8Jex6IvhFygBTfBGiB0lBlm?B3rB,v115@6gC8HeB8HeE8CeH8BeD8JeO/IvhFxbB/iBCgB0lBlm?BTrB,v115@6gC8HeB8HeE8CeH8BeD8JeO/IvhFxbB/iBzfBChBlm?BUrB,v115@6gC8HeB8HeE8CeH8BeD8JeK/IvhFzaBRcBGiBllB3m?BUrB,v115@6gC8HeB8HeE8CeH8BeD8JeO/IvhFxbB/iBCgB0hBll?BTrB,v115@6gC8HeB8HeE8CeH8BeD8Je06IvhFxbB/iB2kBqlBlm?BTrB,v115@6gC8HeB8HeE8CeH8BeD8JeK/IvhFWgBxbB/iB0lBlm?BTrB,v115@6gC8HeB8HeE8CeH8BeD8Jei6IvhF3bBUdB1kBWrBxr?BTrB,v115@6gC8HeB8HeE8CeH8BeD8JeT6IvhF2gBqhB/iBxkBVr?BUrB,v115@6gC8HeB8HeE8CeH8BeD8Jei6IvhFRcB3fBTiBllBcr?BGrB,v115@6gC8HeB8HeE8CeH8BeD8Jex6IvhFygB/iBTfB0lBlm?B+rB,v115@6gC8HeB8HeE8CeH8BeD8JeK/IvhFXcBViBUgBxmBGl?BTrB
JZISLOT,O,X,O,O,O,X,O,X,X,X,X,X,X
JZISOTL,X,X,X,O,X,X,X,X,O,X,X,X,X
JZISOLT,O,X,X,O,X,X,O,X,X,X,X,X,X
JZIOTLS,X,O,X,X,X,X,X,X,O,X,X,X,X
JZIOTSL,X,X,X,X,X,X,X,X,O,X,X,X,X
JZIOLTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZIOLST,O,O,X,O,X,X,X,X,X,X,X,X,X
JZIOSTL,X,X,X,O,X,X,X,X,O,X,X,X,X
JZIOSLT,O,O,X,O,X,X,X,X,X,X,X,X,X
JZLTISO,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLTIOS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZLTSIO,O,X,O,O,X,O,O,O,X,X,X,X,X
JZLTSOI,O,O,O,X,X,O,O,O,X,X,X,X,X
JZLTOIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZLTOSI,O,O,X,X,X,X,X,X,X,X,X,X,X
JZLITSO,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLITOS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLISTO,O,X,O,O,O,X,O,O,X,X,X,X,X
JZLISOT,O,X,O,O,O,X,O,O,X,X,X,X,X
JZLIOTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZLIOST,O,O,X,X,O,X,X,X,X,X,X,X,X
JZLSTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
JZLSTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
JZLSITO,O,X,O,O,O,O,O,O,X,X,X,X,X
JZLSIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
JZLSOTI,O,O,O,O,O,O,O,O,X,X,X,X,X
JZLSOIT,O,O,O,O,O,O,O,O,X,X,X,X,X
JZLOTIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZLOTSI,O,O,X,O,X,X,X,X,X,X,X,X,X
JZLOITS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZLOIST,O,O,X,O,O,X,X,X,X,X,X,X,X
JZLOSTI,O,O,O,O,O,O,O,O,X,X,X,X,X
JZLOSIT,O,O,O,O,O,O,O,O,X,X,X,X,X
JZSTILO,O,X,O,O,O,O,O,X,O,X,X,X,X
JZSTIOL,X,X,X,O,X,O,X,X,O,X,X,X,X
JZSTLIO,O,X,O,O,O,O,O,O,O,X,X,X,X
JZSTLOI,O,X,O,O,O,O,O,O,X,X,X,X,X
JZSTOIL,X,X,X,O,X,O,X,X,X,X,X,O,X
JZSTOLI,X,X,O,O,X,X,X,X,X,X,X,O,X
JZSITLO,O,X,O,O,O,O,O,X,O,X,X,X,X
JZSITOL,X,X,X,O,X,O,X,X,O,X,X,X,X
JZSILTO,O,X,O,O,O,O,O,X,O,X,X,X,X
JZSILOT,O,X,O,O,O,O,O,X,X,X,X,X,X
JZSIOTL,X,X,X,O,X,O,X,X,O,X,X,X,X
JZSIOLT,O,X,X,O,X,O,O,X,X,X,X,X,X
JZSLTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
JZSLTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
JZSLITO,O,X,O,O,O,O,O,O,X,X,X,X,X
JZSLIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
JZSLOTI,O,O,O,O,O,O,O,O,X,X,X,X,X
JZSLOIT,O,O,O,O,O,O,O,O,X,X,X,X,X
JZSOTIL,X,X,X,O,X,O,X,X,X,X,X,O,X
JZSOTLI,X,X,O,O,X,O,X,X,X,X,X,O,X
JZSOITL,X,X,X,O,X,O,X,X,X,X,X,O,X
JZSOILT,O,O,X,O,X,O,O,X,X,X,X,X,X
JZSOLTI,O,O,O,O,X,O,O,X,X,X,X,X,X
JZSOLIT,O,O,O,O,X,O,O,X,X,X,X,X,X
JZOTILS,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOTISL,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOTLIS,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOTLSI,X,O,X,O,X,O,X,X,X,X,X,X,X
JZOTSIL,X,O,X,O,X,X,X,X,X,X,X,X,X
JZOTSLI,X,O,X,O,X,O,X,X,X,X,X,X,X
JZOITLS,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOITSL,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOILTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOILST,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOISTL,X,X,X,O,X,X,X,X,X,X,X,O,X
JZOISLT,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOLTIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOLTSI,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOLITS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZOLIST,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOLSTI,O,O,O,O,X,O,O,X,X,X,X,X,X
JZOLSIT,O,O,O,O,X,O,O,X,X,X,X,X,X
JZOSTIL,X,X,X,O,X,O,X,X,X,X,X,O,X
JZOSTLI,X,X,O,O,X,O,X,X,X,X,X,O,X
JZOSITL,X,X,X,O,X,O,X,X,X,X,X,O,X
JZOSILT,O,O,X,O,X,O,O,X,X,X,X,X,X
JZOSLTI,O,O,O,O,X,O,O,X,X,X,X,X,X
JZOSLIT,O,O,O,O,X,O,O,X,X,X,X,X,X
JOTILSZ,O,X,X,X,X,O,X,X,O,X,X,X,X
JOTILZS,O,X,X,X,X,X,X,X,O,X,X,X,X
JOTISLZ,O,X,X,X,X,O,X,X,O,X,X,X,X
JOTISZL,X,X,X,X,X,X,X,X,O,X,X,X,X
JOTIZLS,X,O,X,X,X,X,X,X,O,X,X,X,X
JOTIZSL,X,O,X,X,X,X,X,X,O,X,X,X,X
JOTLISZ,O,X,X,X,X,O,X,X,O,X,X,X,X
JOTLIZS,O,X,X,X,X,X,X,X,O,X,X,X,X
JOTLSIZ,O,X,X,X,X,O,X,X,O,X,X,X,X
JOTLSZI,O,X,X,X,X,O,X,X,X,X,X,X,X
JOTLZIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JOTLZSI,O,O,X,X,X,O,X,X,X,X,X,X,X
JOTSILZ,O,X,X,O,X,O,X,X,O,X,X,X,X
JOTSIZL,X,X,X,O,X,X,X,X,O,X,X,X,X
JOTSLIZ,O,X,X,O,X,O,X,X,O,X,X,X,X
JOTSLZI,O,X,X,O,X,O,X,X,X,X,X,X,X
JOTSZIL,X,O,X,O,X,O,X,X,X,X,X,X,X
JOTSZLI,X,O,X,O,X,O,X,X,X,X,X,X,X
JOTZILS,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTZISL,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTZLIS,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTZLSI,X,O,X,O,X,O,X,X,X,X,X,X,X
JOTZSIL,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTZSLI,X,O,X,O,X,O,X,X,X,X,X,X,X
JOITLSZ,O,X,X,X,X,O,X,X,O,X,X,X,O
JOITLZS,O,X,X,X,X,X,X,X,O,X,X,X,O
JOITSLZ,O,X,X,X,X,O,X,X,O,X,X,X,O
JOITSZL,X,X,X,X,X,X,X,X,O,X,X,X,X
JOITZLS,X,O,X,X,X,X,X,X,O,X,X,X,X
JOITZSL,X,O,X,X,X,X,X,X,O,X,X,X,X
JOILTSZ,O,X,X,X,O,X,X,X,X,X,X,X,O
JOILTZS,O,X,X,X,X,X,X,X,X,X,X,X,O
JOILSTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JOILSZT,O,X,X,X,O,O,X,X,X,X,X,X,X
JOILZTS,O,O,X,X,X,X,X,X,X,X,X,X,O
JOILZST,O,O,X,X,O,X,X,X,X,X,X,X,X
JOISTLZ,X,X,X,O,O,O,X,X,O,X,X,X,X
JOISTZL,X,X,X,O,X,X,X,X,O,X,X,X,X
JOISLTZ,O,X,X,O,O,O,X,X,X,X,X,X,X
JOISLZT,O,X,X,O,O,O,X,X,X,X,O,X,X
JOISZTL,X,X,X,O,X,O,X,X,O,X,X,O,X
JOISZLT,X,O,X,O,X,O,X,X,X,X,X,X,X
JOIZTLS,X,O,X,X,X,X,X,X,O,X,X,X,X
JOIZTSL,X,O,X,X,X,X,X,X,O,X,O,X,X
JOIZLTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JOIZLST,O,O,X,O,X,X,X,X,X,X,X,X,X
JOIZSTL,X,X,X,O,X,X,X,X,O,X,X,O,X
JOIZSLT,O,O,X,O,X,X,X,X,X,X,O,X,X
JOLTISZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JOLTIZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLTSIZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JOLTSZI,O,X,X,X,O,O,X,X,X,X,X,X,X
JOLTZIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLTZSI,O,O,X,X,X,O,X,X,X,X,X,X,X
JOLITSZ,O,X,X,X,O,X,X,X,X,X,X,X,O
JOLITZS,O,X,X,X,X,X,X,X,X,X,X,X,O
JOLISTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
JOLISZT,O,X,X,X,O,O,X,X,X,X,X,X,X
JOLIZTS,O,O,X,X,X,X,X,X,X,X,X,X,O
JOLIZST,O,O,X,X,O,X,X,X,X,X,X,X,X
JOLSTIZ,O,X,X,O,O,O,O,X,X,X,X,X,X
JOLSTZI,O,X,X,O,O,O,O,X,X,X,X,X,X
JOLSITZ,O,X,X,O,O,O,X,X,X,X,X,X,X
JOLSIZT,O,X,O,O,O,O,O,X,X,X,X,X,X
JOLSZTI,O,X,O,O,O,O,O,X,X,X,X,X,X
JOLSZIT,O,X,O,O,O,O,O,X,X,X,X,X,X
JOLZTIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLZTSI,O,O,X,O,X,X,X,X,X,X,X,X,X
JOLZITS,O,O,X,X,X,X,X,X,X,X,X,X,O
JOLZIST,O,O,X,O,O,X,X,X,X,X,X,X,X
JOLZSTI,O,O,O,O,O,O,O,X,X,X,X,X,X
JOLZSIT,O,O,O,O,O,O,O,X,X,X,X,X,X
JOSTILZ,X,X,X,O,O,O,X,X,O,X,X,X,X
JOSTIZL,X,X,X,O,X,X,X,X,O,X,X,X,X
JOSTLIZ,X,X,X,O,O,O,O,X,O,X,X,X,X
JOSTLZI,X,X,X,O,O,O,O,X,X,X,X,X,X
JOSTZIL,X,O,X,O,X,O,X,X,X,X,X,O,X
JOSTZLI,X,O,O,O,X,O,X,X,X,X,X,O,X
JOSITLZ,X,X,X,O,O,O,X,X,O,X,X,X,X
JOSITZL,X,X,X,O,X,X,X,X,O,X,X,X,X
JOSILTZ,O,X,X,O,O,O,X,X,X,X,X,X,X
JOSILZT,O,X,X,O,O,O,X,X,X,X,O,X,X
JOSIZTL,X,X,X,O,X,O,X,X,O,X,X,O,X
JOSIZLT,X,O,X,O,X,O,X,X,X,X,X,X,X
JOSLTIZ,O,X,X,O,O,O,O,X,X,X,X,X,X
JOSLTZI,O,X,X,O,O,O,O,X,X,X,X,X,X
JOSLITZ,O,X,X,O,O,O,X,X,X,X,X,X,X
JOSLIZT,O,X,O,O,O,O,O,X,X,X,O,X,X
JOSLZTI,O,X,O,O,O,O,O,X,X,X,O,X,X
JOSLZIT,O,X,O,O,O,O,O,X,X,X,O,X,X
JOSZTIL,X,X,X,O,X,O,X,X,X,X,O,O,X
JOSZTLI,X,X,O,O,X,O,X,X,X,X,O,O,X
JOSZITL,X,X,X,O,X,O,X,X,X,X,X,O,X
JOSZILT,X,O,X,O,X,O,O,X,X,X,O,X,X
JOSZLTI,X,O,O,O,X,O,O,X,X,X,O,X,X
JOSZLIT,X,O,O,O,X,O,O,X,X,X,O,X,X
JOZTILS,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZTISL,X,O,X,X,X,X,X,X,X,X,O,X,X
JOZTLIS,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,X,O,X,O,X,O,X,X,X,X,X,X,X
JOZTSIL,X,O,X,O,X,X,X,X,X,X,O,X,X
JOZTSLI,X,O,X,O,X,O,X,X,X,X,O,X,X
JOZITLS,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZITSL,X,O,X,X,X,X,X,X,X,X,O,X,X
JOZILTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZILST,O,O,X,O,X,X,X,X,X,X,X,X,X
JOZISTL,X,X,X,O,X,X,X,X,X,X,X,O,X
JOZISLT,O,O,X,O,X,X,X,X,X,X,O,X,X
JOZLTIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZLTSI,O,O,X,O,X,X,X,X,X,X,X,X,X
JOZLITS,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZLIST,O,O,X,O,X,X,X,X,X,X,X,X,X
JOZLSTI,O,O,O,O,X,O,O,X,X,X,X,X,X
JOZLSIT,O,O,O,O,X,O,O,X,X,X,X,X,X
JOZSTIL,X,X,X,O,X,O,X,X,X,X,O,O,X
JOZSTLI,X,X,O,O,X,O,X,X,X,X,O,O,X
JOZSITL,X,X,X,O,X,O,X,X,X,X,X,O,X
JOZSILT,O,O,X,O,X,O,O,X,X,X,O,X,X
JOZSLTI,O,O,O,O,X,O,O,X,X,X,O,X,X
JOZSLIT,O,O,O,O,X,O,O,X,X,X,O,X,X
STILJZO,X,X,X,O,O,O,O,X,O,O,X,X,X
STILJOZ,O,X,X,O,O,O,O,X,O,O,X,X,X
STILZJO,X,X,X,O,X,O,O,O,O,O,X,X,X
STILZOJ,O,X,X,O,X,O,X,O,X,O,X,X,X
STILOJZ,O,X,X,O,O,O,O,X,X,O,X,X,X
STILOZJ,O,X,X,O,X,X,X,X,X,O,X,X,X
STIJLZO,X,X,X,O,O,O,O,X,O,O,X,X,X
STIJLOZ,O,X,X,O,O,O,O,X,O,O,X,X,X
STIJZLO,X,X,O,X,O,X,X,X,O,O,X,X,X
STIJZOL,X,X,X,X,X,X,X,X,O,O,X,X,X
STIJOLZ,X,X,X,O,O,X,X,X,O,O,X,X,X
STIJOZL,X,X,X,O,X,X,X,X,O,O,X,X,X
STIZLJO,X,X,O,X,X,X,X,O,O,O,X,X,X
STIZLOJ,O,X,O,X,X,X,X,O,X,O,X,X,X
STIZJLO,X,X,O,X,X,X,X,X,O,O,X,X,X
STIZJOL,X,X,X,X,X,X,X,X,O,O,X,X,X
STIZOLJ,X,X,X,X,X,X,X,X,X,O,X,O,X
STIZOJL,X,X,X,X,X,X,X,X,X,O,X,O,X
STIOLJZ,O,X,X,O,X,X,X,X,X,O,X,X,X
STIOLZJ,O,X,X,O,X,X,X,X,X,O,X,X,X
STIOJLZ,X,X,X,O,X,X,X,X,X,O,X,X,X
STIOJZL,X,X,X,O,X,X,X,X,X,O,X,X,X
STIOZLJ,X,X,X,X,X,X,X,X,X,O,X,O,X
STIOZJL,X,X,X,O,X,X,X,X,X,O,X,O,X
STLIJZO,X,X,O,O,O,O,O,X,O,O,X,X,X
STLIJOZ,O,X,X,O,O,O,O,X,O,O,X,X,X
STLIZJO,X,X,X,O,X,O,O,O,O,O,X,X,X
STLIZOJ,O,X,X,O,X,O,X,O,X,O,X,X,X
STLIOJZ,O,X,X,O,O,O,O,X,X,O,X,X,X
STLIOZJ,O,X,X,O,X,X,X,X,X,O,X,X,X
STLJIZO,O,X,O,O,O,O,O,O,O,O,X,X,X
STLJIOZ,O,X,X,O,O,O,O,X,O,O,X,X,X
STLJZIO,O,X,O,O,O,O,O,O,O,O,X,X,X
STLJZOI,O,X,O,X,O,O,O,O,X,X,X,X,X
STLJOIZ,O,X,X,O,O,O,O,X,O,O,X,X,X
STLJOZI,O,X,X,O,O,O,O,X,X,X,X,X,X
STLZIJO,O,X,O,O,X,O,O,O,X,O,X,X,X
STLZIOJ,O,X,O,O,X,O,X,O,X,O,X,X,X
STLZJIO,O,X,O,O,O,O,O,O,O,O,X,X,X
STLZJOI,O,X,O,X,O,O,O,O,X,X,X,X,X
STLZOIJ,O,X,O,O,X,O,X,O,X,X,X,O,X
STLZOJI,O,X,O,O,O,O,X,O,X,X,X,O,X
STLOIJZ,O,X,X,O,O,O,O,X,X,O,X,X,X
STLOIZJ,O,X,X,O,X,O,X,X,X,O,O,X,X
STLOJIZ,O,X,X,O,O,O,O,X,O,O,X,X,X
STLOJZI,O,X,X,O,O,O,O,X,X,X,X,X,X
STLOZIJ,O,X,X,O,X,O,X,O,X,X,O,O,X
STLOZJI,O,X,X,O,O,O,X,O,X,X,O,O,X
STJILZO,O,X,X,O,O,O,O,X,O,O,X,X,X
STJILOZ,O,X,X,O,O,O,O,X,O,O,X,X,X
STJIZLO,O,X,O,X,O,X,X,X,O,O,X,X,X
STJIZOL,X,X,X,X,X,X,X,X,O,O,X,X,X
STJIOLZ,O,X,X,O,O,X,X,X,O,O,X,X,X
STJIOZL,X,X,X,O,X,X,X,X,O,O,X,X,X
STJLIZO,O,X,O,O,O,O,O,X,O,O,X,X,X
STJLIOZ,O,X,X,O,O,O,O,X,O,O,X,X,X
STJLZIO,O,X,O,O,O,O,O,O,O,O,X,X,X
STJLZOI,O,X,O,X,O,O,O,O,X,X,X,X,X
STJLOIZ,O,X,X,O,O,O,O,X,O,O,X,X,X
STJLOZI,O,X,X,O,O,O,O,X,X,X,X,X,X
STJZILO,O,X,O,O,O,O,O,X,O,O,X,X,X
STJZIOL,X,X,X,O,X,O,X,X,O,O,X,X,X
STJZLIO,O,X,O,O,O,O,O,O,O,O,X,X,X
STJZLOI,O,O,O,O,O,O,O,O,X,X,X,X,X
STJZOIL,X,O,X,O,X,O,X,X,X,X,X,O,X
STJZOLI,X,O,O,O,X,X,X,X,X,X,X,O,X
STJOILZ,O,X,X,O,O,O,X,X,O,O,X,X,X
STJOIZL,X,X,X,O,X,X,X,X,O,O,X,X,X
STJOLIZ,O,X,X,O,O,O,O,X,O,O,X,X,X
STJOLZI,O,X,X,O,O,O,O,X,X,X,X,X,X
STJOZIL,X,O,X,O,X,O,X,X,X,X,X,O,X
STJOZLI,X,O,O,O,X,O,X,X,X,X,X,O,X
STZILJO,O,X,O,O,X,O,X,O,X,O,X,X,X
STZILOJ,O,X,O,O,X,O,X,O,X,O,X,X,X
STZIJLO,O,X,O,O,X,O,X,X,X,O,X,X,X
STZIJOL,X,X,X,O,X,O,X,X,X,O,X,X,X
STZIOLJ,O,X,X,O,X,O,X,X,X,O,X,O,X
STZIOJL,X,X,X,O,X,O,X,X,X,O,X,O,X
STZLIJO,O,X,O,O,X,O,O,O,X,O,X,X,X
STZLIOJ,O,X,O,O,X,O,X,O,X,O,X,X,X
STZLJIO,O,X,O,O,O,O,O,O,O,O,X,X,X
STZLJOI,O,O,O,O,O,O,O,O,X,X,X,X,X
STZLOIJ,O,O,O,O,X,O,X,O,X,X,X,O,X
STZLOJI,O,O,O,O,O,O,X,O,X,X,X,O,X
STZJILO,O,X,O,O,O,O,X,X,O,O,X,X,X
STZJIOL,X,X,X,O,X,O,X,X,O,O,X,X,X
STZJLIO,O,X,O,O,O,O,O,O,O,O,X,X,X
STZJLOI,O,O,O,O,O,O,O,O,X,X,X,X,X
STZJOIL,X,O,X,O,X,O,X,X,X,X,X,O,X
STZJOLI,X,O,O,O,X,X,X,X,X,X,X,O,X
STZOILJ,O,O,X,O,X,O,X,X,X,X,X,O,X
STZOIJL,X,O,X,O,X,O,X,X,X,X,X,O,X
STZOLIJ,O,O,O,O,X,O,X,O,X,X,X,O,X
STZOLJI,O,O,O,O,X,O,X,O,X,X,X,O,X
STZOJIL,X,O,X,O,X,O,X,X,X,X,X,O,X
STZOJLI,X,O,O,O,X,X,X,X,X,X,X,O,X
STOILJZ,O,X,X,O,X,O,X,X,X,O,X,X,X
STOILZJ,O,X,X,O,X,O,X,X,X,O,O,X,X
STOIJLZ,X,X,X,O,X,O,X,X,X,O,X,X,X
STOIJZL,X,X,X,O,X,X,X,X,X,O,X,X,X
STOIZLJ,X,X,X,X,X,X,X,X,X,O,X,O,X
STOIZJL,X,X,X,O,X,X,X,X,X,O,X,O,X
STOLIJZ,O,X,X,O,O,O,O,X,X,O,X,X,X
STOLIZJ,O,X,X,O,X,O,X,X,X,O,O,X,X
STOLJIZ,O,X,X,O,O,O,O,X,O,O,X,X,X
STOLJZI,X,X,X,O,O,O,O,X,X,X,X,X,X
STOLZIJ,O,X,X,O,X,O,X,O,X,X,O,O,X
STOLZJI,X,X,X,O,O,O,X,O,X,X,O,O,X
STOJILZ,X,X,X,O,O,O,X,X,O,O,X,X,X
STOJIZL,X,X,X,O,X,X,X,X,O,O,X,X,X
STOJLIZ,X,X,X,O,O,O,O,X,O,O,X,X,X
STOJLZI,X,X,X,O,O,O,O,X,X,X,X,X,X
STOJZIL,X,O,X,O,X,O,X,X,X,X,X,O,X
STOJZLI,X,O,O,O,X,O,X,X,X,X,X,O,X
STOZILJ,X,O,X,O,X,O,X,X,X,X,O,O,X
STOZIJL,X,O,X,O,X,O,X,X,X,X,O,O,X
STOZLIJ,X,O,O,O,X,O,X,O,X,X,O,O,X
STOZLJI,X,O,O,O,X,O,X,O,X,X,O,O,X
STOZJIL,X,O,X,O,X,O,X,X,X,X,O,O,X
STOZJLI,X,O,O,O,X,O,X,X,X,X,O,O,X
SITLJZO,X,X,X,O,O,O,O,X,O,O,X,X,O
SITLJOZ,O,X,X,O,O,O,O,X,O,O,X,X,X
SITLZJO,X,X,X,O,X,O,O,O,O,O,X,X,O
SITLZOJ,O,X,X,O,X,O,X,O,X,O,X,X,O
SITLOJZ,O,X,X,O,O,O,O,X,X,O,X,X,X
SITLOZJ,O,X,X,O,X,X,X,X,X,O,X,X,O
SITJLZO,X,X,X,O,O,O,O,X,O,O,X,X,O
SITJLOZ,O,X,X,O,O,O,O,X,O,O,X,X,X
SITJZLO,X,X,O,X,O,X,X,X,O,O,X,X,X
SITJZOL,X,X,X,X,X,X,X,X,O,O,X,X,X
SITJOLZ,X,X,X,O,O,X,X,X,O,O,X,X,X
SITJOZL,X,X,X,O,X,X,X,X,O,O,X,X,X
SITZLJO,X,X,O,X,X,X,X,O,O,O,X,X,O
SITZLOJ,O,X,O,X,X,X,X,O,X,O,X,X,O
SITZJLO,X,X,O,X,X,X,X,X,O,O,X,X,X
SITZJOL,X,X,X,X,X,X,X,X,O,O,X,X,X
SITZOLJ,X,X,X,X,X,X,X,X,X,O,X,O,X
SITZOJL,X,X,X,X,X,X,X,X,X,O,X,O,X
SITOLJZ,O,X,X,O,X,X,X,X,X,O,X,X,X
SITOLZJ,O,X,X,O,X,X,X,X,X,O,X,X,O
SITOJLZ,X,X,X,O,X,X,X,X,X,O,X,X,X
SITOJZL,X,X,X,O,X,X,X,X,X,O,X,X,X
SITOZLJ,X,X,X,X,X,X,X,X,X,O,X,O,X
SITOZJL,X,X,X,O,X,X,X,X,X,O,X,O,X
SILTJZO,X,X,O,X,O,O,O,X,X,O,X,X,O
SILTJOZ,O,X,X,X,O,O,O,X,X,O,X,X,X
SILTZJO,X,X,X,X,X,O,O,O,X,O,X,X,O
SILTZOJ,O,X,X,X,X,O,X,O,X,O,X,X,O
SILTOJZ,O,X,X,X,O,O,O,X,X,O,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X,X,O,X,X,O
SILJTZO,X,X,O,X,O,O,O,O,X,X,X,X,X
SILJTOZ,O,X,X,X,O,O,O,X,X,X,X,X,X
SILJZTO,X,X,O,X,O,O,O,O,X,X,X,X,X
SILJZOT,O,X,O,X,O,O,O,O,X,X,X,X,X
SILJOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
SILJOZT,O,X,O,X,O,O,O,O,X,X,X,X,X
SILZTJO,O,X,O,X,X,O,X,O,X,X,X,X,O
SILZTOJ,O,X,O,X,X,X,X,O,X,X,X,X,O
SILZJTO,O,X,O,X,X,O,O,O,X,X,X,X,X
SILZJOT,O,X,O,X,X,O,O,O,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X,X,X,X,X,O
SILZOJT,O,X,O,X,X,O,X,X,X,X,X,X,X
SILOTJZ,O,X,X,X,O,O,X,X,X,O,X,X,X
SILOTZJ,O,X,X,X,X,O,X,X,X,O,O,X,X
SILOJTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
SILOJZT,O,X,O,X,O,O,O,X,X,X,O,X,X
SILOZTJ,O,X,X,X,X,O,X,X,X,X,O,X,X
SILOZJT,O,X,X,X,X,O,X,X,X,X,O,X,X
SIJTLZO,X,X,X,O,O,O,O,X,O,O,X,X,X
SIJTLOZ,O,X,X,O,O,O,O,X,O,O,X,X,X
SIJTZLO,X,X,O,X,O,X,X,X,O,O,X,X,X
SIJTZOL,X,X,X,X,X,X,X,X,O,O,X,X,X
SIJTOLZ,X,X,X,O,O,X,X,X,O,O,X,X,X
SIJTOZL,X,X,X,O,X,X,X,X,O,O,X,X,X
SIJLTZO,X,X,O,X,O,O,O,X,O,X,X,X,X
SIJLTOZ,O,X,X,X,O,O,O,X,O,X,X,X,X
SIJLZTO,X,X,O,X,O,O,O,X,O,X,X,X,X
SIJLZOT,O,X,O,X,O,O,O,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
SIJLOZT,O,X,O,X,O,O,O,X,X,X,X,X,X
SIJZTLO,X,X,O,O,O,O,O,X,O,X,X,X,X
SIJZTOL,X,X,X,O,X,O,X,X,O,X,X,X,X
SIJZLTO,X,X,O,O,O,O,O,X,O,X,X,X,X
SIJZLOT,O,X,O,O,O,O,O,X,X,X,X,X,X
SIJZOTL,X,X,X,O,X,O,X,X,O,X,X,X,X
SIJZOLT,X,X,X,O,X,O,O,X,X,X,X,X,X
SIJOTLZ,X,X,X,O,O,O,X,X,O,O,X,X,X
SIJOTZL,X,X,X,O,X,X,X,X,O,O,X,X,X
SIJOLTZ,O,X,X,O,O,O,X,X,X,X,X,X,X
SIJOLZT,O,X,X,O,O,O,X,X,X,X,X,X,X
SIJOZTL,X,X,X,O,X,O,X,X,O,X,X,X,X
SIJOZLT,X,X,X,O,X,O,X,X,X,X,X,X,X
SIZTLJO,O,X,O,O,X,O,X,O,O,O,X,X,X
SIZTLOJ,O,X,O,O,X,O,X,O,X,O,X,X,X
SIZTJLO,O,X,O,O,X,O,X,X,O,O,X,X,X
SIZTJOL,X,X,X,O,X,O,X,X,O,O,X,X,X
