sequence,v115@FhC8DeB8BeB8CeH8AeG8Je//IvhFagBGcBxdBzgB0i?BFqB,v115@FhC8DeB8BeB8CeH8AeG8JeT6IvhFegBCcBxdBXhB0i?BFqB,v115@FhC8DeB8BeB8CeH8AeG8Je2/IvhFCcBxdBXhB0iBzf?BFqB,v115@FhC8DeB8BeB8CeH8AeG8Jem6IvhFRcBSiB0fBzgBXj?BFqB,v115@FhC8DeB8BeB8CeH8AeG8Je2/IvhFRbBchBTdBSlBXj?BFqB,v115@FhC8DeB8BeB8CeH8AeG8Jey/IvhFGdBRhB0fBzgBXj?BFqB,v115@FhC8DeB8BeB8CeH8AeG8Jei6IvhFWhBxdBzfB0iBXh?BFqB,v115@FhC8DeB8BeB8CeH8AeG8JeT6IvhFShBxdB2lB0iBfq?BlqB,v115@FhC8DeB8BeB8CeH8AeG8JeT9IvhF6kBxgBmfBFhBXj?BcqB,v115@FhC8DeB8BeB8CeH8AeG8Je//IvhFTcBxdB2lB0iBSq?BFqB
IOZTLSJ,O,O,X,O,O,X,X,X,O,X
IOZTJLS,O,O,X,O,O,X,X,X,X,X
IOZTJSL,O,O,X,O,X,X,X,X,X,O
IOZTSLJ,O,O,X,O,X,X,X,O,X,X
IOZTSJL,O,O,X,O,X,X,X,O,X,O
IOZLTJS,O,O,X,O,X,X,X,X,O,X
IOZLTSJ,O,O,X,O,X,X,X,X,O,X
IOZLJTS,O,X,X,O,X,X,X,X,O,X
IOZLJST,O,X,X,O,X,X,X,X,O,O
IOZLSTJ,O,X,X,X,X,X,X,O,O,X
IOZLSJT,O,X,X,O,X,X,X,O,O,O
IOZJTLS,O,O,X,O,X,X,X,X,X,X
IOZJTSL,O,O,X,X,X,X,X,X,X,O
IOZJLTS,O,X,X,O,X,X,X,X,O,X
IOZJLST,O,X,X,O,X,X,X,X,O,O
IOZJSTL,O,X,X,X,X,X,X,O,X,O
IOZJSLT,O,X,X,O,X,X,X,O,X,O
IOZSTLJ,O,O,X,X,X,X,X,O,X,X
IOZSTJL,O,O,X,X,X,X,X,O,X,O
IOZSLTJ,O,X,X,X,X,X,X,O,O,X
IOZSLJT,O,X,X,O,X,X,X,O,O,O
IOZSJTL,O,X,X,X,X,X,X,O,X,O
IOZSJLT,O,X,X,O,X,X,X,O,X,O
LTIJSZO,O,O,X,X,X,O,X,X,X,X
LTIJSOZ,O,O,X,X,X,O,X,X,X,X
LTIJZSO,X,X,X,X,O,O,X,X,X,X
LTIJZOS,X,X,X,X,O,O,X,X,X,X
LTIJOSZ,O,O,X,X,X,O,X,X,X,X
LTIJOZS,X,X,X,O,O,O,X,X,X,X
LTISJZO,O,O,X,X,X,O,X,X,X,X
LTISJOZ,O,O,X,X,X,O,X,X,X,X
LTISZJO,O,O,X,X,X,X,X,X,X,X
LTISZOJ,O,X,X,X,X,X,X,X,X,X
LTISOJZ,O,O,X,X,X,X,X,X,X,X
LTISOZJ,O,X,X,O,X,X,X,X,X,X
LTIZJSO,X,X,X,X,O,O,X,X,X,X
LTIZJOS,X,X,X,O,O,O,O,X,X,X
LTIZSJO,X,X,X,X,O,X,X,X,X,X
LTIZSOJ,X,X,X,X,O,X,O,X,X,X
LTIZOJS,X,X,X,O,O,X,O,X,X,X
LTIZOSJ,X,X,X,O,O,X,O,X,X,X
LTIOJSZ,O,O,X,X,X,O,X,X,X,X
LTIOJZS,X,X,X,O,O,O,O,X,X,X
LTIOSJZ,O,O,X,X,X,X,X,X,X,X
LTIOSZJ,O,X,X,O,X,X,X,X,O,X
LTIOZJS,X,X,X,O,O,X,O,X,O,X
LTIOZSJ,X,X,X,O,O,X,O,X,O,X
LTJISZO,O,O,X,X,X,O,X,X,X,X
LTJISOZ,O,O,X,X,X,O,X,X,X,X
LTJIZSO,X,X,X,X,O,O,X,X,X,X
LTJIZOS,X,X,X,X,O,O,X,X,X,X
LTJIOSZ,O,O,X,X,X,O,X,X,X,X
LTJIOZS,X,X,X,O,O,O,X,X,X,X
LTJSIZO,O,O,O,X,X,X,X,X,X,X
LTJSIOZ,O,O,X,X,X,X,X,X,X,X
LTJSZIO,O,O,O,X,O,X,X,X,X,X
LTJSZOI,O,O,O,X,O,X,X,X,X,X
LTJSOIZ,O,O,X,X,X,X,X,X,X,X
LTJSOZI,O,O,O,X,O,X,X,X,X,X
LTJZISO,O,O,O,X,O,X,X,X,X,X
LTJZIOS,O,O,X,O,O,X,O,X,X,X
LTJZSIO,O,O,O,X,O,X,X,X,X,X
LTJZSOI,O,O,O,O,O,X,X,X,X,X
LTJZOIS,O,O,X,O,O,X,O,X,X,X
LTJZOSI,O,O,X,O,O,X,O,X,X,X
LTJOISZ,O,O,X,X,X,X,X,X,X,X
LTJOIZS,X,X,X,O,O,X,O,X,X,X
LTJOSIZ,O,O,X,X,X,X,X,X,X,X
LTJOSZI,O,O,X,X,O,X,O,X,X,X
LTJOZIS,O,O,X,O,O,X,O,X,X,X
LTJOZSI,O,O,X,O,O,X,O,X,X,X
LTSIJZO,O,O,O,X,X,O,X,X,X,X
LTSIJOZ,O,O,X,X,X,O,X,X,X,X
LTSIZJO,O,O,O,X,X,X,X,X,X,X
LTSIZOJ,O,O,O,X,X,X,X,X,X,X
LTSIOJZ,O,O,X,X,X,X,X,X,X,X
LTSIOZJ,O,X,X,O,X,X,X,X,X,X
LTSJIZO,O,O,O,X,X,X,X,X,X,X
LTSJIOZ,O,O,X,X,X,X,X,X,X,X
LTSJZIO,O,O,O,X,O,X,X,O,X,X
LTSJZOI,O,O,O,X,O,X,X,O,X,X
LTSJOIZ,O,O,X,X,X,X,X,X,X,X
LTSJOZI,O,O,O,X,O,X,X,O,X,X
LTSZIJO,O,O,O,X,O,X,X,O,X,X
LTSZIOJ,O,O,O,X,O,X,O,O,X,X
LTSZJIO,O,O,O,X,O,X,X,O,X,X
LTSZJOI,O,O,O,O,O,X,X,O,X,X
LTSZOIJ,O,O,O,O,O,X,O,O,X,X
LTSZOJI,O,O,O,O,O,X,O,O,X,X
LTSOIJZ,O,O,X,X,X,X,X,X,X,X
LTSOIZJ,O,X,X,O,X,X,X,X,X,X
LTSOJIZ,O,O,X,X,X,X,X,X,X,X
LTSOJZI,O,O,O,X,O,X,O,O,X,X
LTSOZIJ,O,O,O,O,O,X,O,O,X,X
LTSOZJI,O,O,O,O,O,X,O,O,X,X
LTZIJSO,O,O,O,X,O,O,X,X,X,X
LTZIJOS,O,O,X,O,O,O,O,X,X,X
LTZISJO,O,O,O,X,O,X,X,O,X,X
LTZISOJ,O,O,O,X,O,X,O,O,X,X
LTZIOJS,O,O,X,O,O,X,O,X,O,X
LTZIOSJ,O,O,X,O,O,X,O,X,O,X
LTZJISO,O,O,O,X,O,X,X,X,X,X
LTZJIOS,O,O,X,O,O,X,O,X,X,X
LTZJSIO,O,O,O,X,O,X,X,X,X,X
LTZJSOI,O,O,O,O,O,X,X,X,X,X
LTZJOIS,O,O,X,O,O,X,O,X,X,X
LTZJOSI,O,O,X,O,O,X,O,X,X,X
LTZSIJO,O,O,O,X,O,X,X,O,X,X
LTZSIOJ,O,O,O,X,O,X,O,O,X,X
LTZSJIO,O,O,O,X,O,X,X,O,X,X
LTZSJOI,O,O,O,O,O,X,X,O,X,X
LTZSOIJ,O,O,O,O,O,X,O,O,X,X
LTZSOJI,O,O,O,O,O,X,O,O,X,X
LTZOIJS,O,O,X,O,O,X,O,X,O,X
LTZOISJ,O,O,X,O,O,X,O,X,O,X
LTZOJIS,O,O,X,O,O,X,O,X,X,X
LTZOJSI,O,O,X,O,O,X,O,X,X,X
LTZOSIJ,O,O,X,O,O,X,O,X,X,X
LTZOSJI,O,O,X,O,O,X,O,X,X,X
LTOIJSZ,O,O,X,X,X,O,X,X,X,X
LTOIJZS,X,X,X,O,O,O,O,X,X,X
LTOISJZ,O,O,X,X,X,X,X,X,X,X
LTOISZJ,O,X,X,O,X,X,X,X,O,X
LTOIZJS,X,X,X,O,O,X,O,X,O,X
LTOIZSJ,X,X,X,O,O,X,O,X,O,X
LTOJISZ,O,O,X,X,X,X,X,X,X,X
LTOJIZS,X,X,X,O,O,X,O,X,X,X
LTOJSIZ,O,O,X,X,X,X,X,X,X,X
LTOJSZI,O,O,X,X,O,X,O,X,X,X
LTOJZIS,O,O,X,O,O,X,O,X,X,X
LTOJZSI,O,O,X,O,O,X,O,X,X,X
LTOSIJZ,O,O,X,X,X,X,X,X,X,X
LTOSIZJ,O,X,X,O,X,X,X,X,X,X
LTOSJIZ,O,O,X,X,X,X,X,X,X,X
LTOSJZI,O,O,X,X,O,X,O,X,X,X
LTOSZIJ,O,O,X,O,O,X,O,X,X,X
LTOSZJI,O,O,X,O,O,X,O,X,X,X
LTOZIJS,O,O,X,O,O,X,O,X,O,X
LTOZISJ,O,O,X,O,O,X,O,X,O,X
LTOZJIS,O,O,X,O,O,X,O,X,X,X
LTOZJSI,O,O,X,O,O,X,O,X,X,X
LTOZSIJ,O,O,X,O,O,X,O,X,X,X
LTOZSJI,O,O,X,O,O,X,O,X,X,X
LITJSZO,O,O,X,X,X,O,X,X,X,X
LITJSOZ,O,O,X,X,X,O,X,X,X,X
LITJZSO,X,X,X,X,X,O,X,X,X,X
LITJZOS,X,X,X,X,X,O,X,X,X,X
LITJOSZ,O,O,X,X,X,O,X,X,X,X
LITJOZS,X,X,X,O,X,O,X,X,X,X
LITSJZO,O,O,X,X,X,O,X,X,X,X
LITSJOZ,O,O,X,X,X,O,X,X,X,X
LITSZJO,O,O,X,X,X,X,X,X,X,X
LITSZOJ,O,X,X,X,X,X,X,X,X,X
LITSOJZ,O,O,X,X,X,X,X,X,X,X
LITSOZJ,O,X,X,O,X,X,X,X,X,X
LITZJSO,X,X,X,X,X,O,X,X,X,X
LITZJOS,X,X,X,O,X,O,O,X,X,X
LITZSJO,X,X,X,X,X,X,X,X,X,X
LITZSOJ,X,X,X,X,X,X,O,X,X,X
LITZOJS,X,X,X,O,X,X,O,X,X,X
LITZOSJ,X,X,X,O,X,X,O,X,X,X
LITOJSZ,O,O,X,X,X,O,X,X,X,X
LITOJZS,X,X,X,O,X,O,O,X,X,X
LITOSJZ,O,O,X,X,X,X,X,X,X,X
LITOSZJ,O,X,X,O,X,X,X,X,O,X
LITOZJS,X,X,X,O,X,X,O,X,O,X
LITOZSJ,X,X,X,O,X,X,O,X,O,X
LIJTSZO,O,X,X,X,X,O,X,X,X,X
LIJTSOZ,O,X,X,X,X,O,X,X,X,X
LIJTZSO,X,X,X,X,X,O,X,X,X,X
LIJTZOS,X,X,X,X,X,O,X,X,X,X
LIJTOSZ,O,X,X,X,X,O,X,X,X,X
LIJTOZS,X,X,X,O,X,O,X,X,X,X
LIJSTZO,O,X,X,X,X,O,X,X,X,X
LIJSTOZ,O,X,X,X,X,O,X,X,X,X
LIJSZTO,O,X,X,X,X,O,X,X,X,X
LIJSZOT,O,X,X,X,X,O,X,X,X,X
LIJSOTZ,O,X,X,X,X,O,X,X,X,X
LIJSOZT,O,X,X,X,X,O,X,X,X,X
LIJZTSO,X,X,X,X,X,O,X,X,X,X
LIJZTOS,X,X,X,X,X,O,X,X,X,X
LIJZSTO,X,X,X,X,X,O,X,X,X,X
LIJZSOT,X,X,X,X,X,O,X,X,X,X
LIJZOTS,X,X,X,X,X,O,X,X,X,X
LIJZOST,X,X,X,X,X,O,X,X,X,X
LIJOTSZ,O,X,X,X,X,O,X,X,X,X
LIJOTZS,X,X,X,O,X,O,X,X,X,X
LIJOSTZ,O,X,X,X,X,O,X,X,X,X
LIJOSZT,O,X,X,X,X,O,X,X,O,X
LIJOZTS,X,X,X,O,X,O,X,X,O,X
LIJOZST,X,X,X,O,X,O,X,X,O,X
LISTJZO,O,O,X,X,X,X,X,X,X,X
LISTJOZ,O,O,X,X,X,X,X,X,X,X
LISTZJO,O,O,X,X,X,X,X,X,X,X
LISTZOJ,O,X,X,X,X,X,X,X,X,X
LISTOJZ,O,O,X,X,X,X,X,X,X,X
LISTOZJ,O,X,X,O,X,X,X,X,X,X
LISJTZO,O,O,X,X,X,O,X,X,X,X
LISJTOZ,O,O,X,X,X,O,X,X,X,X
LISJZTO,O,X,X,X,X,O,X,O,X,X
LISJZOT,O,X,X,X,X,O,X,O,X,X
LISJOTZ,O,X,X,X,X,O,X,X,X,X
LISJOZT,O,X,X,X,X,O,X,O,X,X
LISZTJO,X,O,X,X,X,X,X,O,X,X
LISZTOJ,X,X,X,X,X,X,X,O,X,X
LISZJTO,O,X,X,X,X,X,X,O,X,X
LISZJOT,O,X,X,X,X,X,X,O,X,X
LISZOTJ,X,X,X,X,X,X,X,O,X,X
LISZOJT,O,X,X,X,X,X,X,O,X,X
LISOTJZ,O,O,X,X,X,X,X,X,X,X
LISOTZJ,X,X,X,O,X,X,X,X,O,X
LISOJTZ,O,X,X,X,X,X,X,X,X,X
LISOJZT,O,X,X,X,X,X,X,O,O,X
LISOZTJ,X,X,X,X,X,X,X,O,O,X
LISOZJT,O,X,X,O,X,X,X,O,O,X
LIZTJSO,X,X,X,X,X,X,X,X,X,X
LIZTJOS,X,X,X,X,X,X,O,X,X,X
LIZTSJO,X,X,X,X,X,X,X,O,X,X
LIZTSOJ,X,X,X,X,X,X,O,O,X,X
LIZTOJS,X,X,X,O,X,X,O,X,O,X
LIZTOSJ,X,X,X,O,X,X,O,X,O,X
LIZJTSO,X,X,X,X,X,O,X,X,X,X
LIZJTOS,X,X,X,X,X,O,O,X,X,X
LIZJSTO,X,X,X,X,X,O,X,O,X,X
LIZJSOT,X,X,X,X,X,O,X,O,X,X
LIZJOTS,X,X,X,O,X,O,X,X,O,X
LIZJOST,X,X,X,O,X,O,X,X,O,X
LIZSTJO,X,X,X,X,X,X,X,O,X,X
LIZSTOJ,X,X,X,X,X,X,O,O,X,X
LIZSJTO,X,X,X,X,X,X,X,O,X,X
LIZSJOT,X,X,X,X,X,X,X,O,X,X
LIZSOTJ,X,X,X,X,X,X,X,O,O,X
LIZSOJT,X,X,X,X,X,X,X,O,O,X
LIZOTJS,X,X,X,O,X,X,O,X,O,X
LIZOTSJ,X,X,X,O,X,X,O,X,O,X
LIZOJTS,X,X,X,O,X,X,X,X,O,X
LIZOJST,X,X,X,O,X,X,X,X,O,X
LIZOSTJ,X,X,X,X,X,X,X,O,O,X
LIZOSJT,X,X,X,O,X,X,X,O,O,X
LIOTJSZ,O,O,X,X,X,X,X,X,X,X
LIOTJZS,X,X,X,O,X,X,X,X,X,X
LIOTSJZ,O,O,X,X,X,X,X,X,X,X
LIOTSZJ,O,X,X,O,X,X,X,X,O,X
LIOTZJS,X,X,X,O,X,X,X,X,O,X
LIOTZSJ,X,X,X,O,X,X,X,X,O,X
LIOJTSZ,O,X,X,X,X,O,X,X,X,X
LIOJTZS,X,X,X,O,X,O,X,X,X,X
LIOJSTZ,O,X,X,X,X,O,X,X,X,X
LIOJSZT,O,X,X,X,X,O,X,X,O,X
LIOJZTS,X,X,X,O,X,O,X,X,O,X
LIOJZST,X,X,X,O,X,O,X,X,O,X
LIOSTJZ,O,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,O,X,X,X,X,O,X
LIOSJTZ,O,X,X,X,X,X,X,X,X,X
LIOSJZT,O,X,X,X,X,X,X,X,O,X
LIOSZTJ,X,X,X,X,X,X,X,X,O,X
LIOSZJT,O,X,X,O,X,X,X,X,O,X
LIOZTJS,X,X,X,O,X,X,X,X,O,X
LIOZTSJ,X,X,X,O,X,X,X,X,O,X
LIOZJTS,X,X,X,O,X,X,X,X,O,X
LIOZJST,X,X,X,O,X,X,X,X,O,X
LIOZSTJ,X,X,X,X,X,X,X,X,O,X
LIOZSJT,X,X,X,O,X,X,X,X,O,X
LJTISZO,O,X,X,X,X,O,X,X,X,X
LJTISOZ,O,X,X,X,X,O,X,X,X,X
LJTIZSO,X,X,X,X,O,O,X,X,X,X
LJTIZOS,X,X,X,X,O,O,X,X,X,X
LJTIOSZ,O,X,X,X,X,O,X,X,X,X
LJTIOZS,X,X,X,O,O,O,X,X,X,X
LJTSIZO,O,X,O,X,X,X,X,X,X,X
LJTSIOZ,O,X,X,X,X,X,X,X,X,X
LJTSZIO,O,X,O,X,O,X,X,X,X,X
LJTSZOI,O,X,O,X,O,X,X,X,X,X
LJTSOIZ,O,X,X,X,X,X,X,X,X,X
LJTSOZI,O,X,O,X,O,X,X,X,X,X
LJTZISO,O,X,O,X,O,X,X,X,X,X
LJTZIOS,O,X,X,O,O,X,O,X,X,X
LJTZSIO,O,X,O,X,O,X,X,X,X,X
LJTZSOI,O,X,O,O,O,X,X,X,X,X
LJTZOIS,O,X,X,O,O,X,O,X,X,X
LJTZOSI,O,X,X,O,O,X,O,X,X,X
LJTOISZ,O,X,X,X,X,X,X,X,X,X
LJTOIZS,X,X,X,O,O,X,O,X,X,X
LJTOSIZ,O,X,X,X,X,X,X,X,X,X
LJTOSZI,O,X,X,X,O,X,O,X,X,X
LJTOZIS,O,X,X,O,O,X,O,X,X,X
LJTOZSI,O,X,X,O,O,X,O,X,X,X
LJITSZO,O,X,X,X,X,O,X,X,X,X
LJITSOZ,O,X,X,X,X,O,X,X,X,X
LJITZSO,X,X,X,X,X,O,X,X,X,X
LJITZOS,X,X,X,X,X,O,X,X,X,X
LJITOSZ,O,X,X,X,X,O,X,X,X,X
LJITOZS,X,X,X,O,X,O,X,X,X,X
LJISTZO,O,X,X,X,X,O,X,X,X,X
LJISTOZ,O,X,X,X,X,O,X,X,X,X
LJISZTO,O,X,X,X,X,O,X,X,X,X
LJISZOT,O,X,X,X,X,O,X,X,X,X
LJISOTZ,O,X,X,X,X,O,X,X,X,X
LJISOZT,O,X,X,X,X,O,X,X,X,X
LJIZTSO,X,X,X,X,X,O,X,X,X,X
LJIZTOS,X,X,X,X,X,O,X,X,X,X
LJIZSTO,X,X,X,X,X,O,X,X,X,X
LJIZSOT,X,X,X,X,X,O,X,X,X,X
LJIZOTS,X,X,X,X,X,O,X,X,X,X
LJIZOST,X,X,X,X,X,O,X,X,X,X
LJIOTSZ,O,X,X,X,X,O,X,X,X,X
LJIOTZS,X,X,X,O,X,O,X,X,X,X
LJIOSTZ,O,X,X,X,X,O,X,X,X,X
LJIOSZT,O,X,X,X,X,O,X,X,O,X
LJIOZTS,X,X,X,O,X,O,X,X,O,X
LJIOZST,X,X,X,O,X,O,X,X,O,X
LJSTIZO,O,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,X,X,X,X,X,X,X,X,X
LJSTZIO,O,X,O,X,X,X,X,O,X,X
LJSTZOI,X,X,O,X,X,X,X,O,X,X
LJSTOIZ,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,X,O,X,X
LJSITZO,O,X,X,X,X,X,X,X,X,X
LJSITOZ,O,X,X,X,X,X,X,X,X,X
LJSIZTO,O,X,O,X,X,X,X,O,X,X
LJSIZOT,O,X,O,X,X,X,X,O,X,X
LJSIOTZ,O,X,X,X,X,X,X,X,X,X
LJSIOZT,O,X,X,X,X,X,X,O,X,X
LJSZTIO,O,X,O,X,X,X,X,O,X,O
LJSZTOI,X,X,O,X,X,X,X,O,X,O
LJSZITO,O,X,O,X,X,X,X,O,X,O
LJSZIOT,O,X,O,X,X,X,X,O,X,O
LJSZOTI,X,X,O,X,X,X,X,O,X,O
LJSZOIT,O,X,O,X,X,X,X,O,X,O
LJSOTIZ,X,X,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,X,O,X,X
LJSOITZ,O,X,X,X,X,X,X,X,X,X
LJSOIZT,O,X,X,X,X,X,X,O,X,X
LJSOZTI,X,X,O,X,X,X,X,O,X,O
LJSOZIT,O,X,O,X,X,X,X,O,X,O
LJZTISO,O,X,O,X,X,X,X,X,X,X
LJZTIOS,O,X,X,X,X,X,O,X,X,X
LJZTSIO,O,X,O,X,X,X,X,X,X,X
LJZTSOI,O,X,O,X,X,X,X,X,X,X
LJZTOIS,O,X,X,O,X,X,O,X,X,X
LJZTOSI,O,X,X,O,X,X,O,X,X,X
LJZITSO,O,X,O,X,X,X,X,X,X,X
LJZITOS,O,X,X,X,X,X,O,X,X,X
LJZISTO,O,X,O,X,X,X,X,O,X,O
LJZISOT,O,X,O,X,X,X,X,O,X,O
LJZIOTS,O,X,X,O,X,X,X,X,O,X
LJZIOST,O,X,X,O,X,X,X,X,O,O
LJZSTIO,O,X,O,X,X,X,X,O,X,O
LJZSTOI,X,X,O,X,X,X,X,O,X,O
LJZSITO,O,X,O,X,X,X,X,O,X,O
LJZSIOT,O,X,O,X,X,X,X,O,X,O
LJZSOTI,X,X,O,O,X,X,X,O,X,O
LJZSOIT,O,X,O,O,X,X,X,O,X,O
LJZOTIS,O,X,X,O,X,X,X,X,X,X
LJZOTSI,O,X,X,O,X,X,X,X,X,X
LJZOITS,O,X,X,O,X,X,X,X,O,X
LJZOIST,O,X,X,O,X,X,X,X,O,O
LJZOSTI,O,X,X,O,X,X,X,X,X,O
LJZOSIT,O,X,X,O,X,X,X,X,X,O
LJOTISZ,O,X,X,X,X,X,X,X,X,X
LJOTIZS,X,X,X,O,O,X,X,X,X,X
LJOTSIZ,O,X,X,X,X,X,X,X,X,X
LJOTSZI,O,X,X,X,O,X,X,X,X,X
LJOTZIS,O,X,X,O,O,X,X,X,X,X
LJOTZSI,O,X,X,O,O,X,X,X,X,X
LJOITSZ,O,X,X,X,X,X,X,X,X,X
LJOITZS,X,X,X,O,X,X,X,X,X,X
LJOISTZ,O,X,X,X,X,X,X,X,X,X
LJOISZT,O,X,X,X,X,X,X,X,O,X
LJOIZTS,X,X,X,O,X,X,X,X,O,X
LJOIZST,X,X,X,O,X,X,X,X,O,X
LJOSTIZ,O,X,X,X,X,X,X,X,X,X
LJOSTZI,O,X,X,X,X,X,X,X,X,X
LJOSITZ,O,X,X,X,X,X,X,X,X,X
LJOSIZT,O,X,X,X,X,X,X,X,X,X
LJOSZTI,O,X,X,X,X,X,X,X,X,O
LJOSZIT,O,X,X,X,X,X,X,X,X,O
LJOZTIS,O,X,X,O,X,X,X,X,X,X
LJOZTSI,O,X,X,O,X,X,X,X,X,X
LJOZITS,O,X,X,O,X,X,X,X,O,X
LJOZIST,O,X,X,O,X,X,X,X,O,O
LJOZSTI,O,X,X,O,X,X,X,X,X,O
LJOZSIT,O,X,X,O,X,X,X,X,X,O
LSTIJZO,O,O,O,X,X,O,X,X,X,X
LSTIJOZ,O,O,X,X,X,O,X,X,X,X
LSTIZJO,O,O,O,X,X,X,X,X,X,X
LSTIZOJ,O,O,O,X,X,X,X,X,X,X
LSTIOJZ,O,O,X,X,X,X,X,X,X,X
LSTIOZJ,O,X,X,O,X,X,X,X,X,X
LSTJIZO,O,O,O,X,X,X,X,X,X,X
LSTJIOZ,O,O,X,X,X,X,X,X,X,X
LSTJZIO,O,O,O,X,X,X,X,O,X,X
LSTJZOI,O,O,O,X,X,X,X,O,X,X
LSTJOIZ,O,O,X,X,X,X,X,X,X,X
LSTJOZI,O,O,O,X,X,X,X,O,X,X
LSTZIJO,O,O,O,X,X,X,X,O,X,X
LSTZIOJ,O,O,O,X,X,X,O,O,X,X
LSTZJIO,O,O,O,X,X,X,X,O,X,X
LSTZJOI,O,O,O,O,X,X,X,O,X,X
LSTZOIJ,O,O,O,O,X,X,O,O,X,X
LSTZOJI,O,O,O,O,X,X,O,O,X,X
LSTOIJZ,O,O,X,X,X,X,X,X,X,X
LSTOIZJ,O,X,X,O,X,X,X,X,X,X
LSTOJIZ,O,O,X,X,X,X,X,X,X,X
LSTOJZI,O,O,O,X,X,X,O,O,X,X
LSTOZIJ,O,O,O,O,X,X,O,O,X,X
LSTOZJI,O,O,O,O,X,X,O,O,X,X
LSITJZO,O,O,O,X,X,X,X,X,X,X
LSITJOZ,O,O,X,X,X,X,X,X,X,X
LSITZJO,O,O,O,X,X,X,X,X,X,X
LSITZOJ,O,O,O,X,X,X,X,X,X,X
LSITOJZ,O,O,X,X,X,X,X,X,X,X
LSITOZJ,O,X,X,O,X,X,X,X,X,X
LSIJTZO,O,O,X,X,X,O,X,X,X,X
LSIJTOZ,O,O,X,X,X,O,X,X,X,X
LSIJZTO,O,X,O,X,X,O,X,O,X,X
LSIJZOT,O,X,O,X,X,O,X,O,X,X
LSIJOTZ,O,X,X,X,X,O,X,X,X,X
LSIJOZT,O,X,X,X,X,O,X,O,X,X
LSIZTJO,O,O,O,X,X,X,X,O,X,X
LSIZTOJ,O,O,O,X,X,X,X,O,X,X
LSIZJTO,O,O,O,X,X,X,X,O,X,X
LSIZJOT,O,X,O,X,X,X,X,O,X,X
LSIZOTJ,O,O,O,X,X,X,X,O,X,X
LSIZOJT,O,X,O,X,X,X,X,O,X,X
LSIOTJZ,O,O,X,X,X,X,X,X,X,X
LSIOTZJ,X,X,X,O,X,X,X,X,O,X
LSIOJTZ,O,X,X,X,X,X,X,X,X,X
LSIOJZT,O,X,X,X,X,X,X,O,O,X
LSIOZTJ,O,X,X,X,X,X,X,O,O,X
LSIOZJT,O,X,X,O,X,X,X,O,O,X
LSJTIZO,O,O,O,X,X,X,X,X,X,X
LSJTIOZ,O,O,X,X,X,X,X,X,X,X
LSJTZIO,O,O,O,X,X,X,X,O,X,X
LSJTZOI,X,O,O,X,X,X,X,O,X,X
LSJTOIZ,X,O,X,X,X,X,X,X,X,X
LSJTOZI,X,O,O,X,X,X,X,O,X,X
LSJITZO,O,O,X,X,X,X,X,X,X,X
LSJITOZ,O,O,X,X,X,X,X,X,X,X
LSJIZTO,O,X,O,X,X,X,X,O,X,X
LSJIZOT,O,X,O,X,X,X,X,O,X,X
LSJIOTZ,O,X,X,X,X,X,X,X,X,X
LSJIOZT,O,X,X,X,X,X,X,O,X,X
LSJZTIO,O,O,O,X,X,X,X,O,X,O
LSJZTOI,X,O,O,X,X,X,X,O,X,O
LSJZITO,O,O,O,X,X,X,X,O,X,O
LSJZIOT,O,X,O,X,X,X,X,O,X,O
LSJZOTI,O,X,O,X,X,X,X,O,X,O
LSJZOIT,O,X,O,X,X,X,X,O,X,O
LSJOTIZ,O,X,X,X,X,X,X,X,X,X
LSJOTZI,O,X,X,X,X,X,X,O,X,X
LSJOITZ,O,X,X,X,X,X,X,X,X,X
LSJOIZT,O,X,X,X,X,X,X,O,X,X
LSJOZTI,O,X,O,X,X,X,X,O,X,O
LSJOZIT,O,X,O,X,X,X,X,O,X,O
LSZTIJO,O,O,O,X,X,X,X,O,X,X
LSZTIOJ,O,O,O,X,X,X,O,O,X,X
LSZTJIO,O,O,O,X,X,X,X,O,X,X
LSZTJOI,O,O,O,X,X,X,X,O,X,X
LSZTOIJ,O,O,O,X,X,X,O,O,X,X
LSZTOJI,O,O,O,X,X,X,O,O,X,X
LSZITJO,O,O,O,X,X,X,X,O,X,X
LSZITOJ,O,O,O,X,X,X,O,O,X,X
LSZIJTO,O,O,O,X,X,X,X,O,X,O
LSZIJOT,O,X,O,X,X,X,X,O,X,O
LSZIOTJ,O,O,O,X,X,X,X,O,O,X
LSZIOJT,O,X,O,X,X,X,X,O,O,O
LSZJTIO,O,O,O,X,X,X,X,O,X,O
LSZJTOI,X,O,O,X,X,X,X,O,X,O
LSZJITO,O,O,O,X,X,X,X,O,X,O
LSZJIOT,O,X,O,X,X,X,X,O,X,O
LSZJOTI,O,X,O,O,X,X,X,O,X,O
LSZJOIT,O,X,O,O,X,X,X,O,X,O
LSZOTIJ,O,O,O,X,X,X,X,O,X,X
LSZOTJI,O,O,O,X,X,X,X,O,X,X
LSZOITJ,O,O,O,X,X,X,X,O,O,X
LSZOIJT,O,X,O,O,X,X,X,O,O,O
LSZOJTI,O,X,O,O,X,X,X,O,X,O
LSZOJIT,O,X,O,O,X,X,X,O,X,O
LSOTIJZ,O,O,X,X,X,X,X,X,X,X
