sequence,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbBxcBTeBlmBcs?BCsB,v115@AhB8FeC8DeG8CeG8BeC8Jex6IvhFXdBTeBifB+nBlm?B0rB,v115@AhB8FeC8DeG8CeG8BeC8Jex6IvhF0cBTeBifB+nBlm?BXsB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbBxcBTeBFiBSs?B0rB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbB0cBSjBxmBln?BzrB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbB5iBTeB0mBas?BlrB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbBlcBTeBxmBCs?BcsB,v115@AhB8FeC8DeG8CeG8BeC8JeO/IvhFXbBViBTeBxmBSs?B0rB
JTZISLO,O,X,X,X,O,O,X,X
JTZISOL,O,X,X,X,X,O,X,X
JTZIOLS,O,X,O,X,X,O,X,X
JTZIOSL,O,X,X,X,X,O,X,X
JTZLISO,O,O,O,X,X,X,X,X
JTZLIOS,O,O,O,X,X,X,X,X
JTZLSIO,O,O,O,X,O,X,X,X
JTZLSOI,O,O,O,X,O,X,X,X
JTZLOIS,O,O,O,X,X,X,X,X
JTZLOSI,O,O,O,X,X,X,X,X
JTZSILO,O,X,X,X,O,O,X,X
JTZSIOL,O,X,X,X,X,O,X,X
JTZSLIO,O,O,O,X,O,X,X,X
JTZSLOI,O,O,O,X,O,X,X,X
JTZSOIL,O,X,X,X,X,O,X,X
JTZSOLI,O,O,O,X,X,X,X,X
JTZOILS,O,X,O,X,X,O,X,X
JTZOISL,O,X,X,X,X,O,X,X
JTZOLIS,O,O,O,X,X,X,X,X
JTZOLSI,O,O,O,X,X,X,X,X
JTZOSIL,O,X,X,X,X,O,X,X
JTZOSLI,O,O,O,X,X,X,X,X
JTOILSZ,X,O,O,X,O,X,O,X
JTOILZS,X,O,O,X,O,X,O,X
JTOISLZ,X,O,X,O,O,X,O,X
JTOISZL,O,X,X,X,O,O,X,X
JTOIZLS,X,X,O,X,O,O,X,X
JTOIZSL,X,X,X,X,O,O,X,X
JTOLISZ,X,O,O,O,X,X,O,X
JTOLIZS,X,O,O,O,X,X,O,X
JTOLSIZ,X,O,O,O,X,X,O,X
JTOLSZI,X,O,O,O,O,X,X,X
JTOLZIS,X,O,O,O,X,X,X,X
JTOLZSI,X,O,O,O,O,X,X,X
JTOSILZ,X,O,X,O,O,X,O,X
JTOSIZL,O,X,X,X,O,O,X,X
JTOSLIZ,X,O,O,O,X,X,O,X
JTOSLZI,X,O,O,O,O,X,X,X
JTOSZIL,O,X,X,X,O,O,X,X
JTOSZLI,O,O,O,X,O,X,X,X
JTOZILS,O,X,O,X,O,O,X,X
JTOZISL,O,X,X,X,O,O,X,X
JTOZLIS,O,O,O,X,X,X,X,X
JTOZLSI,O,O,O,X,O,X,X,X
JTOZSIL,O,X,X,X,O,O,X,X
JTOZSLI,O,O,O,X,O,X,X,X
JITLSZO,X,O,O,X,O,X,O,X
JITLSOZ,X,O,O,O,O,X,O,O
JITLZSO,X,O,O,X,O,X,O,X
JITLZOS,X,O,O,X,X,X,O,X
JITLOSZ,X,O,O,O,O,X,O,O
JITLOZS,X,O,O,X,O,X,O,X
JITSLZO,X,O,X,X,O,X,O,X
JITSLOZ,X,O,X,O,O,X,O,O
JITSZLO,X,X,X,X,O,O,X,X
JITSZOL,X,X,X,X,X,O,X,O
JITSOLZ,X,O,X,O,O,X,O,O
JITSOZL,O,X,X,X,O,O,X,O
JITZLSO,X,X,O,X,O,O,X,X
JITZLOS,X,X,O,X,X,O,X,X
JITZSLO,X,X,X,X,O,O,X,X
JITZSOL,X,X,X,X,X,O,X,O
JITZOLS,X,X,O,X,X,O,X,X
JITZOSL,X,X,X,X,X,O,X,O
JITOLSZ,X,O,O,X,O,X,O,O
JITOLZS,X,O,O,X,O,X,O,X
JITOSLZ,X,O,X,O,O,X,O,O
JITOSZL,O,X,X,X,O,O,X,O
JITOZLS,X,X,O,X,O,O,X,X
JITOZSL,X,X,X,X,O,O,X,O
JILTSZO,X,O,O,O,O,X,O,X
JILTSOZ,X,O,O,O,O,X,O,X
JILTZSO,X,O,O,O,O,X,O,X
JILTZOS,X,O,O,O,X,X,O,X
JILTOSZ,X,O,O,O,O,X,O,X
JILTOZS,X,O,O,O,O,X,O,X
JILSTZO,X,O,O,O,O,X,O,X
JILSTOZ,X,O,O,O,O,X,O,X
JILSZTO,X,X,X,O,O,O,O,X
JILSZOT,X,O,X,O,O,O,O,X
JILSOTZ,X,O,O,O,O,X,O,X
JILSOZT,O,O,X,O,O,O,O,X
JILZTSO,X,O,O,O,O,O,O,X
JILZTOS,X,O,O,O,X,O,O,X
JILZSTO,X,X,X,O,O,O,O,X
JILZSOT,X,O,X,O,O,O,O,X
JILZOTS,X,O,O,O,O,O,O,X
JILZOST,X,O,X,O,O,O,O,X
JILOTSZ,X,O,O,O,O,X,O,X
JILOTZS,X,O,O,O,O,X,O,X
JILOSTZ,X,O,O,O,O,X,O,X
JILOSZT,O,O,X,O,O,O,O,X
JILOZTS,X,O,O,O,O,O,O,X
JILOZST,X,O,X,O,O,O,O,X
JISTLZO,X,X,X,X,O,X,O,X
JISTLOZ,X,X,X,O,O,X,O,O
JISTZLO,X,X,X,X,O,O,X,X
JISTZOL,X,X,X,X,X,O,X,O
JISTOLZ,X,X,X,O,O,X,O,O
JISTOZL,O,X,X,X,O,O,X,O
JISLTZO,X,X,X,O,O,X,O,X
JISLTOZ,X,O,X,O,O,X,O,X
JISLZTO,X,X,X,O,O,O,O,X
JISLZOT,X,O,X,O,O,O,O,X
JISLOTZ,X,O,X,O,O,X,O,X
JISLOZT,O,O,X,O,O,O,O,X
JISZTLO,O,X,X,X,O,O,X,X
JISZTOL,O,X,X,X,X,O,X,X
JISZLTO,X,X,X,X,O,O,O,X
JISZLOT,O,X,X,O,O,O,O,X
JISZOTL,O,X,X,X,O,O,X,X
JISZOLT,O,X,X,O,O,O,O,X
JISOTLZ,X,X,X,O,O,X,O,O
JISOTZL,O,X,X,X,O,O,X,O
JISOLTZ,X,O,X,O,O,X,O,X
JISOLZT,O,O,X,O,O,O,O,X
JISOZTL,O,X,X,X,O,O,X,X
JISOZLT,O,X,X,O,O,O,O,X
JIZTLSO,O,X,X,X,O,O,X,X
JIZTLOS,O,X,X,X,X,O,X,X
JIZTSLO,O,X,X,X,O,O,X,X
JIZTSOL,O,X,X,X,X,O,X,X
JIZTOLS,O,X,X,X,X,O,X,X
JIZTOSL,O,X,X,X,X,O,X,X
JIZLTSO,X,X,X,X,O,O,O,X
JIZLTOS,X,X,X,X,X,O,O,X
JIZLSTO,X,X,X,X,O,O,O,X
JIZLSOT,O,X,X,O,O,O,O,X
JIZLOTS,X,X,X,X,O,O,O,X
JIZLOST,O,X,X,O,O,O,O,X
JIZSTLO,O,X,X,X,O,O,X,X
JIZSTOL,O,X,X,X,X,O,X,X
JIZSLTO,X,X,X,X,O,O,O,X
JIZSLOT,O,X,X,O,O,O,O,X
JIZSOTL,O,X,X,X,O,O,X,X
JIZSOLT,O,X,X,O,O,O,O,X
JIZOTLS,O,X,X,X,O,O,X,X
JIZOTSL,O,X,X,X,O,O,X,X
JIZOLTS,X,X,X,X,O,O,O,X
JIZOLST,O,X,X,X,O,O,O,X
JIZOSTL,O,X,X,X,O,O,X,X
JIZOSLT,O,X,X,O,O,O,O,X
JIOTLSZ,X,O,O,X,O,X,O,O
JIOTLZS,X,O,O,X,O,X,O,X
JIOTSLZ,X,O,X,O,O,X,O,O
JIOTSZL,O,X,X,X,O,O,X,O
JIOTZLS,X,X,O,X,O,O,X,X
JIOTZSL,X,X,X,X,O,O,X,O
JIOLTSZ,X,O,O,O,O,X,O,X
JIOLTZS,X,O,O,O,O,X,O,X
JIOLSTZ,X,O,O,O,O,X,O,X
JIOLSZT,O,O,X,O,O,O,O,X
JIOLZTS,X,O,O,O,O,O,O,X
JIOLZST,X,O,X,O,O,O,O,X
JIOSTLZ,X,X,X,O,O,X,O,O
JIOSTZL,O,X,X,X,O,O,X,O
JIOSLTZ,X,O,X,O,O,X,O,X
JIOSLZT,O,O,X,O,O,O,O,X
JIOSZTL,O,X,X,X,O,O,X,X
JIOSZLT,O,X,X,O,O,O,O,X
JIOZTLS,O,X,X,X,O,O,X,X
JIOZTSL,O,X,X,X,O,O,X,X
JIOZLTS,X,X,X,X,O,O,O,X
JIOZLST,O,X,X,X,O,O,O,X
JIOZSTL,O,X,X,X,O,O,X,X
JIOZSLT,O,X,X,O,O,O,O,X
JLTISZO,X,O,O,O,O,X,O,X
JLTISOZ,X,O,O,O,O,X,O,X
JLTIZSO,X,O,O,O,O,X,O,X
JLTIZOS,X,O,O,O,X,X,O,X
JLTIOSZ,X,O,O,O,O,X,O,X
JLTIOZS,X,O,O,O,O,X,O,X
JLTSIZO,X,O,O,O,O,X,O,X
JLTSIOZ,X,O,O,O,O,X,O,X
JLTSZIO,X,O,O,O,O,X,X,X
JLTSZOI,X,O,O,O,O,X,X,X
JLTSOIZ,X,O,O,O,X,X,O,X
JLTSOZI,X,O,O,O,O,X,X,X
JLTZISO,X,O,O,O,X,X,X,X
JLTZIOS,X,O,O,O,X,X,X,X
JLTZSIO,X,O,O,O,O,X,X,X
JLTZSOI,X,O,O,O,O,X,X,X
JLTZOIS,X,O,O,O,X,X,X,X
JLTZOSI,X,O,O,O,X,X,X,X
JLTOISZ,X,O,O,O,X,X,O,X
JLTOIZS,X,O,O,O,X,X,O,X
JLTOSIZ,X,O,O,O,X,X,O,X
JLTOSZI,X,O,O,O,O,X,X,X
JLTOZIS,X,O,O,O,X,X,X,X
JLTOZSI,X,O,O,O,O,X,X,X
JLITSZO,X,O,O,O,O,X,O,X
JLITSOZ,X,O,O,O,O,X,O,X
JLITZSO,X,O,O,O,O,X,O,X
JLITZOS,X,O,O,O,X,X,O,X
JLITOSZ,X,O,O,O,O,X,O,X
JLITOZS,X,O,O,O,O,X,O,X
JLISTZO,X,O,O,O,O,X,O,X
JLISTOZ,X,O,O,O,O,X,O,X
JLISZTO,X,X,X,O,O,O,O,X
JLISZOT,X,O,X,O,O,O,O,X
JLISOTZ,X,O,O,O,O,X,O,X
JLISOZT,O,O,X,O,O,O,O,X
JLIZTSO,X,O,O,O,O,O,O,X
JLIZTOS,X,O,O,O,X,O,O,X
JLIZSTO,X,X,X,O,O,O,O,X
JLIZSOT,X,O,X,O,O,O,O,X
JLIZOTS,X,O,O,O,O,O,O,X
JLIZOST,X,O,X,O,O,O,O,X
JLIOTSZ,X,O,O,O,O,X,O,X
JLIOTZS,X,O,O,O,O,X,O,X
JLIOSTZ,X,O,O,O,O,X,O,X
JLIOSZT,O,O,X,O,O,O,O,X
JLIOZTS,X,O,O,O,O,O,O,X
JLIOZST,X,O,X,O,O,O,O,X
JLSTIZO,X,O,O,O,O,X,O,X
JLSTIOZ,X,O,O,O,O,X,O,X
JLSTZIO,X,O,O,O,O,X,X,X
JLSTZOI,X,O,O,O,O,X,X,X
JLSTOIZ,X,O,O,O,X,X,O,X
JLSTOZI,X,O,O,O,O,X,X,X
JLSITZO,X,O,O,O,O,X,O,X
JLSITOZ,X,O,O,O,O,X,O,X
JLSIZTO,X,X,X,O,O,O,O,X
JLSIZOT,X,O,X,O,O,O,O,X
JLSIOTZ,X,O,O,O,O,X,O,X
JLSIOZT,O,O,X,O,O,O,O,X
JLSZTIO,O,X,X,O,O,X,X,X
JLSZTOI,O,X,X,O,O,X,X,X
JLSZITO,X,X,X,O,O,O,O,X
JLSZIOT,O,O,X,O,O,O,O,X
JLSZOTI,O,O,X,O,O,X,X,X
JLSZOIT,O,O,X,O,O,O,O,X
JLSOTIZ,X,O,O,O,X,X,O,X
JLSOTZI,X,O,O,O,O,X,X,X
JLSOITZ,X,O,O,O,O,X,O,X
JLSOIZT,O,O,X,O,O,O,O,X
JLSOZTI,O,O,X,O,O,X,X,X
JLSOZIT,O,O,X,O,O,O,O,X
JLZTISO,O,O,O,O,X,X,X,X
JLZTIOS,O,O,O,O,X,X,X,X
JLZTSIO,O,O,O,O,O,X,X,X
JLZTSOI,O,O,O,O,O,X,X,X
JLZTOIS,O,O,O,O,X,X,X,X
JLZTOSI,O,O,O,O,X,X,X,X
JLZITSO,X,O,O,O,O,O,O,X
JLZITOS,X,O,O,O,X,O,O,X
JLZISTO,X,X,X,O,O,O,O,X
JLZISOT,O,O,X,O,O,O,O,X
JLZIOTS,X,O,O,O,O,O,O,X
JLZIOST,O,O,X,O,O,O,O,X
JLZSTIO,O,X,X,O,O,X,X,X
JLZSTOI,O,X,X,O,O,X,X,X
JLZSITO,X,X,X,O,O,O,O,X
JLZSIOT,O,O,X,O,O,O,O,X
JLZSOTI,O,O,X,O,O,X,X,X
JLZSOIT,O,O,X,O,O,O,O,X
JLZOTIS,O,O,O,O,X,X,X,X
JLZOTSI,O,O,O,O,O,X,X,X
JLZOITS,X,O,O,O,X,O,O,X
JLZOIST,O,O,X,O,O,O,O,X
JLZOSTI,O,O,X,O,O,X,X,X
JLZOSIT,O,O,X,O,O,O,O,X
JLOTISZ,X,O,O,O,X,X,O,X
JLOTIZS,X,O,O,O,X,X,O,X
JLOTSIZ,X,O,O,O,X,X,O,X
JLOTSZI,X,O,O,O,O,X,X,X
JLOTZIS,X,O,O,O,X,X,X,X
JLOTZSI,X,O,O,O,O,X,X,X
JLOITSZ,X,O,O,O,O,X,O,X
JLOITZS,X,O,O,O,O,X,O,X
JLOISTZ,X,O,O,O,O,X,O,X
JLOISZT,O,O,X,O,O,O,O,X
JLOIZTS,X,O,O,O,O,O,O,X
JLOIZST,X,O,X,O,O,O,O,X
JLOSTIZ,X,O,O,O,X,X,O,X
JLOSTZI,X,O,O,O,O,X,X,X
JLOSITZ,X,O,O,O,O,X,O,X
JLOSIZT,O,O,X,O,O,O,O,X
JLOSZTI,O,O,X,O,O,X,X,X
JLOSZIT,O,O,X,O,O,O,O,X
JLOZTIS,O,O,O,O,X,X,X,X
JLOZTSI,O,O,O,O,O,X,X,X
JLOZITS,X,O,O,O,O,O,O,X
JLOZIST,O,O,X,O,O,O,O,X
JLOZSTI,O,O,X,O,O,X,X,X
JLOZSIT,O,O,X,O,O,O,O,X
JSTILZO,X,O,X,X,O,X,O,X
JSTILOZ,X,O,X,O,O,X,O,X
JSTIZLO,X,X,X,X,O,O,X,X
JSTIZOL,X,X,X,X,X,O,X,X
JSTIOLZ,X,O,X,O,O,X,O,X
JSTIOZL,O,X,X,X,O,O,X,X
JSTLIZO,X,O,O,O,O,X,O,X
JSTLIOZ,X,O,O,O,O,X,O,X
JSTLZIO,X,O,O,O,O,X,X,X
JSTLZOI,X,O,O,O,O,X,X,X
JSTLOIZ,X,O,O,O,X,X,O,X
JSTLOZI,X,O,O,O,O,X,X,X
JSTZILO,O,X,X,X,O,O,X,X
JSTZIOL,O,X,X,X,X,O,X,X
JSTZLIO,O,O,O,X,O,X,X,X
JSTZLOI,O,O,O,X,O,X,X,X
JSTZOIL,O,X,X,X,X,O,X,X
JSTZOLI,O,O,O,X,X,X,X,X
JSTOILZ,X,O,X,O,O,X,O,X
JSTOIZL,O,X,X,X,O,O,X,X
JSTOLIZ,X,O,O,O,X,X,O,X
JSTOLZI,X,O,O,O,O,X,X,X
JSTOZIL,O,X,X,X,O,O,X,X
JSTOZLI,O,O,O,X,O,X,X,X
JSITLZO,X,X,X,X,O,X,O,X
JSITLOZ,X,X,X,O,O,X,O,O
JSITZLO,X,X,X,X,O,O,X,X
JSITZOL,X,X,X,X,X,O,X,O
JSITOLZ,X,X,X,O,O,X,O,O
JSITOZL,O,X,X,X,O,O,X,O
JSILTZO,X,X,X,O,O,X,O,X
JSILTOZ,X,O,X,O,O,X,O,X
JSILZTO,X,X,X,O,O,O,O,X
JSILZOT,X,O,X,O,O,O,O,X
JSILOTZ,X,O,X,O,O,X,O,X
JSILOZT,O,O,X,O,O,O,O,X
JSIZTLO,O,X,X,X,O,O,X,X
JSIZTOL,O,X,X,X,X,O,X,X
JSIZLTO,X,X,X,X,O,O,O,X
JSIZLOT,O,X,X,O,O,O,O,X
JSIZOTL,O,X,X,X,O,O,X,X
JSIZOLT,O,X,X,O,O,O,O,X
JSIOTLZ,X,X,X,O,O,X,O,O
JSIOTZL,O,X,X,X,O,O,X,O
JSIOLTZ,X,O,X,O,O,X,O,X
JSIOLZT,O,O,X,O,O,O,O,X
JSIOZTL,O,X,X,X,O,O,X,X
JSIOZLT,O,X,X,O,O,O,O,X
JSLTIZO,X,O,O,O,O,X,O,X
JSLTIOZ,X,O,O,O,O,X,O,X
JSLTZIO,X,O,O,O,O,X,X,X
JSLTZOI,X,O,O,O,O,X,X,X
JSLTOIZ,X,O,O,O,X,X,O,X
JSLTOZI,X,O,O,O,O,X,X,X
JSLITZO,X,O,O,O,O,X,O,X
JSLITOZ,X,O,O,O,O,X,O,X
JSLIZTO,X,X,X,O,O,O,O,X
JSLIZOT,X,O,X,O,O,O,O,X
JSLIOTZ,X,O,O,O,O,X,O,X
JSLIOZT,O,O,X,O,O,O,O,X
JSLZTIO,O,X,X,O,O,X,X,X
JSLZTOI,O,X,X,O,O,X,X,X
JSLZITO,X,X,X,O,O,O,O,X
JSLZIOT,O,O,X,O,O,O,O,X
JSLZOTI,O,O,X,O,O,X,X,X
JSLZOIT,O,O,X,O,O,O,O,X
JSLOTIZ,X,O,O,O,X,X,O,X
JSLOTZI,X,O,O,O,O,X,X,X
JSLOITZ,X,O,O,O,O,X,O,X
JSLOIZT,O,O,X,O,O,O,O,X
JSLOZTI,O,O,X,O,O,X,X,X
JSLOZIT,O,O,X,O,O,O,O,X
JSZTILO,O,X,X,X,O,O,X,X
JSZTIOL,O,X,X,X,X,O,X,X
JSZTLIO,O,X,X,X,O,X,X,X
JSZTLOI,O,X,X,X,O,X,X,X
JSZTOIL,O,X,X,X,X,O,X,X
JSZTOLI,O,X,X,X,X,X,X,X
JSZITLO,O,X,X,X,O,O,X,X
JSZITOL,O,X,X,X,X,O,X,X
JSZILTO,X,X,X,X,O,O,O,X
JSZILOT,O,X,X,O,O,O,O,X
JSZIOTL,O,X,X,X,O,O,X,X
JSZIOLT,O,X,X,O,O,O,O,X
JSZLTIO,O,X,X,O,O,X,X,X
JSZLTOI,O,X,X,O,O,X,X,X
JSZLITO,X,X,X,O,O,O,O,X
JSZLIOT,O,O,X,O,O,O,O,X
JSZLOTI,O,O,X,O,O,X,X,X
JSZLOIT,O,O,X,O,O,O,O,X
JSZOTIL,O,X,X,X,O,O,X,X
JSZOTLI,O,X,X,X,O,X,X,X
JSZOITL,O,X,X,X,O,O,X,X
JSZOILT,O,X,X,O,O,O,O,X
JSZOLTI,O,O,X,O,O,X,X,X
JSZOLIT,O,O,X,O,O,O,O,X
JSOTILZ,X,O,X,O,O,X,O,X
JSOTIZL,O,X,X,X,O,O,X,X
JSOTLIZ,X,O,O,O,X,X,O,X
JSOTLZI,X,O,O,O,O,X,X,X
JSOTZIL,O,X,X,X,O,O,X,X
JSOTZLI,O,O,O,X,O,X,X,X
JSOITLZ,X,X,X,O,O,X,O,O
JSOITZL,O,X,X,X,O,O,X,O
JSOILTZ,X,O,X,O,O,X,O,X
JSOILZT,O,O,X,O,O,O,O,X
JSOIZTL,O,X,X,X,O,O,X,X
JSOIZLT,O,X,X,O,O,O,O,X
JSOLTIZ,X,O,O,O,X,X,O,X
JSOLTZI,X,O,O,O,O,X,X,X
JSOLITZ,X,O,O,O,O,X,O,X
JSOLIZT,O,O,X,O,O,O,O,X
JSOLZTI,O,O,X,O,O,X,X,X
JSOLZIT,O,O,X,O,O,O,O,X
JSOZTIL,O,X,X,X,O,O,X,X
JSOZTLI,O,X,X,X,O,X,X,X
JSOZITL,O,X,X,X,O,O,X,X
JSOZILT,O,X,X,O,O,O,O,X
JSOZLTI,O,O,X,O,O,X,X,X
JSOZLIT,O,O,X,O,O,O,O,X
JZTILSO,O,X,O,X,O,O,X,X
JZTILOS,O,X,O,X,X,O,X,X
JZTISLO,O,X,X,X,O,O,X,X
JZTISOL,O,X,X,X,X,O,X,X
JZTIOLS,O,X,O,X,X,O,X,X
JZTIOSL,O,X,X,X,X,O,X,X
JZTLISO,O,O,O,X,X,X,X,X
JZTLIOS,O,O,O,X,X,X,X,X
JZTLSIO,O,O,O,X,O,X,X,X
JZTLSOI,O,O,O,X,O,X,X,X
JZTLOIS,O,O,O,X,X,X,X,X
JZTLOSI,O,O,O,X,X,X,X,X
JZTSILO,O,X,X,X,O,O,X,X
JZTSIOL,O,X,X,X,X,O,X,X
JZTSLIO,O,O,O,X,O,X,X,X
JZTSLOI,O,O,O,X,O,X,X,X
JZTSOIL,O,X,X,X,X,O,X,X
JZTSOLI,O,O,O,X,X,X,X,X
JZTOILS,O,X,O,X,X,O,X,X
JZTOISL,O,X,X,X,X,O,X,X
JZTOLIS,O,O,O,X,X,X,X,X
JZTOLSI,O,O,O,X,X,X,X,X
JZTOSIL,O,X,X,X,X,O,X,X
JZTOSLI,O,O,O,X,X,X,X,X
JZITLSO,O,X,X,X,O,O,X,X
JZITLOS,O,X,X,X,X,O,X,X
JZITSLO,O,X,X,X,O,O,X,X
JZITSOL,O,X,X,X,X,O,X,X
JZITOLS,O,X,X,X,X,O,X,X
JZITOSL,O,X,X,X,X,O,X,X
JZILTSO,X,X,X,X,O,O,O,X
JZILTOS,X,X,X,X,X,O,O,X
JZILSTO,X,X,X,X,O,O,O,X
JZILSOT,O,X,X,O,O,O,O,X
JZILOTS,X,X,X,X,O,O,O,X
JZILOST,O,X,X,O,O,O,O,X
JZISTLO,O,X,X,X,O,O,X,X
JZISTOL,O,X,X,X,X,O,X,X
JZISLTO,X,X,X,X,O,O,O,X
JZISLOT,O,X,X,O,O,O,O,X
JZISOTL,O,X,X,X,O,O,X,X
JZISOLT,O,X,X,O,O,O,O,X
JZIOTLS,O,X,X,X,O,O,X,X
JZIOTSL,O,X,X,X,O,O,X,X
JZIOLTS,X,X,X,X,O,O,O,X
JZIOLST,O,X,X,X,O,O,O,X
JZIOSTL,O,X,X,X,O,O,X,X
JZIOSLT,O,X,X,O,O,O,O,X
JZLTISO,O,O,O,O,X,X,X,X
JZLTIOS,O,O,O,O,X,X,X,X
JZLTSIO,O,O,O,O,O,X,X,X
JZLTSOI,O,O,O,O,O,X,X,X
JZLTOIS,O,O,O,O,X,X,X,X
JZLTOSI,O,O,O,O,X,X,X,X
JZLITSO,X,O,O,O,O,O,O,X
JZLITOS,X,O,O,O,X,O,O,X
JZLISTO,X,X,X,O,O,O,O,X
JZLISOT,O,O,X,O,O,O,O,X
JZLIOTS,X,O,O,O,O,O,O,X
JZLIOST,O,O,X,O,O,O,O,X
JZLSTIO,O,X,X,O,O,X,X,X
JZLSTOI,O,X,X,O,O,X,X,X
JZLSITO,X,X,X,O,O,O,O,X
JZLSIOT,O,O,X,O,O,O,O,X
JZLSOTI,O,O,X,O,O,X,X,X
JZLSOIT,O,O,X,O,O,O,O,X
JZLOTIS,O,O,O,O,X,X,X,X
JZLOTSI,O,O,O,O,O,X,X,X
JZLOITS,X,O,O,O,X,O,O,X
JZLOIST,O,O,X,O,O,O,O,X
JZLOSTI,O,O,X,O,O,X,X,X
JZLOSIT,O,O,X,O,O,O,O,X
JZSTILO,O,X,X,X,O,O,X,X
JZSTIOL,O,X,X,X,X,O,X,X
JZSTLIO,O,X,X,X,O,X,X,X
JZSTLOI,O,X,X,X,O,X,X,X
JZSTOIL,O,X,X,X,X,O,X,X
JZSTOLI,O,X,X,X,X,X,X,X
JZSITLO,O,X,X,X,O,O,X,X
JZSITOL,O,X,X,X,X,O,X,X
JZSILTO,X,X,X,X,O,O,O,X
JZSILOT,O,X,X,O,O,O,O,X
JZSIOTL,O,X,X,X,O,O,X,X
JZSIOLT,O,X,X,O,O,O,O,X
JZSLTIO,O,X,X,O,O,X,X,X
JZSLTOI,O,X,X,O,O,X,X,X
JZSLITO,X,X,X,O,O,O,O,X
JZSLIOT,O,O,X,O,O,O,O,X
JZSLOTI,O,O,X,O,O,X,X,X
JZSLOIT,O,O,X,O,O,O,O,X
JZSOTIL,O,X,X,X,O,O,X,X
JZSOTLI,O,X,X,X,O,X,X,X
JZSOITL,O,X,X,X,O,O,X,X
JZSOILT,O,X,X,O,O,O,O,X
JZSOLTI,O,O,X,O,O,X,X,X
JZSOLIT,O,O,X,O,O,O,O,X
JZOTILS,O,X,O,X,O,O,X,X
JZOTISL,O,X,X,X,O,O,X,X
JZOTLIS,O,O,O,X,X,X,X,X
JZOTLSI,O,O,O,X,O,X,X,X
JZOTSIL,O,X,X,X,O,O,X,X
JZOTSLI,O,O,O,X,O,X,X,X
JZOITLS,O,X,X,X,O,O,X,X
JZOITSL,O,X,X,X,O,O,X,X
JZOILTS,X,X,X,X,O,O,O,X
JZOILST,O,X,X,X,O,O,O,X
JZOISTL,O,X,X,X,O,O,X,X
JZOISLT,O,X,X,O,O,O,O,X
JZOLTIS,O,O,O,O,X,X,X,X
JZOLTSI,O,O,O,O,O,X,X,X
JZOLITS,X,O,O,O,O,O,O,X
JZOLIST,O,O,X,O,O,O,O,X
JZOLSTI,O,O,X,O,O,X,X,X
JZOLSIT,O,O,X,O,O,O,O,X
JZOSTIL,O,X,X,X,O,O,X,X
JZOSTLI,O,X,X,X,O,X,X,X
JZOSITL,O,X,X,X,O,O,X,X
JZOSILT,O,X,X,O,O,O,O,X
JZOSLTI,O,O,X,O,O,X,X,X
JZOSLIT,O,O,X,O,O,O,O,X
JOTILSZ,X,O,O,X,O,X,O,X
JOTILZS,X,O,O,X,O,X,O,X
JOTISLZ,X,O,X,O,O,X,O,X
JOTISZL,O,X,X,X,O,O,X,X
JOTIZLS,X,X,O,X,O,O,X,X
JOTIZSL,X,X,X,X,O,O,X,X
JOTLISZ,X,O,O,O,X,X,O,X
JOTLIZS,X,O,O,O,X,X,O,X
JOTLSIZ,X,O,O,O,X,X,O,X
JOTLSZI,X,O,O,O,O,X,X,X
JOTLZIS,X,O,O,O,X,X,X,X
JOTLZSI,X,O,O,O,O,X,X,X
JOTSILZ,X,O,X,O,O,X,O,X
JOTSIZL,O,X,X,X,O,O,X,X
JOTSLIZ,X,O,O,O,X,X,O,X
JOTSLZI,X,O,O,O,O,X,X,X
JOTSZIL,O,X,X,X,O,O,X,X
JOTSZLI,O,O,O,X,O,X,X,X
JOTZILS,O,X,O,X,O,O,X,X
JOTZISL,O,X,X,X,O,O,X,X
JOTZLIS,O,O,O,X,X,X,X,X
JOTZLSI,O,O,O,X,O,X,X,X
JOTZSIL,O,X,X,X,O,O,X,X
JOTZSLI,O,O,O,X,O,X,X,X
JOITLSZ,X,O,O,X,O,X,O,O
JOITLZS,X,O,O,X,O,X,O,X
JOITSLZ,X,O,X,O,O,X,O,O
JOITSZL,O,X,X,X,O,O,X,O
JOITZLS,X,X,O,X,O,O,X,X
JOITZSL,X,X,X,X,O,O,X,O
JOILTSZ,X,O,O,O,O,X,O,X
JOILTZS,X,O,O,O,O,X,O,X
JOILSTZ,X,O,O,O,O,X,O,X
JOILSZT,O,O,X,O,O,O,O,X
JOILZTS,X,O,O,O,O,O,O,X
JOILZST,X,O,X,O,O,O,O,X
JOISTLZ,X,X,X,O,O,X,O,O
JOISTZL,O,X,X,X,O,O,X,O
JOISLTZ,X,O,X,O,O,X,O,X
JOISLZT,O,O,X,O,O,O,O,X
JOISZTL,O,X,X,X,O,O,X,X
JOISZLT,O,X,X,O,O,O,O,X
JOIZTLS,O,X,X,X,O,O,X,X
JOIZTSL,O,X,X,X,O,O,X,X
JOIZLTS,X,X,X,X,O,O,O,X
JOIZLST,O,X,X,X,O,O,O,X
JOIZSTL,O,X,X,X,O,O,X,X
