sequence,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhFxbBmdBChB0?iBlmBXsB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhF6gBmdBxhBl?mB3nB0rB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhF0bBxcBejBS?mBVsBXsB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhF6gBRdBmiBl?mBcsB/rB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhFxbBmdBChB0?mBlnBXsB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhFlbBajBxhBU?iBGmBXsB,v115@8gA8BeA8FeD8FeF8CeG8BeC8JeT6IvhF0bBSiBejBR?mBlmBXsB
SIZTJOL,O,X,X,X,O,X,O
SIZTOLJ,O,X,X,X,O,X,X
SIZTOJL,O,X,X,X,O,X,O
SIZLTJO,O,X,X,X,O,X,X
SIZLTOJ,O,X,X,X,O,X,X
SIZLJTO,O,X,X,X,X,X,O
SIZLJOT,O,O,X,X,X,X,O
SIZLOTJ,O,X,X,X,O,X,X
SIZLOJT,O,O,X,X,X,X,O
SIZJTLO,O,X,X,X,X,X,O
SIZJTOL,O,X,X,X,X,X,O
SIZJLTO,O,X,X,X,X,X,O
SIZJLOT,O,O,X,X,X,X,O
SIZJOTL,O,X,X,X,X,X,O
SIZJOLT,O,O,X,X,X,X,O
SIZOTLJ,O,X,X,X,O,X,X
SIZOTJL,O,X,X,X,O,X,O
SIZOLTJ,O,X,X,X,O,X,X
SIZOLJT,O,O,X,X,X,X,O
SIZOJTL,O,X,X,X,X,X,O
SIZOJLT,O,O,X,X,X,X,O
SIOTLJZ,O,O,X,X,X,X,X
SIOTLZJ,O,O,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,X,O
SIOTJZL,O,O,X,X,O,X,O
SIOTZLJ,O,O,X,X,X,X,X
SIOTZJL,O,O,X,X,X,X,O
SIOLTJZ,O,O,X,X,X,X,X
SIOLTZJ,O,O,X,X,X,X,X
SIOLJTZ,X,O,X,X,X,O,O
SIOLJZT,O,O,X,X,X,O,O
SIOLZTJ,O,X,X,X,O,X,X
SIOLZJT,O,O,X,X,X,X,O
SIOJTLZ,O,O,X,X,X,O,O
SIOJTZL,O,O,X,X,X,O,O
SIOJLTZ,X,O,X,X,X,O,O
SIOJLZT,O,O,X,X,X,O,O
SIOJZTL,O,X,X,X,X,O,O
SIOJZLT,O,O,X,X,X,O,O
SIOZTLJ,O,X,X,X,O,X,X
SIOZTJL,O,X,X,X,O,X,O
SIOZLTJ,O,X,X,X,O,X,X
SIOZLJT,O,O,X,X,X,X,O
SIOZJTL,O,X,X,X,X,X,O
SIOZJLT,O,O,X,X,X,X,O
SLTIJZO,O,O,O,X,X,X,X
SLTIJOZ,O,O,O,X,X,X,X
SLTIZJO,O,O,O,X,X,X,X
SLTIZOJ,O,O,O,X,X,X,X
SLTIOJZ,O,O,O,X,X,X,X
SLTIOZJ,O,O,O,X,X,X,X
SLTJIZO,O,O,O,X,X,O,X
SLTJIOZ,O,O,O,X,X,O,X
SLTJZIO,O,O,O,X,X,O,X
SLTJZOI,O,O,O,X,X,O,X
SLTJOIZ,O,O,O,X,X,O,X
SLTJOZI,O,O,O,X,X,O,X
SLTZIJO,O,O,O,X,X,X,X
SLTZIOJ,O,O,O,X,X,X,X
SLTZJIO,O,O,O,X,X,X,X
SLTZJOI,O,O,O,X,X,X,X
SLTZOIJ,O,O,O,X,X,X,X
SLTZOJI,O,O,O,X,X,X,X
SLTOIJZ,O,O,O,X,X,X,X
SLTOIZJ,O,O,O,X,X,X,X
SLTOJIZ,O,O,O,X,X,O,X
SLTOJZI,O,O,O,X,X,O,X
SLTOZIJ,O,O,O,X,X,X,X
SLTOZJI,O,O,O,X,X,X,X
SLITJZO,O,O,X,X,X,X,X
SLITJOZ,O,O,X,X,X,X,X
SLITZJO,O,O,X,X,X,X,X
SLITZOJ,O,O,X,X,X,X,X
SLITOJZ,O,O,X,X,X,X,X
SLITOZJ,O,O,X,X,X,X,X
SLIJTZO,X,O,X,X,X,O,O
SLIJTOZ,X,O,X,X,X,O,O
SLIJZTO,O,X,X,X,X,O,O
SLIJZOT,O,O,X,X,X,O,O
SLIJOTZ,X,O,X,X,X,O,O
SLIJOZT,O,O,X,X,X,O,O
SLIZTJO,O,X,X,X,O,X,X
SLIZTOJ,O,X,X,X,O,X,X
SLIZJTO,O,X,X,X,X,X,O
SLIZJOT,O,O,X,X,X,X,O
SLIZOTJ,O,X,X,X,O,X,X
SLIZOJT,O,O,X,X,X,X,O
SLIOTJZ,O,O,X,X,X,X,X
SLIOTZJ,O,O,X,X,X,X,X
SLIOJTZ,X,O,X,X,X,O,O
SLIOJZT,O,O,X,X,X,O,O
SLIOZTJ,O,X,X,X,O,X,X
SLIOZJT,O,O,X,X,X,X,O
SLJTIZO,X,O,X,X,X,O,X
SLJTIOZ,X,O,X,X,X,O,X
SLJTZIO,X,O,X,X,X,O,X
SLJTZOI,X,O,X,X,X,O,O
SLJTOIZ,X,O,X,X,X,O,X
SLJTOZI,X,O,X,X,X,O,O
SLJITZO,X,O,X,X,X,O,O
SLJITOZ,X,O,X,X,X,O,O
SLJIZTO,O,X,X,X,X,O,O
SLJIZOT,O,O,X,X,X,O,O
SLJIOTZ,X,O,X,X,X,O,O
SLJIOZT,O,O,X,X,X,O,O
SLJZTIO,O,O,X,O,X,O,X
SLJZTOI,O,O,X,O,X,O,O
SLJZITO,O,X,X,X,X,O,O
SLJZIOT,O,O,X,X,X,O,O
SLJZOTI,O,O,X,O,X,O,O
SLJZOIT,O,O,X,X,X,O,O
SLJOTIZ,X,O,X,X,X,O,X
SLJOTZI,X,O,X,X,X,O,O
SLJOITZ,X,O,X,X,X,O,O
SLJOIZT,O,O,X,X,X,O,O
SLJOZTI,O,O,X,O,X,O,O
SLJOZIT,O,O,X,X,X,O,O
SLZTIJO,O,O,O,X,O,X,X
SLZTIOJ,O,O,O,X,O,X,X
SLZTJIO,O,O,O,O,O,X,X
SLZTJOI,O,O,O,O,O,X,X
SLZTOIJ,O,O,O,X,O,X,X
SLZTOJI,O,O,O,O,O,X,X
SLZITJO,O,X,X,X,O,X,X
SLZITOJ,O,X,X,X,O,X,X
SLZIJTO,O,X,X,X,X,X,O
SLZIJOT,O,O,X,X,X,X,O
SLZIOTJ,O,X,X,X,O,X,X
SLZIOJT,O,O,X,X,X,X,O
SLZJTIO,O,O,X,O,X,O,X
SLZJTOI,O,O,X,O,X,O,O
SLZJITO,O,X,X,X,X,O,O
SLZJIOT,O,O,X,X,X,O,O
SLZJOTI,O,O,X,O,X,O,O
SLZJOIT,O,O,X,X,X,O,O
SLZOTIJ,O,O,O,X,O,X,X
SLZOTJI,O,O,O,O,O,X,X
SLZOITJ,O,X,X,X,O,X,X
SLZOIJT,O,O,X,X,X,X,O
SLZOJTI,O,O,X,O,X,O,O
SLZOJIT,O,O,X,X,X,O,O
SLOTIJZ,O,O,O,X,X,X,X
SLOTIZJ,O,O,O,X,X,X,X
SLOTJIZ,O,O,O,X,X,O,X
SLOTJZI,O,O,O,X,X,O,X
SLOTZIJ,O,O,O,X,X,X,X
SLOTZJI,O,O,O,X,X,X,X
SLOITJZ,O,O,X,X,X,X,X
SLOITZJ,O,O,X,X,X,X,X
SLOIJTZ,X,O,X,X,X,O,O
SLOIJZT,O,O,X,X,X,O,O
SLOIZTJ,O,X,X,X,O,X,X
SLOIZJT,O,O,X,X,X,X,O
SLOJTIZ,X,O,X,X,X,O,X
SLOJTZI,X,O,X,X,X,O,O
SLOJITZ,X,O,X,X,X,O,O
SLOJIZT,O,O,X,X,X,O,O
SLOJZTI,O,O,X,O,X,O,O
SLOJZIT,O,O,X,X,X,O,O
SLOZTIJ,O,O,O,X,O,X,X
SLOZTJI,O,O,O,O,O,X,X
SLOZITJ,O,X,X,X,O,X,X
SLOZIJT,O,O,X,X,X,X,O
SLOZJTI,O,O,X,O,X,O,O
SLOZJIT,O,O,X,X,X,O,O
SJTILZO,O,O,X,X,X,O,O
SJTILOZ,O,O,X,X,X,O,O
SJTIZLO,O,O,X,X,X,O,O
SJTIZOL,O,O,X,X,X,O,O
SJTIOLZ,O,O,X,X,X,O,O
SJTIOZL,O,O,X,X,X,O,O
SJTLIZO,O,O,O,X,X,O,X
SJTLIOZ,O,O,O,X,X,O,X
SJTLZIO,O,O,O,X,X,O,X
SJTLZOI,O,O,O,X,X,O,O
SJTLOIZ,O,O,O,X,X,O,X
SJTLOZI,O,O,O,X,X,O,O
SJTZILO,O,O,X,X,X,O,O
SJTZIOL,O,O,O,X,X,O,O
SJTZLIO,O,O,O,X,X,O,X
SJTZLOI,O,O,O,X,X,O,O
SJTZOIL,O,O,O,X,X,O,O
SJTZOLI,O,O,O,X,X,O,O
SJTOILZ,O,O,X,X,X,O,O
SJTOIZL,O,O,X,X,X,O,O
SJTOLIZ,O,O,O,X,X,O,X
SJTOLZI,O,O,O,X,X,O,O
SJTOZIL,O,O,O,X,X,O,O
SJTOZLI,O,O,O,X,X,O,O
SJITLZO,O,O,X,X,X,O,O
SJITLOZ,O,O,X,X,X,O,O
SJITZLO,O,O,X,X,X,O,O
SJITZOL,O,O,X,X,X,O,O
SJITOLZ,O,O,X,X,X,O,O
SJITOZL,O,O,X,X,X,O,O
SJILTZO,X,O,X,X,X,O,O
SJILTOZ,X,O,X,X,X,O,O
SJILZTO,O,X,X,X,X,O,O
SJILZOT,O,O,X,X,X,O,O
SJILOTZ,X,O,X,X,X,O,O
SJILOZT,O,O,X,X,X,O,O
SJIZTLO,X,X,X,X,X,O,O
SJIZTOL,O,X,X,X,X,O,O
SJIZLTO,X,X,X,X,X,O,O
SJIZLOT,O,O,X,X,X,O,O
SJIZOTL,O,X,X,X,X,O,O
SJIZOLT,O,O,X,X,X,O,O
SJIOTLZ,O,O,X,X,X,O,O
SJIOTZL,O,O,X,X,X,O,O
SJIOLTZ,X,O,X,X,X,O,O
SJIOLZT,O,O,X,X,X,O,O
SJIOZTL,O,X,X,X,X,O,O
SJIOZLT,O,O,X,X,X,O,O
SJLTIZO,X,O,X,X,X,O,X
SJLTIOZ,X,O,X,X,X,O,X
SJLTZIO,X,O,X,X,X,O,X
SJLTZOI,X,O,X,X,X,O,O
SJLTOIZ,X,O,X,X,X,O,X
SJLTOZI,X,O,X,X,X,O,O
SJLITZO,X,O,X,X,X,O,O
SJLITOZ,X,O,X,X,X,O,O
SJLIZTO,O,X,X,X,X,O,O
SJLIZOT,O,O,X,X,X,O,O
SJLIOTZ,X,O,X,X,X,O,O
SJLIOZT,O,O,X,X,X,O,O
SJLZTIO,O,O,X,O,X,O,X
SJLZTOI,O,O,X,O,X,O,O
SJLZITO,O,X,X,X,X,O,O
SJLZIOT,O,O,X,X,X,O,O
SJLZOTI,O,O,X,O,X,O,O
SJLZOIT,O,O,X,X,X,O,O
SJLOTIZ,X,O,X,X,X,O,X
SJLOTZI,X,O,X,X,X,O,O
SJLOITZ,X,O,X,X,X,O,O
SJLOIZT,O,O,X,X,X,O,O
SJLOZTI,O,O,X,O,X,O,O
SJLOZIT,O,O,X,X,X,O,O
SJZTILO,O,O,X,X,X,O,O
SJZTIOL,O,O,O,X,X,O,O
SJZTLIO,O,O,O,O,X,O,X
SJZTLOI,O,O,O,O,X,O,O
SJZTOIL,O,O,O,X,X,O,O
SJZTOLI,O,O,O,O,X,O,O
SJZITLO,O,X,X,X,X,O,O
SJZITOL,O,X,X,X,X,O,O
SJZILTO,O,X,X,X,X,O,O
SJZILOT,O,O,X,X,X,O,O
SJZIOTL,O,X,O,X,X,O,O
SJZIOLT,O,O,X,X,X,O,O
SJZLTIO,O,O,X,O,X,O,X
SJZLTOI,O,O,X,O,X,O,O
SJZLITO,O,X,X,X,X,O,O
SJZLIOT,O,O,X,X,X,O,O
SJZLOTI,O,O,X,O,X,O,O
SJZLOIT,O,O,X,X,X,O,O
SJZOTIL,O,O,O,X,X,O,O
SJZOTLI,O,O,O,O,X,O,O
SJZOITL,O,X,O,X,X,O,O
SJZOILT,O,O,X,X,X,O,O
SJZOLTI,O,O,X,O,X,O,O
SJZOLIT,O,O,X,X,X,O,O
SJOTILZ,O,O,X,X,X,O,O
SJOTIZL,O,O,X,X,X,O,O
SJOTLIZ,O,O,O,X,X,O,X
SJOTLZI,O,O,O,X,X,O,O
SJOTZIL,O,O,O,X,X,O,O
SJOTZLI,O,O,O,X,X,O,O
SJOITLZ,O,O,X,X,X,O,O
SJOITZL,O,O,X,X,X,O,O
SJOILTZ,X,O,X,X,X,O,O
SJOILZT,O,O,X,X,X,O,O
SJOIZTL,O,X,X,X,X,O,O
SJOIZLT,O,O,X,X,X,O,O
SJOLTIZ,X,O,X,X,X,O,X
SJOLTZI,X,O,X,X,X,O,O
SJOLITZ,X,O,X,X,X,O,O
SJOLIZT,O,O,X,X,X,O,O
SJOLZTI,O,O,X,O,X,O,O
SJOLZIT,O,O,X,X,X,O,O
SJOZTIL,O,O,O,X,X,O,O
SJOZTLI,O,O,O,O,X,O,O
SJOZITL,O,X,O,X,X,O,O
SJOZILT,O,O,X,X,X,O,O
SJOZLTI,O,O,X,O,X,O,O
SJOZLIT,O,O,X,X,X,O,O
SZTILJO,O,O,X,X,O,X,X
SZTILOJ,O,O,X,X,O,X,X
SZTIJLO,O,O,X,X,X,X,O
SZTIJOL,O,O,O,X,O,X,O
SZTIOLJ,O,O,X,X,O,X,X
SZTIOJL,O,O,O,X,O,X,O
SZTLIJO,O,O,O,X,O,X,X
SZTLIOJ,O,O,O,X,O,X,X
SZTLJIO,O,O,O,O,O,X,X
SZTLJOI,O,O,O,O,O,X,X
SZTLOIJ,O,O,O,X,O,X,X
SZTLOJI,O,O,O,O,O,X,X
SZTJILO,O,O,X,X,X,X,O
SZTJIOL,O,O,O,X,O,X,O
SZTJLIO,O,O,O,O,O,X,X
SZTJLOI,O,O,O,O,O,X,O
SZTJOIL,O,O,O,X,O,X,O
SZTJOLI,O,O,O,O,O,X,O
SZTOILJ,O,O,X,X,O,X,X
SZTOIJL,O,O,O,X,O,X,O
SZTOLIJ,O,O,O,X,O,X,X
SZTOLJI,O,O,O,O,O,X,X
SZTOJIL,O,O,O,X,O,X,O
SZTOJLI,O,O,O,O,O,X,O
SZITLJO,O,X,X,X,O,X,X
SZITLOJ,O,X,X,X,O,X,X
SZITJLO,O,X,X,X,X,X,O
SZITJOL,O,X,X,X,O,X,O
SZITOLJ,O,X,X,X,O,X,X
SZITOJL,O,X,X,X,O,X,O
SZILTJO,O,X,X,X,O,X,X
SZILTOJ,O,X,X,X,O,X,X
SZILJTO,O,X,X,X,X,X,O
SZILJOT,O,O,X,X,X,X,O
SZILOTJ,O,X,X,X,O,X,X
SZILOJT,O,O,X,X,X,X,O
SZIJTLO,O,X,X,X,X,X,O
SZIJTOL,O,X,X,X,X,X,O
SZIJLTO,O,X,X,X,X,X,O
SZIJLOT,O,O,X,X,X,X,O
SZIJOTL,O,X,O,X,X,X,O
SZIJOLT,O,O,X,X,X,X,O
SZIOTLJ,O,X,X,X,O,X,X
SZIOTJL,O,X,X,X,O,X,O
SZIOLTJ,O,X,X,X,O,X,X
SZIOLJT,O,O,X,X,X,X,O
SZIOJTL,O,X,O,X,X,X,O
SZIOJLT,O,O,X,X,X,X,O
SZLTIJO,O,O,O,X,O,X,X
SZLTIOJ,O,O,O,X,O,X,X
SZLTJIO,O,O,O,O,O,X,X
SZLTJOI,O,O,O,O,O,X,X
SZLTOIJ,O,O,O,X,O,X,X
SZLTOJI,O,O,O,O,O,X,X
SZLITJO,O,X,X,X,O,X,X
SZLITOJ,O,X,X,X,O,X,X
SZLIJTO,O,X,X,X,X,X,O
SZLIJOT,O,O,X,X,X,X,O
SZLIOTJ,O,X,X,X,O,X,X
SZLIOJT,O,O,X,X,X,X,O
SZLJTIO,O,O,X,O,X,O,X
SZLJTOI,O,O,X,O,X,O,O
SZLJITO,O,X,X,X,X,O,O
SZLJIOT,O,O,X,X,X,O,O
SZLJOTI,O,O,X,O,X,O,O
SZLJOIT,O,O,X,X,X,O,O
SZLOTIJ,O,O,O,X,O,X,X
SZLOTJI,O,O,O,O,O,X,X
SZLOITJ,O,X,X,X,O,X,X
SZLOIJT,O,O,X,X,X,X,O
SZLOJTI,O,O,X,O,X,O,O
SZLOJIT,O,O,X,X,X,O,O
SZJTILO,O,O,X,X,X,O,O
SZJTIOL,O,O,O,X,X,O,O
SZJTLIO,O,O,O,O,X,O,X
SZJTLOI,O,O,O,O,X,O,O
SZJTOIL,O,O,O,X,X,O,O
SZJTOLI,O,O,O,O,X,O,O
SZJITLO,O,X,X,X,X,O,O
SZJITOL,O,X,X,X,X,O,O
SZJILTO,O,X,X,X,X,O,O
SZJILOT,O,O,X,X,X,O,O
SZJIOTL,O,X,O,X,X,O,O
SZJIOLT,O,O,X,X,X,O,O
SZJLTIO,O,O,X,O,X,O,X
SZJLTOI,O,O,X,O,X,O,O
SZJLITO,O,X,X,X,X,O,O
SZJLIOT,O,O,X,X,X,O,O
SZJLOTI,O,O,X,O,X,O,O
SZJLOIT,O,O,X,X,X,O,O
SZJOTIL,O,O,O,X,X,O,O
SZJOTLI,O,O,O,O,X,O,O
SZJOITL,O,X,O,X,X,O,O
SZJOILT,O,O,X,X,X,O,O
SZJOLTI,O,O,X,O,X,O,O
SZJOLIT,O,O,X,X,X,O,O
SZOTILJ,O,O,X,X,O,X,X
SZOTIJL,O,O,O,X,O,X,O
SZOTLIJ,O,O,O,X,O,X,X
SZOTLJI,O,O,O,O,O,X,X
SZOTJIL,O,O,O,X,O,X,O
SZOTJLI,O,O,O,O,O,X,O
SZOITLJ,O,X,X,X,O,X,X
SZOITJL,O,X,X,X,O,X,O
SZOILTJ,O,X,X,X,O,X,X
SZOILJT,O,O,X,X,X,X,O
SZOIJTL,O,X,O,X,X,X,O
SZOIJLT,O,O,X,X,X,X,O
SZOLTIJ,O,O,O,X,O,X,X
SZOLTJI,O,O,O,O,O,X,X
SZOLITJ,O,X,X,X,O,X,X
SZOLIJT,O,O,X,X,X,X,O
SZOLJTI,O,O,X,O,X,O,O
SZOLJIT,O,O,X,X,X,O,O
SZOJTIL,O,O,O,X,X,O,O
SZOJTLI,O,O,O,O,X,O,O
SZOJITL,O,X,O,X,X,O,O
SZOJILT,O,O,X,X,X,O,O
SZOJLTI,O,O,X,O,X,O,O
SZOJLIT,O,O,X,X,X,O,O
SOTILJZ,O,O,X,X,X,X,X
SOTILZJ,O,O,X,X,X,X,X
SOTIJLZ,O,O,X,X,X,X,O
SOTIJZL,O,O,X,X,O,X,O
SOTIZLJ,O,O,X,X,X,X,X
SOTIZJL,O,O,X,X,X,X,O
SOTLIJZ,O,O,O,X,X,X,X
SOTLIZJ,O,O,O,X,X,X,X
SOTLJIZ,O,O,O,X,X,O,X
SOTLJZI,O,O,O,X,X,O,X
SOTLZIJ,O,O,O,X,X,X,X
SOTLZJI,O,O,O,X,X,X,X
SOTJILZ,O,O,X,X,X,O,O
SOTJIZL,O,O,X,X,O,O,O
SOTJLIZ,O,O,O,X,X,O,X
SOTJLZI,O,O,O,X,X,O,O
SOTJZIL,O,O,O,X,X,O,O
SOTJZLI,O,O,O,X,X,O,O
SOTZILJ,O,O,X,X,O,X,X
SOTZIJL,O,O,O,X,O,X,O
SOTZLIJ,O,O,O,X,O,X,X
SOTZLJI,O,O,O,X,O,X,X
SOTZJIL,O,O,O,X,O,X,O
SOTZJLI,O,O,O,X,O,X,O
SOITLJZ,O,O,X,X,X,X,X
SOITLZJ,O,O,X,X,X,X,X
SOITJLZ,O,O,X,X,X,X,O
SOITJZL,O,O,X,X,O,X,O
SOITZLJ,O,O,X,X,X,X,X
SOITZJL,O,O,X,X,X,X,O
SOILTJZ,O,O,X,X,X,X,X
SOILTZJ,O,O,X,X,X,X,X
SOILJTZ,X,O,X,X,X,O,O
SOILJZT,O,O,X,X,X,O,O
SOILZTJ,O,X,X,X,O,X,X
SOILZJT,O,O,X,X,X,X,O
SOIJTLZ,O,O,X,X,X,O,O
SOIJTZL,O,O,X,X,X,O,O
SOIJLTZ,X,O,X,X,X,O,O
SOIJLZT,O,O,X,X,X,O,O
SOIJZTL,O,X,X,X,X,O,O
SOIJZLT,O,O,X,X,X,O,O
SOIZTLJ,O,X,X,X,O,X,X
SOIZTJL,O,X,X,X,O,X,O
SOIZLTJ,O,X,X,X,O,X,X
SOIZLJT,O,O,X,X,X,X,O
SOIZJTL,O,X,X,X,X,X,O
SOIZJLT,O,O,X,X,X,X,O
SOLTIJZ,O,O,O,X,X,X,X
SOLTIZJ,O,O,O,X,X,X,X
SOLTJIZ,O,O,O,X,X,O,X
SOLTJZI,O,O,O,X,X,O,X
SOLTZIJ,O,O,O,X,X,X,X
SOLTZJI,O,O,O,X,X,X,X
SOLITJZ,O,O,X,X,X,X,X
SOLITZJ,O,O,X,X,X,X,X
SOLIJTZ,X,O,X,X,X,O,O
SOLIJZT,O,O,X,X,X,O,O
SOLIZTJ,O,X,X,X,O,X,X
SOLIZJT,O,O,X,X,X,X,O
SOLJTIZ,X,O,X,X,X,O,X
SOLJTZI,X,O,X,X,X,O,O
SOLJITZ,X,O,X,X,X,O,O
SOLJIZT,O,O,X,X,X,O,O
SOLJZTI,O,O,X,O,X,O,O
SOLJZIT,O,O,X,X,X,O,O
SOLZTIJ,O,O,O,X,O,X,X
SOLZTJI,O,O,O,O,O,X,X
SOLZITJ,O,X,X,X,O,X,X
SOLZIJT,O,O,X,X,X,X,O
SOLZJTI,O,O,X,O,X,O,O
SOLZJIT,O,O,X,X,X,O,O
SOJTILZ,O,O,X,X,X,O,O
SOJTIZL,O,O,X,X,X,O,O
SOJTLIZ,O,O,O,X,X,O,X
SOJTLZI,O,O,O,X,X,O,O
SOJTZIL,O,O,O,X,X,O,O
SOJTZLI,O,O,O,X,X,O,O
SOJITLZ,O,O,X,X,X,O,O
SOJITZL,O,O,X,X,X,O,O
SOJILTZ,X,O,X,X,X,O,O
SOJILZT,O,O,X,X,X,O,O
SOJIZTL,O,X,X,X,X,O,O
SOJIZLT,O,O,X,X,X,O,O
SOJLTIZ,X,O,X,X,X,O,X
SOJLTZI,X,O,X,X,X,O,O
SOJLITZ,X,O,X,X,X,O,O
SOJLIZT,O,O,X,X,X,O,O
SOJLZTI,O,O,X,O,X,O,O
SOJLZIT,O,O,X,X,X,O,O
SOJZTIL,O,O,O,X,X,O,O
SOJZTLI,O,O,O,O,X,O,O
SOJZITL,O,X,O,X,X,O,O
SOJZILT,O,O,X,X,X,O,O
SOJZLTI,O,O,X,O,X,O,O
SOJZLIT,O,O,X,X,X,O,O
SOZTILJ,O,O,X,X,O,X,X
SOZTIJL,O,O,O,X,O,X,O
SOZTLIJ,O,O,O,X,O,X,X
SOZTLJI,O,O,O,O,O,X,X
SOZTJIL,O,O,O,X,O,X,O
SOZTJLI,O,O,O,O,O,X,O
SOZITLJ,O,X,X,X,O,X,X
SOZITJL,O,X,X,X,O,X,O
SOZILTJ,O,X,X,X,O,X,X
SOZILJT,O,O,X,X,X,X,O
SOZIJTL,O,X,O,X,X,X,O
SOZIJLT,O,O,X,X,X,X,O
SOZLTIJ,O,O,O,X,O,X,X
SOZLTJI,O,O,O,O,O,X,X
SOZLITJ,O,X,X,X,O,X,X
SOZLIJT,O,O,X,X,X,X,O
SOZLJTI,O,O,X,O,X,O,O
SOZLJIT,O,O,X,X,X,O,O
SOZJTIL,O,O,O,X,X,O,O
SOZJTLI,O,O,O,O,X,O,O
SOZJITL,O,X,O,X,X,O,O
SOZJILT,O,O,X,X,X,O,O
SOZJLTI,O,O,X,O,X,O,O
SOZJLIT,O,O,X,X,X,O,O
ZTILJSO,O,X,O,O,O,X,X
ZTILJOS,O,X,O,O,O,X,X
ZTILSJO,O,X,O,X,O,X,X
ZTILSOJ,O,X,O,X,O,X,X
ZTILOJS,O,X,O,O,O,X,X
ZTILOSJ,O,X,O,X,O,X,X
ZTIJLSO,O,X,O,O,O,X,X
ZTIJLOS,O,X,O,O,O,X,X
ZTIJSLO,X,X,X,X,X,X,O
ZTIJSOL,O,X,O,X,O,X,O
ZTIJOLS,O,X,O,O,O,X,X
ZTIJOSL,O,X,O,X,O,X,O
ZTISLJO,X,X,X,X,O,X,X
ZTISLOJ,X,X,X,X,O,X,X
ZTISJLO,X,X,X,X,X,X,X
ZTISJOL,O,X,O,X,O,X,X
ZTISOLJ,X,X,X,X,O,X,X
ZTISOJL,O,X,O,X,O,X,X
ZTIOLJS,O,X,O,O,O,X,X
ZTIOLSJ,O,X,O,X,O,X,X
ZTIOJLS,O,X,O,O,O,X,X
ZTIOJSL,O,X,O,X,O,X,O
ZTIOSLJ,X,X,X,X,O,X,X
ZTIOSJL,O,X,O,X,O,X,X
ZTLIJSO,O,X,O,O,O,X,X
ZTLIJOS,O,X,O,O,O,X,X
ZTLISJO,O,X,O,X,O,X,X
ZTLISOJ,O,X,O,X,O,X,X
ZTLIOJS,O,X,O,O,O,X,X
ZTLIOSJ,O,X,O,X,O,X,X
ZTLJISO,O,X,O,O,O,X,X
ZTLJIOS,O,X,O,O,O,O,X
ZTLJSIO,O,X,O,O,O,O,X
ZTLJSOI,O,X,O,O,O,O,X
ZTLJOIS,O,X,O,O,O,O,X
ZTLJOSI,O,X,O,O,O,O,X
ZTLSIJO,O,O,O,X,O,X,X
ZTLSIOJ,O,O,O,X,O,X,X
ZTLSJIO,O,O,O,O,O,X,X
ZTLSJOI,O,O,O,O,O,X,X
ZTLSOIJ,O,O,O,X,O,X,X
ZTLSOJI,O,O,O,O,O,X,X
ZTLOIJS,O,X,O,O,O,X,X
ZTLOISJ,O,X,O,X,O,X,X
ZTLOJIS,O,X,O,O,O,O,X
ZTLOJSI,O,X,O,O,O,O,X
ZTLOSIJ,O,O,O,X,O,X,X
ZTLOSJI,O,O,O,O,O,X,X
ZTJILSO,O,X,O,O,O,X,X
ZTJILOS,O,X,O,O,O,O,X
ZTJISLO,X,X,X,X,X,X,O
ZTJISOL,O,X,O,X,O,X,O
ZTJIOLS,O,X,O,O,O,O,X
ZTJIOSL,O,X,O,X,O,X,O
ZTJLISO,O,X,O,O,O,X,X
ZTJLIOS,O,X,O,O,O,O,X
ZTJLSIO,O,X,O,O,O,O,X
ZTJLSOI,O,X,O,O,O,O,X
ZTJLOIS,O,X,O,O,O,O,O
ZTJLOSI,O,X,O,O,O,O,O
ZTJSILO,O,X,X,X,X,X,O
ZTJSIOL,O,X,O,X,O,X,O
ZTJSLIO,O,X,O,O,O,X,X
ZTJSLOI,O,X,O,O,O,X,O
ZTJSOIL,O,X,O,X,O,X,O
ZTJSOLI,O,X,O,O,O,X,O
ZTJOILS,O,X,O,O,O,O,X
ZTJOISL,O,X,O,X,O,X,O
ZTJOLIS,O,X,O,O,O,O,O
ZTJOLSI,O,X,O,O,O,O,O
ZTJOSIL,O,X,O,X,O,X,O
ZTJOSLI,O,X,O,O,O,X,O
ZTSILJO,O,O,X,X,O,X,X
ZTSILOJ,O,O,X,X,O,X,X
ZTSIJLO,O,O,X,X,X,X,O
ZTSIJOL,O,O,O,X,O,X,O
ZTSIOLJ,O,O,X,X,O,X,X
ZTSIOJL,O,O,O,X,O,X,O
ZTSLIJO,O,O,O,X,O,X,X
ZTSLIOJ,O,O,O,X,O,X,X
ZTSLJIO,O,O,O,O,O,X,X
ZTSLJOI,O,O,O,O,O,X,X
ZTSLOIJ,O,O,O,X,O,X,X
ZTSLOJI,O,O,O,O,O,X,X
ZTSJILO,O,O,X,X,X,X,O
ZTSJIOL,O,O,O,X,O,X,O
ZTSJLIO,O,O,O,O,O,X,X
ZTSJLOI,O,O,O,O,O,X,O
