sequence,v115@7gB8GeC8AeA8EeC8AeA8EeF8AeF8JeZ/IvhFfgB6gB?TcBOiB0mBlqB,v115@7gB8GeC8AeA8EeC8AeA8EeF8AeF8JeZ/IvhFzaBFcB?XdBclBmmBCrB,v115@7gB8GeC8AeA8EeC8AeA8EeF8AeF8JeZ/IvhFSgBOhB?XdBUgBzmBlqB,v115@7gB8GeC8AeA8EeC8AeA8EeF8AeF8JeZ/IvhFCbBTcB?OiB0gB/qB1wB,v115@7gB8GeC8AeA8EeC8AeA8EeF8AeF8JeZ/IvhFfgB6gB?OiBThB0mBlqB,v115@7gB8GeC8AeA8EeC8AeA8EeF8AeF8JeZ/IvhFCbB0cB?TgB/mBOnBlqB
OJIZLTS,X,X,X,X,X,X
OJIZLST,X,X,X,X,X,X
OJIZSTL,X,O,X,X,X,X
OJIZSLT,X,X,X,X,X,X
OJLTISZ,X,X,X,X,X,X
OJLTIZS,X,X,X,X,X,X
OJLTSIZ,X,X,X,X,X,X
OJLTSZI,X,X,X,X,X,X
OJLTZIS,X,X,X,X,X,X
OJLTZSI,X,X,X,X,X,X
OJLITSZ,X,X,X,X,X,X
OJLITZS,X,X,X,X,X,X
OJLISTZ,X,X,X,X,X,X
OJLISZT,X,X,X,X,X,X
OJLIZTS,X,X,X,X,X,X
OJLIZST,X,X,X,X,X,X
OJLSTIZ,X,X,X,X,X,X
OJLSTZI,X,X,X,X,X,X
OJLSITZ,X,X,X,X,X,X
OJLSIZT,X,X,X,X,X,X
OJLSZTI,X,X,X,X,X,X
OJLSZIT,X,X,X,X,X,X
OJLZTIS,X,X,X,X,X,X
OJLZTSI,X,X,X,X,X,X
OJLZITS,X,X,X,X,X,X
OJLZIST,X,X,X,X,X,X
OJLZSTI,X,X,X,X,X,X
OJLZSIT,X,X,X,X,X,X
OJSTILZ,X,X,X,X,X,X
OJSTIZL,X,X,X,X,X,X
OJSTLIZ,X,X,X,X,X,X
OJSTLZI,X,X,X,X,X,X
OJSTZIL,X,X,X,X,X,X
OJSTZLI,X,X,X,X,X,X
OJSITLZ,X,X,X,X,X,X
OJSITZL,X,X,X,X,X,X
OJSILTZ,X,X,X,X,X,X
OJSILZT,X,X,X,X,X,X
OJSIZTL,X,O,X,X,X,X
OJSIZLT,X,X,X,X,X,X
OJSLTIZ,X,X,X,X,X,X
OJSLTZI,X,X,X,X,X,X
OJSLITZ,X,X,X,X,X,X
OJSLIZT,X,X,X,X,X,X
OJSLZTI,X,X,X,X,X,X
OJSLZIT,X,X,X,X,X,X
OJSZTIL,X,O,X,X,X,X
OJSZTLI,X,X,X,X,X,X
OJSZITL,X,O,X,X,X,X
OJSZILT,X,X,X,X,X,X
OJSZLTI,X,X,X,X,X,X
OJSZLIT,X,X,X,X,X,X
OJZTILS,X,X,X,X,X,X
OJZTISL,X,O,X,X,X,X
OJZTLIS,X,X,X,X,X,X
OJZTLSI,X,X,X,X,X,X
OJZTSIL,X,O,X,X,X,X
OJZTSLI,X,X,X,X,X,X
OJZITLS,X,X,X,X,X,X
OJZITSL,X,O,X,X,X,X
OJZILTS,X,X,X,X,X,X
OJZILST,X,X,X,X,X,X
OJZISTL,X,O,X,X,X,X
OJZISLT,X,X,X,X,X,X
OJZLTIS,X,X,X,X,X,X
OJZLTSI,X,X,X,X,X,X
OJZLITS,X,X,X,X,X,X
OJZLIST,X,X,X,X,X,X
OJZLSTI,X,X,X,X,X,X
OJZLSIT,X,X,X,X,X,X
OJZSTIL,X,O,X,X,X,X
OJZSTLI,X,X,X,X,X,X
OJZSITL,X,O,X,X,X,X
OJZSILT,X,X,X,X,X,X
OJZSLTI,X,X,X,X,X,X
OJZSLIT,X,X,X,X,X,X
OSTILJZ,X,X,O,X,X,X
OSTILZJ,X,X,X,X,X,X
OSTIJLZ,X,X,O,X,X,X
OSTIJZL,X,X,X,X,X,X
OSTIZLJ,X,X,X,X,X,X
OSTIZJL,X,X,X,X,X,X
OSTLIJZ,X,X,O,X,X,X
OSTLIZJ,X,X,X,X,X,X
OSTLJIZ,X,X,O,X,X,X
OSTLJZI,X,X,X,X,X,X
OSTLZIJ,X,X,X,X,X,X
OSTLZJI,X,X,X,X,X,X
OSTJILZ,X,X,O,X,X,X
OSTJIZL,X,X,X,X,X,X
OSTJLIZ,X,X,O,X,X,X
OSTJLZI,X,X,X,X,X,X
OSTJZIL,X,X,X,X,X,X
OSTJZLI,X,X,X,X,X,X
OSTZILJ,X,X,X,X,X,X
OSTZIJL,X,X,X,X,X,X
OSTZLIJ,X,X,X,X,X,X
OSTZLJI,X,X,X,X,X,X
OSTZJIL,X,X,X,X,X,X
OSTZJLI,X,X,X,X,X,X
OSITLJZ,X,X,O,X,X,X
OSITLZJ,X,X,X,X,X,X
OSITJLZ,X,X,O,X,X,X
OSITJZL,X,X,X,X,X,X
OSITZLJ,X,X,X,X,X,X
OSITZJL,X,X,X,X,X,X
OSILTJZ,X,X,X,X,X,X
OSILTZJ,X,X,X,X,X,X
OSILJTZ,X,X,X,X,X,X
OSILJZT,X,X,O,X,X,X
OSILZTJ,X,X,X,X,X,X
OSILZJT,X,X,X,X,X,X
OSIJTLZ,X,X,O,X,X,X
OSIJTZL,X,X,X,X,X,X
OSIJLTZ,X,X,X,X,X,X
OSIJLZT,X,X,O,X,X,X
OSIJZTL,X,O,X,X,X,X
OSIJZLT,X,X,X,X,X,X
OSIZTLJ,X,O,X,X,X,X
OSIZTJL,X,O,X,X,X,X
OSIZLTJ,X,O,X,X,X,X
OSIZLJT,X,O,X,X,X,X
OSIZJTL,X,O,X,X,X,X
OSIZJLT,X,X,X,X,X,X
OSLTIJZ,X,X,X,X,X,X
OSLTIZJ,X,X,X,X,X,X
OSLTJIZ,X,X,X,X,X,X
OSLTJZI,X,X,X,X,X,X
OSLTZIJ,X,X,X,X,X,X
OSLTZJI,X,X,X,X,X,X
OSLITJZ,X,X,X,X,X,X
OSLITZJ,X,X,X,X,X,X
OSLIJTZ,X,X,X,X,X,X
OSLIJZT,X,X,O,X,X,X
OSLIZTJ,X,X,X,X,X,X
OSLIZJT,X,X,X,X,X,X
OSLJTIZ,X,X,X,X,X,X
OSLJTZI,X,X,X,X,X,X
OSLJITZ,X,X,X,X,X,X
OSLJIZT,X,X,O,X,X,X
OSLJZTI,X,X,X,X,X,X
OSLJZIT,X,X,X,X,X,X
OSLZTIJ,X,X,X,X,X,X
OSLZTJI,X,X,X,X,X,X
OSLZITJ,X,X,X,X,X,X
OSLZIJT,X,X,X,X,X,X
OSLZJTI,X,X,X,X,X,X
OSLZJIT,X,X,X,X,X,X
OSJTILZ,X,X,O,X,X,X
OSJTIZL,X,X,X,X,X,X
OSJTLIZ,X,X,O,X,X,X
OSJTLZI,X,X,X,X,X,X
OSJTZIL,X,X,X,X,X,X
OSJTZLI,X,X,X,X,X,X
OSJITLZ,X,X,O,X,X,X
OSJITZL,X,X,X,X,X,X
OSJILTZ,X,X,X,X,X,X
OSJILZT,X,X,O,X,X,X
OSJIZTL,X,O,X,X,X,X
OSJIZLT,X,X,X,X,X,X
OSJLTIZ,X,X,X,X,X,X
OSJLTZI,X,X,X,X,X,X
OSJLITZ,X,X,X,X,X,X
OSJLIZT,X,X,O,X,X,X
OSJLZTI,X,X,X,X,X,X
OSJLZIT,X,X,X,X,X,X
OSJZTIL,X,O,X,X,X,X
OSJZTLI,X,X,X,X,X,X
OSJZITL,X,O,X,X,X,X
OSJZILT,X,X,X,X,X,X
OSJZLTI,X,X,X,X,X,X
OSJZLIT,X,X,X,X,X,X
OSZTILJ,X,O,X,X,X,X
OSZTIJL,X,O,X,X,X,X
OSZTLIJ,X,X,X,X,X,X
OSZTLJI,X,X,X,X,X,X
OSZTJIL,X,X,X,X,X,X
OSZTJLI,X,X,X,X,X,X
OSZITLJ,X,O,X,X,X,X
OSZITJL,X,O,X,X,X,X
OSZILTJ,X,O,X,X,X,X
OSZILJT,X,O,X,X,X,X
OSZIJTL,X,O,X,X,X,X
OSZIJLT,X,X,X,X,X,X
OSZLTIJ,X,O,X,X,X,X
OSZLTJI,X,X,X,X,X,X
OSZLITJ,X,O,X,X,X,X
OSZLIJT,X,O,X,X,X,X
OSZLJTI,X,O,X,X,X,X
OSZLJIT,X,O,X,X,X,X
OSZJTIL,X,O,X,X,X,X
OSZJTLI,X,X,X,X,X,X
OSZJITL,X,O,X,X,X,X
OSZJILT,X,X,X,X,X,X
OSZJLTI,X,X,X,X,X,X
OSZJLIT,X,X,X,X,X,X
OZTILJS,X,X,X,X,X,X
OZTILSJ,X,X,X,X,X,X
OZTIJLS,X,X,X,X,X,X
OZTIJSL,X,O,X,X,X,X
OZTISLJ,X,O,X,X,X,X
OZTISJL,X,O,X,X,X,X
OZTLIJS,X,X,X,X,X,X
OZTLISJ,X,X,X,X,X,X
OZTLJIS,X,X,X,X,X,X
OZTLJSI,X,X,X,X,X,X
OZTLSIJ,X,X,X,X,X,X
OZTLSJI,X,X,X,X,X,X
OZTJILS,X,X,X,X,X,X
OZTJISL,X,O,X,X,X,X
OZTJLIS,X,X,X,X,X,X
OZTJLSI,X,X,X,X,X,X
OZTJSIL,X,O,X,X,X,X
OZTJSLI,X,X,X,X,X,X
OZTSILJ,X,O,X,X,X,X
OZTSIJL,X,O,X,X,X,X
OZTSLIJ,X,X,X,X,X,X
OZTSLJI,X,X,X,X,X,X
OZTSJIL,X,X,X,X,X,X
OZTSJLI,X,X,X,X,X,X
OZITLJS,X,X,X,X,X,X
OZITLSJ,X,X,X,X,X,X
OZITJLS,X,X,X,X,X,X
OZITJSL,X,O,X,X,X,X
OZITSLJ,X,O,X,X,X,X
OZITSJL,X,O,X,X,X,X
OZILTJS,X,O,X,X,X,X
OZILTSJ,X,O,X,X,X,X
OZILJTS,X,O,X,X,X,X
OZILJST,X,O,X,X,X,X
OZILSTJ,X,O,X,X,X,X
OZILSJT,X,O,X,X,X,X
OZIJTLS,X,X,X,X,X,X
OZIJTSL,X,O,X,X,X,X
OZIJLTS,X,X,X,X,X,X
OZIJLST,X,X,X,X,X,X
OZIJSTL,X,O,X,X,X,X
OZIJSLT,X,X,X,X,X,X
OZISTLJ,X,O,X,X,X,X
OZISTJL,X,O,X,X,X,X
OZISLTJ,X,O,X,X,X,X
OZISLJT,X,O,X,X,X,X
OZISJTL,X,O,X,X,X,X
OZISJLT,X,X,X,X,X,X
OZLTIJS,X,O,X,X,X,X
OZLTISJ,X,O,X,X,X,X
OZLTJIS,X,O,X,X,X,X
OZLTJSI,X,O,X,X,X,X
OZLTSIJ,X,O,X,X,X,X
OZLTSJI,X,X,X,X,X,X
OZLITJS,X,O,X,X,X,X
OZLITSJ,X,O,X,X,X,X
OZLIJTS,X,O,X,X,X,X
OZLIJST,X,O,X,X,X,X
OZLISTJ,X,O,X,X,X,X
OZLISJT,X,O,X,X,X,X
OZLJTIS,X,O,X,X,X,X
OZLJTSI,X,O,X,X,X,X
OZLJITS,X,O,X,X,X,X
OZLJIST,X,O,X,X,X,X
OZLJSTI,X,O,X,X,X,X
OZLJSIT,X,O,X,X,X,X
OZLSTIJ,X,O,X,X,X,X
OZLSTJI,X,X,X,X,X,X
OZLSITJ,X,O,X,X,X,X
OZLSIJT,X,O,X,X,X,X
OZLSJTI,X,O,X,X,X,X
OZLSJIT,X,O,X,X,X,X
OZJTILS,X,X,X,X,X,X
OZJTISL,X,O,X,X,X,X
OZJTLIS,X,X,X,X,X,X
OZJTLSI,X,X,X,X,X,X
OZJTSIL,X,O,X,X,X,X
OZJTSLI,X,X,X,X,X,X
OZJITLS,X,X,X,X,X,X
OZJITSL,X,O,X,X,X,X
OZJILTS,X,X,X,X,X,X
OZJILST,X,X,X,X,X,X
OZJISTL,X,O,X,X,X,X
OZJISLT,X,X,X,X,X,X
OZJLTIS,X,X,X,X,X,X
OZJLTSI,X,X,X,X,X,X
OZJLITS,X,X,X,X,X,X
OZJLIST,X,X,X,X,X,X
OZJLSTI,X,X,X,X,X,X
OZJLSIT,X,X,X,X,X,X
OZJSTIL,X,O,X,X,X,X
OZJSTLI,X,X,X,X,X,X
OZJSITL,X,O,X,X,X,X
OZJSILT,X,X,X,X,X,X
OZJSLTI,X,X,X,X,X,X
OZJSLIT,X,X,X,X,X,X
OZSTILJ,X,O,X,X,X,X
OZSTIJL,X,O,X,X,X,X
OZSTLIJ,X,X,X,X,X,X
OZSTLJI,X,X,X,X,X,X
OZSTJIL,X,X,X,X,X,X
OZSTJLI,X,X,X,X,X,X
OZSITLJ,X,O,X,X,X,X
OZSITJL,X,O,X,X,X,X
OZSILTJ,X,O,X,X,X,X
OZSILJT,X,O,X,X,X,X
OZSIJTL,X,O,X,X,X,X
OZSIJLT,X,X,X,X,X,X
OZSLTIJ,X,O,X,X,X,X
OZSLTJI,X,X,X,X,X,X
OZSLITJ,X,O,X,X,X,X
OZSLIJT,X,O,X,X,X,X
OZSLJTI,X,O,X,X,X,X
OZSLJIT,X,O,X,X,X,X
OZSJTIL,X,O,X,X,X,X
OZSJTLI,X,X,X,X,X,X
OZSJITL,X,O,X,X,X,X
OZSJILT,X,X,X,X,X,X
OZSJLTI,X,X,X,X,X,X
OZSJLIT,X,X,X,X,X,X
