sequence,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhF6gBxcBXeBemBzh?BFsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFxbBOiBXeBqlBTh?BFsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFlbBXeB6mBZnBzq?BGsB,v115@9gA8HeD8DeF8EeH8AeC8Jel6IvhFUcBXeB6lBZnBTr?BGsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFehBXeBzhB6lBxr?BFsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFVhBXeBZnB6qBTr?BGsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFTcBFeBRmB6lB/n?BmrB,v115@9gA8HeD8DeF8EeH8AeC8Jex6IvhFTcBFeBUmBasB/s?BGqB
LISJOZT,X,O,X,O,O,X,X,X
LISZTJO,X,O,X,X,X,X,X,O
LISZTOJ,X,O,X,O,X,X,X,O
LISZJTO,X,O,X,X,X,X,X,O
LISZJOT,X,O,X,X,O,X,X,O
LISZOTJ,X,O,O,O,X,O,X,O
LISZOJT,X,O,O,O,O,X,X,O
LISOTJZ,X,O,O,O,X,X,X,X
LISOTZJ,X,O,O,O,X,O,X,X
LISOJTZ,X,O,O,O,O,X,X,X
LISOJZT,X,O,O,O,O,X,X,X
LISOZTJ,X,O,O,O,X,O,X,X
LISOZJT,X,O,O,O,O,X,X,X
LIZTJSO,X,O,X,X,X,X,X,X
LIZTJOS,X,O,X,X,X,X,X,X
LIZTSJO,X,O,X,X,X,X,X,O
LIZTSOJ,X,O,X,O,X,X,X,O
LIZTOJS,X,O,X,O,X,X,X,X
LIZTOSJ,X,O,X,O,X,X,X,O
LIZJTSO,X,O,X,X,X,X,X,O
LIZJTOS,X,O,X,X,X,X,X,O
LIZJSTO,X,O,X,X,X,X,X,O
LIZJSOT,X,O,X,X,O,X,X,O
LIZJOTS,X,X,X,X,O,X,X,O
LIZJOST,X,X,X,X,O,X,X,O
LIZSTJO,X,O,X,X,X,X,X,O
LIZSTOJ,X,O,X,O,X,X,X,O
LIZSJTO,X,O,X,X,X,X,X,O
LIZSJOT,X,O,X,X,O,X,X,O
LIZSOTJ,X,O,O,O,X,O,X,O
LIZSOJT,X,O,O,O,O,X,X,O
LIZOTJS,X,O,O,O,X,X,X,X
LIZOTSJ,X,O,O,O,X,O,X,O
LIZOJTS,X,X,O,O,O,X,X,O
LIZOJST,X,O,O,O,O,X,X,O
LIZOSTJ,X,O,O,O,X,O,X,O
LIZOSJT,X,O,O,O,O,X,X,O
LIOTJSZ,X,O,O,O,X,X,X,X
LIOTJZS,X,O,O,O,X,X,X,X
LIOTSJZ,X,O,O,O,X,X,X,X
LIOTSZJ,X,O,O,O,X,O,X,X
LIOTZJS,X,O,O,O,X,X,X,X
LIOTZSJ,X,O,O,O,X,O,X,X
LIOJTSZ,X,X,O,O,O,X,X,X
LIOJTZS,X,X,O,O,O,X,X,X
LIOJSTZ,X,O,O,O,O,X,X,X
LIOJSZT,X,O,O,O,O,X,X,X
LIOJZTS,X,X,O,O,O,X,X,X
LIOJZST,X,O,O,O,O,X,X,X
LIOSTJZ,X,O,O,O,X,X,X,X
LIOSTZJ,X,O,O,O,X,O,X,X
LIOSJTZ,X,O,O,O,O,X,X,X
LIOSJZT,X,O,O,O,O,X,X,X
LIOSZTJ,X,O,O,O,X,O,X,X
LIOSZJT,X,O,O,O,O,X,X,X
LIOZTJS,X,O,O,O,X,X,X,X
LIOZTSJ,X,O,O,O,X,O,X,O
LIOZJTS,X,X,O,O,O,X,X,X
LIOZJST,X,O,O,O,O,X,X,O
LIOZSTJ,X,O,O,O,X,O,X,O
LIOZSJT,X,O,O,O,O,X,X,O
LJTISZO,O,O,X,X,X,X,X,X
LJTISOZ,O,O,X,O,X,X,X,X
LJTIZSO,O,O,X,X,X,X,X,X
LJTIZOS,O,O,X,X,X,X,X,X
LJTIOSZ,O,O,X,O,X,X,X,X
LJTIOZS,O,O,X,O,X,X,X,X
LJTSIZO,O,O,X,X,X,X,X,X
LJTSIOZ,O,O,X,O,X,X,X,X
LJTSZIO,O,O,X,X,X,X,X,X
LJTSZOI,O,O,X,X,X,X,X,X
LJTSOIZ,O,O,X,O,X,X,X,X
LJTSOZI,O,O,X,O,X,X,X,X
LJTZISO,O,O,X,X,X,X,X,X
LJTZIOS,O,O,X,X,X,X,X,X
LJTZSIO,O,O,X,X,X,X,X,X
LJTZSOI,O,O,X,X,X,X,X,X
LJTZOIS,O,O,X,X,X,X,X,X
LJTZOSI,O,O,X,X,X,X,X,X
LJTOISZ,O,O,X,O,X,X,X,X
LJTOIZS,O,O,X,O,X,X,X,X
LJTOSIZ,O,O,X,O,X,X,X,X
LJTOSZI,O,O,X,O,X,X,X,X
LJTOZIS,O,O,X,O,X,X,X,X
LJTOZSI,O,O,X,O,X,X,X,X
LJITSZO,O,O,X,X,X,X,O,X
LJITSOZ,O,O,X,O,X,X,O,X
LJITZSO,O,O,X,X,X,X,O,X
LJITZOS,O,O,X,X,X,X,O,X
LJITOSZ,O,O,X,O,X,X,O,X
LJITOZS,O,O,X,O,X,X,O,X
LJISTZO,O,O,X,X,X,X,O,X
LJISTOZ,O,X,X,O,X,X,O,X
LJISZTO,O,O,X,X,X,X,O,X
LJISZOT,O,O,X,X,X,X,O,X
LJISOTZ,X,X,X,O,X,X,O,X
LJISOZT,O,O,X,O,X,X,O,X
LJIZTSO,O,O,X,X,X,X,O,X
LJIZTOS,O,O,X,X,X,X,O,X
LJIZSTO,O,O,X,X,X,X,O,O
LJIZSOT,O,O,X,X,X,X,O,O
LJIZOTS,X,X,X,X,X,X,O,X
LJIZOST,O,X,X,X,X,X,O,O
LJIOTSZ,X,X,X,O,X,X,O,X
LJIOTZS,X,X,X,O,X,X,O,X
LJIOSTZ,X,X,X,O,X,X,O,X
LJIOSZT,O,X,X,O,X,X,O,X
LJIOZTS,X,X,X,O,X,X,O,X
LJIOZST,O,X,X,O,X,X,O,X
LJSTIZO,O,O,X,X,X,X,X,X
LJSTIOZ,O,O,X,O,X,X,X,X
LJSTZIO,O,O,X,X,X,X,X,X
LJSTZOI,O,O,X,X,X,X,X,X
LJSTOIZ,O,O,X,O,X,X,X,X
LJSTOZI,O,O,X,O,X,X,X,X
LJSITZO,O,O,X,X,X,X,X,X
LJSITOZ,O,X,X,O,X,X,X,X
LJSIZTO,O,O,X,X,X,X,X,X
LJSIZOT,O,O,X,X,X,X,X,X
LJSIOTZ,X,O,X,O,X,X,X,X
LJSIOZT,O,O,X,O,X,X,X,X
LJSZTIO,O,O,X,X,X,X,X,X
LJSZTOI,O,O,X,X,X,X,X,X
LJSZITO,O,O,X,X,X,X,X,X
LJSZIOT,O,O,X,X,X,X,X,X
LJSZOTI,O,O,X,X,X,X,X,X
LJSZOIT,O,O,X,X,X,X,X,X
LJSOTIZ,O,O,X,O,X,X,X,X
LJSOTZI,O,O,X,O,X,X,X,X
LJSOITZ,X,O,X,O,X,X,X,X
LJSOIZT,O,O,X,O,X,X,X,X
LJSOZTI,O,O,X,O,X,X,X,X
LJSOZIT,O,O,X,O,X,X,X,X
LJZTISO,O,O,X,X,X,X,X,O
LJZTIOS,O,O,X,X,X,X,X,O
LJZTSIO,O,O,X,X,X,X,X,O
LJZTSOI,O,O,X,X,X,X,X,O
LJZTOIS,O,O,X,X,X,X,X,O
LJZTOSI,O,O,X,X,X,X,X,O
LJZITSO,O,O,X,X,X,X,O,O
LJZITOS,O,O,X,X,X,X,O,O
LJZISTO,O,O,X,X,X,X,O,O
LJZISOT,O,O,X,X,X,X,O,O
LJZIOTS,X,X,X,X,X,X,O,O
LJZIOST,O,X,X,X,X,X,O,O
LJZSTIO,O,O,X,X,X,X,X,O
LJZSTOI,O,O,X,X,X,X,X,O
LJZSITO,O,O,X,X,X,X,X,O
LJZSIOT,O,O,X,X,X,X,X,O
LJZSOTI,O,O,X,X,X,X,X,O
LJZSOIT,O,O,X,X,X,X,X,O
LJZOTIS,O,X,X,X,X,X,X,O
LJZOTSI,O,X,X,X,X,X,X,O
LJZOITS,X,X,X,X,X,X,X,O
LJZOIST,O,O,X,X,X,X,X,O
LJZOSTI,O,O,X,X,X,X,X,O
LJZOSIT,O,O,X,X,X,X,X,O
LJOTISZ,O,X,X,O,X,X,X,X
LJOTIZS,O,X,X,O,X,X,X,X
LJOTSIZ,O,X,X,O,X,X,X,X
LJOTSZI,O,X,X,O,X,X,X,X
LJOTZIS,O,X,X,O,X,X,X,X
LJOTZSI,O,X,X,O,X,X,X,X
LJOITSZ,X,X,X,O,X,X,X,X
LJOITZS,X,X,X,O,X,X,X,X
LJOISTZ,X,O,X,O,X,X,X,X
LJOISZT,O,O,X,O,X,X,X,X
LJOIZTS,X,X,X,O,X,X,X,X
LJOIZST,O,O,X,O,X,X,X,X
LJOSTIZ,O,O,X,O,X,X,X,X
LJOSTZI,O,O,X,O,X,X,X,X
LJOSITZ,X,O,X,O,X,X,X,X
LJOSIZT,O,O,X,O,X,X,X,X
LJOSZTI,O,O,X,O,X,X,X,X
LJOSZIT,O,O,X,O,X,X,X,X
LJOZTIS,O,X,X,O,X,X,X,X
LJOZTSI,O,X,X,O,X,X,X,X
LJOZITS,X,X,X,O,X,X,X,X
LJOZIST,O,O,X,O,X,X,X,X
LJOZSTI,O,O,X,O,X,X,X,X
LJOZSIT,O,O,X,O,X,X,X,X
LSTIJZO,O,O,X,X,X,X,X,X
LSTIJOZ,O,O,X,O,X,X,X,X
LSTIZJO,O,O,X,X,X,X,X,X
LSTIZOJ,O,O,X,O,X,X,X,X
LSTIOJZ,X,O,X,O,X,X,X,X
LSTIOZJ,X,O,X,O,X,X,X,X
LSTJIZO,O,O,X,X,X,X,X,X
LSTJIOZ,O,O,X,O,X,X,X,X
LSTJZIO,O,O,X,X,X,X,X,X
LSTJZOI,O,O,X,X,X,X,X,X
LSTJOIZ,O,O,X,O,X,X,X,X
LSTJOZI,O,O,X,O,X,X,X,X
LSTZIJO,O,O,X,X,X,X,X,X
LSTZIOJ,O,O,X,O,X,X,X,X
LSTZJIO,O,O,X,X,X,X,X,X
LSTZJOI,O,O,X,X,X,X,X,X
LSTZOIJ,O,O,X,O,X,X,X,X
LSTZOJI,O,O,X,O,X,X,X,X
LSTOIJZ,X,O,X,O,X,X,X,X
LSTOIZJ,X,O,X,O,X,X,X,X
LSTOJIZ,O,O,X,O,X,X,X,X
LSTOJZI,O,O,X,O,X,X,X,X
LSTOZIJ,X,O,X,O,X,X,X,X
LSTOZJI,O,O,X,O,X,X,X,X
LSITJZO,O,O,X,X,X,X,X,X
LSITJOZ,O,O,X,O,X,X,X,X
LSITZJO,O,O,X,X,X,X,X,X
LSITZOJ,O,O,X,O,X,X,X,X
LSITOJZ,X,O,X,O,X,X,X,X
LSITOZJ,X,O,X,O,X,X,X,X
LSIJTZO,O,O,X,X,X,X,X,X
LSIJTOZ,X,X,X,O,X,X,X,X
LSIJZTO,O,O,X,X,X,X,X,X
LSIJZOT,O,O,X,X,O,X,X,X
LSIJOTZ,X,O,X,O,O,X,X,X
LSIJOZT,O,O,X,O,O,X,X,X
LSIZTJO,O,O,X,X,X,X,X,O
LSIZTOJ,O,O,X,O,X,X,X,O
LSIZJTO,O,O,X,X,X,X,X,O
LSIZJOT,O,O,X,X,O,X,X,O
LSIZOTJ,O,O,O,O,X,O,X,O
LSIZOJT,O,O,O,O,O,X,X,O
LSIOTJZ,X,O,O,O,X,X,X,X
LSIOTZJ,X,O,O,O,X,O,X,X
LSIOJTZ,X,O,O,O,O,X,X,X
LSIOJZT,X,O,O,O,O,X,X,X
LSIOZTJ,X,O,O,O,X,O,X,X
LSIOZJT,X,O,O,O,O,X,X,X
LSJTIZO,O,O,X,X,X,X,X,X
LSJTIOZ,O,O,X,O,X,X,X,X
LSJTZIO,O,O,X,X,X,X,X,X
LSJTZOI,O,O,X,X,X,X,X,X
LSJTOIZ,O,O,X,O,X,X,X,X
LSJTOZI,O,O,X,O,X,X,X,X
LSJITZO,O,O,X,X,X,X,X,X
LSJITOZ,O,X,X,O,X,X,X,X
LSJIZTO,O,O,X,X,X,X,X,X
LSJIZOT,O,O,X,X,X,X,X,X
LSJIOTZ,X,O,X,O,X,X,X,X
LSJIOZT,O,O,X,O,X,X,X,X
LSJZTIO,O,O,X,X,X,X,X,X
LSJZTOI,O,O,X,X,X,X,X,X
LSJZITO,O,O,X,X,X,X,X,X
LSJZIOT,O,O,X,X,X,X,X,X
LSJZOTI,O,O,X,X,X,X,X,X
LSJZOIT,O,O,X,X,X,X,X,X
LSJOTIZ,O,O,X,O,X,X,X,X
LSJOTZI,O,O,X,O,X,X,X,X
LSJOITZ,X,O,X,O,X,X,X,X
LSJOIZT,O,O,X,O,X,X,X,X
LSJOZTI,O,O,X,O,X,X,X,X
LSJOZIT,O,O,X,O,X,X,X,X
LSZTIJO,O,O,X,X,X,X,X,O
LSZTIOJ,O,O,X,O,X,X,X,O
LSZTJIO,O,O,X,X,X,X,X,O
LSZTJOI,O,O,X,X,X,X,X,O
LSZTOIJ,O,O,O,O,X,X,X,O
LSZTOJI,O,O,O,O,X,X,X,O
LSZITJO,O,O,X,X,X,X,X,O
LSZITOJ,O,O,X,O,X,X,X,O
LSZIJTO,O,O,X,X,X,X,X,O
LSZIJOT,O,O,X,X,O,X,X,O
LSZIOTJ,O,O,O,O,X,O,X,O
LSZIOJT,O,O,O,O,O,X,X,O
LSZJTIO,O,O,X,X,X,X,X,O
LSZJTOI,O,O,X,X,X,X,X,O
LSZJITO,O,O,X,X,X,X,X,O
LSZJIOT,O,O,X,X,X,X,X,O
LSZJOTI,O,O,X,X,X,X,X,O
LSZJOIT,O,O,X,X,X,X,X,O
LSZOTIJ,O,O,O,O,X,O,X,O
LSZOTJI,O,O,O,O,X,X,X,O
LSZOITJ,O,O,O,O,X,O,X,O
LSZOIJT,O,O,O,O,X,X,X,O
LSZOJTI,O,O,O,O,X,X,X,O
LSZOJIT,O,O,O,O,X,X,X,O
LSOTIJZ,X,O,O,O,X,X,X,X
LSOTIZJ,X,O,O,O,X,O,X,X
LSOTJIZ,X,O,O,O,X,X,X,X
LSOTJZI,X,O,O,O,X,X,X,X
LSOTZIJ,X,O,O,O,X,O,X,X
LSOTZJI,X,O,O,O,X,X,X,X
LSOITJZ,X,O,O,O,X,X,X,X
LSOITZJ,X,O,O,O,X,O,X,X
LSOIJTZ,X,O,O,O,X,X,X,X
LSOIJZT,X,O,O,O,X,X,X,X
LSOIZTJ,X,O,O,O,X,O,X,X
LSOIZJT,X,O,O,O,X,X,X,X
LSOJTIZ,X,O,O,O,X,X,X,X
LSOJTZI,X,O,O,O,X,X,X,X
LSOJITZ,X,O,O,O,X,X,X,X
LSOJIZT,X,O,O,O,X,X,X,X
LSOJZTI,X,O,O,O,X,X,X,X
LSOJZIT,X,O,O,O,X,X,X,X
LSOZTIJ,X,O,O,O,X,O,X,X
LSOZTJI,X,O,O,O,X,X,X,X
LSOZITJ,X,O,O,O,X,O,X,X
LSOZIJT,X,O,O,O,X,X,X,X
LSOZJTI,X,O,O,O,X,X,X,X
LSOZJIT,X,O,O,O,X,X,X,X
LZTIJSO,O,O,X,X,X,X,X,X
LZTIJOS,O,O,X,X,X,X,X,X
LZTISJO,O,O,X,X,X,X,X,O
LZTISOJ,O,O,X,O,X,X,X,O
LZTIOJS,X,O,X,O,X,X,X,X
LZTIOSJ,X,O,X,O,X,X,X,O
LZTJISO,O,O,X,X,X,X,X,O
LZTJIOS,O,O,X,X,X,X,X,O
LZTJSIO,O,O,X,X,X,X,X,O
LZTJSOI,O,O,X,X,X,X,X,O
LZTJOIS,O,O,X,X,X,X,X,O
LZTJOSI,O,O,X,X,X,X,X,O
LZTSIJO,O,O,X,X,X,X,X,O
LZTSIOJ,O,O,X,O,X,X,X,O
LZTSJIO,O,O,X,X,X,X,X,O
LZTSJOI,O,O,X,X,X,X,X,O
LZTSOIJ,O,O,O,O,X,X,X,O
LZTSOJI,O,O,O,O,X,X,X,O
LZTOIJS,X,O,O,O,X,X,X,X
LZTOISJ,X,O,O,O,X,X,X,O
LZTOJIS,O,O,O,O,X,X,X,O
LZTOJSI,O,O,O,O,X,X,X,O
LZTOSIJ,O,O,O,O,X,X,X,O
LZTOSJI,O,O,O,O,X,X,X,O
LZITJSO,O,O,X,X,X,X,X,X
LZITJOS,O,O,X,X,X,X,X,X
LZITSJO,O,O,X,X,X,X,X,O
LZITSOJ,O,O,X,O,X,X,X,O
LZITOJS,X,O,X,O,X,X,X,X
LZITOSJ,X,O,X,O,X,X,X,O
LZIJTSO,O,O,X,X,X,X,X,O
LZIJTOS,O,O,X,X,X,X,X,O
LZIJSTO,O,O,X,X,X,X,X,O
LZIJSOT,O,O,X,X,O,X,X,O
LZIJOTS,X,X,X,X,O,X,X,O
LZIJOST,O,X,X,X,O,X,X,O
LZISTJO,O,O,X,X,X,X,X,O
LZISTOJ,O,O,X,O,X,X,X,O
LZISJTO,O,O,X,X,X,X,X,O
LZISJOT,O,O,X,X,O,X,X,O
LZISOTJ,O,O,O,O,X,O,X,O
LZISOJT,O,O,O,O,O,X,X,O
LZIOTJS,X,O,O,O,X,X,X,X
LZIOTSJ,X,O,O,O,X,O,X,O
LZIOJTS,X,X,O,O,O,X,X,O
LZIOJST,X,O,O,O,O,X,X,O
LZIOSTJ,X,O,O,O,X,O,X,O
LZIOSJT,X,O,O,O,O,X,X,O
LZJTISO,O,O,X,X,X,X,X,O
LZJTIOS,O,O,X,X,X,X,X,O
LZJTSIO,O,O,X,X,X,X,X,O
LZJTSOI,O,O,X,X,X,X,X,O
LZJTOIS,O,O,X,X,X,X,X,O
LZJTOSI,O,O,X,X,X,X,X,O
LZJITSO,O,O,X,X,X,X,O,O
LZJITOS,O,O,X,X,X,X,O,O
LZJISTO,O,O,X,X,X,X,O,O
LZJISOT,O,O,X,X,X,X,O,O
LZJIOTS,X,X,X,X,X,X,O,O
LZJIOST,O,X,X,X,X,X,O,O
LZJSTIO,O,O,X,X,X,X,X,O
LZJSTOI,O,O,X,X,X,X,X,O
LZJSITO,O,O,X,X,X,X,X,O
LZJSIOT,O,O,X,X,X,X,X,O
LZJSOTI,O,O,X,X,X,X,X,O
LZJSOIT,O,O,X,X,X,X,X,O
LZJOTIS,O,X,X,X,X,X,X,O
LZJOTSI,O,X,X,X,X,X,X,O
LZJOITS,X,X,X,X,X,X,X,O
LZJOIST,O,O,X,X,X,X,X,O
LZJOSTI,O,O,X,X,X,X,X,O
LZJOSIT,O,O,X,X,X,X,X,O
LZSTIJO,O,O,X,X,X,X,X,O
LZSTIOJ,O,O,X,O,X,X,X,O
LZSTJIO,O,O,X,X,X,X,X,O
LZSTJOI,O,O,X,X,X,X,X,O
LZSTOIJ,O,O,O,O,X,X,X,O
LZSTOJI,O,O,O,O,X,X,X,O
LZSITJO,O,O,X,X,X,X,X,O
LZSITOJ,O,O,X,O,X,X,X,O
LZSIJTO,O,O,X,X,X,X,X,O
LZSIJOT,O,O,X,X,O,X,X,O
LZSIOTJ,O,O,O,O,X,O,X,O
LZSIOJT,O,O,O,O,O,X,X,O
LZSJTIO,O,O,X,X,X,X,X,O
LZSJTOI,O,O,X,X,X,X,X,O
LZSJITO,O,O,X,X,X,X,X,O
LZSJIOT,O,O,X,X,X,X,X,O
LZSJOTI,O,O,X,X,X,X,X,O
LZSJOIT,O,O,X,X,X,X,X,O
LZSOTIJ,O,O,O,O,X,O,X,O
LZSOTJI,O,O,O,O,X,X,X,O
LZSOITJ,O,O,O,O,X,O,X,O
LZSOIJT,O,O,O,O,X,X,X,O
LZSOJTI,O,O,O,O,X,X,X,O
LZSOJIT,O,O,O,O,X,X,X,O
LZOTIJS,X,O,O,O,X,X,X,X
LZOTISJ,X,O,O,O,X,O,X,O
LZOTJIS,O,O,O,O,X,X,X,O
LZOTJSI,O,O,O,O,X,X,X,O
LZOTSIJ,O,O,O,O,X,O,X,O
LZOTSJI,O,O,O,O,X,X,X,O
LZOITJS,X,O,O,O,X,X,X,X
LZOITSJ,X,O,O,O,X,O,X,O
LZOIJTS,X,X,O,O,X,X,X,O
LZOIJST,X,O,O,O,X,X,X,O
LZOISTJ,X,O,O,O,X,O,X,O
LZOISJT,X,O,O,O,X,X,X,O
LZOJTIS,O,X,O,O,X,X,X,O
LZOJTSI,O,X,O,O,X,X,X,O
LZOJITS,X,X,O,O,X,X,X,O
LZOJIST,O,O,O,O,X,X,X,O
LZOJSTI,O,O,O,O,X,X,X,O
LZOJSIT,O,O,O,O,X,X,X,O
LZOSTIJ,O,O,O,O,X,O,X,O
LZOSTJI,O,O,O,O,X,X,X,O
LZOSITJ,O,O,O,O,X,O,X,O
LZOSIJT,O,O,O,O,X,X,X,O
LZOSJTI,O,O,O,O,X,X,X,O
LZOSJIT,O,O,O,O,X,X,X,O
LOTIJSZ,X,O,O,O,X,X,X,X
LOTIJZS,X,O,O,O,X,X,X,X
LOTISJZ,X,O,O,O,X,X,X,X
LOTISZJ,X,O,O,O,X,O,X,X
LOTIZJS,X,O,O,O,X,X,X,X
LOTIZSJ,X,O,O,O,X,O,X,X
LOTJISZ,X,O,O,O,X,X,X,X
LOTJIZS,X,O,O,O,X,X,X,X
LOTJSIZ,X,O,O,O,X,X,X,X
LOTJSZI,X,O,O,O,X,X,X,X
LOTJZIS,X,O,O,O,X,X,X,X
LOTJZSI,X,O,O,O,X,X,X,X
LOTSIJZ,X,O,O,O,X,X,X,X
LOTSIZJ,X,O,O,O,X,O,X,X
LOTSJIZ,X,O,O,O,X,X,X,X
LOTSJZI,X,O,O,O,X,X,X,X
LOTSZIJ,X,O,O,O,X,O,X,X
LOTSZJI,X,O,O,O,X,X,X,X
LOTZIJS,X,O,O,O,X,X,X,X
LOTZISJ,X,O,O,O,X,O,X,X
LOTZJIS,X,O,O,O,X,X,X,X
LOTZJSI,X,O,O,O,X,X,X,X
LOTZSIJ,X,O,O,O,X,O,X,X
LOTZSJI,X,O,O,O,X,X,X,X
LOITJSZ,X,O,O,O,X,X,X,X
LOITJZS,X,O,O,O,X,X,X,X
LOITSJZ,X,O,O,O,X,X,X,X
LOITSZJ,X,O,O,O,X,O,X,X
LOITZJS,X,O,O,O,X,X,X,X
LOITZSJ,X,O,O,O,X,O,X,X
LOIJTSZ,X,X,O,O,X,X,X,X
LOIJTZS,X,X,O,O,X,X,X,X
LOIJSTZ,X,O,O,O,X,X,X,X
LOIJSZT,X,O,O,O,X,X,X,X
LOIJZTS,X,X,O,O,X,X,X,X
LOIJZST,X,O,O,O,X,X,X,X
LOISTJZ,X,O,O,O,X,X,X,X
LOISTZJ,X,O,O,O,X,O,X,X
LOISJTZ,X,O,O,O,X,X,X,X
LOISJZT,X,O,O,O,X,X,X,X
LOISZTJ,X,O,O,O,X,O,X,X
LOISZJT,X,O,O,O,X,X,X,X
LOIZTJS,X,O,O,O,X,X,X,X
LOIZTSJ,X,O,O,O,X,O,X,O
LOIZJTS,X,X,O,O,X,X,X,X
LOIZJST,X,O,O,O,X,X,X,O
LOIZSTJ,X,O,O,O,X,O,X,O
LOIZSJT,X,O,O,O,X,X,X,O
LOJTISZ,X,X,O,O,X,X,X,X
LOJTIZS,X,X,O,O,X,X,X,X
LOJTSIZ,X,X,O,O,X,X,X,X
LOJTSZI,X,X,O,O,X,X,X,X
LOJTZIS,X,X,O,O,X,X,X,X
LOJTZSI,X,X,O,O,X,X,X,X
LOJITSZ,X,X,O,O,X,X,X,X
LOJITZS,X,X,O,O,X,X,X,X
LOJISTZ,X,O,O,O,X,X,X,X
LOJISZT,X,O,O,O,X,X,X,X
LOJIZTS,X,X,O,O,X,X,X,X
LOJIZST,X,O,O,O,X,X,X,X
LOJSTIZ,X,O,O,O,X,X,X,X
LOJSTZI,X,O,O,O,X,X,X,X
LOJSITZ,X,O,O,O,X,X,X,X
LOJSIZT,X,O,O,O,X,X,X,X
LOJSZTI,X,O,O,O,X,X,X,X
LOJSZIT,X,O,O,O,X,X,X,X
LOJZTIS,X,X,O,O,X,X,X,X
LOJZTSI,X,X,O,O,X,X,X,X
LOJZITS,X,X,O,O,X,X,X,X
LOJZIST,X,O,O,O,X,X,X,X
LOJZSTI,X,O,O,O,X,X,X,X
LOJZSIT,X,O,O,O,X,X,X,X
LOSTIJZ,X,O,O,O,X,X,X,X
LOSTIZJ,X,O,O,O,X,O,X,X
LOSTJIZ,X,O,O,O,X,X,X,X
LOSTJZI,X,O,O,O,X,X,X,X
LOSTZIJ,X,O,O,O,X,O,X,X
LOSTZJI,X,O,O,O,X,X,X,X
LOSITJZ,X,O,O,O,X,X,X,X
LOSITZJ,X,O,O,O,X,O,X,X
LOSIJTZ,X,O,O,O,X,X,X,X
LOSIJZT,X,O,O,O,X,X,X,X
LOSIZTJ,X,O,O,O,X,O,X,X
LOSIZJT,X,O,O,O,X,X,X,X
LOSJTIZ,X,O,O,O,X,X,X,X
LOSJTZI,X,O,O,O,X,X,X,X
LOSJITZ,X,O,O,O,X,X,X,X
LOSJIZT,X,O,O,O,X,X,X,X
LOSJZTI,X,O,O,O,X,X,X,X
LOSJZIT,X,O,O,O,X,X,X,X
LOSZTIJ,X,O,O,O,X,O,X,X
LOSZTJI,X,O,O,O,X,X,X,X
LOSZITJ,X,O,O,O,X,O,X,X
LOSZIJT,X,O,O,O,X,X,X,X
LOSZJTI,X,O,O,O,X,X,X,X
LOSZJIT,X,O,O,O,X,X,X,X
LOZTIJS,X,O,O,O,X,X,X,X
LOZTISJ,X,O,O,O,X,O,X,O
LOZTJIS,X,O,O,O,X,X,X,O
LOZTJSI,X,O,O,O,X,X,X,O
LOZTSIJ,X,O,O,O,X,O,X,O
LOZTSJI,X,O,O,O,X,X,X,O
LOZITJS,X,O,O,O,X,X,X,X
LOZITSJ,X,O,O,O,X,O,X,O
LOZIJTS,X,X,O,O,X,X,X,O
LOZIJST,X,O,O,O,X,X,X,O
LOZISTJ,X,O,O,O,X,O,X,O
LOZISJT,X,O,O,O,X,X,X,O
LOZJTIS,X,X,O,O,X,X,X,O
LOZJTSI,X,X,O,O,X,X,X,O
LOZJITS,X,X,O,O,X,X,X,O
LOZJIST,X,O,O,O,X,X,X,O
LOZJSTI,X,O,O,O,X,X,X,O
LOZJSIT,X,O,O,O,X,X,X,O
LOZSTIJ,X,O,O,O,X,O,X,O
LOZSTJI,X,O,O,O,X,X,X,O
LOZSITJ,X,O,O,O,X,O,X,O
LOZSIJT,X,O,O,O,X,X,X,O
LOZSJTI,X,O,O,O,X,X,X,O
LOZSJIT,X,O,O,O,X,X,X,O
JTILSZO,O,O,X,X,X,X,O,X
JTILSOZ,O,O,X,O,X,X,O,X
JTILZSO,O,O,X,X,X,X,O,X
JTILZOS,O,O,X,X,X,X,O,X
JTILOSZ,O,O,X,O,X,X,O,X
JTILOZS,O,O,X,O,X,X,O,X
JTISLZO,O,O,X,X,X,X,O,X
JTISLOZ,O,O,X,O,X,X,O,X
JTISZLO,O,O,X,X,X,X,O,X
JTISZOL,O,O,X,X,X,X,O,X
JTISOLZ,O,O,X,X,X,X,O,X
JTISOZL,O,X,X,X,X,X,O,X
JTIZLSO,O,O,X,X,X,X,O,X
JTIZLOS,O,O,X,X,X,X,O,X
JTIZSLO,O,O,X,X,X,X,O,X
JTIZSOL,O,O,X,X,X,X,O,X
JTIZOLS,O,X,X,X,X,X,O,X
JTIZOSL,O,O,X,X,X,X,O,X
JTIOLSZ,O,O,X,X,X,X,O,X
JTIOLZS,O,O,X,X,X,X,O,X
JTIOSLZ,O,O,X,X,X,X,O,X
JTIOSZL,O,X,X,X,X,X,O,X
JTIOZLS,O,X,X,X,X,X,O,X
JTIOZSL,O,X,X,X,X,X,O,X
JTLISZO,O,O,X,X,X,X,X,X
