sequence,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhFicB9iBfnB5oB8s?BOtB,v115@zgB8HeB8HeE8EeF8DeG8Me2AJvhFRcBCeBzhBXjB9t?B0sB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF/hBRdBcjBOnBqs?B9tB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF/hBRdBSjBNnB8s?B+tB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF2hBRdB9jBfoBUn?BSyB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF2hBXeBxsB9tBCn?B0sB,v115@zgB8HeB8HeE8EeF8DeG8Me2AJvhFRcB9iBfnB6oB8s?BTtB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhFxcB6jB0hB9sB/t?BmsB
JTZILOS,X,O,X,O,X,X,X,X
JTZISLO,X,O,X,O,X,X,O,O
JTZISOL,X,O,X,O,X,X,O,O
JTZIOLS,X,O,X,O,X,X,X,X
JTZIOSL,X,O,X,O,X,X,X,O
JTZLISO,X,O,O,O,O,X,O,X
JTZLIOS,X,O,O,O,O,X,X,X
JTZLSIO,X,O,O,O,O,X,O,X
JTZLSOI,X,O,O,O,O,X,O,X
JTZLOIS,X,O,O,O,O,X,X,X
JTZLOSI,X,O,O,O,O,X,O,X
JTZSILO,X,O,X,O,O,X,O,O
JTZSIOL,X,O,O,O,O,X,O,O
JTZSLIO,X,O,O,O,O,X,O,O
JTZSLOI,X,O,O,O,O,X,O,O
JTZSOIL,X,O,O,O,O,X,O,O
JTZSOLI,X,O,O,O,O,X,O,O
JTZOILS,X,O,X,O,X,X,X,X
JTZOISL,X,O,X,O,X,X,X,O
JTZOLIS,X,O,O,O,O,X,X,X
JTZOLSI,X,O,O,O,O,X,O,X
JTZOSIL,X,O,O,O,O,X,O,O
JTZOSLI,X,O,O,O,O,X,O,O
JTOILSZ,X,O,X,X,X,O,X,X
JTOILZS,X,O,X,X,X,O,X,X
JTOISLZ,X,O,X,X,X,O,X,X
JTOISZL,X,O,X,O,X,O,X,X
JTOIZLS,X,O,X,O,X,O,X,X
JTOIZSL,X,O,X,O,X,O,X,X
JTOLISZ,X,O,O,X,O,X,X,X
JTOLIZS,X,O,O,X,X,X,X,X
JTOLSIZ,X,O,O,X,O,X,X,X
JTOLSZI,X,O,O,O,O,X,X,X
JTOLZIS,X,O,O,O,O,X,X,X
JTOLZSI,X,O,O,O,O,X,X,X
JTOSILZ,X,O,X,X,X,X,X,X
JTOSIZL,X,O,X,O,X,X,X,X
JTOSLIZ,X,O,O,X,X,X,X,X
JTOSLZI,X,O,O,O,X,X,X,O
JTOSZIL,X,O,O,O,X,X,X,O
JTOSZLI,X,O,O,O,X,X,X,O
JTOZILS,X,O,X,O,X,X,X,X
JTOZISL,X,O,X,O,X,X,X,O
JTOZLIS,X,O,O,O,O,X,X,X
JTOZLSI,X,O,O,O,O,X,X,X
JTOZSIL,X,O,O,O,O,X,X,O
JTOZSLI,X,O,O,O,O,X,X,O
JITLSZO,X,O,X,X,X,X,X,X
JITLSOZ,X,O,X,X,X,O,X,X
JITLZSO,X,O,X,X,X,O,X,X
JITLZOS,X,O,X,X,X,O,X,X
JITLOSZ,X,O,X,X,X,O,X,X
JITLOZS,X,O,X,X,X,O,X,X
JITSLZO,X,O,X,X,X,X,O,X
JITSLOZ,X,O,X,X,X,O,X,X
JITSZLO,X,O,X,O,X,O,O,X
JITSZOL,X,O,X,O,X,O,O,X
JITSOLZ,X,O,X,X,X,O,X,X
JITSOZL,X,O,X,O,X,O,O,X
JITZLSO,X,O,X,O,X,O,X,X
JITZLOS,X,O,X,O,X,O,X,X
JITZSLO,X,O,X,O,X,O,O,X
JITZSOL,X,O,X,O,X,O,O,X
JITZOLS,X,O,X,O,X,O,X,X
JITZOSL,X,O,X,O,X,O,X,X
JITOLSZ,X,O,X,X,X,O,X,X
JITOLZS,X,O,X,X,X,O,X,X
JITOSLZ,X,O,X,X,X,O,X,X
JITOSZL,X,O,X,O,X,O,X,X
JITOZLS,X,O,X,O,X,O,X,X
JITOZSL,X,O,X,O,X,O,X,X
JILTSZO,X,O,O,X,O,X,X,X
JILTSOZ,X,O,O,X,O,O,X,X
JILTZSO,X,O,O,X,X,O,X,X
JILTZOS,X,O,O,X,X,O,X,X
JILTOSZ,X,O,O,X,O,O,X,X
JILTOZS,X,O,O,X,X,O,X,X
JILSTZO,X,X,O,X,O,X,O,X
JILSTOZ,X,X,O,X,O,X,X,X
JILSZTO,O,X,X,X,X,X,O,X
JILSZOT,O,X,X,X,X,X,X,X
JILSOTZ,X,X,O,X,O,X,X,X
JILSOZT,O,X,X,X,X,X,X,X
JILZTSO,X,O,X,O,O,O,X,X
JILZTOS,X,O,X,O,O,O,X,X
JILZSTO,O,X,X,X,O,X,O,X
JILZSOT,O,X,X,X,O,X,X,X
JILZOTS,X,O,X,O,O,O,X,X
JILZOST,O,X,X,X,O,X,X,X
JILOTSZ,X,O,O,X,O,O,X,X
JILOTZS,X,O,O,X,X,O,X,X
JILOSTZ,X,X,O,X,O,X,X,X
JILOSZT,O,X,X,X,X,X,X,X
JILOZTS,X,O,X,O,O,O,X,X
JILOZST,O,X,X,X,O,X,X,X
JISTLZO,X,O,X,X,X,X,O,X
JISTLOZ,X,O,X,X,X,O,X,X
JISTZLO,X,O,X,O,X,O,O,X
JISTZOL,X,O,X,O,X,O,O,X
JISTOLZ,X,O,X,X,X,O,X,X
JISTOZL,X,O,X,O,X,O,O,X
JISLTZO,X,X,O,X,X,X,O,X
JISLTOZ,X,X,O,X,X,X,X,X
JISLZTO,O,X,X,X,X,X,O,X
JISLZOT,O,X,X,X,X,X,X,X
JISLOTZ,X,X,O,X,X,X,X,X
JISLOZT,O,X,X,X,X,X,X,X
JISZTLO,O,O,X,O,X,O,O,X
JISZTOL,O,O,X,O,X,O,O,X
JISZLTO,O,X,X,X,X,X,O,X
JISZLOT,O,X,X,X,X,X,X,X
JISZOTL,O,O,X,O,X,O,O,X
JISZOLT,O,X,X,X,X,X,X,X
JISOTLZ,X,O,X,X,X,O,X,X
JISOTZL,X,O,X,O,X,O,O,X
JISOLTZ,X,X,O,X,X,X,X,X
JISOLZT,O,X,X,X,X,X,X,X
JISOZTL,O,O,X,O,X,O,O,X
JISOZLT,O,X,X,X,X,X,X,X
JIZTLSO,X,O,X,O,X,O,O,X
JIZTLOS,X,O,X,O,X,O,X,X
JIZTSLO,O,O,X,O,X,O,O,X
JIZTSOL,O,O,X,O,X,O,O,X
JIZTOLS,X,O,X,O,X,O,X,X
JIZTOSL,O,O,X,O,X,O,X,X
JIZLTSO,X,O,X,O,O,O,O,X
JIZLTOS,X,O,X,O,O,O,X,X
JIZLSTO,O,X,X,X,O,X,O,X
JIZLSOT,O,X,X,X,O,X,X,X
JIZLOTS,X,O,X,O,O,O,X,X
JIZLOST,O,X,X,X,O,X,X,X
JIZSTLO,O,O,X,O,O,O,O,X
JIZSTOL,O,O,X,O,O,O,O,X
JIZSLTO,O,X,X,X,X,X,O,X
JIZSLOT,O,X,X,X,X,X,X,X
JIZSOTL,O,O,X,O,O,O,O,X
JIZSOLT,O,X,X,X,X,X,X,X
JIZOTLS,X,O,X,O,X,O,X,X
JIZOTSL,O,O,X,O,X,O,X,X
JIZOLTS,X,O,X,O,O,O,X,X
JIZOLST,O,X,X,X,O,X,X,X
JIZOSTL,O,O,X,O,O,O,O,X
JIZOSLT,O,X,X,X,X,X,X,X
JIOTLSZ,X,O,X,X,X,O,X,X
JIOTLZS,X,O,X,X,X,O,X,X
JIOTSLZ,X,O,X,X,X,O,X,X
JIOTSZL,X,O,X,O,X,O,X,X
JIOTZLS,X,O,X,O,X,O,X,X
JIOTZSL,X,O,X,O,X,O,X,X
JIOLTSZ,X,O,O,X,O,O,X,X
JIOLTZS,X,O,O,X,X,O,X,X
JIOLSTZ,X,X,O,X,O,X,X,X
JIOLSZT,O,X,X,X,X,X,X,X
JIOLZTS,X,O,X,O,O,O,X,X
JIOLZST,O,X,X,X,O,X,X,X
JIOSTLZ,X,O,X,X,X,O,X,X
JIOSTZL,X,O,X,O,X,O,O,X
JIOSLTZ,X,X,O,X,X,X,X,X
JIOSLZT,O,X,X,X,X,X,X,X
JIOSZTL,O,O,X,O,X,O,O,X
JIOSZLT,O,X,X,X,X,X,X,X
JIOZTLS,X,O,X,O,X,O,X,X
JIOZTSL,O,O,X,O,X,O,X,X
JIOZLTS,X,O,X,O,O,O,X,X
JIOZLST,O,X,X,X,O,X,X,X
JIOZSTL,O,O,X,O,O,O,O,X
JIOZSLT,O,X,X,X,X,X,X,X
JLTISZO,X,O,O,X,O,X,X,X
JLTISOZ,X,O,O,X,O,X,X,X
JLTIZSO,X,O,O,X,X,X,X,X
JLTIZOS,X,O,O,X,X,X,X,X
JLTIOSZ,X,O,O,X,O,X,X,X
JLTIOZS,X,O,O,X,X,X,X,X
JLTSIZO,X,O,O,X,O,X,X,X
JLTSIOZ,X,O,O,X,O,X,X,X
JLTSZIO,X,O,O,O,O,X,X,X
JLTSZOI,X,O,O,O,O,X,X,X
JLTSOIZ,X,O,O,X,O,X,X,X
JLTSOZI,X,O,O,O,O,X,X,X
JLTZISO,X,O,O,O,O,X,X,X
JLTZIOS,X,O,O,O,O,X,X,X
JLTZSIO,X,O,O,O,O,X,X,X
JLTZSOI,X,O,O,O,O,X,X,X
JLTZOIS,X,O,O,O,O,X,X,X
JLTZOSI,X,O,O,O,O,X,X,X
JLTOISZ,X,O,O,X,O,X,X,X
JLTOIZS,X,O,O,X,X,X,X,X
JLTOSIZ,X,O,O,X,O,X,X,X
JLTOSZI,X,O,O,O,O,X,X,X
JLTOZIS,X,O,O,O,O,X,X,X
JLTOZSI,X,O,O,O,O,X,X,X
JLITSZO,X,O,O,X,O,X,X,X
JLITSOZ,X,O,O,X,O,O,X,X
JLITZSO,X,O,O,X,X,O,X,X
JLITZOS,X,O,O,X,X,O,X,X
JLITOSZ,X,O,O,X,O,O,X,X
JLITOZS,X,O,O,X,X,O,X,X
JLISTZO,X,X,O,X,O,X,O,X
JLISTOZ,X,X,O,X,O,X,X,X
JLISZTO,O,X,X,X,X,X,O,X
JLISZOT,O,X,X,X,X,X,X,X
JLISOTZ,X,X,O,X,O,X,X,X
JLISOZT,O,X,X,X,X,X,X,X
JLIZTSO,X,O,X,O,O,O,X,X
JLIZTOS,X,O,X,O,O,O,X,X
JLIZSTO,O,X,X,X,O,X,O,X
JLIZSOT,O,X,X,X,O,X,X,X
JLIZOTS,X,O,X,O,O,O,X,X
JLIZOST,O,X,X,X,O,X,X,X
JLIOTSZ,X,O,O,X,O,O,X,X
JLIOTZS,X,O,O,X,X,O,X,X
JLIOSTZ,X,X,O,X,O,X,X,X
JLIOSZT,O,X,X,X,X,X,X,X
JLIOZTS,X,O,X,O,O,O,X,X
JLIOZST,O,X,X,X,O,X,X,X
JLSTIZO,X,X,O,X,O,X,O,X
JLSTIOZ,X,X,O,X,O,X,X,X
JLSTZIO,O,X,O,O,O,X,O,X
JLSTZOI,O,X,O,O,O,X,O,X
JLSTOIZ,X,X,O,X,O,X,X,X
JLSTOZI,O,X,O,O,O,X,X,X
JLSITZO,X,X,O,X,O,X,O,X
JLSITOZ,X,X,O,X,O,X,X,X
JLSIZTO,O,X,X,X,X,X,O,X
JLSIZOT,O,X,X,X,X,X,X,X
JLSIOTZ,X,X,O,X,O,X,X,X
JLSIOZT,O,X,X,X,X,X,X,X
JLSZTIO,O,X,O,O,O,X,O,X
JLSZTOI,O,X,O,O,O,X,O,X
JLSZITO,O,X,X,X,O,X,O,X
JLSZIOT,O,X,X,X,O,X,X,X
JLSZOTI,O,X,O,O,O,X,O,X
JLSZOIT,O,X,X,X,O,X,X,X
JLSOTIZ,X,X,O,X,O,X,X,X
JLSOTZI,O,X,O,O,O,X,X,X
JLSOITZ,X,X,O,X,O,X,X,X
JLSOIZT,O,X,X,X,X,X,X,X
JLSOZTI,O,X,O,O,O,X,X,X
JLSOZIT,O,X,X,X,O,X,X,X
JLZTISO,X,O,O,O,O,X,O,X
JLZTIOS,X,O,O,O,O,X,X,X
JLZTSIO,X,O,O,O,O,X,O,X
JLZTSOI,X,O,O,O,O,X,O,X
JLZTOIS,X,O,O,O,O,X,X,X
JLZTOSI,X,O,O,O,O,X,O,X
JLZITSO,X,O,X,O,O,X,O,X
JLZITOS,X,O,X,O,O,X,X,X
JLZISTO,O,X,X,X,O,X,O,X
JLZISOT,O,X,X,X,O,X,X,X
JLZIOTS,X,O,X,O,O,X,X,X
JLZIOST,O,X,X,X,O,X,X,X
JLZSTIO,O,X,O,O,O,X,O,X
JLZSTOI,O,X,O,O,O,X,O,X
JLZSITO,O,X,X,X,O,X,O,X
JLZSIOT,O,X,X,X,O,X,X,X
JLZSOTI,O,X,O,O,O,X,O,X
JLZSOIT,O,X,X,X,O,X,X,X
JLZOTIS,X,O,O,O,O,X,X,X
JLZOTSI,X,O,O,O,O,X,O,X
JLZOITS,X,O,X,O,O,X,X,X
JLZOIST,O,X,X,X,O,X,X,X
JLZOSTI,O,X,O,O,O,X,O,X
JLZOSIT,O,X,X,X,O,X,X,X
JLOTISZ,X,O,O,X,O,X,X,X
JLOTIZS,X,O,O,X,X,X,X,X
JLOTSIZ,X,O,O,X,O,X,X,X
JLOTSZI,X,O,O,O,O,X,X,X
JLOTZIS,X,O,O,O,O,X,X,X
JLOTZSI,X,O,O,O,O,X,X,X
JLOITSZ,X,O,O,X,O,O,X,X
JLOITZS,X,O,O,X,X,O,X,X
JLOISTZ,X,X,O,X,O,X,X,X
JLOISZT,O,X,X,X,X,X,X,X
JLOIZTS,X,O,X,O,O,O,X,X
JLOIZST,O,X,X,X,O,X,X,X
JLOSTIZ,X,X,O,X,O,X,X,X
JLOSTZI,O,X,O,O,O,X,X,X
JLOSITZ,X,X,O,X,O,X,X,X
JLOSIZT,O,X,X,X,X,X,X,X
JLOSZTI,O,X,O,O,O,X,X,X
JLOSZIT,O,X,X,X,O,X,X,X
JLOZTIS,X,O,O,O,O,X,X,X
JLOZTSI,X,O,O,O,O,X,X,X
JLOZITS,X,O,X,O,O,X,X,X
JLOZIST,O,X,X,X,O,X,X,X
JLOZSTI,O,X,O,O,O,X,X,X
JLOZSIT,O,X,X,X,O,X,X,X
JSTILZO,X,O,X,X,X,X,O,X
JSTILOZ,X,O,X,X,X,X,X,X
JSTIZLO,X,O,X,O,X,X,O,X
JSTIZOL,X,O,X,O,X,X,O,X
JSTIOLZ,X,O,X,X,X,X,X,X
JSTIOZL,X,O,X,O,X,X,O,X
JSTLIZO,X,O,O,X,X,X,O,X
JSTLIOZ,X,O,O,X,X,X,X,X
JSTLZIO,O,O,O,O,X,X,O,O
JSTLZOI,O,O,O,O,X,X,O,O
JSTLOIZ,X,O,O,X,X,X,X,X
JSTLOZI,O,O,O,O,X,X,X,O
JSTZILO,O,O,X,O,X,X,O,O
JSTZIOL,O,O,O,O,X,X,O,O
JSTZLIO,O,O,O,O,X,X,O,O
JSTZLOI,O,O,O,O,X,X,O,O
JSTZOIL,O,O,O,O,X,X,O,O
JSTZOLI,O,O,O,O,X,X,O,O
JSTOILZ,X,O,X,X,X,X,X,X
JSTOIZL,X,O,X,O,X,X,O,X
JSTOLIZ,X,O,O,X,X,X,X,X
JSTOLZI,O,O,O,O,X,X,X,O
JSTOZIL,O,O,O,O,X,X,O,O
JSTOZLI,O,O,O,O,X,X,O,O
JSITLZO,X,O,X,X,X,X,O,X
JSITLOZ,X,O,X,X,X,O,X,X
JSITZLO,X,O,X,O,X,O,O,X
JSITZOL,X,O,X,O,X,O,O,X
JSITOLZ,X,O,X,X,X,O,X,X
JSITOZL,X,O,X,O,X,O,O,X
JSILTZO,X,X,O,X,X,X,O,X
JSILTOZ,X,X,O,X,X,X,X,X
JSILZTO,O,X,X,X,X,X,O,X
JSILZOT,O,X,X,X,X,X,X,X
JSILOTZ,X,X,O,X,X,X,X,X
JSILOZT,O,X,X,X,X,X,X,X
JSIZTLO,O,O,X,O,X,O,O,X
JSIZTOL,O,O,X,O,X,O,O,X
JSIZLTO,O,X,X,X,X,X,O,X
JSIZLOT,O,X,X,X,X,X,X,X
JSIZOTL,O,O,X,O,X,O,O,X
JSIZOLT,O,X,X,X,X,X,X,X
JSIOTLZ,X,O,X,X,X,O,X,X
JSIOTZL,X,O,X,O,X,O,O,X
JSIOLTZ,X,X,O,X,X,X,X,X
JSIOLZT,O,X,X,X,X,X,X,X
JSIOZTL,O,O,X,O,X,O,O,X
JSIOZLT,O,X,X,X,X,X,X,X
JSLTIZO,X,X,O,X,O,X,O,X
JSLTIOZ,X,X,O,X,O,X,X,X
JSLTZIO,O,X,O,O,O,X,O,O
JSLTZOI,O,X,O,O,O,X,O,O
JSLTOIZ,X,X,O,X,O,X,X,X
JSLTOZI,O,X,O,O,O,X,X,O
JSLITZO,X,X,O,X,O,X,O,X
JSLITOZ,X,X,O,X,O,X,X,X
JSLIZTO,O,X,X,X,X,X,O,X
JSLIZOT,O,X,X,X,X,X,X,X
JSLIOTZ,X,X,O,X,O,X,X,X
JSLIOZT,O,X,X,X,X,X,X,X
JSLZTIO,O,X,O,O,O,X,O,X
JSLZTOI,O,X,O,O,O,X,O,X
JSLZITO,O,X,X,X,O,X,O,X
JSLZIOT,O,X,X,X,O,X,X,X
JSLZOTI,O,X,O,O,O,X,O,X
JSLZOIT,O,X,X,X,O,X,X,X
JSLOTIZ,X,X,O,X,O,X,X,X
JSLOTZI,O,X,O,O,O,X,X,O
JSLOITZ,X,X,O,X,O,X,X,X
JSLOIZT,O,X,X,X,X,X,X,X
JSLOZTI,O,X,O,O,O,X,X,X
JSLOZIT,O,X,X,X,O,X,X,X
JSZTILO,O,O,X,O,O,X,O,X
JSZTIOL,O,O,X,O,O,X,O,X
JSZTLIO,O,O,X,O,O,X,O,X
JSZTLOI,O,O,X,O,O,X,O,X
JSZTOIL,O,O,X,O,O,X,O,X
JSZTOLI,O,O,X,O,O,X,O,X
JSZITLO,O,O,X,O,O,X,O,O
JSZITOL,O,O,X,O,O,X,O,O
JSZILTO,O,X,X,X,X,X,O,X
JSZILOT,O,X,X,X,X,X,X,X
JSZIOTL,O,O,X,O,O,X,O,O
JSZIOLT,O,X,X,X,X,X,X,X
JSZLTIO,O,X,O,O,O,X,O,X
JSZLTOI,O,X,O,O,O,X,O,X
JSZLITO,O,X,X,X,O,X,O,X
JSZLIOT,O,X,X,X,O,X,X,X
JSZLOTI,O,X,O,O,O,X,O,X
JSZLOIT,O,X,X,X,O,X,X,X
JSZOTIL,O,O,X,O,O,X,O,X
JSZOTLI,O,O,X,O,O,X,O,X
JSZOITL,O,O,X,O,O,X,O,O
JSZOILT,O,X,X,X,X,X,X,X
JSZOLTI,O,X,O,O,O,X,O,X
JSZOLIT,O,X,X,X,O,X,X,X
JSOTILZ,X,O,X,X,X,X,X,X
JSOTIZL,X,O,X,O,X,X,O,X
JSOTLIZ,X,O,O,X,X,X,X,X
JSOTLZI,O,O,O,O,X,X,X,O
JSOTZIL,O,O,O,O,X,X,O,O
JSOTZLI,O,O,O,O,X,X,O,O
JSOITLZ,X,O,X,X,X,O,X,X
JSOITZL,X,O,X,O,X,O,O,X
JSOILTZ,X,X,O,X,X,X,X,X
JSOILZT,O,X,X,X,X,X,X,X
JSOIZTL,O,O,X,O,X,O,O,X
JSOIZLT,O,X,X,X,X,X,X,X
JSOLTIZ,X,X,O,X,O,X,X,X
JSOLTZI,O,X,O,O,O,X,X,O
JSOLITZ,X,X,O,X,O,X,X,X
JSOLIZT,O,X,X,X,X,X,X,X
JSOLZTI,O,X,O,O,O,X,X,X
JSOLZIT,O,X,X,X,O,X,X,X
JSOZTIL,O,O,X,O,O,X,O,X
JSOZTLI,O,O,X,O,O,X,O,X
JSOZITL,O,O,X,O,O,X,O,O
JSOZILT,O,X,X,X,X,X,X,X
JSOZLTI,O,X,O,O,O,X,O,X
JSOZLIT,O,X,X,X,O,X,X,X
JZTILSO,X,O,X,O,X,X,O,X
JZTILOS,X,O,X,O,X,X,X,X
JZTISLO,O,O,X,O,X,X,O,O
JZTISOL,O,O,X,O,X,X,O,O
JZTIOLS,X,O,X,O,X,X,X,X
JZTIOSL,O,O,X,O,X,X,X,O
JZTLISO,X,O,X,O,O,X,O,X
JZTLIOS,X,O,X,O,O,X,X,X
JZTLSIO,X,O,X,O,O,X,O,X
JZTLSOI,X,O,X,O,O,X,O,X
JZTLOIS,X,O,X,O,O,X,X,X
JZTLOSI,X,O,X,O,O,X,O,X
JZTSILO,O,O,X,O,O,X,O,O
JZTSIOL,O,O,X,O,O,X,O,O
JZTSLIO,O,O,X,O,O,X,O,O
JZTSLOI,O,O,X,O,O,X,O,O
JZTSOIL,O,O,X,O,O,X,O,O
JZTSOLI,O,O,X,O,O,X,O,O
JZTOILS,X,O,X,O,X,X,X,X
JZTOISL,O,O,X,O,X,X,X,O
JZTOLIS,X,O,X,O,O,X,X,X
JZTOLSI,X,O,X,O,O,X,O,X
JZTOSIL,O,O,X,O,O,X,O,O
JZTOSLI,O,O,X,O,O,X,O,O
JZITLSO,X,O,X,O,X,O,O,X
JZITLOS,X,O,X,O,X,O,X,X
JZITSLO,O,O,X,O,X,O,O,O
JZITSOL,O,O,X,O,X,O,O,O
JZITOLS,X,O,X,O,X,O,X,X
JZITOSL,O,O,X,O,X,O,X,O
JZILTSO,X,O,X,O,O,O,O,X
JZILTOS,X,O,X,O,O,O,X,X
JZILSTO,O,X,X,X,O,X,O,X
JZILSOT,O,X,X,X,O,X,X,X
JZILOTS,X,O,X,O,O,O,X,X
JZILOST,O,X,X,X,O,X,X,X
JZISTLO,O,O,X,O,O,O,O,O
JZISTOL,O,O,X,O,O,O,O,O
JZISLTO,O,X,X,X,X,X,O,X
JZISLOT,O,X,X,X,X,X,X,X
JZISOTL,O,O,X,O,O,O,O,O
JZISOLT,O,X,X,X,X,X,X,X
JZIOTLS,X,O,X,O,X,O,X,X
JZIOTSL,O,O,X,O,X,O,X,O
JZIOLTS,X,O,X,O,O,O,X,X
JZIOLST,O,X,X,X,O,X,X,X
JZIOSTL,O,O,X,O,O,O,O,O
JZIOSLT,O,X,X,X,X,X,X,X
JZLTISO,X,O,O,O,O,X,O,X
JZLTIOS,X,O,O,O,O,X,X,X
JZLTSIO,X,O,O,O,O,X,O,X
JZLTSOI,X,O,O,O,O,X,O,X
JZLTOIS,X,O,O,O,O,X,X,X
JZLTOSI,X,O,O,O,O,X,O,X
JZLITSO,X,O,X,O,O,X,O,X
JZLITOS,X,O,X,O,O,X,X,X
JZLISTO,O,X,X,X,O,X,O,X
JZLISOT,O,X,X,X,O,X,X,X
JZLIOTS,X,O,X,O,O,X,X,X
JZLIOST,O,X,X,X,O,X,X,X
JZLSTIO,O,X,O,O,O,X,O,X
JZLSTOI,O,X,O,O,O,X,O,X
JZLSITO,O,X,X,X,O,X,O,X
JZLSIOT,O,X,X,X,O,X,X,X
JZLSOTI,O,X,O,O,O,X,O,X
JZLSOIT,O,X,X,X,O,X,X,X
JZLOTIS,X,O,O,O,O,X,X,X
JZLOTSI,X,O,O,O,O,X,O,X
JZLOITS,X,O,X,O,O,X,X,X
JZLOIST,O,X,X,X,O,X,X,X
JZLOSTI,O,X,O,O,O,X,O,X
JZLOSIT,O,X,X,X,O,X,X,X
JZSTILO,O,O,X,O,O,X,O,X
JZSTIOL,O,O,X,O,O,X,O,X
JZSTLIO,O,O,X,O,O,X,O,X
JZSTLOI,O,O,X,O,O,X,O,X
JZSTOIL,O,O,X,O,O,X,O,X
JZSTOLI,O,O,X,O,O,X,O,X
JZSITLO,O,O,X,O,O,X,O,O
JZSITOL,O,O,X,O,O,X,O,O
JZSILTO,O,X,X,X,X,X,O,X
JZSILOT,O,X,X,X,X,X,X,X
JZSIOTL,O,O,X,O,O,X,O,O
JZSIOLT,O,X,X,X,X,X,X,X
JZSLTIO,O,X,O,O,O,X,O,X
JZSLTOI,O,X,O,O,O,X,O,X
JZSLITO,O,X,X,X,O,X,O,X
JZSLIOT,O,X,X,X,O,X,X,X
JZSLOTI,O,X,O,O,O,X,O,X
JZSLOIT,O,X,X,X,O,X,X,X
JZSOTIL,O,O,X,O,O,X,O,X
JZSOTLI,O,O,X,O,O,X,O,X
JZSOITL,O,O,X,O,O,X,O,O
JZSOILT,O,X,X,X,X,X,X,X
JZSOLTI,O,X,O,O,O,X,O,X
JZSOLIT,O,X,X,X,O,X,X,X
JZOTILS,X,O,X,O,X,X,X,X
JZOTISL,O,O,X,O,X,X,X,O
JZOTLIS,X,O,X,O,O,X,X,X
JZOTLSI,X,O,X,O,O,X,O,X
JZOTSIL,O,O,X,O,O,X,O,O
JZOTSLI,O,O,X,O,O,X,O,O
JZOITLS,X,O,X,O,X,O,X,X
JZOITSL,O,O,X,O,X,O,X,O
JZOILTS,X,O,X,O,O,O,X,X
JZOILST,O,X,X,X,O,X,X,X
JZOISTL,O,O,X,O,O,O,O,O
JZOISLT,O,X,X,X,X,X,X,X
JZOLTIS,X,O,O,O,O,X,X,X
JZOLTSI,X,O,O,O,O,X,O,X
JZOLITS,X,O,X,O,O,X,X,X
JZOLIST,O,X,X,X,O,X,X,X
JZOLSTI,O,X,O,O,O,X,O,X
JZOLSIT,O,X,X,X,O,X,X,X
JZOSTIL,O,O,X,O,O,X,O,X
JZOSTLI,O,O,X,O,O,X,O,X
JZOSITL,O,O,X,O,O,X,O,O
JZOSILT,O,X,X,X,X,X,X,X
JZOSLTI,O,X,O,O,O,X,O,X
JZOSLIT,O,X,X,X,O,X,X,X
JOTILSZ,X,O,X,X,X,O,X,X
JOTILZS,X,O,X,X,X,O,X,X
JOTISLZ,X,O,X,X,X,O,X,X
JOTISZL,X,O,X,O,X,O,X,X
JOTIZLS,X,O,X,O,X,O,X,X
JOTIZSL,X,O,X,O,X,O,X,X
JOTLISZ,X,O,O,X,O,X,X,X
JOTLIZS,X,O,O,X,X,X,X,X
JOTLSIZ,X,O,O,X,O,X,X,X
JOTLSZI,X,O,O,O,O,X,X,X
JOTLZIS,X,O,O,O,O,X,X,X
JOTLZSI,X,O,O,O,O,X,X,X
JOTSILZ,X,O,X,X,X,X,X,X
JOTSIZL,X,O,X,O,X,X,X,X
JOTSLIZ,X,O,O,X,X,X,X,X
JOTSLZI,X,O,O,O,X,X,X,O
JOTSZIL,X,O,O,O,X,X,X,O
JOTSZLI,X,O,O,O,X,X,X,O
JOTZILS,X,O,X,O,X,X,X,X
JOTZISL,X,O,X,O,X,X,X,O
JOTZLIS,X,O,O,O,O,X,X,X
JOTZLSI,X,O,O,O,O,X,X,X
JOTZSIL,X,O,O,O,O,X,X,O
JOTZSLI,X,O,O,O,O,X,X,O
JOITLSZ,X,O,X,X,X,O,X,X
JOITLZS,X,O,X,X,X,O,X,X
JOITSLZ,X,O,X,X,X,O,X,X
JOITSZL,X,O,X,O,X,O,X,X
JOITZLS,X,O,X,O,X,O,X,X
JOITZSL,X,O,X,O,X,O,X,X
JOILTSZ,X,O,O,X,O,O,X,X
JOILTZS,X,O,O,X,X,O,X,X
JOILSTZ,X,X,O,X,O,X,X,X
JOILSZT,O,X,X,X,X,X,X,X
JOILZTS,X,O,X,O,O,O,X,X
JOILZST,O,X,X,X,O,X,X,X
JOISTLZ,X,O,X,X,X,O,X,X
JOISTZL,X,O,X,O,X,O,O,X
JOISLTZ,X,X,O,X,X,X,X,X
JOISLZT,O,X,X,X,X,X,X,X
JOISZTL,O,O,X,O,X,O,O,X
JOISZLT,O,X,X,X,X,X,X,X
JOIZTLS,X,O,X,O,X,O,X,X
JOIZTSL,O,O,X,O,X,O,X,X
JOIZLTS,X,O,X,O,O,O,X,X
JOIZLST,O,X,X,X,O,X,X,X
