sequence,v115@7gB8HeB8EeE8DeF8CeG8JeNAJvhFGcBTdBZkB8lBfq?B6pB,v115@7gB8HeB8EeE8DeF8CeG8Jem6IvhFRcBSiB0fBzgBNp?BXqB,v115@7gB8HeB8EeE8DeF8CeG8Je//IvhFRbBchBTdB6lBNp?BeqB,v115@7gB8HeB8EeE8DeF8CeG8Je2/IvhFRbBchBTdB9lBKp?BfqB,v115@7gB8HeB8EeE8DeF8CeG8JeN/IvhFRbBShBTdB8kB3l?B2uB,v115@7gB8HeB8EeE8DeF8CeG8Je06IvhFShBTdBxpBNpBml?BXqB,v115@7gB8HeB8EeE8DeF8CeG8JeNAJvhFRcBSiBOkB8lBfq?BTpB,v115@7gB8HeB8EeE8DeF8CeG8JeO/IvhFxbBTdBXhBcpBNq?BCqB
JOTSIZL,O,O,O,X,O,X,X,O
JOTSLIZ,X,O,O,X,O,X,X,X
JOTSLZI,X,O,O,X,O,X,X,X
JOTSZIL,O,O,O,X,O,X,X,O
JOTSZLI,O,O,O,X,O,X,X,O
JOTZILS,X,O,O,X,O,X,X,X
JOTZISL,O,O,O,X,O,X,X,O
JOTZLIS,X,O,O,X,O,X,X,X
JOTZLSI,O,O,O,O,O,X,X,O
JOTZSIL,O,O,O,X,O,X,X,O
JOTZSLI,O,O,O,X,O,X,X,O
JOITLSZ,X,O,O,X,X,O,X,X
JOITLZS,X,O,O,X,O,O,X,X
JOITSLZ,X,O,O,X,O,O,X,X
JOITSZL,O,O,O,X,O,O,X,X
JOITZLS,X,O,O,X,O,O,X,X
JOITZSL,O,O,O,X,O,X,X,X
JOILTSZ,X,O,O,X,X,O,X,X
JOILTZS,X,O,O,X,O,O,X,X
JOILSTZ,X,O,X,X,O,O,X,X
JOILSZT,O,X,X,X,O,X,X,X
JOILZTS,X,X,O,X,O,X,X,X
JOILZST,O,X,X,X,X,X,X,X
JOISTLZ,X,O,X,X,O,O,X,X
JOISTZL,O,O,X,X,O,O,X,X
JOISLTZ,X,O,X,X,O,O,X,X
JOISLZT,O,X,X,X,O,X,X,X
JOISZTL,O,X,X,X,O,X,X,X
JOISZLT,O,X,X,X,O,X,X,X
JOIZTLS,X,X,O,X,O,X,X,X
JOIZTSL,O,X,O,X,O,X,X,X
JOIZLTS,X,X,O,X,O,X,X,X
JOIZLST,O,X,X,X,X,X,X,X
JOIZSTL,O,X,X,X,X,X,X,X
JOIZSLT,O,X,X,X,X,X,X,X
JOLTISZ,X,O,O,X,X,X,X,X
JOLTIZS,X,O,O,X,O,X,X,X
JOLTSIZ,X,O,O,O,O,X,X,X
JOLTSZI,X,O,O,O,O,X,X,X
JOLTZIS,X,O,O,X,O,X,X,X
JOLTZSI,X,O,O,O,O,X,X,X
JOLITSZ,X,O,O,X,X,O,X,X
JOLITZS,X,O,O,X,O,O,X,X
JOLISTZ,X,O,X,O,O,O,X,X
JOLISZT,O,X,X,X,O,X,X,X
JOLIZTS,X,X,O,X,O,X,X,X
JOLIZST,O,X,X,X,X,X,X,X
JOLSTIZ,X,O,O,O,O,X,X,X
JOLSTZI,X,O,O,O,O,X,X,X
JOLSITZ,X,O,X,O,O,X,X,X
JOLSIZT,O,X,X,X,O,X,X,X
JOLSZTI,O,X,O,O,O,X,X,X
JOLSZIT,O,X,X,X,O,X,X,X
JOLZTIS,X,X,O,X,O,X,X,X
JOLZTSI,O,X,O,O,O,X,X,X
JOLZITS,X,X,O,X,O,X,X,X
JOLZIST,O,X,X,X,X,X,X,X
JOLZSTI,O,X,O,O,O,X,X,X
JOLZSIT,O,X,X,X,O,X,X,X
JOSTILZ,X,O,O,X,O,X,X,X
JOSTIZL,O,O,O,X,O,X,X,O
JOSTLIZ,X,O,O,X,O,X,X,X
JOSTLZI,X,O,O,X,O,X,X,X
JOSTZIL,O,O,O,X,O,X,X,O
JOSTZLI,O,O,O,X,O,X,X,O
JOSITLZ,X,O,X,X,O,X,X,X
JOSITZL,O,O,X,X,O,X,X,O
JOSILTZ,X,O,X,X,O,X,X,X
JOSILZT,O,X,X,X,O,X,X,X
JOSIZTL,O,X,X,X,O,X,X,O
JOSIZLT,O,X,X,X,O,X,X,X
JOSLTIZ,X,O,O,X,O,X,X,X
JOSLTZI,X,O,O,X,O,X,X,X
JOSLITZ,X,O,X,X,O,X,X,X
JOSLIZT,O,X,X,X,O,X,X,X
JOSLZTI,O,X,O,X,O,X,X,X
JOSLZIT,O,X,X,X,O,X,X,X
JOSZTIL,O,X,O,X,O,X,X,X
JOSZTLI,O,X,O,X,O,X,X,X
JOSZITL,O,X,X,X,O,X,X,O
JOSZILT,O,X,X,X,O,X,X,X
JOSZLTI,O,X,O,X,O,X,X,X
JOSZLIT,O,X,X,X,O,X,X,X
JOZTILS,X,X,O,X,O,X,X,X
JOZTISL,O,X,O,X,O,X,X,O
JOZTLIS,X,X,O,X,O,X,X,X
JOZTLSI,O,X,O,O,O,X,X,O
JOZTSIL,O,X,O,X,O,X,X,O
JOZTSLI,O,X,O,X,O,X,X,O
JOZITLS,X,X,O,X,O,X,X,X
JOZITSL,O,X,O,X,O,X,X,O
JOZILTS,X,X,O,X,O,X,X,X
JOZILST,O,X,X,X,X,X,X,X
JOZISTL,O,X,X,X,X,X,X,X
JOZISLT,O,X,X,X,X,X,X,X
JOZLTIS,X,X,O,X,O,X,X,X
JOZLTSI,O,X,O,O,O,X,X,O
JOZLITS,X,X,O,X,O,X,X,X
JOZLIST,O,X,X,X,X,X,X,X
JOZLSTI,O,X,O,O,O,X,X,X
JOZLSIT,O,X,X,X,O,X,X,X
JOZSTIL,O,X,O,X,O,X,X,O
JOZSTLI,O,X,O,X,O,X,X,O
JOZSITL,O,X,X,X,O,X,X,O
JOZSILT,O,X,X,X,O,X,X,X
JOZSLTI,O,X,O,X,O,X,X,X
JOZSLIT,O,X,X,X,O,X,X,X
STILJZO,X,O,X,X,X,X,O,X
STILJOZ,X,O,X,X,X,X,X,X
STILZJO,O,O,X,X,X,X,O,O
STILZOJ,O,O,X,X,X,X,O,O
STILOJZ,X,O,X,X,X,X,X,X
STILOZJ,O,O,X,X,X,X,X,O
STIJLZO,X,X,O,X,X,X,O,X
STIJLOZ,X,X,O,X,X,X,X,X
STIJZLO,O,X,O,X,X,X,O,O
STIJZOL,O,X,O,X,X,X,O,O
STIJOLZ,X,X,O,X,X,X,X,X
STIJOZL,O,X,O,X,X,X,X,O
STIZLJO,O,O,X,X,X,X,O,O
STIZLOJ,O,O,O,X,X,X,O,O
STIZJLO,O,O,O,X,X,X,O,O
STIZJOL,O,O,O,X,X,X,O,O
STIZOLJ,O,O,O,X,X,X,O,O
STIZOJL,O,O,O,X,X,X,O,O
STIOLJZ,X,O,X,X,X,X,X,X
STIOLZJ,O,O,X,X,X,X,X,O
STIOJLZ,X,O,O,X,X,X,X,X
STIOJZL,O,O,O,X,X,X,X,O
STIOZLJ,O,O,O,X,X,X,X,O
STIOZJL,O,O,O,X,X,X,X,O
STLIJZO,X,O,X,O,X,X,O,X
STLIJOZ,X,O,X,O,X,X,X,X
STLIZJO,O,O,X,O,X,X,O,O
STLIZOJ,O,O,X,O,X,X,O,O
STLIOJZ,X,O,X,O,X,X,X,X
STLIOZJ,O,O,X,O,X,X,X,O
STLJIZO,X,O,O,O,O,X,O,X
STLJIOZ,X,O,O,O,O,X,X,X
STLJZIO,X,O,O,O,O,X,O,X
STLJZOI,X,O,O,O,O,X,O,X
STLJOIZ,X,O,O,O,O,X,X,X
STLJOZI,X,O,O,O,O,X,O,X
STLZIJO,O,O,X,O,O,X,O,O
STLZIOJ,O,O,O,O,O,X,O,O
STLZJIO,O,O,O,O,O,X,O,O
STLZJOI,O,O,O,O,O,X,O,O
STLZOIJ,O,O,O,O,O,X,O,O
STLZOJI,O,O,O,O,O,X,O,O
STLOIJZ,X,O,X,O,X,X,X,X
STLOIZJ,O,O,X,O,X,X,X,O
STLOJIZ,X,O,O,O,O,X,X,X
STLOJZI,X,O,O,O,O,X,O,X
STLOZIJ,O,O,O,O,O,X,O,O
STLOZJI,O,O,O,O,O,X,O,O
STJILZO,X,X,O,X,O,X,O,X
STJILOZ,X,X,O,X,O,X,X,X
STJIZLO,O,X,O,X,O,X,O,O
STJIZOL,O,X,O,X,O,X,O,O
STJIOLZ,X,X,O,X,O,X,X,X
STJIOZL,O,X,O,X,O,X,X,O
STJLIZO,X,O,O,X,O,X,O,X
STJLIOZ,X,O,O,X,O,X,X,X
STJLZIO,X,O,O,X,O,X,O,X
STJLZOI,X,O,O,X,O,X,O,X
STJLOIZ,X,O,O,X,O,X,X,X
STJLOZI,X,O,O,X,O,X,O,X
STJZILO,O,O,O,X,O,X,O,O
STJZIOL,O,O,O,X,O,X,O,O
STJZLIO,O,O,O,X,O,X,O,O
STJZLOI,O,O,O,X,O,X,O,O
STJZOIL,O,O,O,X,O,X,O,O
STJZOLI,O,O,O,X,O,X,O,O
STJOILZ,X,O,O,X,O,X,X,X
STJOIZL,O,O,O,X,O,X,X,O
STJOLIZ,X,O,O,X,O,X,X,X
STJOLZI,X,O,O,X,O,X,O,X
STJOZIL,O,O,O,X,O,X,O,O
STJOZLI,O,O,O,X,O,X,O,O
STZILJO,O,O,X,X,O,X,O,O
STZILOJ,O,O,O,X,O,X,O,O
STZIJLO,O,O,O,X,O,X,O,O
STZIJOL,O,O,O,X,O,X,O,O
STZIOLJ,O,O,O,X,O,X,O,O
STZIOJL,O,O,O,X,O,X,O,O
STZLIJO,O,O,X,O,O,X,O,O
STZLIOJ,O,O,O,O,O,X,O,O
STZLJIO,O,O,O,O,O,X,O,O
STZLJOI,O,O,O,O,O,X,O,O
STZLOIJ,O,O,O,O,O,X,O,O
STZLOJI,O,O,O,O,O,X,O,O
STZJILO,O,O,O,X,O,X,O,O
STZJIOL,O,O,O,X,O,X,O,O
STZJLIO,O,O,O,X,O,X,O,O
STZJLOI,O,O,O,X,O,X,O,O
STZJOIL,O,O,O,X,O,X,O,O
STZJOLI,O,O,O,X,O,X,O,O
STZOILJ,O,O,O,X,O,X,O,O
STZOIJL,O,O,O,X,O,X,O,O
STZOLIJ,O,O,O,O,O,X,O,O
STZOLJI,O,O,O,O,O,X,O,O
STZOJIL,O,O,O,X,O,X,O,O
STZOJLI,O,O,O,X,O,X,O,O
STOILJZ,X,O,X,X,X,X,X,X
STOILZJ,O,O,X,X,X,X,X,O
STOIJLZ,X,O,O,X,X,X,X,X
STOIJZL,O,O,O,X,X,X,X,O
STOIZLJ,O,O,O,X,X,X,X,O
STOIZJL,O,O,O,X,X,X,X,O
STOLIJZ,X,O,X,O,X,X,X,X
STOLIZJ,O,O,X,O,X,X,X,O
STOLJIZ,X,O,O,O,O,X,X,X
STOLJZI,X,O,O,O,O,X,O,X
STOLZIJ,O,O,O,O,O,X,O,O
STOLZJI,O,O,O,O,O,X,O,O
STOJILZ,X,O,O,X,O,X,X,X
STOJIZL,O,O,O,X,O,X,X,O
STOJLIZ,X,O,O,X,O,X,X,X
STOJLZI,X,O,O,X,O,X,O,X
STOJZIL,O,O,O,X,O,X,O,O
STOJZLI,O,O,O,X,O,X,O,O
STOZILJ,O,O,O,X,O,X,O,O
STOZIJL,O,O,O,X,O,X,O,O
STOZLIJ,O,O,O,O,O,X,O,O
STOZLJI,O,O,O,O,O,X,O,O
STOZJIL,O,O,O,X,O,X,O,O
STOZJLI,O,O,O,X,O,X,O,O
SITLJZO,X,O,X,X,X,O,O,X
SITLJOZ,X,O,X,X,X,O,X,X
SITLZJO,O,O,X,X,X,O,O,O
SITLZOJ,O,O,X,X,X,O,O,O
SITLOJZ,X,O,X,X,X,O,X,X
SITLOZJ,O,O,X,X,X,O,X,O
SITJLZO,X,X,X,X,X,O,O,X
SITJLOZ,X,X,X,X,X,O,X,X
SITJZLO,O,X,X,X,X,O,O,O
SITJZOL,O,X,X,X,X,O,O,O
SITJOLZ,X,X,X,X,X,O,X,X
SITJOZL,O,X,X,X,X,O,X,O
SITZLJO,O,O,X,X,X,O,O,O
SITZLOJ,O,O,X,X,X,O,O,O
SITZJLO,O,O,X,X,X,O,O,O
SITZJOL,O,O,X,X,X,O,O,O
SITZOLJ,O,O,X,X,X,O,O,O
SITZOJL,O,O,X,X,X,O,O,O
SITOLJZ,X,O,X,X,X,O,X,X
SITOLZJ,O,O,X,X,X,O,X,O
SITOJLZ,X,O,X,X,X,O,X,X
SITOJZL,O,O,X,X,X,O,X,O
SITOZLJ,O,O,X,X,X,O,X,O
SITOZJL,O,O,X,X,X,O,X,O
SILTJZO,X,O,X,X,X,O,O,X
SILTJOZ,X,O,X,X,X,O,X,X
SILTZJO,O,O,X,X,X,O,O,O
SILTZOJ,O,O,X,X,X,O,O,O
SILTOJZ,X,O,X,X,X,O,X,X
SILTOZJ,O,O,X,X,X,O,X,O
SILJTZO,X,O,X,X,O,O,O,X
SILJTOZ,X,O,X,X,O,O,X,X
SILJZTO,O,X,X,X,O,X,O,X
SILJZOT,O,X,X,X,O,X,X,X
SILJOTZ,X,O,X,X,O,O,X,X
SILJOZT,O,X,X,X,O,X,X,X
SILZTJO,O,O,X,X,O,O,O,O
SILZTOJ,O,O,X,X,O,O,O,O
SILZJTO,O,X,X,X,X,X,O,X
SILZJOT,O,X,X,X,X,X,X,X
SILZOTJ,O,O,X,X,O,O,O,O
SILZOJT,O,X,X,X,X,X,X,X
SILOTJZ,X,O,X,X,X,O,X,X
SILOTZJ,O,O,X,X,X,O,X,O
SILOJTZ,X,O,X,X,O,O,X,X
SILOJZT,O,X,X,X,O,X,X,X
SILOZTJ,O,O,X,X,O,O,O,O
SILOZJT,O,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,O,O,O,X
SIJTLOZ,X,X,X,X,O,O,X,X
SIJTZLO,O,X,X,X,O,O,O,O
SIJTZOL,O,X,X,X,O,O,O,O
SIJTOLZ,X,X,X,X,O,O,X,X
SIJTOZL,O,X,X,X,O,O,X,O
SIJLTZO,X,X,X,X,O,O,O,X
SIJLTOZ,X,X,X,X,O,O,X,X
SIJLZTO,O,X,X,X,O,X,O,X
SIJLZOT,O,X,X,X,O,X,X,X
SIJLOTZ,X,X,X,X,O,O,X,X
SIJLOZT,O,X,X,X,O,X,X,X
SIJZTLO,O,X,X,X,O,X,O,O
SIJZTOL,O,X,X,X,O,X,O,O
SIJZLTO,O,X,X,X,O,X,O,X
SIJZLOT,O,X,X,X,O,X,X,X
SIJZOTL,O,X,X,X,O,X,X,O
SIJZOLT,O,X,X,X,O,X,X,X
SIJOTLZ,X,X,X,X,O,O,X,X
SIJOTZL,O,X,X,X,O,O,X,O
SIJOLTZ,X,X,X,X,O,O,X,X
SIJOLZT,O,X,X,X,O,X,X,X
SIJOZTL,O,X,X,X,O,X,X,O
SIJOZLT,O,X,X,X,O,X,X,X
SIZTLJO,O,X,X,X,O,O,O,O
SIZTLOJ,O,X,X,X,O,O,O,O
SIZTJLO,O,X,X,X,O,O,O,O
SIZTJOL,O,X,X,X,O,O,O,O
SIZTOLJ,O,X,X,X,O,O,O,O
SIZTOJL,O,X,X,X,O,O,O,O
SIZLTJO,O,X,X,X,O,O,O,O
SIZLTOJ,O,X,X,X,O,O,O,O
SIZLJTO,O,X,X,X,X,X,O,X
SIZLJOT,O,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,O,O,O,O
SIZLOJT,O,X,X,X,X,X,X,X
SIZJTLO,O,X,X,X,X,X,O,O
SIZJTOL,O,X,X,X,X,X,O,O
SIZJLTO,O,X,X,X,X,X,O,X
SIZJLOT,O,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,X,O
SIZJOLT,O,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,O,O,O,O
SIZOTJL,O,X,X,X,O,O,O,O
SIZOLTJ,O,X,X,X,O,O,O,O
SIZOLJT,O,X,X,X,X,X,X,X
SIZOJTL,O,X,X,X,X,X,X,O
SIZOJLT,O,X,X,X,X,X,X,X
SIOTLJZ,X,O,X,X,X,O,X,X
SIOTLZJ,O,O,X,X,X,O,X,O
SIOTJLZ,X,O,X,X,X,O,X,X
SIOTJZL,O,O,X,X,X,O,X,O
SIOTZLJ,O,O,X,X,X,O,X,O
SIOTZJL,O,O,X,X,X,O,X,O
SIOLTJZ,X,O,X,X,X,O,X,X
SIOLTZJ,O,O,X,X,X,O,X,O
SIOLJTZ,X,O,X,X,O,O,X,X
SIOLJZT,O,X,X,X,O,X,X,X
SIOLZTJ,O,O,X,X,O,O,X,O
SIOLZJT,O,X,X,X,X,X,X,X
SIOJTLZ,X,O,X,X,O,O,X,X
SIOJTZL,O,O,X,X,O,O,X,O
SIOJLTZ,X,O,X,X,O,O,X,X
SIOJLZT,O,X,X,X,O,X,X,X
SIOJZTL,O,X,X,X,O,X,X,O
SIOJZLT,O,X,X,X,O,X,X,X
SIOZTLJ,O,O,X,X,O,O,X,O
SIOZTJL,O,O,X,X,O,O,X,O
SIOZLTJ,O,O,X,X,O,O,X,O
SIOZLJT,O,X,X,X,X,X,X,X
SIOZJTL,O,X,X,X,X,X,X,O
SIOZJLT,O,X,X,X,X,X,X,X
SLTIJZO,X,O,X,O,X,X,O,X
SLTIJOZ,X,O,X,O,X,X,X,X
SLTIZJO,O,O,X,O,X,X,O,O
SLTIZOJ,O,O,X,O,X,X,O,O
SLTIOJZ,X,O,X,O,X,X,X,X
SLTIOZJ,O,O,X,O,X,X,X,O
SLTJIZO,X,O,X,O,O,X,O,X
SLTJIOZ,X,O,X,O,O,X,X,X
SLTJZIO,X,O,X,O,O,X,O,X
SLTJZOI,X,O,X,O,O,X,O,X
SLTJOIZ,X,O,X,O,O,X,X,X
SLTJOZI,X,O,X,O,O,X,O,X
SLTZIJO,O,O,X,O,O,X,O,O
SLTZIOJ,O,O,X,O,O,X,O,O
SLTZJIO,O,O,X,O,O,X,O,O
SLTZJOI,O,O,X,O,O,X,O,O
SLTZOIJ,O,O,X,O,O,X,O,O
SLTZOJI,O,O,X,O,O,X,O,O
SLTOIJZ,X,O,X,O,X,X,X,X
SLTOIZJ,O,O,X,O,X,X,X,O
SLTOJIZ,X,O,X,O,O,X,X,X
SLTOJZI,X,O,X,O,O,X,O,X
SLTOZIJ,O,O,X,O,O,X,O,O
SLTOZJI,O,O,X,O,O,X,O,O
SLITJZO,X,O,X,O,X,O,O,X
SLITJOZ,X,O,X,O,X,O,X,X
SLITZJO,O,O,X,O,X,O,O,O
SLITZOJ,O,O,X,O,X,O,O,O
SLITOJZ,X,O,X,O,X,O,X,X
SLITOZJ,O,O,X,O,X,O,X,O
SLIJTZO,X,O,X,O,O,O,O,X
SLIJTOZ,X,O,X,O,O,O,X,X
SLIJZTO,O,X,X,X,O,X,O,X
SLIJZOT,O,X,X,X,O,X,X,X
SLIJOTZ,X,O,X,O,O,O,X,X
SLIJOZT,O,X,X,X,O,X,X,X
SLIZTJO,O,O,X,O,O,O,O,O
SLIZTOJ,O,O,X,O,O,O,O,O
SLIZJTO,O,X,X,X,X,X,O,X
SLIZJOT,O,X,X,X,X,X,X,X
SLIZOTJ,O,O,X,O,O,O,O,O
SLIZOJT,O,X,X,X,X,X,X,X
SLIOTJZ,X,O,X,O,X,O,X,X
SLIOTZJ,O,O,X,O,X,O,X,O
SLIOJTZ,X,O,X,O,O,O,X,X
SLIOJZT,O,X,X,X,O,X,X,X
SLIOZTJ,O,O,X,O,O,O,O,O
SLIOZJT,O,X,X,X,X,X,X,X
SLJTIZO,X,O,O,O,O,X,O,X
SLJTIOZ,X,O,O,O,O,X,X,X
SLJTZIO,X,O,O,O,O,X,O,X
SLJTZOI,X,O,O,O,O,X,O,X
SLJTOIZ,X,O,O,O,O,X,X,X
SLJTOZI,X,O,O,O,O,X,O,X
SLJITZO,X,O,X,O,O,X,O,X
SLJITOZ,X,O,X,O,O,X,X,X
SLJIZTO,O,X,X,X,O,X,O,X
SLJIZOT,O,X,X,X,O,X,X,X
SLJIOTZ,X,O,X,O,O,X,X,X
SLJIOZT,O,X,X,X,O,X,X,X
SLJZTIO,O,X,O,O,O,X,O,X
SLJZTOI,O,X,O,O,O,X,O,X
SLJZITO,O,X,X,X,O,X,O,X
SLJZIOT,O,X,X,X,O,X,X,X
SLJZOTI,O,X,O,O,O,X,O,X
SLJZOIT,O,X,X,X,O,X,X,X
SLJOTIZ,X,O,O,O,O,X,X,X
SLJOTZI,X,O,O,O,O,X,O,X
SLJOITZ,X,O,X,O,O,X,X,X
SLJOIZT,O,X,X,X,O,X,X,X
SLJOZTI,O,X,O,O,O,X,O,X
SLJOZIT,O,X,X,X,O,X,X,X
SLZTIJO,O,O,X,O,O,X,O,X
SLZTIOJ,O,O,X,O,O,X,O,X
SLZTJIO,O,O,X,O,O,X,O,X
SLZTJOI,O,O,X,O,O,X,O,X
SLZTOIJ,O,O,X,O,O,X,O,X
SLZTOJI,O,O,X,O,O,X,O,X
SLZITJO,O,O,X,O,O,X,O,O
SLZITOJ,O,O,X,O,O,X,O,O
SLZIJTO,O,X,X,X,X,X,O,X
SLZIJOT,O,X,X,X,X,X,X,X
SLZIOTJ,O,O,X,O,O,X,O,O
SLZIOJT,O,X,X,X,X,X,X,X
SLZJTIO,O,X,O,O,O,X,O,X
SLZJTOI,O,X,O,O,O,X,O,X
SLZJITO,O,X,X,X,O,X,O,X
SLZJIOT,O,X,X,X,O,X,X,X
SLZJOTI,O,X,O,O,O,X,O,X
SLZJOIT,O,X,X,X,O,X,X,X
SLZOTIJ,O,O,X,O,O,X,O,X
SLZOTJI,O,O,X,O,O,X,O,X
SLZOITJ,O,O,X,O,O,X,O,O
SLZOIJT,O,X,X,X,X,X,X,X
SLZOJTI,O,X,O,O,O,X,O,X
SLZOJIT,O,X,X,X,O,X,X,X
SLOTIJZ,X,O,X,O,X,X,X,X
SLOTIZJ,O,O,X,O,X,X,X,O
SLOTJIZ,X,O,X,O,O,X,X,X
SLOTJZI,X,O,X,O,O,X,O,X
SLOTZIJ,O,O,X,O,O,X,O,O
SLOTZJI,O,O,X,O,O,X,O,O
SLOITJZ,X,O,X,O,X,O,X,X
SLOITZJ,O,O,X,O,X,O,X,O
SLOIJTZ,X,O,X,O,O,O,X,X
SLOIJZT,O,X,X,X,O,X,X,X
SLOIZTJ,O,O,X,O,O,O,O,O
SLOIZJT,O,X,X,X,X,X,X,X
SLOJTIZ,X,O,O,O,O,X,X,X
SLOJTZI,X,O,O,O,O,X,O,X
SLOJITZ,X,O,X,O,O,X,X,X
SLOJIZT,O,X,X,X,O,X,X,X
SLOJZTI,O,X,O,O,O,X,O,X
SLOJZIT,O,X,X,X,O,X,X,X
SLOZTIJ,O,O,X,O,O,X,O,X
SLOZTJI,O,O,X,O,O,X,O,X
SLOZITJ,O,O,X,O,O,X,O,O
SLOZIJT,O,X,X,X,X,X,X,X
SLOZJTI,O,X,O,O,O,X,O,X
SLOZJIT,O,X,X,X,O,X,X,X
SJTILZO,X,X,O,X,O,X,O,X
SJTILOZ,X,X,O,X,O,X,X,X
SJTIZLO,O,X,O,X,O,X,O,O
SJTIZOL,O,X,O,X,O,X,O,O
SJTIOLZ,X,X,O,X,O,X,X,X
SJTIOZL,O,X,O,X,O,X,X,O
SJTLIZO,X,O,O,X,O,X,O,X
SJTLIOZ,X,O,O,X,O,X,X,X
SJTLZIO,X,O,O,X,O,X,O,X
SJTLZOI,X,O,O,X,O,X,O,X
SJTLOIZ,X,O,O,X,O,X,X,X
SJTLOZI,X,O,O,X,O,X,O,X
SJTZILO,O,O,O,X,O,X,O,O
SJTZIOL,O,O,O,X,O,X,O,O
SJTZLIO,O,O,O,X,O,X,O,O
SJTZLOI,O,O,O,X,O,X,O,O
SJTZOIL,O,O,O,X,O,X,O,O
SJTZOLI,O,O,O,X,O,X,O,O
SJTOILZ,X,O,O,X,O,X,X,X
SJTOIZL,O,O,O,X,O,X,X,O
SJTOLIZ,X,O,O,X,O,X,X,X
SJTOLZI,X,O,O,X,O,X,O,X
SJTOZIL,O,O,O,X,O,X,O,O
SJTOZLI,O,O,O,X,O,X,O,O
SJITLZO,X,X,X,X,O,X,O,X
SJITLOZ,X,X,X,X,O,X,X,X
SJITZLO,O,X,X,X,O,X,O,O
SJITZOL,O,X,X,X,O,X,O,O
SJITOLZ,X,X,X,X,O,X,X,X
SJITOZL,O,X,X,X,O,X,X,O
SJILTZO,X,X,X,X,O,X,O,X
SJILTOZ,X,X,X,X,O,X,X,X
SJILZTO,O,X,X,X,O,X,O,X
SJILZOT,O,X,X,X,O,X,X,X
SJILOTZ,X,X,X,X,O,X,X,X
SJILOZT,O,X,X,X,O,X,X,X
SJIZTLO,O,X,X,X,O,X,O,O
SJIZTOL,O,X,X,X,O,X,O,O
SJIZLTO,O,X,X,X,O,X,O,X
SJIZLOT,O,X,X,X,O,X,X,X
SJIZOTL,O,X,X,X,O,X,X,O
SJIZOLT,O,X,X,X,O,X,X,X
SJIOTLZ,X,X,X,X,O,X,X,X
SJIOTZL,O,X,X,X,O,X,X,O
SJIOLTZ,X,X,X,X,O,X,X,X
SJIOLZT,O,X,X,X,O,X,X,X
SJIOZTL,O,X,X,X,O,X,X,O
SJIOZLT,O,X,X,X,O,X,X,X
SJLTIZO,X,O,O,X,O,X,O,X
SJLTIOZ,X,O,O,X,O,X,X,X
SJLTZIO,X,O,O,X,O,X,O,X
SJLTZOI,X,O,O,X,O,X,O,X
SJLTOIZ,X,O,O,X,O,X,X,X
SJLTOZI,X,O,O,X,O,X,O,X
SJLITZO,X,O,X,X,O,X,O,X
SJLITOZ,X,O,X,X,O,X,X,X
SJLIZTO,O,X,X,X,O,X,O,X
SJLIZOT,O,X,X,X,O,X,X,X
SJLIOTZ,X,O,X,X,O,X,X,X
SJLIOZT,O,X,X,X,O,X,X,X
SJLZTIO,O,X,O,X,O,X,O,X
SJLZTOI,O,X,O,X,O,X,O,X
SJLZITO,O,X,X,X,O,X,O,X
SJLZIOT,O,X,X,X,O,X,X,X
SJLZOTI,O,X,O,X,O,X,O,X
SJLZOIT,O,X,X,X,O,X,X,X
SJLOTIZ,X,O,O,X,O,X,X,X
SJLOTZI,X,O,O,X,O,X,O,X
SJLOITZ,X,O,X,X,O,X,X,X
SJLOIZT,O,X,X,X,O,X,X,X
SJLOZTI,O,X,O,X,O,X,O,X
SJLOZIT,O,X,X,X,O,X,X,X
SJZTILO,O,X,O,X,O,X,O,X
SJZTIOL,O,X,O,X,O,X,O,X
SJZTLIO,O,X,O,X,O,X,O,X
SJZTLOI,O,X,O,X,O,X,O,X
SJZTOIL,O,X,O,X,O,X,O,X
SJZTOLI,O,X,O,X,O,X,O,X
SJZITLO,O,X,X,X,O,X,O,O
SJZITOL,O,X,X,X,O,X,O,O
SJZILTO,O,X,X,X,O,X,O,X
SJZILOT,O,X,X,X,O,X,X,X
SJZIOTL,O,X,X,X,O,X,X,O
SJZIOLT,O,X,X,X,O,X,X,X
SJZLTIO,O,X,O,X,O,X,O,X
SJZLTOI,O,X,O,X,O,X,O,X
SJZLITO,O,X,X,X,O,X,O,X
SJZLIOT,O,X,X,X,O,X,X,X
SJZLOTI,O,X,O,X,O,X,O,X
SJZLOIT,O,X,X,X,O,X,X,X
SJZOTIL,O,X,O,X,O,X,O,X
SJZOTLI,O,X,O,X,O,X,O,X
SJZOITL,O,X,X,X,O,X,X,O
SJZOILT,O,X,X,X,O,X,X,X
SJZOLTI,O,X,O,X,O,X,O,X
SJZOLIT,O,X,X,X,O,X,X,X
SJOTILZ,X,O,O,X,O,X,X,X
SJOTIZL,O,O,O,X,O,X,X,O
SJOTLIZ,X,O,O,X,O,X,X,X
SJOTLZI,X,O,O,X,O,X,O,X
SJOTZIL,O,O,O,X,O,X,O,O
SJOTZLI,O,O,O,X,O,X,O,O
SJOITLZ,X,O,X,X,O,X,X,X
