sequence,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFmcBqiBTeBFhBUn?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFlcBGeBUhBKnBzi?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFXcBTeBCiB0iBer?BVxB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFTeB2nB0mB6nBFm?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFGdBTeB3hBlnBir?B8qB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFSiBTeBUhBlnBmm?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhF6hBldBcjB/nB2r?BzqB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhF8hBGeBamBziBVs?BXrB
LIOSTJZ,O,O,X,X,X,X,X,O
LIOSTZJ,X,O,X,X,X,X,X,O
LIOSJTZ,X,O,O,X,X,X,X,O
LIOSJZT,X,O,X,X,X,X,X,X
LIOSZTJ,O,O,X,X,X,X,X,X
LIOSZJT,O,O,X,X,X,X,X,X
LIOZTJS,O,O,X,X,X,O,X,O
LIOZTSJ,O,O,X,X,X,O,X,O
LIOZJTS,O,O,X,X,X,X,X,O
LIOZJST,O,O,X,X,X,X,X,X
LIOZSTJ,O,O,X,X,X,X,X,X
LIOZSJT,O,O,X,X,X,X,X,X
LJTISZO,X,O,O,X,O,X,O,X
LJTISOZ,O,O,O,X,O,X,X,X
LJTIZSO,X,O,O,X,X,X,O,X
LJTIZOS,O,O,O,X,X,X,X,O
LJTIOSZ,O,O,O,X,O,X,X,O
LJTIOZS,O,O,O,X,X,X,X,O
LJTSIZO,X,O,O,X,O,X,O,X
LJTSIOZ,O,O,O,X,O,X,X,X
LJTSZIO,X,O,O,X,O,X,O,X
LJTSZOI,X,O,O,X,O,X,O,X
LJTSOIZ,O,O,O,X,O,X,X,X
LJTSOZI,X,X,O,X,O,X,X,X
LJTZISO,X,O,O,X,X,X,O,X
LJTZIOS,O,O,O,X,X,X,X,O
LJTZSIO,X,O,O,X,O,X,O,X
LJTZSOI,X,X,O,X,O,X,O,X
LJTZOIS,O,O,O,X,X,X,X,O
LJTZOSI,X,X,O,X,O,X,X,O
LJTOISZ,O,O,O,X,O,X,X,O
LJTOIZS,O,O,O,X,X,X,X,O
LJTOSIZ,O,O,O,X,O,X,X,O
LJTOSZI,X,X,O,X,O,X,X,O
LJTOZIS,O,O,O,X,X,X,X,O
LJTOZSI,X,X,O,X,O,X,X,O
LJITSZO,X,O,O,X,X,X,O,X
LJITSOZ,O,O,O,X,X,X,X,X
LJITZSO,X,O,O,X,X,X,O,X
LJITZOS,O,O,O,X,X,X,X,O
LJITOSZ,O,O,O,X,X,X,X,O
LJITOZS,O,O,O,X,X,X,X,O
LJISTZO,X,O,O,X,X,X,O,X
LJISTOZ,X,O,O,X,X,X,X,X
LJISZTO,X,O,X,X,X,X,O,X
LJISZOT,X,O,X,X,X,X,O,X
LJISOTZ,X,O,O,X,X,X,X,O
LJISOZT,X,O,X,X,X,X,O,X
LJIZTSO,O,O,X,O,X,X,O,X
LJIZTOS,O,O,X,O,X,X,X,X
LJIZSTO,X,O,X,O,X,X,O,X
LJIZSOT,O,O,X,O,X,X,O,X
LJIZOTS,O,O,X,O,X,X,X,O
LJIZOST,O,O,X,O,X,X,O,X
LJIOTSZ,O,O,O,X,X,X,X,O
LJIOTZS,O,O,O,X,X,X,X,O
LJIOSTZ,X,O,O,X,X,X,X,O
LJIOSZT,X,O,X,X,X,X,O,X
LJIOZTS,O,O,X,O,X,X,X,O
LJIOZST,O,O,X,O,X,X,O,X
LJSTIZO,X,O,O,X,O,X,O,X
LJSTIOZ,X,O,O,X,O,X,X,X
LJSTZIO,X,O,O,X,O,X,O,X
LJSTZOI,X,O,O,X,O,X,O,X
LJSTOIZ,X,O,O,X,O,X,X,X
LJSTOZI,X,O,O,X,O,X,X,X
LJSITZO,X,O,O,X,X,X,O,X
LJSITOZ,X,O,O,X,X,X,X,X
LJSIZTO,X,O,X,X,X,X,O,X
LJSIZOT,X,O,X,X,X,X,O,X
LJSIOTZ,X,O,O,X,X,X,X,O
LJSIOZT,X,O,X,X,X,X,O,X
LJSZTIO,X,O,X,X,X,X,O,X
LJSZTOI,X,O,X,X,X,X,O,X
LJSZITO,X,O,X,X,X,X,O,X
LJSZIOT,X,O,X,X,X,X,O,X
LJSZOTI,X,O,X,X,X,X,O,X
LJSZOIT,X,O,X,X,X,X,O,X
LJSOTIZ,X,O,O,X,X,X,X,O
LJSOTZI,X,O,O,X,X,X,X,O
LJSOITZ,X,O,O,X,X,X,X,O
LJSOIZT,X,O,X,X,X,X,O,X
LJSOZTI,X,O,X,X,X,X,O,X
LJSOZIT,X,O,X,X,X,X,O,X
LJZTISO,O,O,X,O,X,X,O,X
LJZTIOS,O,O,X,O,X,X,X,X
LJZTSIO,O,O,X,O,X,X,O,X
LJZTSOI,O,X,X,O,X,X,O,X
LJZTOIS,O,O,X,O,X,X,X,X
LJZTOSI,O,O,X,O,X,X,X,X
LJZITSO,O,O,X,O,X,X,O,X
LJZITOS,O,O,X,O,X,X,X,X
LJZISTO,X,O,X,O,X,X,O,X
LJZISOT,O,O,X,O,X,X,O,X
LJZIOTS,O,O,X,O,X,X,X,O
LJZIOST,O,O,X,O,X,X,O,X
LJZSTIO,X,O,X,O,X,X,O,X
LJZSTOI,X,O,X,O,X,X,O,X
LJZSITO,X,O,X,O,X,X,O,X
LJZSIOT,O,O,X,O,X,X,O,X
LJZSOTI,X,O,X,O,X,X,O,X
LJZSOIT,O,O,X,O,X,X,O,X
LJZOTIS,O,O,X,O,X,X,X,O
LJZOTSI,O,O,X,O,X,X,X,O
LJZOITS,O,O,X,O,X,X,X,O
LJZOIST,O,O,X,O,X,X,O,X
LJZOSTI,X,O,X,O,X,X,O,X
LJZOSIT,O,O,X,O,X,X,O,X
LJOTISZ,O,O,O,X,O,X,X,O
LJOTIZS,O,O,O,X,X,X,X,O
LJOTSIZ,O,O,O,X,O,X,X,O
LJOTSZI,X,O,O,X,O,X,X,O
LJOTZIS,O,O,O,X,X,X,X,O
LJOTZSI,X,O,O,X,O,X,X,O
LJOITSZ,O,O,O,X,X,X,X,O
LJOITZS,O,O,O,X,X,X,X,O
LJOISTZ,X,O,O,X,X,X,X,O
LJOISZT,X,O,X,X,X,X,O,X
LJOIZTS,O,O,X,O,X,X,X,O
LJOIZST,O,O,X,O,X,X,O,X
LJOSTIZ,X,O,O,X,X,X,X,O
LJOSTZI,X,O,O,X,X,X,X,O
LJOSITZ,X,O,O,X,X,X,X,O
LJOSIZT,X,O,X,X,X,X,O,X
LJOSZTI,X,O,X,X,X,X,O,X
LJOSZIT,X,O,X,X,X,X,O,X
LJOZTIS,O,O,X,O,X,X,X,O
LJOZTSI,O,O,X,O,X,X,X,O
LJOZITS,O,O,X,O,X,X,X,O
LJOZIST,O,O,X,O,X,X,O,X
LJOZSTI,X,O,X,O,X,X,O,X
LJOZSIT,O,O,X,O,X,X,O,X
LSTIJZO,X,O,X,X,O,X,X,X
LSTIJOZ,O,O,X,X,O,X,X,X
LSTIZJO,X,O,X,X,O,X,X,X
LSTIZOJ,X,O,X,X,O,X,X,O
LSTIOJZ,O,O,X,X,O,X,X,O
LSTIOZJ,X,O,X,X,O,X,X,O
LSTJIZO,X,O,X,X,O,X,X,X
LSTJIOZ,O,O,X,X,O,X,X,X
LSTJZIO,X,O,X,X,O,X,X,X
LSTJZOI,X,O,X,X,O,X,X,X
LSTJOIZ,O,O,X,X,O,X,X,X
LSTJOZI,X,O,X,X,O,X,X,X
LSTZIJO,X,O,X,X,O,X,X,X
LSTZIOJ,X,O,X,X,O,X,X,O
LSTZJIO,X,O,X,X,O,X,X,X
LSTZJOI,X,O,X,X,O,X,X,X
LSTZOIJ,X,O,X,X,O,X,X,O
LSTZOJI,X,O,X,X,O,X,X,O
LSTOIJZ,O,O,X,X,O,X,X,O
LSTOIZJ,X,O,X,X,O,X,X,O
LSTOJIZ,O,O,X,X,O,X,X,O
LSTOJZI,X,O,X,X,O,X,X,O
LSTOZIJ,X,O,X,X,O,X,X,O
LSTOZJI,X,O,X,X,O,X,X,O
LSITJZO,X,O,X,X,O,X,X,X
LSITJOZ,O,O,X,X,O,X,X,X
LSITZJO,X,O,X,X,O,X,X,X
LSITZOJ,X,O,X,X,O,X,X,O
LSITOJZ,O,O,X,X,O,X,X,O
LSITOZJ,X,O,X,X,O,X,X,O
LSIJTZO,X,O,O,X,X,X,O,X
LSIJTOZ,X,O,O,X,X,X,X,X
LSIJZTO,X,O,X,X,X,X,O,X
LSIJZOT,X,O,X,X,X,X,O,X
LSIJOTZ,X,O,O,X,X,X,X,O
LSIJOZT,X,O,X,X,X,X,O,X
LSIZTJO,O,O,X,X,X,X,O,X
LSIZTOJ,O,O,X,X,X,X,X,X
LSIZJTO,X,O,X,X,X,X,O,X
LSIZJOT,O,O,X,X,X,X,O,X
LSIZOTJ,O,O,X,X,X,X,X,X
LSIZOJT,O,O,X,X,X,X,X,X
LSIOTJZ,O,O,X,X,X,X,X,O
LSIOTZJ,X,O,X,X,X,X,X,O
LSIOJTZ,X,O,O,X,X,X,X,O
LSIOJZT,X,O,X,X,X,X,X,X
LSIOZTJ,O,O,X,X,X,X,X,X
LSIOZJT,O,O,X,X,X,X,X,X
LSJTIZO,X,O,O,X,O,X,O,X
LSJTIOZ,X,O,O,X,O,X,X,X
LSJTZIO,X,O,O,X,O,X,O,X
LSJTZOI,X,O,O,X,O,X,O,X
LSJTOIZ,X,O,O,X,O,X,X,X
LSJTOZI,X,O,O,X,O,X,X,X
LSJITZO,X,O,O,X,X,X,O,X
LSJITOZ,X,O,O,X,X,X,X,X
LSJIZTO,X,O,X,X,X,X,O,X
LSJIZOT,X,O,X,X,X,X,O,X
LSJIOTZ,X,O,O,X,X,X,X,O
LSJIOZT,X,O,X,X,X,X,O,X
LSJZTIO,X,O,X,X,X,X,O,X
LSJZTOI,X,O,X,X,X,X,O,X
LSJZITO,X,O,X,X,X,X,O,X
LSJZIOT,X,O,X,X,X,X,O,X
LSJZOTI,X,O,X,X,X,X,O,X
LSJZOIT,X,O,X,X,X,X,O,X
LSJOTIZ,X,O,O,X,X,X,X,O
LSJOTZI,X,O,O,X,X,X,X,O
LSJOITZ,X,O,O,X,X,X,X,O
LSJOIZT,X,O,X,X,X,X,O,X
LSJOZTI,X,O,X,X,X,X,O,X
LSJOZIT,X,O,X,X,X,X,O,X
LSZTIJO,O,O,X,X,O,X,O,X
LSZTIOJ,O,O,X,X,O,X,X,X
LSZTJIO,O,O,X,X,O,X,O,X
LSZTJOI,O,O,X,X,O,X,O,X
LSZTOIJ,O,O,X,X,O,X,X,X
LSZTOJI,O,O,X,X,O,X,X,X
LSZITJO,O,O,X,X,X,X,O,X
LSZITOJ,O,O,X,X,X,X,X,X
LSZIJTO,X,O,X,X,X,X,O,X
LSZIJOT,O,O,X,X,X,X,O,X
LSZIOTJ,O,O,X,X,X,X,X,X
LSZIOJT,O,O,X,X,X,X,X,X
LSZJTIO,X,O,X,X,X,X,O,X
LSZJTOI,X,O,X,X,X,X,O,X
LSZJITO,X,O,X,X,X,X,O,X
LSZJIOT,O,O,X,X,X,X,O,X
LSZJOTI,X,O,X,X,X,X,O,X
LSZJOIT,O,O,X,X,X,X,O,X
LSZOTIJ,O,O,X,X,X,X,X,X
LSZOTJI,O,O,X,X,X,X,X,X
LSZOITJ,O,O,X,X,X,X,X,X
LSZOIJT,O,O,X,X,X,X,X,X
LSZOJTI,X,O,X,X,X,X,X,X
LSZOJIT,O,O,X,X,X,X,X,X
LSOTIJZ,O,O,X,X,O,X,X,O
LSOTIZJ,X,O,X,X,O,X,X,O
LSOTJIZ,O,O,X,X,O,X,X,O
LSOTJZI,X,O,X,X,O,X,X,O
LSOTZIJ,X,O,X,X,O,X,X,O
LSOTZJI,X,O,X,X,O,X,X,O
LSOITJZ,O,O,X,X,X,X,X,O
LSOITZJ,X,O,X,X,X,X,X,O
LSOIJTZ,X,O,O,X,X,X,X,O
LSOIJZT,X,O,X,X,X,X,X,X
LSOIZTJ,O,O,X,X,X,X,X,X
LSOIZJT,O,O,X,X,X,X,X,X
LSOJTIZ,X,O,O,X,X,X,X,O
LSOJTZI,X,O,O,X,X,X,X,O
LSOJITZ,X,O,O,X,X,X,X,O
LSOJIZT,X,O,X,X,X,X,X,X
LSOJZTI,X,O,X,X,X,X,X,X
LSOJZIT,X,O,X,X,X,X,X,X
LSOZTIJ,O,O,X,X,X,X,X,X
LSOZTJI,O,O,X,X,X,X,X,X
LSOZITJ,O,O,X,X,X,X,X,X
LSOZIJT,O,O,X,X,X,X,X,X
LSOZJTI,X,O,X,X,X,X,X,X
LSOZJIT,O,O,X,X,X,X,X,X
LZTIJSO,O,O,X,X,X,X,X,X
LZTIJOS,O,O,X,X,X,O,X,O
LZTISJO,O,O,X,X,X,X,O,X
LZTISOJ,O,O,X,X,X,O,X,O
LZTIOJS,O,O,X,X,X,O,X,O
LZTIOSJ,O,O,X,X,X,O,X,O
LZTJISO,O,O,X,X,X,X,X,X
LZTJIOS,O,O,X,X,X,O,X,O
LZTJSIO,O,O,X,X,O,X,X,X
LZTJSOI,O,X,X,X,O,X,X,X
LZTJOIS,O,O,X,X,X,O,X,O
LZTJOSI,O,O,X,X,O,O,X,O
LZTSIJO,O,O,X,X,O,X,O,X
LZTSIOJ,O,O,X,X,O,O,X,O
LZTSJIO,O,O,X,X,O,X,O,X
LZTSJOI,O,X,X,X,O,X,O,X
LZTSOIJ,O,O,X,X,O,O,X,O
LZTSOJI,O,O,X,X,O,O,X,O
LZTOIJS,O,O,X,X,X,O,X,O
LZTOISJ,O,O,X,X,X,O,X,O
LZTOJIS,O,O,X,X,X,O,X,O
LZTOJSI,O,O,X,X,O,O,X,O
LZTOSIJ,O,O,X,X,O,O,X,O
LZTOSJI,O,O,X,X,O,O,X,O
LZITJSO,O,O,X,X,X,X,X,X
LZITJOS,O,O,X,X,X,O,X,O
LZITSJO,O,O,X,X,X,X,O,X
LZITSOJ,O,O,X,X,X,O,X,O
LZITOJS,O,O,X,X,X,O,X,O
LZITOSJ,O,O,X,X,X,O,X,O
LZIJTSO,O,O,X,O,X,X,O,X
LZIJTOS,O,O,X,O,X,X,X,X
LZIJSTO,X,O,X,O,X,X,O,X
LZIJSOT,O,O,X,O,X,X,O,X
LZIJOTS,O,O,X,O,X,X,X,O
LZIJOST,O,O,X,O,X,X,O,X
LZISTJO,O,O,X,X,X,X,O,X
LZISTOJ,O,O,X,X,X,X,X,X
LZISJTO,X,O,X,X,X,X,O,X
LZISJOT,O,O,X,X,X,X,O,X
LZISOTJ,O,O,X,X,X,X,X,X
LZISOJT,O,O,X,X,X,X,X,X
LZIOTJS,O,O,X,X,X,O,X,O
LZIOTSJ,O,O,X,X,X,O,X,O
LZIOJTS,O,O,X,X,X,X,X,O
LZIOJST,O,O,X,X,X,X,X,X
LZIOSTJ,O,O,X,X,X,X,X,X
LZIOSJT,O,O,X,X,X,X,X,X
LZJTISO,O,O,X,O,X,X,O,X
LZJTIOS,O,O,X,O,X,X,X,X
LZJTSIO,O,O,X,O,X,X,O,X
LZJTSOI,O,X,X,O,X,X,O,X
LZJTOIS,O,O,X,O,X,X,X,X
LZJTOSI,O,O,X,O,X,X,X,X
LZJITSO,O,O,X,O,X,X,O,X
LZJITOS,O,O,X,O,X,X,X,X
LZJISTO,X,O,X,O,X,X,O,X
LZJISOT,O,O,X,O,X,X,O,X
LZJIOTS,O,O,X,O,X,X,X,O
LZJIOST,O,O,X,O,X,X,O,X
LZJSTIO,X,O,X,O,X,X,O,X
LZJSTOI,X,O,X,O,X,X,O,X
LZJSITO,X,O,X,O,X,X,O,X
LZJSIOT,O,O,X,O,X,X,O,X
LZJSOTI,X,O,X,O,X,X,O,X
LZJSOIT,O,O,X,O,X,X,O,X
LZJOTIS,O,O,X,O,X,X,X,O
LZJOTSI,O,O,X,O,X,X,X,O
LZJOITS,O,O,X,O,X,X,X,O
LZJOIST,O,O,X,O,X,X,O,X
LZJOSTI,X,O,X,O,X,X,O,X
LZJOSIT,O,O,X,O,X,X,O,X
LZSTIJO,O,O,X,X,O,X,O,X
LZSTIOJ,O,O,X,X,O,X,X,X
LZSTJIO,O,O,X,X,O,X,O,X
LZSTJOI,O,O,X,X,O,X,O,X
LZSTOIJ,O,O,X,X,O,X,X,X
LZSTOJI,O,O,X,X,O,X,X,X
LZSITJO,O,O,X,X,X,X,O,X
LZSITOJ,O,O,X,X,X,X,X,X
LZSIJTO,X,O,X,X,X,X,O,X
LZSIJOT,O,O,X,X,X,X,O,X
LZSIOTJ,O,O,X,X,X,X,X,X
LZSIOJT,O,O,X,X,X,X,X,X
LZSJTIO,X,O,X,X,X,X,O,X
LZSJTOI,X,O,X,X,X,X,O,X
LZSJITO,X,O,X,X,X,X,O,X
LZSJIOT,O,O,X,X,X,X,O,X
LZSJOTI,X,O,X,X,X,X,O,X
LZSJOIT,O,O,X,X,X,X,O,X
LZSOTIJ,O,O,X,X,X,X,X,X
LZSOTJI,O,O,X,X,X,X,X,X
LZSOITJ,O,O,X,X,X,X,X,X
LZSOIJT,O,O,X,X,X,X,X,X
LZSOJTI,X,O,X,X,X,X,X,X
LZSOJIT,O,O,X,X,X,X,X,X
LZOTIJS,O,O,X,X,X,O,X,O
LZOTISJ,O,O,X,X,X,O,X,O
LZOTJIS,O,O,X,X,X,O,X,O
LZOTJSI,O,O,X,X,O,O,X,O
LZOTSIJ,O,O,X,X,O,O,X,O
LZOTSJI,O,O,X,X,O,O,X,O
LZOITJS,O,O,X,X,X,O,X,O
LZOITSJ,O,O,X,X,X,O,X,O
LZOIJTS,O,O,X,X,X,X,X,O
LZOIJST,O,O,X,X,X,X,X,X
LZOISTJ,O,O,X,X,X,X,X,X
LZOISJT,O,O,X,X,X,X,X,X
LZOJTIS,O,O,X,X,X,X,X,O
LZOJTSI,O,O,X,X,X,X,X,O
LZOJITS,O,O,X,X,X,X,X,O
LZOJIST,O,O,X,X,X,X,X,X
LZOJSTI,X,O,X,X,X,X,X,X
LZOJSIT,O,O,X,X,X,X,X,X
LZOSTIJ,O,O,X,X,X,X,X,X
LZOSTJI,O,O,X,X,X,X,X,X
LZOSITJ,O,O,X,X,X,X,X,X
LZOSIJT,O,O,X,X,X,X,X,X
LZOSJTI,X,O,X,X,X,X,X,X
LZOSJIT,O,O,X,X,X,X,X,X
LOTIJSZ,O,O,O,X,O,X,X,O
LOTIJZS,O,O,O,X,X,O,X,O
LOTISJZ,O,O,X,X,O,O,X,O
LOTISZJ,X,O,X,X,O,O,X,O
LOTIZJS,O,O,X,X,X,O,X,O
LOTIZSJ,O,O,X,X,X,O,X,O
LOTJISZ,O,O,O,X,O,X,X,O
LOTJIZS,O,O,O,X,X,O,X,O
LOTJSIZ,O,O,O,X,O,X,X,O
LOTJSZI,X,O,O,X,O,X,X,O
LOTJZIS,O,O,O,X,X,O,X,O
LOTJZSI,X,O,O,X,O,O,X,O
LOTSIJZ,O,O,X,X,O,O,X,O
LOTSIZJ,X,O,X,X,O,O,X,O
LOTSJIZ,O,O,X,X,O,O,X,O
LOTSJZI,X,O,X,X,O,O,X,O
LOTSZIJ,X,O,X,X,O,O,X,O
LOTSZJI,X,O,X,X,O,O,X,O
LOTZIJS,O,O,X,X,X,O,X,O
LOTZISJ,O,O,X,X,X,O,X,O
LOTZJIS,O,O,X,X,X,O,X,O
LOTZJSI,O,O,X,X,O,O,X,O
LOTZSIJ,O,O,X,X,O,O,X,O
LOTZSJI,O,O,X,X,O,O,X,O
LOITJSZ,O,O,O,X,O,X,X,O
LOITJZS,O,O,O,X,X,O,X,O
LOITSJZ,O,O,X,X,O,O,X,O
LOITSZJ,X,O,X,X,O,O,X,O
LOITZJS,O,O,X,X,X,O,X,O
LOITZSJ,O,O,X,X,X,O,X,O
LOIJTSZ,O,O,O,X,X,X,X,O
LOIJTZS,O,O,O,X,X,X,X,O
LOIJSTZ,X,O,O,X,X,X,X,O
LOIJSZT,X,O,X,X,X,X,X,X
LOIJZTS,O,O,X,O,X,X,X,O
LOIJZST,O,O,X,O,X,X,X,X
LOISTJZ,O,O,X,X,X,X,X,O
LOISTZJ,X,O,X,X,X,X,X,O
LOISJTZ,X,O,O,X,X,X,X,O
LOISJZT,X,O,X,X,X,X,X,X
LOISZTJ,O,O,X,X,X,X,X,X
LOISZJT,O,O,X,X,X,X,X,X
LOIZTJS,O,O,X,X,X,O,X,O
LOIZTSJ,O,O,X,X,X,O,X,O
LOIZJTS,O,O,X,X,X,X,X,O
LOIZJST,O,O,X,X,X,X,X,X
LOIZSTJ,O,O,X,X,X,X,X,X
LOIZSJT,O,O,X,X,X,X,X,X
LOJTISZ,O,O,O,X,O,X,X,O
LOJTIZS,O,O,O,X,X,X,X,O
LOJTSIZ,O,O,O,X,O,X,X,O
LOJTSZI,X,O,O,X,O,X,X,O
LOJTZIS,O,O,O,X,X,X,X,O
LOJTZSI,X,O,O,X,O,X,X,O
LOJITSZ,O,O,O,X,X,X,X,O
LOJITZS,O,O,O,X,X,X,X,O
LOJISTZ,X,O,O,X,X,X,X,O
LOJISZT,X,O,X,X,X,X,X,X
LOJIZTS,O,O,X,O,X,X,X,O
LOJIZST,O,O,X,O,X,X,X,X
LOJSTIZ,X,O,O,X,X,X,X,O
LOJSTZI,X,O,O,X,X,X,X,O
LOJSITZ,X,O,O,X,X,X,X,O
LOJSIZT,X,O,X,X,X,X,X,X
LOJSZTI,X,O,X,X,X,X,X,X
LOJSZIT,X,O,X,X,X,X,X,X
LOJZTIS,O,O,X,O,X,X,X,O
LOJZTSI,O,O,X,O,X,X,X,O
LOJZITS,O,O,X,O,X,X,X,O
LOJZIST,O,O,X,O,X,X,X,X
LOJZSTI,X,O,X,O,X,X,X,X
LOJZSIT,O,O,X,O,X,X,X,X
LOSTIJZ,O,O,X,X,O,X,X,O
LOSTIZJ,X,O,X,X,O,X,X,O
LOSTJIZ,O,O,X,X,O,X,X,O
LOSTJZI,X,O,X,X,O,X,X,O
LOSTZIJ,X,O,X,X,O,X,X,O
LOSTZJI,X,O,X,X,O,X,X,O
LOSITJZ,O,O,X,X,X,X,X,O
LOSITZJ,X,O,X,X,X,X,X,O
LOSIJTZ,X,O,O,X,X,X,X,O
LOSIJZT,X,O,X,X,X,X,X,X
LOSIZTJ,O,O,X,X,X,X,X,X
LOSIZJT,O,O,X,X,X,X,X,X
LOSJTIZ,X,O,O,X,X,X,X,O
LOSJTZI,X,O,O,X,X,X,X,O
LOSJITZ,X,O,O,X,X,X,X,O
LOSJIZT,X,O,X,X,X,X,X,X
LOSJZTI,X,O,X,X,X,X,X,X
LOSJZIT,X,O,X,X,X,X,X,X
LOSZTIJ,O,O,X,X,X,X,X,X
LOSZTJI,O,O,X,X,X,X,X,X
LOSZITJ,O,O,X,X,X,X,X,X
LOSZIJT,O,O,X,X,X,X,X,X
LOSZJTI,X,O,X,X,X,X,X,X
LOSZJIT,O,O,X,X,X,X,X,X
LOZTIJS,O,O,X,X,X,O,X,O
LOZTISJ,O,O,X,X,X,O,X,O
LOZTJIS,O,O,X,X,X,O,X,O
LOZTJSI,O,O,X,X,O,O,X,O
LOZTSIJ,O,O,X,X,O,O,X,O
LOZTSJI,O,O,X,X,O,O,X,O
LOZITJS,O,O,X,X,X,O,X,O
LOZITSJ,O,O,X,X,X,O,X,O
LOZIJTS,O,O,X,X,X,X,X,O
LOZIJST,O,O,X,X,X,X,X,X
LOZISTJ,O,O,X,X,X,X,X,X
LOZISJT,O,O,X,X,X,X,X,X
LOZJTIS,O,O,X,X,X,X,X,O
LOZJTSI,O,O,X,X,X,X,X,O
LOZJITS,O,O,X,X,X,X,X,O
LOZJIST,O,O,X,X,X,X,X,X
LOZJSTI,X,O,X,X,X,X,X,X
LOZJSIT,O,O,X,X,X,X,X,X
LOZSTIJ,O,O,X,X,X,X,X,X
LOZSTJI,O,O,X,X,X,X,X,X
LOZSITJ,O,O,X,X,X,X,X,X
LOZSIJT,O,O,X,X,X,X,X,X
LOZSJTI,X,O,X,X,X,X,X,X
LOZSJIT,O,O,X,X,X,X,X,X
JTILSZO,X,O,O,X,O,X,O,X
JTILSOZ,O,O,O,X,O,X,X,X
JTILZSO,O,O,O,X,X,X,O,X
JTILZOS,O,O,O,X,X,O,X,X
JTILOSZ,O,O,O,X,O,X,X,O
JTILOZS,O,O,O,X,X,O,X,O
JTISLZO,X,X,O,X,O,O,O,X
JTISLOZ,O,X,O,X,O,O,X,X
JTISZLO,O,X,O,X,X,O,O,X
JTISZOL,X,X,O,X,X,O,O,X
JTISOLZ,X,X,O,X,O,O,X,X
JTISOZL,X,X,O,X,X,O,X,X
JTIZLSO,O,O,O,O,X,X,O,X
JTIZLOS,O,O,O,O,X,O,X,X
JTIZSLO,O,O,O,O,X,X,O,X
JTIZSOL,X,X,O,O,X,X,O,X
JTIZOLS,O,O,O,O,X,O,X,X
JTIZOSL,X,X,O,O,X,X,X,X
JTIOLSZ,O,O,O,X,O,X,X,O
JTIOLZS,O,O,O,X,X,O,X,O
JTIOSLZ,X,X,O,X,O,O,X,X
JTIOSZL,X,X,O,X,X,O,X,X
JTIOZLS,O,O,O,O,X,O,X,X
JTIOZSL,X,X,O,O,X,X,X,X
JTLISZO,X,O,O,X,O,X,O,X
JTLISOZ,O,O,O,X,O,X,X,X
JTLIZSO,O,O,O,X,X,X,O,X
JTLIZOS,O,O,O,X,X,O,X,O
JTLIOSZ,O,O,O,X,O,X,X,O
JTLIOZS,O,O,O,X,X,O,X,O
JTLSIZO,X,O,O,X,O,X,O,X
JTLSIOZ,O,O,O,X,O,X,X,X
JTLSZIO,X,O,O,X,O,X,O,X
JTLSZOI,X,O,O,X,O,X,O,X
JTLSOIZ,O,O,O,X,O,X,X,X
JTLSOZI,X,X,O,X,O,X,X,X
JTLZISO,O,O,O,X,X,X,O,X
JTLZIOS,O,O,O,X,X,O,X,O
JTLZSIO,O,O,O,X,O,X,O,X
JTLZSOI,O,X,O,X,O,X,O,X
JTLZOIS,O,O,O,X,X,O,X,O
JTLZOSI,O,X,O,X,O,O,X,O
JTLOISZ,O,O,O,X,O,X,X,O
JTLOIZS,O,O,O,X,X,O,X,O
JTLOSIZ,O,X,O,X,O,X,X,O
JTLOSZI,X,X,O,X,O,X,X,O
JTLOZIS,O,X,O,X,X,O,X,O
JTLOZSI,X,X,O,X,O,O,X,O
JTSILZO,X,X,O,X,O,O,O,X
JTSILOZ,O,X,O,X,O,O,X,X
JTSIZLO,O,X,O,X,X,O,O,X
JTSIZOL,X,X,O,X,X,O,O,X
JTSIOLZ,X,X,O,X,O,O,X,X
JTSIOZL,X,X,O,X,X,O,X,X
JTSLIZO,X,X,O,X,O,O,O,X
JTSLIOZ,O,X,O,X,O,O,X,X
JTSLZIO,X,X,O,X,O,O,O,X
JTSLZOI,X,X,O,X,O,O,O,X
JTSLOIZ,O,X,O,X,O,O,X,X
JTSLOZI,X,X,O,X,O,O,X,X
JTSZILO,O,X,O,X,X,O,O,X
JTSZIOL,X,X,O,X,X,O,O,X
JTSZLIO,O,X,O,X,O,O,O,X
JTSZLOI,O,X,O,X,O,O,O,X
JTSZOIL,X,X,O,X,X,O,O,X
JTSZOLI,X,X,O,X,O,O,O,X
JTSOILZ,X,X,O,X,O,O,X,X
JTSOIZL,X,X,O,X,X,O,X,X
JTSOLIZ,X,X,O,X,O,O,X,X
JTSOLZI,X,X,O,X,O,O,X,X
JTSOZIL,X,X,O,X,X,O,X,X
JTSOZLI,X,X,O,X,O,O,X,X
JTZILSO,O,O,O,O,X,X,O,X
JTZILOS,O,O,O,O,X,O,X,X
