sequence,v115@7gB8GeC8FeD8AeA8CeG8CeE8Jei6IvhFFcBXdBckBZ?lBWmBzqB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeT6IvhFxcBlgB3hBi?kB0lB2vB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFCcBXdBzfBV?mBmqBUqB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFufB3bBFdBT?hBiqB0qB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFCbBXdBUlBF?mBOrBTqB,v115@7gB8GeC8FeD8AeA8CeG8CeE8Jex8IvhF0fBlgB3hBO?kBTlByvB,v115@7gB8GeC8FeD8AeA8CeG8CeE8JeZ/IvhFzaBXdBamBG?hB0qBFqB
SIZTLOJ,O,O,O,X,O,O,O
SIZTJLO,O,X,O,X,O,O,X
SIZTJOL,O,X,O,X,O,O,X
SIZTOLJ,O,X,O,X,O,X,X
SIZTOJL,O,X,O,X,O,O,X
SIZLTJO,O,X,X,X,O,O,O
SIZLTOJ,O,O,O,X,O,O,O
SIZLJTO,O,O,X,X,X,O,O
SIZLJOT,O,O,X,X,X,X,X
SIZLOTJ,O,O,X,X,X,O,O
SIZLOJT,O,O,X,X,X,X,X
SIZJTLO,O,O,O,X,O,O,X
SIZJTOL,O,X,O,X,O,O,X
SIZJLTO,O,O,X,X,X,O,O
SIZJLOT,O,O,X,X,X,X,X
SIZJOTL,O,X,O,X,X,X,X
SIZJOLT,O,X,X,X,X,X,X
SIZOTLJ,O,X,O,X,O,X,X
SIZOTJL,O,X,O,X,O,O,X
SIZOLTJ,O,X,X,X,X,O,O
SIZOLJT,O,X,X,X,X,X,X
SIZOJTL,O,X,O,X,X,X,X
SIZOJLT,O,X,X,X,X,X,X
SIOTLJZ,X,O,O,O,X,X,X
SIOTLZJ,O,O,O,O,X,X,X
SIOTJLZ,O,X,O,O,X,X,X
SIOTJZL,O,X,O,O,X,X,X
SIOTZLJ,O,X,O,X,O,X,X
SIOTZJL,O,X,O,O,O,O,X
SIOLTJZ,X,O,O,O,X,X,X
SIOLTZJ,O,O,O,O,X,O,X
SIOLJTZ,O,O,O,O,X,X,X
SIOLJZT,O,O,X,O,X,X,X
SIOLZTJ,O,O,X,O,X,O,X
SIOLZJT,O,O,X,O,X,X,X
SIOJTLZ,O,O,O,O,X,X,X
SIOJTZL,O,X,O,O,X,X,X
SIOJLTZ,O,O,O,O,X,X,X
SIOJLZT,O,O,X,X,X,X,X
SIOJZTL,O,X,O,O,X,X,X
SIOJZLT,O,X,X,X,X,X,X
SIOZTLJ,O,X,O,X,O,X,X
SIOZTJL,O,X,O,O,O,O,X
SIOZLTJ,O,X,X,X,X,O,O
SIOZLJT,O,X,X,X,X,X,X
SIOZJTL,O,X,O,O,X,X,X
SIOZJLT,O,X,X,X,X,X,X
SLTIJZO,X,O,O,O,X,O,X
SLTIJOZ,X,O,O,O,X,X,X
SLTIZJO,O,X,X,O,O,O,X
SLTIZOJ,O,O,O,O,O,O,X
SLTIOJZ,X,O,O,O,X,X,X
SLTIOZJ,X,O,O,O,X,O,X
SLTJIZO,O,O,O,O,X,O,X
SLTJIOZ,X,O,O,O,X,X,X
SLTJZIO,O,O,O,X,X,O,X
SLTJZOI,O,O,O,X,X,O,X
SLTJOIZ,X,O,O,O,X,X,X
SLTJOZI,X,O,O,O,X,X,X
SLTZIJO,O,X,X,X,O,O,X
SLTZIOJ,O,O,O,X,O,O,X
SLTZJIO,O,X,X,X,O,O,X
SLTZJOI,O,X,X,X,X,O,X
SLTZOIJ,O,O,O,X,O,O,X
SLTZOJI,O,O,X,X,X,O,X
SLTOIJZ,X,O,O,O,X,X,X
SLTOIZJ,O,O,O,O,X,O,X
SLTOJIZ,O,O,O,O,X,X,X
SLTOJZI,O,O,X,O,X,X,X
SLTOZIJ,O,O,O,O,X,O,X
SLTOZJI,O,O,X,O,X,O,X
SLITJZO,X,O,O,O,X,O,X
SLITJOZ,X,O,O,O,X,X,X
SLITZJO,O,X,X,O,O,O,X
SLITZOJ,O,O,O,O,O,O,X
SLITOJZ,X,O,O,O,X,X,X
SLITOZJ,X,O,O,O,X,O,X
SLIJTZO,O,O,O,O,X,O,X
SLIJTOZ,X,O,O,O,X,X,X
SLIJZTO,O,O,X,O,X,O,X
SLIJZOT,O,O,X,O,X,X,X
SLIJOTZ,X,O,O,O,X,X,X
SLIJOZT,X,O,X,O,X,X,X
SLIZTJO,O,X,X,O,O,O,O
SLIZTOJ,O,O,O,O,O,O,O
SLIZJTO,O,O,X,O,X,O,O
SLIZJOT,O,O,X,O,X,X,X
SLIZOTJ,O,O,X,O,X,O,O
SLIZOJT,O,O,X,O,X,X,X
SLIOTJZ,X,O,O,O,X,X,X
SLIOTZJ,O,O,O,O,X,O,X
SLIOJTZ,O,O,O,O,X,X,X
SLIOJZT,O,O,X,O,X,X,X
SLIOZTJ,O,O,X,O,X,O,X
SLIOZJT,O,O,X,O,X,X,X
SLJTIZO,O,O,O,O,X,O,X
SLJTIOZ,X,O,O,O,X,X,X
SLJTZIO,O,O,O,X,X,O,X
SLJTZOI,O,O,O,X,X,O,X
SLJTOIZ,X,O,O,O,X,X,X
SLJTOZI,X,O,O,O,X,X,X
SLJITZO,O,O,O,O,X,O,X
SLJITOZ,X,O,O,O,X,X,X
SLJIZTO,O,O,X,O,X,O,X
SLJIZOT,O,O,X,O,X,X,X
SLJIOTZ,X,O,O,O,X,X,X
SLJIOZT,X,O,X,O,X,X,X
SLJZTIO,O,O,X,X,X,O,X
SLJZTOI,O,O,X,X,X,O,X
SLJZITO,O,O,X,X,X,O,X
SLJZIOT,O,O,X,X,X,X,X
SLJZOTI,O,O,X,X,X,X,X
SLJZOIT,X,O,X,X,X,X,X
SLJOTIZ,X,O,O,O,X,X,X
SLJOTZI,X,O,O,O,X,X,X
SLJOITZ,X,O,O,O,X,X,X
SLJOIZT,X,O,X,O,X,X,X
SLJOZTI,X,O,X,O,X,X,X
SLJOZIT,X,O,X,O,X,X,X
SLZTIJO,O,X,X,X,O,O,O
SLZTIOJ,O,O,O,X,O,O,O
SLZTJIO,O,X,X,X,O,O,X
SLZTJOI,O,X,X,X,X,O,X
SLZTOIJ,O,O,O,X,O,O,X
SLZTOJI,O,O,X,X,X,O,X
SLZITJO,O,X,X,X,O,O,O
SLZITOJ,O,O,O,X,O,O,O
SLZIJTO,O,O,X,X,X,O,O
SLZIJOT,O,O,X,X,X,X,X
SLZIOTJ,O,O,X,X,X,O,O
SLZIOJT,O,O,X,X,X,X,X
SLZJTIO,O,O,X,X,X,O,X
SLZJTOI,O,O,X,X,X,O,X
SLZJITO,O,O,X,X,X,O,O
SLZJIOT,O,O,X,X,X,X,X
SLZJOTI,O,O,X,X,X,X,X
SLZJOIT,O,O,X,X,X,X,X
SLZOTIJ,O,O,X,X,X,O,X
SLZOTJI,O,O,X,X,X,O,X
SLZOITJ,O,O,X,X,X,O,O
SLZOIJT,O,O,X,X,X,X,X
SLZOJTI,O,O,X,X,X,X,X
SLZOJIT,O,O,X,X,X,X,X
SLOTIJZ,X,O,O,O,X,X,X
SLOTIZJ,O,O,O,O,X,O,X
SLOTJIZ,O,O,O,O,X,X,X
SLOTJZI,O,O,X,O,X,X,X
SLOTZIJ,O,O,O,O,X,O,X
SLOTZJI,O,O,X,O,X,O,X
SLOITJZ,X,O,O,O,X,X,X
SLOITZJ,O,O,O,O,X,O,X
SLOIJTZ,O,O,O,O,X,X,X
SLOIJZT,O,O,X,O,X,X,X
SLOIZTJ,O,O,X,O,X,O,X
SLOIZJT,O,O,X,O,X,X,X
SLOJTIZ,O,O,O,O,X,X,X
SLOJTZI,O,O,O,O,X,X,X
SLOJITZ,O,O,O,O,X,X,X
SLOJIZT,O,O,X,O,X,X,X
SLOJZTI,O,O,X,O,X,X,X
SLOJZIT,O,O,X,O,X,X,X
SLOZTIJ,O,O,X,O,X,O,X
SLOZTJI,O,O,X,O,X,O,X
SLOZITJ,O,O,X,O,X,O,X
SLOZIJT,O,O,X,O,X,X,X
SLOZJTI,O,O,X,O,X,X,X
SLOZJIT,O,O,X,O,X,X,X
SJTILZO,O,O,O,O,X,X,X
SJTILOZ,X,O,O,O,X,X,X
SJTIZLO,O,O,O,X,O,O,X
SJTIZOL,O,X,O,X,O,O,X
SJTIOLZ,X,O,O,O,X,X,X
SJTIOZL,O,X,O,O,X,X,X
SJTLIZO,O,O,O,O,X,X,X
SJTLIOZ,X,O,O,O,X,X,X
SJTLZIO,O,O,O,X,X,X,X
SJTLZOI,O,O,O,X,X,X,X
SJTLOIZ,X,O,O,O,X,X,X
SJTLOZI,X,O,O,O,X,X,X
SJTZILO,O,O,O,X,O,O,X
SJTZIOL,O,X,O,X,O,O,X
SJTZLIO,O,O,O,X,O,O,X
SJTZLOI,O,O,O,X,X,O,X
SJTZOIL,O,X,O,X,X,O,X
SJTZOLI,O,X,O,X,X,O,X
SJTOILZ,O,O,O,O,X,X,X
SJTOIZL,O,X,O,O,X,X,X
SJTOLIZ,O,O,O,O,X,X,X
SJTOLZI,O,O,O,X,X,X,X
SJTOZIL,O,X,O,O,X,X,X
SJTOZLI,O,X,O,X,X,X,X
SJITLZO,O,O,O,O,X,X,X
SJITLOZ,X,O,O,O,X,X,X
SJITZLO,O,O,O,X,O,O,X
SJITZOL,O,X,O,X,O,O,X
SJITOLZ,X,O,O,O,X,X,X
SJITOZL,O,X,O,O,X,X,X
SJILTZO,O,O,O,O,X,O,X
SJILTOZ,X,O,O,O,X,X,X
SJILZTO,O,O,X,O,X,O,X
SJILZOT,O,O,X,O,X,X,X
SJILOTZ,X,O,O,O,X,X,X
SJILOZT,X,O,X,O,X,X,X
SJIZTLO,O,O,O,X,O,O,X
SJIZTOL,O,X,O,X,O,O,X
SJIZLTO,O,O,X,X,X,O,O
SJIZLOT,O,O,X,X,X,X,X
SJIZOTL,O,X,O,X,X,X,X
SJIZOLT,O,X,X,X,X,X,X
SJIOTLZ,O,O,O,O,X,X,X
SJIOTZL,O,X,O,O,X,X,X
SJIOLTZ,O,O,O,O,X,X,X
SJIOLZT,O,O,X,X,X,X,X
SJIOZTL,O,X,O,O,X,X,X
SJIOZLT,O,X,X,X,X,X,X
SJLTIZO,O,O,O,O,X,O,X
SJLTIOZ,X,O,O,O,X,X,X
SJLTZIO,O,O,O,X,X,O,X
SJLTZOI,O,O,O,X,X,O,X
SJLTOIZ,X,O,O,O,X,X,X
SJLTOZI,X,O,O,O,X,X,X
SJLITZO,O,O,O,O,X,O,X
SJLITOZ,X,O,O,O,X,X,X
SJLIZTO,O,O,X,O,X,O,X
SJLIZOT,O,O,X,O,X,X,X
SJLIOTZ,X,O,O,O,X,X,X
SJLIOZT,X,O,X,O,X,X,X
SJLZTIO,O,O,X,X,X,O,X
SJLZTOI,O,O,X,X,X,O,X
SJLZITO,O,O,X,X,X,O,X
SJLZIOT,O,O,X,X,X,X,X
SJLZOTI,O,O,X,X,X,X,X
SJLZOIT,X,O,X,X,X,X,X
SJLOTIZ,X,O,O,O,X,X,X
SJLOTZI,X,O,O,O,X,X,X
SJLOITZ,X,O,O,O,X,X,X
SJLOIZT,X,O,X,O,X,X,X
SJLOZTI,X,O,X,O,X,X,X
SJLOZIT,X,O,X,O,X,X,X
SJZTILO,O,O,O,X,O,O,X
SJZTIOL,O,X,O,X,O,O,X
SJZTLIO,O,O,O,X,O,O,X
SJZTLOI,O,O,O,X,X,O,X
SJZTOIL,O,X,O,X,X,O,X
SJZTOLI,O,X,O,X,X,O,X
SJZITLO,O,O,O,X,O,O,X
SJZITOL,O,X,O,X,O,O,X
SJZILTO,O,O,X,X,X,O,O
SJZILOT,O,O,X,X,X,X,X
SJZIOTL,O,X,O,X,X,X,X
SJZIOLT,O,X,X,X,X,X,X
SJZLTIO,O,O,X,X,X,O,X
SJZLTOI,O,O,X,X,X,O,X
SJZLITO,O,O,X,X,X,O,O
SJZLIOT,O,O,X,X,X,X,X
SJZLOTI,O,O,X,X,X,X,X
SJZLOIT,O,O,X,X,X,X,X
SJZOTIL,O,X,O,X,X,X,X
SJZOTLI,O,X,O,X,X,X,X
SJZOITL,O,X,O,X,X,X,X
SJZOILT,O,X,X,X,X,X,X
SJZOLTI,O,X,X,X,X,X,X
SJZOLIT,O,X,X,X,X,X,X
SJOTILZ,O,O,O,O,X,X,X
SJOTIZL,O,X,O,O,X,X,X
SJOTLIZ,O,O,O,O,X,X,X
SJOTLZI,O,O,O,X,X,X,X
SJOTZIL,O,X,O,O,X,X,X
SJOTZLI,O,X,O,X,X,X,X
SJOITLZ,O,O,O,O,X,X,X
SJOITZL,O,X,O,O,X,X,X
SJOILTZ,O,O,O,O,X,X,X
SJOILZT,O,O,X,X,X,X,X
SJOIZTL,O,X,O,O,X,X,X
SJOIZLT,O,X,X,X,X,X,X
SJOLTIZ,O,O,O,O,X,X,X
SJOLTZI,O,O,O,X,X,X,X
SJOLITZ,O,O,O,O,X,X,X
SJOLIZT,O,O,X,X,X,X,X
SJOLZTI,O,O,X,X,X,X,X
SJOLZIT,O,O,X,X,X,X,X
SJOZTIL,O,X,O,O,X,X,X
SJOZTLI,O,X,O,X,X,X,X
SJOZITL,O,X,O,O,X,X,X
SJOZILT,O,X,X,X,X,X,X
SJOZLTI,O,X,X,X,X,X,X
SJOZLIT,O,X,X,X,X,X,X
SZTILJO,O,X,X,X,O,O,O
SZTILOJ,O,O,O,X,O,O,O
SZTIJLO,O,X,O,X,O,O,X
SZTIJOL,O,X,O,X,O,O,X
SZTIOLJ,O,X,O,X,O,X,X
SZTIOJL,O,X,O,X,O,O,X
SZTLIJO,O,X,X,X,O,O,O
SZTLIOJ,O,O,O,X,O,O,O
SZTLJIO,O,X,X,X,O,O,X
SZTLJOI,O,X,X,X,X,O,X
SZTLOIJ,O,O,O,X,O,O,X
SZTLOJI,O,O,X,X,X,O,X
SZTJILO,O,X,O,X,O,O,X
SZTJIOL,O,X,O,X,O,O,X
SZTJLIO,O,X,O,X,O,O,X
SZTJLOI,O,X,O,X,X,O,X
SZTJOIL,O,X,O,X,X,O,X
SZTJOLI,O,X,O,X,X,O,X
SZTOILJ,O,X,O,X,O,X,X
SZTOIJL,O,X,O,X,O,O,X
SZTOLIJ,O,X,O,X,O,X,X
SZTOLJI,O,X,X,X,X,X,X
SZTOJIL,O,X,X,X,X,O,X
SZTOJLI,O,X,X,X,X,O,X
SZITLJO,O,X,X,X,O,O,O
SZITLOJ,O,O,O,X,O,O,O
SZITJLO,O,X,O,X,O,O,X
SZITJOL,O,X,O,X,O,O,X
SZITOLJ,O,X,O,X,O,X,X
SZITOJL,O,X,O,X,O,O,X
SZILTJO,O,X,X,X,O,O,O
SZILTOJ,O,O,O,X,O,O,O
SZILJTO,O,O,X,X,X,O,O
SZILJOT,O,O,X,X,X,X,X
SZILOTJ,O,O,X,X,X,O,O
SZILOJT,O,O,X,X,X,X,X
SZIJTLO,O,O,O,X,O,O,X
SZIJTOL,O,X,O,X,O,O,X
SZIJLTO,O,O,X,X,X,O,O
SZIJLOT,O,O,X,X,X,X,X
SZIJOTL,O,X,O,X,X,X,X
SZIJOLT,O,X,X,X,X,X,X
SZIOTLJ,O,X,O,X,O,X,X
SZIOTJL,O,X,O,X,O,O,X
SZIOLTJ,O,X,X,X,X,O,O
SZIOLJT,O,X,X,X,X,X,X
SZIOJTL,O,X,O,X,X,X,X
SZIOJLT,O,X,X,X,X,X,X
SZLTIJO,O,X,X,X,O,O,O
SZLTIOJ,O,O,O,X,O,O,O
SZLTJIO,O,X,X,X,O,O,X
SZLTJOI,O,X,X,X,X,O,X
SZLTOIJ,O,O,O,X,O,O,X
SZLTOJI,O,O,X,X,X,O,X
SZLITJO,O,X,X,X,O,O,O
SZLITOJ,O,O,O,X,O,O,O
SZLIJTO,O,O,X,X,X,O,O
SZLIJOT,O,O,X,X,X,X,X
SZLIOTJ,O,O,X,X,X,O,O
SZLIOJT,O,O,X,X,X,X,X
SZLJTIO,O,O,X,X,X,O,X
SZLJTOI,O,O,X,X,X,O,X
SZLJITO,O,O,X,X,X,O,O
SZLJIOT,O,O,X,X,X,X,X
SZLJOTI,O,O,X,X,X,X,X
SZLJOIT,O,O,X,X,X,X,X
SZLOTIJ,O,O,X,X,X,O,X
SZLOTJI,O,O,X,X,X,O,X
SZLOITJ,O,O,X,X,X,O,O
SZLOIJT,O,O,X,X,X,X,X
SZLOJTI,O,O,X,X,X,X,X
SZLOJIT,O,O,X,X,X,X,X
SZJTILO,O,O,O,X,O,O,X
SZJTIOL,O,X,O,X,O,O,X
SZJTLIO,O,O,O,X,O,O,X
SZJTLOI,O,O,O,X,X,O,X
SZJTOIL,O,X,O,X,X,O,X
SZJTOLI,O,X,O,X,X,O,X
SZJITLO,O,O,O,X,O,O,X
SZJITOL,O,X,O,X,O,O,X
SZJILTO,O,O,X,X,X,O,O
SZJILOT,O,O,X,X,X,X,X
SZJIOTL,O,X,O,X,X,X,X
SZJIOLT,O,X,X,X,X,X,X
SZJLTIO,O,O,X,X,X,O,X
SZJLTOI,O,O,X,X,X,O,X
SZJLITO,O,O,X,X,X,O,O
SZJLIOT,O,O,X,X,X,X,X
SZJLOTI,O,O,X,X,X,X,X
SZJLOIT,O,O,X,X,X,X,X
SZJOTIL,O,X,O,X,X,X,X
SZJOTLI,O,X,O,X,X,X,X
SZJOITL,O,X,O,X,X,X,X
SZJOILT,O,X,X,X,X,X,X
SZJOLTI,O,X,X,X,X,X,X
SZJOLIT,O,X,X,X,X,X,X
SZOTILJ,O,X,O,X,O,X,X
SZOTIJL,O,X,O,X,O,O,X
SZOTLIJ,O,X,O,X,O,X,X
SZOTLJI,O,X,X,X,X,X,X
SZOTJIL,O,X,X,X,X,O,X
SZOTJLI,O,X,X,X,X,O,X
SZOITLJ,O,X,O,X,O,X,X
SZOITJL,O,X,O,X,O,O,X
SZOILTJ,O,X,X,X,X,O,O
SZOILJT,O,X,X,X,X,X,X
SZOIJTL,O,X,O,X,X,X,X
SZOIJLT,O,X,X,X,X,X,X
SZOLTIJ,O,X,X,X,X,O,X
SZOLTJI,O,X,X,X,X,O,X
SZOLITJ,O,X,X,X,X,O,O
SZOLIJT,O,X,X,X,X,X,X
SZOLJTI,O,X,X,X,X,X,X
SZOLJIT,O,X,X,X,X,X,X
SZOJTIL,O,X,O,X,X,X,X
SZOJTLI,O,X,O,X,X,X,X
SZOJITL,O,X,O,X,X,X,X
SZOJILT,O,X,X,X,X,X,X
SZOJLTI,O,X,X,X,X,X,X
SZOJLIT,O,X,X,X,X,X,X
SOTILJZ,X,O,O,O,X,X,X
SOTILZJ,O,O,O,O,X,X,X
SOTIJLZ,O,X,O,O,X,X,X
SOTIJZL,O,X,O,O,X,X,X
SOTIZLJ,O,X,O,X,O,X,X
SOTIZJL,O,X,O,O,O,O,X
SOTLIJZ,X,O,O,O,X,X,X
SOTLIZJ,O,O,O,O,X,X,X
SOTLJIZ,O,O,O,O,X,X,X
SOTLJZI,O,O,X,O,X,X,X
SOTLZIJ,O,O,O,O,X,X,X
SOTLZJI,O,O,X,O,X,X,X
SOTJILZ,O,X,O,O,X,X,X
SOTJIZL,O,X,O,O,X,X,X
SOTJLIZ,O,X,O,O,X,X,X
SOTJLZI,O,X,O,X,X,X,X
SOTJZIL,O,X,O,O,X,X,X
SOTJZLI,O,X,O,X,X,X,X
SOTZILJ,O,X,O,X,O,X,X
SOTZIJL,O,X,O,O,O,O,X
SOTZLIJ,O,X,O,X,O,X,X
SOTZLJI,O,X,X,X,X,X,X
SOTZJIL,O,X,X,O,X,O,X
SOTZJLI,O,X,X,X,X,O,X
SOITLJZ,X,O,O,O,X,X,X
SOITLZJ,O,O,O,O,X,X,X
SOITJLZ,O,X,O,O,X,X,X
SOITJZL,O,X,O,O,X,X,X
SOITZLJ,O,X,O,X,O,X,X
SOITZJL,O,X,O,O,O,O,X
SOILTJZ,X,O,O,O,X,X,X
SOILTZJ,O,O,O,O,X,O,X
SOILJTZ,O,O,O,O,X,X,X
SOILJZT,O,O,X,O,X,X,X
SOILZTJ,O,O,X,O,X,O,X
SOILZJT,O,O,X,O,X,X,X
SOIJTLZ,O,O,O,O,X,X,X
SOIJTZL,O,X,O,O,X,X,X
SOIJLTZ,O,O,O,O,X,X,X
SOIJLZT,O,O,X,X,X,X,X
SOIJZTL,O,X,O,O,X,X,X
SOIJZLT,O,X,X,X,X,X,X
SOIZTLJ,O,X,O,X,O,X,X
SOIZTJL,O,X,O,O,O,O,X
SOIZLTJ,O,X,X,X,X,O,O
SOIZLJT,O,X,X,X,X,X,X
SOIZJTL,O,X,O,O,X,X,X
SOIZJLT,O,X,X,X,X,X,X
SOLTIJZ,X,O,O,O,X,X,X
SOLTIZJ,O,O,O,O,X,O,X
SOLTJIZ,O,O,O,O,X,X,X
SOLTJZI,O,O,X,O,X,X,X
SOLTZIJ,O,O,O,O,X,O,X
SOLTZJI,O,O,X,O,X,O,X
SOLITJZ,X,O,O,O,X,X,X
SOLITZJ,O,O,O,O,X,O,X
SOLIJTZ,O,O,O,O,X,X,X
SOLIJZT,O,O,X,O,X,X,X
SOLIZTJ,O,O,X,O,X,O,X
SOLIZJT,O,O,X,O,X,X,X
SOLJTIZ,O,O,O,O,X,X,X
SOLJTZI,O,O,O,O,X,X,X
SOLJITZ,O,O,O,O,X,X,X
SOLJIZT,O,O,X,O,X,X,X
SOLJZTI,O,O,X,O,X,X,X
SOLJZIT,O,O,X,O,X,X,X
SOLZTIJ,O,O,X,O,X,O,X
SOLZTJI,O,O,X,O,X,O,X
SOLZITJ,O,O,X,O,X,O,X
SOLZIJT,O,O,X,O,X,X,X
SOLZJTI,O,O,X,O,X,X,X
SOLZJIT,O,O,X,O,X,X,X
SOJTILZ,O,O,O,O,X,X,X
SOJTIZL,O,X,O,O,X,X,X
SOJTLIZ,O,O,O,O,X,X,X
SOJTLZI,O,O,O,X,X,X,X
SOJTZIL,O,X,O,O,X,X,X
SOJTZLI,O,X,O,X,X,X,X
SOJITLZ,O,O,O,O,X,X,X
SOJITZL,O,X,O,O,X,X,X
SOJILTZ,O,O,O,O,X,X,X
SOJILZT,O,O,X,X,X,X,X
SOJIZTL,O,X,O,O,X,X,X
SOJIZLT,O,X,X,X,X,X,X
SOJLTIZ,O,O,O,O,X,X,X
SOJLTZI,O,O,O,X,X,X,X
SOJLITZ,O,O,O,O,X,X,X
SOJLIZT,O,O,X,X,X,X,X
SOJLZTI,O,O,X,X,X,X,X
SOJLZIT,O,O,X,X,X,X,X
SOJZTIL,O,X,O,O,X,X,X
SOJZTLI,O,X,O,X,X,X,X
SOJZITL,O,X,O,O,X,X,X
SOJZILT,O,X,X,X,X,X,X
SOJZLTI,O,X,X,X,X,X,X
SOJZLIT,O,X,X,X,X,X,X
SOZTILJ,O,X,O,X,O,X,X
SOZTIJL,O,X,O,O,O,O,X
SOZTLIJ,O,X,O,X,O,X,X
SOZTLJI,O,X,X,X,X,X,X
SOZTJIL,O,X,X,O,X,O,X
SOZTJLI,O,X,X,X,X,O,X
SOZITLJ,O,X,O,X,O,X,X
SOZITJL,O,X,O,O,O,O,X
SOZILTJ,O,X,X,X,X,O,O
SOZILJT,O,X,X,X,X,X,X
SOZIJTL,O,X,O,O,X,X,X
SOZIJLT,O,X,X,X,X,X,X
SOZLTIJ,O,X,X,X,X,O,X
SOZLTJI,O,X,X,X,X,O,X
SOZLITJ,O,X,X,X,X,O,O
SOZLIJT,O,X,X,X,X,X,X
SOZLJTI,O,X,X,X,X,X,X
SOZLJIT,O,X,X,X,X,X,X
SOZJTIL,O,X,O,O,X,X,X
SOZJTLI,O,X,O,X,X,X,X
SOZJITL,O,X,O,O,X,X,X
SOZJILT,O,X,X,X,X,X,X
SOZJLTI,O,X,X,X,X,X,X
SOZJLIT,O,X,X,X,X,X,X
ZTILJSO,O,X,X,O,O,X,O
ZTILJOS,O,X,X,O,O,X,O
ZTILSJO,O,X,X,O,O,O,O
ZTILSOJ,O,X,O,O,O,O,O
ZTILOJS,O,X,X,O,O,X,O
ZTILOSJ,O,X,O,O,O,X,O
ZTIJLSO,O,X,O,O,O,X,X
ZTIJLOS,O,X,O,O,O,X,X
ZTIJSLO,O,X,O,X,O,X,X
ZTIJSOL,O,X,O,X,O,X,X
ZTIJOLS,O,X,O,X,O,X,X
ZTIJOSL,O,X,O,O,O,X,X
ZTISLJO,O,X,X,X,O,O,O
ZTISLOJ,O,X,O,X,O,O,O
ZTISJLO,O,X,O,X,O,O,X
ZTISJOL,O,X,O,X,O,O,X
ZTISOLJ,O,X,O,X,O,X,X
ZTISOJL,O,X,O,X,O,O,X
ZTIOLJS,O,X,X,O,O,X,X
ZTIOLSJ,O,X,O,O,O,X,X
ZTIOJLS,O,X,O,X,O,X,X
ZTIOJSL,O,X,O,O,O,X,X
ZTIOSLJ,O,X,O,X,O,X,X
ZTIOSJL,O,X,O,O,O,X,X
ZTLIJSO,O,X,X,O,O,X,O
ZTLIJOS,O,X,X,O,O,X,O
ZTLISJO,O,X,X,O,O,O,O
ZTLISOJ,O,X,O,O,O,O,O
ZTLIOJS,O,X,X,O,O,X,O
ZTLIOSJ,O,X,O,O,O,X,O
ZTLJISO,O,X,X,O,O,X,X
ZTLJIOS,X,X,X,O,O,X,X
ZTLJSIO,O,X,X,X,O,O,X
ZTLJSOI,O,X,X,X,X,O,X
ZTLJOIS,X,X,X,O,X,X,X
ZTLJOSI,O,X,X,O,X,X,X
ZTLSIJO,O,X,X,X,O,O,O
ZTLSIOJ,O,X,O,X,O,O,O
ZTLSJIO,O,X,X,X,O,O,X
ZTLSJOI,O,X,X,X,X,O,X
ZTLSOIJ,O,X,O,X,O,O,X
ZTLSOJI,O,X,X,X,X,O,X
ZTLOIJS,O,X,X,O,O,X,X
ZTLOISJ,O,X,O,O,O,X,X
ZTLOJIS,O,X,X,O,X,X,X
ZTLOJSI,O,X,X,O,X,X,X
ZTLOSIJ,O,X,O,O,O,O,X
ZTLOSJI,O,X,X,O,X,O,X
ZTJILSO,O,X,O,O,O,X,X
ZTJILOS,O,X,O,O,O,X,X
ZTJISLO,O,X,O,X,O,X,X
ZTJISOL,O,X,O,X,O,X,X
ZTJIOLS,O,X,O,X,O,X,X
ZTJIOSL,O,X,O,O,O,X,X
ZTJLISO,O,X,O,O,O,X,X
ZTJLIOS,O,X,O,O,O,X,X
ZTJLSIO,O,X,O,X,O,X,X
ZTJLSOI,O,X,O,X,X,X,X
ZTJLOIS,X,X,O,O,X,X,X
ZTJLOSI,O,X,O,O,X,X,X
ZTJSILO,O,X,O,X,O,O,X
ZTJSIOL,O,X,O,X,O,O,X
ZTJSLIO,O,X,O,X,O,O,X
ZTJSLOI,O,X,O,X,X,O,X
ZTJSOIL,O,X,O,X,X,O,X
ZTJSOLI,O,X,O,X,X,O,X
ZTJOILS,O,X,O,X,X,X,X
ZTJOISL,O,X,O,O,X,X,X
ZTJOLIS,X,X,O,X,X,X,X
ZTJOLSI,O,X,O,X,X,X,X
ZTJOSIL,O,X,O,O,X,X,X
ZTJOSLI,O,X,O,X,X,X,X
ZTSILJO,O,X,X,X,O,O,O
ZTSILOJ,O,X,O,X,O,O,O
ZTSIJLO,O,X,O,X,O,O,X
ZTSIJOL,O,X,O,X,O,O,X
ZTSIOLJ,O,X,O,X,O,X,X
ZTSIOJL,O,X,O,X,O,O,X
ZTSLIJO,O,X,X,X,O,O,O
ZTSLIOJ,O,X,O,X,O,O,O
ZTSLJIO,O,X,X,X,O,O,X
ZTSLJOI,O,X,X,X,X,O,X
ZTSLOIJ,O,X,O,X,O,O,X
ZTSLOJI,O,X,X,X,X,O,X
ZTSJILO,O,X,O,X,O,O,X
ZTSJIOL,O,X,O,X,O,O,X
