sequence,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFfhB0cBxdBSnBTj?BFtB,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFfhBxcBTeBCiBln?BctB,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFzbBRdBSjB3hBln?BctB,v115@9gB8HeD8FeG8CeH8AeA8Jex6IvhFygBzdB+jBUiB3h?BFtB,v115@9gB8HeD8FeG8CeH8AeA8Jex6IvhFygBWjBUiB3hBTj?BFtB,v115@9gB8HeD8FeG8CeH8AeA8Jex6IvhFygBGdBTeB3hBln?BctB,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFzbBUdBajB5jB1m?BftB,v115@9gB8HeD8FeG8CeH8AeA8Jem6IvhFCcBFeBThBxnB/n?BctB
LIOSJTZ,X,X,X,X,X,X,X,O
LIOSJZT,O,X,X,X,X,O,X,O
LIOSZTJ,X,X,X,X,X,O,X,O
LIOSZJT,O,X,X,X,X,O,X,O
LIOZTJS,X,X,X,O,O,O,X,O
LIOZTSJ,X,X,X,X,X,O,X,O
LIOZJTS,X,X,X,X,O,O,X,O
LIOZJST,X,X,X,X,O,O,X,O
LIOZSTJ,X,X,X,X,X,O,X,O
LIOZSJT,X,X,X,X,X,O,X,O
LJTISZO,O,O,X,O,X,X,O,X
LJTISOZ,O,X,X,O,X,X,O,X
LJTIZSO,O,O,X,O,O,X,X,X
LJTIZOS,X,O,X,O,O,X,X,X
LJTIOSZ,O,X,X,O,X,X,O,X
LJTIOZS,O,X,X,O,X,X,X,X
LJTSIZO,O,O,X,O,X,X,O,X
LJTSIOZ,O,X,X,O,X,X,O,X
LJTSZIO,O,O,X,O,X,X,O,X
LJTSZOI,O,O,X,O,X,X,O,X
LJTSOIZ,O,X,X,O,X,X,O,X
LJTSOZI,O,O,X,O,X,X,O,X
LJTZISO,O,O,X,O,O,X,X,X
LJTZIOS,X,O,X,O,O,X,X,X
LJTZSIO,O,O,X,O,O,X,O,X
LJTZSOI,O,O,X,O,O,X,O,X
LJTZOIS,O,O,X,O,O,X,X,X
LJTZOSI,O,O,X,O,O,X,O,X
LJTOISZ,O,X,X,O,X,X,O,O
LJTOIZS,O,X,X,O,X,X,X,O
LJTOSIZ,O,X,X,O,X,X,O,X
LJTOSZI,O,O,X,O,X,X,O,X
LJTOZIS,O,O,X,O,X,X,X,X
LJTOZSI,O,O,X,O,X,X,O,X
LJITSZO,O,O,X,O,X,X,O,X
LJITSOZ,O,X,X,O,X,X,O,X
LJITZSO,O,O,X,O,O,X,X,X
LJITZOS,X,O,X,O,O,X,X,X
LJITOSZ,O,X,X,O,X,X,O,X
LJITOZS,O,X,X,O,X,X,X,X
LJISTZO,O,O,X,X,X,O,O,X
LJISTOZ,O,X,X,X,X,X,O,X
LJISZTO,O,O,X,X,X,O,O,X
LJISZOT,O,O,X,X,X,O,X,X
LJISOTZ,X,X,X,X,X,X,O,X
LJISOZT,O,O,X,X,X,O,X,X
LJIZTSO,X,X,X,O,O,O,X,X
LJIZTOS,X,X,X,O,O,O,X,X
LJIZSTO,O,O,X,X,O,O,X,X
LJIZSOT,O,O,X,X,O,O,X,X
LJIZOTS,X,X,X,X,O,O,X,X
LJIZOST,X,O,X,X,O,O,X,X
LJIOTSZ,X,X,X,X,X,X,O,O
LJIOTZS,X,X,X,X,X,X,X,O
LJIOSTZ,X,X,X,X,X,X,X,O
LJIOSZT,O,X,X,X,X,X,X,O
LJIOZTS,X,X,X,X,X,X,X,O
LJIOZST,X,X,X,X,X,X,X,O
LJSTIZO,O,O,X,X,X,O,O,X
LJSTIOZ,O,X,X,X,X,X,O,X
LJSTZIO,O,O,X,X,X,O,O,X
LJSTZOI,O,O,X,X,X,O,O,X
LJSTOIZ,O,X,X,X,X,X,O,X
LJSTOZI,O,O,X,X,X,X,O,X
LJSITZO,O,O,X,X,X,O,O,X
LJSITOZ,O,X,X,X,X,X,O,X
LJSIZTO,O,O,X,X,X,O,O,X
LJSIZOT,O,O,X,X,X,O,X,X
LJSIOTZ,X,X,X,X,X,X,O,X
LJSIOZT,O,O,X,X,X,O,X,X
LJSZTIO,O,O,O,X,X,O,O,X
LJSZTOI,O,O,O,X,X,O,O,X
LJSZITO,O,O,O,X,X,O,O,X
LJSZIOT,O,O,O,X,X,O,X,X
LJSZOTI,O,O,O,X,X,O,X,X
LJSZOIT,O,O,O,X,X,O,X,X
LJSOTIZ,O,X,X,X,X,X,O,X
LJSOTZI,O,O,X,X,X,X,O,X
LJSOITZ,X,X,X,X,X,X,O,O
LJSOIZT,O,O,X,X,X,O,X,O
LJSOZTI,O,O,O,X,X,O,X,X
LJSOZIT,O,O,O,X,X,O,X,X
LJZTISO,O,O,O,O,O,O,X,X
LJZTIOS,X,O,O,O,O,O,X,X
LJZTSIO,O,O,O,O,O,O,X,X
LJZTSOI,O,O,O,O,O,O,X,X
LJZTOIS,O,O,O,O,O,O,X,X
LJZTOSI,O,O,O,O,O,O,X,X
LJZITSO,X,X,O,O,O,O,X,X
LJZITOS,X,X,O,O,O,O,X,X
LJZISTO,O,O,O,X,O,O,X,X
LJZISOT,O,O,O,X,O,O,X,X
LJZIOTS,X,X,O,X,O,O,X,X
LJZIOST,X,O,O,X,O,O,X,X
LJZSTIO,O,O,O,X,O,O,X,X
LJZSTOI,O,O,O,X,O,O,X,X
LJZSITO,O,O,O,X,O,O,X,X
LJZSIOT,O,O,O,X,O,O,X,X
LJZSOTI,O,O,O,X,O,O,X,X
LJZSOIT,O,O,O,X,O,O,X,X
LJZOTIS,X,O,O,X,O,O,X,X
LJZOTSI,X,O,O,X,O,O,X,X
LJZOITS,X,X,O,X,O,O,X,O
LJZOIST,X,O,O,X,O,O,X,O
LJZOSTI,X,O,O,X,O,O,X,X
LJZOSIT,X,O,O,X,O,O,X,X
LJOTISZ,O,X,X,X,X,X,O,O
LJOTIZS,O,X,X,X,X,X,X,O
LJOTSIZ,O,X,X,X,X,X,O,X
LJOTSZI,O,O,X,X,X,X,O,X
LJOTZIS,O,O,X,X,X,X,X,X
LJOTZSI,O,O,X,X,X,X,O,X
LJOITSZ,X,X,X,X,X,X,O,O
LJOITZS,X,X,X,X,X,X,X,O
LJOISTZ,X,X,X,X,X,X,X,O
LJOISZT,O,X,X,X,X,X,X,O
LJOIZTS,X,X,X,X,X,X,X,O
LJOIZST,X,X,X,X,X,X,X,O
LJOSTIZ,O,X,X,X,X,X,X,X
LJOSTZI,O,O,X,X,X,X,X,X
LJOSITZ,X,X,X,X,X,X,X,O
LJOSIZT,O,O,X,X,X,X,X,O
LJOSZTI,O,O,O,X,X,X,X,X
LJOSZIT,O,O,O,X,X,X,X,X
LJOZTIS,X,X,O,X,X,X,X,X
LJOZTSI,X,O,O,X,X,X,X,X
LJOZITS,X,X,O,X,X,X,X,O
LJOZIST,X,O,O,X,X,X,X,O
LJOZSTI,X,O,O,X,X,X,X,X
LJOZSIT,X,O,O,X,X,X,X,X
LSTIJZO,O,O,X,O,X,O,O,X
LSTIJOZ,O,X,X,O,X,X,O,X
LSTIZJO,O,O,X,O,O,O,O,X
LSTIZOJ,O,O,X,X,X,O,O,X
LSTIOJZ,O,X,X,X,X,X,O,X
LSTIOZJ,O,X,X,X,X,X,O,X
LSTJIZO,O,O,X,O,X,O,O,X
LSTJIOZ,O,X,X,O,X,X,O,X
LSTJZIO,O,O,X,O,X,O,O,X
LSTJZOI,O,O,X,O,X,O,O,X
LSTJOIZ,O,X,X,O,X,X,O,X
LSTJOZI,O,O,X,O,X,X,O,X
LSTZIJO,O,O,X,O,O,O,O,X
LSTZIOJ,O,O,X,X,X,O,O,X
LSTZJIO,O,O,X,O,O,O,O,X
LSTZJOI,O,O,X,O,O,O,O,X
LSTZOIJ,O,O,X,X,X,O,O,X
LSTZOJI,O,O,X,X,X,O,O,X
LSTOIJZ,O,X,X,X,X,X,O,X
LSTOIZJ,O,X,X,X,X,X,O,X
LSTOJIZ,O,X,X,X,X,X,O,X
LSTOJZI,O,O,X,X,X,X,O,X
LSTOZIJ,O,O,X,X,X,X,O,X
LSTOZJI,O,O,X,X,X,X,O,X
LSITJZO,O,O,X,O,X,O,O,X
LSITJOZ,O,X,X,O,X,X,O,X
LSITZJO,O,O,X,O,O,O,O,X
LSITZOJ,O,O,X,X,X,O,O,X
LSITOJZ,O,X,X,X,X,X,O,X
LSITOZJ,O,X,X,X,X,X,O,X
LSIJTZO,O,O,X,X,X,O,O,X
LSIJTOZ,O,X,X,X,X,X,O,X
LSIJZTO,O,O,X,X,X,O,O,X
LSIJZOT,O,O,X,X,X,O,X,X
LSIJOTZ,X,X,X,X,X,X,O,X
LSIJOZT,O,O,X,X,X,O,X,X
LSIZTJO,O,O,X,O,O,O,O,X
LSIZTOJ,O,O,X,X,X,O,O,X
LSIZJTO,O,O,X,X,O,O,O,X
LSIZJOT,O,O,X,X,O,O,X,X
LSIZOTJ,X,O,X,X,X,O,X,X
LSIZOJT,O,O,X,X,X,O,X,X
LSIOTJZ,X,X,X,X,X,X,O,X
LSIOTZJ,X,X,X,X,X,X,O,X
LSIOJTZ,X,X,X,X,X,X,O,X
LSIOJZT,O,O,X,X,X,O,X,X
LSIOZTJ,X,O,X,X,X,O,X,X
LSIOZJT,O,O,X,X,X,O,X,X
LSJTIZO,O,O,X,X,X,O,O,X
LSJTIOZ,O,X,X,X,X,X,O,X
LSJTZIO,O,O,X,X,X,O,O,X
LSJTZOI,O,O,X,X,X,O,O,X
LSJTOIZ,O,X,X,X,X,X,O,X
LSJTOZI,O,O,X,X,X,X,O,X
LSJITZO,O,O,X,X,X,O,O,X
LSJITOZ,O,X,X,X,X,X,O,X
LSJIZTO,O,O,X,X,X,O,O,X
LSJIZOT,O,O,X,X,X,O,X,X
LSJIOTZ,X,X,X,X,X,X,O,X
LSJIOZT,O,O,X,X,X,O,X,X
LSJZTIO,O,O,O,X,X,O,O,X
LSJZTOI,O,O,O,X,X,O,O,X
LSJZITO,O,O,O,X,X,O,O,X
LSJZIOT,O,O,O,X,X,O,X,X
LSJZOTI,O,O,O,X,X,O,X,X
LSJZOIT,O,O,O,X,X,O,X,X
LSJOTIZ,O,X,X,X,X,X,O,X
LSJOTZI,O,O,X,X,X,X,O,X
LSJOITZ,X,X,X,X,X,X,O,O
LSJOIZT,O,O,X,X,X,O,X,O
LSJOZTI,O,O,O,X,X,O,X,X
LSJOZIT,O,O,O,X,X,O,X,X
LSZTIJO,O,O,O,O,O,O,O,X
LSZTIOJ,O,O,O,X,X,O,O,X
LSZTJIO,O,O,O,O,O,O,O,X
LSZTJOI,O,O,O,O,O,O,O,X
LSZTOIJ,O,O,O,X,X,O,O,X
LSZTOJI,O,O,O,X,X,O,O,X
LSZITJO,O,O,O,O,O,O,O,X
LSZITOJ,O,O,O,X,X,O,O,X
LSZIJTO,O,O,O,X,O,O,O,X
LSZIJOT,O,O,O,X,O,O,X,X
LSZIOTJ,X,O,O,X,X,O,X,X
LSZIOJT,O,O,O,X,X,O,X,X
LSZJTIO,O,O,O,X,O,O,O,X
LSZJTOI,O,O,O,X,O,O,O,X
LSZJITO,O,O,O,X,O,O,O,X
LSZJIOT,O,O,O,X,O,O,X,X
LSZJOTI,O,O,O,X,O,O,X,X
LSZJOIT,O,O,O,X,O,O,X,X
LSZOTIJ,O,O,O,X,X,O,X,X
LSZOTJI,O,O,O,X,X,O,X,X
LSZOITJ,X,O,O,X,X,O,X,X
LSZOIJT,O,O,O,X,X,O,X,X
LSZOJTI,O,O,O,X,X,O,X,X
LSZOJIT,O,O,O,X,X,O,X,X
LSOTIJZ,O,X,X,X,X,X,O,X
LSOTIZJ,O,X,X,X,X,X,O,X
LSOTJIZ,O,X,X,X,X,X,O,X
LSOTJZI,O,O,X,X,X,X,O,X
LSOTZIJ,O,O,X,X,X,X,O,X
LSOTZJI,O,O,X,X,X,X,O,X
LSOITJZ,X,X,X,X,X,X,O,O
LSOITZJ,X,X,X,X,X,X,O,O
LSOIJTZ,X,X,X,X,X,X,O,O
LSOIJZT,O,O,X,X,X,O,X,O
LSOIZTJ,X,O,X,X,X,O,X,O
LSOIZJT,O,O,X,X,X,O,X,O
LSOJTIZ,O,X,X,X,X,X,O,X
LSOJTZI,O,O,X,X,X,X,O,X
LSOJITZ,X,X,X,X,X,X,O,O
LSOJIZT,O,O,X,X,X,O,X,O
LSOJZTI,O,O,O,X,X,O,X,X
LSOJZIT,O,O,O,X,X,O,X,X
LSOZTIJ,O,O,O,X,X,O,X,X
LSOZTJI,O,O,O,X,X,O,X,X
LSOZITJ,X,O,O,X,X,O,X,X
LSOZIJT,O,O,O,X,X,O,X,X
LSOZJTI,O,O,O,X,X,O,X,X
LSOZJIT,O,O,O,X,X,O,X,X
LZTIJSO,O,O,O,O,O,O,X,X
LZTIJOS,X,O,O,O,O,O,X,X
LZTISJO,O,O,O,O,O,O,X,X
LZTISOJ,O,O,O,X,X,O,X,X
LZTIOJS,X,O,O,O,O,O,X,X
LZTIOSJ,X,O,O,X,X,O,X,X
LZTJISO,O,O,O,O,O,O,X,X
LZTJIOS,X,O,O,O,O,O,X,X
LZTJSIO,O,O,O,O,O,O,X,X
LZTJSOI,O,O,O,O,O,O,X,X
LZTJOIS,O,O,O,O,O,O,X,X
LZTJOSI,O,O,O,O,O,O,X,X
LZTSIJO,O,O,O,O,O,O,X,X
LZTSIOJ,O,O,O,X,X,O,X,X
LZTSJIO,O,O,O,O,O,O,X,X
LZTSJOI,O,O,O,O,O,O,X,X
LZTSOIJ,O,O,O,X,X,O,X,X
LZTSOJI,O,O,O,X,X,O,X,X
LZTOIJS,O,O,O,O,O,O,X,X
LZTOISJ,O,O,O,X,X,O,X,X
LZTOJIS,O,O,O,O,O,O,X,X
LZTOJSI,O,O,O,O,O,O,X,X
LZTOSIJ,O,O,O,X,X,O,X,X
LZTOSJI,O,O,O,X,X,O,X,X
LZITJSO,X,X,O,O,O,O,X,X
LZITJOS,X,X,O,O,O,O,X,X
LZITSJO,X,X,O,O,O,O,X,X
LZITSOJ,X,X,O,X,X,O,X,X
LZITOJS,X,X,O,O,O,O,X,X
LZITOSJ,X,X,X,X,X,O,X,X
LZIJTSO,X,X,O,O,O,O,X,X
LZIJTOS,X,X,O,O,O,O,X,X
LZIJSTO,O,O,O,X,O,O,X,X
LZIJSOT,O,O,O,X,O,O,X,X
LZIJOTS,X,X,O,X,O,O,X,X
LZIJOST,X,O,O,X,O,O,X,X
LZISTJO,O,O,O,O,O,O,X,X
LZISTOJ,X,O,O,X,X,O,X,X
LZISJTO,O,O,O,X,O,O,X,X
LZISJOT,O,O,O,X,O,O,X,X
LZISOTJ,X,O,O,X,X,O,X,X
LZISOJT,O,O,O,X,X,O,X,X
LZIOTJS,X,X,O,O,O,O,X,X
LZIOTSJ,X,X,O,X,X,O,X,X
LZIOJTS,X,X,O,X,O,O,X,X
LZIOJST,X,O,O,X,O,O,X,X
LZIOSTJ,X,O,O,X,X,O,X,X
LZIOSJT,X,O,O,X,X,O,X,X
LZJTISO,O,O,O,O,O,O,X,X
LZJTIOS,X,O,O,O,O,O,X,X
LZJTSIO,O,O,O,O,O,O,X,X
LZJTSOI,O,O,O,O,O,O,X,X
LZJTOIS,O,O,O,O,O,O,X,X
LZJTOSI,O,O,O,O,O,O,X,X
LZJITSO,X,X,O,O,O,O,X,X
LZJITOS,X,X,O,O,O,O,X,X
LZJISTO,O,O,O,X,O,O,X,X
LZJISOT,O,O,O,X,O,O,X,X
LZJIOTS,X,X,O,X,O,O,X,X
LZJIOST,X,O,O,X,O,O,X,X
LZJSTIO,O,O,O,X,O,O,X,X
LZJSTOI,O,O,O,X,O,O,X,X
LZJSITO,O,O,O,X,O,O,X,X
LZJSIOT,O,O,O,X,O,O,X,X
LZJSOTI,O,O,O,X,O,O,X,X
LZJSOIT,O,O,O,X,O,O,X,X
LZJOTIS,X,O,O,X,O,O,X,X
LZJOTSI,X,O,O,X,O,O,X,X
LZJOITS,X,X,O,X,O,O,X,O
LZJOIST,X,O,O,X,O,O,X,O
LZJOSTI,X,O,O,X,O,O,X,X
LZJOSIT,X,O,O,X,O,O,X,X
LZSTIJO,O,O,O,O,O,O,X,X
LZSTIOJ,O,O,O,X,X,O,X,X
LZSTJIO,O,O,O,O,O,O,X,X
LZSTJOI,O,O,O,O,O,O,X,X
LZSTOIJ,O,O,O,X,X,O,X,X
LZSTOJI,O,O,O,X,X,O,X,X
LZSITJO,O,O,O,O,O,O,X,X
LZSITOJ,O,O,O,X,X,O,X,X
LZSIJTO,O,O,O,X,O,O,X,X
LZSIJOT,O,O,O,X,O,O,X,X
LZSIOTJ,X,O,O,X,X,O,X,X
LZSIOJT,O,O,O,X,X,O,X,X
LZSJTIO,O,O,O,X,O,O,X,X
LZSJTOI,O,O,O,X,O,O,X,X
LZSJITO,O,O,O,X,O,O,X,X
LZSJIOT,O,O,O,X,O,O,X,X
LZSJOTI,O,O,O,X,O,O,X,X
LZSJOIT,O,O,O,X,O,O,X,X
LZSOTIJ,O,O,O,X,X,O,X,X
LZSOTJI,O,O,O,X,X,O,X,X
LZSOITJ,X,O,O,X,X,O,X,X
LZSOIJT,O,O,O,X,X,O,X,X
LZSOJTI,O,O,O,X,X,O,X,X
LZSOJIT,O,O,O,X,X,O,X,X
LZOTIJS,X,O,O,O,O,O,X,X
LZOTISJ,X,O,O,X,X,O,X,X
LZOTJIS,X,O,O,O,O,O,X,X
LZOTJSI,X,O,O,O,O,O,X,X
LZOTSIJ,X,O,O,X,X,O,X,X
LZOTSJI,X,O,O,X,X,O,X,X
LZOITJS,X,X,O,O,O,O,X,O
LZOITSJ,X,X,O,X,X,O,X,O
LZOIJTS,X,X,O,X,O,O,X,O
LZOIJST,X,O,O,X,O,O,X,O
LZOISTJ,X,O,O,X,X,O,X,O
LZOISJT,X,O,O,X,X,O,X,O
LZOJTIS,X,O,O,X,O,O,X,X
LZOJTSI,X,O,O,X,O,O,X,X
LZOJITS,X,X,O,X,O,O,X,O
LZOJIST,X,O,O,X,O,O,X,O
LZOJSTI,X,O,O,X,O,O,X,X
LZOJSIT,X,O,O,X,O,O,X,X
LZOSTIJ,X,O,O,X,X,O,X,X
LZOSTJI,X,O,O,X,X,O,X,X
LZOSITJ,X,O,O,X,X,O,X,X
LZOSIJT,X,O,O,X,X,O,X,X
LZOSJTI,X,O,O,X,X,O,X,X
LZOSJIT,X,O,O,X,X,O,X,X
LOTIJSZ,O,X,X,O,X,X,O,O
LOTIJZS,O,X,X,O,X,X,X,O
LOTISJZ,O,X,X,X,X,X,O,O
LOTISZJ,O,X,X,X,X,X,O,O
LOTIZJS,O,X,X,O,O,X,X,O
LOTIZSJ,O,X,X,X,X,X,X,O
LOTJISZ,O,X,X,O,X,X,O,O
LOTJIZS,O,X,X,O,X,X,X,O
LOTJSIZ,O,X,X,O,X,X,O,X
LOTJSZI,O,O,X,O,X,X,O,X
LOTJZIS,O,O,X,O,X,X,X,X
LOTJZSI,O,O,X,O,X,X,O,X
LOTSIJZ,O,X,X,X,X,X,O,X
LOTSIZJ,O,X,X,X,X,X,O,X
LOTSJIZ,O,X,X,X,X,X,O,X
LOTSJZI,O,O,X,X,X,X,O,X
LOTSZIJ,O,O,X,X,X,X,O,X
LOTSZJI,O,O,X,X,X,X,O,X
LOTZIJS,O,O,X,O,O,X,X,X
LOTZISJ,O,O,X,X,X,X,X,X
LOTZJIS,O,O,X,O,O,X,X,X
LOTZJSI,O,O,X,O,O,X,O,X
LOTZSIJ,O,O,X,X,X,X,O,X
LOTZSJI,O,O,X,X,X,X,O,X
LOITJSZ,X,X,X,O,X,X,O,O
LOITJZS,X,X,X,O,X,X,X,O
LOITSJZ,X,X,X,X,X,X,O,O
LOITSZJ,X,X,X,X,X,X,O,O
LOITZJS,X,X,X,O,O,X,X,O
LOITZSJ,X,X,X,X,X,X,X,O
LOIJTSZ,X,X,X,X,X,X,O,O
LOIJTZS,X,X,X,X,X,X,X,O
LOIJSTZ,X,X,X,X,X,X,X,O
LOIJSZT,O,X,X,X,X,X,X,O
LOIJZTS,X,X,X,X,X,X,X,O
LOIJZST,X,X,X,X,X,X,X,O
LOISTJZ,X,X,X,X,X,X,X,O
LOISTZJ,X,X,X,X,X,X,X,O
LOISJTZ,X,X,X,X,X,X,X,O
LOISJZT,O,X,X,X,X,O,X,O
LOISZTJ,X,X,X,X,X,O,X,O
LOISZJT,O,X,X,X,X,O,X,O
LOIZTJS,X,X,X,O,O,O,X,O
LOIZTSJ,X,X,X,X,X,O,X,O
LOIZJTS,X,X,X,X,O,O,X,O
LOIZJST,X,X,X,X,O,O,X,O
LOIZSTJ,X,X,X,X,X,O,X,O
LOIZSJT,X,X,X,X,X,O,X,O
LOJTISZ,O,X,X,X,X,X,O,O
LOJTIZS,O,X,X,X,X,X,X,O
LOJTSIZ,O,X,X,X,X,X,O,X
LOJTSZI,O,O,X,X,X,X,O,X
LOJTZIS,O,O,X,X,X,X,X,X
LOJTZSI,O,O,X,X,X,X,O,X
LOJITSZ,X,X,X,X,X,X,O,O
LOJITZS,X,X,X,X,X,X,X,O
LOJISTZ,X,X,X,X,X,X,X,O
LOJISZT,O,X,X,X,X,X,X,O
LOJIZTS,X,X,X,X,X,X,X,O
LOJIZST,X,X,X,X,X,X,X,O
LOJSTIZ,O,X,X,X,X,X,X,X
LOJSTZI,O,O,X,X,X,X,X,X
LOJSITZ,X,X,X,X,X,X,X,O
LOJSIZT,O,O,X,X,X,X,X,O
LOJSZTI,O,O,O,X,X,X,X,X
LOJSZIT,O,O,O,X,X,X,X,X
LOJZTIS,X,X,O,X,X,X,X,X
LOJZTSI,X,O,O,X,X,X,X,X
LOJZITS,X,X,O,X,X,X,X,O
LOJZIST,X,O,O,X,X,X,X,O
LOJZSTI,X,O,O,X,X,X,X,X
LOJZSIT,X,O,O,X,X,X,X,X
LOSTIJZ,O,X,X,X,X,X,X,X
LOSTIZJ,O,X,X,X,X,X,X,X
LOSTJIZ,O,X,X,X,X,X,X,X
LOSTJZI,O,O,X,X,X,X,X,X
LOSTZIJ,O,O,X,X,X,X,X,X
LOSTZJI,O,O,X,X,X,X,X,X
LOSITJZ,X,X,X,X,X,X,X,O
LOSITZJ,X,X,X,X,X,X,X,O
LOSIJTZ,X,X,X,X,X,X,X,O
LOSIJZT,O,O,X,X,X,O,X,O
LOSIZTJ,X,O,X,X,X,O,X,O
LOSIZJT,O,O,X,X,X,O,X,O
LOSJTIZ,O,X,X,X,X,X,X,X
LOSJTZI,O,O,X,X,X,X,X,X
LOSJITZ,X,X,X,X,X,X,X,O
LOSJIZT,O,O,X,X,X,O,X,O
LOSJZTI,O,O,O,X,X,O,X,X
LOSJZIT,O,O,O,X,X,O,X,X
LOSZTIJ,O,O,O,X,X,O,X,X
LOSZTJI,O,O,O,X,X,O,X,X
LOSZITJ,X,O,O,X,X,O,X,X
LOSZIJT,O,O,O,X,X,O,X,X
LOSZJTI,O,O,O,X,X,O,X,X
LOSZJIT,O,O,O,X,X,O,X,X
LOZTIJS,X,X,O,O,O,O,X,X
LOZTISJ,X,X,O,X,X,O,X,X
LOZTJIS,X,X,O,O,O,O,X,X
LOZTJSI,X,O,O,O,O,O,X,X
LOZTSIJ,X,O,O,X,X,O,X,X
LOZTSJI,X,O,O,X,X,O,X,X
LOZITJS,X,X,O,O,O,O,X,O
LOZITSJ,X,X,O,X,X,O,X,O
LOZIJTS,X,X,O,X,O,O,X,O
LOZIJST,X,O,O,X,O,O,X,O
LOZISTJ,X,O,O,X,X,O,X,O
LOZISJT,X,O,O,X,X,O,X,O
LOZJTIS,X,X,O,X,O,O,X,X
LOZJTSI,X,O,O,X,O,O,X,X
LOZJITS,X,X,O,X,O,O,X,O
LOZJIST,X,O,O,X,O,O,X,O
LOZJSTI,X,O,O,X,O,O,X,X
LOZJSIT,X,O,O,X,O,O,X,X
LOZSTIJ,X,O,O,X,X,O,X,X
LOZSTJI,X,O,O,X,X,O,X,X
LOZSITJ,X,O,O,X,X,O,X,X
LOZSIJT,X,O,O,X,X,O,X,X
LOZSJTI,X,O,O,X,X,O,X,X
LOZSJIT,X,O,O,X,X,O,X,X
JTILSZO,O,O,X,O,X,X,O,X
JTILSOZ,O,X,X,O,X,X,O,X
JTILZSO,O,O,X,O,O,X,X,X
JTILZOS,X,O,X,O,O,X,X,X
JTILOSZ,O,X,X,O,X,X,O,X
JTILOZS,O,X,X,O,X,X,X,X
JTISLZO,O,O,X,O,X,X,O,X
JTISLOZ,O,X,X,O,X,X,O,X
JTISZLO,O,X,X,O,X,X,O,X
JTISZOL,O,X,X,O,X,X,O,X
JTISOLZ,O,X,X,O,X,X,O,X
JTISOZL,O,X,X,O,X,X,O,X
JTIZLSO,X,X,X,O,O,X,X,X
JTIZLOS,X,X,X,O,O,X,X,X
JTIZSLO,X,X,X,O,O,X,O,X
JTIZSOL,X,X,X,O,X,X,O,X
JTIZOLS,X,X,X,O,O,X,X,X
JTIZOSL,X,X,X,O,X,X,O,X
JTIOLSZ,O,X,X,O,X,X,O,O
JTIOLZS,O,X,X,O,X,X,X,O
JTIOSLZ,O,X,X,O,X,X,O,O
JTIOSZL,O,X,X,O,X,X,O,O
JTIOZLS,O,X,X,O,X,X,X,O
JTIOZSL,O,X,X,O,X,X,O,O
JTLISZO,O,O,X,O,X,X,O,X
JTLISOZ,O,X,X,O,X,X,O,X
JTLIZSO,O,O,X,O,O,X,X,X
JTLIZOS,X,O,X,O,O,X,X,X
JTLIOSZ,O,X,X,O,X,X,O,X
JTLIOZS,O,X,X,O,X,X,X,X
JTLSIZO,O,O,X,O,X,X,O,X
JTLSIOZ,O,X,X,O,X,X,O,X
JTLSZIO,O,O,X,O,X,X,O,X
JTLSZOI,O,O,X,O,X,X,O,X
JTLSOIZ,O,X,X,O,X,X,O,X
JTLSOZI,O,O,X,O,X,X,O,X
JTLZISO,O,O,X,O,O,X,X,X
JTLZIOS,X,O,X,O,O,X,X,X
JTLZSIO,O,O,X,O,O,X,O,X
JTLZSOI,O,O,X,O,O,X,O,X
JTLZOIS,O,O,X,O,O,X,X,X
JTLZOSI,O,O,X,O,O,X,O,X
JTLOISZ,O,X,X,O,X,X,O,O
JTLOIZS,O,X,X,O,X,X,X,O
JTLOSIZ,O,X,X,O,X,X,O,X
JTLOSZI,O,O,X,O,X,X,O,X
JTLOZIS,O,O,X,O,X,X,X,X
JTLOZSI,O,O,X,O,X,X,O,X
JTSILZO,O,O,X,O,X,X,O,X
JTSILOZ,O,X,X,O,X,X,O,X
JTSIZLO,O,O,X,O,X,X,O,X
JTSIZOL,O,O,X,O,X,X,O,X
JTSIOLZ,O,X,X,O,X,X,O,X
JTSIOZL,O,X,X,O,X,X,O,X
JTSLIZO,O,O,X,O,X,X,O,X
JTSLIOZ,O,X,X,O,X,X,O,X
JTSLZIO,O,O,X,O,X,X,O,X
JTSLZOI,O,O,X,O,X,X,O,X
JTSLOIZ,O,X,X,O,X,X,O,X
JTSLOZI,O,O,X,O,X,X,O,X
JTSZILO,O,O,O,O,X,X,O,X
JTSZIOL,O,O,O,O,X,X,O,X
JTSZLIO,O,O,O,O,X,X,O,X
JTSZLOI,O,O,O,O,X,X,O,X
JTSZOIL,O,O,O,O,X,X,O,X
JTSZOLI,O,O,O,O,X,X,O,X
JTSOILZ,O,X,X,O,X,X,O,X
JTSOIZL,O,X,X,O,X,X,O,X
JTSOLIZ,O,X,X,O,X,X,O,X
JTSOLZI,O,O,X,O,X,X,O,X
JTSOZIL,O,X,O,O,X,X,O,X
JTSOZLI,O,X,O,O,X,X,O,X
JTZILSO,X,O,O,O,O,X,X,X
JTZILOS,X,O,O,O,O,X,X,X
JTZISLO,X,O,O,O,O,X,O,X
JTZISOL,X,O,O,O,X,X,O,X
