sequence,v115@FhB8FeD8CeH8AeH8Jex6IvhFXcB8hBCeBTfB2lBlpB,v115@FhB8FeD8CeH8AeH8JeT6IvhFxbB8hBCeBmgB/pBFqB,v115@FhB8FeD8CeH8AeH8Je2/IvhFRbBzcBCeBUhB/pBFqB,v115@FhB8FeD8CeH8AeH8JeK/IvhFzaBWiBxdB3gBUhBlpB,v115@FhB8FeD8CeH8AeH8Jey/IvhFWiBxdB3gBTfBUhBlpB,v115@FhB8FeD8CeH8AeH8JeT6IvhFibBWiBxdBUhB/pBFqB,v115@FhB8FeD8CeH8AeH8JeZ/IvhFufB3bBzcBCeBVmB8pB,v115@FhB8FeD8CeH8AeH8Jel6IvhFmcBCeBThBxkBclB/pB
JOITSZL,X,X,X,X,X,X,X,O
JOITZLS,X,X,X,X,X,X,O,O
JOITZSL,X,X,X,X,X,X,O,O
JOILTSZ,X,X,X,X,X,X,X,O
JOILTZS,X,X,X,X,X,X,O,O
JOILSTZ,X,X,X,X,X,X,X,O
JOILSZT,X,X,X,X,X,X,X,O
JOILZTS,X,X,X,X,X,X,X,O
JOILZST,O,X,X,X,X,X,X,O
JOISTLZ,X,X,X,O,O,O,X,O
JOISTZL,X,X,X,X,X,O,X,O
JOISLTZ,X,X,X,X,O,O,X,O
JOISLZT,X,X,X,X,O,O,X,O
JOISZTL,X,X,X,X,X,O,X,O
JOISZLT,X,X,X,X,X,O,X,O
JOIZTLS,X,X,X,X,X,X,X,O
JOIZTSL,X,X,X,X,X,X,X,O
JOIZLTS,X,X,X,X,X,X,X,O
JOIZLST,O,X,X,X,X,O,X,O
JOIZSTL,X,X,X,X,X,O,X,O
JOIZSLT,O,X,X,X,X,O,X,O
JOLTISZ,O,X,X,X,X,X,X,O
JOLTIZS,O,X,X,X,X,X,O,O
JOLTSIZ,O,O,X,X,X,X,X,X
JOLTSZI,O,O,X,X,X,X,O,X
JOLTZIS,O,X,X,X,X,X,O,X
JOLTZSI,O,O,X,X,X,X,O,X
JOLITSZ,X,X,X,X,X,X,X,O
JOLITZS,X,X,X,X,X,X,O,O
JOLISTZ,X,X,X,X,X,X,X,O
JOLISZT,X,X,X,X,X,X,X,O
JOLIZTS,X,X,X,X,X,X,X,O
JOLIZST,O,X,X,X,X,X,X,O
JOLSTIZ,X,X,O,X,X,X,X,X
JOLSTZI,X,O,O,X,X,X,X,X
JOLSITZ,X,X,O,X,X,X,X,O
JOLSIZT,X,O,O,X,X,X,X,O
JOLSZTI,X,O,O,X,X,X,X,X
JOLSZIT,X,O,O,X,X,X,X,X
JOLZTIS,O,X,X,X,X,X,X,X
JOLZTSI,O,O,X,X,X,X,X,X
JOLZITS,X,X,X,X,X,X,X,O
JOLZIST,O,O,X,X,X,X,X,O
JOLZSTI,O,O,O,X,X,X,X,X
JOLZSIT,O,O,O,X,X,X,X,X
JOSTILZ,X,X,O,O,O,O,X,X
JOSTIZL,X,X,O,X,X,O,X,X
JOSTLIZ,X,X,O,O,O,O,X,X
JOSTLZI,X,O,O,O,O,O,X,X
JOSTZIL,X,O,O,X,X,O,X,X
JOSTZLI,X,O,O,X,X,O,X,X
JOSITLZ,X,X,O,O,O,O,X,O
JOSITZL,X,X,O,X,X,O,X,O
JOSILTZ,X,X,O,X,O,O,X,O
JOSILZT,X,O,O,X,O,O,X,O
JOSIZTL,X,O,O,X,X,O,X,O
JOSIZLT,X,O,O,X,X,O,X,O
JOSLTIZ,X,X,O,X,O,O,X,X
JOSLTZI,X,O,O,X,O,O,X,X
JOSLITZ,X,X,O,X,O,O,X,O
JOSLIZT,X,O,O,X,O,O,X,O
JOSLZTI,X,O,O,X,O,O,X,X
JOSLZIT,X,O,O,X,O,O,X,X
JOSZTIL,X,O,O,X,X,O,X,X
JOSZTLI,X,O,O,X,X,O,X,X
JOSZITL,X,O,O,X,X,O,X,X
JOSZILT,X,O,O,X,X,O,X,X
JOSZLTI,X,O,O,X,X,O,X,X
JOSZLIT,X,O,O,X,X,O,X,X
JOZTILS,O,X,X,X,X,X,X,X
JOZTISL,O,X,X,X,X,X,X,X
JOZTLIS,O,X,X,X,X,X,X,X
JOZTLSI,O,O,X,X,X,X,X,X
JOZTSIL,O,O,X,X,X,X,X,X
JOZTSLI,O,O,X,X,X,X,X,X
JOZITLS,X,X,X,X,X,X,X,O
JOZITSL,X,X,X,X,X,X,X,O
JOZILTS,X,X,X,X,X,X,X,O
JOZILST,O,O,X,X,X,O,X,O
JOZISTL,X,O,X,X,X,O,X,O
JOZISLT,O,O,X,X,X,O,X,O
JOZLTIS,O,X,X,X,X,X,X,X
JOZLTSI,O,O,X,X,X,X,X,X
JOZLITS,X,X,X,X,X,X,X,O
JOZLIST,O,O,X,X,X,O,X,O
JOZLSTI,O,O,O,X,X,O,X,X
JOZLSIT,O,O,O,X,X,O,X,X
JOZSTIL,O,O,O,X,X,O,X,X
JOZSTLI,O,O,O,X,X,O,X,X
JOZSITL,X,O,O,X,X,O,X,X
JOZSILT,O,O,O,X,X,O,X,X
JOZSLTI,O,O,O,X,X,O,X,X
JOZSLIT,O,O,O,X,X,O,X,X
STILJZO,X,O,O,O,O,O,X,X
STILJOZ,X,O,O,O,O,O,X,X
STILZJO,X,O,O,O,O,O,O,X
STILZOJ,X,O,O,O,X,O,O,X
STILOJZ,X,O,O,O,O,O,X,X
STILOZJ,X,O,X,O,X,O,O,X
STIJLZO,X,O,O,O,O,O,X,X
STIJLOZ,X,O,O,O,O,O,X,X
STIJZLO,X,O,O,O,O,O,X,X
STIJZOL,X,O,O,X,X,O,X,X
STIJOLZ,X,O,O,O,O,O,X,X
STIJOZL,X,O,O,X,X,O,X,X
STIZLJO,X,O,O,O,O,O,O,X
STIZLOJ,X,O,O,O,X,O,O,X
STIZJLO,X,O,O,O,O,O,O,X
STIZJOL,X,O,O,X,X,O,O,X
STIZOLJ,X,O,O,X,X,O,O,X
STIZOJL,X,O,O,X,X,O,O,X
STIOLJZ,X,O,O,O,O,O,X,X
STIOLZJ,X,O,X,O,X,O,O,X
STIOJLZ,X,O,O,O,O,O,X,X
STIOJZL,X,O,O,X,X,O,X,X
STIOZLJ,X,O,X,X,X,O,O,X
STIOZJL,X,O,X,X,X,O,O,X
STLIJZO,X,O,O,O,O,O,X,X
STLIJOZ,X,O,O,O,O,O,X,X
STLIZJO,X,O,O,O,O,O,O,X
STLIZOJ,X,O,O,O,X,O,O,X
STLIOJZ,X,O,O,O,O,O,X,X
STLIOZJ,X,O,X,O,X,O,O,X
STLJIZO,O,O,O,O,O,O,X,X
STLJIOZ,X,O,O,O,O,O,X,X
STLJZIO,O,O,O,O,O,O,O,X
STLJZOI,O,O,O,O,O,O,O,X
STLJOIZ,O,O,O,O,O,O,X,X
STLJOZI,O,O,O,O,O,O,O,X
STLZIJO,O,O,O,O,O,O,O,X
STLZIOJ,O,O,O,O,X,O,O,X
STLZJIO,O,O,O,O,O,O,O,X
STLZJOI,O,O,O,O,O,O,O,X
STLZOIJ,O,O,O,O,X,O,O,X
STLZOJI,O,O,O,O,X,O,O,X
STLOIJZ,O,O,O,O,O,O,X,X
STLOIZJ,O,O,X,O,X,O,O,X
STLOJIZ,O,O,O,O,O,O,X,X
STLOJZI,O,O,O,O,O,O,O,X
STLOZIJ,O,O,O,O,X,O,O,X
STLOZJI,O,O,O,O,X,O,O,X
STJILZO,O,O,O,O,O,O,X,X
STJILOZ,X,O,O,O,O,O,X,X
STJIZLO,O,O,O,O,O,O,X,X
STJIZOL,O,O,O,X,X,O,X,X
STJIOLZ,X,O,O,O,O,O,X,X
STJIOZL,X,O,O,X,X,O,X,X
STJLIZO,O,O,O,O,O,O,X,X
STJLIOZ,X,O,O,O,O,O,X,X
STJLZIO,O,O,O,O,O,O,O,X
STJLZOI,O,O,O,O,O,O,O,X
STJLOIZ,O,O,O,O,O,O,X,X
STJLOZI,O,O,O,O,O,O,O,X
STJZILO,O,O,O,O,O,O,O,X
STJZIOL,O,O,O,X,X,O,O,X
STJZLIO,O,O,O,O,O,O,O,X
STJZLOI,O,O,O,O,O,O,O,X
STJZOIL,O,O,O,X,X,O,O,X
STJZOLI,O,O,O,X,X,O,O,X
STJOILZ,O,O,O,O,O,O,X,X
STJOIZL,O,O,O,X,X,O,X,X
STJOLIZ,O,O,O,O,O,O,X,X
STJOLZI,O,O,O,O,O,O,O,X
STJOZIL,O,O,O,X,X,O,O,X
STJOZLI,O,O,O,X,X,O,O,X
STZILJO,O,O,O,O,O,O,O,X
STZILOJ,O,O,O,O,X,O,O,X
STZIJLO,O,O,O,O,O,O,O,X
STZIJOL,O,O,O,X,X,O,O,X
STZIOLJ,O,O,O,X,X,O,O,X
STZIOJL,O,O,O,X,X,O,O,X
STZLIJO,O,O,O,O,O,O,O,X
STZLIOJ,O,O,O,O,X,O,O,X
STZLJIO,O,O,O,O,O,O,O,X
STZLJOI,O,O,O,O,O,O,O,X
STZLOIJ,O,O,O,O,X,O,O,X
STZLOJI,O,O,O,O,X,O,O,X
STZJILO,O,O,O,O,O,O,O,X
STZJIOL,O,O,O,X,X,O,O,X
STZJLIO,O,O,O,O,O,O,O,X
STZJLOI,O,O,O,O,O,O,O,X
STZJOIL,O,O,O,X,X,O,O,X
STZJOLI,O,O,O,X,X,O,O,X
STZOILJ,O,O,O,X,X,O,O,X
STZOIJL,O,O,O,X,X,O,O,X
STZOLIJ,O,O,O,X,X,O,O,X
STZOLJI,O,O,O,X,X,O,O,X
STZOJIL,O,O,O,X,X,O,O,X
STZOJLI,O,O,O,X,X,O,O,X
STOILJZ,O,O,O,O,O,O,X,X
STOILZJ,O,O,X,O,X,O,O,X
STOIJLZ,O,O,O,O,O,O,X,X
STOIJZL,O,O,O,X,X,O,X,X
STOIZLJ,O,O,X,X,X,O,O,X
STOIZJL,O,O,X,X,X,O,O,X
STOLIJZ,O,O,O,O,O,O,X,X
STOLIZJ,O,O,X,O,X,O,O,X
STOLJIZ,O,O,O,O,O,O,X,X
STOLJZI,O,O,O,O,O,O,O,X
STOLZIJ,O,O,O,O,X,O,O,X
STOLZJI,O,O,O,O,X,O,O,X
STOJILZ,O,O,O,O,O,O,X,X
STOJIZL,O,O,O,X,X,O,X,X
STOJLIZ,O,O,O,O,O,O,X,X
STOJLZI,O,O,O,O,O,O,O,X
STOJZIL,O,O,O,X,X,O,O,X
STOJZLI,O,O,O,X,X,O,O,X
STOZILJ,O,O,O,X,X,O,O,X
STOZIJL,O,O,O,X,X,O,O,X
STOZLIJ,O,O,O,X,X,O,O,X
STOZLJI,O,O,O,X,X,O,O,X
STOZJIL,O,O,O,X,X,O,O,X
STOZJLI,O,O,O,X,X,O,O,X
SITLJZO,X,O,O,O,O,O,X,X
SITLJOZ,X,O,O,O,O,O,X,X
SITLZJO,X,O,O,O,O,O,O,X
SITLZOJ,X,O,O,O,X,O,O,X
SITLOJZ,X,O,O,O,O,O,X,X
SITLOZJ,X,O,X,O,X,O,O,X
SITJLZO,X,O,O,O,O,O,X,X
SITJLOZ,X,O,O,O,O,O,X,X
SITJZLO,X,O,O,O,O,O,X,X
SITJZOL,X,O,O,X,X,O,X,X
SITJOLZ,X,O,O,O,O,O,X,X
SITJOZL,X,O,O,X,X,O,X,X
SITZLJO,X,O,O,O,O,O,O,X
SITZLOJ,X,O,O,O,X,O,O,X
SITZJLO,X,O,O,O,O,O,O,X
SITZJOL,X,O,O,X,X,O,O,X
SITZOLJ,X,O,O,X,X,O,O,X
SITZOJL,X,O,O,X,X,O,O,X
SITOLJZ,X,O,O,O,O,O,X,X
SITOLZJ,X,O,X,O,X,O,O,X
SITOJLZ,X,O,O,O,O,O,X,X
SITOJZL,X,O,O,X,X,O,X,X
SITOZLJ,X,O,X,X,X,O,O,X
SITOZJL,X,O,X,X,X,O,O,X
SILTJZO,X,O,O,O,O,O,X,X
SILTJOZ,X,O,O,O,O,O,X,X
SILTZJO,X,O,O,O,O,O,O,X
SILTZOJ,X,O,O,O,X,O,O,X
SILTOJZ,X,O,O,O,O,O,X,X
SILTOZJ,X,O,X,O,X,O,O,X
SILJTZO,X,X,O,O,O,O,X,X
SILJTOZ,X,X,O,O,O,O,X,X
SILJZTO,X,O,O,X,O,O,X,X
SILJZOT,X,O,O,X,O,O,X,X
SILJOTZ,X,X,O,X,O,O,X,X
SILJOZT,X,O,O,X,O,O,X,X
SILZTJO,X,O,O,X,X,O,O,X
SILZTOJ,X,O,O,X,X,O,O,X
SILZJTO,X,O,O,X,O,O,O,X
SILZJOT,X,O,O,X,O,O,X,X
SILZOTJ,X,O,O,X,X,O,X,X
SILZOJT,X,O,O,X,X,O,X,X
SILOTJZ,X,O,O,X,X,O,X,O
SILOTZJ,X,O,X,X,X,O,O,O
SILOJTZ,X,X,O,X,O,O,X,O
SILOJZT,X,O,O,X,O,O,X,O
SILOZTJ,X,O,O,X,X,O,X,O
SILOZJT,X,O,O,X,X,O,X,O
SIJTLZO,X,X,O,O,O,O,X,X
SIJTLOZ,X,X,O,O,O,O,X,X
SIJTZLO,X,X,O,O,O,O,X,X
SIJTZOL,X,X,O,X,X,O,X,X
SIJTOLZ,X,X,O,O,O,O,X,X
SIJTOZL,X,X,X,X,X,O,X,X
SIJLTZO,X,X,O,O,O,O,X,X
SIJLTOZ,X,X,O,O,O,O,X,X
SIJLZTO,X,O,O,X,O,O,X,X
SIJLZOT,X,O,O,X,O,O,X,X
SIJLOTZ,X,X,O,X,O,O,X,X
SIJLOZT,X,O,O,X,O,O,X,X
SIJZTLO,X,O,O,O,O,O,X,X
SIJZTOL,X,O,O,X,X,O,X,X
SIJZLTO,X,O,O,X,O,O,X,X
SIJZLOT,X,O,O,X,O,O,X,X
SIJZOTL,X,O,O,X,X,O,X,X
SIJZOLT,X,O,O,X,X,O,X,X
SIJOTLZ,X,X,O,O,O,O,X,X
SIJOTZL,X,X,O,X,X,O,X,X
SIJOLTZ,X,X,O,X,O,O,X,X
SIJOLZT,X,O,O,X,O,O,X,X
SIJOZTL,X,O,O,X,X,O,X,X
SIJOZLT,X,O,O,X,X,O,X,X
SIZTLJO,X,O,O,O,O,O,O,X
SIZTLOJ,X,O,O,O,X,O,O,X
SIZTJLO,X,O,O,O,O,O,O,X
SIZTJOL,X,O,O,X,X,O,O,X
SIZTOLJ,X,O,O,X,X,O,O,X
SIZTOJL,X,O,O,X,X,O,O,X
SIZLTJO,X,O,O,X,X,O,O,X
SIZLTOJ,X,O,O,X,X,O,O,X
SIZLJTO,X,O,O,X,O,O,O,X
SIZLJOT,X,O,O,X,O,O,X,X
SIZLOTJ,X,O,O,X,X,O,X,X
SIZLOJT,X,O,O,X,X,O,X,X
SIZJTLO,X,O,O,O,O,O,O,X
SIZJTOL,X,O,O,X,X,O,O,X
SIZJLTO,X,O,O,X,O,O,O,X
SIZJLOT,X,O,O,X,O,O,X,X
SIZJOTL,X,O,O,X,X,O,X,X
SIZJOLT,X,O,O,X,X,O,X,X
SIZOTLJ,X,O,O,X,X,O,X,X
SIZOTJL,X,O,O,X,X,O,X,X
SIZOLTJ,X,O,O,X,X,O,X,X
SIZOLJT,X,O,O,X,X,O,X,X
SIZOJTL,X,O,O,X,X,O,X,X
SIZOJLT,X,O,O,X,X,O,X,X
SIOTLJZ,X,O,O,O,O,O,X,O
SIOTLZJ,X,O,X,O,X,O,O,O
SIOTJLZ,X,O,O,O,O,O,X,O
SIOTJZL,X,O,O,X,X,O,X,O
SIOTZLJ,X,O,X,X,X,O,O,O
SIOTZJL,X,O,X,X,X,O,O,O
SIOLTJZ,X,O,O,X,X,O,X,O
SIOLTZJ,X,O,X,X,X,O,O,O
SIOLJTZ,X,X,O,X,O,O,X,O
SIOLJZT,X,O,O,X,O,O,X,O
SIOLZTJ,X,O,O,X,X,O,X,O
SIOLZJT,X,O,O,X,X,O,X,O
SIOJTLZ,X,X,O,O,O,O,X,O
SIOJTZL,X,X,O,X,X,O,X,O
SIOJLTZ,X,X,O,X,O,O,X,O
SIOJLZT,X,O,O,X,O,O,X,O
SIOJZTL,X,O,O,X,X,O,X,O
SIOJZLT,X,O,O,X,X,O,X,O
SIOZTLJ,X,O,O,X,X,O,X,O
SIOZTJL,X,O,O,X,X,O,X,O
SIOZLTJ,X,O,O,X,X,O,X,O
SIOZLJT,X,O,O,X,X,O,X,O
SIOZJTL,X,O,O,X,X,O,X,O
SIOZJLT,X,O,O,X,X,O,X,O
SLTIJZO,X,O,O,O,O,O,X,X
SLTIJOZ,X,O,O,O,O,O,X,X
SLTIZJO,X,O,O,O,O,O,O,X
SLTIZOJ,X,O,O,O,X,O,O,X
SLTIOJZ,X,O,O,O,O,O,X,X
SLTIOZJ,X,O,X,O,X,O,O,X
SLTJIZO,O,O,O,O,O,O,X,X
SLTJIOZ,X,O,O,O,O,O,X,X
SLTJZIO,O,O,O,O,O,O,O,X
SLTJZOI,O,O,O,O,O,O,O,X
SLTJOIZ,O,O,O,O,O,O,X,X
SLTJOZI,O,O,O,O,O,O,O,X
SLTZIJO,O,O,O,O,O,O,O,X
SLTZIOJ,O,O,O,O,X,O,O,X
SLTZJIO,O,O,O,O,O,O,O,X
SLTZJOI,O,O,O,O,O,O,O,X
SLTZOIJ,O,O,O,O,X,O,O,X
SLTZOJI,O,O,O,O,X,O,O,X
SLTOIJZ,O,O,O,O,O,O,X,X
SLTOIZJ,O,O,X,O,X,O,O,X
SLTOJIZ,O,O,O,O,O,O,X,X
SLTOJZI,O,O,O,O,O,O,O,X
SLTOZIJ,O,O,O,O,X,O,O,X
SLTOZJI,O,O,O,O,X,O,O,X
SLITJZO,X,O,O,O,O,O,X,X
SLITJOZ,X,O,O,O,O,O,X,X
SLITZJO,X,O,O,O,O,O,O,X
SLITZOJ,X,O,O,O,X,O,O,X
SLITOJZ,X,O,O,O,O,O,X,X
SLITOZJ,X,O,X,O,X,O,O,X
SLIJTZO,X,X,O,O,O,O,X,X
SLIJTOZ,X,X,O,O,O,O,X,X
SLIJZTO,X,O,O,X,O,O,X,X
SLIJZOT,X,O,O,X,O,O,X,X
SLIJOTZ,X,X,O,X,O,O,X,X
SLIJOZT,X,O,O,X,O,O,X,X
SLIZTJO,X,O,O,X,X,O,O,X
SLIZTOJ,X,O,O,X,X,O,O,X
SLIZJTO,X,O,O,X,O,O,O,X
SLIZJOT,X,O,O,X,O,O,X,X
SLIZOTJ,X,O,O,X,X,O,X,X
SLIZOJT,X,O,O,X,X,O,X,X
SLIOTJZ,X,O,O,X,X,O,X,O
SLIOTZJ,X,O,X,X,X,O,O,O
SLIOJTZ,X,X,O,X,O,O,X,O
SLIOJZT,X,O,O,X,O,O,X,O
SLIOZTJ,X,O,O,X,X,O,X,O
SLIOZJT,X,O,O,X,X,O,X,O
SLJTIZO,O,O,O,O,O,O,X,X
SLJTIOZ,X,O,O,O,O,O,X,X
SLJTZIO,O,O,O,O,O,O,X,X
SLJTZOI,O,O,O,O,O,O,X,X
SLJTOIZ,O,O,O,O,O,O,X,X
SLJTOZI,O,O,O,O,O,O,X,X
SLJITZO,X,X,O,O,O,O,X,X
SLJITOZ,X,X,O,O,O,O,X,X
SLJIZTO,O,O,O,X,O,O,X,X
SLJIZOT,O,O,O,X,O,O,X,X
SLJIOTZ,X,X,O,X,O,O,X,X
SLJIOZT,X,O,O,X,O,O,X,X
SLJZTIO,O,O,O,X,O,O,X,X
SLJZTOI,O,O,O,X,O,O,X,X
SLJZITO,O,O,O,X,O,O,X,X
SLJZIOT,O,O,O,X,O,O,X,X
SLJZOTI,O,O,O,X,O,O,X,X
SLJZOIT,O,O,O,X,O,O,X,X
SLJOTIZ,X,O,O,X,O,O,X,X
SLJOTZI,X,O,O,X,O,O,X,X
SLJOITZ,X,X,O,X,O,O,X,O
SLJOIZT,X,O,O,X,O,O,X,O
SLJOZTI,X,O,O,X,O,O,X,X
SLJOZIT,X,O,O,X,O,O,X,X
SLZTIJO,O,O,O,X,X,O,O,X
SLZTIOJ,O,O,O,X,X,O,O,X
SLZTJIO,O,O,O,X,X,O,O,X
SLZTJOI,O,O,O,X,X,O,O,X
SLZTOIJ,O,O,O,X,X,O,O,X
SLZTOJI,O,O,O,X,X,O,O,X
SLZITJO,O,O,O,X,X,O,O,X
SLZITOJ,O,O,O,X,X,O,O,X
SLZIJTO,O,O,O,X,O,O,O,X
SLZIJOT,O,O,O,X,O,O,X,X
SLZIOTJ,O,O,O,X,X,O,X,X
SLZIOJT,O,O,O,X,X,O,X,X
SLZJTIO,O,O,O,X,O,O,O,X
SLZJTOI,O,O,O,X,O,O,O,X
SLZJITO,O,O,O,X,O,O,O,X
SLZJIOT,O,O,O,X,O,O,X,X
SLZJOTI,O,O,O,X,O,O,X,X
SLZJOIT,O,O,O,X,O,O,X,X
SLZOTIJ,O,O,O,X,X,O,X,X
SLZOTJI,O,O,O,X,X,O,X,X
SLZOITJ,O,O,O,X,X,O,X,X
SLZOIJT,O,O,O,X,X,O,X,X
SLZOJTI,O,O,O,X,X,O,X,X
SLZOJIT,O,O,O,X,X,O,X,X
SLOTIJZ,X,O,O,X,X,O,X,X
SLOTIZJ,X,O,X,X,X,O,O,X
SLOTJIZ,X,O,O,X,X,O,X,X
SLOTJZI,X,O,O,X,X,O,O,X
SLOTZIJ,X,O,O,X,X,O,O,X
SLOTZJI,X,O,O,X,X,O,O,X
SLOITJZ,X,O,O,X,X,O,X,O
SLOITZJ,X,O,X,X,X,O,O,O
SLOIJTZ,X,X,O,X,O,O,X,O
SLOIJZT,X,O,O,X,O,O,X,O
SLOIZTJ,X,O,O,X,X,O,X,O
SLOIZJT,X,O,O,X,X,O,X,O
SLOJTIZ,X,O,O,X,O,O,X,X
SLOJTZI,X,O,O,X,O,O,X,X
SLOJITZ,X,X,O,X,O,O,X,O
SLOJIZT,X,O,O,X,O,O,X,O
SLOJZTI,X,O,O,X,O,O,X,X
SLOJZIT,X,O,O,X,O,O,X,X
SLOZTIJ,X,O,O,X,X,O,X,X
SLOZTJI,X,O,O,X,X,O,X,X
SLOZITJ,X,O,O,X,X,O,X,X
SLOZIJT,X,O,O,X,X,O,X,X
SLOZJTI,X,O,O,X,X,O,X,X
SLOZJIT,X,O,O,X,X,O,X,X
SJTILZO,O,O,O,O,O,O,X,X
SJTILOZ,X,O,O,O,O,O,X,X
SJTIZLO,O,O,O,O,O,O,X,X
SJTIZOL,O,O,O,X,X,O,X,X
SJTIOLZ,X,O,O,O,O,O,X,X
SJTIOZL,X,O,O,X,X,O,X,X
SJTLIZO,O,O,O,O,O,O,X,X
SJTLIOZ,X,O,O,O,O,O,X,X
SJTLZIO,O,O,O,O,O,O,X,X
SJTLZOI,O,O,O,O,O,O,X,X
SJTLOIZ,O,O,O,O,O,O,X,X
SJTLOZI,O,O,O,O,O,O,X,X
SJTZILO,O,O,O,O,O,O,X,X
SJTZIOL,O,O,O,X,X,O,X,X
SJTZLIO,O,O,O,O,O,O,X,X
SJTZLOI,O,O,O,O,O,O,X,X
SJTZOIL,O,O,O,X,X,O,X,X
SJTZOLI,O,O,O,X,X,O,X,X
SJTOILZ,O,O,O,O,O,O,X,X
SJTOIZL,O,O,O,X,X,O,X,X
SJTOLIZ,O,O,O,O,O,O,X,X
SJTOLZI,O,O,O,O,O,O,X,X
SJTOZIL,O,O,O,X,X,O,X,X
SJTOZLI,O,O,O,X,X,O,X,X
SJITLZO,X,X,O,O,O,O,X,X
SJITLOZ,X,X,O,O,O,O,X,X
SJITZLO,X,X,O,O,O,O,X,X
SJITZOL,X,X,O,X,X,O,X,X
SJITOLZ,X,X,O,O,O,O,X,X
SJITOZL,X,X,X,X,X,O,X,X
SJILTZO,X,X,O,O,O,O,X,X
SJILTOZ,X,X,O,O,O,O,X,X
SJILZTO,O,O,O,X,O,O,X,X
SJILZOT,O,O,O,X,O,O,X,X
SJILOTZ,X,X,O,X,O,O,X,X
SJILOZT,X,O,O,X,O,O,X,X
SJIZTLO,O,O,O,O,O,O,X,X
SJIZTOL,X,O,O,X,X,O,X,X
SJIZLTO,O,O,O,X,O,O,X,X
SJIZLOT,O,O,O,X,O,O,X,X
SJIZOTL,X,O,O,X,X,O,X,X
SJIZOLT,O,O,O,X,X,O,X,X
SJIOTLZ,X,X,O,O,O,O,X,X
SJIOTZL,X,X,O,X,X,O,X,X
SJIOLTZ,X,X,O,X,O,O,X,X
SJIOLZT,X,O,O,X,O,O,X,X
SJIOZTL,X,O,O,X,X,O,X,X
SJIOZLT,X,O,O,X,X,O,X,X
SJLTIZO,O,O,O,O,O,O,X,X
SJLTIOZ,X,O,O,O,O,O,X,X
SJLTZIO,O,O,O,O,O,O,X,X
SJLTZOI,O,O,O,O,O,O,X,X
SJLTOIZ,O,O,O,O,O,O,X,X
SJLTOZI,O,O,O,O,O,O,X,X
SJLITZO,X,X,O,O,O,O,X,X
SJLITOZ,X,X,O,O,O,O,X,X
SJLIZTO,O,O,O,X,O,O,X,X
SJLIZOT,O,O,O,X,O,O,X,X
SJLIOTZ,X,X,O,X,O,O,X,X
SJLIOZT,X,O,O,X,O,O,X,X
SJLZTIO,O,O,O,X,O,O,X,X
SJLZTOI,O,O,O,X,O,O,X,X
SJLZITO,O,O,O,X,O,O,X,X
SJLZIOT,O,O,O,X,O,O,X,X
SJLZOTI,O,O,O,X,O,O,X,X
SJLZOIT,O,O,O,X,O,O,X,X
SJLOTIZ,X,O,O,X,O,O,X,X
SJLOTZI,X,O,O,X,O,O,X,X
SJLOITZ,X,X,O,X,O,O,X,O
SJLOIZT,X,O,O,X,O,O,X,O
SJLOZTI,X,O,O,X,O,O,X,X
SJLOZIT,X,O,O,X,O,O,X,X
SJZTILO,O,O,O,O,O,O,X,X
SJZTIOL,O,O,O,X,X,O,X,X
SJZTLIO,O,O,O,O,O,O,X,X
SJZTLOI,O,O,O,O,O,O,X,X
SJZTOIL,O,O,O,X,X,O,X,X
SJZTOLI,O,O,O,X,X,O,X,X
SJZITLO,O,O,O,O,O,O,X,X
SJZITOL,O,O,O,X,X,O,X,X
SJZILTO,O,O,O,X,O,O,X,X
SJZILOT,O,O,O,X,O,O,X,X
SJZIOTL,X,O,O,X,X,O,X,X
SJZIOLT,O,O,O,X,X,O,X,X
SJZLTIO,O,O,O,X,O,O,X,X
SJZLTOI,O,O,O,X,O,O,X,X
SJZLITO,O,O,O,X,O,O,X,X
SJZLIOT,O,O,O,X,O,O,X,X
SJZLOTI,O,O,O,X,O,O,X,X
SJZLOIT,O,O,O,X,O,O,X,X
SJZOTIL,O,O,O,X,X,O,X,X
SJZOTLI,O,O,O,X,X,O,X,X
SJZOITL,X,O,O,X,X,O,X,X
SJZOILT,O,O,O,X,X,O,X,X
SJZOLTI,O,O,O,X,X,O,X,X
SJZOLIT,O,O,O,X,X,O,X,X
SJOTILZ,X,O,O,O,O,O,X,X
SJOTIZL,X,O,O,X,X,O,X,X
SJOTLIZ,X,O,O,O,O,O,X,X
SJOTLZI,X,O,O,O,O,O,X,X
SJOTZIL,X,O,O,X,X,O,X,X
SJOTZLI,X,O,O,X,X,O,X,X
SJOITLZ,X,X,O,O,O,O,X,O
SJOITZL,X,X,O,X,X,O,X,O
SJOILTZ,X,X,O,X,O,O,X,O
SJOILZT,X,O,O,X,O,O,X,O
SJOIZTL,X,O,O,X,X,O,X,O
SJOIZLT,X,O,O,X,X,O,X,O
SJOLTIZ,X,O,O,X,O,O,X,X
SJOLTZI,X,O,O,X,O,O,X,X
SJOLITZ,X,X,O,X,O,O,X,O
SJOLIZT,X,O,O,X,O,O,X,O
SJOLZTI,X,O,O,X,O,O,X,X
SJOLZIT,X,O,O,X,O,O,X,X
SJOZTIL,X,O,O,X,X,O,X,X
SJOZTLI,X,O,O,X,X,O,X,X
SJOZITL,X,O,O,X,X,O,X,X
SJOZILT,X,O,O,X,X,O,X,X
SJOZLTI,X,O,O,X,X,O,X,X
