sequence,v115@9gC8GeB8HeB8HeD8CeA8LeRBJvhFGjBilBfsBlnBUr?BTtB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhFihBGjBRnBFrBXs?BTtB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhFThBxiBesBftB6t?BFrB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhF2mBRiBSoBFrBXs?BTtB,v115@9gC8GeB8HeB8HeD8CeA8LeRBJvhFFjBTlBKrBfsB0n?B+tB,v115@9gC8GeB8HeB8HeD8CeA8LeaGJvhFfnBxiBTlBGoB1w?BUtB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhFymBziB5oBXmB1w?BmsB,v115@9gC8GeB8HeB8HeD8CeA8LeFBJvhFxiBTlBcrBysB+t?BXsB,v115@9gC8GeB8HeB8HeD8CeA8LeFBJvhFxiBTlB3mBGoByw?BUtB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhFThB2nB5oBatBFr?BXsB,v115@9gC8GeB8HeB8HeD8CeA8Le3AJvhFSoBlmBmqBxsBzr?BUtB,v115@9gC8GeB8HeB8HeD8CeA8LeRBJvhFTlBKrBfsBlnBct?BGtB,v115@9gC8GeB8HeB8HeD8CeA8LezAJvhF6oB2qBRnB3rBUt?BFsB,v115@9gC8GeB8HeB8HeD8CeA8Le1FJvhF0hBGjB3nBxqBTt?BywB,v115@9gC8GeB8HeB8HeD8CeA8Le1FJvhFfnB0iBStBxqB2w?BTtB
ZSTJOLI,X,O,O,O,X,O,O,X,X,O,X,X,O,X,X
ZSTOILJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZSTOIJL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZSTOLIJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZSTOLJI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZSTOJIL,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZSTOJLI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
ZSITLJO,O,O,X,O,X,X,O,X,X,O,X,X,O,X,X
ZSITLOJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSITJLO,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
ZSITJOL,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
ZSITOLJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSITOJL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSILTJO,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X
ZSILTOJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSILJTO,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
ZSILJOT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZSILOTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSILOJT,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZSIJTLO,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
ZSIJTOL,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X
ZSIJLTO,X,O,O,O,O,X,X,X,X,O,X,X,O,X,X
ZSIJLOT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZSIJOTL,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X
ZSIJOLT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSIOTLJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSIOTJL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSIOLTJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSIOLJT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSIOJTL,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X
ZSIOJLT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSLTIJO,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X
ZSLTIOJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X
ZSLTJIO,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X
ZSLTJOI,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X
ZSLTOIJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X
ZSLTOJI,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X
ZSLITJO,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X
ZSLITOJ,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZSLIJTO,O,O,O,O,O,X,X,X,O,O,X,X,O,X,X
ZSLIJOT,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X
ZSLIOTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSLIOJT,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZSLJTIO,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X
ZSLJTOI,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X
ZSLJITO,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X
ZSLJIOT,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X
ZSLJOTI,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X
ZSLJOIT,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X
ZSLOTIJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSLOTJI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSLOITJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSLOIJT,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X
ZSLOJTI,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X
ZSLOJIT,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X
ZSJTILO,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X
ZSJTIOL,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X
ZSJTLIO,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X
ZSJTLOI,X,O,O,O,O,O,X,X,X,O,X,X,O,X,X
ZSJTOIL,O,O,O,O,O,O,X,X,X,O,X,X,O,X,X
ZSJTOLI,X,O,O,O,O,O,X,X,X,O,X,X,O,X,X
ZSJITLO,O,O,O,O,O,X,X,O,X,O,X,X,O,X,X
ZSJITOL,O,X,O,X,O,X,X,O,X,O,X,X,O,X,X
ZSJILTO,X,O,O,O,O,X,X,X,O,O,X,X,O,X,X
ZSJILOT,X,O,O,O,O,X,X,X,O,X,X,X,O,X,X
ZSJIOTL,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X
ZSJIOLT,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X
ZSJLTIO,X,X,O,O,O,X,X,O,O,O,X,X,O,X,X
ZSJLTOI,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X
ZSJLITO,X,X,O,O,O,X,X,O,O,O,X,X,O,X,X
ZSJLIOT,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X
ZSJLOTI,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X
ZSJLOIT,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X
ZSJOTIL,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X
ZSJOTLI,O,O,O,O,O,O,X,X,X,O,X,X,O,X,X
ZSJOITL,O,O,O,O,O,X,X,X,O,O,X,X,O,X,X
ZSJOILT,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X
ZSJOLTI,X,O,O,O,O,O,X,X,O,X,X,X,O,X,X
ZSJOLIT,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X
ZSOTILJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZSOTIJL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZSOTLIJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZSOTLJI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZSOTJIL,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZSOTJLI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZSOITLJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSOITJL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSOILTJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZSOILJT,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X
ZSOIJTL,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X
ZSOIJLT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSOLTIJ,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
ZSOLTJI,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
ZSOLITJ,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZSOLIJT,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X
ZSOLJTI,O,O,O,O,X,O,X,X,O,X,X,O,O,X,X
ZSOLJIT,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X
ZSOJTIL,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X
ZSOJTLI,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X
ZSOJITL,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X
ZSOJILT,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X
ZSOJLTI,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X
ZSOJLIT,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X
ZOTILJS,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOTILSJ,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOTIJLS,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZOTIJSL,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZOTISLJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOTISJL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOTLIJS,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
ZOTLISJ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOTLJIS,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZOTLJSI,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZOTLSIJ,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
ZOTLSJI,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
ZOTJILS,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZOTJISL,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZOTJLIS,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZOTJLSI,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZOTJSIL,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
ZOTJSLI,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
ZOTSILJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOTSIJL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOTSLIJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOTSLJI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOTSJIL,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
ZOTSJLI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
ZOITLJS,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOITLSJ,X,O,X,O,X,O,X,X,X,X,X,O,X,O,X
ZOITJLS,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
ZOITJSL,O,O,X,O,X,O,O,O,O,X,X,X,X,O,X
ZOITSLJ,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X
ZOITSJL,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X
ZOILTJS,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZOILTSJ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOILJTS,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X
ZOILJST,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X
ZOILSTJ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOILSJT,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X
ZOIJTLS,O,O,X,X,O,O,X,O,O,X,X,X,O,X,X
ZOIJTSL,O,O,X,X,X,O,X,O,O,X,X,X,X,O,X
ZOIJLTS,O,O,X,X,O,O,X,O,O,X,X,X,O,X,X
ZOIJLST,O,O,X,X,O,X,X,O,O,X,X,O,O,X,X
ZOIJSTL,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X
ZOIJSLT,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
ZOISTLJ,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X
ZOISTJL,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X
ZOISLTJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOISLJT,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X
ZOISJTL,O,O,X,O,X,X,X,X,X,O,X,X,O,O,X
ZOISJLT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOLTIJS,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZOLTISJ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOLTJIS,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
ZOLTJSI,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
ZOLTSIJ,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
ZOLTSJI,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
ZOLITJS,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
ZOLITSJ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOLIJTS,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X
ZOLIJST,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X
ZOLISTJ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOLISJT,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X
ZOLJTIS,O,O,X,O,O,O,X,O,O,X,X,X,O,X,X
ZOLJTSI,O,O,X,O,O,O,X,O,O,X,X,X,O,X,X
ZOLJITS,O,O,X,X,O,O,X,O,O,X,X,X,O,X,X
ZOLJIST,O,O,X,X,O,X,X,O,O,X,X,O,O,X,X
ZOLJSTI,O,O,X,O,O,O,X,O,O,X,X,O,O,X,X
ZOLJSIT,O,O,X,O,O,X,X,O,O,X,X,O,O,X,X
ZOLSTIJ,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
ZOLSTJI,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
ZOLSITJ,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOLSIJT,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X
ZOLSJTI,O,O,X,O,O,O,X,X,O,X,X,O,O,X,X
ZOLSJIT,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X
ZOJTILS,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X
ZOJTISL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
ZOJTLIS,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X
ZOJTLSI,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X
ZOJTSIL,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X
ZOJTSLI,O,O,O,O,O,O,X,O,X,X,X,X,O,X,X
ZOJITLS,O,O,O,X,O,O,X,O,O,X,X,X,O,X,X
ZOJITSL,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X
ZOJILTS,O,O,X,X,O,O,X,O,O,X,X,X,O,X,X
ZOJILST,O,O,X,X,O,X,X,O,O,X,X,O,O,X,X
ZOJISTL,O,O,X,X,X,X,X,O,O,X,X,X,O,O,X
ZOJISLT,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
ZOJLTIS,O,O,X,O,O,O,X,O,O,X,X,X,O,X,X
ZOJLTSI,O,O,X,O,O,O,X,O,O,X,X,X,O,X,X
ZOJLITS,O,O,X,X,O,O,X,O,O,X,X,X,O,X,X
ZOJLIST,O,O,X,X,O,X,X,O,O,X,X,O,O,X,X
ZOJLSTI,O,O,X,O,O,O,X,O,O,X,X,O,O,X,X
ZOJLSIT,O,O,X,O,O,X,X,O,O,X,X,O,O,X,X
ZOJSTIL,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X
ZOJSTLI,O,O,O,O,O,O,X,O,X,X,X,X,O,X,X
ZOJSITL,O,O,O,O,X,X,X,O,O,X,X,X,O,O,X
ZOJSILT,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X
ZOJSLTI,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X
ZOJSLIT,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X
ZOSTILJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOSTIJL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOSTLIJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOSTLJI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOSTJIL,O,O,X,O,X,O,X,O,O,O,X,X,X,X,X
ZOSTJLI,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
ZOSITLJ,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X
ZOSITJL,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X
ZOSILTJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOSILJT,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X
ZOSIJTL,O,O,O,O,X,X,X,X,X,O,X,X,O,O,X
ZOSIJLT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOSLTIJ,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
ZOSLTJI,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
ZOSLITJ,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOSLIJT,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X
ZOSLJTI,O,O,O,O,X,O,X,X,O,X,X,O,O,X,X
ZOSLJIT,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X
ZOSJTIL,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X
ZOSJTLI,O,O,O,O,X,O,X,O,X,O,X,X,O,X,X
ZOSJITL,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X
ZOSJILT,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X
ZOSJLTI,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X
ZOSJLIT,O,O,O,O,X,X,X,O,O,X,X,X,O,X,X
OTILJSZ,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X
OTILJZS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OTILSJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
OTILSZJ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
OTILZJS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTILZSJ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
OTIJLSZ,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X
OTIJLZS,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OTIJSLZ,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X
OTIJSZL,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X
OTIJZLS,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OTIJZSL,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X
OTISLJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTISLZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTISJLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTISJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTISZLJ,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTISZJL,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTIZLJS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTIZLSJ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
OTIZJLS,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
OTIZJSL,O,X,X,X,X,O,O,O,O,X,X,X,X,O,X
OTIZSLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTIZSJL,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTLIJSZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OTLIJZS,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OTLISJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTLISZJ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
OTLIZJS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTLIZSJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OTLJISZ,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OTLJIZS,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OTLJSIZ,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
OTLJSZI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
OTLJZIS,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X
OTLJZSI,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X
OTLSIJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTLSIZJ,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X
OTLSJIZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTLSJZI,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTLSZIJ,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X
OTLSZJI,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X
OTLZIJS,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X
OTLZISJ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
OTLZJIS,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X
OTLZJSI,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X
OTLZSIJ,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X
OTLZSJI,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X
OTJILSZ,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X
OTJILZS,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OTJISLZ,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X
OTJISZL,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X
OTJIZLS,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
OTJIZSL,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X
OTJLISZ,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OTJLIZS,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OTJLSIZ,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
OTJLSZI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
OTJLZIS,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X
OTJLZSI,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X
OTJSILZ,O,X,X,X,O,O,O,O,X,X,X,X,X,O,X
OTJSIZL,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X
OTJSLIZ,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
OTJSLZI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
OTJSZIL,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
OTJSZLI,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X
OTJZILS,O,O,X,X,O,O,O,O,O,X,X,X,X,X,X
OTJZISL,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
OTJZLIS,O,O,X,X,O,O,O,O,O,X,X,X,X,X,X
OTJZLSI,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X
OTJZSIL,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
OTJZSLI,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X
OTSILJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTSILZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTSIJLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTSIJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTSIZLJ,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTSIZJL,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTSLIJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSLIZJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSLJIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSLJZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSLZIJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSLZJI,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
OTSJILZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
OTSJIZL,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X
OTSJLIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTSJLZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSJZIL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
OTSJZLI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
OTSZILJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSZIJL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSZLIJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSZLJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTSZJIL,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
OTSZJLI,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OTZILJS,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
OTZILSJ,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X
OTZIJLS,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
OTZIJSL,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
OTZISLJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZISJL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZLIJS,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
OTZLISJ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
OTZLJIS,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
OTZLJSI,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
OTZLSIJ,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
OTZLSJI,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
OTZJILS,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
OTZJISL,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
OTZJLIS,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
OTZJLSI,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
OTZJSIL,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
OTZJSLI,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X
OTZSILJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZSIJL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZSLIJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZSLJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZSJIL,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
OTZSJLI,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
