sequence,v115@zgA8IeA8IeD8FeE8AeC8AeC8BeE8Jez6IvhFWhBxdB?0iB6oBlmBXrB,v115@zgA8IeA8IeD8FeE8AeC8AeC8BeE8Jez6IvhFCcBmdB?5jB0iBlmBXrB,v115@zgA8IeA8IeD8FeE8AeC8AeC8BeE8JeWAJvhFTcB/iB?ajB5jBlmB0qB,v115@zgA8IeA8IeD8FeE8AeC8AeC8BeE8Jez6IvhF/iBajB?5jBlmBuqBcrB,v115@zgA8IeA8IeD8FeE8AeC8AeC8BeE8JeWAJvhFlcBajB?5jB/mBTnB0qB,v115@zgA8IeA8IeD8FeE8AeC8AeC8BeE8JeC7IvhFlcBzdB?5jB/mB2sB0qB
ZJSOLTI,O,X,X,X,O,O
ZJSOLIT,O,O,X,X,O,O
ZJOTILS,O,O,X,X,X,X
ZJOTISL,X,O,X,X,X,X
ZJOTLIS,O,O,X,X,X,X
ZJOTLSI,O,O,X,X,X,X
ZJOTSIL,X,O,X,X,X,X
ZJOTSLI,O,O,X,X,X,X
ZJOITLS,X,O,X,X,X,X
ZJOITSL,X,O,X,X,X,X
ZJOILTS,O,O,X,X,X,X
ZJOILST,O,O,X,X,O,O
ZJOISTL,X,O,X,X,O,O
ZJOISLT,X,O,X,X,O,O
ZJOLTIS,O,O,X,X,X,X
ZJOLTSI,O,O,X,X,X,X
ZJOLITS,O,O,X,X,X,X
ZJOLIST,O,O,X,X,O,O
ZJOLSTI,O,X,X,X,O,O
ZJOLSIT,O,O,X,X,O,O
ZJOSTIL,X,O,X,X,O,O
ZJOSTLI,X,O,X,X,O,O
ZJOSITL,X,O,X,X,O,O
ZJOSILT,X,O,X,X,O,O
ZJOSLTI,O,X,X,X,O,O
ZJOSLIT,O,O,X,X,O,O
ZSTILJO,X,O,O,O,X,O
ZSTILOJ,X,O,O,O,X,X
ZSTIJLO,X,O,O,X,X,O
ZSTIJOL,X,O,O,X,O,O
ZSTIOLJ,X,O,O,O,O,X
ZSTIOJL,X,O,O,X,O,X
ZSTLIJO,O,O,O,O,X,O
ZSTLIOJ,O,O,O,O,X,X
ZSTLJIO,O,O,O,X,X,O
ZSTLJOI,O,O,O,X,X,O
ZSTLOIJ,O,O,O,O,X,X
ZSTLOJI,O,O,O,X,X,X
ZSTJILO,X,O,O,X,X,O
ZSTJIOL,X,O,O,X,O,O
ZSTJLIO,O,O,O,X,X,O
ZSTJLOI,O,O,O,X,X,O
ZSTJOIL,X,O,O,X,O,O
ZSTJOLI,O,O,O,X,O,O
ZSTOILJ,X,O,O,O,O,X
ZSTOIJL,X,O,O,X,O,X
ZSTOLIJ,O,O,O,O,O,X
ZSTOLJI,O,O,O,X,O,X
ZSTOJIL,X,O,O,X,O,X
ZSTOJLI,O,O,O,X,O,X
ZSITLJO,X,O,O,O,X,O
ZSITLOJ,X,O,O,O,X,X
ZSITJLO,X,O,O,X,X,O
ZSITJOL,X,O,O,X,O,O
ZSITOLJ,X,O,O,O,O,X
ZSITOJL,X,O,O,X,O,X
ZSILTJO,X,X,O,O,X,O
ZSILTOJ,X,X,O,O,X,X
ZSILJTO,X,X,O,X,X,O
ZSILJOT,X,O,X,X,X,O
ZSILOTJ,X,X,X,O,X,X
ZSILOJT,X,O,X,X,X,X
ZSIJTLO,X,O,O,X,X,O
ZSIJTOL,X,O,O,X,O,O
ZSIJLTO,X,X,O,X,X,O
ZSIJLOT,X,O,X,X,X,O
ZSIJOTL,X,O,X,X,O,O
ZSIJOLT,X,O,X,X,O,O
ZSIOTLJ,X,O,X,O,O,X
ZSIOTJL,X,O,X,X,O,X
ZSIOLTJ,X,X,X,O,O,X
ZSIOLJT,X,O,X,X,O,X
ZSIOJTL,X,O,X,X,O,X
ZSIOJLT,X,O,X,X,O,X
ZSLTIJO,O,X,O,O,X,O
ZSLTIOJ,O,X,O,O,X,X
ZSLTJIO,O,X,O,X,X,O
ZSLTJOI,O,X,O,X,X,O
ZSLTOIJ,O,X,O,O,X,X
ZSLTOJI,O,X,O,X,X,X
ZSLITJO,O,X,O,O,X,O
ZSLITOJ,O,X,O,O,X,X
ZSLIJTO,X,X,O,X,X,O
ZSLIJOT,O,O,X,X,X,O
ZSLIOTJ,O,X,X,O,X,X
ZSLIOJT,O,O,X,X,X,X
ZSLJTIO,X,X,O,X,X,O
ZSLJTOI,X,X,O,X,X,O
ZSLJITO,X,X,O,X,X,O
ZSLJIOT,O,O,X,X,X,O
ZSLJOTI,O,X,X,X,X,O
ZSLJOIT,O,O,X,X,X,O
ZSLOTIJ,O,X,X,O,X,X
ZSLOTJI,O,X,X,X,X,X
ZSLOITJ,O,X,X,O,X,X
ZSLOIJT,O,O,X,X,X,X
ZSLOJTI,O,X,X,X,X,X
ZSLOJIT,O,O,X,X,X,X
ZSJTILO,X,O,O,X,X,O
ZSJTIOL,X,O,O,X,O,O
ZSJTLIO,X,O,O,X,X,O
ZSJTLOI,X,O,O,X,X,O
ZSJTOIL,X,O,O,X,O,O
ZSJTOLI,X,O,O,X,O,O
ZSJITLO,X,O,O,X,X,O
ZSJITOL,X,O,O,X,O,O
ZSJILTO,X,X,O,X,X,O
ZSJILOT,X,O,X,X,X,O
ZSJIOTL,X,O,X,X,O,O
ZSJIOLT,X,O,X,X,O,O
ZSJLTIO,X,X,O,X,X,O
ZSJLTOI,X,X,O,X,X,O
ZSJLITO,X,X,O,X,X,O
ZSJLIOT,O,O,X,X,X,O
ZSJLOTI,O,X,X,X,X,O
ZSJLOIT,O,O,X,X,X,O
ZSJOTIL,X,O,X,X,O,O
ZSJOTLI,X,O,X,X,O,O
ZSJOITL,X,O,X,X,O,O
ZSJOILT,X,O,X,X,O,O
ZSJOLTI,O,X,X,X,O,O
ZSJOLIT,O,O,X,X,O,O
ZSOTILJ,X,O,X,O,O,X
ZSOTIJL,X,O,X,X,O,X
ZSOTLIJ,O,O,X,O,O,X
ZSOTLJI,O,O,X,X,O,X
ZSOTJIL,X,O,X,X,O,X
ZSOTJLI,O,O,X,X,O,X
ZSOITLJ,X,O,X,O,O,X
ZSOITJL,X,O,X,X,O,X
ZSOILTJ,X,X,X,O,O,X
ZSOILJT,X,O,X,X,O,X
ZSOIJTL,X,O,X,X,O,X
ZSOIJLT,X,O,X,X,O,X
ZSOLTIJ,O,X,X,O,O,X
ZSOLTJI,O,X,X,X,O,X
ZSOLITJ,O,X,X,O,O,X
ZSOLIJT,O,O,X,X,O,X
ZSOLJTI,O,X,X,X,O,X
ZSOLJIT,O,O,X,X,O,X
ZSOJTIL,X,O,X,X,O,X
ZSOJTLI,X,O,X,X,O,X
ZSOJITL,X,O,X,X,O,X
ZSOJILT,X,O,X,X,O,X
ZSOJLTI,O,X,X,X,O,X
ZSOJLIT,O,O,X,X,O,X
ZOTILJS,O,O,X,X,X,X
ZOTILSJ,O,O,X,X,X,X
ZOTIJLS,O,O,X,X,X,X
ZOTIJSL,X,O,X,X,X,X
ZOTISLJ,X,O,X,O,X,X
ZOTISJL,X,O,X,X,X,X
ZOTLIJS,O,O,X,X,X,X
ZOTLISJ,O,O,X,X,X,X
ZOTLJIS,O,O,X,X,X,X
ZOTLJSI,O,O,X,X,X,X
ZOTLSIJ,O,O,X,X,X,X
ZOTLSJI,O,O,X,X,X,X
ZOTJILS,O,O,X,X,X,X
ZOTJISL,X,O,X,X,X,X
ZOTJLIS,O,O,X,X,X,X
ZOTJLSI,O,O,X,X,X,X
ZOTJSIL,X,O,X,X,X,X
ZOTJSLI,O,O,X,X,X,X
ZOTSILJ,X,O,X,O,X,X
ZOTSIJL,X,O,X,X,X,X
ZOTSLIJ,O,O,X,O,X,X
ZOTSLJI,O,O,X,X,X,X
ZOTSJIL,X,O,X,X,X,X
ZOTSJLI,O,O,X,X,X,X
ZOITLJS,O,O,X,X,X,X
ZOITLSJ,O,O,X,X,X,X
ZOITJLS,O,O,X,X,X,X
ZOITJSL,X,O,X,X,X,X
ZOITSLJ,X,O,X,O,X,X
ZOITSJL,X,O,X,X,X,X
ZOILTJS,O,O,X,X,X,X
ZOILTSJ,O,O,X,X,X,X
ZOILJTS,O,O,X,X,X,X
ZOILJST,O,O,X,X,O,X
ZOILSTJ,O,X,X,O,O,X
ZOILSJT,O,O,X,X,O,X
ZOIJTLS,X,O,X,X,X,X
ZOIJTSL,X,O,X,X,X,X
ZOIJLTS,O,O,X,X,X,X
ZOIJLST,O,O,X,X,O,X
ZOIJSTL,X,O,X,X,O,X
ZOIJSLT,X,O,X,X,O,X
ZOISTLJ,X,O,X,O,O,X
ZOISTJL,X,O,X,X,O,X
ZOISLTJ,X,X,X,O,O,X
ZOISLJT,X,O,X,X,O,X
ZOISJTL,X,O,X,X,O,X
ZOISJLT,X,O,X,X,O,X
ZOLTIJS,O,O,X,X,X,X
ZOLTISJ,O,O,X,X,X,X
ZOLTJIS,O,O,X,X,X,X
ZOLTJSI,O,O,X,X,X,X
ZOLTSIJ,O,O,X,X,X,X
ZOLTSJI,O,O,X,X,X,X
ZOLITJS,O,O,X,X,X,X
ZOLITSJ,O,O,X,X,X,X
ZOLIJTS,O,O,X,X,X,X
ZOLIJST,O,O,X,X,O,X
ZOLISTJ,O,X,X,O,O,X
ZOLISJT,O,O,X,X,O,X
ZOLJTIS,O,O,X,X,X,X
ZOLJTSI,O,O,X,X,X,X
ZOLJITS,O,O,X,X,X,X
ZOLJIST,O,O,X,X,O,X
ZOLJSTI,O,X,X,X,O,X
ZOLJSIT,O,O,X,X,O,X
ZOLSTIJ,O,X,X,O,O,X
ZOLSTJI,O,X,X,X,O,X
ZOLSITJ,O,X,X,O,O,X
ZOLSIJT,O,O,X,X,O,X
ZOLSJTI,O,X,X,X,O,X
ZOLSJIT,O,O,X,X,O,X
ZOJTILS,O,O,X,X,X,X
ZOJTISL,X,O,X,X,X,X
ZOJTLIS,O,O,X,X,X,X
ZOJTLSI,O,O,X,X,X,X
ZOJTSIL,X,O,X,X,X,X
ZOJTSLI,O,O,X,X,X,X
ZOJITLS,X,O,X,X,X,X
ZOJITSL,X,O,X,X,X,X
ZOJILTS,O,O,X,X,X,X
ZOJILST,O,O,X,X,O,X
ZOJISTL,X,O,X,X,O,X
ZOJISLT,X,O,X,X,O,X
ZOJLTIS,O,O,X,X,X,X
ZOJLTSI,O,O,X,X,X,X
ZOJLITS,O,O,X,X,X,X
ZOJLIST,O,O,X,X,O,X
ZOJLSTI,O,X,X,X,O,X
ZOJLSIT,O,O,X,X,O,X
ZOJSTIL,X,O,X,X,O,X
ZOJSTLI,X,O,X,X,O,X
ZOJSITL,X,O,X,X,O,X
ZOJSILT,X,O,X,X,O,X
ZOJSLTI,O,X,X,X,O,X
ZOJSLIT,O,O,X,X,O,X
ZOSTILJ,X,O,X,O,O,X
ZOSTIJL,X,O,X,X,O,X
ZOSTLIJ,O,O,X,O,O,X
ZOSTLJI,O,O,X,X,O,X
ZOSTJIL,X,O,X,X,O,X
ZOSTJLI,O,O,X,X,O,X
ZOSITLJ,X,O,X,O,O,X
ZOSITJL,X,O,X,X,O,X
ZOSILTJ,X,X,X,O,O,X
ZOSILJT,X,O,X,X,O,X
ZOSIJTL,X,O,X,X,O,X
ZOSIJLT,X,O,X,X,O,X
ZOSLTIJ,O,X,X,O,O,X
ZOSLTJI,O,X,X,X,O,X
ZOSLITJ,O,X,X,O,O,X
ZOSLIJT,O,O,X,X,O,X
ZOSLJTI,O,X,X,X,O,X
ZOSLJIT,O,O,X,X,O,X
ZOSJTIL,X,O,X,X,O,X
ZOSJTLI,X,O,X,X,O,X
ZOSJITL,X,O,X,X,O,X
ZOSJILT,X,O,X,X,O,X
ZOSJLTI,O,X,X,X,O,X
ZOSJLIT,O,O,X,X,O,X
OTILJSZ,X,X,O,X,O,X
OTILJZS,O,O,X,X,X,X
OTILSJZ,X,X,O,O,O,X
OTILSZJ,X,O,O,O,O,X
OTILZJS,O,O,X,X,X,X
OTILZSJ,O,O,X,X,X,X
OTIJLSZ,X,X,O,X,O,X
OTIJLZS,O,O,X,X,X,X
OTIJSLZ,X,X,O,O,O,X
OTIJSZL,X,X,O,X,O,X
OTIJZLS,O,O,X,X,X,X
OTIJZSL,X,O,O,X,X,X
OTISLJZ,X,X,O,O,O,X
OTISLZJ,X,O,O,O,O,X
OTISJLZ,X,X,O,O,O,X
OTISJZL,X,X,O,X,O,X
OTISZLJ,X,O,O,O,O,X
OTISZJL,X,O,O,X,O,X
OTIZLJS,O,O,X,X,X,X
OTIZLSJ,O,O,X,X,X,X
OTIZJLS,O,O,X,X,X,X
OTIZJSL,X,O,O,X,X,X
OTIZSLJ,X,O,O,O,X,X
OTIZSJL,X,O,O,X,X,X
OTLIJSZ,X,X,O,X,O,X
OTLIJZS,O,O,X,X,X,X
OTLISJZ,X,X,O,O,O,X
OTLISZJ,X,O,O,O,O,X
OTLIZJS,O,O,X,X,X,X
OTLIZSJ,O,O,X,X,X,X
OTLJISZ,X,X,O,X,O,X
OTLJIZS,O,O,X,X,X,X
OTLJSIZ,X,X,O,X,O,X
OTLJSZI,O,X,O,X,O,X
OTLJZIS,O,O,X,X,X,X
OTLJZSI,O,O,X,X,X,X
OTLSIJZ,X,X,O,O,O,X
OTLSIZJ,X,O,O,O,O,X
OTLSJIZ,X,X,O,O,O,X
OTLSJZI,O,X,O,X,O,X
OTLSZIJ,O,O,O,O,O,X
OTLSZJI,O,O,O,X,O,X
OTLZIJS,O,O,X,X,X,X
OTLZISJ,O,O,X,X,X,X
OTLZJIS,O,O,X,X,X,X
OTLZJSI,O,O,X,X,X,X
OTLZSIJ,O,O,X,X,X,X
OTLZSJI,O,O,X,X,X,X
OTJILSZ,X,X,O,X,O,X
OTJILZS,O,O,X,X,X,X
OTJISLZ,X,X,O,O,O,X
OTJISZL,X,X,O,X,O,X
OTJIZLS,O,O,X,X,X,X
OTJIZSL,X,O,O,X,X,X
OTJLISZ,X,X,O,X,O,X
OTJLIZS,O,O,X,X,X,X
OTJLSIZ,X,X,O,X,O,X
OTJLSZI,O,X,O,X,O,X
OTJLZIS,O,O,X,X,X,X
OTJLZSI,O,O,X,X,X,X
OTJSILZ,X,X,O,O,O,X
OTJSIZL,X,X,O,X,O,X
OTJSLIZ,X,X,O,O,O,X
OTJSLZI,O,X,O,X,O,X
OTJSZIL,X,X,O,X,O,X
OTJSZLI,O,X,O,X,O,X
OTJZILS,O,O,X,X,X,X
OTJZISL,X,O,O,X,X,X
OTJZLIS,O,O,X,X,X,X
OTJZLSI,O,O,X,X,X,X
OTJZSIL,X,O,O,X,X,X
OTJZSLI,O,O,O,X,X,X
OTSILJZ,X,X,O,O,O,X
OTSILZJ,X,O,O,O,O,X
OTSIJLZ,X,X,O,O,O,X
OTSIJZL,X,X,O,X,O,X
OTSIZLJ,X,O,O,O,O,X
OTSIZJL,X,O,O,X,O,X
OTSLIJZ,X,X,O,O,O,X
OTSLIZJ,X,O,O,O,O,X
OTSLJIZ,X,X,O,O,O,X
OTSLJZI,O,X,O,X,O,X
OTSLZIJ,O,O,O,O,O,X
OTSLZJI,O,O,O,X,O,X
OTSJILZ,X,X,O,O,O,X
OTSJIZL,X,X,O,X,O,X
OTSJLIZ,X,X,O,O,O,X
OTSJLZI,O,X,O,X,O,X
OTSJZIL,X,X,O,X,O,X
OTSJZLI,O,X,O,X,O,X
OTSZILJ,X,O,O,O,O,X
OTSZIJL,X,O,O,X,O,X
OTSZLIJ,O,O,O,O,O,X
OTSZLJI,O,O,O,X,O,X
OTSZJIL,X,O,O,X,O,X
OTSZJLI,O,O,O,X,O,X
OTZILJS,O,O,X,X,X,X
OTZILSJ,O,O,X,X,X,X
OTZIJLS,O,O,X,X,X,X
OTZIJSL,X,O,O,X,X,X
OTZISLJ,X,O,O,O,X,X
OTZISJL,X,O,O,X,X,X
OTZLIJS,O,O,X,X,X,X
OTZLISJ,O,O,X,X,X,X
OTZLJIS,O,O,X,X,X,X
OTZLJSI,O,O,X,X,X,X
OTZLSIJ,O,O,X,X,X,X
OTZLSJI,O,O,X,X,X,X
OTZJILS,O,O,X,X,X,X
OTZJISL,X,O,O,X,X,X
OTZJLIS,O,O,X,X,X,X
OTZJLSI,O,O,X,X,X,X
OTZJSIL,X,O,O,X,X,X
OTZJSLI,O,O,O,X,X,X
OTZSILJ,X,O,O,O,X,X
OTZSIJL,X,O,O,X,X,X
OTZSLIJ,O,O,O,O,X,X
OTZSLJI,O,O,O,X,X,X
OTZSJIL,X,O,O,X,X,X
OTZSJLI,O,O,O,X,X,X
OITLJSZ,X,X,O,X,O,X
OITLJZS,O,O,X,X,X,X
OITLSJZ,X,X,O,O,O,X
OITLSZJ,X,O,O,O,O,X
OITLZJS,O,O,X,X,X,X
OITLZSJ,O,O,X,X,X,X
OITJLSZ,X,X,O,X,O,X
OITJLZS,O,O,X,X,X,X
OITJSLZ,X,X,O,O,O,X
OITJSZL,X,X,O,X,O,X
OITJZLS,O,O,X,X,X,X
OITJZSL,X,O,O,X,X,X
OITSLJZ,X,X,O,O,O,X
OITSLZJ,X,O,O,O,O,X
OITSJLZ,X,X,O,O,O,X
OITSJZL,X,X,O,X,O,X
OITSZLJ,X,O,O,O,O,X
OITSZJL,X,O,O,X,O,X
OITZLJS,O,O,X,X,X,X
OITZLSJ,O,O,X,X,X,X
OITZJLS,O,O,X,X,X,X
OITZJSL,X,O,O,X,X,X
OITZSLJ,X,O,O,O,X,X
OITZSJL,X,O,O,X,X,X
OILTJSZ,X,X,X,X,O,X
OILTJZS,O,O,X,X,X,X
OILTSJZ,X,X,X,O,O,X
OILTSZJ,X,O,X,O,O,X
OILTZJS,O,O,X,X,X,X
OILTZSJ,O,O,X,X,X,X
OILJTSZ,X,X,X,X,O,O
OILJTZS,O,O,X,X,X,X
OILJSTZ,X,X,O,O,O,O
OILJSZT,X,X,X,X,O,O
OILJZTS,O,O,X,X,X,X
OILJZST,O,O,X,X,O,O
OILSTJZ,X,X,O,O,O,O
OILSTZJ,X,O,O,O,O,X
OILSJTZ,X,X,O,O,O,O
OILSJZT,X,X,X,X,O,O
OILSZTJ,O,X,X,O,O,X
OILSZJT,O,O,X,X,O,X
OILZTJS,O,O,X,X,X,X
OILZTSJ,O,O,X,X,X,X
OILZJTS,O,O,X,X,X,X
OILZJST,O,O,X,X,O,X
OILZSTJ,O,X,X,O,O,X
OILZSJT,O,O,X,X,O,X
OIJTLSZ,X,X,O,X,O,O
OIJTLZS,X,O,X,X,X,X
OIJTSLZ,X,X,O,O,O,O
OIJTSZL,X,X,O,X,O,O
OIJTZLS,X,O,X,X,X,X
OIJTZSL,X,O,O,X,X,X
OIJLTSZ,X,X,X,X,O,O
OIJLTZS,O,O,X,X,X,X
OIJLSTZ,X,X,O,O,O,O
OIJLSZT,X,X,X,X,O,O
OIJLZTS,O,O,X,X,X,X
OIJLZST,O,O,X,X,O,O
OIJSTLZ,X,X,O,O,O,O
OIJSTZL,X,X,O,X,O,O
OIJSLTZ,X,X,O,O,O,O
OIJSLZT,X,X,X,X,O,O
OIJSZTL,X,X,X,X,O,O
OIJSZLT,X,X,X,X,O,O
OIJZTLS,X,O,X,X,X,X
OIJZTSL,X,O,X,X,X,X
OIJZLTS,O,O,X,X,X,X
OIJZLST,O,O,X,X,O,O
OIJZSTL,X,O,X,X,O,O
OIJZSLT,X,O,X,X,O,O
OISTLJZ,X,X,O,O,O,O
OISTLZJ,X,O,O,O,O,X
OISTJLZ,X,X,O,O,O,O
OISTJZL,X,X,O,X,O,O
OISTZLJ,X,O,O,O,O,X
OISTZJL,X,O,O,X,O,X
OISLTJZ,X,X,O,O,O,O
OISLTZJ,X,O,O,O,O,X
OISLJTZ,X,X,O,O,O,O
OISLJZT,X,X,X,X,O,O
OISLZTJ,X,X,X,O,O,X
OISLZJT,X,O,X,X,O,X
OISJTLZ,X,X,O,O,O,O
OISJTZL,X,X,O,X,O,O
OISJLTZ,X,X,O,O,O,O
OISJLZT,X,X,X,X,O,O
OISJZTL,X,X,X,X,O,O
OISJZLT,X,X,X,X,O,O
OISZTLJ,X,O,X,O,O,X
OISZTJL,X,O,X,X,O,X
OISZLTJ,X,X,X,O,O,X
OISZLJT,X,O,X,X,O,X
OISZJTL,X,O,X,X,O,X
OISZJLT,X,O,X,X,O,X
OIZTLJS,O,O,X,X,X,X
OIZTLSJ,O,O,X,X,X,X
OIZTJLS,O,O,X,X,X,X
OIZTJSL,X,O,X,X,X,X
OIZTSLJ,X,O,X,O,X,X
OIZTSJL,X,O,X,X,X,X
OIZLTJS,O,O,X,X,X,X
OIZLTSJ,O,O,X,X,X,X
OIZLJTS,O,O,X,X,X,X
OIZLJST,O,O,X,X,O,X
OIZLSTJ,O,X,X,O,O,X
OIZLSJT,O,O,X,X,O,X
OIZJTLS,X,O,X,X,X,X
OIZJTSL,X,O,X,X,X,X
OIZJLTS,O,O,X,X,X,X
OIZJLST,O,O,X,X,O,X
OIZJSTL,X,O,X,X,O,X
OIZJSLT,X,O,X,X,O,X
OIZSTLJ,X,O,X,O,O,X
OIZSTJL,X,O,X,X,O,X
OIZSLTJ,X,X,X,O,O,X
OIZSLJT,X,O,X,X,O,X
OIZSJTL,X,O,X,X,O,X
OIZSJLT,X,O,X,X,O,X
OLTIJSZ,X,X,X,X,O,X
OLTIJZS,O,O,X,X,X,X
OLTISJZ,X,X,X,O,O,X
OLTISZJ,X,O,X,O,O,X
OLTIZJS,O,O,X,X,X,X
OLTIZSJ,O,O,X,X,X,X
OLTJISZ,X,X,X,X,O,X
OLTJIZS,O,O,X,X,X,X
OLTJSIZ,X,X,X,X,O,X
OLTJSZI,O,X,X,X,O,X
OLTJZIS,O,O,X,X,X,X
OLTJZSI,O,O,X,X,X,X
OLTSIJZ,X,X,X,O,O,X
OLTSIZJ,X,O,X,O,O,X
OLTSJIZ,X,X,X,O,O,X
OLTSJZI,O,X,X,X,O,X
OLTSZIJ,O,O,X,O,O,X
OLTSZJI,O,O,X,X,O,X
OLTZIJS,O,O,X,X,X,X
OLTZISJ,O,O,X,X,X,X
OLTZJIS,O,O,X,X,X,X
OLTZJSI,O,O,X,X,X,X
OLTZSIJ,O,O,X,X,X,X
OLTZSJI,O,O,X,X,X,X
OLITJSZ,X,X,X,X,O,X
OLITJZS,O,O,X,X,X,X
OLITSJZ,X,X,X,O,O,X
OLITSZJ,X,O,X,O,O,X
OLITZJS,O,O,X,X,X,X
OLITZSJ,O,O,X,X,X,X
OLIJTSZ,X,X,X,X,O,O
OLIJTZS,O,O,X,X,X,X
OLIJSTZ,X,X,O,O,O,O
OLIJSZT,X,X,X,X,O,O
OLIJZTS,O,O,X,X,X,X
OLIJZST,O,O,X,X,O,O
OLISTJZ,X,X,O,O,O,O
OLISTZJ,X,O,O,O,O,X
OLISJTZ,X,X,O,O,O,O
OLISJZT,X,X,X,X,O,O
OLISZTJ,O,X,X,O,O,X
OLISZJT,O,O,X,X,O,X
OLIZTJS,O,O,X,X,X,X
OLIZTSJ,O,O,X,X,X,X
OLIZJTS,O,O,X,X,X,X
OLIZJST,O,O,X,X,O,X
OLIZSTJ,O,X,X,O,O,X
OLIZSJT,O,O,X,X,O,X
OLJTISZ,X,X,X,X,O,O
OLJTIZS,O,O,X,X,X,X
OLJTSIZ,X,X,X,X,O,O
OLJTSZI,O,X,X,X,O,O
OLJTZIS,O,O,X,X,X,X
OLJTZSI,O,O,X,X,X,X
OLJITSZ,X,X,X,X,O,O
OLJITZS,O,O,X,X,X,X
OLJISTZ,X,X,O,O,O,O
OLJISZT,X,X,X,X,O,O
OLJIZTS,O,O,X,X,X,X
OLJIZST,O,O,X,X,O,O
OLJSTIZ,X,X,O,O,O,O
OLJSTZI,O,X,O,X,O,O
OLJSITZ,X,X,O,O,O,O
OLJSIZT,X,X,X,X,O,O
OLJSZTI,O,X,X,X,O,O
OLJSZIT,O,X,X,X,O,O
OLJZTIS,O,O,X,X,X,X
OLJZTSI,O,X,X,X,X,X
OLJZITS,O,O,X,X,X,X
OLJZIST,O,O,X,X,O,O
OLJZSTI,O,X,X,X,O,O
OLJZSIT,O,O,X,X,O,O
OLSTIJZ,X,X,O,O,O,O
OLSTIZJ,X,O,O,O,O,X
OLSTJIZ,X,X,O,O,O,O
OLSTJZI,O,X,O,X,O,O
OLSTZIJ,O,O,O,O,O,X
OLSTZJI,O,O,O,X,O,X
OLSITJZ,X,X,O,O,O,O
OLSITZJ,X,O,O,O,O,X
OLSIJTZ,X,X,O,O,O,O
OLSIJZT,X,X,X,X,O,O
OLSIZTJ,O,X,X,O,O,X
OLSIZJT,O,O,X,X,O,X
OLSJTIZ,X,X,O,O,O,O
OLSJTZI,O,X,O,X,O,O
OLSJITZ,X,X,O,O,O,O
OLSJIZT,X,X,X,X,O,O
OLSJZTI,O,X,X,X,O,O
OLSJZIT,O,X,X,X,O,O
OLSZTIJ,O,X,X,O,O,X
OLSZTJI,O,X,X,X,O,X
OLSZITJ,O,X,X,O,O,X
OLSZIJT,O,O,X,X,O,X
OLSZJTI,O,X,X,X,O,X
OLSZJIT,O,O,X,X,O,X
OLZTIJS,O,O,X,X,X,X
OLZTISJ,O,O,X,X,X,X
OLZTJIS,O,O,X,X,X,X
OLZTJSI,O,O,X,X,X,X
OLZTSIJ,O,O,X,X,X,X
OLZTSJI,O,O,X,X,X,X
OLZITJS,O,O,X,X,X,X
OLZITSJ,O,O,X,X,X,X
OLZIJTS,O,O,X,X,X,X
OLZIJST,O,O,X,X,O,X
OLZISTJ,O,X,X,O,O,X
OLZISJT,O,O,X,X,O,X
OLZJTIS,O,O,X,X,X,X
OLZJTSI,O,O,X,X,X,X
OLZJITS,O,O,X,X,X,X
OLZJIST,O,O,X,X,O,X
OLZJSTI,O,X,X,X,O,X
OLZJSIT,O,O,X,X,O,X
OLZSTIJ,O,X,X,O,O,X
OLZSTJI,O,X,X,X,O,X
OLZSITJ,O,X,X,O,O,X
OLZSIJT,O,O,X,X,O,X
OLZSJTI,O,X,X,X,O,X
OLZSJIT,O,O,X,X,O,X
OJTILSZ,X,X,O,X,O,O
OJTILZS,O,O,X,X,X,X
OJTISLZ,X,X,O,O,O,O
OJTISZL,X,X,O,X,O,O
OJTIZLS,O,O,X,X,X,X
OJTIZSL,X,O,O,X,X,X
OJTLISZ,X,X,O,X,O,O
OJTLIZS,O,O,X,X,X,X
OJTLSIZ,X,X,O,X,O,O
OJTLSZI,O,X,O,X,O,O
OJTLZIS,O,O,X,X,X,X
OJTLZSI,O,O,X,X,X,X
OJTSILZ,X,X,O,O,O,O
OJTSIZL,X,X,O,X,O,O
OJTSLIZ,X,X,O,O,O,O
OJTSLZI,O,X,O,X,O,O
OJTSZIL,X,X,O,X,O,O
OJTSZLI,O,X,O,X,O,O
OJTZILS,O,O,X,X,X,X
OJTZISL,X,O,O,X,X,X
OJTZLIS,O,O,X,X,X,X
OJTZLSI,O,O,X,X,X,X
OJTZSIL,X,O,O,X,X,X
OJTZSLI,O,O,O,X,X,X
OJITLSZ,X,X,O,X,O,O
OJITLZS,X,O,X,X,X,X
OJITSLZ,X,X,O,O,O,O
OJITSZL,X,X,O,X,O,O
OJITZLS,X,O,X,X,X,X
OJITZSL,X,O,O,X,X,X
OJILTSZ,X,X,X,X,O,O
OJILTZS,O,O,X,X,X,X
OJILSTZ,X,X,O,O,O,O
OJILSZT,X,X,X,X,O,O
OJILZTS,O,O,X,X,X,X
OJILZST,O,O,X,X,O,O
OJISTLZ,X,X,O,O,O,O
OJISTZL,X,X,O,X,O,O
OJISLTZ,X,X,O,O,O,O
OJISLZT,X,X,X,X,O,O
OJISZTL,X,X,X,X,O,O
OJISZLT,X,X,X,X,O,O
OJIZTLS,X,O,X,X,X,X
OJIZTSL,X,O,X,X,X,X
OJIZLTS,O,O,X,X,X,X
OJIZLST,O,O,X,X,O,O
OJIZSTL,X,O,X,X,O,O
