sequence,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdBXiBllBc?sBTrBCrB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdBTiBllBc?rBXsBCrB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdB3gBFiB6?rBcsBzqB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFKiBzdB3gBc?mBWwBFsB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdB3gBlmBc?sBzqBCsB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFyiB3gBcmBT?iBWwBFsB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdB3gBFiBS?sBzqB0rB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdBllBcrBT?nBCrBXsB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Je07IvhFzdBllBGnBZ?nBXrB6rB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdBFhBXiB6?qBcsBTrB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFidBfnBunBl?lB0rBzqB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdBfnB6nBl?lB0rBzqB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Je07IvhFmdBSnBllBx?rBzrBXrB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jem7IvhFRdB1lB3iBq?rBUnBzqB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdBllB3mBc?sBzqBCsB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jem7IvhF1lBRiB3iBq?rBUnBzqB,v115@zgB8GeD8FeC8FeE8EeE8DeC8JeX8IvhFmdBTiBllBx?rBqrB0qB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jem7IvhFRdB1lBUiBq?rB3nBzqB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFidBWnBllB3?nB0rBzqB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Je8CJvhFzhBllBxrB6?qBOrBXsB,v115@zgB8GeD8FeC8FeE8EeE8DeC8JeT8IvhF8iBllBxrB3?rB6qBOsB,v115@zgB8GeD8FeC8FeE8EeE8DeC8JeX8IvhFmdBFiBxlBc?sB6qBTrB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jem7IvhFfiB8iB1lBS?rBTnBRwB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Jex7IvhFmdB3gBFiBc?sBCrBTrB,v115@zgB8GeD8FeC8FeE8EeE8DeC8Je8BJvhFzdBllBxrBX?sB6qBOrB,v115@zgB8GeD8FeC8FeE8EeE8DeC8JeX9IvhF8iBllBxrBz?rB6qBOrB
TLZSOJI,O,O,O,O,X,O,X,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
TLZOIJS,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TLZOISJ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TLZOJIS,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TLZOJSI,X,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TLZOSIJ,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TLZOSJI,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TLOIJSZ,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TLOIJZS,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TLOISJZ,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TLOISZJ,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
TLOIZJS,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TLOIZSJ,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLOJISZ,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TLOJIZS,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TLOJSIZ,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TLOJSZI,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLOJZIS,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TLOJZSI,O,X,X,O,X,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLOSIJZ,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TLOSIZJ,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOSJIZ,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TLOSJZI,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLOSZIJ,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLOSZJI,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLOZIJS,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TLOZISJ,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLOZJIS,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TLOZJSI,O,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLOZSIJ,O,X,X,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLOZSJI,O,X,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJILSZO,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
TJILSOZ,X,X,X,O,X,X,O,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X
TJILZSO,O,O,O,O,X,O,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,O,O,X,X
TJILZOS,X,X,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X
TJILOSZ,X,X,X,O,X,X,O,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
TJILOZS,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
TJISLZO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
TJISLOZ,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
TJISZLO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,O,O,X
TJISZOL,O,O,O,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,O,X
TJISOLZ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJISOZL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TJIZLSO,O,O,O,O,X,O,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,O,O,X,X
TJIZLOS,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
TJIZSLO,O,O,O,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X,O,X,O,X,O,O,X,X
TJIZSOL,O,O,O,O,X,O,X,O,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,O,X,X
TJIZOLS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O
TJIZOSL,O,O,O,O,O,X,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,O
TJIOLSZ,X,X,O,O,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X
TJIOLZS,O,X,O,O,X,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X
TJIOSLZ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJIOSZL,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TJIOZLS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O
TJIOZSL,O,O,O,O,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TJLISZO,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
TJLISOZ,X,X,X,O,X,X,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X
TJLIZSO,O,O,O,O,X,O,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,O,O,X,X
TJLIZOS,X,X,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X
TJLIOSZ,X,X,X,O,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TJLIOZS,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TJLSIZO,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TJLSIOZ,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJLSZIO,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJLSZOI,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJLSOIZ,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOZI,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLZISO,O,O,X,O,X,O,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,O,O,X,X
TJLZIOS,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
TJLZSIO,O,X,X,O,X,O,X,X,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
TJLZSOI,O,X,X,O,X,O,X,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X
TJLZOIS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TJLZOSI,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TJLOISZ,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJLOIZS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJLOSIZ,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJLOSZI,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJLOZIS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJLOZSI,X,X,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJSILZO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
TJSILOZ,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
TJSIZLO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X
TJSIZOL,O,O,O,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJSIOLZ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSIOZL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIZO,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TJSLIOZ,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSLZIO,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJSLZOI,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJSLOIZ,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOZI,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSZILO,O,O,O,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X
TJSZIOL,O,O,O,O,X,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJSZLIO,O,O,X,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSZLOI,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSZOIL,O,O,X,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSZOLI,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOILZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSOIZL,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJSOLZI,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJSOZIL,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZLI,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,O,O,O,O,X,O,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X,O,O,O,X,X
TJZILOS,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X
TJZISLO,O,O,O,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X,O,X,O,O,O,O,X,X
TJZISOL,O,O,O,O,X,O,X,O,O,O,O,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X
TJZIOLS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,O
TJZIOSL,O,O,O,O,O,X,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,O
TJZLISO,O,O,O,O,X,O,X,X,X,O,X,O,X,X,O,O,X,O,O,X,X,O,O,O,X,X
TJZLIOS,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X
TJZLSIO,O,X,O,O,X,O,X,X,O,O,O,O,X,O,O,X,X,O,O,X,X,O,X,O,X,X
TJZLSOI,O,X,O,O,X,O,X,X,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X
TJZLOIS,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
TJZLOSI,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
TJZSILO,O,O,O,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X,O,X,X,O,O,O,X,X
TJZSIOL,O,O,O,O,X,O,X,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
TJZSLIO,O,O,O,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
TJZSLOI,O,X,O,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TJZSOIL,O,O,O,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
TJZSOLI,O,O,O,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X
TJZOILS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X
TJZOISL,O,O,O,O,O,X,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
TJZOLIS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X
TJZOLSI,O,X,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X
TJZOSIL,O,X,O,O,O,O,X,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
TJZOSLI,O,X,O,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X
TJOILSZ,X,X,O,O,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X
TJOILZS,O,X,O,O,X,X,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TJOISLZ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOISZL,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TJOIZLS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TJOIZSL,O,O,O,O,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLISZ,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOLIZS,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJOLSIZ,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOLSZI,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJOLZIS,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJOLZSI,O,X,X,O,X,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJOSILZ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOSIZL,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSLIZ,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOSLZI,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJOSZIL,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZLI,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZILS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
TJOZISL,O,O,O,O,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJOZLIS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
TJOZLSI,O,X,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
TJOZSIL,O,X,O,O,O,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJOZSLI,O,X,O,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSILJZO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TSILJOZ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
TSILZJO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,O,X
TSILZOJ,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X,O,O,O,X
TSILOJZ,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
TSILOZJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,X,O,X
TSIJLZO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
TSIJLOZ,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
TSIJZLO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,O,O,X
TSIJZOL,O,O,O,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,O,X
TSIJOLZ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIJOZL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TSIZLJO,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X
TSIZLOJ,X,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X,O,X,O,X,O,X
TSIZJLO,O,O,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,O,X,O,X,O,O,O,X
TSIZJOL,O,O,O,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X,O,X,O,X,X,O,O,X
TSIZOLJ,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TSIZOJL,O,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,O,O
TSIOLJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIOLZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X
TSIOJLZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIOJZL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TSIOZLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TSIOZJL,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
TSLIJZO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TSLIJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TSLIZJO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TSLIZOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
TSLIOJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSLIOZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLJIZO,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TSLJIOZ,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLJZIO,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSLJZOI,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSLJOIZ,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLJOZI,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLZIJO,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TSLZIOJ,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TSLZJIO,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TSLZJOI,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TSLZOIJ,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TSLZOJI,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TSLOIJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOJIZ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLOJZI,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLOZIJ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLOZJI,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSJILZO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
TSJILOZ,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
TSJIZLO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X
TSJIZOL,O,O,O,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSJIOLZ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJIOZL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLIZO,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TSJLIOZ,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJLZIO,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSJLZOI,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
