sequence,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFxbBmdBThBK?nBfoBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFmbBRdB3hBa?oBTnBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFxbB/iBajBT?hB2sBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFmbBSiBZjB3?hBTnBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFxbB2iBThB3?iBysBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFxbBidBThBm?nB3nBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFGdBZjBThB/?nBllBirB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhF3cBajBTiBO?rBlqBRxB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFmdBZmBXnBz?sBqrBlqB
LOTJIZS,O,O,X,O,O,X,X,X,X
LOTJSIZ,O,O,X,O,O,X,X,X,X
LOTJSZI,O,O,X,O,O,X,X,X,X
LOTJZIS,O,O,X,O,O,X,X,X,X
LOTJZSI,O,O,X,O,O,X,X,X,X
LOTSIJZ,O,O,X,O,O,X,O,X,X
LOTSIZJ,O,O,X,O,O,X,O,X,X
LOTSJIZ,O,O,X,O,O,X,O,X,X
LOTSJZI,O,O,X,O,O,X,O,X,X
LOTSZIJ,O,O,X,O,O,X,O,X,X
LOTSZJI,O,O,X,O,O,X,O,X,X
LOTZIJS,O,O,X,O,O,X,X,X,X
LOTZISJ,O,O,X,O,O,X,O,X,X
LOTZJIS,O,O,X,O,O,X,X,X,X
LOTZJSI,O,O,X,O,O,X,X,X,X
LOTZSIJ,O,O,X,O,O,X,O,X,X
LOTZSJI,O,O,X,O,O,X,O,X,X
LOITJSZ,X,O,X,O,O,X,X,X,X
LOITJZS,X,O,X,O,O,X,X,X,X
LOITSJZ,X,O,X,O,O,X,O,X,X
LOITSZJ,X,O,X,O,O,X,O,X,X
LOITZJS,X,O,X,O,O,X,X,X,X
LOITZSJ,X,O,X,O,O,X,O,X,X
LOIJTSZ,X,X,X,X,X,X,X,X,X
LOIJTZS,X,O,X,O,X,X,X,X,X
LOIJSTZ,X,X,X,X,X,X,O,X,X
LOIJSZT,X,O,X,O,X,X,O,X,X
LOIJZTS,X,O,X,O,X,X,X,X,X
LOIJZST,X,O,X,O,X,X,O,X,X
LOISTJZ,X,O,X,X,X,X,O,X,O
LOISTZJ,X,O,X,X,X,X,O,X,O
LOISJTZ,X,O,X,X,X,X,O,X,O
LOISJZT,O,O,X,O,X,X,O,X,O
LOISZTJ,X,O,X,X,X,X,O,X,O
LOISZJT,O,O,X,O,X,X,O,X,O
LOIZTJS,X,O,X,O,O,X,X,X,X
LOIZTSJ,X,O,X,O,O,X,O,X,X
LOIZJTS,X,O,X,O,X,X,X,X,X
LOIZJST,X,O,X,O,X,X,O,X,X
LOIZSTJ,X,O,X,X,X,X,O,X,O
LOIZSJT,O,O,X,O,X,X,O,X,O
LOJTISZ,X,O,X,X,O,X,X,X,X
LOJTIZS,X,O,X,O,O,X,X,X,X
LOJTSIZ,X,O,X,X,O,X,X,X,X
LOJTSZI,X,O,X,X,O,X,X,X,X
LOJTZIS,X,O,X,O,O,X,X,X,X
LOJTZSI,X,O,X,X,O,X,X,X,X
LOJITSZ,X,X,X,X,X,X,X,X,X
LOJITZS,X,O,X,O,X,X,X,X,X
LOJISTZ,X,X,X,X,X,X,O,X,X
LOJISZT,X,O,X,O,X,X,O,X,X
LOJIZTS,X,O,X,O,X,X,X,X,X
LOJIZST,X,O,X,O,X,X,O,X,X
LOJSTIZ,X,O,X,X,X,X,O,X,X
LOJSTZI,X,O,X,X,X,X,O,X,X
LOJSITZ,X,O,X,X,X,X,O,X,O
LOJSIZT,X,O,X,O,X,X,O,X,O
LOJSZTI,X,O,X,X,X,X,O,X,X
LOJSZIT,X,O,X,O,X,X,O,X,O
LOJZTIS,X,O,X,O,O,X,X,X,X
LOJZTSI,X,O,X,X,O,X,X,X,X
LOJZITS,X,O,X,O,X,X,X,X,X
LOJZIST,X,O,X,O,X,X,O,X,X
LOJZSTI,X,O,X,X,X,X,O,X,X
LOJZSIT,X,O,X,O,X,X,O,X,O
LOSTIJZ,O,O,X,X,X,X,O,X,X
LOSTIZJ,O,O,X,X,X,X,O,X,X
LOSTJIZ,O,O,X,X,X,X,O,X,X
LOSTJZI,O,O,X,X,X,X,O,X,X
LOSTZIJ,O,O,X,X,X,X,O,X,X
LOSTZJI,O,O,X,X,X,X,O,X,X
LOSITJZ,X,O,X,X,X,X,O,X,O
LOSITZJ,X,O,X,X,X,X,O,X,O
LOSIJTZ,X,O,X,X,X,X,O,X,O
LOSIJZT,O,O,X,O,X,X,O,X,O
LOSIZTJ,X,O,X,X,X,X,O,X,O
LOSIZJT,O,O,X,O,X,X,O,X,O
LOSJTIZ,O,O,X,X,X,X,O,X,X
LOSJTZI,O,O,X,X,X,X,O,X,X
LOSJITZ,X,O,X,X,X,X,O,X,O
LOSJIZT,O,O,X,O,X,X,O,X,O
LOSJZTI,O,O,X,X,X,X,O,X,X
LOSJZIT,O,O,X,O,X,X,O,X,O
LOSZTIJ,O,O,X,X,X,X,O,X,X
LOSZTJI,O,O,X,X,X,X,O,X,X
LOSZITJ,X,O,X,X,X,X,O,X,O
LOSZIJT,O,O,X,O,X,X,O,X,O
LOSZJTI,O,O,X,X,X,X,O,X,X
LOSZJIT,O,O,X,O,X,X,O,X,O
LOZTIJS,O,O,X,O,O,X,X,X,X
LOZTISJ,O,O,X,O,O,X,O,X,X
LOZTJIS,O,O,X,O,O,X,X,X,X
LOZTJSI,O,O,X,O,O,X,X,X,X
LOZTSIJ,O,O,X,O,O,X,O,X,X
LOZTSJI,O,O,X,O,O,X,O,X,X
LOZITJS,X,O,X,O,O,X,X,X,X
LOZITSJ,X,O,X,O,O,X,O,X,X
LOZIJTS,X,O,X,O,X,X,X,X,X
LOZIJST,X,O,X,O,X,X,O,X,X
LOZISTJ,X,O,X,X,X,X,O,X,O
LOZISJT,O,O,X,O,X,X,O,X,O
LOZJTIS,X,O,X,O,O,X,X,X,X
LOZJTSI,X,O,X,X,O,X,X,X,X
LOZJITS,X,O,X,O,X,X,X,X,X
LOZJIST,X,O,X,O,X,X,O,X,X
LOZJSTI,X,O,X,X,X,X,O,X,X
LOZJSIT,X,O,X,O,X,X,O,X,O
LOZSTIJ,O,O,X,X,X,X,O,X,X
LOZSTJI,O,O,X,X,X,X,O,X,X
LOZSITJ,X,O,X,X,X,X,O,X,O
LOZSIJT,O,O,X,O,X,X,O,X,O
LOZSJTI,O,O,X,X,X,X,O,X,X
LOZSJIT,O,O,X,O,X,X,O,X,O
JTILSZO,O,O,O,X,X,O,X,X,X
JTILSOZ,O,O,O,X,X,X,X,X,X
JTILZSO,O,O,O,X,X,O,X,X,X
JTILZOS,X,O,X,O,O,O,X,X,X
JTILOSZ,X,X,X,O,O,O,X,X,X
JTILOZS,X,O,X,O,O,O,X,X,X
JTISLZO,O,O,O,X,X,O,X,X,X
JTISLOZ,O,O,O,X,X,X,X,X,X
JTISZLO,O,O,O,X,X,O,X,X,X
JTISZOL,O,O,O,O,X,X,X,O,X
JTISOLZ,X,O,O,O,X,X,X,O,X
JTISOZL,O,O,O,O,X,X,X,O,X
JTIZLSO,O,O,O,X,X,O,X,X,X
JTIZLOS,X,O,X,O,O,O,X,X,X
JTIZSLO,O,O,O,X,X,O,X,X,X
JTIZSOL,O,O,O,O,X,X,X,O,X
JTIZOLS,O,O,O,O,O,O,X,O,X
JTIZOSL,X,X,O,O,X,O,X,O,X
JTIOLSZ,O,O,O,O,O,O,X,O,X
JTIOLZS,O,O,O,O,O,O,X,O,X
JTIOSLZ,X,X,O,O,X,O,X,O,X
JTIOSZL,X,X,O,O,X,O,X,O,X
JTIOZLS,O,O,O,O,O,O,X,O,X
JTIOZSL,X,X,O,O,X,O,X,O,X
JTLISZO,O,O,O,X,X,O,X,X,X
JTLISOZ,O,O,O,X,X,X,X,X,X
JTLIZSO,O,O,O,X,X,O,X,X,X
JTLIZOS,X,O,X,O,O,O,X,X,X
JTLIOSZ,X,X,X,O,O,O,X,X,X
JTLIOZS,X,O,X,O,O,O,X,X,X
JTLSIZO,O,O,O,X,X,O,X,X,X
JTLSIOZ,O,O,O,X,X,X,X,X,X
JTLSZIO,O,O,O,X,X,O,X,X,X
JTLSZOI,O,O,O,X,O,O,X,X,X
JTLSOIZ,O,O,O,X,O,O,X,X,X
JTLSOZI,O,O,O,X,O,O,X,X,X
JTLZISO,O,O,O,X,X,O,X,X,X
JTLZIOS,X,O,X,O,O,O,X,X,X
JTLZSIO,O,O,O,X,X,O,X,X,X
JTLZSOI,O,O,O,X,O,O,X,X,X
JTLZOIS,O,O,O,O,O,O,X,X,X
JTLZOSI,O,O,O,O,O,O,X,X,X
JTLOISZ,O,O,O,O,O,O,X,X,X
JTLOIZS,O,O,O,O,O,O,X,X,X
JTLOSIZ,O,O,O,O,O,O,X,X,X
JTLOSZI,O,O,O,O,O,O,X,X,X
JTLOZIS,O,O,O,O,O,O,X,X,X
JTLOZSI,O,O,O,O,O,O,X,X,X
JTSILZO,O,O,O,X,X,O,X,X,X
JTSILOZ,O,O,O,X,X,X,X,X,X
JTSIZLO,O,O,O,X,X,O,X,X,X
JTSIZOL,O,O,O,O,X,X,X,O,X
JTSIOLZ,X,O,O,O,X,X,X,O,X
JTSIOZL,O,O,O,O,X,X,X,O,X
JTSLIZO,O,O,O,X,X,O,X,X,X
JTSLIOZ,O,O,O,X,X,X,X,X,X
JTSLZIO,O,O,O,X,X,O,X,X,X
JTSLZOI,O,O,O,X,X,O,X,X,X
JTSLOIZ,O,O,O,X,X,O,X,X,X
JTSLOZI,O,O,O,X,X,O,X,X,X
JTSZILO,O,O,O,X,X,O,X,X,X
JTSZIOL,O,O,O,O,X,X,X,O,X
JTSZLIO,O,O,O,X,X,O,X,X,X
JTSZLOI,O,O,O,X,X,O,X,X,X
JTSZOIL,O,O,O,O,X,O,X,X,X
JTSZOLI,O,O,O,O,X,O,X,X,X
JTSOILZ,X,O,O,O,X,O,X,X,X
JTSOIZL,O,O,O,O,X,O,X,X,X
JTSOLIZ,O,O,O,O,X,O,X,X,X
JTSOLZI,O,O,O,O,X,O,X,X,X
JTSOZIL,O,O,O,O,X,O,X,X,X
JTSOZLI,O,O,O,O,X,O,X,X,X
JTZILSO,O,O,O,X,X,O,X,X,X
JTZILOS,X,O,X,O,O,O,X,X,X
JTZISLO,O,O,O,X,X,O,X,X,X
JTZISOL,O,O,O,O,X,X,X,O,X
JTZIOLS,O,O,O,O,O,O,X,O,X
JTZIOSL,X,X,O,O,X,O,X,O,X
JTZLISO,O,O,O,X,X,O,X,X,X
JTZLIOS,X,O,X,O,O,O,X,X,X
JTZLSIO,O,O,O,X,X,O,X,X,X
JTZLSOI,O,O,O,X,O,O,X,X,X
JTZLOIS,O,O,O,O,O,O,X,X,X
JTZLOSI,O,O,O,O,O,O,X,X,X
JTZSILO,O,O,O,X,X,O,X,X,X
JTZSIOL,O,O,O,O,X,X,X,O,X
JTZSLIO,O,O,O,X,X,O,X,X,X
JTZSLOI,O,O,O,X,X,O,X,X,X
JTZSOIL,O,O,O,O,X,O,X,X,X
JTZSOLI,O,O,O,O,X,O,X,X,X
JTZOILS,O,O,O,O,O,O,X,X,X
JTZOISL,X,X,O,O,X,O,X,X,X
JTZOLIS,O,O,O,O,O,O,X,X,X
JTZOLSI,O,O,O,O,O,O,X,X,X
JTZOSIL,X,O,O,O,X,O,X,X,X
JTZOSLI,X,O,O,O,X,O,X,X,X
JTOILSZ,O,O,O,O,O,O,X,X,X
JTOILZS,O,O,O,O,O,O,X,X,X
JTOISLZ,X,X,O,O,X,O,X,X,X
JTOISZL,X,X,O,O,X,O,X,X,X
JTOIZLS,O,O,O,O,O,O,X,X,X
JTOIZSL,X,X,O,O,X,O,X,X,X
JTOLISZ,O,O,O,O,O,O,X,X,X
JTOLIZS,O,O,O,O,O,O,X,X,X
JTOLSIZ,O,O,O,O,O,O,X,X,X
JTOLSZI,O,O,O,O,O,O,X,X,X
JTOLZIS,O,O,O,O,O,O,X,X,X
JTOLZSI,O,O,O,O,O,O,X,X,X
JTOSILZ,X,O,O,O,X,O,X,X,X
JTOSIZL,X,O,O,O,X,O,X,X,X
JTOSLIZ,X,O,O,O,X,O,X,X,X
JTOSLZI,X,O,O,O,X,O,X,X,X
JTOSZIL,X,O,O,O,X,O,X,X,X
JTOSZLI,X,O,O,O,X,O,X,X,X
JTOZILS,O,O,O,O,O,O,X,X,X
JTOZISL,X,X,O,O,X,O,X,X,X
JTOZLIS,O,O,O,O,O,O,X,X,X
JTOZLSI,O,O,O,O,O,O,X,X,X
JTOZSIL,X,O,O,O,X,O,X,X,X
JTOZSLI,X,O,O,O,X,O,X,X,X
JITLSZO,O,O,O,X,X,O,X,X,X
JITLSOZ,O,O,O,X,X,X,X,X,X
JITLZSO,O,O,O,X,X,O,X,X,X
JITLZOS,X,O,X,O,O,O,X,X,X
JITLOSZ,X,X,X,O,O,O,X,X,X
JITLOZS,X,O,X,O,O,O,X,X,X
JITSLZO,O,O,O,X,X,O,X,X,X
JITSLOZ,O,O,O,X,X,X,X,X,X
JITSZLO,O,O,O,X,X,O,X,X,X
JITSZOL,O,O,O,O,X,X,X,O,X
JITSOLZ,X,O,O,O,X,X,X,O,X
JITSOZL,O,O,O,O,X,X,X,O,X
JITZLSO,O,O,O,X,X,O,X,X,X
JITZLOS,X,O,X,O,O,O,X,X,X
JITZSLO,O,O,O,X,X,O,X,X,X
JITZSOL,O,O,O,O,X,X,X,O,X
JITZOLS,O,O,O,O,O,O,X,O,X
JITZOSL,X,X,O,O,X,O,X,O,X
JITOLSZ,O,O,O,O,O,O,X,O,X
JITOLZS,O,O,O,O,O,O,X,O,X
JITOSLZ,X,X,O,O,X,O,X,O,X
JITOSZL,X,X,O,O,X,O,X,O,X
JITOZLS,O,O,O,O,O,O,X,O,X
JITOZSL,X,X,O,O,X,O,X,O,X
JILTSZO,X,O,X,X,X,O,X,X,X
JILTSOZ,X,O,X,X,X,X,X,X,X
JILTZSO,X,O,X,X,X,O,X,X,X
JILTZOS,X,O,X,O,O,O,X,X,X
JILTOSZ,X,X,X,O,O,O,X,X,X
JILTOZS,X,O,X,O,O,O,X,X,X
JILSTZO,O,X,O,X,X,X,X,X,X
JILSTOZ,X,X,X,X,X,X,X,X,X
JILSZTO,O,O,O,X,X,O,X,X,X
JILSZOT,O,O,O,X,X,X,O,O,X
JILSOTZ,X,X,X,X,X,X,O,O,X
JILSOZT,O,X,O,X,X,X,O,O,X
JILZTSO,X,O,X,X,X,O,X,X,X
JILZTOS,X,O,X,O,O,O,X,X,X
JILZSTO,O,O,O,X,X,O,X,X,X
JILZSOT,O,O,O,X,X,X,O,O,X
JILZOTS,X,O,X,O,X,O,X,O,X
JILZOST,X,O,X,O,X,X,O,O,X
JILOTSZ,X,X,X,X,X,X,X,O,X
JILOTZS,X,O,X,O,X,X,X,O,X
JILOSTZ,X,X,X,X,X,X,O,O,X
JILOSZT,X,O,X,O,X,X,O,O,X
JILOZTS,X,O,X,O,X,O,X,O,X
JILOZST,X,O,X,O,X,X,O,O,X
JISTLZO,X,X,O,X,X,X,X,X,X
JISTLOZ,X,X,O,X,X,X,X,X,X
JISTZLO,O,X,O,X,X,X,X,X,X
JISTZOL,O,X,O,O,X,X,X,O,X
JISTOLZ,X,X,O,O,X,X,X,O,X
JISTOZL,X,X,O,O,X,X,X,O,X
JISLTZO,O,X,O,X,X,X,X,X,X
JISLTOZ,X,X,O,X,X,X,X,X,X
JISLZTO,O,X,O,X,X,O,X,X,X
JISLZOT,O,X,O,X,X,X,O,O,X
JISLOTZ,X,X,X,X,X,X,O,O,X
JISLOZT,O,X,O,X,X,X,O,O,X
JISZTLO,O,X,O,X,X,X,X,X,X
JISZTOL,O,X,O,O,X,X,X,O,X
JISZLTO,O,X,O,X,X,O,X,X,X
JISZLOT,O,X,O,X,X,X,O,O,X
JISZOTL,O,X,X,X,X,X,X,O,X
JISZOLT,O,X,O,O,X,X,X,O,X
JISOTLZ,X,X,X,X,X,X,X,O,X
JISOTZL,X,X,X,X,X,X,X,O,X
JISOLTZ,X,X,X,X,X,X,X,O,X
JISOLZT,X,X,O,O,X,X,X,O,X
JISOZTL,O,X,X,X,X,X,X,O,X
JISOZLT,O,X,O,O,X,X,X,O,X
JIZTLSO,O,O,O,X,X,O,X,X,X
JIZTLOS,X,O,X,O,O,O,X,X,X
JIZTSLO,O,O,O,X,X,O,X,X,X
JIZTSOL,O,O,O,O,X,X,X,O,X
JIZTOLS,O,O,O,O,O,O,X,O,X
JIZTOSL,X,X,O,O,X,O,X,O,X
JIZLTSO,X,O,X,X,X,O,X,X,X
JIZLTOS,X,O,X,O,O,O,X,X,X
JIZLSTO,O,O,O,X,X,O,X,X,X
JIZLSOT,O,O,O,X,X,X,O,O,X
JIZLOTS,X,O,X,O,X,O,X,O,X
JIZLOST,X,O,X,O,X,X,O,O,X
JIZSTLO,O,X,O,X,X,X,X,X,X
JIZSTOL,O,X,O,O,X,X,X,O,X
JIZSLTO,O,X,O,X,X,O,X,X,X
JIZSLOT,O,X,O,X,X,X,O,O,X
JIZSOTL,O,X,X,X,X,X,X,O,X
JIZSOLT,O,X,O,O,X,X,X,O,X
JIZOTLS,X,X,X,O,X,X,X,O,X
JIZOTSL,X,X,X,O,X,X,X,O,X
JIZOLTS,X,O,X,O,X,O,X,O,X
JIZOLST,X,O,X,O,X,X,X,O,X
JIZOSTL,X,X,X,X,X,X,X,O,O
JIZOSLT,X,X,O,O,X,X,X,O,O
JIOTLSZ,X,X,X,O,X,X,X,O,X
JIOTLZS,X,X,X,O,X,X,X,O,X
JIOTSLZ,X,X,X,O,X,X,X,O,X
JIOTSZL,X,X,X,O,X,X,X,O,X
JIOTZLS,X,X,X,O,X,X,X,O,X
JIOTZSL,X,X,X,O,X,X,X,O,X
JIOLTSZ,X,X,X,X,X,X,X,O,X
JIOLTZS,X,O,X,O,X,X,X,O,X
JIOLSTZ,X,X,X,X,X,X,X,O,X
JIOLSZT,X,O,X,O,X,X,X,O,X
JIOLZTS,X,O,X,O,X,O,X,O,X
JIOLZST,X,O,X,O,X,X,X,O,X
JIOSTLZ,X,X,X,X,X,X,X,O,O
JIOSTZL,X,X,X,X,X,X,X,O,O
JIOSLTZ,X,X,X,X,X,X,X,O,O
JIOSLZT,X,X,O,O,X,X,X,O,O
JIOSZTL,X,X,X,X,X,X,X,O,O
JIOSZLT,X,X,O,O,X,X,X,O,O
JIOZTLS,X,X,X,O,X,X,X,O,X
JIOZTSL,X,X,X,O,X,X,X,O,X
JIOZLTS,X,O,X,O,X,O,X,O,X
JIOZLST,X,O,X,O,X,X,X,O,X
JIOZSTL,X,X,X,X,X,X,X,O,O
JIOZSLT,X,X,O,O,X,X,X,O,O
JLTISZO,O,O,O,X,X,O,X,X,X
JLTISOZ,O,O,O,X,X,X,X,X,X
JLTIZSO,O,O,O,X,X,O,X,X,X
JLTIZOS,X,O,X,O,O,O,X,X,X
JLTIOSZ,X,X,X,O,O,O,X,X,X
JLTIOZS,X,O,X,O,O,O,X,X,X
JLTSIZO,O,O,O,X,X,O,X,X,X
JLTSIOZ,O,O,O,X,X,X,X,X,X
JLTSZIO,O,O,O,X,X,O,X,X,X
JLTSZOI,O,O,O,X,O,O,X,X,X
JLTSOIZ,O,O,O,X,O,O,X,X,X
JLTSOZI,O,O,O,X,O,O,X,X,X
JLTZISO,O,O,O,X,X,O,X,X,X
JLTZIOS,X,O,X,O,O,O,X,X,X
JLTZSIO,O,O,O,X,X,O,X,X,X
JLTZSOI,O,O,O,X,O,O,X,X,X
JLTZOIS,O,O,O,O,O,O,X,X,X
JLTZOSI,O,O,O,O,O,O,X,X,X
JLTOISZ,O,O,O,O,O,O,X,X,X
JLTOIZS,O,O,O,O,O,O,X,X,X
JLTOSIZ,O,O,O,O,O,O,X,X,X
JLTOSZI,O,O,O,O,O,O,X,X,X
JLTOZIS,O,O,O,O,O,O,X,X,X
JLTOZSI,O,O,O,O,O,O,X,X,X
JLITSZO,X,O,X,X,X,O,X,X,X
JLITSOZ,X,O,X,X,X,X,X,X,X
JLITZSO,X,O,X,X,X,O,X,X,X
JLITZOS,X,O,X,O,O,O,X,X,X
JLITOSZ,X,X,X,O,O,O,X,X,X
JLITOZS,X,O,X,O,O,O,X,X,X
JLISTZO,O,X,O,X,X,X,X,X,X
JLISTOZ,X,X,X,X,X,X,X,X,X
JLISZTO,O,O,O,X,X,O,X,X,X
JLISZOT,O,O,O,X,X,X,O,O,X
JLISOTZ,X,X,X,X,X,X,O,O,X
JLISOZT,O,X,O,X,X,X,O,O,X
JLIZTSO,X,O,X,X,X,O,X,X,X
JLIZTOS,X,O,X,O,O,O,X,X,X
JLIZSTO,O,O,O,X,X,O,X,X,X
JLIZSOT,O,O,O,X,X,X,O,O,X
JLIZOTS,X,O,X,O,X,O,X,O,X
JLIZOST,X,O,X,O,X,X,O,O,X
JLIOTSZ,X,X,X,X,X,X,X,O,X
JLIOTZS,X,O,X,O,X,X,X,O,X
JLIOSTZ,X,X,X,X,X,X,O,O,X
JLIOSZT,X,O,X,O,X,X,O,O,X
JLIOZTS,X,O,X,O,X,O,X,O,X
JLIOZST,X,O,X,O,X,X,O,O,X
JLSTIZO,O,O,O,X,X,O,X,X,X
JLSTIOZ,O,O,O,X,X,X,X,X,X
JLSTZIO,O,O,O,X,X,O,X,X,X
JLSTZOI,O,O,O,X,O,O,X,X,X
JLSTOIZ,O,O,O,X,O,O,X,X,X
JLSTOZI,O,O,O,X,O,O,X,X,X
JLSITZO,O,X,O,X,X,X,X,X,X
JLSITOZ,O,X,O,X,X,X,X,X,X
JLSIZTO,O,O,O,X,X,O,X,X,X
JLSIZOT,O,O,O,X,X,X,O,O,X
JLSIOTZ,X,X,X,X,X,X,O,O,X
JLSIOZT,O,X,O,X,X,X,O,O,X
JLSZTIO,O,O,O,X,X,O,X,X,X
JLSZTOI,O,O,O,X,O,O,X,X,X
JLSZITO,O,O,O,X,X,O,X,X,X
JLSZIOT,O,O,O,X,X,X,O,O,X
JLSZOTI,O,X,O,X,X,X,O,X,X
JLSZOIT,O,O,O,X,X,X,O,X,X
JLSOTIZ,O,X,O,X,X,X,O,X,X
JLSOTZI,O,X,O,X,X,X,O,X,X
JLSOITZ,X,X,X,X,X,X,O,X,X
JLSOIZT,O,O,O,X,X,X,O,X,X
JLSOZTI,O,X,O,X,X,X,O,X,X
JLSOZIT,O,O,O,X,X,X,O,X,X
JLZTISO,O,O,O,X,X,O,X,X,X
JLZTIOS,X,O,X,O,O,O,X,X,X
JLZTSIO,O,O,O,X,X,O,X,X,X
JLZTSOI,O,O,O,X,O,O,X,X,X
JLZTOIS,O,O,O,O,O,O,X,X,X
JLZTOSI,O,O,O,O,O,O,X,X,X
JLZITSO,X,O,X,X,X,O,X,X,X
JLZITOS,X,O,X,O,O,O,X,X,X
JLZISTO,O,O,O,X,X,O,X,X,X
JLZISOT,O,O,O,X,X,X,O,O,X
JLZIOTS,X,O,X,O,X,O,X,O,X
JLZIOST,X,O,X,O,X,X,O,O,X
JLZSTIO,O,O,O,X,X,O,X,X,X
JLZSTOI,O,O,O,X,O,O,X,X,X
JLZSITO,O,O,O,X,X,O,X,X,X
JLZSIOT,O,O,O,X,X,X,O,O,X
JLZSOTI,O,X,O,X,X,X,O,X,X
JLZSOIT,O,O,O,X,X,X,O,X,X
JLZOTIS,X,O,X,O,O,O,X,X,X
JLZOTSI,X,O,X,X,O,O,X,X,X
JLZOITS,X,O,X,O,X,O,X,X,X
JLZOIST,X,O,X,O,X,X,O,X,X
JLZOSTI,X,O,X,X,X,X,O,X,X
JLZOSIT,X,O,X,O,X,X,O,X,X
JLOTISZ,X,O,X,X,O,O,X,X,X
JLOTIZS,X,O,X,O,O,O,X,X,X
JLOTSIZ,X,O,X,X,O,O,X,X,X
JLOTSZI,X,O,X,X,O,O,X,X,X
JLOTZIS,X,O,X,O,O,O,X,X,X
JLOTZSI,X,O,X,X,O,O,X,X,X
JLOITSZ,X,X,X,X,X,X,X,X,X
JLOITZS,X,O,X,O,X,X,X,X,X
JLOISTZ,X,X,X,X,X,X,O,X,X
JLOISZT,X,O,X,O,X,X,O,X,X
JLOIZTS,X,O,X,O,X,O,X,X,X
JLOIZST,X,O,X,O,X,X,O,X,X
JLOSTIZ,X,O,X,X,X,X,O,X,X
JLOSTZI,X,O,X,X,X,X,O,X,X
JLOSITZ,X,O,X,X,X,X,O,X,X
JLOSIZT,X,O,X,O,X,X,O,X,X
JLOSZTI,X,O,X,X,X,X,O,X,X
JLOSZIT,X,O,X,O,X,X,O,X,X
JLOZTIS,X,O,X,O,O,O,X,X,X
JLOZTSI,X,O,X,X,O,O,X,X,X
JLOZITS,X,O,X,O,X,O,X,X,X
JLOZIST,X,O,X,O,X,X,O,X,X
JLOZSTI,X,O,X,X,X,X,O,X,X
JLOZSIT,X,O,X,O,X,X,O,X,X
JSTILZO,O,O,O,X,X,O,X,X,X
JSTILOZ,O,O,O,X,X,X,X,X,X
JSTIZLO,O,O,O,X,X,O,X,X,X
JSTIZOL,O,O,O,O,X,X,X,O,X
JSTIOLZ,X,O,O,O,X,X,X,O,X
JSTIOZL,O,O,O,O,X,X,X,O,X
JSTLIZO,O,O,O,X,X,O,X,X,X
JSTLIOZ,O,O,O,X,X,X,X,X,X
JSTLZIO,O,O,O,X,X,O,X,X,X
JSTLZOI,O,O,O,X,X,O,X,X,X
JSTLOIZ,O,O,O,X,X,O,X,X,X
JSTLOZI,O,O,O,X,X,O,X,X,X
JSTZILO,O,O,O,X,X,O,X,X,X
JSTZIOL,O,O,O,O,X,X,X,O,X
JSTZLIO,O,O,O,X,X,O,X,X,X
JSTZLOI,O,O,O,X,X,O,X,X,X
JSTZOIL,O,O,O,O,X,O,X,X,X
JSTZOLI,O,O,O,O,X,O,X,X,X
JSTOILZ,X,O,O,O,X,O,X,X,X
JSTOIZL,O,O,O,O,X,O,X,X,X
JSTOLIZ,O,O,O,O,X,O,X,X,X
JSTOLZI,O,O,O,O,X,O,X,X,X
JSTOZIL,O,O,O,O,X,O,X,X,X
JSTOZLI,O,O,O,O,X,O,X,X,X
JSITLZO,O,X,O,X,X,X,X,X,X
JSITLOZ,O,X,O,X,X,X,X,X,X
JSITZLO,O,X,O,X,X,X,X,X,X
JSITZOL,O,X,O,O,X,X,X,O,X
JSITOLZ,X,X,O,O,X,X,X,O,X
JSITOZL,O,X,O,O,X,X,X,O,X
JSILTZO,O,X,O,X,X,X,X,X,X
JSILTOZ,O,X,O,X,X,X,X,X,X
JSILZTO,O,X,O,X,X,O,X,X,X
JSILZOT,O,X,O,X,X,X,O,O,X
JSILOTZ,X,X,X,X,X,X,O,O,X
JSILOZT,O,X,O,X,X,X,O,O,X
JSIZTLO,O,X,O,X,X,X,X,X,X
JSIZTOL,O,X,O,O,X,X,X,O,X
JSIZLTO,O,X,O,X,X,O,X,X,X
JSIZLOT,O,X,O,X,X,X,O,O,X
JSIZOTL,O,X,X,X,X,X,X,O,X
JSIZOLT,O,X,O,O,X,X,X,O,X
JSIOTLZ,X,X,X,X,X,X,X,O,X
JSIOTZL,X,X,X,X,X,X,X,O,X
JSIOLTZ,X,X,X,X,X,X,X,O,X
JSIOLZT,X,X,O,O,X,X,X,O,X
JSIOZTL,O,X,X,X,X,X,X,O,X
JSIOZLT,O,X,O,O,X,X,X,O,X
JSLTIZO,O,O,O,X,X,O,X,X,X
JSLTIOZ,O,O,O,X,X,X,X,X,X
