sequence,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhF0cBxiBfrB6?rBmnBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhF0cBxiBzlB+?rBinB3sB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhFlgB3hBKsBz?nBGmBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhFxdBUiBThBf?rBysBWxB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhFxdBumBXhBK?sBznBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeF8IvhFxdB6lB3hBO?sB8sBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhF0gBlhBmnBf?rB6rBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhFlgB3hBmnBS?rBTsBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhFlgB3hBOsB8?sBCmBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je37IvhF1hBxiBGmBK?sBznBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhF0gBlhBinBW?rB3sBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex8IvhFlgBUiBOoB6?rBfrBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je37IvhFqhB8lBusBZ?nBFoBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JelAJvhF3hBZnBznBG?mBUrBCtB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeX9IvhFlgBOoBxmBS?rBTsBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeG8IvhFlgBymBXjBU?rBRsBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JefCJvhFlgB6nBOoB0?mBzlBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeC9IvhFlgB2nB0mBz?lBXoBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JelAJvhFzhBXjB2rBC?mB0nBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JelAJvhFzhB0iB2rBC?mBXoBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeC9IvhFlgB/nBOoB0?mBzlBxwB
ZLOJTIS,X,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLOJTSI,X,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLOJITS,X,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLOJIST,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLOJSTI,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLOJSIT,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLOSTIJ,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZLOSTJI,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLOSITJ,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLOSIJT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLOSJTI,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLOSJIT,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJTILSO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZJTILOS,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJTISLO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTISOL,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTIOLS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTIOSL,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTLISO,O,O,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZJTLIOS,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJTLSIO,X,O,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZJTLSOI,X,O,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZJTLOIS,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJTLOSI,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJTSILO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTSIOL,O,O,X,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZJTSLIO,O,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJTSLOI,X,O,O,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJTSOIL,O,O,X,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZJTSOLI,X,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJTOILS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOISL,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTOLIS,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJTOLSI,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJTOSIL,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZJTOSLI,X,O,X,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJITLSO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZJITLOS,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJITSLO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJITSOL,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJITOLS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJITOSL,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJILTSO,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZJILTOS,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJILSTO,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJILSOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJILOTS,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJILOST,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJISTLO,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJISTOL,O,X,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJISLTO,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJISLOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJISOTL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJISOLT,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJIOTLS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOTSL,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJIOLTS,X,X,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJIOLST,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJIOSTL,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOSLT,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJLTISO,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZJLTIOS,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJLTSIO,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZJLTSOI,X,X,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZJLTOIS,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJLTOSI,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJLITSO,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJLITOS,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLISTO,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJLISOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLIOTS,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJLIOST,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSTIO,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJLSTOI,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJLSITO,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJLSIOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSOTI,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJLSOIT,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJLOTIS,X,X,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJLOTSI,X,X,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJLOITS,X,X,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJLOIST,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJLOSTI,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJLOSIT,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJSTILO,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSTIOL,O,X,X,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZJSTLIO,O,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJSTLOI,X,X,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJSTOIL,O,X,X,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZJSTOLI,X,X,X,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSITLO,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSITOL,O,X,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSILTO,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJSILOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSIOTL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSIOLT,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJSLTIO,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJSLTOI,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJSLITO,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJSLIOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLOTI,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJSLOIT,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJSOTIL,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSOTLI,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSOITL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJSOILT,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJSOLTI,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSOLIT,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJOTILS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTISL,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJOTLIS,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJOTLSI,X,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJOTSIL,O,O,X,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZJOTSLI,X,O,X,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOITLS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJOITSL,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJOILTS,X,X,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOILST,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOISTL,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJOISLT,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJOLTIS,X,X,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOLTSI,X,X,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOLITS,X,X,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOLIST,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOLSTI,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOLSIT,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOSTIL,O,X,X,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZJOSTLI,O,X,X,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOSITL,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSILT,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJOSLTI,O,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJOSLIT,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSTILJO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZSTILOJ,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZSTIJLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTIJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSTIOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSTIOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSTLIJO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTLIOJ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZSTLJIO,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZSTLJOI,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZSTLOIJ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZSTLOJI,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTJILO,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSTJIOL,O,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZSTJLIO,O,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSTJLOI,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSTJOIL,O,O,X,X,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
ZSTJOLI,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSTOILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSTOIJL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZSTOLIJ,O,O,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZSTOLJI,O,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSTOJIL,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZSTOJLI,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSITLJO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZSITLOJ,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZSITJLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSITJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSITOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSITOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSILTJO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZSILTOJ,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSILJTO,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSILJOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSILOTJ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSILOJT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJTLO,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSIJTOL,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSIJLTO,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSIJLOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJOTL,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJOLT,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSIOTLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOTJL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOLTJ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSIOLJT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSIOJTL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOJLT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSLTIJO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLTIOJ,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZSLTJIO,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZSLTJOI,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZSLTOIJ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZSLTOJI,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLITJO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLITOJ,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLIJTO,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLIJOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLIOTJ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSLIOJT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJTIO,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLJTOI,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLJITO,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLJIOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJOTI,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSLJOIT,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSLOTIJ,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLOTJI,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLOITJ,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLOIJT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOJTI,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSLOJIT,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJTILO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJTIOL,O,O,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZSJTLIO,O,O,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSJTLOI,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSJTOIL,O,O,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZSJTOLI,X,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSJITLO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJITOL,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJILTO,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSJILOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJIOTL,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJIOLT,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLTIO,O,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSJLTOI,O,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSJLITO,O,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSJLIOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLOTI,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLOIT,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJOTIL,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJOTLI,X,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSJOITL,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOILT,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSJOLTI,X,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSJOLIT,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSOTILJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOTIJL,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZSOTLIJ,O,O,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZSOTLJI,O,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOTJIL,O,O,X,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZSOTJLI,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSOITLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOITJL,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZSOILTJ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSOILJT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSOIJTL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOIJLT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOLTIJ,O,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZSOLTJI,O,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOLITJ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSOLIJT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSOLJTI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSOLJIT,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSOJTIL,O,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZSOJTLI,O,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOJITL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJILT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOJLTI,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSOJLIT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOTILJS,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
