sequence,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhF0cBmdB5jBf?oBimBFsB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFmcB5jBcmBa?oB3iBFsB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFxcBcmBiiB+?oBXjBFsB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFlcB3dBcjBx?mBStBmrB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhFfjB6jBcmBZ?nBWyBlrB,v115@1gB8HeC8EeD8FeD8FeF8AeC8JeT6IvhF6jBRiBOmBX?iBUoBFsB
ZJOITLS,O,O,O,O,X,X
ZJOITSL,O,O,O,X,O,X
ZJOILTS,O,O,X,O,X,O
ZJOILST,O,O,X,O,O,O
ZJOISTL,O,O,X,X,O,X
ZJOISLT,O,O,X,X,O,X
ZJOLTIS,X,O,O,O,X,O
ZJOLTSI,X,O,O,O,X,X
ZJOLITS,O,O,X,O,X,O
ZJOLIST,O,O,X,O,O,O
ZJOLSTI,O,X,X,O,O,X
ZJOLSIT,O,O,X,O,O,X
ZJOSTIL,O,O,O,X,O,X
ZJOSTLI,X,O,O,X,O,X
ZJOSITL,O,O,X,X,O,X
ZJOSILT,O,O,X,X,O,X
ZJOSLTI,X,X,X,X,O,X
ZJOSLIT,O,O,X,X,O,X
ZSTILJO,O,O,X,X,X,X
ZSTILOJ,O,O,X,X,X,O
ZSTIJLO,O,O,O,X,X,X
ZSTIJOL,O,O,O,X,X,X
ZSTIOLJ,O,O,X,X,X,O
ZSTIOJL,O,O,O,X,X,X
ZSTLIJO,O,O,X,X,X,X
ZSTLIOJ,O,O,X,X,X,O
ZSTLJIO,O,O,X,X,X,X
ZSTLJOI,O,O,X,X,X,X
ZSTLOIJ,O,O,X,X,X,O
ZSTLOJI,O,O,X,X,X,X
ZSTJILO,O,O,O,X,X,X
ZSTJIOL,O,O,O,X,X,X
ZSTJLIO,O,O,O,X,X,X
ZSTJLOI,O,O,O,X,X,X
ZSTJOIL,O,O,O,X,X,X
ZSTJOLI,O,O,O,X,X,X
ZSTOILJ,O,O,X,X,X,O
ZSTOIJL,O,O,O,X,X,X
ZSTOLIJ,O,O,X,X,X,O
ZSTOLJI,O,O,X,X,X,X
ZSTOJIL,O,O,O,X,X,X
ZSTOJLI,O,O,O,X,X,X
ZSITLJO,O,O,X,X,X,X
ZSITLOJ,O,O,X,X,X,X
ZSITJLO,O,O,O,X,X,X
ZSITJOL,O,O,O,X,X,X
ZSITOLJ,O,O,X,X,X,X
ZSITOJL,O,O,O,X,X,X
ZSILTJO,O,X,X,X,X,X
ZSILTOJ,O,X,X,X,X,X
ZSILJTO,O,X,X,X,X,X
ZSILJOT,O,O,X,X,X,X
ZSILOTJ,O,X,X,X,X,O
ZSILOJT,O,O,X,X,X,O
ZSIJTLO,X,O,X,X,O,X
ZSIJTOL,O,O,X,X,O,X
ZSIJLTO,O,X,X,X,O,X
ZSIJLOT,O,O,X,X,O,X
ZSIJOTL,O,O,X,X,O,X
ZSIJOLT,O,O,X,X,O,X
ZSIOTLJ,O,O,X,X,X,X
ZSIOTJL,O,O,O,X,X,X
ZSIOLTJ,O,X,X,X,X,O
ZSIOLJT,O,O,X,X,X,O
ZSIOJTL,O,O,X,X,O,X
ZSIOJLT,O,O,X,X,O,X
ZSLTIJO,O,X,X,X,X,X
ZSLTIOJ,O,X,X,X,X,O
ZSLTJIO,O,X,X,X,X,X
ZSLTJOI,O,X,X,X,X,X
ZSLTOIJ,O,X,X,X,X,O
ZSLTOJI,O,X,X,X,X,X
ZSLITJO,O,X,X,X,X,X
ZSLITOJ,O,X,X,X,X,X
ZSLIJTO,O,X,X,X,X,X
ZSLIJOT,O,O,X,X,X,X
ZSLIOTJ,O,X,X,X,X,O
ZSLIOJT,O,O,X,X,X,O
ZSLJTIO,O,X,X,X,X,X
ZSLJTOI,O,X,X,X,X,X
ZSLJITO,O,X,X,X,X,X
ZSLJIOT,O,O,X,X,X,X
ZSLJOTI,O,X,X,X,X,X
ZSLJOIT,O,O,X,X,X,X
ZSLOTIJ,O,X,X,X,X,O
ZSLOTJI,O,X,X,X,X,X
ZSLOITJ,O,X,X,X,X,O
ZSLOIJT,O,O,X,X,X,O
ZSLOJTI,O,X,X,X,X,X
ZSLOJIT,O,O,X,X,X,X
ZSJTILO,X,O,O,X,O,X
ZSJTIOL,O,O,O,X,O,X
ZSJTLIO,X,O,O,X,O,X
ZSJTLOI,X,O,O,X,O,X
ZSJTOIL,O,O,O,X,O,X
ZSJTOLI,X,O,O,X,O,X
ZSJITLO,X,O,X,X,O,X
ZSJITOL,O,O,X,X,O,X
ZSJILTO,O,X,X,X,O,X
ZSJILOT,O,O,X,X,O,X
ZSJIOTL,O,O,X,X,O,X
ZSJIOLT,O,O,X,X,O,X
ZSJLTIO,O,X,X,X,O,X
ZSJLTOI,O,X,X,X,O,X
ZSJLITO,O,X,X,X,O,X
ZSJLIOT,O,O,X,X,O,X
ZSJLOTI,O,X,X,X,O,X
ZSJLOIT,O,O,X,X,O,X
ZSJOTIL,O,O,O,X,O,X
ZSJOTLI,X,O,O,X,O,X
ZSJOITL,O,O,X,X,O,X
ZSJOILT,O,O,X,X,O,X
ZSJOLTI,O,X,X,X,O,X
ZSJOLIT,O,O,X,X,O,X
ZSOTILJ,O,O,X,X,X,O
ZSOTIJL,O,O,O,X,X,X
ZSOTLIJ,O,O,X,X,X,O
ZSOTLJI,O,O,X,X,X,X
ZSOTJIL,O,O,O,X,X,X
ZSOTJLI,O,O,O,X,X,X
ZSOITLJ,O,O,X,X,X,X
ZSOITJL,O,O,O,X,X,X
ZSOILTJ,O,X,X,X,X,O
ZSOILJT,O,O,X,X,X,O
ZSOIJTL,O,O,X,X,O,X
ZSOIJLT,O,O,X,X,O,X
ZSOLTIJ,O,X,X,X,X,O
ZSOLTJI,O,X,X,X,X,X
ZSOLITJ,O,X,X,X,X,O
ZSOLIJT,O,O,X,X,X,O
ZSOLJTI,O,X,X,X,X,X
ZSOLJIT,O,O,X,X,X,X
ZSOJTIL,O,O,O,X,O,X
ZSOJTLI,X,O,O,X,O,X
ZSOJITL,O,O,X,X,O,X
ZSOJILT,O,O,X,X,O,X
ZSOJLTI,O,X,X,X,O,X
ZSOJLIT,O,O,X,X,O,X
ZOTILJS,O,O,O,X,X,O
ZOTILSJ,O,O,X,X,X,O
ZOTIJLS,O,O,O,X,X,O
ZOTIJSL,O,O,O,X,O,X
ZOTISLJ,O,O,X,X,X,O
ZOTISJL,O,O,O,X,X,X
ZOTLIJS,O,O,O,O,X,O
ZOTLISJ,O,O,X,O,X,O
ZOTLJIS,O,O,O,O,X,O
ZOTLJSI,O,O,O,O,X,X
ZOTLSIJ,O,O,X,O,X,O
ZOTLSJI,O,O,X,O,X,X
ZOTJILS,O,O,O,O,X,O
ZOTJISL,O,O,O,X,O,X
ZOTJLIS,O,O,O,O,X,O
ZOTJLSI,O,O,O,O,X,X
ZOTJSIL,O,O,O,X,O,X
ZOTJSLI,O,O,O,X,O,X
ZOTSILJ,O,O,X,X,X,O
ZOTSIJL,O,O,O,X,X,X
ZOTSLIJ,O,O,X,X,X,O
ZOTSLJI,O,O,X,X,X,X
ZOTSJIL,O,O,O,X,X,X
ZOTSJLI,O,O,O,X,X,X
ZOITLJS,O,O,O,X,X,O
ZOITLSJ,O,O,X,X,X,O
ZOITJLS,O,O,O,X,X,O
ZOITJSL,O,O,O,X,O,X
ZOITSLJ,O,O,X,X,X,O
ZOITSJL,O,O,O,X,X,X
ZOILTJS,O,O,O,X,X,O
ZOILTSJ,O,O,X,X,X,O
ZOILJTS,O,O,X,X,X,O
ZOILJST,O,O,X,X,O,O
ZOILSTJ,O,X,X,X,X,O
ZOILSJT,O,O,X,X,X,O
ZOIJTLS,O,O,O,X,X,X
ZOIJTSL,O,O,O,X,O,X
ZOIJLTS,O,O,X,X,X,O
ZOIJLST,O,O,X,X,O,O
ZOIJSTL,O,O,X,X,O,X
ZOIJSLT,O,O,X,X,O,X
ZOISTLJ,O,O,X,X,X,X
ZOISTJL,O,O,O,X,X,X
ZOISLTJ,O,X,X,X,X,O
ZOISLJT,O,O,X,X,X,O
ZOISJTL,O,O,X,X,O,X
ZOISJLT,O,O,X,X,O,X
ZOLTIJS,O,O,O,O,X,O
ZOLTISJ,O,O,X,O,X,O
ZOLTJIS,O,O,O,O,X,O
ZOLTJSI,O,O,O,O,X,X
ZOLTSIJ,O,O,X,O,X,O
ZOLTSJI,O,O,X,O,X,X
ZOLITJS,O,O,O,O,X,O
ZOLITSJ,O,O,X,O,X,O
ZOLIJTS,O,O,X,O,X,O
ZOLIJST,O,O,X,O,O,O
ZOLISTJ,O,X,X,O,X,O
ZOLISJT,O,O,X,O,X,O
ZOLJTIS,X,O,O,O,X,O
ZOLJTSI,X,O,O,O,X,X
ZOLJITS,O,O,X,O,X,O
ZOLJIST,O,O,X,O,O,O
ZOLJSTI,O,X,X,O,O,X
ZOLJSIT,O,O,X,O,O,X
ZOLSTIJ,O,X,X,O,X,O
ZOLSTJI,O,X,X,O,X,X
ZOLSITJ,O,X,X,O,X,O
ZOLSIJT,O,O,X,O,X,O
ZOLSJTI,O,X,X,O,X,X
ZOLSJIT,O,O,X,O,X,X
ZOJTILS,O,O,O,O,X,O
ZOJTISL,O,O,O,X,O,X
ZOJTLIS,O,O,O,O,X,O
ZOJTLSI,O,O,O,O,X,X
ZOJTSIL,O,O,O,X,O,X
ZOJTSLI,O,O,O,X,O,X
ZOJITLS,O,O,O,O,X,X
ZOJITSL,O,O,O,X,O,X
ZOJILTS,O,O,X,O,X,O
ZOJILST,O,O,X,O,O,O
ZOJISTL,O,O,X,X,O,X
ZOJISLT,O,O,X,X,O,X
ZOJLTIS,X,O,O,O,X,O
ZOJLTSI,X,O,O,O,X,X
ZOJLITS,O,O,X,O,X,O
ZOJLIST,O,O,X,O,O,O
ZOJLSTI,O,X,X,O,O,X
ZOJLSIT,O,O,X,O,O,X
ZOJSTIL,O,O,O,X,O,X
ZOJSTLI,X,O,O,X,O,X
ZOJSITL,O,O,X,X,O,X
ZOJSILT,O,O,X,X,O,X
ZOJSLTI,X,X,X,X,O,X
ZOJSLIT,O,O,X,X,O,X
ZOSTILJ,O,O,X,X,X,O
ZOSTIJL,O,O,O,X,X,X
ZOSTLIJ,O,O,X,X,X,O
ZOSTLJI,O,O,X,X,X,X
ZOSTJIL,O,O,O,X,X,X
ZOSTJLI,O,O,O,X,X,X
ZOSITLJ,O,O,X,X,X,X
ZOSITJL,O,O,O,X,X,X
ZOSILTJ,O,X,X,X,X,O
ZOSILJT,O,O,X,X,X,O
ZOSIJTL,O,O,X,X,O,X
ZOSIJLT,O,O,X,X,O,X
ZOSLTIJ,O,X,X,X,X,O
ZOSLTJI,O,X,X,X,X,X
ZOSLITJ,O,X,X,X,X,O
ZOSLIJT,O,O,X,X,X,O
ZOSLJTI,O,X,X,X,X,X
ZOSLJIT,O,O,X,X,X,X
ZOSJTIL,O,O,O,X,O,X
ZOSJTLI,X,O,O,X,O,X
ZOSJITL,O,O,X,X,O,X
ZOSJILT,O,O,X,X,O,X
ZOSJLTI,O,X,X,X,O,X
ZOSJLIT,O,O,X,X,O,X
OTILJSZ,O,X,X,O,X,X
OTILJZS,O,O,X,O,X,X
OTILSJZ,O,X,X,X,X,X
OTILSZJ,O,O,X,O,X,X
OTILZJS,O,O,X,O,X,X
OTILZSJ,O,O,X,O,X,X
OTIJLSZ,O,X,X,O,X,X
OTIJLZS,O,O,O,O,X,X
OTIJSLZ,O,X,X,O,O,X
OTIJSZL,O,X,X,X,O,X
OTIJZLS,O,O,O,O,X,X
OTIJZSL,O,O,O,X,O,X
OTISLJZ,O,X,X,X,X,X
OTISLZJ,O,O,X,X,X,X
OTISJLZ,O,X,X,X,X,X
OTISJZL,O,X,X,X,X,X
OTISZLJ,O,O,X,X,X,X
OTISZJL,O,O,X,X,X,X
OTIZLJS,O,O,O,X,X,O
OTIZLSJ,O,O,X,X,X,O
OTIZJLS,O,O,O,X,X,O
OTIZJSL,O,O,O,X,O,X
OTIZSLJ,O,O,X,X,X,O
OTIZSJL,O,O,O,X,X,X
OTLIJSZ,O,X,X,O,X,X
OTLIJZS,O,O,X,O,X,X
OTLISJZ,O,X,X,X,X,X
OTLISZJ,O,O,X,O,X,X
OTLIZJS,O,O,X,O,X,X
OTLIZSJ,O,O,X,O,X,X
OTLJISZ,O,X,X,O,X,X
OTLJIZS,O,O,O,O,X,X
OTLJSIZ,O,X,X,O,X,X
OTLJSZI,O,X,O,O,X,X
OTLJZIS,O,O,O,O,X,X
OTLJZSI,O,O,O,O,X,X
OTLSIJZ,O,X,X,X,X,X
OTLSIZJ,O,O,X,O,X,X
OTLSJIZ,O,X,X,O,X,X
OTLSJZI,O,X,X,O,X,X
OTLSZIJ,O,O,X,O,X,X
OTLSZJI,O,O,X,O,X,X
OTLZIJS,O,O,O,O,X,O
OTLZISJ,O,O,X,O,X,O
OTLZJIS,O,O,O,O,X,O
OTLZJSI,O,O,O,O,X,X
OTLZSIJ,O,O,X,O,X,O
OTLZSJI,O,O,X,O,X,X
OTJILSZ,O,X,X,O,X,X
OTJILZS,O,O,O,O,X,X
OTJISLZ,O,X,X,O,O,X
OTJISZL,O,X,X,X,O,X
OTJIZLS,O,O,O,O,X,X
OTJIZSL,O,O,O,X,O,X
OTJLISZ,O,X,X,O,X,X
OTJLIZS,O,O,O,O,X,X
OTJLSIZ,O,X,X,O,X,X
OTJLSZI,O,X,O,O,X,X
OTJLZIS,O,O,O,O,X,X
OTJLZSI,O,O,O,O,X,X
OTJSILZ,O,X,X,O,O,X
OTJSIZL,O,X,X,X,O,X
OTJSLIZ,O,X,X,O,O,X
OTJSLZI,O,X,O,O,O,X
OTJSZIL,O,X,O,X,O,X
OTJSZLI,O,X,O,X,O,X
OTJZILS,O,O,O,O,X,O
OTJZISL,O,O,O,X,O,X
OTJZLIS,O,O,O,O,X,O
OTJZLSI,O,O,O,O,X,X
OTJZSIL,O,O,O,X,O,X
OTJZSLI,O,O,O,X,O,X
OTSILJZ,O,X,X,X,X,X
OTSILZJ,O,O,X,X,X,X
OTSIJLZ,O,X,X,X,X,X
OTSIJZL,O,X,X,X,X,X
OTSIZLJ,O,O,X,X,X,X
OTSIZJL,O,O,X,X,X,X
OTSLIJZ,O,X,X,X,X,X
OTSLIZJ,O,O,X,O,X,X
OTSLJIZ,O,X,X,O,X,X
OTSLJZI,O,X,X,O,X,X
OTSLZIJ,O,O,X,O,X,X
OTSLZJI,O,O,X,O,X,X
OTSJILZ,O,X,X,O,X,X
OTSJIZL,O,X,X,X,X,X
OTSJLIZ,O,X,X,O,X,X
OTSJLZI,O,X,O,O,X,X
OTSJZIL,O,X,O,X,X,X
OTSJZLI,O,X,O,X,X,X
OTSZILJ,O,O,X,X,X,O
OTSZIJL,O,O,O,X,X,X
OTSZLIJ,O,O,X,X,X,O
OTSZLJI,O,O,X,X,X,X
OTSZJIL,O,O,O,X,X,X
OTSZJLI,O,O,O,X,X,X
OTZILJS,O,O,O,X,X,O
OTZILSJ,O,O,X,X,X,O
OTZIJLS,O,O,O,X,X,O
OTZIJSL,O,O,O,X,O,X
OTZISLJ,O,O,X,X,X,O
OTZISJL,O,O,O,X,X,X
OTZLIJS,O,O,O,O,X,O
OTZLISJ,O,O,X,O,X,O
OTZLJIS,O,O,O,O,X,O
OTZLJSI,O,O,O,O,X,X
OTZLSIJ,O,O,X,O,X,O
OTZLSJI,O,O,X,O,X,X
OTZJILS,O,O,O,O,X,O
OTZJISL,O,O,O,X,O,X
OTZJLIS,O,O,O,O,X,O
OTZJLSI,O,O,O,O,X,X
OTZJSIL,O,O,O,X,O,X
OTZJSLI,O,O,O,X,O,X
OTZSILJ,O,O,X,X,X,O
OTZSIJL,O,O,O,X,X,X
OTZSLIJ,O,O,X,X,X,O
OTZSLJI,O,O,X,X,X,X
OTZSJIL,O,O,O,X,X,X
OTZSJLI,O,O,O,X,X,X
OITLJSZ,O,X,X,O,X,X
OITLJZS,O,O,X,O,X,X
OITLSJZ,O,X,X,X,X,X
OITLSZJ,O,O,X,O,X,X
OITLZJS,O,O,X,O,X,X
OITLZSJ,O,O,X,O,X,X
OITJLSZ,O,X,X,O,X,X
OITJLZS,O,O,O,O,X,X
OITJSLZ,O,X,X,O,O,X
OITJSZL,O,X,X,X,O,X
OITJZLS,O,O,O,O,X,X
OITJZSL,O,O,O,X,O,X
OITSLJZ,O,X,X,X,X,X
OITSLZJ,O,O,X,X,X,X
OITSJLZ,O,X,X,X,X,X
OITSJZL,O,X,X,X,X,X
OITSZLJ,O,O,X,X,X,X
OITSZJL,O,O,X,X,X,X
OITZLJS,O,O,O,X,X,O
OITZLSJ,O,O,X,X,X,O
OITZJLS,O,O,O,X,X,O
OITZJSL,O,O,O,X,O,X
OITZSLJ,O,O,X,X,X,O
OITZSJL,O,O,O,X,X,X
OILTJSZ,O,X,X,O,X,X
OILTJZS,O,O,X,O,X,X
OILTSJZ,O,X,X,X,X,X
OILTSZJ,O,O,X,O,X,X
OILTZJS,O,O,X,O,X,X
OILTZSJ,O,O,X,O,X,X
OILJTSZ,O,X,X,O,X,X
OILJTZS,O,O,X,O,X,X
OILJSTZ,O,X,X,O,O,X
OILJSZT,O,X,X,O,O,X
OILJZTS,O,O,X,O,X,X
OILJZST,O,O,X,O,O,X
OILSTJZ,O,X,X,X,X,X
OILSTZJ,O,O,X,O,X,X
OILSJTZ,O,X,X,X,X,X
OILSJZT,O,X,X,X,X,X
OILSZTJ,O,X,X,O,X,X
OILSZJT,O,O,X,O,X,X
OILZTJS,O,O,O,O,X,X
OILZTSJ,O,O,X,O,X,X
OILZJTS,O,O,X,O,X,X
OILZJST,O,O,X,O,O,X
OILZSTJ,O,X,X,O,X,X
OILZSJT,O,O,X,O,X,X
OIJTLSZ,O,X,X,O,X,X
OIJTLZS,O,O,O,O,X,X
OIJTSLZ,O,X,X,O,O,X
OIJTSZL,O,X,X,X,O,X
OIJTZLS,O,O,O,O,X,X
OIJTZSL,O,O,O,X,O,X
OIJLTSZ,O,X,X,O,X,X
OIJLTZS,O,O,X,O,X,X
OIJLSTZ,O,X,X,O,O,X
OIJLSZT,O,X,X,O,O,X
OIJLZTS,O,O,X,O,X,X
OIJLZST,O,O,X,O,O,X
OIJSTLZ,O,X,X,O,O,X
OIJSTZL,O,X,X,X,O,X
OIJSLTZ,O,X,X,O,O,X
OIJSLZT,O,X,X,O,O,X
OIJSZTL,O,O,X,X,O,X
OIJSZLT,O,O,X,X,O,X
OIJZTLS,O,O,O,O,X,X
OIJZTSL,O,O,O,X,O,X
OIJZLTS,O,O,X,O,X,X
OIJZLST,O,O,X,O,O,X
OIJZSTL,O,O,X,X,O,X
OIJZSLT,O,O,X,X,O,X
OISTLJZ,O,X,X,X,X,X
OISTLZJ,O,O,X,X,X,X
OISTJLZ,O,X,X,X,X,X
OISTJZL,O,X,X,X,X,X
OISTZLJ,O,O,X,X,X,X
OISTZJL,O,O,X,X,X,X
OISLTJZ,O,X,X,X,X,X
OISLTZJ,O,O,X,X,X,X
OISLJTZ,O,X,X,X,X,X
OISLJZT,O,X,X,X,X,X
OISLZTJ,O,X,X,X,X,X
OISLZJT,O,O,X,X,X,X
OISJTLZ,O,X,X,X,O,X
OISJTZL,O,X,X,X,O,X
OISJLTZ,O,X,X,X,O,X
OISJLZT,O,X,X,X,O,X
OISJZTL,O,O,X,X,O,X
OISJZLT,O,O,X,X,O,X
OISZTLJ,O,O,X,X,X,X
OISZTJL,O,O,O,X,X,X
OISZLTJ,O,X,X,X,X,X
OISZLJT,O,O,X,X,X,X
OISZJTL,O,O,X,X,O,X
OISZJLT,O,O,X,X,O,X
OIZTLJS,O,O,O,X,X,O
OIZTLSJ,O,O,X,X,X,O
OIZTJLS,O,O,O,X,X,O
OIZTJSL,O,O,O,X,O,X
OIZTSLJ,O,O,X,X,X,O
OIZTSJL,O,O,O,X,X,X
OIZLTJS,O,O,O,X,X,O
OIZLTSJ,O,O,X,X,X,O
OIZLJTS,O,O,X,X,X,O
OIZLJST,O,O,X,X,O,O
OIZLSTJ,O,X,X,X,X,O
OIZLSJT,O,O,X,X,X,O
OIZJTLS,O,O,O,X,X,X
OIZJTSL,O,O,O,X,O,X
OIZJLTS,O,O,X,X,X,O
OIZJLST,O,O,X,X,O,O
OIZJSTL,O,O,X,X,O,X
OIZJSLT,O,O,X,X,O,X
OIZSTLJ,O,O,X,X,X,X
OIZSTJL,O,O,O,X,X,X
OIZSLTJ,O,X,X,X,X,O
OIZSLJT,O,O,X,X,X,O
OIZSJTL,O,O,X,X,O,X
OIZSJLT,O,O,X,X,O,X
OLTIJSZ,O,X,X,O,X,X
OLTIJZS,O,O,X,O,X,X
OLTISJZ,O,X,X,X,X,X
OLTISZJ,O,O,X,O,X,X
OLTIZJS,O,O,X,O,X,X
OLTIZSJ,O,O,X,O,X,X
OLTJISZ,O,X,X,O,X,X
OLTJIZS,O,O,O,O,X,X
OLTJSIZ,O,X,X,O,X,X
OLTJSZI,O,X,O,O,X,X
OLTJZIS,O,O,O,O,X,X
OLTJZSI,O,O,O,O,X,X
OLTSIJZ,O,X,X,X,X,X
OLTSIZJ,O,O,X,O,X,X
OLTSJIZ,O,X,X,O,X,X
OLTSJZI,O,X,X,O,X,X
OLTSZIJ,O,O,X,O,X,X
OLTSZJI,O,O,X,O,X,X
OLTZIJS,O,O,O,O,X,O
OLTZISJ,O,O,X,O,X,O
OLTZJIS,O,O,O,O,X,O
OLTZJSI,O,O,O,O,X,X
OLTZSIJ,O,O,X,O,X,O
OLTZSJI,O,O,X,O,X,X
OLITJSZ,O,X,X,O,X,X
OLITJZS,O,O,X,O,X,X
OLITSJZ,O,X,X,X,X,X
OLITSZJ,O,O,X,O,X,X
OLITZJS,O,O,X,O,X,X
OLITZSJ,O,O,X,O,X,X
OLIJTSZ,O,X,X,O,X,X
OLIJTZS,O,O,X,O,X,X
OLIJSTZ,O,X,X,O,O,X
OLIJSZT,O,X,X,O,O,X
OLIJZTS,O,O,X,O,X,X
OLIJZST,O,O,X,O,O,X
OLISTJZ,O,X,X,X,X,X
OLISTZJ,O,O,X,O,X,X
OLISJTZ,O,X,X,X,X,X
OLISJZT,O,X,X,X,X,X
OLISZTJ,O,X,X,O,X,X
OLISZJT,O,O,X,O,X,X
OLIZTJS,O,O,O,O,X,X
OLIZTSJ,O,O,X,O,X,X
OLIZJTS,O,O,X,O,X,X
OLIZJST,O,O,X,O,O,X
OLIZSTJ,O,X,X,O,X,X
OLIZSJT,O,O,X,O,X,X
OLJTISZ,X,X,X,O,X,X
OLJTIZS,X,O,O,O,X,X
OLJTSIZ,X,X,X,O,X,X
OLJTSZI,X,X,O,O,X,X
OLJTZIS,X,O,O,O,X,X
OLJTZSI,X,O,O,O,X,X
OLJITSZ,O,X,X,O,X,X
OLJITZS,O,O,X,O,X,X
OLJISTZ,O,X,X,O,O,X
OLJISZT,O,X,X,O,O,X
OLJIZTS,O,O,X,O,X,X
OLJIZST,O,O,X,O,O,X
OLJSTIZ,O,X,X,O,O,X
OLJSTZI,O,X,X,O,O,X
OLJSITZ,O,X,X,O,O,X
OLJSIZT,O,X,X,O,O,X
OLJSZTI,O,X,X,O,O,X
OLJSZIT,O,X,X,O,O,X
OLJZTIS,X,O,O,O,X,X
OLJZTSI,X,O,O,O,X,X
OLJZITS,O,O,X,O,X,X
OLJZIST,O,O,X,O,O,X
OLJZSTI,O,X,X,O,O,X
OLJZSIT,O,O,X,O,O,X
OLSTIJZ,O,X,X,X,X,X
OLSTIZJ,O,O,X,O,X,X
OLSTJIZ,O,X,X,O,X,X
OLSTJZI,O,X,X,O,X,X
OLSTZIJ,O,O,X,O,X,X
OLSTZJI,O,O,X,O,X,X
OLSITJZ,O,X,X,X,X,X
OLSITZJ,O,O,X,O,X,X
OLSIJTZ,O,X,X,X,X,X
OLSIJZT,O,X,X,X,X,X
OLSIZTJ,O,X,X,O,X,X
OLSIZJT,O,O,X,O,X,X
OLSJTIZ,O,X,X,O,X,X
OLSJTZI,O,X,X,O,X,X
OLSJITZ,O,X,X,O,X,X
OLSJIZT,O,X,X,O,X,X
OLSJZTI,O,X,X,O,X,X
OLSJZIT,O,X,X,O,X,X
OLSZTIJ,O,X,X,O,X,X
OLSZTJI,O,X,X,O,X,X
OLSZITJ,O,X,X,O,X,X
OLSZIJT,O,O,X,O,X,X
OLSZJTI,O,X,X,O,X,X
OLSZJIT,O,O,X,O,X,X
OLZTIJS,O,O,O,O,X,O
OLZTISJ,O,O,X,O,X,O
OLZTJIS,O,O,O,O,X,O
OLZTJSI,O,O,O,O,X,X
OLZTSIJ,O,O,X,O,X,O
OLZTSJI,O,O,X,O,X,X
OLZITJS,O,O,O,O,X,O
OLZITSJ,O,O,X,O,X,O
OLZIJTS,O,O,X,O,X,O
OLZIJST,O,O,X,O,O,O
OLZISTJ,O,X,X,O,X,O
OLZISJT,O,O,X,O,X,O
OLZJTIS,X,O,O,O,X,O
OLZJTSI,X,O,O,O,X,X
OLZJITS,O,O,X,O,X,O
OLZJIST,O,O,X,O,O,O
OLZJSTI,O,X,X,O,O,X
OLZJSIT,O,O,X,O,O,X
OLZSTIJ,O,X,X,O,X,O
OLZSTJI,O,X,X,O,X,X
OLZSITJ,O,X,X,O,X,O
OLZSIJT,O,O,X,O,X,O
OLZSJTI,O,X,X,O,X,X
OLZSJIT,O,O,X,O,X,X
OJTILSZ,O,X,X,O,X,X
OJTILZS,O,O,O,O,X,X
OJTISLZ,O,X,X,O,O,X
OJTISZL,O,X,X,X,O,X
OJTIZLS,O,O,O,O,X,X
OJTIZSL,O,O,O,X,O,X
OJTLISZ,O,X,X,O,X,X
OJTLIZS,O,O,O,O,X,X
OJTLSIZ,O,X,X,O,X,X
OJTLSZI,O,X,O,O,X,X
OJTLZIS,O,O,O,O,X,X
OJTLZSI,O,O,O,O,X,X
OJTSILZ,O,X,X,O,O,X
OJTSIZL,O,X,X,X,O,X
OJTSLIZ,O,X,X,O,O,X
OJTSLZI,O,X,O,O,O,X
OJTSZIL,O,X,O,X,O,X
OJTSZLI,O,X,O,X,O,X
OJTZILS,O,O,O,O,X,O
OJTZISL,O,O,O,X,O,X
OJTZLIS,O,O,O,O,X,O
OJTZLSI,O,O,O,O,X,X
OJTZSIL,O,O,O,X,O,X
OJTZSLI,O,O,O,X,O,X
OJITLSZ,O,X,X,O,X,X
OJITLZS,O,O,O,O,X,X
OJITSLZ,O,X,X,O,O,X
OJITSZL,O,X,X,X,O,X
OJITZLS,O,O,O,O,X,X
OJITZSL,O,O,O,X,O,X
OJILTSZ,O,X,X,O,X,X
OJILTZS,O,O,X,O,X,X
OJILSTZ,O,X,X,O,O,X
OJILSZT,O,X,X,O,O,X
OJILZTS,O,O,X,O,X,X
OJILZST,O,O,X,O,O,X
OJISTLZ,O,X,X,O,O,X
OJISTZL,O,X,X,X,O,X
OJISLTZ,O,X,X,O,O,X
OJISLZT,O,X,X,O,O,X
OJISZTL,O,O,X,X,O,X
OJISZLT,O,O,X,X,O,X
OJIZTLS,O,O,O,O,X,X
OJIZTSL,O,O,O,X,O,X
OJIZLTS,O,O,X,O,X,X
OJIZLST,O,O,X,O,O,X
OJIZSTL,O,O,X,X,O,X
OJIZSLT,O,O,X,X,O,X
OJLTISZ,X,X,X,O,X,X
OJLTIZS,X,O,O,O,X,X
OJLTSIZ,X,X,X,O,X,X
OJLTSZI,X,X,O,O,X,X
OJLTZIS,X,O,O,O,X,X
OJLTZSI,X,O,O,O,X,X
OJLITSZ,O,X,X,O,X,X
OJLITZS,O,O,X,O,X,X
