sequence,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8Jez7IvhFUd?BajB5jB2lBfnBFrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8JeU8IvhFaj?B5jBTgBOnB3hBFrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8Je37IvhFUd?BajB5jBllBzmBOrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8JecAJvhFaj?B5jBThBOnBfrBlrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8JeG+IvhFTg?BxhB/oBUhBanBFrB,v115@zgC8GeB8HeB8EeA8BeC8DeB8AeD8AeE8JecAJvhFGe?BFiB/oBCmBZmBzrB
OJISZLT,O,O,X,X,O,X
OJIZTLS,O,O,O,X,X,X
OJIZTSL,O,O,O,X,X,X
OJIZLTS,O,O,O,X,X,X
OJIZLST,O,O,X,O,X,X
OJIZSTL,O,X,X,O,X,X
OJIZSLT,O,O,X,O,X,X
OJLTISZ,O,O,O,X,X,X
OJLTIZS,O,O,O,X,X,X
OJLTSIZ,O,O,O,X,X,X
OJLTSZI,O,O,O,X,X,X
OJLTZIS,O,O,O,X,X,X
OJLTZSI,O,O,O,X,X,X
OJLITSZ,O,O,O,X,X,X
OJLITZS,O,O,O,X,X,X
OJLISTZ,O,O,X,X,X,X
OJLISZT,O,O,X,X,X,X
OJLIZTS,O,O,O,X,X,X
OJLIZST,O,O,X,O,X,X
OJLSTIZ,O,O,X,X,X,X
OJLSTZI,O,O,X,X,X,X
OJLSITZ,O,O,X,X,X,X
OJLSIZT,O,O,X,X,X,X
OJLSZTI,O,X,X,X,X,X
OJLSZIT,O,O,X,X,X,X
OJLZTIS,O,O,O,X,X,X
OJLZTSI,O,O,O,X,X,X
OJLZITS,O,O,O,X,X,X
OJLZIST,O,O,X,O,X,X
OJLZSTI,O,X,X,O,X,X
OJLZSIT,O,O,X,O,X,X
OJSTILZ,O,O,X,X,O,X
OJSTIZL,O,O,X,X,O,X
OJSTLIZ,O,O,X,X,O,X
OJSTLZI,O,O,X,X,X,X
OJSTZIL,O,O,X,X,O,X
OJSTZLI,O,O,X,X,X,X
OJSITLZ,O,O,X,X,O,X
OJSITZL,O,O,X,X,O,X
OJSILTZ,O,O,X,X,O,X
OJSILZT,O,O,X,X,O,X
OJSIZTL,O,X,X,X,O,X
OJSIZLT,O,O,X,X,O,X
OJSLTIZ,O,O,X,X,O,X
OJSLTZI,O,O,X,X,X,X
OJSLITZ,O,O,X,X,O,X
OJSLIZT,O,O,X,X,O,X
OJSLZTI,O,X,X,X,X,X
OJSLZIT,O,O,X,X,X,X
OJSZTIL,O,X,X,X,O,X
OJSZTLI,O,X,X,X,X,X
OJSZITL,O,X,X,X,O,X
OJSZILT,O,O,X,X,O,X
OJSZLTI,O,X,X,X,X,X
OJSZLIT,O,O,X,X,X,X
OJZTILS,O,O,O,X,X,X
OJZTISL,O,O,O,X,X,X
OJZTLIS,O,O,O,X,X,X
OJZTLSI,O,O,O,X,X,X
OJZTSIL,O,O,O,X,X,X
OJZTSLI,O,O,O,X,X,X
OJZITLS,O,O,O,X,X,X
OJZITSL,O,O,O,X,X,X
OJZILTS,O,O,O,X,X,X
OJZILST,O,O,X,O,X,X
OJZISTL,O,X,X,O,X,X
OJZISLT,O,O,X,O,X,X
OJZLTIS,O,O,O,X,X,X
OJZLTSI,O,O,O,X,X,X
OJZLITS,O,O,O,X,X,X
OJZLIST,O,O,X,O,X,X
OJZLSTI,O,X,X,O,X,X
OJZLSIT,O,O,X,O,X,X
OJZSTIL,O,X,X,O,X,X
OJZSTLI,O,X,X,O,X,X
OJZSITL,O,X,X,O,X,X
OJZSILT,O,O,X,O,X,X
OJZSLTI,O,X,X,O,X,X
OJZSLIT,O,O,X,O,X,X
OSTILJZ,O,X,O,X,O,X
OSTILZJ,O,X,O,X,X,X
OSTIJLZ,O,O,O,X,O,X
OSTIJZL,O,O,O,X,O,X
OSTIZLJ,O,X,O,X,X,X
OSTIZJL,O,O,O,X,O,X
OSTLIJZ,O,X,O,X,O,X
OSTLIZJ,O,X,O,X,X,X
OSTLJIZ,O,X,O,X,O,X
OSTLJZI,O,X,O,X,X,X
OSTLZIJ,O,X,O,X,X,X
OSTLZJI,O,X,O,X,X,X
OSTJILZ,O,O,O,X,O,X
OSTJIZL,O,O,O,X,O,X
OSTJLIZ,O,O,O,X,O,X
OSTJLZI,O,O,O,X,X,X
OSTJZIL,O,O,O,X,O,X
OSTJZLI,O,O,O,X,X,X
OSTZILJ,O,X,O,X,X,X
OSTZIJL,O,O,O,X,O,X
OSTZLIJ,O,X,O,X,X,X
OSTZLJI,O,X,O,X,X,X
OSTZJIL,O,O,O,X,O,X
OSTZJLI,O,O,O,X,X,X
OSITLJZ,O,X,O,X,O,X
OSITLZJ,O,X,O,X,X,X
OSITJLZ,O,O,O,X,O,X
OSITJZL,O,O,O,X,O,X
OSITZLJ,O,X,O,X,X,X
OSITZJL,O,O,O,X,O,X
OSILTJZ,O,X,O,X,X,X
OSILTZJ,O,X,O,X,X,X
OSILJTZ,O,O,X,X,O,X
OSILJZT,O,O,X,X,O,X
OSILZTJ,O,X,O,X,X,X
OSILZJT,O,X,X,X,X,X
OSIJTLZ,O,O,X,X,O,X
OSIJTZL,O,O,X,X,O,X
OSIJLTZ,O,O,X,X,O,X
OSIJLZT,O,O,X,X,O,X
OSIJZTL,O,X,X,X,O,X
OSIJZLT,O,O,X,X,O,X
OSIZTLJ,O,X,O,X,X,X
OSIZTJL,O,X,O,X,X,X
OSIZLTJ,O,X,O,X,X,X
OSIZLJT,O,X,X,X,X,X
OSIZJTL,O,X,X,X,O,X
OSIZJLT,O,O,X,X,O,X
OSLTIJZ,O,X,O,X,O,X
OSLTIZJ,O,X,O,X,X,X
OSLTJIZ,O,X,O,X,O,X
OSLTJZI,O,X,O,X,X,X
OSLTZIJ,O,X,O,X,X,X
OSLTZJI,O,X,O,X,X,X
OSLITJZ,O,X,O,X,X,X
OSLITZJ,O,X,O,X,X,X
OSLIJTZ,O,O,X,X,O,X
OSLIJZT,O,O,X,X,O,X
OSLIZTJ,O,X,O,X,X,X
OSLIZJT,O,X,X,X,X,X
OSLJTIZ,O,O,X,X,O,X
OSLJTZI,O,O,X,X,X,X
OSLJITZ,O,O,X,X,O,X
OSLJIZT,O,O,X,X,O,X
OSLJZTI,O,X,X,X,X,X
OSLJZIT,O,O,X,X,X,X
OSLZTIJ,O,X,O,X,X,X
OSLZTJI,O,X,O,X,X,X
OSLZITJ,O,X,O,X,X,X
OSLZIJT,O,X,X,X,X,X
OSLZJTI,O,X,X,X,X,X
OSLZJIT,O,X,X,X,X,X
OSJTILZ,O,O,X,X,O,X
OSJTIZL,O,O,X,X,O,X
OSJTLIZ,O,O,X,X,O,X
OSJTLZI,O,O,X,X,X,X
OSJTZIL,O,O,X,X,O,X
OSJTZLI,O,O,X,X,X,X
OSJITLZ,O,O,X,X,O,X
OSJITZL,O,O,X,X,O,X
OSJILTZ,O,O,X,X,O,X
OSJILZT,O,O,X,X,O,X
OSJIZTL,O,X,X,X,O,X
OSJIZLT,O,O,X,X,O,X
OSJLTIZ,O,O,X,X,O,X
OSJLTZI,O,O,X,X,X,X
OSJLITZ,O,O,X,X,O,X
OSJLIZT,O,O,X,X,O,X
OSJLZTI,O,X,X,X,X,X
OSJLZIT,O,O,X,X,X,X
OSJZTIL,O,X,X,X,O,X
OSJZTLI,O,X,X,X,X,X
OSJZITL,O,X,X,X,O,X
OSJZILT,O,O,X,X,O,X
OSJZLTI,O,X,X,X,X,O
OSJZLIT,O,O,X,X,X,X
OSZTILJ,O,X,O,X,X,X
OSZTIJL,O,X,O,X,O,X
OSZTLIJ,O,X,O,X,X,X
OSZTLJI,O,X,O,X,X,X
OSZTJIL,O,X,O,X,O,X
OSZTJLI,O,X,O,X,X,X
OSZITLJ,O,X,O,X,X,X
OSZITJL,O,X,O,X,X,X
OSZILTJ,O,X,O,X,X,X
OSZILJT,O,X,X,X,X,X
OSZIJTL,O,X,X,X,O,X
OSZIJLT,O,O,X,X,O,X
OSZLTIJ,O,X,O,X,X,O
OSZLTJI,O,X,O,X,X,O
OSZLITJ,O,X,O,X,X,X
OSZLIJT,O,X,X,X,X,X
OSZLJTI,O,X,X,X,X,O
OSZLJIT,O,X,X,X,X,X
OSZJTIL,O,X,X,X,O,X
OSZJTLI,O,X,X,X,X,X
OSZJITL,O,X,X,X,O,X
OSZJILT,O,O,X,X,O,X
OSZJLTI,O,X,X,X,X,O
OSZJLIT,O,O,X,X,X,X
OZTILJS,X,O,O,X,X,X
OZTILSJ,X,X,O,X,X,X
OZTIJLS,X,O,O,X,X,X
OZTIJSL,X,O,O,X,X,X
OZTISLJ,X,X,O,X,X,X
OZTISJL,X,O,O,X,O,X
OZTLIJS,X,O,O,X,X,X
OZTLISJ,X,X,O,X,X,X
OZTLJIS,X,O,O,X,X,X
OZTLJSI,X,O,O,X,X,X
OZTLSIJ,X,X,O,X,X,X
OZTLSJI,X,X,O,X,X,X
OZTJILS,X,O,O,X,X,X
OZTJISL,X,O,O,X,X,X
OZTJLIS,X,O,O,X,X,X
OZTJLSI,X,O,O,X,X,X
OZTJSIL,X,O,O,X,X,X
OZTJSLI,X,O,O,X,X,X
OZTSILJ,X,X,O,X,X,X
OZTSIJL,X,O,O,X,O,X
OZTSLIJ,X,X,O,X,X,X
OZTSLJI,X,X,O,X,X,X
OZTSJIL,X,O,O,X,O,X
OZTSJLI,X,O,O,X,X,X
OZITLJS,X,O,O,X,X,X
OZITLSJ,X,X,O,X,X,X
OZITJLS,X,O,O,X,X,X
OZITJSL,X,O,O,X,X,X
OZITSLJ,X,X,O,X,X,X
OZITSJL,X,O,O,X,X,X
OZILTJS,X,X,O,X,X,X
OZILTSJ,X,X,O,X,X,X
OZILJTS,X,O,O,X,X,X
OZILJST,X,O,X,O,X,X
OZILSTJ,O,X,O,X,X,X
OZILSJT,O,X,X,O,X,X
OZIJTLS,X,O,O,X,X,X
OZIJTSL,X,O,O,X,X,X
OZIJLTS,X,O,O,X,X,X
OZIJLST,X,O,X,O,X,X
OZIJSTL,X,X,X,O,X,X
OZIJSLT,X,O,X,O,X,X
OZISTLJ,O,X,O,X,X,X
OZISTJL,O,X,O,O,X,X
OZISLTJ,O,X,O,X,X,X
OZISLJT,O,X,X,O,X,X
OZISJTL,O,X,X,O,O,X
OZISJLT,O,O,X,O,O,X
OZLTIJS,X,X,O,X,X,X
OZLTISJ,X,X,O,X,X,X
OZLTJIS,X,X,O,X,X,X
OZLTJSI,X,X,O,X,X,X
OZLTSIJ,X,X,O,X,X,O
OZLTSJI,X,X,O,X,X,O
OZLITJS,X,X,O,X,X,X
OZLITSJ,X,X,O,X,X,X
OZLIJTS,X,O,O,X,X,X
OZLIJST,X,O,X,O,X,X
OZLISTJ,O,X,O,X,X,X
OZLISJT,O,X,X,O,X,X
OZLJTIS,X,O,O,X,X,X
OZLJTSI,X,O,O,X,X,X
OZLJITS,X,O,O,X,X,X
OZLJIST,X,O,X,O,X,X
OZLJSTI,X,X,X,O,X,X
OZLJSIT,X,O,X,O,X,X
OZLSTIJ,O,X,O,X,X,O
OZLSTJI,O,X,O,X,X,O
OZLSITJ,O,X,O,X,X,X
OZLSIJT,O,X,X,O,X,X
OZLSJTI,O,X,X,O,X,O
OZLSJIT,O,X,X,O,X,X
OZJTILS,X,O,O,X,X,X
OZJTISL,X,O,O,X,X,X
OZJTLIS,X,O,O,X,X,X
OZJTLSI,X,O,O,X,X,X
OZJTSIL,X,O,O,X,X,X
OZJTSLI,X,O,O,X,X,X
OZJITLS,X,O,O,X,X,X
OZJITSL,X,O,O,X,X,X
OZJILTS,X,O,O,X,X,X
OZJILST,X,O,X,O,X,X
OZJISTL,X,X,X,O,X,X
OZJISLT,X,O,X,O,X,X
OZJLTIS,X,O,O,X,X,X
OZJLTSI,X,O,O,X,X,X
OZJLITS,X,O,O,X,X,X
OZJLIST,X,O,X,O,X,X
OZJLSTI,X,X,X,O,X,X
OZJLSIT,X,O,X,O,X,X
OZJSTIL,X,X,X,O,X,X
OZJSTLI,X,X,X,O,X,X
OZJSITL,X,X,X,O,X,X
OZJSILT,X,O,X,O,X,X
OZJSLTI,X,X,X,O,X,X
OZJSLIT,X,O,X,O,X,X
OZSTILJ,O,X,O,X,X,X
OZSTIJL,O,X,O,O,O,X
OZSTLIJ,O,X,O,X,X,X
OZSTLJI,O,X,O,X,X,X
OZSTJIL,O,X,O,O,O,X
OZSTJLI,O,X,O,O,X,X
OZSITLJ,O,X,O,X,X,X
OZSITJL,O,X,O,O,X,X
OZSILTJ,O,X,O,X,X,X
OZSILJT,O,X,X,O,X,X
OZSIJTL,O,X,X,O,O,X
OZSIJLT,O,O,X,O,O,X
OZSLTIJ,O,X,O,X,X,O
OZSLTJI,O,X,O,X,X,O
OZSLITJ,O,X,O,X,X,X
OZSLIJT,O,X,X,O,X,X
OZSLJTI,O,X,X,O,X,O
OZSLJIT,O,X,X,O,X,X
OZSJTIL,O,X,X,O,O,X
OZSJTLI,O,X,X,O,X,X
OZSJITL,O,X,X,O,O,X
OZSJILT,O,O,X,O,O,X
OZSJLTI,O,X,X,O,X,O
OZSJLIT,O,O,X,O,X,X
