sequence,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeC8IvhFTdBejB?5jBVsBXrB0rB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeC8IvhFldB5jB?mhB8nBzrBXrB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeG8IvhFxdB0iB?6oBlmBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeSBJvhFmdB5jB?0iBlmBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8Jez7IvhFUdBGeB?1mB/oBSsBRwB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8Jei9IvhF5jBziB?lmBXsBuqBcrB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JefBJvhFSiBTeB?UnBGoBlmBRwB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeG8IvhFxdB6oB?0mBlnBzqBXsB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeR8IvhFGeBUhB?/oBTnBSwBFsB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8Jez7IvhFldB5jB?8nBmmBSwBfsB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeU9IvhFajB5jB?FhBWsBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeR9IvhFSjBFhB?8mBGoBXsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeaDJvhF5jBFhB?XiBcsBurBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeSBJvhF/iBTjB?UhBVsBGoBRwB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeR8IvhFGeBFiB?/oB6rBcsBzqB,v115@zgC8GeC8GeD8FeE8CeA8AeC8DeC8JeG8IvhF0mBxnB?6oBlnBzqBXsB
TLZSOIJ,X,X,O,X,O,X,X,O,O,X,X,X,O,O,O,X
TLZSOJI,X,X,O,X,O,X,X,O,O,X,X,X,X,O,O,X
TLZOIJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TLZOISJ,X,O,X,X,O,X,X,O,O,X,X,X,O,X,O,X
TLZOJIS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TLZOJSI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TLZOSIJ,X,X,X,X,O,X,X,O,O,X,X,X,O,O,O,X
TLZOSJI,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O,X
TLOIJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLOIJZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLOISJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
TLOISZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
TLOIZJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLOIZSJ,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X
TLOJISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJIZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLOJSIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOJSZI,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TLOJZIS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLOJZSI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOSIJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOSIZJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TLOSJIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOSJZI,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TLOSZIJ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TLOSZJI,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TLOZIJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TLOZISJ,X,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X
TLOZJIS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TLOZJSI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TLOZSIJ,X,O,X,X,O,X,X,O,O,X,X,X,O,O,X,X
TLOZSJI,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X
TJILSZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJILSOZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TJILZSO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJILZOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILOSZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJILOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISLZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJISLOZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TJISZLO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TJISZOL,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TJISOLZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TJISOZL,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TJIZLSO,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
TJIZLOS,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJIZSLO,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJIZSOL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJIZOLS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJIZOSL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJIOLSZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJIOLZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOSLZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJIOSZL,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJIOZLS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJIOZSL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLISZO,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TJLISOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLIZSO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLIZOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIZO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJLSIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZIO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJLSZOI,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJLSOIZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLSOZI,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
TJLZISO,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TJLZIOS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLZSIO,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
TJLZSOI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLZOIS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLZOSI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLOISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSIZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJLOSZI,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
TJLOZIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZSI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSILZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSILOZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSIZLO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSIZOL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSIOLZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSIOZL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSLIZO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJSLIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZIO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJSLZOI,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJSLOIZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSLOZI,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
TJSZILO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJSZIOL,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJSZLIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJSZLOI,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TJSZOIL,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJSZOLI,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TJSOILZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSOIZL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSOLIZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSOLZI,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
TJSOZIL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOZLI,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZILSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TJZILOS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TJZISLO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJZISOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLISO,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TJZLIOS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJZLSIO,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TJZLSOI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJZLOIS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJZLOSI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJZSILO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJZSIOL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSLIO,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TJZSLOI,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZSOIL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZOILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOISL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLIS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJZOLSI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZOSIL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOILSZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOILZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOISLZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJOISZL,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJOIZLS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOIZSL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOLISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOLSZI,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
TJOLZIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZSI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSILZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOSIZL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOSLZI,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
TJOSZIL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOSZLI,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOZILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZISL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZLSI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOZSIL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZSLI,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSILJZO,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSILJOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILZJO,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TSILZOJ,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TSILOJZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSILOZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
TSIJLZO,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSIJLOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIJZLO,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSIJZOL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSIJOLZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSIJOZL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSIZLJO,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TSIZLOJ,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TSIZJLO,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TSIZJOL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSIZOLJ,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
TSIZOJL,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSIOLJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSIOLZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
TSIOJLZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSIOJZL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSIOZJL,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLIJZO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLIJOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIZJO,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TSLIZOJ,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
TSLIOJZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLIOZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TSLJIZO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJZIO,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X
TSLJZOI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X
TSLJOIZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJOZI,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
TSLZIJO,X,X,O,O,O,X,X,O,O,X,X,X,O,X,O,X
TSLZIOJ,X,X,O,O,O,X,X,O,X,X,X,X,O,X,O,X
TSLZJIO,X,X,O,O,O,X,X,O,O,X,X,X,O,X,O,X
TSLZJOI,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X
TSLZOIJ,X,X,O,O,O,X,X,O,O,X,X,X,O,O,O,X
TSLZOJI,X,X,O,O,O,X,X,O,O,X,X,X,X,O,O,X
TSLOIJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
TSLOJIZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLOJZI,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
TSLOZIJ,X,X,O,O,O,O,X,X,O,X,X,X,X,O,X,X
TSLOZJI,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X
TSJILZO,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJILOZ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJIZLO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSJIZOL,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSJIOLZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSJIOZL,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSJLIZO,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSJLIOZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLZIO,X,X,O,O,O,X,X,X,O,X,X,O,X,X,O,X
TSJLZOI,X,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X
TSJLOIZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJLOZI,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X
TSJZILO,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TSJZIOL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSJZLIO,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X
TSJZLOI,X,X,O,O,O,X,O,X,X,X,X,O,X,X,O,X
TSJZOIL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSJZOLI,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TSJOILZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSJOIZL,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSJOLIZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TSJOLZI,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X
TSJOZIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOZLI,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZILJO,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TSZILOJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TSZIJLO,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
TSZIJOL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSZIOLJ,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TSZIOJL,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZLIJO,X,X,O,O,O,X,X,O,X,X,X,X,O,X,O,X
TSZLIOJ,X,X,O,O,O,X,X,O,X,X,X,X,O,X,O,X
TSZLJIO,X,X,O,O,O,X,X,O,X,X,X,O,O,X,O,X
TSZLJOI,X,X,O,O,O,X,O,O,X,X,X,O,X,X,O,X
TSZLOIJ,X,X,O,O,O,X,X,O,X,X,X,X,O,O,O,X
TSZLOJI,X,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X
TSZJILO,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X
TSZJIOL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSZJLIO,X,X,O,O,X,X,X,O,X,X,X,O,O,X,O,X
TSZJLOI,X,X,O,O,O,X,O,X,X,X,X,O,X,X,O,X
TSZJOIL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSZJOLI,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TSZOILJ,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TSZOIJL,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZOLIJ,X,X,O,O,O,O,X,X,X,X,X,X,O,O,X,X
TSZOLJI,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TSZOJIL,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSZOJLI,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
TSOILJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOILZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
TSOIJLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOIJZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOIZLJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOIZJL,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOLIJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOLIZJ,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
TSOLJIZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOLJZI,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
TSOLZIJ,X,X,O,O,O,O,X,X,O,X,X,X,X,O,X,X
TSOLZJI,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X
TSOJILZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOJIZL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOJLIZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOJLZI,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
TSOJZIL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOJZLI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOZILJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOZIJL,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOZLIJ,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TSOZLJI,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TSOZJIL,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOZJLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZILJSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TZILJOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
TZILSJO,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TZILSOJ,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O
TZILOJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
TZILOSJ,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O
TZIJLSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TZIJLOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
TZIJSLO,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TZIJSOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZIJOLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIJOSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZISLJO,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TZISLOJ,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
TZISJLO,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TZISJOL,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZISOLJ,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TZISOJL,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZIOLJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
TZIOLSJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TZIOJLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOJSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOSLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TZIOSJL,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZLIJSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X
TZLIJOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TZLISJO,X,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X
TZLISOJ,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X
TZLIOJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TZLIOSJ,X,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X
TZLJISO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O,X
TZLJIOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TZLJSIO,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X
TZLJSOI,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
TZLJOIS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TZLJOSI,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TZLSIJO,X,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X
TZLSIOJ,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X
TZLSJIO,X,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X
TZLSJOI,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X
TZLSOIJ,X,X,O,X,O,X,X,O,X,X,X,X,O,O,O,X
TZLSOJI,X,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X
TZLOIJS,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TZLOISJ,X,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X
TZLOJIS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TZLOJSI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TZLOSIJ,X,O,X,X,O,X,X,O,X,X,X,X,O,O,O,X
TZLOSJI,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
TZJILSO,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
TZJILOS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TZJISLO,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TZJISOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJIOLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
