sequence,v115@PhC8GeD8BeB8AeC8JeT/IvhFelBChBxiBlmBcsB3qB,v115@PhC8GeD8BeB8AeC8Je/EJvhFRgBzhBCjBOqB8qBFsB,v115@PhC8GeD8BeB8AeC8Jei/IvhFFhBxiBzkB+qB3mBcsB,v115@PhC8GeD8BeB8AeC8JemAJvhFzhBCjBxkB0kB3qBFsB,v115@PhC8GeD8BeB8AeC8Jex/IvhFmhBCjB0kBXmBFsBTqB,v115@PhC8GeD8BeB8AeC8Je/EJvhFUgBamBWnBxnBTqBFsB,v115@PhC8GeD8BeB8AeC8JemBJvhFCjBxkBXmB0kBFsBTqB,v115@PhC8GeD8BeB8AeC8Jei/IvhFFhBxiBWqB3mBcsBTqB,v115@PhC8GeD8BeB8AeC8Je3BJvhFxkBOsBlkBUmBCoBTqB
LTOIZJS,X,O,O,O,X,O,X,X,X
LTOIZSJ,X,O,O,X,X,O,X,X,X
LTOJISZ,X,X,O,O,X,O,X,X,X
LTOJIZS,O,X,O,O,X,O,X,X,X
LTOJSIZ,X,O,O,O,X,O,O,X,X
LTOJSZI,O,O,O,O,O,O,X,X,X
LTOJZIS,O,O,O,X,O,O,X,X,X
LTOJZSI,O,O,O,X,O,O,X,X,X
LTOSIJZ,X,O,X,O,X,O,O,X,X
LTOSIZJ,X,O,X,O,X,O,X,X,X
LTOSJIZ,O,O,O,O,X,O,O,X,X
LTOSJZI,O,O,O,O,O,O,X,X,X
LTOSZIJ,O,O,X,O,O,O,X,X,X
LTOSZJI,O,O,X,O,O,O,X,X,X
LTOZIJS,O,O,O,O,O,O,X,X,X
LTOZISJ,O,O,O,X,O,O,X,X,X
LTOZJIS,O,O,O,X,O,O,X,X,X
LTOZJSI,O,O,O,X,O,O,X,X,X
LTOZSIJ,O,O,O,O,O,O,X,X,X
LTOZSJI,O,O,O,O,O,O,X,X,X
LITJSZO,X,X,O,X,O,O,O,X,X
LITJSOZ,X,X,O,O,X,O,O,X,X
LITJZSO,X,X,O,X,O,O,X,O,X
LITJZOS,X,X,O,O,O,O,X,X,X
LITJOSZ,X,X,O,O,X,O,X,X,X
LITJOZS,X,X,O,O,X,O,X,X,X
LITSJZO,X,X,X,O,O,O,O,X,X
LITSJOZ,X,O,X,O,X,O,O,X,X
LITSZJO,X,O,X,O,O,O,O,X,X
LITSZOJ,X,O,X,O,O,O,X,X,X
LITSOJZ,X,O,X,O,X,O,O,X,X
LITSOZJ,X,O,X,O,X,O,X,X,X
LITZJSO,X,O,O,X,O,O,X,O,X
LITZJOS,X,O,O,O,O,O,X,X,X
LITZSJO,X,O,O,X,O,O,O,O,X
LITZSOJ,X,O,O,X,O,O,X,O,X
LITZOJS,X,O,O,O,O,O,X,X,X
LITZOSJ,X,O,O,X,O,O,X,X,X
LITOJSZ,X,X,O,O,X,O,X,X,X
LITOJZS,X,X,O,O,X,O,X,X,X
LITOSJZ,X,O,X,O,X,O,O,X,X
LITOSZJ,X,O,X,O,X,O,X,X,X
LITOZJS,X,O,O,O,X,O,X,X,X
LITOZSJ,X,O,O,X,X,O,X,X,X
LIJTSZO,X,X,O,X,X,X,O,X,X
LIJTSOZ,X,X,O,O,X,X,O,X,X
LIJTZSO,X,X,O,X,X,X,X,O,X
LIJTZOS,X,X,O,O,X,X,X,X,X
LIJTOSZ,X,X,O,O,X,X,X,X,X
LIJTOZS,X,X,O,O,X,X,X,X,X
LIJSTZO,X,X,O,X,X,X,X,O,O
LIJSTOZ,X,X,O,O,X,X,X,X,O
LIJSZTO,X,X,O,X,X,X,X,O,O
LIJSZOT,X,X,O,X,X,X,X,O,O
LIJSOTZ,X,X,X,X,X,X,X,X,O
LIJSOZT,X,X,X,X,X,X,X,X,O
LIJZTSO,O,X,O,X,X,X,X,O,X
LIJZTOS,O,X,O,O,X,X,X,X,X
LIJZSTO,X,X,O,X,X,X,X,O,X
LIJZSOT,X,X,O,X,X,X,X,O,X
LIJZOTS,O,X,O,X,X,X,X,X,X
LIJZOST,X,X,O,X,X,X,X,O,X
LIJOTSZ,X,X,O,O,X,X,X,X,X
LIJOTZS,X,X,O,O,X,X,X,X,X
LIJOSTZ,X,X,O,X,X,X,X,X,X
LIJOSZT,X,X,O,X,X,X,X,X,X
LIJOZTS,O,X,O,X,X,X,X,X,X
LIJOZST,X,X,O,X,X,X,X,O,X
LISTJZO,X,X,X,O,X,O,O,X,X
LISTJOZ,O,O,X,O,X,O,O,X,X
LISTZJO,X,O,O,O,X,O,O,O,X
LISTZOJ,X,O,O,O,X,O,X,O,X
LISTOJZ,X,O,X,O,X,O,O,X,X
LISTOZJ,X,O,X,O,X,O,X,X,X
LISJTZO,X,X,O,O,X,X,X,O,X
LISJTOZ,O,O,O,O,X,X,X,X,X
LISJZTO,O,O,O,O,X,X,X,O,X
LISJZOT,O,X,O,X,X,X,X,O,X
LISJOTZ,O,X,X,O,X,X,X,X,X
LISJOZT,O,X,X,X,X,X,X,X,X
LISZTJO,O,O,O,O,X,O,X,O,X
LISZTOJ,O,O,O,O,X,O,X,O,X
LISZJTO,O,O,O,O,X,X,X,O,X
LISZJOT,O,O,O,X,X,X,X,O,X
LISZOTJ,O,O,O,X,X,X,X,O,X
LISZOJT,O,X,O,X,X,X,X,O,X
LISOTJZ,X,O,X,O,X,O,X,X,X
LISOTZJ,X,O,X,O,X,O,X,X,X
LISOJTZ,O,X,O,O,X,X,X,X,X
LISOJZT,O,X,O,X,X,X,X,X,X
LISOZTJ,O,O,O,X,X,O,X,X,X
LISOZJT,O,X,O,X,X,X,X,X,X
LIZTJSO,O,O,O,X,O,X,X,O,X
LIZTJOS,O,O,O,O,O,X,X,X,X
LIZTSJO,O,O,O,X,O,X,O,O,X
LIZTSOJ,O,O,O,X,O,X,X,O,X
LIZTOJS,O,O,O,O,O,X,X,X,X
LIZTOSJ,O,O,O,X,O,X,X,X,X
LIZJTSO,O,O,O,X,O,X,X,O,X
LIZJTOS,O,O,O,O,O,X,X,X,X
LIZJSTO,X,O,O,X,X,X,X,O,X
LIZJSOT,X,O,O,X,X,X,X,O,X
LIZJOTS,O,X,O,X,X,X,X,X,X
LIZJOST,X,X,O,X,X,X,X,O,X
LIZSTJO,O,O,O,X,O,X,X,O,X
LIZSTOJ,O,O,O,X,O,X,X,O,X
LIZSJTO,O,O,O,X,X,X,X,O,X
LIZSJOT,O,O,O,X,X,X,X,O,X
LIZSOTJ,O,O,O,X,X,X,X,O,X
LIZSOJT,O,X,O,X,X,X,X,O,X
LIZOTJS,O,X,O,X,O,X,X,X,X
LIZOTSJ,O,X,O,X,O,X,X,X,X
LIZOJTS,O,X,O,X,X,X,X,X,X
LIZOJST,X,X,O,X,X,X,X,O,X
LIZOSTJ,O,X,O,X,X,X,X,O,X
LIZOSJT,O,X,O,X,X,X,X,O,X
LIOTJSZ,X,X,O,O,X,O,X,X,X
LIOTJZS,X,X,O,O,X,O,X,X,X
LIOTSJZ,X,X,X,O,X,O,O,X,X
LIOTSZJ,X,X,X,X,X,O,X,X,X
LIOTZJS,X,X,O,O,X,O,X,X,X
LIOTZSJ,X,X,O,X,X,O,X,X,X
LIOJTSZ,X,X,O,O,X,X,X,X,X
LIOJTZS,X,X,O,O,X,X,X,X,X
LIOJSTZ,X,X,O,X,X,X,X,X,X
LIOJSZT,X,X,O,X,X,X,X,X,X
LIOJZTS,O,X,O,X,X,X,X,X,X
LIOJZST,X,X,O,X,X,X,X,O,X
LIOSTJZ,X,X,X,X,X,O,X,X,X
LIOSTZJ,X,X,X,X,X,O,X,X,X
LIOSJTZ,O,X,O,X,X,X,X,X,X
LIOSJZT,O,X,O,X,X,X,X,X,X
LIOSZTJ,O,X,O,X,X,O,X,X,X
LIOSZJT,O,X,O,X,X,X,X,X,X
LIOZTJS,O,X,O,X,X,X,X,X,X
LIOZTSJ,O,X,O,X,X,X,X,X,X
LIOZJTS,O,X,O,X,X,X,X,X,X
LIOZJST,X,X,O,X,X,X,X,O,X
LIOZSTJ,O,X,O,X,X,X,X,O,X
LIOZSJT,O,X,O,X,X,X,X,O,X
LJTISZO,X,X,O,X,O,O,O,X,X
LJTISOZ,X,X,O,O,X,O,O,X,X
LJTIZSO,O,X,O,X,O,O,X,O,X
LJTIZOS,O,X,O,O,O,O,X,X,X
LJTIOSZ,X,X,O,O,X,O,X,X,X
LJTIOZS,O,X,O,O,X,O,X,X,X
LJTSIZO,X,X,O,O,O,O,O,O,X
LJTSIOZ,X,O,O,O,X,O,O,X,X
LJTSZIO,O,O,O,O,O,O,O,O,X
LJTSZOI,O,O,O,O,O,O,X,O,X
LJTSOIZ,X,O,O,O,X,O,O,X,X
LJTSOZI,O,O,O,O,O,O,X,O,X
LJTZISO,O,O,O,X,O,O,X,O,X
LJTZIOS,O,O,O,X,O,O,X,X,X
LJTZSIO,O,O,O,X,O,O,O,O,X
LJTZSOI,O,O,O,X,O,O,X,O,X
LJTZOIS,O,O,O,X,O,O,X,X,X
LJTZOSI,O,O,O,X,O,O,X,X,X
LJTOISZ,X,X,O,O,X,O,X,X,X
LJTOIZS,O,X,O,O,X,O,X,X,X
LJTOSIZ,X,O,O,O,X,O,O,X,X
LJTOSZI,O,O,O,O,O,O,X,X,X
LJTOZIS,O,O,O,X,O,O,X,X,X
LJTOZSI,O,O,O,X,O,O,X,X,X
LJITSZO,X,X,O,X,X,X,O,X,X
LJITSOZ,X,X,O,O,X,X,O,X,X
LJITZSO,X,X,O,X,X,X,X,O,X
LJITZOS,X,X,O,O,X,X,X,X,X
LJITOSZ,X,X,O,O,X,X,X,X,X
LJITOZS,X,X,O,O,X,X,X,X,X
LJISTZO,X,X,O,X,X,X,X,O,O
LJISTOZ,X,X,O,O,X,X,X,X,O
LJISZTO,X,X,O,X,X,X,X,O,O
LJISZOT,X,X,O,X,X,X,X,O,O
LJISOTZ,X,X,X,X,X,X,X,X,O
LJISOZT,X,X,X,X,X,X,X,X,O
LJIZTSO,O,X,O,X,X,X,X,O,X
LJIZTOS,O,X,O,O,X,X,X,X,X
LJIZSTO,X,X,O,X,X,X,X,O,X
LJIZSOT,X,X,O,X,X,X,X,O,X
LJIZOTS,O,X,O,X,X,X,X,X,X
LJIZOST,X,X,O,X,X,X,X,O,X
LJIOTSZ,X,X,O,O,X,X,X,X,X
LJIOTZS,X,X,O,O,X,X,X,X,X
LJIOSTZ,X,X,O,X,X,X,X,X,X
LJIOSZT,X,X,O,X,X,X,X,X,X
LJIOZTS,O,X,O,X,X,X,X,X,X
LJIOZST,X,X,O,X,X,X,X,O,X
LJSTIZO,X,X,O,O,X,O,X,O,X
LJSTIOZ,X,O,O,O,X,O,X,X,X
LJSTZIO,X,O,O,O,X,O,X,O,X
LJSTZOI,X,O,O,O,X,O,X,O,X
LJSTOIZ,X,O,O,O,X,O,X,X,X
LJSTOZI,X,O,O,O,X,O,X,O,X
LJSITZO,X,X,O,O,X,X,X,O,O
LJSITOZ,X,O,O,O,X,X,X,X,O
LJSIZTO,X,O,O,O,X,X,X,O,O
LJSIZOT,X,X,O,X,X,X,X,O,O
LJSIOTZ,X,X,X,O,X,X,X,X,O
LJSIOZT,X,X,X,X,X,X,X,X,O
LJSZTIO,X,O,O,O,X,O,X,O,X
LJSZTOI,X,O,O,O,X,O,X,O,X
LJSZITO,X,O,O,O,X,X,X,O,X
LJSZIOT,X,O,O,X,X,X,X,O,X
LJSZOTI,X,O,O,X,X,X,X,O,X
LJSZOIT,X,O,O,X,X,X,X,O,X
LJSOTIZ,X,X,O,O,X,X,X,X,X
LJSOTZI,X,X,O,O,X,X,X,O,X
LJSOITZ,X,X,O,O,X,X,X,X,O
LJSOIZT,X,X,X,X,X,X,X,X,O
LJSOZTI,X,X,O,X,X,X,X,X,X
LJSOZIT,X,X,X,X,X,X,X,X,X
LJZTISO,O,O,O,X,O,X,X,O,X
LJZTIOS,O,O,O,X,O,X,X,X,X
LJZTSIO,O,O,O,X,O,X,X,O,X
LJZTSOI,O,O,O,X,O,X,X,O,X
LJZTOIS,O,O,O,X,O,X,X,X,X
LJZTOSI,O,O,O,X,O,X,X,X,X
LJZITSO,O,O,O,X,O,X,X,O,X
LJZITOS,O,O,O,X,O,X,X,X,X
LJZISTO,X,O,O,X,X,X,X,O,X
LJZISOT,X,O,O,X,X,X,X,O,X
LJZIOTS,O,X,O,X,X,X,X,X,X
LJZIOST,X,X,O,X,X,X,X,O,X
LJZSTIO,X,O,O,X,X,X,X,O,X
LJZSTOI,X,O,O,X,X,X,X,O,X
LJZSITO,X,O,O,X,X,X,X,O,X
LJZSIOT,X,O,O,X,X,X,X,O,X
LJZSOTI,X,O,O,X,X,X,X,O,X
LJZSOIT,X,O,O,X,X,X,X,O,X
LJZOTIS,O,O,O,X,X,X,X,X,X
LJZOTSI,O,O,O,X,X,X,X,X,X
LJZOITS,O,X,O,X,X,X,X,X,X
LJZOIST,X,X,O,X,X,X,X,O,X
LJZOSTI,X,O,O,X,X,X,X,O,X
LJZOSIT,X,O,O,X,X,X,X,O,X
LJOTISZ,X,X,O,X,X,O,X,X,X
LJOTIZS,O,X,O,X,X,O,X,X,X
LJOTSIZ,X,X,O,X,X,O,X,X,X
LJOTSZI,O,X,O,X,X,O,X,X,X
LJOTZIS,O,X,O,X,X,O,X,X,X
LJOTZSI,O,X,O,X,X,O,X,X,X
LJOITSZ,X,X,O,X,X,X,X,X,X
LJOITZS,X,X,O,X,X,X,X,X,X
LJOISTZ,X,X,O,X,X,X,X,X,O
LJOISZT,X,X,O,X,X,X,X,X,O
LJOIZTS,O,X,O,X,X,X,X,X,X
LJOIZST,X,X,O,X,X,X,X,O,X
LJOSTIZ,X,X,O,X,X,O,X,X,X
LJOSTZI,X,X,O,X,X,O,X,O,X
LJOSITZ,X,X,O,X,X,X,X,X,O
LJOSIZT,X,X,O,X,X,X,X,X,O
LJOSZTI,X,X,O,X,X,O,X,X,X
LJOSZIT,X,X,O,X,X,X,X,X,X
LJOZTIS,O,X,O,X,X,X,X,X,X
LJOZTSI,O,X,O,X,X,X,X,X,X
LJOZITS,O,X,O,X,X,X,X,X,X
LJOZIST,X,X,O,X,X,X,X,O,X
LJOZSTI,X,X,O,X,X,X,X,O,X
LJOZSIT,X,X,O,X,X,X,X,O,X
LSTIJZO,O,X,X,O,O,O,O,X,X
LSTIJOZ,O,O,X,O,X,O,O,X,X
LSTIZJO,O,O,O,O,O,O,O,O,X
LSTIZOJ,O,O,O,O,O,O,X,O,X
LSTIOJZ,X,O,X,O,X,O,O,X,X
LSTIOZJ,X,O,X,O,X,O,X,X,X
LSTJIZO,O,X,O,O,O,O,O,O,X
LSTJIOZ,O,O,X,O,X,O,O,X,X
LSTJZIO,O,O,O,O,O,O,O,O,X
LSTJZOI,O,O,O,O,O,O,X,O,X
LSTJOIZ,O,O,O,O,X,O,O,X,X
LSTJOZI,O,O,O,O,O,O,X,O,X
LSTZIJO,O,O,O,O,O,O,O,O,X
LSTZIOJ,O,O,O,O,O,O,X,O,X
LSTZJIO,O,O,O,O,O,O,O,O,X
LSTZJOI,O,O,O,O,O,O,X,O,X
LSTZOIJ,O,O,O,O,O,O,X,O,X
LSTZOJI,O,O,X,O,O,O,X,X,X
LSTOIJZ,X,O,X,O,X,O,O,X,X
LSTOIZJ,X,O,X,O,X,O,X,X,X
LSTOJIZ,O,O,X,O,X,O,O,X,X
LSTOJZI,O,O,X,O,O,O,X,X,X
LSTOZIJ,O,O,O,O,O,O,X,O,X
LSTOZJI,O,O,X,O,O,O,X,X,X
LSITJZO,O,X,X,O,X,O,O,X,X
LSITJOZ,O,O,X,O,X,O,O,X,X
LSITZJO,O,O,O,O,X,O,O,O,X
LSITZOJ,O,O,O,O,X,O,X,O,X
LSITOJZ,X,O,X,O,X,O,O,X,X
LSITOZJ,X,O,X,O,X,O,X,X,X
LSIJTZO,O,X,O,O,X,X,X,O,X
LSIJTOZ,O,O,O,O,X,X,X,X,X
LSIJZTO,O,O,O,O,X,X,X,O,X
LSIJZOT,O,X,O,X,X,X,X,O,X
LSIJOTZ,O,X,X,O,X,X,X,X,X
LSIJOZT,O,X,X,X,X,X,X,X,X
LSIZTJO,O,O,O,O,X,O,X,O,X
LSIZTOJ,O,O,O,O,X,O,X,O,X
LSIZJTO,O,O,O,O,X,X,X,O,X
LSIZJOT,O,O,O,X,X,X,X,O,X
LSIZOTJ,O,O,O,X,X,X,X,O,X
LSIZOJT,O,X,O,X,X,X,X,O,X
LSIOTJZ,X,O,X,O,X,O,X,X,X
LSIOTZJ,X,O,X,O,X,O,X,X,X
LSIOJTZ,O,X,O,O,X,X,X,X,X
LSIOJZT,O,X,O,X,X,X,X,X,X
LSIOZTJ,O,O,O,X,X,O,X,X,X
LSIOZJT,O,X,O,X,X,X,X,X,X
LSJTIZO,O,X,O,O,X,O,X,O,X
LSJTIOZ,O,O,O,O,X,O,X,X,X
LSJTZIO,O,O,O,O,X,O,X,O,X
LSJTZOI,O,O,O,O,X,O,X,O,X
LSJTOIZ,O,O,O,O,X,O,X,X,X
LSJTOZI,O,O,O,O,X,O,X,O,X
LSJITZO,O,X,O,O,X,X,X,O,X
LSJITOZ,O,O,O,O,X,X,X,X,X
LSJIZTO,O,O,O,O,X,X,X,O,X
LSJIZOT,O,X,O,X,X,X,X,O,X
LSJIOTZ,O,X,X,O,X,X,X,X,X
LSJIOZT,O,X,X,X,X,X,X,X,X
LSJZTIO,O,O,O,O,X,O,X,O,X
LSJZTOI,O,O,O,O,X,O,X,O,X
LSJZITO,O,O,O,O,X,X,X,O,X
LSJZIOT,O,O,O,X,X,X,X,O,X
LSJZOTI,O,O,O,X,X,X,X,O,X
LSJZOIT,O,O,O,X,X,X,X,O,X
LSJOTIZ,O,X,O,O,X,X,X,X,X
LSJOTZI,O,X,O,O,X,X,X,O,X
LSJOITZ,O,X,O,O,X,X,X,X,X
LSJOIZT,O,X,X,X,X,X,X,X,X
LSJOZTI,O,X,O,X,X,X,X,X,X
LSJOZIT,O,X,X,X,X,X,X,X,X
LSZTIJO,O,O,O,O,O,O,X,O,X
LSZTIOJ,O,O,O,O,O,O,X,O,X
LSZTJIO,O,O,O,O,O,O,X,O,X
LSZTJOI,O,O,O,O,O,O,X,O,X
LSZTOIJ,O,O,O,O,O,O,X,O,X
LSZTOJI,O,O,X,O,O,O,X,X,X
LSZITJO,O,O,O,O,O,O,X,O,X
LSZITOJ,O,O,O,O,O,O,X,O,X
LSZIJTO,O,O,O,O,X,X,X,O,X
LSZIJOT,O,O,O,X,X,X,X,O,X
LSZIOTJ,O,O,O,X,X,X,X,O,X
LSZIOJT,O,X,O,X,X,X,X,O,X
LSZJTIO,O,O,O,O,X,O,X,O,X
LSZJTOI,O,O,O,O,X,O,X,O,X
LSZJITO,O,O,O,O,X,X,X,O,X
LSZJIOT,O,O,O,X,X,X,X,O,X
LSZJOTI,O,O,O,X,X,X,X,O,X
LSZJOIT,O,O,O,X,X,X,X,O,X
LSZOTIJ,O,O,O,X,X,O,X,O,X
LSZOTJI,O,O,O,X,X,O,X,X,X
LSZOITJ,O,O,O,X,X,X,X,O,X
LSZOIJT,O,X,O,X,X,X,X,O,X
LSZOJTI,O,O,O,X,X,X,X,O,X
LSZOJIT,O,O,O,X,X,X,X,O,X
LSOTIJZ,X,O,X,O,X,O,X,X,X
LSOTIZJ,X,O,X,O,X,O,X,X,X
LSOTJIZ,O,O,O,O,X,O,X,X,X
LSOTJZI,O,O,O,O,X,O,X,X,X
LSOTZIJ,O,O,O,O,X,O,X,O,X
LSOTZJI,O,O,X,O,X,O,X,X,X
LSOITJZ,X,O,X,O,X,O,X,X,X
LSOITZJ,X,O,X,O,X,O,X,X,X
LSOIJTZ,O,X,O,O,X,X,X,X,X
LSOIJZT,O,X,O,X,X,X,X,X,X
LSOIZTJ,O,O,O,X,X,O,X,X,X
LSOIZJT,O,X,O,X,X,X,X,X,X
LSOJTIZ,O,X,O,O,X,O,X,X,X
LSOJTZI,O,X,O,O,X,O,X,O,X
LSOJITZ,O,X,O,O,X,X,X,X,X
LSOJIZT,O,X,O,X,X,X,X,X,X
LSOJZTI,O,X,O,X,X,O,X,X,X
LSOJZIT,O,X,O,X,X,X,X,X,X
LSOZTIJ,O,O,O,X,X,O,X,X,X
LSOZTJI,O,O,O,X,X,O,X,X,X
LSOZITJ,O,O,O,X,X,O,X,X,X
LSOZIJT,O,X,O,X,X,X,X,X,X
LSOZJTI,O,O,O,X,X,O,X,X,X
LSOZJIT,O,O,O,X,X,X,X,X,X
LZTIJSO,O,O,O,X,O,O,X,O,X
LZTIJOS,O,O,O,O,O,O,X,X,X
LZTISJO,O,O,O,X,O,O,O,O,X
LZTISOJ,O,O,O,X,O,O,X,O,X
LZTIOJS,O,O,O,O,O,O,X,X,X
LZTIOSJ,O,O,O,X,O,O,X,X,X
LZTJISO,O,O,O,X,O,O,X,O,X
LZTJIOS,O,O,O,X,O,O,X,X,X
LZTJSIO,O,O,O,X,O,O,O,O,X
LZTJSOI,O,O,O,X,O,O,X,O,X
LZTJOIS,O,O,O,X,O,O,X,X,X
LZTJOSI,O,O,X,X,O,O,X,X,X
LZTSIJO,O,O,O,O,O,O,O,O,X
LZTSIOJ,O,O,O,O,O,O,X,O,X
LZTSJIO,O,O,O,O,O,O,O,O,X
LZTSJOI,O,O,O,O,O,O,X,O,X
LZTSOIJ,O,O,O,O,O,O,X,O,X
LZTSOJI,O,O,X,O,O,O,X,X,X
LZTOIJS,O,O,O,O,O,O,X,X,X
LZTOISJ,O,O,O,X,O,O,X,X,X
LZTOJIS,O,O,O,X,O,O,X,X,X
LZTOJSI,O,O,O,X,O,O,X,X,X
LZTOSIJ,O,O,O,O,O,O,X,X,X
LZTOSJI,O,O,O,O,O,O,X,X,X
LZITJSO,O,O,O,X,O,X,X,O,X
LZITJOS,O,O,O,O,O,X,X,X,X
LZITSJO,O,O,O,X,O,X,O,O,X
LZITSOJ,O,O,O,X,O,X,X,O,X
LZITOJS,O,O,O,O,O,X,X,X,X
LZITOSJ,O,O,O,X,O,X,X,X,X
LZIJTSO,O,O,O,X,O,X,X,O,X
LZIJTOS,O,O,O,O,O,X,X,X,X
LZIJSTO,X,O,O,X,X,X,X,O,X
LZIJSOT,X,O,O,X,X,X,X,O,X
LZIJOTS,O,X,O,X,X,X,X,X,X
LZIJOST,X,X,O,X,X,X,X,O,X
LZISTJO,O,O,O,X,O,X,X,O,X
LZISTOJ,O,O,O,X,O,X,X,O,X
LZISJTO,O,O,O,X,X,X,X,O,X
LZISJOT,O,O,O,X,X,X,X,O,X
LZISOTJ,O,O,O,X,X,X,X,O,X
LZISOJT,O,X,O,X,X,X,X,O,X
LZIOTJS,O,X,O,X,O,X,X,X,X
LZIOTSJ,O,X,O,X,O,X,X,X,X
LZIOJTS,O,X,O,X,X,X,X,X,X
LZIOJST,X,X,O,X,X,X,X,O,X
LZIOSTJ,O,X,O,X,X,X,X,O,X
LZIOSJT,O,X,O,X,X,X,X,O,X
LZJTISO,O,O,O,X,O,X,X,O,X
LZJTIOS,O,O,O,X,O,X,X,X,X
LZJTSIO,O,O,O,X,O,X,X,O,X
LZJTSOI,O,O,O,X,O,X,X,O,X
LZJTOIS,O,O,O,X,O,X,X,X,X
LZJTOSI,O,O,O,X,O,X,X,X,X
LZJITSO,O,O,O,X,O,X,X,O,X
LZJITOS,O,O,O,X,O,X,X,X,X
LZJISTO,X,O,O,X,X,X,X,O,X
LZJISOT,X,O,O,X,X,X,X,O,X
LZJIOTS,O,X,O,X,X,X,X,X,X
LZJIOST,X,X,O,X,X,X,X,O,X
LZJSTIO,X,O,O,X,X,X,X,O,X
LZJSTOI,X,O,O,X,X,X,X,O,X
LZJSITO,X,O,O,X,X,X,X,O,X
LZJSIOT,X,O,O,X,X,X,X,O,X
LZJSOTI,X,O,O,X,X,X,X,O,X
LZJSOIT,X,O,O,X,X,X,X,O,X
LZJOTIS,O,O,O,X,X,X,X,X,X
LZJOTSI,O,O,O,X,X,X,X,X,X
LZJOITS,O,X,O,X,X,X,X,X,X
LZJOIST,X,X,O,X,X,X,X,O,X
LZJOSTI,X,O,O,X,X,X,X,O,X
LZJOSIT,X,O,O,X,X,X,X,O,X
LZSTIJO,O,O,O,O,O,O,X,O,X
LZSTIOJ,O,O,O,O,O,O,X,O,X
LZSTJIO,O,O,O,O,O,O,X,O,X
LZSTJOI,O,O,O,O,O,O,X,O,X
LZSTOIJ,O,O,O,O,O,O,X,O,X
LZSTOJI,O,O,X,O,O,O,X,X,X
LZSITJO,O,O,O,O,O,O,X,O,X
LZSITOJ,O,O,O,O,O,O,X,O,X
LZSIJTO,O,O,O,O,X,X,X,O,X
LZSIJOT,O,O,O,X,X,X,X,O,X
LZSIOTJ,O,O,O,X,X,X,X,O,X
LZSIOJT,O,X,O,X,X,X,X,O,X
LZSJTIO,O,O,O,O,X,O,X,O,X
LZSJTOI,O,O,O,O,X,O,X,O,X
LZSJITO,O,O,O,O,X,X,X,O,X
LZSJIOT,O,O,O,X,X,X,X,O,X
LZSJOTI,O,O,O,X,X,X,X,O,X
LZSJOIT,O,O,O,X,X,X,X,O,X
LZSOTIJ,O,O,O,X,X,O,X,O,X
LZSOTJI,O,O,O,X,X,O,X,X,X
LZSOITJ,O,O,O,X,X,X,X,O,X
LZSOIJT,O,X,O,X,X,X,X,O,X
LZSOJTI,O,O,O,X,X,X,X,O,X
LZSOJIT,O,O,O,X,X,X,X,O,X
LZOTIJS,O,O,O,X,O,O,X,X,X
LZOTISJ,O,O,O,X,O,O,X,X,X
LZOTJIS,O,O,O,X,O,O,X,X,X
LZOTJSI,O,O,O,X,O,O,X,X,X
LZOTSIJ,O,O,O,X,O,O,X,X,X
LZOTSJI,O,O,O,X,O,O,X,X,X
LZOITJS,O,X,O,X,O,X,X,X,X
LZOITSJ,O,X,O,X,O,X,X,X,X
LZOIJTS,O,X,O,X,X,X,X,X,X
LZOIJST,X,X,O,X,X,X,X,O,X
LZOISTJ,O,X,O,X,X,X,X,O,X
LZOISJT,O,X,O,X,X,X,X,O,X
LZOJTIS,O,O,O,X,X,X,X,X,X
LZOJTSI,O,O,O,X,X,X,X,X,X
LZOJITS,O,X,O,X,X,X,X,X,X
LZOJIST,X,X,O,X,X,X,X,O,X
LZOJSTI,X,O,O,X,X,X,X,O,X
LZOJSIT,X,O,O,X,X,X,X,O,X
LZOSTIJ,O,O,O,X,X,O,X,O,X
LZOSTJI,O,O,O,X,X,O,X,X,X
LZOSITJ,O,O,O,X,X,O,X,O,X
LZOSIJT,O,X,O,X,X,X,X,O,X
LZOSJTI,O,O,O,X,X,O,X,O,X
LZOSJIT,O,O,O,X,X,X,X,O,X
LOTIJSZ,X,X,O,O,X,O,X,X,X
LOTIJZS,X,X,O,O,X,O,X,X,X
LOTISJZ,X,O,X,O,X,O,O,X,X
LOTISZJ,X,O,X,O,X,O,X,X,X
LOTIZJS,X,O,O,O,X,O,X,X,X
LOTIZSJ,X,O,O,X,X,O,X,X,X
LOTJISZ,X,X,O,O,X,O,X,X,X
LOTJIZS,O,X,O,O,X,O,X,X,X
LOTJSIZ,X,O,O,O,X,O,O,X,X
LOTJSZI,O,O,O,O,O,O,X,X,X
LOTJZIS,O,O,O,X,O,O,X,X,X
LOTJZSI,O,O,O,X,O,O,X,X,X
LOTSIJZ,X,O,X,O,X,O,O,X,X
LOTSIZJ,X,O,X,O,X,O,X,X,X
LOTSJIZ,O,O,O,O,X,O,O,X,X
LOTSJZI,O,O,O,O,O,O,X,X,X
LOTSZIJ,X,O,X,O,O,O,X,X,X
LOTSZJI,X,O,X,O,O,O,X,X,X
LOTZIJS,X,O,O,O,O,O,X,X,X
LOTZISJ,X,O,O,X,O,O,X,X,X
LOTZJIS,X,O,O,X,O,O,X,X,X
LOTZJSI,X,O,O,X,O,O,X,X,X
