sequence,v115@EhC8HeB8HeB8DeA8AeD8JeZEJvhFCgBThB/nB8pB+q?BlrB,v115@EhC8HeB8HeB8DeA8AeD8Jei/IvhF5lBThB/nBcpBeq?BlrB,v115@EhC8HeB8HeB8DeA8AeD8Je/EJvhFUgBRhB6rBTnB2u?BlqB,v115@EhC8HeB8HeB8DeA8AeD8JeZEJvhFukBclBThB/nBSv?BlrB,v115@EhC8HeB8HeB8DeA8AeD8Je0/IvhF6lBThB/nB2pBlr?BxuB,v115@EhC8HeB8HeB8DeA8AeD8Jex/IvhFThB/nB0kB6qB2u?BlrB,v115@EhC8HeB8HeB8DeA8AeD8Jei/IvhF5lBlhBcpBeqB/r?BTsB,v115@EhC8HeB8HeB8DeA8AeD8JeZEJvhFCgBlhB8pBTnBGr?B3qB,v115@EhC8HeB8HeB8DeA8AeD8Jex/IvhFThB/nBKpBGlBUq?BlrB,v115@EhC8HeB8HeB8DeA8AeD8JeZEJvhFzfBUiBFmB3lBWv?BCsB,v115@EhC8HeB8HeB8DeA8AeD8JeZEJvhFukBclBlhB/rBTn?BSvB,v115@EhC8HeB8HeB8DeA8AeD8JeKEJvhFGgBThB/nBUlBlr?BxuB,v115@EhC8HeB8HeB8DeA8AeD8Jem/IvhF5lBThB/nBipBlr?B0pB,v115@EhC8HeB8HeB8DeA8AeD8JeyEJvhF5lBThB/nB0kB2u?BlrB,v115@EhC8HeB8HeB8DeA8AeD8Je5FJvhFlhBmkB/rBTnB0p?BipB,v115@EhC8HeB8HeB8DeA8AeD8Je5FJvhFThB/nBmkB0pBlr?BipB
ZLTSJOI,O,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X
ZLTSOIJ,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X
ZLTSOJI,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X
ZLTOIJS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
ZLTOISJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLTOJIS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLTOJSI,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLTOSIJ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZLTOSJI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLITJSO,O,X,O,O,X,X,X,O,O,O,O,X,X,X,X,X
ZLITJOS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
ZLITSJO,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X
ZLITSOJ,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
ZLITOJS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
ZLITOSJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLIJTSO,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X
ZLIJTOS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLIJSTO,O,O,O,O,X,X,O,O,O,O,O,X,O,X,X,O
ZLIJSOT,O,O,O,O,X,X,O,X,O,O,O,X,X,X,X,X
ZLIJOTS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLIJOST,O,O,X,O,X,X,O,O,O,O,O,X,X,X,O,X
ZLISTJO,O,O,X,O,X,X,O,X,O,O,O,X,O,X,X,O
ZLISTOJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
ZLISJTO,O,O,X,O,X,X,O,O,O,O,O,X,O,X,X,O
ZLISJOT,O,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X
ZLISOTJ,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
ZLISOJT,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
ZLIOTJS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
ZLIOTSJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLIOJTS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLIOJST,O,X,X,O,X,X,O,O,O,O,O,X,X,X,O,X
ZLIOSTJ,X,X,X,O,X,X,O,O,O,X,O,X,X,X,O,X
ZLIOSJT,O,X,X,O,X,X,O,O,O,X,O,X,X,X,O,X
ZLJTISO,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,X
ZLJTIOS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLJTSIO,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,X
ZLJTSOI,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
ZLJTOIS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLJTOSI,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZLJITSO,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,X
ZLJITOS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLJISTO,O,O,O,O,X,O,O,O,O,O,O,X,O,X,X,O
ZLJISOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
ZLJIOTS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLJIOST,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X
ZLJSTIO,O,O,O,O,X,O,O,O,O,O,O,X,O,X,X,O
ZLJSTOI,O,O,O,O,X,O,O,X,O,O,O,X,O,X,X,O
ZLJSITO,O,O,O,O,X,O,O,O,O,O,O,X,O,X,X,O
ZLJSIOT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
ZLJSOTI,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
ZLJSOIT,O,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
ZLJOTIS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLJOTSI,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLJOITS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLJOIST,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X
ZLJOSTI,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X
ZLJOSIT,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X
ZLSTIJO,O,O,X,O,X,X,O,X,O,O,O,X,O,X,X,O
ZLSTIOJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
ZLSTJIO,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
ZLSTJOI,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
ZLSTOIJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
ZLSTOJI,X,O,X,O,X,O,O,X,O,X,O,X,O,X,X,O
ZLSITJO,O,O,X,O,X,X,O,X,O,O,O,X,O,X,X,O
ZLSITOJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
ZLSIJTO,O,O,X,O,X,X,O,O,O,O,O,X,O,X,X,O
ZLSIJOT,O,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X
ZLSIOTJ,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
ZLSIOJT,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
ZLSJTIO,O,O,X,O,X,O,O,O,O,O,O,X,O,X,X,O
ZLSJTOI,O,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O
ZLSJITO,O,O,X,O,X,O,O,O,O,O,O,X,O,X,X,O
ZLSJIOT,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
ZLSJOTI,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
ZLSJOIT,O,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X
ZLSOTIJ,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZLSOTJI,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X
ZLSOITJ,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZLSOIJT,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZLSOJTI,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZLSOJIT,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZLOTIJS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
ZLOTISJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLOTJIS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLOTJSI,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLOTSIJ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZLOTSJI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLOITJS,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
ZLOITSJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLOIJTS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLOIJST,O,X,X,O,X,X,O,O,O,O,O,X,X,X,O,X
ZLOISTJ,X,X,X,O,X,X,O,O,O,X,O,X,X,X,O,X
ZLOISJT,O,X,X,O,X,X,O,O,O,X,O,X,X,X,O,X
ZLOJTIS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLOJTSI,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLOJITS,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
ZLOJIST,O,O,X,O,X,X,O,O,O,O,O,X,X,X,O,X
ZLOJSTI,O,O,X,O,X,X,O,O,O,O,O,X,X,X,O,X
ZLOJSIT,O,O,X,O,X,X,O,O,O,O,O,X,X,X,O,X
ZLOSTIJ,X,O,X,O,X,X,O,O,O,X,O,X,X,X,O,X
ZLOSTJI,X,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X
ZLOSITJ,X,X,X,O,X,X,O,O,O,X,O,X,X,X,O,X
ZLOSIJT,O,X,X,O,X,X,O,O,O,X,O,X,X,X,O,X
ZLOSJTI,O,O,X,O,X,X,O,O,O,X,O,X,X,X,O,X
ZLOSJIT,O,O,X,O,X,X,O,O,O,X,O,X,X,X,O,X
ZJTILSO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJTILOS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJTISLO,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O
ZJTISOL,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,O
ZJTIOLS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJTIOSL,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
ZJTLISO,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X
ZJTLIOS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJTLSIO,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X
ZJTLSOI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZJTLOIS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJTLOSI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJTSILO,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O
ZJTSIOL,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,O
ZJTSLIO,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O
ZJTSLOI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O
ZJTSOIL,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,O
ZJTSOLI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O
ZJTOILS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJTOISL,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
ZJTOLIS,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJTOLSI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJTOSIL,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
ZJTOSLI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
ZJITLSO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJITLOS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJITSLO,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O
ZJITSOL,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,O
ZJITOLS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJITOSL,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
ZJILTSO,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X
ZJILTOS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJILSTO,O,O,X,X,X,O,O,O,X,O,X,X,X,O,X,O
ZJILSOT,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
ZJILOTS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJILOST,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X
ZJISTLO,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X,O
ZJISTOL,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
ZJISLTO,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X,O
ZJISLOT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZJISOTL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O
ZJISOLT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZJIOTLS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJIOTSL,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X
ZJIOLTS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJIOLST,O,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X
ZJIOSTL,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,O
ZJIOSLT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
ZJLTISO,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZJLTIOS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJLTSIO,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZJLTSOI,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
ZJLTOIS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJLTOSI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZJLITSO,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X
ZJLITOS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJLISTO,O,O,O,X,X,O,O,O,X,O,X,X,X,O,X,O
ZJLISOT,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
ZJLIOTS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJLIOST,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X
ZJLSTIO,O,O,O,X,X,O,O,O,X,O,X,X,X,O,X,O
ZJLSTOI,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,O
ZJLSITO,O,O,O,X,X,O,O,O,X,O,X,X,X,O,X,O
ZJLSIOT,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
ZJLSOTI,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
ZJLSOIT,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
ZJLOTIS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJLOTSI,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJLOITS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJLOIST,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X
ZJLOSTI,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X
ZJLOSIT,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X
ZJSTILO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,O
ZJSTIOL,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
ZJSTLIO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,O
ZJSTLOI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
ZJSTOIL,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
ZJSTOLI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
ZJSITLO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,O
ZJSITOL,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
ZJSILTO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,O
ZJSILOT,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZJSIOTL,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O,O
ZJSIOLT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
ZJSLTIO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,O
ZJSLTOI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
ZJSLITO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,O
ZJSLIOT,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZJSLOTI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZJSLOIT,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZJSOTIL,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O,O
ZJSOTLI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O,O
ZJSOITL,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O,O
ZJSOILT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
ZJSOLTI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X
ZJSOLIT,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X
ZJOTILS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJOTISL,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X
ZJOTLIS,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJOTLSI,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZJOTSIL,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X
ZJOTSLI,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
ZJOITLS,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJOITSL,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X
ZJOILTS,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJOILST,O,O,O,X,X,X,O,O,X,O,X,X,X,X,O,X
ZJOISTL,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,O
ZJOISLT,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
ZJOLTIS,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJOLTSI,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJOLITS,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
ZJOLIST,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,X
ZJOLSTI,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,X
ZJOLSIT,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,X
ZJOSTIL,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,O
ZJOSTLI,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,O
ZJOSITL,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,O
ZJOSILT,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
ZJOSLTI,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X
ZJOSLIT,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X
ZSTILJO,O,O,X,O,O,X,O,X,X,X,O,O,O,X,X,O
ZSTILOJ,X,O,X,O,O,X,X,X,X,X,O,O,O,X,X,O
ZSTIJLO,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
ZSTIJOL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
ZSTIOLJ,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,O
ZSTIOJL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZSTLIJO,O,O,X,O,X,X,O,X,O,X,O,X,O,X,X,O
ZSTLIOJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
ZSTLJIO,O,O,X,O,X,O,O,X,O,X,O,X,O,X,X,O
ZSTLJOI,O,O,X,O,X,O,O,X,O,X,O,X,O,X,X,O
ZSTLOIJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
ZSTLOJI,X,O,X,O,X,O,O,X,O,X,O,X,O,X,X,O
ZSTJILO,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
ZSTJIOL,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
ZSTJLIO,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
ZSTJLOI,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
ZSTJOIL,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
ZSTJOLI,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
ZSTOILJ,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,O
ZSTOIJL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZSTOLIJ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,O
ZSTOLJI,X,O,X,O,X,O,O,X,O,X,X,X,O,X,X,O
ZSTOJIL,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
ZSTOJLI,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
ZSITLJO,O,O,X,O,O,X,O,X,X,X,O,O,O,X,X,O
ZSITLOJ,X,O,X,O,O,X,X,X,X,X,O,O,O,X,X,O
ZSITJLO,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
ZSITJOL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
ZSITOLJ,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,O
ZSITOJL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZSILTJO,O,O,X,O,O,X,O,X,X,X,O,O,O,X,X,O
ZSILTOJ,X,O,X,O,O,X,X,X,X,X,O,O,O,X,X,O
ZSILJTO,O,O,X,O,O,X,O,O,X,X,O,O,O,X,X,O
ZSILJOT,O,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X
ZSILOTJ,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
ZSILOJT,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
ZSIJTLO,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
ZSIJTOL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
ZSIJLTO,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
ZSIJLOT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSIJOTL,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,O
ZSIJOLT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZSIOTLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZSIOTJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZSIOLTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZSIOLJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZSIOJTL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
ZSIOJLT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZSLTIJO,O,O,X,O,X,X,O,X,O,X,O,X,O,X,X,O
ZSLTIOJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
ZSLTJIO,O,O,X,O,X,O,O,X,O,X,O,X,O,X,X,O
ZSLTJOI,O,O,X,O,X,O,O,X,O,X,O,X,O,X,X,O
ZSLTOIJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
ZSLTOJI,X,O,X,O,X,O,O,X,O,X,O,X,O,X,X,O
ZSLITJO,O,O,X,O,X,X,O,X,O,X,O,X,O,X,X,O
ZSLITOJ,X,O,X,O,X,O,X,X,O,X,O,X,O,X,X,O
ZSLIJTO,O,O,X,O,X,X,O,O,O,X,O,X,O,X,X,O
ZSLIJOT,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X
ZSLIOTJ,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
ZSLIOJT,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
ZSLJTIO,O,O,X,O,X,O,O,O,O,X,O,X,O,X,X,O
ZSLJTOI,O,O,X,O,X,O,O,X,O,X,O,X,O,X,X,O
ZSLJITO,O,O,X,O,X,O,O,O,O,X,O,X,O,X,X,O
ZSLJIOT,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X
ZSLJOTI,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X
ZSLJOIT,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X
ZSLOTIJ,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSLOTJI,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X
ZSLOITJ,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSLOIJT,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSLOJTI,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSLOJIT,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
ZSJTILO,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X,O
ZSJTIOL,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
ZSJTLIO,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X,O
ZSJTLOI,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
ZSJTOIL,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
ZSJTOLI,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
ZSJITLO,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X,O
ZSJITOL,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
ZSJILTO,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X,O
ZSJILOT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZSJIOTL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O
ZSJIOLT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZSJLTIO,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X,O
ZSJLTOI,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
ZSJLITO,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X,O
ZSJLIOT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZSJLOTI,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZSJLOIT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZSJOTIL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O
ZSJOTLI,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O
ZSJOITL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O
ZSJOILT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZSJOLTI,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X
ZSJOLIT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X
ZSOTILJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
ZSOTIJL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,O
