sequence,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeO/IvhF8fBzcB?CeBlmB3nBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Je2/IvhFzcBCeB?3fB0mBlnBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhF+hBxdB?3fBlnBzrB0sB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFxdBTfB?lmB3nBqrB0sB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeO/IvhF8fBCeB?3hBlnBzmBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFxdBTfB?1nB6rB0sBfsB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeK/IvhFzaBFiB?XjB0mBGnBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Je2/IvhFzcB1nB?3fB0mBCoBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jem6IvhFUdBTfB?1mBXjBSsBRxB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhFzcB5iB?3fBUsBOtBlrB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8Jei6IvhFUdB3fB?1mB5nBzrBOtB,v115@2gB8HeB8CeB8BeB8EeF8CeG8DeA8JeK/IvhFzaB3hB?5nB8rBOtBFsB
LISOJZT,X,X,X,X,X,X,X,X,X,X,X,O
LISOZTJ,O,X,X,X,X,X,O,X,X,X,X,O
LISOZJT,O,X,X,X,X,X,X,X,X,X,X,O
LIZTJSO,O,O,X,X,O,X,X,X,X,X,X,X
LIZTJOS,O,O,X,X,O,X,O,O,X,X,X,X
LIZTSJO,O,O,X,X,O,X,X,X,X,X,X,X
LIZTSOJ,O,O,X,X,O,X,O,X,X,X,X,X
LIZTOJS,O,O,X,X,O,O,O,O,X,X,X,X
LIZTOSJ,O,O,X,X,O,O,O,X,X,X,X,X
LIZJTSO,O,O,X,X,O,X,X,X,X,X,X,X
LIZJTOS,O,O,X,X,O,X,O,O,X,X,X,X
LIZJSTO,O,X,X,X,O,X,X,X,X,X,X,X
LIZJSOT,O,O,X,X,X,X,X,X,X,X,X,X
LIZJOTS,O,O,X,X,O,X,O,X,X,X,X,X
LIZJOST,O,O,X,X,X,X,X,X,X,X,X,X
LIZSTJO,O,X,X,X,O,X,X,X,X,X,X,X
LIZSTOJ,O,X,X,X,O,X,O,X,X,X,X,X
LIZSJTO,O,X,X,X,O,X,X,X,X,X,X,X
LIZSJOT,O,O,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,O,X,X,X,X,X,O,X,X,X,X,O
LIZSOJT,O,O,X,X,X,X,X,X,X,X,X,O
LIZOTJS,O,O,X,X,O,O,O,X,X,X,X,X
LIZOTSJ,O,X,X,X,O,O,O,X,X,X,X,X
LIZOJTS,O,O,X,X,O,O,O,X,X,X,X,X
LIZOJST,O,O,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,X,X,X,X,X,O,X,X,X,X,O
LIZOSJT,O,O,X,X,X,X,X,X,X,X,X,O
LIOTJSZ,X,O,X,X,X,X,X,X,X,X,X,X
LIOTJZS,O,O,X,X,X,X,X,X,O,X,X,X
LIOTSJZ,X,O,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,X,X,X,O,X,X,X,X,X,X,O
LIOTZJS,O,O,X,X,O,X,O,X,O,X,X,X
LIOTZSJ,O,O,X,X,O,X,O,X,X,X,X,X
LIOJTSZ,X,O,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,O,X,X,X,X,X,X,O,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,X,X,O
LIOJZTS,X,O,X,X,X,O,O,X,X,X,X,X
LIOJZST,X,O,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,X,X,X,X,X,X,X,X,X,O
LIOSJTZ,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,X,X,X,X,X,X,X,X,X,X,O
LIOSZTJ,O,X,X,X,X,X,O,X,X,X,X,O
LIOSZJT,O,X,X,X,X,X,X,X,X,X,X,O
LIOZTJS,O,O,X,X,O,O,O,X,X,X,X,X
LIOZTSJ,O,X,X,X,O,O,O,X,X,X,X,X
LIOZJTS,O,O,X,X,O,O,O,X,X,X,X,X
LIOZJST,O,O,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,X,X,X,X,X,O,X,X,X,X,O
LIOZSJT,O,O,X,X,X,X,X,X,X,X,X,O
LJTISZO,X,O,X,X,O,X,X,X,X,X,X,X
LJTISOZ,X,O,X,X,X,X,X,X,X,X,X,X
LJTIZSO,X,O,X,X,O,X,X,X,X,X,X,X
LJTIZOS,X,O,X,X,O,X,X,O,X,X,X,X
LJTIOSZ,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,O,X,X,X,X,X,X,X,X,X,X
LJTSIZO,X,O,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,X,O,X,X,X,X,X,X,X,X,X,X
LJTSZIO,X,X,X,X,O,X,X,X,X,X,X,X
LJTSZOI,X,O,X,X,O,X,X,X,X,X,X,X
LJTSOIZ,X,O,X,X,X,X,X,X,X,X,X,X
LJTSOZI,X,O,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,O,X,X,O,X,X,X,X,X,X,X
LJTZIOS,O,O,X,X,O,X,X,X,X,X,X,X
LJTZSIO,X,X,X,X,O,X,X,X,X,X,X,X
LJTZSOI,O,O,X,X,O,X,X,X,X,X,X,X
LJTZOIS,O,O,X,X,O,X,X,X,X,X,X,X
LJTZOSI,O,O,X,X,O,X,X,O,X,X,X,X
LJTOISZ,X,O,X,X,X,X,X,X,X,X,X,X
LJTOIZS,X,O,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,X,O,X,X,X,X,X,X,X,X,X,X
LJTOSZI,X,O,X,X,X,X,X,X,X,X,X,X
LJTOZIS,O,O,X,X,X,X,X,X,X,X,X,X
LJTOZSI,O,O,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,O,X,X,O,X,X,X,X,X,X,X
LJITSOZ,X,O,X,X,X,X,X,X,X,X,X,X
LJITZSO,O,O,X,X,O,X,X,X,X,X,X,X
LJITZOS,O,O,X,X,O,X,X,O,X,X,X,X
LJITOSZ,X,O,X,X,X,X,X,X,X,X,X,X
LJITOZS,O,O,X,X,X,X,X,X,X,X,X,X
LJISTZO,O,O,X,X,X,X,X,X,X,X,X,X
LJISTOZ,O,O,O,X,X,X,X,X,X,X,X,X
LJISZTO,O,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,O,O,O,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,O,X,X,X,X,X,X,X,X,X
LJISOZT,X,X,O,X,X,X,X,X,X,X,X,O
LJIZTSO,O,O,X,X,O,X,X,X,X,X,X,X
LJIZTOS,O,O,X,X,O,X,O,O,X,X,X,X
LJIZSTO,O,X,X,X,O,X,X,X,X,X,X,X
LJIZSOT,O,O,X,X,X,X,X,X,X,X,X,X
LJIZOTS,O,O,X,X,O,X,O,X,X,X,X,X
LJIZOST,O,O,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,O,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,O,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,X,X,O
LJIOZTS,X,O,X,X,X,X,O,X,X,X,X,X
LJIOZST,X,O,X,X,X,X,X,X,X,X,X,X
LJSTIZO,X,O,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,X,O,O,X,X,X,X,X,X,X,X,X
LJSTZIO,O,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,O,O,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,O,O,X,X,X,X,X,X,X,X,X
LJSTOZI,O,O,O,X,X,X,X,X,X,X,X,X
LJSITZO,O,O,X,X,X,X,X,X,X,X,X,X
LJSITOZ,O,O,O,X,X,X,X,X,X,X,X,X
LJSIZTO,O,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,O,O,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,O,X,X,X,X,X,X,X,X,X
LJSIOZT,X,X,O,X,X,X,X,X,X,X,X,O
LJSZTIO,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,O,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,X,O,X,X,X,X,X,X,X,X,X
LJSZOTI,O,O,O,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,O,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,O,X,X,X,X,X,X,X,X,X
LJSOTZI,X,X,O,X,X,X,X,X,X,X,X,X
LJSOITZ,X,X,O,X,X,X,X,X,X,X,X,X
LJSOIZT,X,X,O,X,X,X,X,X,X,X,X,O
LJSOZTI,X,X,O,X,X,X,X,X,X,X,X,X
LJSOZIT,X,X,O,X,X,X,X,X,X,X,X,X
LJZTISO,O,O,X,X,O,X,X,X,X,X,X,X
LJZTIOS,O,O,X,X,O,X,X,X,X,X,X,X
LJZTSIO,O,X,X,X,O,X,X,X,X,X,X,X
LJZTSOI,O,O,X,X,O,X,X,X,X,X,X,X
LJZTOIS,O,O,X,X,O,O,X,X,X,X,X,X
LJZTOSI,O,O,X,X,O,O,O,O,X,X,X,X
LJZITSO,O,O,X,X,O,X,X,X,X,X,X,X
LJZITOS,O,O,X,X,O,X,X,X,X,X,X,X
LJZISTO,O,X,X,X,O,X,X,X,X,X,X,X
LJZISOT,O,O,X,X,X,X,X,X,X,X,X,X
LJZIOTS,O,O,X,X,O,X,X,X,X,X,X,X
LJZIOST,O,O,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,X,X,X,O,X,X,X,X,X,X,X
LJZSTOI,O,X,X,X,O,X,X,X,X,X,X,X
LJZSITO,O,X,X,X,O,X,X,X,X,X,X,X
LJZSIOT,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,O,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,X,X,X,O,O,X,X,X,X,X,X
LJZOTSI,O,O,X,X,O,O,O,X,X,X,X,X
LJZOITS,O,X,X,X,O,O,X,X,X,X,X,X
LJZOIST,O,O,X,X,X,X,X,X,X,X,X,X
LJZOSTI,O,O,X,X,X,O,X,X,X,X,X,X
LJZOSIT,O,O,X,X,X,X,X,X,X,X,X,X
LJOTISZ,X,O,O,X,X,X,X,X,X,X,X,X
LJOTIZS,X,O,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,O,O,X,X,X,X,X,X,X,X,X
LJOTSZI,X,O,O,X,X,X,X,X,X,X,X,X
LJOTZIS,X,O,X,X,X,O,X,X,X,X,X,X
LJOTZSI,X,O,X,X,X,O,X,X,X,X,X,X
LJOITSZ,X,O,X,X,X,X,X,X,X,X,X,X
LJOITZS,X,O,X,X,X,X,X,X,X,X,X,X
LJOISTZ,X,X,O,X,X,X,X,X,X,X,X,X
LJOISZT,X,X,O,X,X,X,X,X,X,X,X,O
LJOIZTS,X,O,X,X,X,O,O,X,X,X,X,X
LJOIZST,X,O,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,X,X,O,X,X,X,X,X,X,X,X,X
LJOSTZI,X,X,O,X,X,X,X,X,X,X,X,X
LJOSITZ,X,X,O,X,X,X,X,X,X,X,X,X
LJOSIZT,X,X,O,X,X,X,X,X,X,X,X,O
LJOSZTI,X,X,O,X,X,O,X,X,X,X,X,X
LJOSZIT,X,X,O,X,X,X,X,X,X,X,X,X
LJOZTIS,X,X,X,X,X,O,X,X,X,X,X,X
LJOZTSI,X,O,X,X,X,O,O,X,X,X,X,X
LJOZITS,X,X,X,X,X,O,X,X,X,X,X,X
LJOZIST,X,O,X,X,X,X,X,X,X,X,X,X
LJOZSTI,X,O,X,X,X,O,X,X,X,X,X,X
LJOZSIT,X,O,X,X,X,X,X,X,X,X,X,X
LSTIJZO,O,O,X,X,O,X,X,X,X,X,X,X
LSTIJOZ,O,O,X,X,X,X,X,X,X,X,X,X
LSTIZJO,O,O,X,X,O,X,X,X,X,X,X,X
LSTIZOJ,O,O,X,X,O,X,X,X,X,X,X,X
LSTIOJZ,O,O,X,O,X,X,X,X,X,X,X,X
LSTIOZJ,O,X,X,O,O,X,X,X,X,X,X,O
LSTJIZO,X,O,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,X,O,O,X,X,X,X,X,X,X,X,X
LSTJZIO,O,X,X,X,O,X,X,X,X,X,X,X
LSTJZOI,O,O,X,X,O,X,X,X,X,X,X,X
LSTJOIZ,X,O,O,X,X,X,X,X,X,X,X,X
LSTJOZI,O,O,O,X,X,X,X,X,X,X,X,X
LSTZIJO,O,X,X,X,O,X,X,X,X,O,X,X
LSTZIOJ,O,X,X,X,O,X,X,X,X,O,X,X
LSTZJIO,O,X,X,X,O,X,X,X,X,X,X,X
LSTZJOI,O,O,X,X,O,X,X,X,X,X,X,X
LSTZOIJ,O,X,X,X,X,X,X,X,X,X,X,X
LSTZOJI,O,O,X,X,O,X,X,X,X,X,X,X
LSTOIJZ,X,X,O,O,X,X,X,X,X,X,X,X
LSTOIZJ,O,X,X,O,X,X,X,X,X,X,O,O
LSTOJIZ,X,O,O,O,X,X,X,X,X,X,X,X
LSTOJZI,O,O,O,O,X,X,X,X,X,X,O,X
LSTOZIJ,O,X,X,O,X,X,X,X,X,X,O,X
LSTOZJI,O,X,O,O,O,X,X,X,X,X,O,X
LSITJZO,O,O,X,X,O,X,X,X,X,X,X,X
LSITJOZ,O,O,X,X,X,X,X,X,X,X,X,X
LSITZJO,O,O,X,X,O,X,X,X,X,X,X,X
LSITZOJ,O,O,X,X,O,X,X,X,X,X,X,X
LSITOJZ,O,O,X,X,X,X,X,X,X,X,X,X
LSITOZJ,O,X,X,X,O,X,X,X,X,X,X,O
LSIJTZO,O,O,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,O,O,O,X,X,X,X,X,X,X,X,X
LSIJZTO,O,X,X,X,X,X,X,X,X,X,X,X
LSIJZOT,O,O,O,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,O,X,X,X,X,X,X,X,X,X
LSIJOZT,X,X,O,X,X,X,X,X,X,X,X,O
LSIZTJO,O,X,X,X,O,X,X,X,X,O,X,X
LSIZTOJ,O,X,X,X,O,X,O,X,X,O,X,X
LSIZJTO,O,X,X,X,O,X,X,X,X,O,X,X
LSIZJOT,O,O,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,X,X,X,X,X,O,X,X,O,X,O
LSIZOJT,O,O,X,X,X,X,X,X,X,X,X,O
LSIOTJZ,O,X,O,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,X,X,X,X,X,X,X,X,X,O,O
LSIOJTZ,X,X,O,X,X,X,X,X,X,X,X,X
LSIOJZT,X,X,O,X,X,X,X,X,X,X,X,O
LSIOZTJ,O,X,X,X,X,X,O,X,X,X,X,O
LSIOZJT,O,X,X,X,X,X,X,X,X,X,X,O
LSJTIZO,X,O,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,X,O,O,X,X,X,X,X,X,X,X,X
LSJTZIO,O,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,O,O,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,O,O,X,X,X,X,X,X,X,X,X
LSJTOZI,O,O,O,X,X,X,X,X,X,X,X,X
LSJITZO,O,O,X,X,X,X,X,X,X,X,X,X
LSJITOZ,O,O,O,X,X,X,X,X,X,X,X,X
LSJIZTO,O,X,X,X,X,X,X,X,X,X,X,X
LSJIZOT,O,O,O,X,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,O,X,X,X,X,X,X,X,X,X
LSJIOZT,X,X,O,X,X,X,X,X,X,X,X,O
LSJZTIO,O,X,X,X,X,X,X,X,X,X,X,X
LSJZTOI,O,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,O,X,X,X,X,X,X,X,X,O,X,X
LSJZIOT,O,X,O,X,X,X,X,X,X,X,X,X
LSJZOTI,O,O,O,X,X,X,X,X,X,X,X,X
LSJZOIT,O,O,O,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,X,O,X,X,X,X,X,X,X,X,X
LSJOTZI,X,X,O,X,X,X,X,X,X,X,O,X
LSJOITZ,X,X,O,X,X,X,X,X,X,X,X,X
LSJOIZT,X,X,O,X,X,X,X,X,X,X,X,O
LSJOZTI,X,X,O,X,X,X,X,X,X,X,X,X
LSJOZIT,X,X,O,X,X,X,X,X,X,X,X,X
LSZTIJO,O,X,X,X,O,X,X,X,X,O,X,X
LSZTIOJ,O,X,X,X,O,X,X,X,X,O,X,X
LSZTJIO,O,X,X,X,O,X,X,X,X,X,X,X
LSZTJOI,O,X,X,X,O,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,X,X,O,O,X,X,X,X,X
LSZTOJI,O,X,X,X,O,O,O,X,X,X,X,X
LSZITJO,O,X,X,X,O,X,X,X,X,O,X,X
LSZITOJ,O,X,X,X,O,X,X,X,X,O,X,X
LSZIJTO,O,X,X,X,O,X,X,X,X,O,X,X
LSZIJOT,O,X,X,X,X,X,X,X,X,X,X,X
LSZIOTJ,O,X,X,X,X,X,X,X,X,O,X,O
LSZIOJT,O,X,X,X,X,X,X,X,X,X,X,O
LSZJTIO,O,X,X,X,O,X,X,X,X,X,X,X
LSZJTOI,O,X,X,X,O,X,X,X,X,X,X,X
LSZJITO,O,X,X,X,O,X,X,X,X,O,X,X
LSZJIOT,O,X,O,X,X,X,X,X,X,X,X,X
LSZJOTI,O,O,O,X,X,X,X,X,X,X,X,X
LSZJOIT,O,O,O,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,X,X,X,X,O,O,X,X,X,O,X
LSZOTJI,O,X,O,X,X,O,O,X,X,X,O,X
LSZOITJ,O,X,X,X,X,X,X,X,X,O,X,O
LSZOIJT,O,X,X,X,X,X,X,X,X,X,X,O
LSZOJTI,O,O,O,X,X,O,X,X,X,X,X,X
LSZOJIT,O,O,O,X,X,X,X,X,X,X,X,X
LSOTIJZ,X,X,O,O,X,X,X,X,X,X,X,X
LSOTIZJ,O,X,X,O,X,X,X,X,X,X,O,O
LSOTJIZ,X,X,O,O,X,X,X,X,X,X,X,X
LSOTJZI,O,X,O,O,X,X,X,X,X,X,O,X
LSOTZIJ,O,X,X,O,X,X,X,X,X,X,O,X
LSOTZJI,O,X,O,O,X,X,X,X,X,X,O,X
LSOITJZ,O,X,O,X,X,X,X,X,X,X,X,X
LSOITZJ,O,X,X,X,X,X,X,X,X,X,O,O
LSOIJTZ,X,X,O,X,X,X,X,X,X,X,X,X
LSOIJZT,X,X,O,X,X,X,X,X,X,X,X,O
LSOIZTJ,O,X,X,X,X,X,O,X,X,X,X,O
LSOIZJT,O,X,X,X,X,X,X,X,X,X,X,O
LSOJTIZ,X,X,O,O,X,X,X,X,X,X,X,X
LSOJTZI,X,X,O,O,X,X,X,X,X,X,O,X
LSOJITZ,X,X,O,X,X,X,X,X,X,X,X,X
LSOJIZT,X,X,O,X,X,X,X,X,X,X,X,O
LSOJZTI,X,X,O,X,X,O,X,X,X,X,X,X
LSOJZIT,X,X,O,X,X,X,X,X,X,X,X,X
LSOZTIJ,O,X,X,X,X,O,O,X,X,X,O,X
LSOZTJI,O,X,O,X,X,O,O,X,X,X,O,X
LSOZITJ,O,X,X,X,X,X,X,X,X,O,X,O
LSOZIJT,O,X,X,X,X,X,X,X,X,X,X,O
LSOZJTI,O,X,O,X,X,O,X,X,X,X,X,X
LSOZJIT,O,X,O,X,X,X,X,X,X,X,X,X
LZTIJSO,O,O,X,X,O,X,X,X,X,X,X,X
LZTIJOS,O,O,X,X,O,X,X,X,X,X,X,X
LZTISJO,O,O,X,X,O,X,X,X,X,X,X,X
LZTISOJ,O,O,X,X,O,X,X,X,X,X,X,X
LZTIOJS,O,O,X,X,O,O,X,X,X,X,X,X
LZTIOSJ,O,O,X,X,O,O,O,X,X,X,X,X
LZTJISO,O,O,X,X,O,X,X,X,X,X,X,X
LZTJIOS,O,O,X,X,O,X,X,X,X,X,X,X
LZTJSIO,O,X,X,X,O,X,X,X,X,X,X,X
LZTJSOI,O,O,X,X,O,X,X,X,X,X,X,X
LZTJOIS,O,O,X,X,O,O,X,X,X,X,X,X
LZTJOSI,O,O,X,X,O,O,O,O,X,X,X,X
LZTSIJO,O,X,X,X,O,X,X,X,X,X,X,X
LZTSIOJ,O,X,X,X,O,X,X,X,X,X,X,X
LZTSJIO,O,X,X,X,O,X,X,X,X,X,X,X
LZTSJOI,O,O,X,X,O,X,X,X,X,X,X,X
LZTSOIJ,O,X,X,X,X,O,O,X,X,X,X,X
LZTSOJI,O,O,X,X,O,O,O,X,X,X,X,X
LZTOIJS,O,O,X,X,O,O,X,X,X,X,X,X
LZTOISJ,X,X,X,X,O,O,O,X,X,X,X,X
LZTOJIS,O,O,X,X,O,O,X,X,X,X,X,X
LZTOJSI,O,O,X,X,O,O,O,O,X,X,X,X
LZTOSIJ,X,X,X,X,X,O,O,X,X,X,X,X
LZTOSJI,O,O,X,X,O,O,O,X,X,X,X,X
LZITJSO,O,O,X,X,O,X,X,X,X,X,X,X
LZITJOS,O,O,X,X,O,X,O,X,X,X,X,X
LZITSJO,O,O,X,X,O,X,X,X,X,O,X,X
LZITSOJ,O,O,X,X,O,X,O,X,X,O,X,X
LZITOJS,O,O,X,X,O,O,O,X,X,X,X,X
LZITOSJ,O,O,X,X,O,O,O,X,X,O,X,X
LZIJTSO,O,O,X,X,O,X,X,X,X,X,X,X
LZIJTOS,O,O,X,X,O,X,O,X,X,X,X,X
LZIJSTO,O,X,X,X,O,X,X,X,X,X,X,X
LZIJSOT,O,O,X,X,X,X,X,X,X,X,X,X
LZIJOTS,O,O,X,X,O,X,O,X,X,X,X,X
LZIJOST,O,O,X,X,X,X,X,X,X,X,X,X
LZISTJO,O,X,X,X,O,X,X,X,X,O,X,X
LZISTOJ,O,X,X,X,O,X,O,X,X,O,X,X
LZISJTO,O,X,X,X,O,X,X,X,X,O,X,X
LZISJOT,O,O,X,X,X,X,X,X,X,X,X,X
LZISOTJ,O,X,X,X,X,X,O,X,X,O,X,O
LZISOJT,O,O,X,X,X,X,X,X,X,X,X,O
LZIOTJS,O,O,X,X,O,O,O,X,X,X,X,X
LZIOTSJ,O,X,X,X,O,O,O,X,X,X,X,X
LZIOJTS,O,O,X,X,O,O,O,X,X,X,X,X
LZIOJST,O,O,X,X,X,X,X,X,X,X,X,X
LZIOSTJ,O,X,X,X,X,X,O,X,X,X,X,O
LZIOSJT,O,O,X,X,X,X,X,X,X,X,X,O
LZJTISO,O,O,X,X,O,X,X,X,X,X,X,X
LZJTIOS,O,O,X,X,O,X,X,X,X,X,X,X
LZJTSIO,O,X,X,X,O,X,X,X,X,X,X,X
LZJTSOI,O,O,X,X,O,X,X,X,X,X,X,X
LZJTOIS,O,O,X,X,O,O,X,X,X,X,X,X
LZJTOSI,O,O,X,X,O,O,O,O,X,X,X,X
LZJITSO,O,O,X,X,O,X,X,X,X,X,X,X
LZJITOS,O,O,X,X,O,X,X,X,X,X,X,X
LZJISTO,O,X,X,X,O,X,X,X,X,X,X,X
LZJISOT,O,O,X,X,X,X,X,X,X,X,X,X
LZJIOTS,O,O,X,X,O,X,X,X,X,X,X,X
LZJIOST,O,O,X,X,X,X,X,X,X,X,X,X
LZJSTIO,O,X,X,X,O,X,X,X,X,X,X,X
LZJSTOI,O,X,X,X,O,X,X,X,X,X,X,X
LZJSITO,O,X,X,X,O,X,X,X,X,X,X,X
LZJSIOT,O,X,X,X,X,X,X,X,X,X,X,X
LZJSOTI,O,O,X,X,X,X,X,X,X,X,X,X
LZJSOIT,O,O,X,X,X,X,X,X,X,X,X,X
LZJOTIS,O,X,X,X,O,O,X,X,X,X,X,X
LZJOTSI,O,O,X,X,O,O,O,X,X,X,X,X
LZJOITS,O,X,X,X,O,O,X,X,X,X,X,X
LZJOIST,O,O,X,X,X,X,X,X,X,X,X,X
LZJOSTI,O,O,X,X,X,O,X,X,X,X,X,X
LZJOSIT,O,O,X,X,X,X,X,X,X,X,X,X
LZSTIJO,O,X,X,X,O,X,X,X,X,O,X,X
LZSTIOJ,O,X,X,X,O,X,X,X,X,O,X,X
LZSTJIO,O,X,X,X,O,X,X,X,X,X,X,X
LZSTJOI,O,X,X,X,O,X,X,X,X,X,X,X
LZSTOIJ,O,X,X,X,X,O,O,X,X,X,X,X
LZSTOJI,O,X,X,X,O,O,O,X,X,X,X,X
LZSITJO,O,X,X,X,O,X,X,X,X,O,X,X
LZSITOJ,O,X,X,X,O,X,X,X,X,O,X,X
LZSIJTO,O,X,X,X,O,X,X,X,X,O,X,X
LZSIJOT,O,X,X,X,X,X,X,X,X,X,X,X
LZSIOTJ,O,X,X,X,X,X,X,X,X,O,X,O
LZSIOJT,O,X,X,X,X,X,X,X,X,X,X,O
LZSJTIO,O,X,X,X,O,X,X,X,X,X,X,X
LZSJTOI,O,X,X,X,O,X,X,X,X,X,X,X
LZSJITO,O,X,X,X,O,X,X,X,X,O,X,X
LZSJIOT,O,X,X,X,X,X,X,X,X,X,X,X
LZSJOTI,O,O,X,X,X,X,X,X,X,X,X,X
LZSJOIT,O,O,X,X,X,X,X,X,X,X,X,X
LZSOTIJ,O,X,X,X,X,O,O,X,X,X,X,X
LZSOTJI,O,X,X,X,X,O,O,X,X,X,X,X
LZSOITJ,O,X,X,X,X,X,X,X,X,O,X,O
LZSOIJT,O,X,X,X,X,X,X,X,X,X,X,O
LZSOJTI,O,O,X,X,X,O,X,X,X,X,X,X
LZSOJIT,O,O,X,X,X,X,X,X,X,X,X,X
LZOTIJS,O,X,X,X,O,O,X,X,X,X,X,X
LZOTISJ,X,X,X,X,O,O,O,X,X,X,X,X
LZOTJIS,O,X,X,X,O,O,X,X,X,X,X,X
LZOTJSI,O,O,X,X,O,O,O,X,X,X,X,X
LZOTSIJ,X,X,X,X,X,O,O,X,X,X,X,X
LZOTSJI,O,X,X,X,O,O,O,X,X,X,X,X
LZOITJS,O,X,X,X,O,O,O,X,X,X,X,X
LZOITSJ,O,X,X,X,O,O,O,X,X,X,X,X
LZOIJTS,O,X,X,X,O,O,O,X,X,X,X,X
LZOIJST,O,O,X,X,X,X,X,X,X,X,X,X
LZOISTJ,O,X,X,X,X,X,O,X,X,X,X,O
LZOISJT,O,X,X,X,X,X,X,X,X,X,X,O
LZOJTIS,O,X,X,X,O,O,X,X,X,X,X,X
LZOJTSI,O,O,X,X,O,O,O,X,X,X,X,X
LZOJITS,O,X,X,X,O,O,X,X,X,X,X,X
LZOJIST,O,O,X,X,X,X,X,X,X,X,X,X
LZOJSTI,O,O,X,X,X,O,X,X,X,X,X,X
LZOJSIT,O,O,X,X,X,X,X,X,X,X,X,X
LZOSTIJ,O,X,X,X,X,O,O,X,X,X,X,X
LZOSTJI,O,X,X,X,X,O,O,X,X,X,X,X
LZOSITJ,O,X,X,X,X,X,X,X,X,X,X,O
LZOSIJT,O,X,X,X,X,X,X,X,X,X,X,O
LZOSJTI,O,O,X,X,X,O,X,X,X,X,X,X
LZOSJIT,O,O,X,X,X,X,X,X,X,X,X,X
LOTIJSZ,X,O,X,X,X,X,X,X,X,X,X,X
LOTIJZS,X,O,X,X,X,X,X,X,X,X,X,X
LOTISJZ,X,O,X,X,X,X,X,X,X,X,X,X
