sequence,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXdBmgBzkBq?qBFnB0rB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex8IvhFlgB3hBzkBO?sB0lBSwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeT7IvhFxcBClB/rBF?nB0qBmrB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXdBigBWqBF?nB0rBzqB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jei7IvhFFdBulBcmBz?kBXnBRwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeT7IvhFxcBlhBClB/?rBOsB0qB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeeAJvhFzbBFdBcmBS?qBXnBRwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXdB0gBzkBF?nBCrB2wB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Je08IvhFlgBzkBxmB6?qBXnB2wB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeF9IvhF8kB5lBThBX?nBilB2wB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeT7IvhFXdBClBFnBx?qBerB0rB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Je2AJvhFXdBzkBUmBF?nBCmBRwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jei7IvhF5lBzkB/rBF?nBcrBOsB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex8IvhF6lBzkB/rBF?nBmrB0qB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Je6AJvhFTcB8kBxmBl?qB3rBOsB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Je8EJvhFXhBFnBxqB6?qBOsBTrB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex8IvhFClB/rBFnBT?lBmrB0qB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhF0gBzkBFnBX?mBSwBOsB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhF8kB3lBFnBT?rBOsBCrB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXhBVnBzkB0?lBOsBSwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXdB6lBzkBF?nB0rBerB
TLOSZJI,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
TLOZIJS,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
TLOZISJ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TLOZJIS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TLOZJSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
TLOZSIJ,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
TLOZSJI,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O
TJILSZO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJILSOZ,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJILZSO,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJILZOS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJILOSZ,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJILOZS,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJISLZO,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISLOZ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISZLO,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISZOL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJISOLZ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJISOZL,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJIZLSO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZLOS,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZSLO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZSOL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIZOLS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJIZOSL,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJIOLSZ,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJIOLZS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJIOSLZ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJIOSZL,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJIOZLS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJIOZSL,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJLISZO,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLISOZ,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLIZSO,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLIZOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLIOZS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLSIZO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZIO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZOI,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLSOIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOZI,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLZISO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZIOS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSIO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSOI,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLZOIS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOISZ,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLOIZS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLOSIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSZI,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJLOZIS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZSI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJSILZO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSILOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIZLO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIZOL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSIOLZ,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSIOZL,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSLIZO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZIO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLOIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJSLOZI,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJSZILO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSZIOL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJSZLIO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLOI,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSZOIL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSZOLI,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOILZ,O,O,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TJSOIZL,O,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TJSOLIZ,O,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TJSOLZI,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSOZIL,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSOZLI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZILOS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZISLO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZISOL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJZIOLS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOSL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLISO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLIOS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSIO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSOI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOSI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZSIOL,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TJZSLIO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLOI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSOIL,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJZSOLI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJZOILS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOISL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJZOLSI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJZOSIL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOILZS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOISLZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOISZL,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJOIZLS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJOIZSL,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJOLISZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLIZS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOLSZI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJOLZIS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZSI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOSILZ,O,O,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TJOSIZL,O,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TJOSLIZ,O,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TJOSLZI,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
TJOSZIL,O,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X
TJOSZLI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
TJOZILS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOZISL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOZLIS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TJOZLSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
TJOZSIL,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TJOZSLI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILJOZ,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILZJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILZOJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILOJZ,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X
TSILOZJ,O,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIJLZO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJLOZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJZLO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJZOL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIJOLZ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIJOZL,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSIZLJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSIZLOJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSIZJLO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSIZJOL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSIZOLJ,O,X,X,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TSIZOJL,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TSIOLJZ,O,X,X,X,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
TSIOLZJ,O,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TSIOJLZ,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TSIOJZL,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TSIOZLJ,O,X,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TSIOZJL,O,X,X,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TSLIJZO,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLIJOZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLIZJO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOJZ,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
TSLIOZJ,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLJIZO,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJZIO,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJZOI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJOIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSLJOZI,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSLZIJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSLZIOJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSLZJIO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJOI,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLZOJI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSLOIJZ,O,X,X,X,O,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X
TSLOIZJ,O,X,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
TSLOJIZ,O,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X
TSLOJZI,O,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X
TSLOZIJ,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X
TSLOZJI,O,X,O,X,O,O,O,O,X,X,X,X,X,O,X,X,O,O,X,O,X
TSJILZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJILOZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIZLO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIZOL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJIOLZ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJIOZL,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJLIZO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLIOZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLZIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLZOI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLOIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSJLOZI,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TSJZILO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSJZIOL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSJZLIO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZLOI,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJZOIL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJZOLI,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJOILZ,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TSJOIZL,O,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TSJOLIZ,O,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TSJOLZI,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSJOZIL,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJOZLI,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZILJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSZILOJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSZIJLO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSZIJOL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
TSZIOLJ,O,X,X,X,O,X,O,O,X,O,X,O,X,X,O,O,X,X,O,X,X
TSZIOJL,O,X,X,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,O,X,X
TSZLIJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSZLIOJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSZLJIO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSZLJOI,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZLOIJ,O,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
TSZLOJI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TSZJILO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSZJIOL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
TSZJLIO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSZJLOI,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZJOIL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSZJOLI,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSZOILJ,O,X,X,X,O,X,O,O,X,O,X,O,O,X,O,O,X,X,O,X,X
TSZOIJL,O,X,X,O,O,X,X,O,X,O,X,O,O,X,O,O,X,X,O,X,X
TSZOLIJ,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X
TSZOLJI,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O
TSZOJIL,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
TSZOJLI,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
TSOILJZ,O,X,X,X,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X
TSOILZJ,O,X,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
TSOIJLZ,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TSOIJZL,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TSOIZLJ,O,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X
TSOIZJL,O,X,X,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X
TSOLIJZ,O,X,X,X,O,O,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TSOLIZJ,O,X,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
TSOLJIZ,O,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X
TSOLJZI,O,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X
TSOLZIJ,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X
TSOLZJI,O,X,O,X,O,O,O,O,X,X,X,X,X,O,X,X,O,O,X,O,X
TSOJILZ,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TSOJIZL,O,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TSOJLIZ,O,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TSOJLZI,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
TSOJZIL,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X
TSOJZLI,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
TSOZILJ,O,X,X,X,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,O,X
TSOZIJL,O,X,X,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X,O,X
TSOZLIJ,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X
TSOZLJI,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X,O,O
TSOZJIL,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X
TSOZJLI,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
TZILJSO,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZILJOS,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZILSJO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TZILSOJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TZILOJS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZILOSJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZIJLSO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZIJLOS,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIJSLO,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
