sequence,v115@AhB8IeC8AeB8CeH8BeG8Jex6IvhF0cB6iBTeB/pBFl?BmpB,v115@AhB8IeC8AeB8CeH8BeG8Je06IvhFxcBTeBKkBGiBFl?BXqB,v115@AhB8IeC8AeB8CeH8BeG8JeT6IvhF0cBxdBCjB/pBFl?BOqB,v115@AhB8IeC8AeB8CeH8BeG8JeX7IvhFxcBTeBKkBGiBFl?B0pB,v115@AhB8IeC8AeB8CeH8BeG8Jex6IvhF0cB6iBTeBlfB2p?BXqB,v115@AhB8IeC8AeB8CeH8BeG8JeZ/IvhF0cB6iBTeBXlBup?BFqB,v115@AhB8IeC8AeB8CeH8BeG8JeT6IvhF0cBxdBVlBCjB2p?BXqB,v115@AhB8IeC8AeB8CeH8BeG8JeF7IvhF0cB6iBTeBxkBmp?B/pB,v115@AhB8IeC8AeB8CeH8BeG8Je06IvhFlcBxiBmpB/pBTq?BCtB,v115@AhB8IeC8AeB8CeH8BeG8Je1/IvhF0cB6iBTeBxkB2p?BXqB
LSOTIJZ,O,X,O,O,X,O,X,X,X,X
LSOTIZJ,O,X,O,X,X,O,X,X,X,X
LSOTJIZ,O,O,O,O,X,X,X,X,X,X
LSOTJZI,O,O,O,O,X,X,X,X,X,X
LSOTZIJ,O,X,O,X,X,O,X,X,X,X
LSOTZJI,O,O,O,O,X,X,X,X,X,X
LSOITJZ,O,X,O,X,X,O,X,X,X,X
LSOITZJ,O,X,O,X,X,O,X,X,X,X
LSOIJTZ,X,X,X,X,X,O,X,O,X,X
LSOIJZT,O,X,X,X,X,O,X,O,X,X
LSOIZTJ,O,X,O,X,X,O,X,X,X,X
LSOIZJT,O,X,X,X,O,O,X,O,X,X
LSOJTIZ,O,O,X,O,O,X,X,X,X,X
LSOJTZI,O,O,X,O,O,X,X,X,X,X
LSOJITZ,X,O,X,O,O,O,X,O,X,X
LSOJIZT,O,O,X,X,O,O,X,O,X,X
LSOJZTI,O,O,X,X,O,X,X,X,X,X
LSOJZIT,O,O,X,X,O,O,X,O,X,X
LSOZTIJ,O,X,O,X,X,O,X,X,X,X
LSOZTJI,O,X,O,X,X,X,X,X,X,X
LSOZITJ,O,X,O,X,X,O,X,X,X,X
LSOZIJT,O,X,X,X,O,O,X,O,X,X
LSOZJTI,O,O,X,X,O,X,X,X,X,X
LSOZJIT,O,O,X,X,O,O,X,O,X,X
LZTIJSO,X,O,X,X,X,X,O,O,X,X
LZTIJOS,X,O,X,X,X,X,O,O,X,X
LZTISJO,X,X,O,X,X,O,O,X,X,X
LZTISOJ,X,X,O,X,X,O,X,X,X,X
LZTIOJS,X,O,X,X,O,X,O,O,X,X
LZTIOSJ,O,X,X,X,X,O,X,X,X,X
LZTJISO,X,O,X,O,O,X,O,O,X,X
LZTJIOS,X,O,X,O,O,X,O,O,X,X
LZTJSIO,X,O,X,O,O,X,O,X,X,X
LZTJSOI,X,O,X,O,O,X,O,X,X,X
LZTJOIS,X,O,X,O,O,X,O,O,X,X
LZTJOSI,X,O,X,O,O,X,O,X,X,X
LZTSIJO,O,X,O,X,X,O,O,X,X,X
LZTSIOJ,O,X,O,X,X,O,X,X,X,X
LZTSJIO,O,O,O,O,X,X,O,X,X,X
LZTSJOI,O,O,O,O,X,X,O,X,X,X
LZTSOIJ,O,X,O,X,X,O,X,X,X,X
LZTSOJI,O,O,O,O,X,X,X,X,X,X
LZTOIJS,X,O,X,X,O,X,O,O,X,X
LZTOISJ,O,X,X,X,X,O,X,X,X,X
LZTOJIS,X,O,X,O,O,X,O,O,X,X
LZTOJSI,X,O,X,O,O,X,O,X,X,X
LZTOSIJ,O,X,X,X,X,O,X,X,X,X
LZTOSJI,O,O,X,O,X,X,X,X,X,X
LZITJSO,X,X,X,X,X,X,O,O,X,X
LZITJOS,X,X,X,X,X,X,O,O,X,O
LZITSJO,X,X,O,X,X,O,O,X,X,X
LZITSOJ,X,X,O,X,X,O,X,X,X,O
LZITOJS,X,X,X,X,O,X,O,O,X,O
LZITOSJ,O,X,X,X,X,O,X,X,X,O
LZIJTSO,X,X,X,X,O,X,O,O,X,X
LZIJTOS,X,O,X,X,O,X,O,O,X,X
LZIJSTO,X,X,O,X,O,O,O,O,X,X
LZIJSOT,X,O,X,X,O,O,X,O,X,X
LZIJOTS,X,O,X,X,O,X,O,O,X,X
LZIJOST,O,O,X,X,O,O,X,O,X,X
LZISTJO,O,X,O,X,X,O,O,X,X,X
LZISTOJ,O,X,O,X,X,O,X,X,X,X
LZISJTO,X,X,O,X,X,O,O,O,X,X
LZISJOT,O,X,X,X,X,O,X,O,X,X
LZISOTJ,O,X,O,X,X,O,X,X,X,X
LZISOJT,O,X,X,X,O,O,X,O,X,X
LZIOTJS,X,X,X,X,O,X,O,O,X,O
LZIOTSJ,O,X,X,X,X,O,X,X,X,O
LZIOJTS,X,O,X,X,O,X,O,O,X,X
LZIOJST,O,O,X,X,O,O,X,O,X,X
LZIOSTJ,O,X,O,X,X,O,X,X,X,X
LZIOSJT,O,X,X,X,O,O,X,O,X,X
LZJTISO,X,O,X,O,O,X,O,O,X,X
LZJTIOS,X,O,X,O,O,X,O,O,X,X
LZJTSIO,X,O,X,O,O,X,O,X,X,X
LZJTSOI,X,O,X,O,O,X,O,X,X,X
LZJTOIS,X,O,X,O,O,X,O,O,X,X
LZJTOSI,X,O,X,O,O,X,O,X,X,X
LZJITSO,X,O,X,O,O,X,O,O,X,X
LZJITOS,X,O,X,O,O,X,O,O,X,X
LZJISTO,X,X,O,X,O,O,O,O,X,X
LZJISOT,X,O,X,X,O,O,X,O,X,X
LZJIOTS,X,O,X,O,O,X,O,O,X,X
LZJIOST,O,O,X,X,O,O,X,O,X,X
LZJSTIO,O,X,O,X,O,X,O,X,X,X
LZJSTOI,O,X,O,X,O,X,O,X,X,X
LZJSITO,X,X,O,X,O,O,O,O,X,X
LZJSIOT,O,O,X,X,O,O,X,O,X,X
LZJSOTI,O,O,X,X,O,X,X,X,X,X
LZJSOIT,O,O,X,X,O,O,X,O,X,X
LZJOTIS,X,O,X,O,O,X,O,O,X,X
LZJOTSI,X,O,X,O,O,X,O,X,X,X
LZJOITS,X,O,X,O,O,X,O,O,X,X
LZJOIST,O,O,X,X,O,O,X,O,X,X
LZJOSTI,O,O,X,X,O,X,X,X,X,X
LZJOSIT,O,O,X,X,O,O,X,O,X,X
LZSTIJO,O,X,O,X,X,O,O,X,X,X
LZSTIOJ,O,X,O,X,X,O,X,X,X,X
LZSTJIO,O,X,O,X,X,X,O,X,X,X
LZSTJOI,O,X,O,X,X,X,O,X,X,X
LZSTOIJ,O,X,O,X,X,O,X,X,X,X
LZSTOJI,O,X,O,X,X,X,X,X,X,X
LZSITJO,O,X,O,X,X,O,O,X,X,X
LZSITOJ,O,X,O,X,X,O,X,X,X,X
LZSIJTO,X,X,O,X,X,O,O,O,X,X
LZSIJOT,O,X,X,X,X,O,X,O,X,X
LZSIOTJ,O,X,O,X,X,O,X,X,X,X
LZSIOJT,O,X,X,X,O,O,X,O,X,X
LZSJTIO,O,X,O,X,O,X,O,X,X,X
LZSJTOI,O,X,O,X,O,X,O,X,X,X
LZSJITO,X,X,O,X,O,O,O,O,X,X
LZSJIOT,O,O,X,X,O,O,X,O,X,X
LZSJOTI,O,O,X,X,O,X,X,X,X,X
LZSJOIT,O,O,X,X,O,O,X,O,X,X
LZSOTIJ,O,X,O,X,X,O,X,X,X,X
LZSOTJI,O,X,O,X,X,X,X,X,X,X
LZSOITJ,O,X,O,X,X,O,X,X,X,X
LZSOIJT,O,X,X,X,O,O,X,O,X,X
LZSOJTI,O,O,X,X,O,X,X,X,X,X
LZSOJIT,O,O,X,X,O,O,X,O,X,X
LZOTIJS,X,O,X,X,O,X,O,O,X,X
LZOTISJ,O,X,X,X,X,O,X,X,X,X
LZOTJIS,X,O,X,O,O,X,O,O,X,X
LZOTJSI,X,O,X,O,O,X,O,X,X,X
LZOTSIJ,O,X,X,X,X,O,X,X,X,X
LZOTSJI,O,O,X,O,X,X,X,X,X,X
LZOITJS,X,X,X,X,O,X,O,O,X,O
LZOITSJ,O,X,X,X,X,O,X,X,X,O
LZOIJTS,X,O,X,X,O,X,O,O,X,X
LZOIJST,O,O,X,X,O,O,X,O,X,X
LZOISTJ,O,X,O,X,X,O,X,X,X,X
LZOISJT,O,X,X,X,O,O,X,O,X,X
LZOJTIS,X,O,X,O,O,X,O,O,X,X
LZOJTSI,X,O,X,O,O,X,O,X,X,X
LZOJITS,X,O,X,O,O,X,O,O,X,X
LZOJIST,O,O,X,X,O,O,X,O,X,X
LZOJSTI,O,O,X,X,O,X,X,X,X,X
LZOJSIT,O,O,X,X,O,O,X,O,X,X
LZOSTIJ,O,X,O,X,X,O,X,X,X,X
LZOSTJI,O,X,O,X,X,X,X,X,X,X
LZOSITJ,O,X,O,X,X,O,X,X,X,X
LZOSIJT,O,X,X,X,O,O,X,O,X,X
LZOSJTI,O,O,X,X,O,X,X,X,X,X
LZOSJIT,O,O,X,X,O,O,X,O,X,X
LOTIJSZ,X,O,X,O,X,X,O,O,X,X
LOTIJZS,X,O,X,O,X,X,O,O,X,X
LOTISJZ,X,X,X,O,X,O,X,X,X,X
LOTISZJ,X,X,X,X,X,O,X,X,X,X
LOTIZJS,X,O,X,X,O,X,O,O,X,X
LOTIZSJ,O,X,X,X,X,O,X,X,X,X
LOTJISZ,X,O,X,O,O,X,O,O,X,X
LOTJIZS,X,O,X,O,O,X,O,O,X,X
LOTJSIZ,X,O,X,O,O,X,O,X,X,X
LOTJSZI,X,O,X,O,O,X,O,X,X,X
LOTJZIS,X,O,X,O,O,X,O,O,X,X
LOTJZSI,X,O,X,O,O,X,O,X,X,X
LOTSIJZ,O,X,X,O,X,O,X,X,X,X
LOTSIZJ,O,X,X,X,X,O,X,X,X,X
LOTSJIZ,O,O,X,O,X,X,X,X,X,X
LOTSJZI,O,O,X,O,X,X,X,X,X,X
LOTSZIJ,O,X,X,X,X,O,X,X,X,X
LOTSZJI,O,O,X,O,X,X,X,X,X,X
LOTZIJS,X,O,X,X,O,X,O,O,X,X
LOTZISJ,O,X,X,X,X,O,X,X,X,X
LOTZJIS,X,O,X,O,O,X,O,O,X,X
LOTZJSI,X,O,X,O,O,X,O,X,X,X
LOTZSIJ,O,X,X,X,X,O,X,X,X,X
LOTZSJI,O,O,X,O,X,X,X,X,X,X
LOITJSZ,X,O,X,O,X,X,O,O,X,X
LOITJZS,X,O,X,O,X,X,O,O,X,O
LOITSJZ,X,X,X,O,X,O,X,X,X,X
LOITSZJ,X,X,X,X,X,O,X,X,X,O
LOITZJS,X,O,X,X,O,X,O,O,X,O
LOITZSJ,O,X,X,X,X,O,X,X,X,O
LOIJTSZ,X,O,X,O,O,X,O,O,X,X
LOIJTZS,X,O,X,O,O,X,O,O,X,X
LOIJSTZ,X,O,X,O,O,O,X,O,X,X
LOIJSZT,X,O,X,X,O,O,X,O,X,X
LOIJZTS,X,O,X,O,O,X,O,O,X,X
LOIJZST,O,O,X,X,O,O,X,O,X,X
LOISTJZ,O,X,O,X,X,O,X,X,X,X
LOISTZJ,O,X,O,X,X,O,X,X,X,X
LOISJTZ,X,X,X,X,X,O,X,O,X,X
LOISJZT,O,X,X,X,X,O,X,O,X,X
LOISZTJ,O,X,O,X,X,O,X,X,X,X
LOISZJT,O,X,X,X,O,O,X,O,X,X
LOIZTJS,X,X,X,X,O,X,O,O,X,O
LOIZTSJ,O,X,X,X,X,O,X,X,X,O
LOIZJTS,X,O,X,X,O,X,O,O,X,X
LOIZJST,O,O,X,X,O,O,X,O,X,X
LOIZSTJ,O,X,O,X,X,O,X,X,X,X
LOIZSJT,O,X,X,X,O,O,X,O,X,X
LOJTISZ,X,O,X,O,O,X,O,O,X,X
LOJTIZS,X,O,X,O,O,X,O,O,X,X
LOJTSIZ,X,O,X,O,O,X,O,X,X,X
LOJTSZI,X,O,X,O,O,X,O,X,X,X
LOJTZIS,X,O,X,O,O,X,O,O,X,X
LOJTZSI,X,O,X,O,O,X,O,X,X,X
LOJITSZ,X,O,X,O,O,X,O,O,X,X
LOJITZS,X,O,X,O,O,X,O,O,X,X
LOJISTZ,X,O,X,O,O,O,X,O,X,X
LOJISZT,X,O,X,X,O,O,X,O,X,X
LOJIZTS,X,O,X,O,O,X,O,O,X,X
LOJIZST,O,O,X,X,O,O,X,O,X,X
LOJSTIZ,O,O,X,O,O,X,X,X,X,X
LOJSTZI,O,O,X,O,O,X,X,X,X,X
LOJSITZ,X,O,X,O,O,O,X,O,X,X
LOJSIZT,O,O,X,X,O,O,X,O,X,X
LOJSZTI,O,O,X,X,O,X,X,X,X,X
LOJSZIT,O,O,X,X,O,O,X,O,X,X
LOJZTIS,X,O,X,O,O,X,O,O,X,X
LOJZTSI,X,O,X,O,O,X,O,X,X,X
LOJZITS,X,O,X,O,O,X,O,O,X,X
LOJZIST,O,O,X,X,O,O,X,O,X,X
LOJZSTI,O,O,X,X,O,X,X,X,X,X
LOJZSIT,O,O,X,X,O,O,X,O,X,X
LOSTIJZ,O,X,O,O,X,O,X,X,X,X
LOSTIZJ,O,X,O,X,X,O,X,X,X,X
LOSTJIZ,O,O,O,O,X,X,X,X,X,X
LOSTJZI,O,O,O,O,X,X,X,X,X,X
LOSTZIJ,O,X,O,X,X,O,X,X,X,X
LOSTZJI,O,O,O,O,X,X,X,X,X,X
LOSITJZ,O,X,O,X,X,O,X,X,X,X
LOSITZJ,O,X,O,X,X,O,X,X,X,X
LOSIJTZ,X,X,X,X,X,O,X,O,X,X
LOSIJZT,O,X,X,X,X,O,X,O,X,X
LOSIZTJ,O,X,O,X,X,O,X,X,X,X
LOSIZJT,O,X,X,X,O,O,X,O,X,X
LOSJTIZ,O,O,X,O,O,X,X,X,X,X
LOSJTZI,O,O,X,O,O,X,X,X,X,X
LOSJITZ,X,O,X,O,O,O,X,O,X,X
LOSJIZT,O,O,X,X,O,O,X,O,X,X
LOSJZTI,O,O,X,X,O,X,X,X,X,X
LOSJZIT,O,O,X,X,O,O,X,O,X,X
LOSZTIJ,O,X,O,X,X,O,X,X,X,X
LOSZTJI,O,X,O,X,X,X,X,X,X,X
LOSZITJ,O,X,O,X,X,O,X,X,X,X
LOSZIJT,O,X,X,X,O,O,X,O,X,X
LOSZJTI,O,O,X,X,O,X,X,X,X,X
LOSZJIT,O,O,X,X,O,O,X,O,X,X
LOZTIJS,X,O,X,X,O,X,O,O,X,X
LOZTISJ,O,X,X,X,X,O,X,X,X,X
LOZTJIS,X,O,X,O,O,X,O,O,X,X
LOZTJSI,X,O,X,O,O,X,O,X,X,X
LOZTSIJ,O,X,X,X,X,O,X,X,X,X
LOZTSJI,O,O,X,O,X,X,X,X,X,X
LOZITJS,X,X,X,X,O,X,O,O,X,O
LOZITSJ,O,X,X,X,X,O,X,X,X,O
LOZIJTS,X,O,X,X,O,X,O,O,X,X
LOZIJST,O,O,X,X,O,O,X,O,X,X
LOZISTJ,O,X,O,X,X,O,X,X,X,X
LOZISJT,O,X,X,X,O,O,X,O,X,X
LOZJTIS,X,O,X,O,O,X,O,O,X,X
LOZJTSI,X,O,X,O,O,X,O,X,X,X
LOZJITS,X,O,X,O,O,X,O,O,X,X
LOZJIST,O,O,X,X,O,O,X,O,X,X
LOZJSTI,O,O,X,X,O,X,X,X,X,X
LOZJSIT,O,O,X,X,O,O,X,O,X,X
LOZSTIJ,O,X,O,X,X,O,X,X,X,X
LOZSTJI,O,X,O,X,X,X,X,X,X,X
LOZSITJ,O,X,O,X,X,O,X,X,X,X
LOZSIJT,O,X,X,X,O,O,X,O,X,X
LOZSJTI,O,O,X,X,O,X,X,X,X,X
LOZSJIT,O,O,X,X,O,O,X,O,X,X
JTILSZO,X,O,X,O,O,X,O,O,O,X
JTILSOZ,X,O,X,O,O,X,O,O,X,X
JTILZSO,X,O,X,O,O,X,O,O,X,X
JTILZOS,X,O,X,O,O,X,O,O,X,X
JTILOSZ,X,O,X,O,O,X,O,O,X,X
JTILOZS,X,O,X,O,O,X,O,O,X,X
JTISLZO,X,X,X,X,O,X,X,X,O,X
JTISLOZ,X,X,X,X,O,X,X,X,X,X
JTISZLO,X,X,X,X,O,X,X,X,O,X
JTISZOL,X,X,X,X,O,X,X,X,O,X
JTISOLZ,X,X,X,X,O,X,X,X,X,X
JTISOZL,X,X,X,X,O,X,X,X,O,X
JTIZLSO,X,X,X,X,O,X,O,O,X,X
JTIZLOS,X,X,X,X,O,X,O,O,X,X
JTIZSLO,X,X,X,X,O,X,X,X,O,X
JTIZSOL,X,X,X,X,O,X,X,X,O,X
JTIZOLS,X,X,X,X,O,X,O,O,X,X
JTIZOSL,X,X,X,X,O,X,X,X,X,X
JTIOLSZ,X,O,X,O,O,X,O,O,X,X
JTIOLZS,X,O,X,O,O,X,O,O,X,X
JTIOSLZ,X,X,X,X,O,X,X,X,X,X
JTIOSZL,X,X,X,X,O,X,X,X,O,X
JTIOZLS,X,X,X,X,O,X,O,O,X,X
JTIOZSL,X,X,X,X,O,X,X,X,X,X
JTLISZO,X,O,X,O,O,X,O,O,O,X
JTLISOZ,X,O,X,O,O,X,O,O,X,X
JTLIZSO,X,O,X,O,O,X,O,O,X,X
JTLIZOS,X,O,X,O,O,X,O,O,X,X
JTLIOSZ,X,O,X,O,O,X,O,O,X,X
JTLIOZS,X,O,X,O,O,X,O,O,X,X
JTLSIZO,X,O,X,O,O,X,O,X,O,X
JTLSIOZ,X,O,X,O,O,X,O,X,X,X
JTLSZIO,X,O,X,O,O,X,O,X,O,X
JTLSZOI,X,O,X,O,O,X,O,X,X,X
JTLSOIZ,X,O,X,O,O,X,O,X,X,X
JTLSOZI,X,O,X,O,O,X,O,X,X,X
JTLZISO,X,O,X,O,O,X,O,O,X,X
JTLZIOS,X,O,X,O,O,X,O,O,X,X
JTLZSIO,X,O,X,O,O,X,O,X,X,X
JTLZSOI,X,O,X,O,O,X,O,X,X,X
JTLZOIS,X,O,X,O,O,X,O,O,X,X
JTLZOSI,X,O,X,O,O,X,O,X,X,X
JTLOISZ,X,O,X,O,O,X,O,O,X,X
JTLOIZS,X,O,X,O,O,X,O,O,X,X
JTLOSIZ,X,O,X,O,O,X,O,X,X,X
JTLOSZI,X,O,X,O,O,X,O,X,X,X
JTLOZIS,X,O,X,O,O,X,O,O,X,X
JTLOZSI,X,O,X,O,O,X,O,X,X,X
JTSILZO,X,X,X,X,O,X,X,X,O,X
JTSILOZ,X,X,X,X,O,X,X,X,X,X
JTSIZLO,X,X,X,X,O,X,X,X,O,X
JTSIZOL,X,X,X,X,O,X,X,X,O,X
JTSIOLZ,X,X,X,X,O,X,X,X,X,X
JTSIOZL,X,X,X,X,O,X,X,X,O,X
JTSLIZO,X,X,X,X,O,X,O,X,O,X
JTSLIOZ,X,X,X,X,O,X,O,X,X,X
JTSLZIO,X,X,X,X,O,X,O,X,O,X
JTSLZOI,X,X,X,X,O,X,O,X,X,X
JTSLOIZ,X,X,X,X,O,X,O,X,X,X
JTSLOZI,X,X,X,X,O,X,O,X,X,X
JTSZILO,X,X,X,X,O,X,X,X,O,X
JTSZIOL,X,X,X,X,O,X,X,X,O,X
JTSZLIO,X,X,X,X,O,X,O,X,O,X
JTSZLOI,X,X,X,X,O,X,O,X,X,X
JTSZOIL,X,X,X,X,O,X,X,X,O,X
JTSZOLI,X,X,X,X,O,X,O,X,X,X
JTSOILZ,X,X,X,X,O,X,X,X,X,X
JTSOIZL,X,X,X,X,O,X,X,X,O,X
JTSOLIZ,X,X,X,X,O,X,O,X,X,X
JTSOLZI,X,X,X,X,O,X,O,X,X,X
JTSOZIL,X,X,X,X,O,X,X,X,O,X
JTSOZLI,X,X,X,X,O,X,O,X,X,X
JTZILSO,X,X,X,X,O,X,O,O,X,X
JTZILOS,X,X,X,X,O,X,O,O,X,X
JTZISLO,X,X,X,X,O,X,X,X,O,X
JTZISOL,X,X,X,X,O,X,X,X,O,X
JTZIOLS,X,X,X,X,O,X,O,O,X,X
JTZIOSL,X,X,X,X,O,X,X,X,X,X
JTZLISO,X,X,X,X,O,X,O,O,X,X
JTZLIOS,X,X,X,X,O,X,O,O,X,X
JTZLSIO,X,X,X,X,O,X,O,X,X,X
JTZLSOI,X,X,X,X,O,X,O,X,X,X
JTZLOIS,X,X,X,X,O,X,O,O,X,X
JTZLOSI,X,X,X,X,O,X,O,X,X,X
JTZSILO,X,X,X,X,O,X,X,X,O,X
JTZSIOL,X,X,X,X,O,X,X,X,O,X
JTZSLIO,X,X,X,X,O,X,O,X,O,X
JTZSLOI,X,X,X,X,O,X,O,X,X,X
JTZSOIL,X,X,X,X,O,X,X,X,O,X
JTZSOLI,X,X,X,X,O,X,O,X,X,X
JTZOILS,X,X,X,X,O,X,O,O,X,X
JTZOISL,X,X,X,X,O,X,X,X,X,X
JTZOLIS,X,X,X,X,O,X,O,O,X,X
JTZOLSI,X,X,X,X,O,X,O,X,X,X
JTZOSIL,X,X,X,X,O,X,X,X,X,X
JTZOSLI,X,X,X,X,O,X,O,X,X,X
JTOILSZ,X,O,X,O,O,X,O,O,X,X
JTOILZS,X,O,X,O,O,X,O,O,X,X
JTOISLZ,X,X,X,X,O,X,X,X,X,X
JTOISZL,X,X,X,X,O,X,X,X,O,X
JTOIZLS,X,X,X,X,O,X,O,O,X,X
JTOIZSL,X,X,X,X,O,X,X,X,X,X
JTOLISZ,X,O,X,O,O,X,O,O,X,X
JTOLIZS,X,O,X,O,O,X,O,O,X,X
JTOLSIZ,X,O,X,O,O,X,O,X,X,X
JTOLSZI,X,O,X,O,O,X,O,X,X,X
JTOLZIS,X,O,X,O,O,X,O,O,X,X
JTOLZSI,X,O,X,O,O,X,O,X,X,X
JTOSILZ,X,X,X,X,O,X,X,X,X,X
JTOSIZL,X,X,X,X,O,X,X,X,O,X
JTOSLIZ,X,X,X,X,O,X,O,X,X,X
JTOSLZI,X,X,X,X,O,X,O,X,X,X
JTOSZIL,X,X,X,X,O,X,X,X,O,X
JTOSZLI,X,X,X,X,O,X,O,X,X,X
JTOZILS,X,X,X,X,O,X,O,O,X,X
JTOZISL,X,X,X,X,O,X,X,X,X,X
JTOZLIS,X,X,X,X,O,X,O,O,X,X
JTOZLSI,X,X,X,X,O,X,O,X,X,X
JTOZSIL,X,X,X,X,O,X,X,X,X,X
JTOZSLI,X,X,X,X,O,X,O,X,X,X
JITLSZO,X,O,X,O,O,X,O,O,O,X
JITLSOZ,X,O,X,O,O,X,O,O,X,X
JITLZSO,X,O,X,O,O,X,O,O,X,X
JITLZOS,X,O,X,O,O,X,O,O,X,O
JITLOSZ,X,O,X,O,O,X,O,O,X,X
JITLOZS,X,O,X,O,O,X,O,O,X,O
JITSLZO,X,X,X,X,O,X,X,X,O,X
JITSLOZ,X,X,X,X,O,X,X,X,X,X
JITSZLO,X,X,X,X,O,X,X,X,O,X
JITSZOL,X,X,X,X,O,X,X,X,O,X
JITSOLZ,X,X,X,X,O,X,X,X,X,X
JITSOZL,X,X,X,X,O,X,X,X,O,X
JITZLSO,X,X,X,X,O,X,O,O,X,X
JITZLOS,X,X,X,X,O,X,O,O,X,O
JITZSLO,X,X,X,X,O,X,X,X,O,X
JITZSOL,X,X,X,X,O,X,X,X,O,X
JITZOLS,X,X,X,X,O,X,O,O,X,O
JITZOSL,X,X,X,X,O,X,X,X,X,X
JITOLSZ,X,O,X,O,O,X,O,O,X,X
JITOLZS,X,O,X,O,O,X,O,O,X,O
JITOSLZ,X,X,X,X,O,X,X,X,X,X
JITOSZL,X,X,X,X,O,X,X,X,O,X
JITOZLS,X,X,X,X,O,X,O,O,X,O
JITOZSL,X,X,X,X,O,X,X,X,X,X
JILTSZO,X,O,X,O,O,X,O,O,O,X
JILTSOZ,X,O,X,O,O,X,O,O,X,X
JILTZSO,X,O,X,O,O,X,O,O,X,X
JILTZOS,X,O,X,O,O,X,O,O,X,X
JILTOSZ,X,O,X,O,O,X,O,O,X,X
JILTOZS,X,O,X,O,O,X,O,O,X,X
JILSTZO,X,O,X,O,O,O,O,O,O,X
JILSTOZ,X,O,X,O,O,O,O,O,X,X
JILSZTO,X,X,X,X,O,O,O,O,O,X
JILSZOT,X,O,X,X,O,O,X,O,X,X
JILSOTZ,X,O,X,O,O,O,X,O,X,X
JILSOZT,X,O,X,X,O,O,X,O,X,X
JILZTSO,X,O,X,O,O,X,O,O,X,X
JILZTOS,X,O,X,O,O,X,O,O,X,X
JILZSTO,X,X,X,X,O,O,O,O,X,X
JILZSOT,X,O,X,X,O,O,X,O,X,X
JILZOTS,X,O,X,O,O,X,O,O,X,X
JILZOST,O,O,X,X,O,O,X,O,X,X
JILOTSZ,X,O,X,O,O,X,O,O,X,X
JILOTZS,X,O,X,O,O,X,O,O,X,X
JILOSTZ,X,O,X,O,O,O,X,O,X,X
JILOSZT,X,O,X,X,O,O,X,O,X,X
JILOZTS,X,O,X,O,O,X,O,O,X,X
JILOZST,O,O,X,X,O,O,X,O,X,X
JISTLZO,X,X,X,X,O,O,X,X,O,X
JISTLOZ,X,X,X,X,O,O,X,X,X,X
JISTZLO,X,X,X,X,O,O,X,X,O,X
JISTZOL,X,X,X,X,O,O,X,X,O,X
JISTOLZ,X,X,X,X,O,O,X,X,X,X
JISTOZL,X,X,X,X,O,O,X,X,O,X
JISLTZO,X,O,X,O,O,O,X,O,O,X
JISLTOZ,X,O,X,O,O,O,X,O,X,X
JISLZTO,X,X,X,X,O,O,X,O,O,X
JISLZOT,X,O,X,X,O,O,X,O,X,X
JISLOTZ,X,O,X,O,O,O,X,O,X,X
JISLOZT,X,O,X,X,O,O,X,O,X,X
JISZTLO,X,X,X,X,O,O,X,X,O,X
JISZTOL,X,X,X,X,O,O,X,X,O,X
JISZLTO,X,X,X,X,O,O,X,O,O,X
JISZLOT,X,X,X,X,O,O,X,O,X,X
JISZOTL,X,X,X,X,O,O,X,X,O,X
JISZOLT,X,X,X,X,O,O,X,O,X,X
JISOTLZ,X,X,X,X,O,O,X,X,X,X
JISOTZL,X,X,X,X,O,O,X,X,O,X
JISOLTZ,X,O,X,O,O,O,X,O,X,X
JISOLZT,X,O,X,X,O,O,X,O,X,X
JISOZTL,X,X,X,X,O,O,X,X,O,X
JISOZLT,X,X,X,X,O,O,X,O,X,X
JIZTLSO,X,X,X,X,O,X,O,O,X,X
JIZTLOS,X,X,X,X,O,X,O,O,X,O
JIZTSLO,X,X,X,X,O,X,X,X,O,X
JIZTSOL,X,X,X,X,O,X,X,X,O,X
JIZTOLS,X,X,X,X,O,X,O,O,X,O
JIZTOSL,X,X,X,X,O,X,X,X,X,X
JIZLTSO,X,O,X,O,O,X,O,O,X,X
JIZLTOS,X,O,X,O,O,X,O,O,X,X
JIZLSTO,X,X,X,X,O,O,O,O,X,X
JIZLSOT,X,O,X,X,O,O,X,O,X,X
JIZLOTS,X,O,X,O,O,X,O,O,X,X
JIZLOST,O,O,X,X,O,O,X,O,X,X
JIZSTLO,X,X,X,X,O,O,X,X,O,X
JIZSTOL,X,X,X,X,O,O,X,X,O,X
JIZSLTO,X,X,X,X,O,O,X,O,O,X
JIZSLOT,X,X,X,X,O,O,X,O,X,X
JIZSOTL,X,X,X,X,O,O,X,X,O,X
JIZSOLT,X,X,X,X,O,O,X,O,X,X
JIZOTLS,X,X,X,X,O,X,X,O,X,O
JIZOTSL,X,X,X,X,O,X,X,X,X,X
JIZOLTS,X,O,X,O,O,X,X,O,X,X
JIZOLST,O,O,X,X,O,O,X,O,X,X
JIZOSTL,X,X,X,X,O,O,X,X,X,X
JIZOSLT,X,X,X,X,O,O,X,O,X,X
JIOTLSZ,X,O,X,O,O,X,X,O,X,X
JIOTLZS,X,O,X,O,O,X,X,O,X,O
JIOTSLZ,X,X,X,X,O,X,X,X,X,X
JIOTSZL,X,X,X,X,O,X,X,X,O,X
