sequence,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxdB0gBlhB3?iBOrBzrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8Jez6IvhFqgBxdBlhB3?iB0mB2wB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxcBXeB0gBF?nBTrBmrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhF0cBxdBlgB3?iBOrBzrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxdB0gBlhB3?iBmrBTrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFXeBxgBUmBF?nBOsBTrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8Jez6IvhFWhBxcBXeBU?mBFnBywB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhF0cBxdBlgB3?iBmrBTrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxcBXeBlgBU?iBOrBzrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxcBXeBUiBF?mBzrBmqB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhF0cBXeBlgBx?mBOsBTrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8Jez6IvhFCcBxdBlhB3?iBmrBUrB
LIZTOJS,X,X,O,X,X,O,X,X,X,X,X,X
LIZTOSJ,X,X,O,O,X,O,X,O,X,X,O,X
LIZJTSO,X,X,X,O,O,O,X,O,X,X,X,X
LIZJTOS,X,X,X,O,X,O,X,O,X,X,X,X
LIZJSTO,O,O,X,O,O,X,X,O,O,X,X,X
LIZJSOT,X,O,X,O,O,X,X,O,X,X,X,X
LIZJOTS,X,X,X,O,X,X,X,O,X,X,X,X
LIZJOST,X,O,X,O,O,X,X,O,X,X,X,X
LIZSTJO,O,X,O,O,O,O,X,O,O,X,O,X
LIZSTOJ,O,O,O,O,O,O,X,O,O,X,O,X
LIZSJTO,O,O,O,O,O,X,X,O,O,X,X,X
LIZSJOT,X,O,O,O,O,X,X,O,X,X,X,X
LIZSOTJ,O,O,O,O,O,X,X,O,O,X,X,X
LIZSOJT,O,O,O,O,O,X,X,X,X,X,X,X
LIZOTJS,X,X,O,O,X,O,X,X,X,X,X,X
LIZOTSJ,O,X,O,O,X,O,X,X,X,X,X,X
LIZOJTS,X,X,X,O,X,X,X,X,X,X,X,X
LIZOJST,O,O,X,O,O,X,X,X,X,X,X,X
LIZOSTJ,O,O,O,O,O,X,X,X,O,X,X,X
LIZOSJT,O,O,O,O,O,X,X,X,X,X,X,X
LIOTJSZ,X,O,X,O,X,X,X,O,O,X,O,X
LIOTJZS,X,X,X,O,X,X,X,O,X,X,O,X
LIOTSJZ,X,O,O,O,X,X,X,X,O,O,O,X
LIOTSZJ,O,O,O,O,X,X,X,O,O,O,O,X
LIOTZJS,X,X,O,O,X,X,X,X,O,O,O,X
LIOTZSJ,O,X,O,O,X,X,X,O,O,O,O,X
LIOJTSZ,X,O,X,O,X,X,X,O,X,X,X,X
LIOJTZS,X,X,X,O,X,X,X,O,X,X,X,X
LIOJSTZ,X,O,X,O,X,X,X,O,O,X,X,O
LIOJSZT,O,O,X,O,O,X,X,O,O,X,X,O
LIOJZTS,X,X,X,O,X,X,X,O,O,X,X,O
LIOJZST,O,O,X,O,O,X,X,O,O,X,X,O
LIOSTJZ,X,O,O,O,X,X,X,X,O,O,O,O
LIOSTZJ,O,O,O,O,X,X,X,O,O,O,O,O
LIOSJTZ,X,O,O,O,X,X,X,O,O,O,X,O
LIOSJZT,O,O,O,O,O,X,X,O,O,O,X,O
LIOSZTJ,O,O,O,O,O,X,X,O,O,O,X,X
LIOSZJT,O,O,O,O,O,X,X,X,O,O,X,X
LIOZTJS,X,X,O,O,X,O,X,X,X,X,X,X
LIOZTSJ,O,X,O,O,X,O,X,X,O,O,X,X
LIOZJTS,X,X,X,O,X,X,X,X,X,X,X,X
LIOZJST,O,O,X,O,O,X,X,X,O,O,X,X
LIOZSTJ,O,O,O,O,O,X,X,X,O,O,X,X
LIOZSJT,O,O,O,O,O,X,X,X,O,O,X,X
LJTISZO,X,O,X,O,O,X,X,O,O,X,O,X
LJTISOZ,X,O,X,O,X,X,X,O,O,X,O,X
LJTIZSO,X,X,X,O,O,X,X,O,O,X,O,X
LJTIZOS,X,X,X,O,X,X,X,O,O,X,X,X
LJTIOSZ,X,O,X,X,X,X,X,O,O,X,O,X
LJTIOZS,X,X,X,O,X,X,X,O,X,X,O,X
LJTSIZO,X,O,O,O,O,X,X,O,O,X,O,X
LJTSIOZ,X,O,X,O,X,X,X,O,O,X,O,X
LJTSZIO,X,O,O,O,O,O,X,O,O,X,O,X
LJTSZOI,X,O,O,O,O,O,X,O,O,X,X,X
LJTSOIZ,X,O,X,O,X,X,X,O,O,X,O,X
LJTSOZI,X,O,X,O,X,X,X,O,O,X,O,X
LJTZISO,X,X,X,O,O,O,X,O,O,X,O,X
LJTZIOS,X,X,X,O,X,O,X,O,O,X,X,X
LJTZSIO,X,O,O,O,O,O,X,O,O,X,O,X
LJTZSOI,X,O,O,O,O,O,X,O,O,X,X,X
LJTZOIS,X,X,O,O,X,O,X,O,O,X,X,X
LJTZOSI,X,O,O,O,O,O,X,O,O,X,X,X
LJTOISZ,X,O,X,O,X,X,X,O,O,X,O,X
LJTOIZS,X,X,X,O,X,X,X,O,X,X,O,X
LJTOSIZ,X,O,X,O,X,X,X,O,O,X,O,X
LJTOSZI,X,O,X,O,X,X,X,O,O,X,O,X
LJTOZIS,X,X,X,O,X,X,X,O,O,X,O,X
LJTOZSI,X,O,X,O,X,X,X,O,O,X,O,X
LJITSZO,X,O,X,O,O,X,X,O,X,X,X,X
LJITSOZ,X,O,X,X,X,X,X,O,X,X,X,X
LJITZSO,X,X,X,O,O,X,X,O,X,X,X,X
LJITZOS,X,X,X,O,X,X,X,O,X,X,X,X
LJITOSZ,X,O,X,X,X,X,X,O,X,X,X,X
LJITOZS,X,X,X,O,X,X,X,O,X,X,X,X
LJISTZO,X,O,X,O,O,X,X,O,O,X,X,O
LJISTOZ,X,O,X,O,X,X,X,O,O,X,X,O
LJISZTO,O,O,X,O,O,X,X,O,O,X,X,O
LJISZOT,X,O,X,O,O,X,X,O,O,X,X,O
LJISOTZ,X,O,X,O,X,X,X,O,O,X,X,O
LJISOZT,O,O,X,O,O,X,X,O,O,X,X,O
LJIZTSO,X,X,X,O,O,O,X,O,O,X,X,O
LJIZTOS,X,X,X,O,X,O,X,O,X,X,X,O
LJIZSTO,O,O,X,O,O,X,X,O,O,X,X,O
LJIZSOT,X,O,X,O,O,X,X,O,O,X,X,O
LJIZOTS,X,X,X,O,X,X,X,O,X,X,X,O
LJIZOST,X,O,X,O,O,X,X,O,O,X,X,O
LJIOTSZ,X,O,X,O,X,X,X,O,X,X,X,X
LJIOTZS,X,X,X,O,X,X,X,O,X,X,X,X
LJIOSTZ,X,O,X,O,X,X,X,O,X,X,X,O
LJIOSZT,O,O,X,O,O,X,X,O,X,X,X,O
LJIOZTS,X,X,X,O,X,X,X,O,X,X,X,O
LJIOZST,O,O,X,O,O,X,X,O,X,X,X,O
LJSTIZO,X,O,O,O,O,X,X,O,O,X,O,O
LJSTIOZ,X,O,X,O,X,X,X,O,O,X,O,O
LJSTZIO,X,O,O,O,O,O,X,O,O,X,O,O
LJSTZOI,X,O,O,O,O,O,X,O,O,X,X,O
LJSTOIZ,X,O,X,O,X,X,X,O,O,X,O,O
LJSTOZI,X,O,X,O,X,X,X,O,O,X,O,O
LJSITZO,X,O,O,O,O,X,X,O,O,X,X,O
LJSITOZ,X,O,X,O,X,X,X,O,O,X,X,O
LJSIZTO,O,O,O,O,O,X,X,O,O,X,X,O
LJSIZOT,X,O,O,O,O,X,X,O,O,X,X,O
LJSIOTZ,X,O,O,O,X,X,X,O,O,O,X,O
LJSIOZT,O,O,O,O,O,X,X,O,O,O,X,O
LJSZTIO,O,O,O,O,O,O,X,O,O,X,X,O
LJSZTOI,O,O,O,O,O,O,X,O,O,X,X,O
LJSZITO,O,O,O,O,O,X,X,O,O,X,X,O
LJSZIOT,X,O,O,O,O,X,X,O,O,X,X,O
LJSZOTI,X,O,O,X,O,X,X,O,X,X,X,O
LJSZOIT,X,O,O,O,O,X,X,O,O,X,X,O
LJSOTIZ,X,O,O,O,X,X,X,O,O,O,O,O
LJSOTZI,X,O,O,O,X,X,X,O,O,O,O,O
LJSOITZ,X,O,O,O,X,X,X,O,O,O,X,O
LJSOIZT,O,O,O,O,O,X,X,O,O,O,X,O
LJSOZTI,O,O,O,O,O,X,X,O,O,X,X,O
LJSOZIT,O,O,O,O,O,X,X,O,O,O,X,O
LJZTISO,X,X,X,O,O,O,X,O,O,X,X,O
LJZTIOS,X,X,X,O,X,O,X,O,O,X,X,O
LJZTSIO,O,O,O,O,O,O,X,O,O,X,X,O
LJZTSOI,O,O,O,O,O,O,X,O,O,X,X,O
LJZTOIS,X,X,O,O,X,O,X,O,O,X,X,O
LJZTOSI,X,O,O,O,O,O,X,O,O,X,X,O
LJZITSO,X,X,X,O,O,O,X,O,O,X,X,O
LJZITOS,X,X,X,O,X,O,X,O,O,X,X,O
LJZISTO,O,O,X,O,O,X,X,O,O,X,X,O
LJZISOT,X,O,X,O,O,X,X,O,O,X,X,O
LJZIOTS,X,X,X,O,X,X,X,O,X,X,X,O
LJZIOST,X,O,X,O,O,X,X,O,O,X,X,O
LJZSTIO,O,O,O,O,O,O,X,O,O,X,X,O
LJZSTOI,O,O,O,O,O,O,X,O,O,X,X,O
LJZSITO,O,O,O,O,O,X,X,O,O,X,X,O
LJZSIOT,X,O,O,O,O,X,X,O,O,X,X,O
LJZSOTI,X,O,O,X,O,X,X,O,X,X,X,O
LJZSOIT,X,O,O,O,O,X,X,O,O,X,X,O
LJZOTIS,X,X,O,X,X,X,X,O,X,X,X,O
LJZOTSI,O,O,O,X,O,X,X,O,X,X,X,O
LJZOITS,X,X,X,O,X,X,X,O,X,X,X,O
LJZOIST,O,O,X,O,O,X,X,O,O,X,X,O
LJZOSTI,O,O,O,X,O,X,X,O,X,X,X,O
LJZOSIT,O,O,O,O,O,X,X,O,O,X,X,O
LJOTISZ,X,O,X,O,X,X,X,O,O,X,O,X
LJOTIZS,X,X,X,O,X,X,X,O,X,X,O,X
LJOTSIZ,X,O,O,O,X,X,X,O,O,O,O,X
LJOTSZI,X,O,O,O,X,X,X,O,O,O,O,X
LJOTZIS,X,X,O,O,X,X,X,O,O,O,O,X
LJOTZSI,X,O,O,O,X,X,X,O,O,O,O,X
LJOITSZ,X,O,X,O,X,X,X,O,X,X,X,X
LJOITZS,X,X,X,O,X,X,X,O,X,X,X,X
LJOISTZ,X,O,X,O,X,X,X,O,O,X,X,O
LJOISZT,O,O,X,O,O,X,X,O,O,X,X,O
LJOIZTS,X,X,X,O,X,X,X,O,O,X,X,O
LJOIZST,O,O,X,O,O,X,X,O,O,X,X,O
LJOSTIZ,X,O,O,O,X,X,X,O,O,O,O,O
LJOSTZI,X,O,O,O,X,X,X,O,O,O,O,O
LJOSITZ,X,O,O,O,X,X,X,O,O,O,X,O
LJOSIZT,O,O,O,O,O,X,X,O,O,O,X,O
LJOSZTI,O,O,O,O,O,X,X,O,O,X,X,O
LJOSZIT,O,O,O,O,O,X,X,O,O,O,X,O
LJOZTIS,X,X,O,O,X,X,X,O,O,X,X,O
LJOZTSI,O,O,O,O,O,X,X,O,O,X,X,O
LJOZITS,X,X,X,O,X,X,X,O,O,X,X,O
LJOZIST,O,O,X,O,O,X,X,O,O,O,X,O
LJOZSTI,O,O,O,O,O,X,X,O,O,X,X,O
LJOZSIT,O,O,O,O,O,X,X,O,O,O,X,O
LSTIJZO,X,O,O,O,O,X,X,O,O,X,O,X
LSTIJOZ,X,O,X,O,X,X,X,O,O,X,O,O
LSTIZJO,O,X,O,O,O,O,X,O,O,X,O,X
LSTIZOJ,O,O,O,O,O,O,X,O,O,X,O,O
LSTIOJZ,X,O,O,O,X,X,X,X,O,O,O,O
LSTIOZJ,O,O,O,O,X,X,X,O,O,O,O,O
LSTJIZO,X,O,O,O,O,X,X,O,O,X,O,X
LSTJIOZ,X,O,X,O,X,X,X,O,O,X,O,O
LSTJZIO,X,O,O,O,O,O,X,O,O,X,O,X
LSTJZOI,X,O,O,O,O,O,X,O,O,X,X,X
LSTJOIZ,X,O,X,O,X,X,X,O,O,X,O,O
LSTJOZI,X,O,X,O,X,X,X,O,O,X,O,X
LSTZIJO,O,X,O,O,O,O,O,O,O,X,O,X
LSTZIOJ,O,O,O,O,O,O,O,O,O,X,O,O
LSTZJIO,O,X,O,O,O,O,O,O,O,X,O,X
LSTZJOI,O,X,O,O,O,O,O,O,O,X,X,X
LSTZOIJ,O,O,O,O,O,O,O,O,O,X,O,O
LSTZOJI,O,O,O,X,O,O,O,X,O,X,O,X
LSTOIJZ,X,O,O,O,X,X,X,X,O,O,O,O
LSTOIZJ,O,O,O,O,X,X,X,O,O,O,O,O
LSTOJIZ,X,O,O,O,X,X,X,O,O,O,O,O
LSTOJZI,X,O,O,O,X,X,X,O,O,O,O,X
LSTOZIJ,O,O,O,O,X,O,O,O,O,O,O,O
LSTOZJI,O,O,O,O,X,O,O,X,O,O,O,X
LSITJZO,X,O,O,O,O,X,X,O,O,X,O,X
LSITJOZ,X,O,X,O,X,X,X,O,O,X,O,O
LSITZJO,O,X,O,O,O,O,X,O,O,X,O,X
LSITZOJ,O,O,O,O,O,O,X,O,O,X,O,O
LSITOJZ,X,O,O,O,X,X,X,X,O,O,O,O
LSITOZJ,O,O,O,O,X,X,X,O,O,O,O,O
LSIJTZO,X,O,O,O,O,X,X,O,O,X,X,O
LSIJTOZ,X,O,X,O,X,X,X,O,O,X,X,O
LSIJZTO,O,O,O,O,O,X,X,O,O,X,X,O
LSIJZOT,X,O,O,O,O,X,X,O,O,X,X,O
LSIJOTZ,X,O,O,O,X,X,X,O,O,O,X,O
LSIJOZT,O,O,O,O,O,X,X,O,O,O,X,O
LSIZTJO,O,X,O,O,O,O,X,O,O,X,O,X
LSIZTOJ,O,O,O,O,O,O,X,O,O,X,O,X
LSIZJTO,O,O,O,O,O,X,X,O,O,X,X,X
LSIZJOT,X,O,O,O,O,X,X,O,O,X,X,X
LSIZOTJ,O,O,O,O,O,X,X,O,O,O,X,X
LSIZOJT,O,O,O,O,O,X,X,X,O,O,X,X
LSIOTJZ,X,O,O,O,X,X,X,X,O,O,O,O
LSIOTZJ,O,O,O,O,X,X,X,O,O,O,O,O
LSIOJTZ,X,O,O,O,X,X,X,O,O,O,X,O
LSIOJZT,O,O,O,O,O,X,X,O,O,O,X,O
LSIOZTJ,O,O,O,O,O,X,X,O,O,O,X,X
LSIOZJT,O,O,O,O,O,X,X,X,O,O,X,X
LSJTIZO,X,O,O,O,O,X,X,O,O,X,O,O
LSJTIOZ,X,O,X,O,X,X,X,O,O,X,O,O
LSJTZIO,X,O,O,O,O,O,X,O,O,X,O,O
LSJTZOI,X,O,O,O,O,O,X,O,O,X,X,O
LSJTOIZ,X,O,X,O,X,X,X,O,O,X,O,O
LSJTOZI,X,O,X,O,X,X,X,O,O,X,O,O
LSJITZO,X,O,O,O,O,X,X,O,O,X,X,O
LSJITOZ,X,O,X,O,X,X,X,O,O,X,X,O
LSJIZTO,O,O,O,O,O,X,X,O,O,X,X,O
LSJIZOT,X,O,O,O,O,X,X,O,O,X,X,O
LSJIOTZ,X,O,O,O,X,X,X,O,O,O,X,O
LSJIOZT,O,O,O,O,O,X,X,O,O,O,X,O
LSJZTIO,O,O,O,O,O,O,X,O,O,X,X,O
LSJZTOI,O,O,O,O,O,O,X,O,O,X,X,O
LSJZITO,O,O,O,O,O,X,X,O,O,X,X,O
LSJZIOT,X,O,O,O,O,X,X,O,O,X,X,O
LSJZOTI,X,O,O,X,O,X,X,O,X,X,X,O
LSJZOIT,X,O,O,O,O,X,X,O,O,X,X,O
LSJOTIZ,X,O,O,O,X,X,X,O,O,O,O,O
LSJOTZI,X,O,O,O,X,X,X,O,O,O,O,O
LSJOITZ,X,O,O,O,X,X,X,O,O,O,X,O
LSJOIZT,O,O,O,O,O,X,X,O,O,O,X,O
LSJOZTI,O,O,O,O,O,X,X,O,O,X,X,O
LSJOZIT,O,O,O,O,O,X,X,O,O,O,X,O
LSZTIJO,O,X,O,O,O,O,O,O,O,X,O,X
LSZTIOJ,O,O,O,O,O,O,O,O,O,X,O,X
LSZTJIO,O,X,O,O,O,O,O,O,O,X,O,X
LSZTJOI,O,X,O,O,O,O,O,O,O,X,X,X
LSZTOIJ,O,O,O,O,O,O,O,O,O,X,O,X
LSZTOJI,O,O,O,X,O,O,O,X,O,X,O,X
LSZITJO,O,X,O,O,O,O,X,O,O,X,X,X
LSZITOJ,O,O,O,O,O,O,X,O,O,X,X,X
LSZIJTO,O,O,O,O,O,X,X,O,O,X,X,X
LSZIJOT,X,O,O,O,O,X,X,O,O,X,X,X
LSZIOTJ,O,O,O,O,O,X,X,O,O,O,X,X
LSZIOJT,O,O,O,O,O,X,X,X,O,O,X,X
LSZJTIO,O,O,O,O,O,O,X,O,O,X,X,X
LSZJTOI,O,O,O,X,O,O,X,O,X,X,X,X
LSZJITO,O,O,O,O,O,X,X,O,O,X,X,X
LSZJIOT,X,O,O,O,O,X,X,O,O,X,X,X
LSZJOTI,X,O,O,X,O,X,X,O,X,X,X,X
LSZJOIT,X,O,O,O,O,X,X,O,O,X,X,X
LSZOTIJ,O,O,O,O,O,O,O,X,O,O,O,X
LSZOTJI,O,O,O,O,O,O,O,X,O,O,O,X
LSZOITJ,O,O,O,O,O,X,X,O,O,O,X,X
LSZOIJT,O,O,O,O,O,X,X,X,O,O,X,X
LSZOJTI,O,O,O,O,O,X,X,X,O,X,X,X
LSZOJIT,O,O,O,O,O,X,X,X,O,O,X,X
LSOTIJZ,X,O,O,O,X,X,X,X,O,O,O,O
LSOTIZJ,O,O,O,O,X,X,X,O,O,O,O,O
LSOTJIZ,X,O,O,O,X,X,X,O,O,O,O,O
LSOTJZI,X,O,O,O,X,X,X,O,O,O,O,X
LSOTZIJ,O,O,O,O,X,O,O,O,O,O,O,O
LSOTZJI,O,O,O,O,X,O,O,X,O,O,O,X
LSOITJZ,X,O,O,O,X,X,X,X,O,O,O,O
LSOITZJ,O,O,O,O,X,X,X,O,O,O,O,O
LSOIJTZ,X,O,O,O,X,X,X,O,O,O,X,O
LSOIJZT,O,O,O,O,O,X,X,O,O,O,X,O
LSOIZTJ,O,O,O,O,O,X,X,O,O,O,O,X
LSOIZJT,O,O,O,O,O,X,X,X,O,O,X,X
LSOJTIZ,X,O,O,O,X,X,X,O,O,O,O,O
LSOJTZI,X,O,O,O,X,X,X,O,O,O,O,O
LSOJITZ,X,O,O,O,X,X,X,O,O,O,X,O
LSOJIZT,O,O,O,O,O,X,X,O,O,O,X,O
LSOJZTI,O,O,O,O,O,X,X,O,O,X,X,O
LSOJZIT,O,O,O,O,O,X,X,O,O,O,X,O
LSOZTIJ,O,O,O,O,O,O,O,X,O,O,O,X
LSOZTJI,O,O,O,O,O,O,O,X,O,O,O,X
LSOZITJ,O,O,O,O,O,X,X,O,O,O,X,X
LSOZIJT,O,O,O,O,O,X,X,X,O,O,X,X
LSOZJTI,O,O,O,O,O,X,X,X,O,X,X,X
LSOZJIT,O,O,O,O,O,X,X,X,O,O,X,X
LZTIJSO,X,X,X,O,O,O,O,O,O,X,O,X
LZTIJOS,X,X,X,O,X,O,O,O,X,X,X,X
LZTISJO,O,X,O,O,O,O,O,O,O,X,O,X
LZTISOJ,O,X,O,O,O,O,O,O,O,X,O,X
LZTIOJS,X,X,O,X,X,O,O,X,X,X,O,X
LZTIOSJ,X,X,O,O,X,O,O,O,O,X,O,X
LZTJISO,X,X,X,O,O,O,O,O,O,X,O,X
LZTJIOS,X,X,X,O,X,O,O,O,O,X,X,X
LZTJSIO,O,X,O,O,O,O,O,O,O,X,O,X
LZTJSOI,O,X,O,O,O,O,O,O,O,X,X,X
LZTJOIS,X,X,O,O,X,O,O,O,O,X,X,X
LZTJOSI,X,X,O,O,O,O,O,O,O,X,X,X
LZTSIJO,O,X,O,O,O,O,O,O,O,X,O,X
LZTSIOJ,O,O,O,O,O,O,O,O,O,X,O,X
LZTSJIO,O,X,O,O,O,O,O,O,O,X,O,X
LZTSJOI,O,X,O,O,O,O,O,O,O,X,X,X
LZTSOIJ,O,O,O,O,O,O,O,O,O,X,O,X
LZTSOJI,O,O,O,X,O,O,O,X,O,X,O,X
LZTOIJS,X,X,O,O,X,O,O,X,O,X,O,X
LZTOISJ,O,X,O,O,X,O,O,O,O,X,O,X
LZTOJIS,X,X,O,O,X,O,O,X,O,X,O,X
LZTOJSI,O,X,O,O,X,O,O,X,O,X,O,X
LZTOSIJ,O,O,O,O,O,O,O,O,O,X,O,X
LZTOSJI,O,O,O,O,O,O,O,X,O,X,O,X
LZITJSO,X,X,X,O,O,O,X,O,O,X,X,X
LZITJOS,X,X,X,O,X,O,X,O,X,X,X,X
LZITSJO,O,X,O,O,O,O,X,O,O,X,X,X
LZITSOJ,O,X,O,O,O,O,X,O,O,X,X,X
LZITOJS,X,X,O,X,X,O,X,X,X,X,X,X
LZITOSJ,X,X,O,O,X,O,X,O,O,X,X,X
LZIJTSO,X,X,X,O,O,O,X,O,X,X,X,X
LZIJTOS,X,X,X,O,X,O,X,O,X,X,X,X
LZIJSTO,O,O,X,O,O,X,X,O,O,X,X,X
LZIJSOT,X,O,X,O,O,X,X,O,X,X,X,X
LZIJOTS,X,X,X,O,X,X,X,O,X,X,X,X
LZIJOST,X,O,X,O,O,X,X,O,X,X,X,X
LZISTJO,O,X,O,O,O,O,X,O,O,X,X,X
LZISTOJ,O,O,O,O,O,O,X,O,O,X,X,X
LZISJTO,O,O,O,O,O,X,X,O,O,X,X,X
LZISJOT,X,O,O,O,O,X,X,O,X,X,X,X
LZISOTJ,O,O,O,O,O,X,X,O,O,X,X,X
LZISOJT,O,O,O,O,O,X,X,X,X,X,X,X
LZIOTJS,X,X,O,O,X,O,X,X,X,X,X,X
LZIOTSJ,O,X,O,O,X,O,X,X,X,X,X,X
LZIOJTS,X,X,X,O,X,X,X,X,X,X,X,X
LZIOJST,O,O,X,O,O,X,X,X,X,X,X,X
LZIOSTJ,O,O,O,O,O,X,X,X,O,X,X,X
LZIOSJT,O,O,O,O,O,X,X,X,X,X,X,X
LZJTISO,X,X,X,O,O,O,O,O,O,X,X,X
LZJTIOS,X,X,X,O,X,O,O,O,X,X,X,X
LZJTSIO,O,O,O,O,O,O,O,O,O,X,X,X
LZJTSOI,O,O,O,X,O,O,O,O,X,X,X,X
LZJTOIS,X,X,O,X,X,O,O,O,X,X,X,X
LZJTOSI,X,O,O,X,O,O,O,O,X,X,X,X
LZJITSO,X,X,X,O,O,O,X,O,O,X,X,X
LZJITOS,X,X,X,O,X,O,X,O,X,X,X,X
LZJISTO,O,O,X,O,O,X,X,O,O,X,X,X
LZJISOT,X,O,X,O,O,X,X,O,O,X,X,X
LZJIOTS,X,X,X,O,X,X,X,O,X,X,X,X
LZJIOST,X,O,X,O,O,X,X,O,O,X,X,X
LZJSTIO,O,O,O,O,O,O,X,O,O,X,X,X
LZJSTOI,O,O,O,X,O,O,X,O,X,X,X,X
LZJSITO,O,O,O,O,O,X,X,O,O,X,X,X
LZJSIOT,X,O,O,O,O,X,X,O,O,X,X,X
LZJSOTI,X,O,O,X,O,X,X,O,X,X,X,X
LZJSOIT,X,O,O,O,O,X,X,O,O,X,X,X
LZJOTIS,X,X,O,X,X,X,O,O,X,X,X,X
LZJOTSI,O,O,O,X,O,X,O,O,X,X,X,X
LZJOITS,X,X,X,O,X,X,X,O,X,X,X,X
LZJOIST,O,O,X,O,O,X,X,O,O,X,X,X
LZJOSTI,O,O,O,X,O,X,X,O,X,X,X,X
LZJOSIT,O,O,O,O,O,X,X,O,O,X,X,X
LZSTIJO,O,X,O,O,O,O,O,O,O,X,O,X
LZSTIOJ,O,O,O,O,O,O,O,O,O,X,O,X
LZSTJIO,O,X,O,O,O,O,O,O,O,X,O,X
LZSTJOI,O,X,O,O,O,O,O,O,O,X,X,X
LZSTOIJ,O,O,O,O,O,O,O,O,O,X,O,X
LZSTOJI,O,O,O,X,O,O,O,X,O,X,O,X
LZSITJO,O,X,O,O,O,O,X,O,O,X,X,X
LZSITOJ,O,O,O,O,O,O,X,O,O,X,X,X
LZSIJTO,O,O,O,O,O,X,X,O,O,X,X,X
LZSIJOT,X,O,O,O,O,X,X,O,O,X,X,X
LZSIOTJ,O,O,O,O,O,X,X,O,O,O,X,X
LZSIOJT,O,O,O,O,O,X,X,X,O,O,X,X
LZSJTIO,O,O,O,O,O,O,X,O,O,X,X,X
LZSJTOI,O,O,O,X,O,O,X,O,X,X,X,X
LZSJITO,O,O,O,O,O,X,X,O,O,X,X,X
LZSJIOT,X,O,O,O,O,X,X,O,O,X,X,X
LZSJOTI,X,O,O,X,O,X,X,O,X,X,X,X
LZSJOIT,X,O,O,O,O,X,X,O,O,X,X,X
LZSOTIJ,O,O,O,O,O,O,O,X,O,O,O,X
LZSOTJI,O,O,O,O,O,O,O,X,O,O,O,X
LZSOITJ,O,O,O,O,O,X,X,O,O,O,X,X
LZSOIJT,O,O,O,O,O,X,X,X,O,O,X,X
LZSOJTI,O,O,O,O,O,X,X,X,O,X,X,X
LZSOJIT,O,O,O,O,O,X,X,X,O,O,X,X
LZOTIJS,X,X,O,O,X,O,O,X,O,O,O,X
LZOTISJ,O,X,O,O,X,O,O,X,O,O,O,X
LZOTJIS,X,X,O,O,X,O,O,X,O,O,O,X
LZOTJSI,O,X,O,O,X,O,O,X,O,O,O,X
LZOTSIJ,O,O,O,O,O,O,O,X,O,O,O,X
LZOTSJI,O,O,O,O,O,O,O,X,O,O,O,X
LZOITJS,X,X,O,O,X,O,X,X,X,X,X,X
LZOITSJ,O,X,O,O,X,O,X,X,O,O,X,X
LZOIJTS,X,X,X,O,X,X,X,X,X,X,X,X
LZOIJST,O,O,X,O,O,X,X,X,O,O,X,X
LZOISTJ,O,O,O,O,O,X,X,X,O,O,X,X
LZOISJT,O,O,O,O,O,X,X,X,O,O,X,X
LZOJTIS,X,X,O,O,X,X,O,X,O,X,X,X
LZOJTSI,O,O,O,O,O,X,O,X,O,X,X,X
LZOJITS,X,X,X,O,X,X,X,X,O,X,X,X
LZOJIST,O,O,X,O,O,X,X,X,O,O,X,X
LZOJSTI,O,O,O,O,O,X,X,X,O,X,X,X
LZOJSIT,O,O,O,O,O,X,X,X,O,O,X,X
LZOSTIJ,O,O,O,O,O,O,O,X,O,O,O,X
LZOSTJI,O,O,O,O,O,O,O,X,O,O,O,X
LZOSITJ,O,O,O,O,O,X,X,X,O,O,X,X
LZOSIJT,O,O,O,O,O,X,X,X,O,O,X,X
LZOSJTI,O,O,O,O,O,X,X,X,O,X,X,X
LZOSJIT,O,O,O,O,O,X,X,X,O,O,X,X
LOTIJSZ,X,O,X,O,X,X,X,O,O,X,O,X
LOTIJZS,X,X,X,O,X,X,X,O,X,X,O,X
LOTISJZ,X,O,O,O,X,X,X,X,O,O,O,X
LOTISZJ,O,O,O,O,X,X,X,O,O,O,O,X
LOTIZJS,X,X,O,O,X,X,X,X,O,O,O,X
LOTIZSJ,O,X,O,O,X,X,X,O,O,O,O,X
LOTJISZ,X,O,X,O,X,X,X,O,O,X,O,X
LOTJIZS,X,X,X,O,X,X,X,O,X,X,O,X
LOTJSIZ,X,O,O,O,X,X,X,O,O,O,O,X
LOTJSZI,X,O,O,O,X,X,X,O,O,O,O,X
LOTJZIS,X,X,O,O,X,X,X,O,O,O,O,X
LOTJZSI,X,O,O,O,X,X,X,O,O,O,O,X
