sequence,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFdiBCeB?3gBTjB8qB+rB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFdiBGeB?3gBUjB6rBzqB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Je07IvhFdiBzdB?+jBxlBXmBSwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFdiBGeB?3gBUjBCrBTrB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Je07IvhFdiBCeB?TjBxlBGrBXrB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JeX8IvhFdiBzdB?+jBxlB0lBSwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JeX8IvhFdiBCeB?TjBxlBGrB0qB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Je07IvhFdiBfjB?6jBxlBTmBWwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JeX8IvhFdiBGeB?UjBxlB6qBTrB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFdiBCeB?/mBTjB0lBWwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JecBJvhFxdB9lB?XiBTjBmlBSwB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFCeB9lB?TjB3mBerB8rB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFzdB+jB?9lBihBXrB8rB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Jex7IvhFWjB9lB?ihBTjBXrB8rB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8Je9FJvhF0hBxiB?mgBTjBXrBCsB,v115@zgB8HeC8GeB8EeA8BeC8CeG8CeD8JecBJvhF9jB5lB?XiBigBmiBTrB
JZOSLIT,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
JOTILSZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
JOTILZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOTISLZ,O,X,O,X,O,O,O,O,X,X,X,X,O,X,X,X
JOTISZL,X,X,O,X,O,O,O,O,O,X,O,X,X,X,X,O
JOTIZLS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
JOTIZSL,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
JOTLISZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
JOTLIZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOTLSIZ,O,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X
JOTLSZI,O,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X
JOTLZIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOTLZSI,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
JOTSILZ,O,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X
JOTSIZL,X,O,O,X,O,O,O,O,X,X,O,O,X,X,X,O
JOTSLIZ,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X
JOTSLZI,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X
JOTSZIL,O,O,O,X,X,O,X,X,O,X,O,O,X,X,X,O
JOTSZLI,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,X
JOTZILS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
JOTZISL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
JOTZLIS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
JOTZLSI,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X
JOTZSIL,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
JOTZSLI,O,O,O,X,O,O,O,O,O,O,X,X,O,X,X,X
JOITLSZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
JOITLZS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOITSLZ,O,X,O,X,O,O,O,O,X,X,X,X,O,X,X,X
JOITSZL,X,X,O,X,O,O,O,O,O,X,O,X,X,X,X,O
JOITZLS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
JOITZSL,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
JOILTSZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
JOILTZS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOILSTZ,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
JOILSZT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOILZTS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOILZST,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOISTLZ,O,X,O,X,O,O,O,O,X,X,X,X,O,X,X,X
JOISTZL,X,O,O,X,O,O,O,O,O,X,O,X,X,X,X,O
JOISLTZ,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
JOISLZT,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOISZTL,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O
JOISZLT,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOIZTLS,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
JOIZTSL,O,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X
JOIZLTS,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
JOIZLST,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOIZSTL,O,X,O,X,O,X,O,O,O,O,X,X,X,X,X,X
JOIZSLT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLTISZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
JOLTIZS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOLTSIZ,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X
JOLTSZI,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X
JOLTZIS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOLTZSI,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X
JOLITSZ,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
JOLITZS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOLISTZ,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
JOLISZT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOLIZST,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X
JOLSTZI,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X
JOLSITZ,X,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X
JOLSIZT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLSZIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOLZTSI,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X
JOLZITS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOLZIST,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
JOLZSIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X
JOSTIZL,X,O,O,X,O,O,O,O,X,X,O,O,X,X,X,O
JOSTLIZ,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X
JOSTLZI,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X
JOSTZIL,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,O
JOSTZLI,O,O,O,X,O,O,O,O,X,X,O,O,O,X,X,X
JOSITLZ,O,X,O,X,O,O,O,O,X,X,X,X,O,X,X,X
JOSITZL,X,O,O,X,O,O,O,O,X,X,O,X,X,X,X,O
JOSILTZ,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
JOSILZT,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSIZTL,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O
JOSIZLT,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSLTIZ,O,X,O,X,O,O,O,O,X,X,O,O,O,X,X,X
JOSLTZI,O,X,O,X,O,O,O,O,X,X,O,O,O,X,X,X
JOSLITZ,X,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X
JOSLIZT,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSLZTI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSLZIT,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSZTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JOSZTLI,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
JOSZITL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
JOSZILT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSZLTI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
JOSZLIT,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZTILS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
JOZTISL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
JOZTLIS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
JOZTLSI,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X
JOZTSIL,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
JOZTSLI,O,O,O,X,O,O,O,O,O,O,X,X,O,X,X,X
JOZITLS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
JOZITSL,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
JOZILTS,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
JOZILST,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,O,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
JOZISLT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZLTIS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
JOZLTSI,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X
JOZLITS,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
JOZLIST,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
JOZLSIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
JOZSTLI,O,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X
JOZSITL,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X
JOZSILT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZSLTI,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
JOZSLIT,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STILJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STILJOZ,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X
STILZJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
STILZOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
STILOJZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STILOZJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STIJLZO,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X
STIJLOZ,X,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
STIJZLO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
STIJZOL,X,O,O,O,X,O,X,O,O,X,X,X,X,X,O,O
STIJOLZ,X,X,O,X,X,O,O,O,X,X,X,O,O,X,X,X
STIJOZL,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
STIZLJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
STIZLOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
STIZJLO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
STIZJOL,X,O,O,O,X,O,X,X,O,X,X,X,X,X,O,O
STIZOLJ,X,X,X,X,O,X,O,O,O,X,O,X,X,X,O,O
STIZOJL,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O
STIOLJZ,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X
STIOLZJ,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O
STIOJLZ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
STIOJZL,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,O
STIOZLJ,X,X,X,X,O,X,O,O,X,X,O,X,X,X,O,O
STIOZJL,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O
STLIJZO,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
STLIJOZ,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
STLIZJO,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O,O
STLIZOJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,O,O
STLIOJZ,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
STLIOZJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
STLJIZO,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
STLJIOZ,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
STLJZIO,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
STLJZOI,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X
STLJOIZ,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,X
STLJOZI,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,X
STLZIJO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,O
STLZIOJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X,O,O
STLZJIO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
STLZJOI,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X
STLZOIJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
STLZOJI,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
STLOIJZ,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X
STLOIZJ,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,O
STLOJIZ,X,X,X,X,X,O,O,O,X,X,O,O,O,O,X,X
STLOJZI,X,X,X,X,X,O,O,O,X,X,O,O,O,O,X,X
STLOZIJ,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,O
STLOZJI,X,O,X,O,X,X,O,O,X,X,O,O,X,X,X,X
STJILZO,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X
STJILOZ,O,X,O,X,X,O,O,O,X,X,X,X,O,O,X,X
STJIZLO,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O
STJIZOL,X,O,O,O,O,O,O,O,X,X,X,X,X,X,O,O
STJIOLZ,O,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X
STJIOZL,X,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X
STJLIZO,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X
STJLIOZ,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
STJLZIO,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STJLZOI,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
STJLOIZ,X,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X
STJLOZI,X,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X
STJZILO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
STJZIOL,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
STJZLIO,O,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X
STJZLOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
STJZOIL,O,O,O,O,X,O,X,X,O,X,O,O,X,X,X,X
STJZOLI,O,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X
STJOILZ,O,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X
STJOIZL,X,X,O,X,O,O,O,O,X,X,O,O,X,X,X,O
STJOLIZ,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X
STJOLZI,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X
STJOZIL,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O
STJOZLI,O,X,O,X,O,O,O,O,X,X,O,O,O,X,X,X
STZILJO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
STZILOJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,O
STZIJLO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
STZIJOL,X,O,X,O,X,X,X,X,O,O,X,X,X,X,O,O
STZIOLJ,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,O
STZIOJL,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,O
STZLIJO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,O
STZLIOJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,O
STZLJIO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
STZLJOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
STZLOIJ,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
STZLOJI,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
STZJILO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
STZJIOL,O,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
STZJLIO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
STZJLOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
STZJOIL,O,O,O,O,X,O,X,X,O,O,O,O,X,X,X,X
STZJOLI,O,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X
STZOILJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,O
STZOIJL,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,O
STZOLIJ,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
STZOLJI,O,O,X,X,O,X,O,O,O,O,O,O,X,X,X,X
STZOJIL,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,O
STZOJLI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X
STOILJZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
STOILZJ,X,O,X,X,O,X,O,O,O,X,O,X,X,X,X,O
STOIJLZ,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
STOIJZL,X,O,X,X,O,X,O,X,O,X,O,O,X,X,X,O
STOIZLJ,X,O,X,X,O,X,O,O,O,X,O,X,X,X,O,O
STOIZJL,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O
STOLIJZ,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
STOLIZJ,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,O
STOLJIZ,O,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X
STOLJZI,O,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X
STOLZIJ,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
STOLZJI,O,O,X,X,O,X,O,O,O,O,O,O,X,X,X,X
STOJILZ,O,X,X,X,O,O,O,O,X,X,X,O,O,X,X,X
STOJIZL,X,O,X,X,O,O,O,O,X,X,O,O,X,X,X,O
STOJLIZ,O,X,X,X,O,O,O,O,X,X,X,O,O,O,X,X
STOJLZI,O,X,X,X,O,O,O,O,X,X,X,O,O,O,X,X
STOJZIL,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X,O
STOJZLI,O,O,X,X,O,O,O,O,O,X,O,O,O,X,X,X
STOZILJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,O
STOZIJL,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,O
STOZLIJ,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
STOZLJI,O,O,X,X,O,X,O,O,O,O,O,O,X,X,X,X
STOZJIL,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,O
STOZJLI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X
SITLJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SITLJOZ,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X
SITLZJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
SITLZOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
SITLOJZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SITLOZJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SITJLZO,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X
SITJLOZ,X,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
SITJZLO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
SITJZOL,X,O,O,O,X,O,X,O,O,X,X,X,X,X,O,O
SITJOLZ,X,X,O,X,X,O,O,O,X,X,X,O,O,X,X,X
SITJOZL,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
SITZLJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
SITZLOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
SITZJLO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
SITZJOL,X,O,O,O,X,O,X,X,O,X,X,X,X,X,O,O
SITZOLJ,X,X,X,X,O,X,O,O,O,X,O,X,X,X,O,O
SITZOJL,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O
SITOLJZ,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X
SITOLZJ,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O
SITOJLZ,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
SITOJZL,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,O
SITOZLJ,X,X,X,X,O,X,O,O,X,X,O,X,X,X,O,O
SITOZJL,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O
SILTJZO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SILTJOZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SILTZJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
SILTZOJ,X,X,X,O,X,X,X,O,X,X,O,X,X,X,O,O
SILTOJZ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
SILTOZJ,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X
SILJTZO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SILJTOZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SILJZTO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJZOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJOZT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZTJO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
SILZTOJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
SILZJTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZJOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
SILOTZJ,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X
SILOJTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SILOZJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X
SIJTLOZ,O,X,O,X,X,O,X,O,X,X,X,X,O,O,X,X
SIJTZLO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O,O
SIJTZOL,X,O,O,O,X,O,X,O,O,X,X,X,X,X,O,O
SIJTOLZ,O,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X
SIJTOZL,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJLTZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJLZTO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLZOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLOZT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZTLO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIJZTOL,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O
SIJZLTO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZLOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZOTL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZOLT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X
SIJOTZL,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOLZT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOZTL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOZLT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZTLJO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
SIZTLOJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,O
SIZTJLO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
SIZTJOL,X,O,O,O,X,O,X,X,O,O,X,X,X,X,O,O
SIZTOLJ,X,X,X,X,O,X,O,O,O,O,X,X,X,X,O,O
SIZTOJL,X,O,X,O,X,X,X,X,O,O,X,X,X,X,O,O
SIZLTJO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O
SIZLTOJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O
SIZLJTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZLJOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIZLOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,O
SIZJTOL,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O
SIZJLTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJLOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
