sequence,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jei6IvhFWhBxcB?3fBTiB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jem6IvhFRcBSiB?TfBUhBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeO/IvhF8fBfhB?xcBqmBTiBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jem7IvhFfiB6iB?xfBTfB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jey/IvhFGdBRhB?TfBUhBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jey/IvhFfhBxcB?umBcnBTfBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeK/IvhFzaBGdB?RhBUhBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jei6IvhFWhBTdB?3fBxmB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeO/IvhF8fBzbB?CdBxmBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jex6IvhF0cBTfB?mgBSnBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jex6IvhFXdBTfB?mgBSnB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Je2/IvhFCcBxhB?3fBTiB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jei6IvhFzbB3fB?xmBumBcnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jez7IvhFWiB0kB?xmBikBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeC8IvhFTdB3fB?xmB2pB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jem7IvhFxfB3hB?cnBTfBCnBlpB
ZIOSJTL,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
ZIOSJLT,O,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X
ZLTIJSO,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLTIJOS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
ZLTISJO,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLTISOJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTIOJS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLTIOSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTJISO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLTJIOS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
ZLTJSIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLTJSOI,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
ZLTJOIS,O,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X
ZLTJOSI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
ZLTSIJO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLTSIOJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTSJIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLTSJOI,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
ZLTSOIJ,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZLTSOJI,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZLTOIJS,O,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X
ZLTOISJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLTOJIS,O,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X
ZLTOJSI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
ZLTOSIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLTOSJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
ZLITJSO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLITJOS,X,O,X,X,X,X,X,X,O,O,X,O,X,O,X,X
ZLITSJO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLITSOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLITOJS,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
ZLITOSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJTSO,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLIJTOS,X,O,X,X,O,X,X,X,O,O,X,O,X,O,X,X
ZLIJSTO,X,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
ZLIJSOT,X,X,O,O,X,O,X,X,O,X,X,O,X,O,X,X
ZLIJOTS,X,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
ZLIJOST,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
ZLISTJO,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X
ZLISTOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZLISJTO,X,O,O,O,X,O,X,X,X,X,X,O,X,X,O,O
ZLISJOT,X,X,O,O,X,O,X,X,O,X,X,O,X,O,O,X
ZLISOTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZLISOJT,X,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
ZLIOTJS,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
ZLIOTSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIOJTS,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
ZLIOJST,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
ZLIOSTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIOSJT,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
ZLJTISO,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLJTIOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZLJTSIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLJTSOI,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X
ZLJTOIS,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
ZLJTOSI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
ZLJITSO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLJITOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZLJISTO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
ZLJISOT,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X
ZLJIOTS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLJIOST,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
ZLJSTIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLJSTOI,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X
ZLJSITO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLJSIOT,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZLJSOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLJSOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLJOTIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLJOTSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLJOITS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLJOIST,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
ZLJOSTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLJOSIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSTIJO,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLSTIOJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTJIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZLSTJOI,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
ZLSTOIJ,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZLSTOJI,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X
ZLSITJO,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X
ZLSITOJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
ZLSIJTO,O,O,O,O,O,O,X,X,X,X,X,O,X,X,O,O
ZLSIJOT,O,O,O,O,O,O,X,X,X,X,X,O,X,X,O,X
ZLSIOTJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZLSIOJT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
ZLSJTIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLSJTOI,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
ZLSJITO,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,O
ZLSJIOT,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X
ZLSJOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLSJOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLSOTIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOTJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOITJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOIJT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOJTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLSOJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLOTIJS,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLOTISJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOTJIS,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
ZLOTJSI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLOTSIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOTSJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOITJS,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
ZLOITSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOIJTS,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
ZLOIJST,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
ZLOISTJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOISJT,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
ZLOJTIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLOJTSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLOJITS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLOJIST,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
ZLOJSTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLOJSIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLOSTIJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOSTJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOSITJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOSIJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOSJTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLOSJIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJTILSO,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJTILOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZJTISLO,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X,O
ZJTISOL,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,O
ZJTIOLS,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZJTIOSL,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
ZJTLISO,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJTLIOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZJTLSIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJTLSOI,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
ZJTLOIS,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
ZJTLOSI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
ZJTSILO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,O
ZJTSIOL,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O
ZJTSLIO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,O
ZJTSLOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJTSOIL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O
ZJTSOLI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJTOILS,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
ZJTOISL,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZJTOLIS,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
ZJTOLSI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
ZJTOSIL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJTOSLI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJITLSO,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJITLOS,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X
ZJITSLO,O,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X
ZJITSOL,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJITOLS,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X
ZJITOSL,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
ZJILTSO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJILTOS,X,O,X,X,X,X,X,X,O,O,X,O,X,O,X,X
ZJILSTO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
ZJILSOT,O,X,O,O,X,O,X,X,O,X,X,O,X,O,X,X
ZJILOTS,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
ZJILOST,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
ZJISTLO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
ZJISTOL,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
ZJISLTO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,O
ZJISLOT,O,O,O,O,X,O,X,O,O,X,X,O,X,O,X,X
ZJISOTL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
ZJISOLT,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X
ZJIOTLS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJIOTSL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZJIOLTS,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
ZJIOLST,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
ZJIOSTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJIOSLT,O,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X
ZJLTISO,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJLTIOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZJLTSIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJLTSOI,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X
ZJLTOIS,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X
ZJLTOSI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
ZJLITSO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJLITOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZJLISTO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X
ZJLISOT,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X
ZJLIOTS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJLIOST,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
ZJLSTIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJLSTOI,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X
ZJLSITO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJLSIOT,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZJLSOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJLSOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJLOTIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJLOTSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJLOITS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJLOIST,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
ZJLOSTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJLOSIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJSTILO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZJSTIOL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZJSTLIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZJSTLOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJSTOIL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O
ZJSTOLI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJSITLO,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
ZJSITOL,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O
ZJSILTO,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,O
ZJSILOT,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X
ZJSIOTL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
ZJSIOLT,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJSLTIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZJSLTOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJSLITO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZJSLIOT,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X
ZJSLOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJSLOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJSOTIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZJSOTLI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJSOITL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
ZJSOILT,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
ZJSOLTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJSOLIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJOTILS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJOTISL,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZJOTLIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJOTLSI,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJOTSIL,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJOTSLI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZJOITLS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJOITSL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJOILTS,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
ZJOILST,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
ZJOISTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJOISLT,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X
ZJOLTIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJOLTSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJOLITS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZJOLIST,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
ZJOLSTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJOLSIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJOSTIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJOSTLI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJOSITL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZJOSILT,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
ZJOSLTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJOSLIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSTILJO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZSTILOJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSTIJLO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZSTIJOL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSTIOLJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTIOJL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSTLIJO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZSTLIOJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSTLJIO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZSTLJOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZSTLOIJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSTLOJI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZSTJILO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZSTJIOL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSTJLIO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZSTJLOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZSTJOIL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSTJOLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSTOILJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTOIJL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSTOLIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTOLJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSTOJIL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSTOJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSITLJO,X,O,O,O,O,O,O,X,X,X,X,O,O,X,O,O
ZSITLOJ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,X
ZSITJLO,X,O,O,O,O,O,O,X,X,X,X,O,O,X,O,O
ZSITJOL,X,O,O,O,X,O,X,X,X,X,X,X,O,X,O,O
ZSITOLJ,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
ZSITOJL,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,O
ZSILTJO,X,O,O,O,X,X,X,X,X,X,X,O,O,X,O,X
ZSILTOJ,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
ZSILJTO,O,O,O,O,O,O,X,X,X,X,X,O,O,X,O,O
ZSILJOT,O,O,O,O,O,O,X,O,O,X,X,O,O,O,O,X
ZSILOTJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZSILOJT,O,O,O,O,X,X,X,O,O,X,X,X,O,O,O,X
ZSIJTLO,O,O,O,O,O,O,O,X,O,X,X,X,O,X,O,O
ZSIJTOL,X,O,X,O,X,O,X,X,O,X,X,X,O,X,O,O
ZSIJLTO,O,O,O,O,O,O,X,X,O,X,X,O,O,X,O,O
ZSIJLOT,O,O,O,O,O,O,X,O,O,X,X,O,O,O,O,X
ZSIJOTL,O,X,X,X,X,O,X,X,O,X,X,X,O,X,O,O
ZSIJOLT,O,O,O,O,X,O,X,O,O,X,X,X,O,O,O,X
ZSIOTLJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZSIOTJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZSIOLTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZSIOLJT,O,O,X,O,X,X,X,O,O,X,X,X,O,O,O,X
ZSIOJTL,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O
ZSIOJLT,O,O,O,O,X,X,X,O,O,X,X,X,O,O,O,X
ZSLTIJO,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSLTIOJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTJIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSLTJOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSLTOIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTOJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSLITJO,X,O,O,O,X,X,X,X,X,X,X,O,O,X,O,X
ZSLITOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
ZSLIJTO,O,O,O,O,O,O,X,X,X,X,X,O,O,X,O,O
ZSLIJOT,O,O,O,O,O,O,X,O,X,X,X,O,O,X,O,X
ZSLIOTJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZSLIOJT,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZSLJTIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSLJTOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSLJITO,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,O
ZSLJIOT,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X
ZSLJOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSLJOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSLOTIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOTJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOITJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSLOIJT,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSLOJTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSLOJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSJTILO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O
ZSJTIOL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSJTLIO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O
ZSJTLOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZSJTOIL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSJTOLI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
