sequence,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxbB6iBXgBl?hBcqBerB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Je//IvhFGbB0cB6iBZ?lBVmBzqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Jex6IvhF0cB6iBlfB3?gBOrBTqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFXgBxhBGiBF?mB0qBiqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxcBlgBGiBa?qBXmB0qB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxcBGiBFlBX?mBiqB0qB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Jex6IvhF6iB0fBlgB3?hBOrBTqB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxcBGiBUlBF?mBKqBfrB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Je//IvhFFbBxcBUhBG?iBTlByvB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhF6iBlhBRlBO?qBXmB0qB,v115@7gB8HeC8EeA8AeD8CeG8CeE8JeT6IvhFxbB6iBfmBl?hBUlB2vB,v115@7gB8HeC8EeA8AeD8CeG8CeE8Je//IvhFZhBTgBCiBG?iB0qBFqB
IZTOSLJ,X,O,X,O,X,X,O,X,X,X,X,O
IZTOSJL,X,O,X,O,X,X,O,X,X,X,X,X
IZLTJSO,X,O,O,X,X,X,O,X,X,X,X,X
IZLTJOS,X,X,O,X,X,X,X,X,X,O,X,X
IZLTSJO,X,O,O,X,X,X,O,X,O,X,X,X
IZLTSOJ,X,O,O,X,X,X,O,X,O,X,X,O
IZLTOJS,X,X,O,X,X,X,O,X,X,O,X,X
IZLTOSJ,X,O,O,X,X,X,O,X,X,X,X,O
IZLJTSO,O,X,O,X,X,X,O,X,O,X,X,X
IZLJTOS,O,X,O,X,X,X,X,X,X,X,X,X
IZLJSTO,O,X,O,X,X,X,X,X,O,X,X,X
IZLJSOT,O,X,O,X,X,X,X,X,O,X,X,O
IZLJOTS,O,X,O,X,X,X,O,X,X,X,X,X
IZLJOST,X,X,O,X,X,X,X,X,O,X,X,O
IZLSTJO,X,O,X,X,X,X,O,X,O,X,O,X
IZLSTOJ,O,O,X,X,X,X,O,X,O,X,O,O
IZLSJTO,O,O,X,X,X,X,X,X,O,X,X,X
IZLSJOT,O,X,X,X,X,X,X,X,O,X,O,O
IZLSOTJ,O,O,X,O,X,X,O,X,O,X,O,O
IZLSOJT,O,X,X,O,X,X,X,X,X,X,O,O
IZLOTJS,X,O,O,X,X,X,O,X,X,O,X,X
IZLOTSJ,X,O,O,X,X,X,O,X,X,X,X,O
IZLOJTS,O,X,X,X,X,X,O,X,X,X,X,X
IZLOJST,X,X,X,X,X,X,X,X,X,X,X,O
IZLOSTJ,X,O,O,O,X,X,O,X,O,X,O,O
IZLOSJT,X,X,O,O,X,X,X,X,X,X,O,O
IZJTLSO,O,X,O,X,X,X,O,O,O,X,X,X
IZJTLOS,O,X,O,X,X,X,X,O,X,X,X,X
IZJTSLO,O,X,O,X,X,X,O,O,O,X,X,X
IZJTSOL,O,X,O,X,X,X,X,O,O,X,X,X
IZJTOLS,O,X,O,X,X,X,X,O,X,X,X,X
IZJTOSL,O,X,X,X,X,X,X,O,X,X,X,X
IZJLTSO,O,X,O,X,X,X,O,X,O,X,X,X
IZJLTOS,O,X,O,X,X,X,X,X,X,X,X,X
IZJLSTO,O,X,O,X,X,X,X,X,O,X,X,X
IZJLSOT,O,X,O,X,X,X,X,X,O,X,X,O
IZJLOTS,O,X,O,X,X,X,O,X,X,X,X,X
IZJLOST,X,X,O,X,X,X,X,X,O,X,X,O
IZJSTLO,O,X,O,X,X,X,X,X,O,X,X,X
IZJSTOL,O,X,O,X,X,X,X,X,O,X,X,X
IZJSLTO,O,X,O,X,X,X,X,X,O,X,X,X
IZJSLOT,O,X,O,X,X,X,X,X,O,X,X,O
IZJSOTL,O,X,X,O,X,X,X,X,O,X,X,X
IZJSOLT,O,X,O,O,X,X,X,X,O,X,X,O
IZJOTLS,O,X,O,X,X,X,O,O,X,X,X,X
IZJOTSL,O,X,O,X,X,X,O,X,X,X,X,X
IZJOLTS,O,X,O,X,X,X,O,X,X,X,X,X
IZJOLST,X,X,O,X,X,X,X,X,O,X,X,O
IZJOSTL,X,X,O,O,X,X,X,X,O,X,X,X
IZJOSLT,X,X,O,O,X,X,X,X,O,X,X,O
IZSTLJO,X,O,X,X,X,X,O,X,O,X,O,X
IZSTLOJ,O,O,X,O,X,X,O,X,O,X,O,O
IZSTJLO,X,O,X,X,X,X,O,X,O,X,O,X
IZSTJOL,X,O,X,O,X,X,X,X,O,X,O,X
IZSTOLJ,O,O,X,O,X,X,O,X,X,X,O,O
IZSTOJL,X,O,X,O,X,X,X,X,O,X,O,X
IZSLTJO,X,O,X,X,X,X,O,X,O,X,O,X
IZSLTOJ,O,O,X,X,X,X,O,X,O,X,O,O
IZSLJTO,O,O,X,X,X,X,X,X,O,X,X,X
IZSLJOT,O,X,X,X,X,X,X,X,O,X,O,O
IZSLOTJ,O,O,X,O,X,X,O,X,O,X,O,O
IZSLOJT,O,X,X,O,X,X,X,X,X,X,O,O
IZSJTLO,O,O,X,X,X,X,X,X,O,X,O,X
IZSJTOL,O,O,X,X,X,X,X,X,O,X,O,X
IZSJLTO,O,O,X,X,X,X,X,X,O,X,X,X
IZSJLOT,O,X,X,X,X,X,X,X,O,X,O,O
IZSJOTL,O,X,X,O,X,X,X,X,O,X,O,X
IZSJOLT,O,X,X,O,X,X,X,X,O,X,O,O
IZSOTLJ,O,O,X,O,X,X,O,X,X,X,O,O
IZSOTJL,X,O,X,O,X,X,O,X,O,X,O,X
IZSOLTJ,O,O,X,O,X,X,O,X,O,X,O,O
IZSOLJT,O,X,X,O,X,X,X,X,X,X,O,O
IZSOJTL,O,X,X,O,X,X,X,X,X,X,O,X
IZSOJLT,O,X,X,O,X,X,X,X,X,X,O,O
IZOTLJS,X,O,O,X,X,X,O,X,X,O,X,X
IZOTLSJ,X,O,O,X,X,X,O,X,X,X,X,O
IZOTJLS,X,O,O,X,X,X,O,O,X,X,X,X
IZOTJSL,X,O,X,X,X,X,O,X,X,X,X,X
IZOTSLJ,X,O,O,O,X,X,O,X,X,X,X,O
IZOTSJL,X,O,O,O,X,X,O,X,X,X,X,X
IZOLTJS,X,O,O,X,X,X,O,X,X,O,X,X
IZOLTSJ,X,O,O,X,X,X,O,X,X,X,X,O
IZOLJTS,O,X,X,X,X,X,O,X,X,X,X,X
IZOLJST,X,X,X,X,X,X,X,X,X,X,X,O
IZOLSTJ,X,O,O,O,X,X,O,X,O,X,O,O
IZOLSJT,X,X,O,O,X,X,X,X,X,X,O,O
IZOJTLS,O,X,X,X,X,X,O,O,X,X,X,X
IZOJTSL,O,X,X,X,X,X,O,X,X,X,X,X
IZOJLTS,O,X,X,X,X,X,O,X,X,X,X,X
IZOJLST,X,X,X,X,X,X,X,X,X,X,X,O
IZOJSTL,X,X,X,O,X,X,X,X,X,X,X,X
IZOJSLT,X,X,X,O,X,X,X,X,X,X,X,O
IZOSTLJ,X,O,O,O,X,X,O,X,X,X,O,O
IZOSTJL,X,O,O,O,X,X,O,X,O,X,O,X
IZOSLTJ,X,O,O,O,X,X,O,X,O,X,O,O
IZOSLJT,X,X,O,O,X,X,X,X,X,X,O,O
IZOSJTL,X,X,X,O,X,X,X,X,X,X,O,X
IZOSJLT,X,X,O,O,X,X,X,X,X,X,O,O
IOTLJSZ,O,O,O,X,X,X,X,X,X,O,X,X
IOTLJZS,O,O,O,X,X,X,X,X,X,O,X,X
IOTLSJZ,O,O,O,O,X,X,X,X,X,O,X,X
IOTLSZJ,X,O,O,X,X,X,O,X,X,X,X,X
IOTLZJS,O,O,O,X,X,X,O,X,X,O,X,X
IOTLZSJ,X,O,O,X,X,X,O,X,X,X,X,X
IOTJLSZ,O,O,O,X,X,X,X,X,X,O,X,X
IOTJLZS,O,O,O,X,X,X,X,X,X,O,X,X
IOTJSLZ,O,O,O,O,X,O,X,X,X,X,X,X
IOTJSZL,X,O,O,O,X,O,X,X,X,X,X,X
IOTJZLS,O,O,O,X,X,X,X,O,X,X,X,X
IOTJZSL,O,O,O,X,X,X,X,X,X,X,X,X
IOTSLJZ,O,O,O,O,X,X,X,X,X,O,X,X
IOTSLZJ,X,O,O,X,X,X,O,X,X,X,X,X
IOTSJLZ,X,O,O,O,X,O,X,X,X,X,X,X
IOTSJZL,X,O,O,O,X,O,X,X,X,X,X,X
IOTSZLJ,X,O,O,O,X,X,O,X,X,X,X,X
IOTSZJL,X,O,O,O,X,X,O,X,X,X,X,X
IOTZLJS,O,O,O,X,X,X,O,X,X,O,X,X
IOTZLSJ,X,O,O,X,X,X,O,X,X,X,X,X
IOTZJLS,X,O,O,X,X,X,O,O,X,X,X,X
IOTZJSL,X,O,O,X,X,X,O,X,X,X,X,X
IOTZSLJ,X,O,O,O,X,X,O,X,X,X,X,X
IOTZSJL,X,O,O,O,X,X,O,X,X,X,X,X
IOLTJSZ,O,O,O,X,O,X,X,X,X,O,X,X
IOLTJZS,O,O,O,X,X,X,X,X,X,O,X,X
IOLTSJZ,O,O,O,O,X,X,X,X,X,O,X,X
IOLTSZJ,X,O,O,X,X,X,O,X,X,X,X,X
IOLTZJS,O,O,O,X,X,X,O,X,X,O,X,X
IOLTZSJ,X,O,O,X,X,X,O,X,X,X,X,X
IOLJTSZ,O,O,O,X,O,X,X,X,X,O,X,X
IOLJTZS,O,O,O,X,X,X,X,X,X,O,X,X
IOLJSTZ,O,O,O,X,O,X,X,X,X,X,X,X
IOLJSZT,X,X,O,X,O,X,X,X,X,X,X,X
IOLJZTS,O,X,O,X,X,X,X,X,X,X,X,X
IOLJZST,X,X,O,X,O,X,X,X,X,X,X,X
IOLSTJZ,O,O,O,O,O,X,X,X,X,O,X,X
IOLSTZJ,O,O,O,X,X,X,O,X,X,X,X,X
IOLSJTZ,O,O,X,O,O,X,X,X,X,X,X,X
IOLSJZT,O,X,O,O,O,X,X,X,X,X,X,X
IOLSZTJ,O,O,O,O,X,X,O,X,X,X,X,X
IOLSZJT,O,X,O,O,X,X,X,X,X,X,X,X
IOLZTJS,X,O,O,X,X,X,O,X,X,O,X,X
IOLZTSJ,X,O,O,X,X,X,O,X,X,X,X,X
IOLZJTS,O,X,X,X,X,X,O,X,X,X,X,X
IOLZJST,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,X,O,O,O,X,X,O,X,X,X,O,X
IOLZSJT,X,X,O,O,X,X,X,X,X,X,O,X
IOJTLSZ,O,O,O,X,O,X,X,X,X,O,X,X
IOJTLZS,O,O,O,X,X,X,X,X,X,O,X,X
IOJTSLZ,O,O,O,O,X,O,X,X,X,X,X,X
IOJTSZL,X,O,O,O,X,O,X,X,X,X,X,X
IOJTZLS,O,O,O,X,X,X,X,O,X,X,X,X
IOJTZSL,O,O,O,X,X,X,X,X,X,X,X,X
IOJLTSZ,O,O,O,X,O,X,X,X,X,O,X,X
IOJLTZS,O,O,O,X,X,X,X,X,X,O,X,X
IOJLSTZ,O,O,O,X,O,O,X,X,X,X,X,X
IOJLSZT,X,X,O,X,O,X,X,X,X,X,X,X
IOJLZTS,O,X,O,X,X,X,X,X,X,X,X,X
IOJLZST,X,X,O,X,O,X,X,X,X,X,X,X
IOJSTLZ,O,O,O,O,X,O,X,X,X,X,X,X
IOJSTZL,X,O,O,O,X,O,X,X,X,X,X,X
IOJSLTZ,O,O,O,O,O,O,X,X,X,X,X,X
IOJSLZT,X,X,O,O,O,X,X,X,X,X,X,X
IOJSZTL,X,X,O,O,X,O,X,X,X,X,X,X
IOJSZLT,X,X,O,O,X,X,X,X,X,X,X,X
IOJZTLS,O,X,O,X,X,X,X,O,X,X,X,X
IOJZTSL,O,X,O,X,X,X,X,X,X,X,X,X
IOJZLTS,O,X,O,X,X,X,X,X,X,X,X,X
IOJZLST,X,X,O,X,O,X,X,X,X,X,X,X
IOJZSTL,X,X,O,O,X,O,X,X,X,X,X,X
IOJZSLT,X,X,O,O,X,X,X,X,X,X,X,X
IOSTLJZ,O,O,O,O,X,X,X,X,X,O,X,X
IOSTLZJ,O,O,O,X,X,X,O,X,X,X,X,X
IOSTJLZ,X,O,O,O,X,O,X,X,X,X,X,X
IOSTJZL,X,O,O,O,X,O,X,X,X,X,X,X
IOSTZLJ,X,O,O,O,X,X,O,X,X,X,X,X
IOSTZJL,X,O,O,O,X,X,O,X,X,X,X,X
IOSLTJZ,O,O,O,O,X,X,X,X,X,O,X,X
IOSLTZJ,O,O,O,X,X,X,O,X,X,X,X,X
IOSLJTZ,O,O,X,O,X,X,X,X,X,X,X,X
IOSLJZT,O,X,O,O,X,X,X,X,X,X,X,X
IOSLZTJ,O,O,O,O,X,X,O,X,X,X,X,X
IOSLZJT,O,X,O,O,X,X,X,X,X,X,X,X
IOSJTLZ,O,O,X,O,X,O,X,X,X,X,X,X
IOSJTZL,X,O,X,O,X,O,X,X,X,X,X,X
IOSJLTZ,O,O,X,O,X,O,X,X,X,X,X,X
IOSJLZT,O,X,O,O,X,X,X,X,X,X,X,X
IOSJZTL,X,X,X,O,X,O,X,X,X,X,X,X
IOSJZLT,X,X,O,O,X,X,X,X,X,X,X,X
IOSZTLJ,O,O,O,O,X,X,O,X,X,X,X,X
IOSZTJL,X,O,O,O,X,X,O,X,X,X,X,X
IOSZLTJ,O,O,O,O,X,X,O,X,X,X,X,X
IOSZLJT,O,X,O,O,X,X,X,X,X,X,X,X
IOSZJTL,O,X,X,O,X,X,X,X,X,X,X,X
IOSZJLT,O,X,O,O,X,X,X,X,X,X,X,X
IOZTLJS,X,O,O,X,X,X,O,X,X,O,X,X
IOZTLSJ,X,O,O,X,X,X,O,X,X,X,X,X
IOZTJLS,X,O,O,X,X,X,O,O,X,X,X,X
IOZTJSL,X,O,X,X,X,X,O,X,X,X,X,X
IOZTSLJ,X,O,O,O,X,X,O,X,X,X,X,X
IOZTSJL,X,O,O,O,X,X,O,X,X,X,X,X
IOZLTJS,X,O,O,X,X,X,O,X,X,O,X,X
IOZLTSJ,X,O,O,X,X,X,O,X,X,X,X,X
IOZLJTS,O,X,X,X,X,X,O,X,X,X,X,X
IOZLJST,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,X,O,O,O,X,X,O,X,X,X,O,X
IOZLSJT,X,X,O,O,X,X,X,X,X,X,O,X
IOZJTLS,O,X,X,X,X,X,O,O,X,X,X,X
IOZJTSL,O,X,X,X,X,X,O,X,X,X,X,X
IOZJLTS,O,X,X,X,X,X,O,X,X,X,X,X
IOZJLST,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSTL,X,X,X,O,X,X,X,X,X,X,X,X
IOZJSLT,X,X,X,O,X,X,X,X,X,X,X,X
IOZSTLJ,X,O,O,O,X,X,O,X,X,X,O,X
IOZSTJL,X,O,O,O,X,X,O,X,X,X,O,X
IOZSLTJ,X,O,O,O,X,X,O,X,X,X,O,X
IOZSLJT,X,X,O,O,X,X,X,X,X,X,O,X
IOZSJTL,X,X,X,O,X,X,X,X,X,X,O,X
IOZSJLT,X,X,O,O,X,X,X,X,X,X,O,X
LTIJSZO,O,O,O,X,X,X,X,X,X,X,X,X
LTIJSOZ,O,O,O,X,X,X,X,X,X,O,X,X
LTIJZSO,O,O,O,X,X,X,X,X,X,X,X,X
LTIJZOS,O,X,O,X,X,X,X,X,X,O,X,X
LTIJOSZ,O,X,O,X,O,X,X,X,X,O,X,X
LTIJOZS,O,X,O,X,X,X,X,X,X,O,X,X
LTISJZO,O,O,O,X,X,X,X,X,X,X,X,X
LTISJOZ,O,O,X,X,X,X,X,X,X,O,X,X
LTISZJO,X,O,O,X,X,X,X,X,X,X,X,X
LTISZOJ,X,O,O,X,X,X,X,X,X,X,X,X
LTISOJZ,O,O,O,O,X,X,X,X,X,O,X,X
LTISOZJ,X,O,O,X,X,X,X,X,X,X,X,X
LTIZJSO,O,O,O,X,X,X,X,X,X,X,X,X
LTIZJOS,O,X,O,X,X,X,X,X,X,O,X,X
LTIZSJO,X,O,O,X,X,X,X,X,X,X,X,X
LTIZSOJ,X,O,O,X,X,X,X,X,X,X,X,X
LTIZOJS,O,X,O,X,X,X,X,X,X,O,X,X
LTIZOSJ,X,O,O,X,X,X,X,X,X,X,X,X
LTIOJSZ,O,O,O,X,O,X,X,X,X,O,X,X
LTIOJZS,O,O,O,X,X,X,X,X,X,O,X,X
LTIOSJZ,O,O,O,O,X,X,X,X,X,O,X,X
LTIOSZJ,X,O,O,X,X,X,X,X,X,X,X,X
LTIOZJS,O,O,O,X,X,X,X,X,X,O,X,X
LTIOZSJ,X,O,O,X,X,X,X,X,X,X,X,X
LTJISZO,O,O,O,X,O,X,X,X,O,X,X,X
LTJISOZ,O,O,O,X,O,X,X,X,O,O,X,X
LTJIZSO,O,O,O,X,X,X,X,O,O,X,X,X
LTJIZOS,O,X,O,X,X,X,X,X,X,O,X,X
LTJIOSZ,O,X,O,X,O,X,X,X,O,O,X,X
LTJIOZS,O,X,O,X,X,X,X,X,X,O,X,X
LTJSIZO,O,O,O,X,O,O,X,X,O,X,X,X
LTJSIOZ,O,O,O,X,O,O,X,X,O,X,X,X
LTJSZIO,O,O,O,X,O,O,X,X,O,X,X,X
LTJSZOI,O,O,O,X,O,O,X,X,O,X,X,X
LTJSOIZ,O,X,O,X,O,O,X,X,O,X,X,X
LTJSOZI,O,O,O,X,O,O,X,X,O,X,X,X
LTJZISO,O,O,O,X,X,X,X,O,O,X,X,X
LTJZIOS,O,X,O,X,X,X,X,O,X,X,X,X
LTJZSIO,O,O,O,X,X,X,X,O,O,X,X,X
LTJZSOI,O,O,O,X,X,X,X,O,O,X,X,X
LTJZOIS,O,X,O,X,X,X,X,O,X,X,X,X
LTJZOSI,O,X,O,X,O,X,X,O,X,X,X,X
LTJOISZ,O,X,O,X,O,X,X,X,O,O,X,X
LTJOIZS,O,X,O,X,X,X,X,X,X,O,X,X
LTJOSIZ,O,X,O,X,O,O,X,X,O,X,X,X
LTJOSZI,O,X,O,X,O,O,X,X,O,X,X,X
LTJOZIS,O,X,O,X,X,X,X,O,O,X,X,X
LTJOZSI,O,X,O,X,O,X,X,O,O,X,X,X
LTSIJZO,O,O,O,X,O,X,X,X,O,X,X,X
LTSIJOZ,O,O,X,X,O,X,X,X,O,O,X,X
LTSIZJO,X,O,O,X,X,X,O,X,O,X,X,X
LTSIZOJ,X,O,O,X,X,X,O,X,O,X,X,X
LTSIOJZ,O,O,O,O,O,X,X,X,X,O,X,X
LTSIOZJ,O,O,O,X,X,X,X,X,X,X,X,X
LTSJIZO,O,O,O,X,O,O,X,X,O,X,X,X
LTSJIOZ,O,O,O,X,O,O,X,X,O,X,X,X
LTSJZIO,O,O,O,X,O,O,O,X,O,X,X,X
LTSJZOI,O,O,O,X,O,O,O,X,O,X,X,X
LTSJOIZ,O,X,O,X,O,O,X,X,O,X,X,X
LTSJOZI,O,O,O,X,O,O,X,X,O,X,X,X
LTSZIJO,X,O,O,X,X,X,O,X,O,X,X,X
LTSZIOJ,O,O,O,X,X,X,O,X,O,X,X,O
LTSZJIO,O,O,X,X,O,X,O,X,O,X,X,X
LTSZJOI,O,O,X,X,O,X,O,X,O,X,X,X
LTSZOIJ,O,O,X,X,X,X,O,X,O,X,X,O
LTSZOJI,O,O,X,X,O,X,O,X,O,X,X,X
LTSOIJZ,O,O,O,O,O,X,X,X,O,O,X,X
LTSOIZJ,O,O,O,X,X,X,O,X,O,X,X,X
LTSOJIZ,O,O,O,X,O,O,X,X,O,X,X,X
LTSOJZI,O,O,O,X,O,O,O,X,O,X,X,X
LTSOZIJ,O,O,O,X,X,X,O,X,O,X,X,X
LTSOZJI,O,O,O,X,O,X,O,X,O,X,X,X
LTZIJSO,O,O,O,X,X,X,O,X,X,X,X,X
LTZIJOS,O,X,O,X,X,X,X,X,X,O,X,X
LTZISJO,X,O,O,X,X,X,O,X,O,X,X,X
LTZISOJ,X,O,O,X,X,X,O,X,O,X,X,O
LTZIOJS,O,X,O,X,X,X,O,X,X,O,X,X
LTZIOSJ,X,O,O,X,X,X,O,X,X,X,X,O
LTZJISO,O,O,O,X,X,X,O,O,O,X,X,X
LTZJIOS,O,X,O,X,X,X,X,O,X,X,X,X
LTZJSIO,O,O,O,X,X,X,O,O,O,X,X,X
LTZJSOI,O,O,O,X,X,X,O,O,O,X,X,X
LTZJOIS,O,X,O,X,X,X,X,O,X,X,X,X
LTZJOSI,O,X,O,X,O,X,X,O,X,X,X,X
LTZSIJO,X,O,O,X,X,X,O,X,O,X,O,X
LTZSIOJ,O,O,O,X,X,X,O,X,O,X,O,O
LTZSJIO,O,O,X,X,X,X,O,X,O,X,O,X
LTZSJOI,O,O,X,X,X,X,O,X,O,X,O,X
LTZSOIJ,O,O,X,X,X,X,O,X,O,X,O,O
LTZSOJI,O,O,X,X,X,X,O,X,O,X,O,X
LTZOIJS,O,O,O,X,X,X,O,X,X,O,X,X
LTZOISJ,X,O,O,X,X,X,O,X,X,X,X,O
LTZOJIS,O,O,O,X,X,X,O,O,X,X,X,X
LTZOJSI,O,O,O,X,O,X,O,O,X,X,X,X
LTZOSIJ,X,O,O,X,X,X,O,X,X,X,O,O
LTZOSJI,O,O,O,X,X,X,O,X,X,X,O,X
LTOIJSZ,O,O,O,X,O,X,X,X,X,O,X,X
LTOIJZS,O,O,O,X,X,X,X,X,X,O,X,X
LTOISJZ,O,O,O,O,X,X,X,X,X,O,X,X
LTOISZJ,X,O,O,X,X,X,O,X,X,X,X,X
LTOIZJS,O,O,O,X,X,X,O,X,X,O,X,X
LTOIZSJ,X,O,O,X,X,X,O,X,X,X,X,X
LTOJISZ,O,O,O,X,O,X,X,X,O,O,X,X
LTOJIZS,O,O,O,X,X,X,X,X,X,O,X,X
LTOJSIZ,O,O,O,X,O,O,X,X,O,X,X,X
LTOJSZI,O,O,O,X,O,O,O,X,O,X,X,X
LTOJZIS,O,O,O,X,X,X,O,O,O,X,X,X
LTOJZSI,O,O,O,X,O,X,O,O,O,X,X,X
LTOSIJZ,O,O,O,X,O,X,X,X,O,O,X,X
LTOSIZJ,O,O,O,X,X,X,O,X,O,X,X,X
LTOSJIZ,O,O,O,X,O,O,X,X,O,X,X,X
LTOSJZI,O,O,O,X,O,O,O,X,O,X,X,X
LTOSZIJ,O,O,O,X,X,X,O,X,O,X,X,X
LTOSZJI,O,O,O,X,O,X,O,X,O,X,X,X
LTOZIJS,O,O,O,X,X,X,O,X,X,O,X,X
LTOZISJ,X,O,O,X,X,X,O,X,O,X,X,X
LTOZJIS,O,O,O,X,X,X,O,O,O,X,X,X
LTOZJSI,O,O,O,X,O,X,O,O,O,X,X,X
LTOZSIJ,X,O,O,X,X,X,O,X,O,X,O,X
LTOZSJI,O,O,O,X,X,X,O,X,O,X,O,X
LITJSZO,O,O,O,X,X,X,X,X,X,X,X,X
LITJSOZ,O,O,O,X,X,X,X,X,X,O,X,X
LITJZSO,O,O,O,X,X,X,X,X,X,X,X,X
LITJZOS,O,X,O,X,X,X,X,X,X,O,X,X
LITJOSZ,O,X,O,X,O,X,X,X,X,O,X,X
LITJOZS,O,X,O,X,X,X,X,X,X,O,X,X
LITSJZO,O,O,O,X,X,X,X,X,X,X,X,X
LITSJOZ,O,O,X,X,X,X,X,X,X,O,X,X
LITSZJO,X,O,O,X,X,X,X,X,X,X,X,X
LITSZOJ,X,O,O,X,X,X,X,X,X,X,X,X
LITSOJZ,O,O,O,O,X,X,X,X,X,O,X,X
LITSOZJ,X,O,O,X,X,X,X,X,X,X,X,X
LITZJSO,O,O,O,X,X,X,X,X,X,X,X,X
LITZJOS,O,X,O,X,X,X,X,X,X,O,X,X
LITZSJO,X,O,O,X,X,X,X,X,X,X,X,X
LITZSOJ,X,O,O,X,X,X,X,X,X,X,X,X
LITZOJS,O,X,O,X,X,X,X,X,X,O,X,X
LITZOSJ,X,O,O,X,X,X,X,X,X,X,X,X
LITOJSZ,O,O,O,X,O,X,X,X,X,O,X,X
LITOJZS,O,O,O,X,X,X,X,X,X,O,X,X
LITOSJZ,O,O,O,O,X,X,X,X,X,O,X,X
LITOSZJ,X,O,O,X,X,X,X,X,X,X,X,X
LITOZJS,O,O,O,X,X,X,X,X,X,O,X,X
LITOZSJ,X,O,O,X,X,X,X,X,X,X,X,X
LIJTSZO,O,O,O,X,O,X,X,X,O,X,X,X
LIJTSOZ,O,O,O,X,O,X,X,X,O,O,X,X
LIJTZSO,O,O,O,X,X,X,X,X,O,X,X,X
LIJTZOS,O,X,O,X,X,X,X,X,X,O,X,X
LIJTOSZ,O,X,X,X,O,X,X,X,O,O,X,X
LIJTOZS,O,X,O,X,X,X,X,X,X,O,X,X
LIJSTZO,X,O,O,X,O,X,X,X,O,X,X,X
LIJSTOZ,O,O,O,X,O,X,X,X,O,X,X,X
LIJSZTO,X,O,O,X,O,X,X,X,O,X,X,X
LIJSZOT,X,X,O,X,O,X,X,X,O,X,X,X
LIJSOTZ,O,O,X,X,O,X,X,X,O,X,X,X
LIJSOZT,X,X,O,X,O,X,X,X,O,X,X,X
LIJZTSO,O,X,O,X,X,X,X,X,O,X,X,X
LIJZTOS,O,X,O,X,X,X,X,X,X,X,X,X
LIJZSTO,O,X,O,X,O,X,X,X,O,X,X,X
LIJZSOT,O,X,O,X,O,X,X,X,O,X,X,X
LIJZOTS,O,X,O,X,X,X,X,X,X,X,X,X
LIJZOST,X,X,O,X,O,X,X,X,O,X,X,X
LIJOTSZ,O,O,O,X,O,X,X,X,O,O,X,X
LIJOTZS,O,O,O,X,X,X,X,X,X,O,X,X
LIJOSTZ,O,O,O,X,O,X,X,X,O,X,X,X
LIJOSZT,X,X,O,X,O,X,X,X,O,X,X,X
LIJOZTS,O,X,O,X,X,X,X,X,O,X,X,X
LIJOZST,X,X,O,X,O,X,X,X,O,X,X,X
LISTJZO,X,O,X,X,O,X,X,X,O,X,X,X
LISTJOZ,X,O,X,X,O,X,X,X,O,O,X,X
LISTZJO,X,O,X,X,X,X,O,X,O,X,X,X
LISTZOJ,X,O,X,X,X,X,O,X,O,X,X,X
LISTOJZ,O,O,X,X,O,X,X,X,X,O,X,X
LISTOZJ,O,O,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,O,X,X,O,X,X,X,O,X,X,X
LISJTOZ,O,O,X,X,O,X,X,X,O,X,X,X
LISJZTO,X,O,X,X,O,X,X,X,O,X,X,X
LISJZOT,X,X,X,X,O,X,X,X,O,X,X,X
LISJOTZ,O,O,X,X,O,X,X,X,O,X,X,X
LISJOZT,O,X,X,X,O,X,X,X,O,X,X,X
LISZTJO,X,O,X,X,X,X,O,X,O,X,X,X
LISZTOJ,O,O,X,X,X,X,O,X,O,X,X,O
LISZJTO,O,O,X,X,X,X,X,X,O,X,X,X
LISZJOT,O,X,X,X,X,X,X,X,O,X,X,O
LISZOTJ,O,O,X,X,X,X,X,X,O,X,X,O
LISZOJT,O,X,X,X,X,X,X,X,X,X,X,O
LISOTJZ,O,O,X,O,O,X,X,X,O,O,X,X
LISOTZJ,O,O,X,X,X,X,O,X,O,X,X,X
LISOJTZ,O,O,X,O,O,X,X,X,O,X,X,X
LISOJZT,O,X,X,O,O,X,X,X,O,X,X,X
LISOZTJ,O,O,X,O,X,X,O,X,O,X,X,X
LISOZJT,O,X,X,O,X,X,X,X,O,X,X,X
LIZTJSO,X,O,O,X,X,X,O,X,X,X,X,X
LIZTJOS,X,X,O,X,X,X,X,X,X,O,X,X
LIZTSJO,X,O,O,X,X,X,O,X,O,X,X,X
LIZTSOJ,X,O,O,X,X,X,O,X,O,X,X,O
