sequence,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeZ/IvhFufBcgB?icBzdBFnB3rB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeZ/IvhFCbBmdB?XgBlhBcnBTrB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeZ/IvhFCbBzdB?XgBFnBOrB8rB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8Jei7IvhFzdBOkB?RhB0fBFnB3rB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeT6IvhF2gBRdB?fnBliBikBUrB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8Jei7IvhFzdB0fB?RhBOkBFnB3rB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8Jex6IvhFOkBXgB?0hBliBinBTrB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeZ/IvhFGbBFdB?8iBzfBfnBKrB,v115@8gA8IeA8CeB8CeB8AeE8AeG8BeD8JeT6IvhF2gBRiB?fnBliBikBUrB
JSIZLOT,X,O,X,X,X,X,X,X,X
JSIZOTL,X,O,X,X,X,X,O,O,X
JSIZOLT,X,O,X,X,X,X,X,O,X
JSIOTLZ,X,X,O,X,X,X,X,X,X
JSIOTZL,X,X,O,X,X,X,O,X,X
JSIOLTZ,X,X,O,O,X,X,X,X,X
JSIOLZT,X,O,X,O,X,X,X,X,X
JSIOZTL,X,O,X,X,X,X,O,O,X
JSIOZLT,X,O,X,X,X,X,X,O,X
JSLTIZO,X,O,O,X,O,X,O,X,X
JSLTIOZ,X,X,O,X,O,X,X,X,X
JSLTZIO,X,O,X,X,O,X,O,X,X
JSLTZOI,X,O,X,X,O,X,O,X,X
JSLTOIZ,X,X,O,X,O,X,X,X,X
JSLTOZI,X,X,X,X,O,X,X,X,X
JSLITZO,X,O,O,X,O,X,O,X,X
JSLITOZ,X,X,O,X,O,X,X,X,X
JSLIZTO,X,O,X,X,X,X,O,X,X
JSLIZOT,X,O,X,X,X,X,X,X,X
JSLIOTZ,X,X,O,X,O,X,X,X,O
JSLIOZT,X,O,X,X,X,X,X,X,O
JSLZTIO,X,O,X,X,O,X,O,X,X
JSLZTOI,X,O,X,X,O,X,O,X,X
JSLZITO,X,O,X,X,X,X,O,X,X
JSLZIOT,X,O,X,X,X,X,X,X,X
JSLZOTI,X,O,X,X,O,X,X,X,X
JSLZOIT,X,O,X,X,X,X,X,X,X
JSLOTIZ,X,X,O,X,O,X,X,X,X
JSLOTZI,X,X,X,X,O,X,X,X,X
JSLOITZ,X,X,O,X,O,X,X,X,O
JSLOIZT,X,O,X,X,X,X,X,X,O
JSLOZTI,X,O,X,X,O,X,X,X,X
JSLOZIT,X,O,X,X,X,X,X,X,X
JSZTILO,X,O,X,X,O,X,O,X,X
JSZTIOL,X,O,X,X,X,X,O,O,X
JSZTLIO,X,O,X,X,O,X,O,X,X
JSZTLOI,X,O,X,X,O,X,O,X,X
JSZTOIL,X,O,X,X,X,X,O,O,X
JSZTOLI,X,O,X,X,X,X,O,X,X
JSZITLO,X,O,X,X,X,X,O,X,X
JSZITOL,X,O,X,X,X,X,O,O,X
JSZILTO,X,O,X,X,X,X,O,X,X
JSZILOT,X,O,X,X,X,X,X,X,X
JSZIOTL,X,O,X,X,X,X,O,O,X
JSZIOLT,X,O,X,X,X,X,X,O,X
JSZLTIO,X,O,X,X,O,X,O,X,X
JSZLTOI,X,O,X,X,O,X,O,X,X
JSZLITO,X,O,X,X,X,X,O,X,X
JSZLIOT,X,O,X,X,X,X,X,X,X
JSZLOTI,X,O,X,X,O,X,X,X,X
JSZLOIT,X,O,X,X,X,X,X,X,X
JSZOTIL,X,O,X,X,X,X,O,O,X
JSZOTLI,X,O,X,X,X,X,O,X,X
JSZOITL,X,O,X,X,X,X,O,O,X
JSZOILT,X,O,X,X,X,X,X,O,X
JSZOLTI,X,O,X,X,X,X,X,X,X
JSZOLIT,X,O,X,X,X,X,X,X,X
JSOTILZ,X,X,O,O,O,X,X,X,X
JSOTIZL,X,X,O,X,X,X,O,X,X
JSOTLIZ,X,X,O,X,O,X,X,X,X
JSOTLZI,X,X,X,X,O,X,X,X,X
JSOTZIL,X,X,X,X,X,X,O,X,X
JSOTZLI,X,X,X,X,X,X,O,X,X
JSOITLZ,X,X,O,X,X,X,X,X,X
JSOITZL,X,X,O,X,X,X,O,X,X
JSOILTZ,X,X,O,O,X,X,X,X,X
JSOILZT,X,O,X,O,X,X,X,X,X
JSOIZTL,X,O,X,X,X,X,O,O,X
JSOIZLT,X,O,X,X,X,X,X,O,X
JSOLTIZ,X,X,O,X,O,X,X,X,X
JSOLTZI,X,X,X,X,O,X,X,X,X
JSOLITZ,X,X,O,X,O,X,X,X,X
JSOLIZT,X,O,X,X,X,X,X,X,X
JSOLZTI,X,O,X,X,O,X,X,X,X
JSOLZIT,X,O,X,X,X,X,X,X,X
JSOZTIL,X,O,X,X,X,X,O,O,X
JSOZTLI,X,O,X,X,X,X,O,X,X
JSOZITL,X,O,X,X,X,X,O,O,X
JSOZILT,X,O,X,X,X,X,X,O,X
JSOZLTI,X,O,X,X,X,X,X,X,X
JSOZLIT,X,O,X,X,X,X,X,X,X
JZTILSO,O,O,X,X,X,X,X,X,X
JZTILOS,O,X,X,O,X,O,X,X,X
JZTISLO,O,O,X,X,X,X,O,X,X
JZTISOL,O,O,X,X,X,X,O,X,X
JZTIOLS,O,X,X,O,X,O,X,X,X
JZTIOSL,O,O,X,X,X,X,X,X,X
JZTLISO,O,O,X,X,X,X,X,X,X
JZTLIOS,O,X,X,X,X,O,X,X,X
JZTLSIO,O,O,X,X,X,X,O,X,X
JZTLSOI,O,O,X,X,X,X,O,X,X
JZTLOIS,O,X,X,X,X,X,X,X,X
JZTLOSI,O,X,X,X,X,X,X,X,X
JZTSILO,O,O,X,X,X,X,O,X,X
JZTSIOL,O,O,X,X,X,X,O,X,X
JZTSLIO,O,O,X,X,X,X,O,X,X
JZTSLOI,O,O,X,X,X,X,O,X,X
JZTSOIL,O,O,X,X,X,X,O,X,X
JZTSOLI,O,O,X,X,X,X,O,X,X
JZTOILS,O,X,X,O,X,O,X,X,X
JZTOISL,O,O,X,X,X,X,X,X,X
JZTOLIS,O,X,X,X,X,X,X,X,X
JZTOLSI,O,X,X,X,X,X,X,X,X
JZTOSIL,O,O,X,X,X,X,O,X,X
JZTOSLI,O,O,X,X,X,X,O,X,X
JZITLSO,O,O,X,X,X,X,X,X,X
JZITLOS,O,X,X,X,X,X,X,X,X
JZITSLO,O,O,X,X,X,X,O,X,X
JZITSOL,O,O,X,X,X,X,O,X,X
JZITOLS,O,X,X,X,X,X,X,X,X
JZITOSL,O,O,X,X,X,X,X,X,X
JZILTSO,O,O,X,X,X,X,X,X,X
JZILTOS,O,X,X,X,X,X,X,X,X
JZILSTO,O,O,X,X,X,X,X,X,X
JZILSOT,O,O,X,X,X,X,X,X,X
JZILOTS,O,X,X,O,X,O,X,X,X
JZILOST,O,X,X,O,X,O,X,X,O
JZISTLO,O,O,X,X,X,X,O,X,X
JZISTOL,O,O,X,X,X,X,O,O,X
JZISLTO,O,O,X,X,X,X,O,X,X
JZISLOT,O,O,X,X,X,X,X,X,X
JZISOTL,O,O,X,X,X,X,O,O,X
JZISOLT,O,O,X,X,X,X,X,O,X
JZIOTLS,O,X,X,X,X,X,X,X,X
JZIOTSL,O,O,X,X,X,X,X,X,X
JZIOLTS,O,X,X,O,X,O,X,X,X
JZIOLST,O,X,X,O,X,O,X,X,X
JZIOSTL,O,O,X,X,X,X,X,O,X
JZIOSLT,O,O,X,X,X,X,X,O,X
JZLTISO,O,O,X,X,X,X,X,X,X
JZLTIOS,O,X,X,X,X,O,X,X,X
JZLTSIO,O,O,X,X,X,X,O,X,X
JZLTSOI,O,O,X,X,X,X,O,X,X
JZLTOIS,O,X,X,X,X,X,X,X,X
JZLTOSI,O,X,X,X,X,X,X,X,X
JZLITSO,O,O,X,X,X,X,X,X,X
JZLITOS,O,X,X,X,X,X,X,X,X
JZLISTO,O,O,X,X,X,X,X,X,X
JZLISOT,O,O,X,X,X,X,X,X,X
JZLIOTS,O,X,X,X,X,O,X,X,X
JZLIOST,O,X,X,X,X,O,X,X,O
JZLSTIO,O,O,X,X,O,X,O,X,X
JZLSTOI,O,O,X,X,O,X,O,X,X
JZLSITO,O,O,X,X,X,X,O,X,X
JZLSIOT,O,O,X,X,X,X,X,X,X
JZLSOTI,X,O,X,X,O,X,X,X,X
JZLSOIT,O,O,X,X,X,X,X,X,X
JZLOTIS,O,X,X,X,X,X,X,X,X
JZLOTSI,O,X,X,X,X,X,X,X,X
JZLOITS,O,X,X,X,X,O,X,X,X
JZLOIST,O,X,X,X,X,O,X,X,O
JZLOSTI,X,X,X,X,O,X,X,X,X
JZLOSIT,O,X,X,X,X,X,X,X,X
JZSTILO,O,O,X,X,O,X,O,X,X
JZSTIOL,O,O,X,X,X,X,O,O,X
JZSTLIO,O,O,X,X,O,X,O,X,X
JZSTLOI,O,O,X,X,O,X,O,X,X
JZSTOIL,O,O,X,X,X,X,O,O,X
JZSTOLI,O,O,X,X,X,X,O,X,X
JZSITLO,O,O,X,X,X,X,O,X,X
JZSITOL,O,O,X,X,X,X,O,O,X
JZSILTO,O,O,X,X,X,X,O,X,X
JZSILOT,O,O,X,X,X,X,X,X,X
JZSIOTL,O,O,X,X,X,X,O,O,X
JZSIOLT,O,O,X,X,X,X,X,O,X
JZSLTIO,O,O,X,X,O,X,O,X,X
JZSLTOI,O,O,X,X,O,X,O,X,X
JZSLITO,O,O,X,X,X,X,O,X,X
JZSLIOT,O,O,X,X,X,X,X,X,X
JZSLOTI,X,O,X,X,O,X,X,X,X
JZSLOIT,O,O,X,X,X,X,X,X,X
JZSOTIL,O,O,X,X,X,X,O,O,X
JZSOTLI,O,O,X,X,X,X,O,X,X
JZSOITL,O,O,X,X,X,X,O,O,X
JZSOILT,O,O,X,X,X,X,X,O,X
JZSOLTI,X,O,X,X,X,X,X,X,X
JZSOLIT,O,O,X,X,X,X,X,X,X
JZOTILS,O,X,X,O,X,O,X,X,X
JZOTISL,O,O,X,X,X,X,X,X,X
JZOTLIS,O,X,X,X,X,X,X,X,X
JZOTLSI,O,X,X,X,X,X,X,X,X
JZOTSIL,O,O,X,X,X,X,O,X,X
JZOTSLI,O,O,X,X,X,X,O,X,X
JZOITLS,O,X,X,X,X,X,X,X,X
JZOITSL,O,O,X,X,X,X,X,X,X
JZOILTS,O,X,X,O,X,O,X,X,X
JZOILST,O,X,X,O,X,O,X,X,X
JZOISTL,O,O,X,X,X,X,X,O,X
JZOISLT,O,O,X,X,X,X,X,O,X
JZOLTIS,O,X,X,X,X,X,X,X,X
JZOLTSI,O,X,X,X,X,X,X,X,X
JZOLITS,O,X,X,X,X,O,X,X,X
JZOLIST,O,X,X,X,X,O,X,X,X
JZOLSTI,X,X,X,X,X,X,X,X,X
JZOLSIT,O,X,X,X,X,X,X,X,X
JZOSTIL,O,O,X,X,X,X,O,O,X
JZOSTLI,O,O,X,X,X,X,O,X,X
JZOSITL,O,O,X,X,X,X,O,O,X
JZOSILT,O,O,X,X,X,X,X,O,X
JZOSLTI,X,O,X,X,X,X,X,X,X
JZOSLIT,O,O,X,X,X,X,X,X,X
JOTILSZ,X,X,X,O,X,X,X,X,X
JOTILZS,O,X,X,O,X,O,X,X,X
JOTISLZ,X,X,O,O,X,X,X,X,X
JOTISZL,X,X,O,X,X,X,X,X,X
JOTIZLS,O,X,X,O,X,O,X,X,X
JOTIZSL,O,X,X,X,X,X,X,X,X
JOTLISZ,X,X,X,O,X,X,X,X,X
JOTLIZS,O,X,X,O,X,X,X,X,X
JOTLSIZ,X,X,X,X,X,X,X,X,X
JOTLSZI,X,X,X,X,X,X,X,X,X
JOTLZIS,O,X,X,X,X,X,X,X,X
JOTLZSI,O,X,X,X,X,X,X,X,X
JOTSILZ,X,X,O,O,X,X,X,X,X
JOTSIZL,X,X,O,X,X,X,O,X,X
JOTSLIZ,X,X,O,X,X,X,X,X,X
JOTSLZI,X,X,X,X,X,X,X,X,X
JOTSZIL,X,X,X,X,X,X,O,X,X
JOTSZLI,X,X,X,X,X,X,O,X,X
JOTZILS,O,X,X,O,X,O,X,X,X
JOTZISL,O,X,X,X,X,X,X,X,X
JOTZLIS,O,X,X,X,X,X,X,X,X
JOTZLSI,O,X,X,X,X,X,X,X,X
JOTZSIL,O,X,X,X,X,X,O,X,X
JOTZSLI,O,X,X,X,X,X,O,X,X
JOITLSZ,X,X,X,O,X,X,X,X,X
JOITLZS,O,X,X,O,X,X,X,X,X
JOITSLZ,X,X,O,O,X,X,X,X,X
JOITSZL,X,X,O,X,X,X,X,X,X
JOITZLS,O,X,X,O,X,X,X,X,X
JOITZSL,O,X,X,X,X,X,X,X,X
JOILTSZ,X,X,X,O,X,X,X,X,O
JOILTZS,X,X,X,O,X,X,X,X,X
JOILSTZ,X,X,X,O,X,X,X,X,O
JOILSZT,X,X,X,O,X,X,X,X,O
JOILZTS,O,X,X,O,X,O,X,X,X
JOILZST,O,X,X,O,X,O,X,X,O
JOISTLZ,X,X,O,X,X,X,X,X,X
JOISTZL,X,X,O,X,X,X,X,X,X
JOISLTZ,X,X,O,O,X,X,X,X,X
JOISLZT,X,O,X,O,X,X,X,X,X
JOISZTL,X,O,X,X,X,X,X,O,X
JOISZLT,X,O,X,X,X,X,X,O,X
JOIZTLS,O,X,X,X,X,X,X,X,X
JOIZTSL,O,O,X,X,X,X,X,X,X
JOIZLTS,O,X,X,O,X,O,X,X,X
JOIZLST,O,X,X,O,X,O,X,X,X
JOIZSTL,O,O,X,X,X,X,X,O,X
JOIZSLT,O,O,X,X,X,X,X,O,X
JOLTISZ,X,X,X,O,X,X,X,X,O
JOLTIZS,X,X,X,O,X,X,X,X,X
JOLTSIZ,X,X,X,X,O,X,X,X,X
JOLTSZI,X,X,X,X,O,X,X,X,X
JOLTZIS,X,X,X,X,X,X,X,X,X
JOLTZSI,X,X,X,X,X,X,X,X,X
JOLITSZ,X,X,X,O,X,X,X,X,O
JOLITZS,X,X,X,O,X,X,X,X,X
JOLISTZ,X,X,X,O,O,X,X,X,O
JOLISZT,X,X,X,O,X,X,X,X,O
JOLIZTS,O,X,X,O,X,X,X,X,X
JOLIZST,O,X,X,O,X,X,X,X,O
JOLSTIZ,X,X,X,X,O,X,X,X,X
JOLSTZI,X,X,X,X,O,X,X,X,X
JOLSITZ,X,X,X,X,O,X,X,X,O
JOLSIZT,X,X,X,X,X,X,X,X,O
JOLSZTI,X,X,X,X,O,X,X,X,X
JOLSZIT,X,X,X,X,X,X,X,X,X
JOLZTIS,O,X,X,X,X,X,X,X,X
JOLZTSI,X,X,X,X,X,X,X,X,X
JOLZITS,O,X,X,X,X,X,X,X,X
JOLZIST,O,X,X,X,X,X,X,X,O
JOLZSTI,X,X,X,X,O,X,X,X,X
JOLZSIT,O,X,X,X,X,X,X,X,X
JOSTILZ,X,X,O,O,O,X,X,X,X
JOSTIZL,X,X,O,X,X,X,O,X,X
JOSTLIZ,X,X,O,X,O,X,X,X,X
JOSTLZI,X,X,X,X,O,X,X,X,X
JOSTZIL,X,X,X,X,X,X,O,X,X
JOSTZLI,X,X,X,X,X,X,O,X,X
JOSITLZ,X,X,O,X,X,X,X,X,X
JOSITZL,X,X,O,X,X,X,O,X,X
JOSILTZ,X,X,O,O,X,X,X,X,X
JOSILZT,X,O,X,O,X,X,X,X,X
JOSIZTL,X,O,X,X,X,X,O,O,X
JOSIZLT,X,O,X,X,X,X,X,O,X
JOSLTIZ,X,X,O,X,O,X,X,X,X
JOSLTZI,X,X,X,X,O,X,X,X,X
JOSLITZ,X,X,O,X,O,X,X,X,X
JOSLIZT,X,O,X,X,X,X,X,X,X
JOSLZTI,X,O,X,X,O,X,X,X,X
JOSLZIT,X,O,X,X,X,X,X,X,X
JOSZTIL,X,O,X,X,X,X,O,O,X
JOSZTLI,X,O,X,X,X,X,O,X,X
JOSZITL,X,O,X,X,X,X,O,O,X
JOSZILT,X,O,X,X,X,X,X,O,X
JOSZLTI,X,O,X,X,X,X,X,X,X
JOSZLIT,X,O,X,X,X,X,X,X,X
JOZTILS,O,X,X,O,X,O,X,X,X
JOZTISL,O,O,X,X,X,X,X,X,X
JOZTLIS,O,X,X,X,X,X,X,X,X
JOZTLSI,O,X,X,X,X,X,X,X,X
JOZTSIL,O,O,X,X,X,X,O,X,X
JOZTSLI,O,O,X,X,X,X,O,X,X
JOZITLS,O,X,X,X,X,X,X,X,X
JOZITSL,O,O,X,X,X,X,X,X,X
JOZILTS,O,X,X,O,X,O,X,X,X
JOZILST,O,X,X,O,X,O,X,X,X
JOZISTL,O,O,X,X,X,X,X,O,X
JOZISLT,O,O,X,X,X,X,X,O,X
JOZLTIS,O,X,X,X,X,X,X,X,X
JOZLTSI,O,X,X,X,X,X,X,X,X
JOZLITS,O,X,X,X,X,O,X,X,X
JOZLIST,O,X,X,X,X,O,X,X,X
JOZLSTI,X,X,X,X,X,X,X,X,X
JOZLSIT,O,X,X,X,X,X,X,X,X
JOZSTIL,O,O,X,X,X,X,O,O,X
JOZSTLI,O,O,X,X,X,X,O,X,X
JOZSITL,O,O,X,X,X,X,O,O,X
JOZSILT,O,O,X,X,X,X,X,O,X
JOZSLTI,X,O,X,X,X,X,X,X,X
JOZSLIT,O,O,X,X,X,X,X,X,X
STILJZO,X,O,O,X,O,X,X,X,X
STILJOZ,X,X,O,O,O,X,X,X,X
STILZJO,O,O,O,X,O,X,X,X,X
STILZOJ,O,O,O,X,O,O,X,X,X
STILOJZ,X,X,O,O,O,X,X,X,X
STILOZJ,O,X,O,X,O,O,X,X,X
STIJLZO,X,O,O,X,O,X,O,X,X
STIJLOZ,X,X,O,O,O,X,X,X,X
STIJZLO,X,O,O,X,O,X,O,X,X
STIJZOL,X,O,O,X,X,X,O,X,X
STIJOLZ,X,X,O,O,O,X,X,X,X
STIJOZL,X,X,O,X,X,X,O,X,X
STIZLJO,O,O,O,X,O,X,X,X,X
STIZLOJ,O,O,O,X,O,O,X,O,X
STIZJLO,O,O,O,X,O,X,O,X,X
STIZJOL,O,O,O,X,X,X,O,O,X
STIZOLJ,O,O,O,X,X,O,X,O,X
STIZOJL,O,O,O,X,X,X,X,O,X
STIOLJZ,X,X,O,O,O,X,X,X,X
STIOLZJ,O,X,O,X,O,O,X,X,X
STIOJLZ,X,X,O,O,O,X,X,X,X
STIOJZL,X,X,O,X,X,X,X,X,X
STIOZLJ,O,X,O,X,X,O,X,O,X
STIOZJL,O,X,O,X,X,X,X,O,X
STLIJZO,X,O,O,X,O,X,X,X,X
STLIJOZ,X,X,O,X,O,X,X,X,X
STLIZJO,O,O,O,X,O,X,X,X,X
STLIZOJ,O,O,O,X,O,X,X,X,X
STLIOJZ,X,X,O,X,O,X,X,X,X
STLIOZJ,O,X,O,X,O,X,X,X,X
STLJIZO,X,O,O,X,O,X,O,X,X
STLJIOZ,X,X,O,X,O,X,X,X,X
STLJZIO,X,O,X,X,O,X,O,X,X
STLJZOI,X,O,X,X,O,X,O,X,X
STLJOIZ,X,X,O,X,O,X,X,X,X
STLJOZI,X,X,X,X,O,X,X,X,X
STLZIJO,O,O,O,X,O,X,X,X,X
STLZIOJ,O,O,O,X,O,X,X,X,X
STLZJIO,O,O,X,X,O,X,O,X,X
STLZJOI,O,O,X,X,O,X,O,X,X
STLZOIJ,O,O,O,X,O,X,X,X,X
STLZOJI,O,O,X,X,O,X,X,X,X
STLOIJZ,X,X,O,X,O,X,X,X,X
STLOIZJ,O,X,O,X,O,X,X,X,X
STLOJIZ,X,X,O,X,O,X,X,X,X
STLOJZI,X,X,X,X,O,X,X,X,X
STLOZIJ,O,X,O,X,O,X,X,X,X
STLOZJI,O,X,X,X,O,X,X,X,X
STJILZO,X,O,O,X,O,X,O,X,X
STJILOZ,X,X,O,O,O,X,X,X,X
STJIZLO,X,O,O,X,O,X,O,X,X
STJIZOL,X,O,O,X,X,X,O,X,X
STJIOLZ,X,X,O,O,O,X,X,X,X
STJIOZL,X,X,O,X,X,X,O,X,X
STJLIZO,X,O,O,X,O,X,O,X,X
STJLIOZ,X,X,O,X,O,X,X,X,X
STJLZIO,X,O,X,X,O,X,O,X,X
STJLZOI,X,O,X,X,O,X,O,X,X
STJLOIZ,X,X,O,X,O,X,X,X,X
STJLOZI,X,X,X,X,O,X,X,X,X
STJZILO,X,O,X,X,O,X,O,X,X
STJZIOL,X,O,X,X,X,X,O,X,X
STJZLIO,X,O,X,X,O,X,O,X,X
STJZLOI,X,O,X,X,O,X,O,X,X
STJZOIL,X,O,X,X,X,X,O,X,X
STJZOLI,X,O,X,X,X,X,O,X,X
STJOILZ,X,X,O,O,O,X,X,X,X
STJOIZL,X,X,O,X,X,X,O,X,X
STJOLIZ,X,X,O,X,O,X,X,X,X
STJOLZI,X,X,X,X,O,X,X,X,X
STJOZIL,X,X,X,X,X,X,O,X,X
STJOZLI,X,X,X,X,X,X,O,X,X
STZILJO,O,O,O,X,O,X,X,X,X
STZILOJ,O,O,O,X,O,O,X,O,X
STZIJLO,O,O,O,X,O,X,O,X,X
STZIJOL,O,O,O,X,X,X,O,O,X
STZIOLJ,O,O,O,X,X,O,X,O,X
STZIOJL,O,O,O,X,X,X,X,O,X
STZLIJO,O,O,O,X,O,X,X,X,X
STZLIOJ,O,O,O,X,O,O,X,O,X
STZLJIO,O,O,X,X,O,X,O,X,X
STZLJOI,O,O,X,X,O,X,O,X,X
STZLOIJ,O,O,O,X,O,X,X,O,X
STZLOJI,O,O,X,X,O,X,X,X,X
STZJILO,O,O,X,X,O,X,O,X,X
STZJIOL,O,O,X,X,X,X,O,O,X
STZJLIO,O,O,X,X,O,X,O,X,X
STZJLOI,O,O,X,X,O,X,O,X,X
STZJOIL,O,O,X,X,X,X,O,O,X
STZJOLI,O,O,X,X,X,X,O,X,X
STZOILJ,O,O,O,X,X,O,X,O,X
STZOIJL,O,O,O,X,X,X,X,O,X
STZOLIJ,O,O,O,X,X,X,X,O,X
STZOLJI,O,O,X,X,X,X,X,X,X
STZOJIL,O,O,X,X,X,X,O,O,X
STZOJLI,O,O,X,X,X,X,O,X,X
STOILJZ,X,X,O,O,O,X,X,X,X
STOILZJ,O,X,O,X,O,O,X,X,X
STOIJLZ,X,X,O,O,O,X,X,X,X
STOIJZL,X,X,O,X,X,X,X,X,X
STOIZLJ,O,X,O,X,X,O,X,O,X
STOIZJL,O,X,O,X,X,X,X,O,X
STOLIJZ,X,X,O,X,O,X,X,X,X
STOLIZJ,O,X,O,X,O,X,X,X,X
STOLJIZ,X,X,O,X,O,X,X,X,X
STOLJZI,X,X,X,X,O,X,X,X,X
STOLZIJ,O,X,O,X,O,X,X,X,X
STOLZJI,O,X,X,X,O,X,X,X,X
STOJILZ,X,X,O,O,O,X,X,X,X
STOJIZL,X,X,O,X,X,X,O,X,X
STOJLIZ,X,X,O,X,O,X,X,X,X
STOJLZI,X,X,X,X,O,X,X,X,X
STOJZIL,X,X,X,X,X,X,O,X,X
STOJZLI,X,X,X,X,X,X,O,X,X
STOZILJ,O,X,O,X,X,O,X,O,X
STOZIJL,O,X,O,X,X,X,X,O,X
STOZLIJ,O,X,O,X,X,X,X,O,X
STOZLJI,O,X,X,X,X,X,X,X,X
STOZJIL,O,X,X,X,X,X,O,O,X
STOZJLI,O,X,X,X,X,X,O,X,X
SITLJZO,X,O,O,X,O,X,X,X,X
SITLJOZ,X,X,O,X,O,X,X,X,X
SITLZJO,O,O,O,X,O,X,X,X,X
SITLZOJ,O,O,O,X,O,X,X,X,X
SITLOJZ,X,X,O,X,O,X,X,X,X
SITLOZJ,O,X,O,X,O,X,X,X,X
SITJLZO,X,O,O,X,O,X,O,X,X
SITJLOZ,X,X,O,X,O,X,X,X,X
SITJZLO,X,O,O,X,O,X,O,X,X
SITJZOL,X,O,O,X,X,X,O,X,X
SITJOLZ,X,X,O,X,O,X,X,X,X
SITJOZL,X,X,O,X,X,X,O,X,X
SITZLJO,O,O,O,X,O,X,X,X,X
SITZLOJ,O,O,O,X,O,X,X,O,X
SITZJLO,O,O,O,X,O,X,O,X,X
SITZJOL,O,O,O,X,X,X,O,O,X
SITZOLJ,O,O,O,X,X,X,X,O,X
SITZOJL,O,O,O,X,X,X,X,O,X
SITOLJZ,X,X,O,X,O,X,X,X,X
SITOLZJ,O,X,O,X,O,X,X,X,X
SITOJLZ,X,X,O,X,O,X,X,X,X
SITOJZL,X,X,O,X,X,X,X,X,X
SITOZLJ,O,X,O,X,X,X,X,O,X
SITOZJL,O,X,O,X,X,X,X,O,X
SILTJZO,X,O,O,X,O,X,X,X,X
SILTJOZ,X,X,O,X,O,X,X,X,X
SILTZJO,O,O,O,X,O,X,X,X,X
SILTZOJ,O,O,O,X,O,X,X,X,X
SILTOJZ,X,X,O,X,O,X,X,X,X
SILTOZJ,O,X,O,X,O,X,X,X,X
SILJTZO,X,O,O,X,O,X,X,X,X
SILJTOZ,X,X,O,X,O,X,X,X,X
SILJZTO,X,O,X,X,X,X,X,X,X
SILJZOT,X,O,X,X,X,X,X,X,X
SILJOTZ,X,X,O,O,O,X,X,X,O
SILJOZT,X,O,X,O,X,X,X,X,O
SILZTJO,O,O,O,X,X,X,X,X,X
SILZTOJ,O,O,O,X,X,X,X,O,X
SILZJTO,O,O,X,X,X,X,X,X,X
SILZJOT,O,O,X,X,X,X,X,X,X
SILZOTJ,X,O,O,X,X,O,X,O,X
SILZOJT,O,O,X,X,X,O,X,O,X
SILOTJZ,X,X,O,X,O,X,X,X,X
SILOTZJ,X,X,O,X,O,X,X,X,X
SILOJTZ,X,X,O,O,O,X,X,X,O
SILOJZT,X,O,X,O,X,X,X,X,O
SILOZTJ,X,O,O,X,X,O,X,O,X
SILOZJT,O,O,X,X,X,O,X,O,X
SIJTLZO,X,O,O,X,O,X,O,X,X
SIJTLOZ,X,X,O,X,O,X,X,X,X
SIJTZLO,X,O,O,X,O,X,O,X,X
SIJTZOL,X,O,O,X,X,X,O,X,X
SIJTOLZ,X,X,O,X,O,X,X,X,X
SIJTOZL,X,X,O,X,X,X,O,X,X
SIJLTZO,X,O,O,X,O,X,O,X,X
SIJLTOZ,X,X,O,X,O,X,X,X,X
SIJLZTO,X,O,X,X,X,X,O,X,X
SIJLZOT,X,O,X,X,X,X,X,X,X
SIJLOTZ,X,X,O,O,O,X,X,X,O
SIJLOZT,X,O,X,O,X,X,X,X,O
SIJZTLO,X,O,X,X,X,X,O,X,X
SIJZTOL,X,O,X,X,X,X,O,O,X
SIJZLTO,X,O,X,X,X,X,O,X,X
SIJZLOT,X,O,X,X,X,X,X,X,X
SIJZOTL,X,O,X,X,X,X,O,O,X
SIJZOLT,X,O,X,X,X,X,X,O,X
SIJOTLZ,X,X,O,X,X,X,X,X,X
SIJOTZL,X,X,O,X,X,X,O,X,X
SIJOLTZ,X,X,O,O,X,X,X,X,X
SIJOLZT,X,O,X,O,X,X,X,X,X
SIJOZTL,X,O,X,X,X,X,O,O,X
SIJOZLT,X,O,X,X,X,X,X,O,X
SIZTLJO,O,O,O,X,X,X,X,X,X
SIZTLOJ,O,O,O,X,X,X,X,O,X
SIZTJLO,O,O,O,X,X,X,O,X,X
SIZTJOL,O,O,O,X,X,X,O,O,X
SIZTOLJ,O,O,O,X,X,X,X,O,X
SIZTOJL,O,O,O,X,X,X,X,O,X
SIZLTJO,O,O,O,X,X,X,X,X,X
SIZLTOJ,O,O,O,X,X,X,X,O,X
SIZLJTO,O,O,X,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,X,X,X
SIZLOTJ,X,O,O,X,X,O,X,O,X
SIZLOJT,O,O,X,X,X,O,X,O,X
