sequence,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je37IvhFGeBylBRiBF?nBTrBUsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JeR8IvhFGeBTgBlhB3?iBKrBUsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JeR8IvhFGeBTgBihB3?iBcrBVxB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je37IvhFTeBlhBcnBm?lBCnBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFehBSiBTeBF?nB3mBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhF6iBTeBmhBX?hB1rBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je38IvhFGeBTgBliBU?hByrBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JeX9IvhFTeBigBcnBG?mBFmBxwB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je37IvhFTeBxlBirBc?sBlrBGsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Jez7IvhFfiBxdB2lBC?jBcrBVxB,v115@zgC8GeB8HeB8FeF8CeG8DeB8Je1AJvhF0cBTeBxlBX?nB2wB6sB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFicBGeBRiBF?mB3rBTsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFxdBFmBXnBO?rBzrBCtB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFxiBFmBXnBT?rBmrBCtB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhF2hBRdBSjBF?mB3rBTsB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhFXhBxiBFnBT?rBmrBCtB,v115@zgC8GeB8HeB8FeF8CeG8DeB8JecAJvhF2hBTeBFmB3?rB5nBasB
LTSOJIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOJZI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTSOZJI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTZIJSO,X,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTZIJOS,X,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTZISJO,X,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LTZISOJ,X,O,O,X,O,O,X,X,O,O,X,X,X,X,X,O,X
LTZIOJS,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTZIOSJ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTZJISO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTZJIOS,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTZJSIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZJSOI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LTZJOIS,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTZJOSI,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LTZSIJO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
LTZSIOJ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
LTZSJIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LTZSJOI,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
LTZSOIJ,X,O,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X
LTZSOJI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X
LTZOIJS,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTZOISJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTZOJIS,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTZOJSI,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LTZOSIJ,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LTZOSJI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LTOIJSZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTOIJZS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LTOISJZ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTOISZJ,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LTOIZJS,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LTOIZSJ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LTOJISZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOJIZS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOJSIZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOJSZI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZIS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZSI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTOSIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTOSJIZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOSJZI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTOSZJI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTOZIJS,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTOZISJ,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTOZJIS,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTOZJSI,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LTOZSIJ,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LTOZSJI,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LITJSZO,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LITJSOZ,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LITJZSO,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LITJZOS,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LITJOSZ,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LITJOZS,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LITSJZO,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LITSJOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LITSZJO,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LITSZOJ,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LITSOJZ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LITSOZJ,X,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LITZJSO,X,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X
LITZJOS,X,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X
LITZSJO,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LITZSOJ,X,X,X,X,O,O,X,O,O,O,X,X,X,X,X,O,X
LITZOJS,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LITZOSJ,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LITOJSZ,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LITOJZS,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LITOSJZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LITOSZJ,X,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LITOZJS,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LITOZSJ,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LIJTSZO,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LIJTSOZ,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LIJTZSO,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJTZOS,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LIJTOSZ,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LIJTOZS,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LIJSTZO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJSTOZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJSZTO,X,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X
LIJSZOT,O,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X
LIJSOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJSOZT,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LIJZTSO,X,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X
LIJZTOS,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LIJZSTO,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
LIJZSOT,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
LIJZOTS,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LIJZOST,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
LIJOTSZ,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LIJOTZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LIJOSTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOSZT,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LIJOZTS,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LIJOZST,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LISTJZO,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LISTJOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISTZJO,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LISTZOJ,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LISTOJZ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISTOZJ,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LISJTZO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISJTOZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISJZTO,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LISJZOT,O,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LISJOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISJOZT,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LISZTJO,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X
LISZTOJ,X,X,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X
LISZJTO,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LISZJOT,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LISZOTJ,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LISZOJT,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LISOTJZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISOTZJ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LISOJTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISOJZT,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LISOZTJ,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LISOZJT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZTJSO,X,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X,X
LIZTJOS,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LIZTSJO,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
LIZTSOJ,X,O,X,X,O,O,X,O,O,O,X,X,X,X,X,O,X
LIZTOJS,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LIZJTSO,X,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X
LIZJTOS,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LIZJSTO,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
LIZJSOT,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
LIZJOTS,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LIZJOST,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
LIZSTJO,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LIZSTOJ,X,O,X,X,X,O,X,O,O,X,X,X,X,O,O,O,X
LIZSJTO,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LIZSJOT,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
LIZSOJT,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LIZOJST,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
LIZOSJT,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIOTJSZ,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LIOTJZS,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LIOTZJS,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LIOJTSZ,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LIOJTZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LIOJSTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJSZT,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOJZTS,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOJZST,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIOSJTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOSJZT,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOSZTJ,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOSZJT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
LIOZJTS,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LIOZJST,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
LIOZSJT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJTISZO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTISOZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTIZSO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTSIZO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSIOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSZOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOZI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZIOS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZSIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZSOI,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJTZOIS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZOSI,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJTOISZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOIZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOSZI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZSI,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJITSZO,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LJITSOZ,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJITZSO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJITOSZ,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJITOZS,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJISTZO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJISTOZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJISZTO,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJISZOT,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJISOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJISOZT,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJIZTSO,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJIZTOS,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIZSTO,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJIZSOT,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LJIZOTS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIZOST,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LJIOTSZ,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJIOTZS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOSZT,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJIOZTS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIOZST,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJSTIZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSITOZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSIZTO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJSIZOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJSIOTZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSIOZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSZTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSZTOI,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
LJSZITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZIOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJSZOTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSZOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSOIZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSOZTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOZIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZTISO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTIOS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZTOIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOSI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZITSO,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJZITOS,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJZISTO,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LJZISOT,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LJZIOTS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJZIOST,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
LJZSTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZSTOI,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
LJZSITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSIOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJZSOTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZSOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZOTIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTSI,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZOITS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJZOIST,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJZOSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZOSIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOTISZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOTIZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOTSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTZSI,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOITSZ,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJOITZS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJOISTZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOISZT,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJOIZTS,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJOIZST,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJOSTIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOSIZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOSZTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOSZIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOZTIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTSI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOZITS,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJOZIST,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJOZSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOZSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTIJZO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTIJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIZJO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTIZOJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTIOJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTJIZO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTJIOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTJZOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTJOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOZI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIJO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LSTZIOJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LSTZJIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LSTZJOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LSTZOIJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LSTZOJI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LSTOIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
