sequence,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFXcBFiB6rB0nBzq?B2xB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFXcBFiB8qB+rBTn?ByxB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFciBFhBfsBimBWw?BzsB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFTdBFhBUnBGrByx?BXrB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFFhBXiB6rB0nBzq?B2xB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFFhBXiB0nBCrB2x?BTrB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFXcBFiBTmBWwBis?B0sB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFUhBFiBXmBOsBSw?BzsB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFXcBTdBcmBVsBWw?ByxB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFFhBXiB8qB+rBTn?ByxB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFlcBciBamBfsBWw?BzsB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFVhBXiB8qB+rBTn?ByxB
LIZSTJO,O,O,O,X,X,O,X,O,X,O,O,O
LIZSTOJ,X,X,O,O,X,X,X,O,X,O,O,O
LIZSJTO,O,O,X,O,X,X,X,X,X,X,O,O
LIZSJOT,X,O,X,O,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,O,X,X,X,X,X,X,O,O
LIZSOJT,X,O,X,O,X,X,X,X,X,X,X,X
LIZOTJS,X,X,O,O,X,X,X,O,O,X,X,X
LIZOTSJ,X,X,O,O,X,X,X,O,O,X,O,O
LIZOJTS,X,O,O,O,X,X,X,X,O,X,X,X
LIZOJST,X,O,X,O,X,X,X,X,X,X,O,X
LIZOSTJ,X,X,O,O,X,X,X,X,X,X,O,O
LIZOSJT,X,O,X,O,X,X,X,X,X,X,O,X
LIOTJSZ,O,X,X,X,O,O,X,X,O,X,O,X
LIOTJZS,O,X,O,O,X,X,X,O,O,X,X,X
LIOTSJZ,O,X,X,X,O,O,X,X,X,X,X,X
LIOTSZJ,O,X,X,O,O,X,X,O,O,O,O,X
LIOTZJS,X,X,O,O,X,X,X,O,O,X,X,X
LIOTZSJ,O,X,O,O,X,X,X,O,O,X,X,O
LIOJTSZ,O,X,X,X,O,O,O,X,O,X,O,X
LIOJTZS,O,X,O,O,X,X,O,O,O,X,X,X
LIOJSTZ,O,X,O,X,O,O,O,X,O,X,O,X
LIOJSZT,O,X,O,X,X,X,O,X,X,X,O,X
LIOJZTS,O,X,O,O,X,X,O,O,O,X,X,X
LIOJZST,O,X,X,O,X,X,O,X,X,X,O,X
LIOSTJZ,O,X,X,X,O,O,X,X,X,X,X,X
LIOSTZJ,O,X,O,O,O,X,X,O,O,O,O,X
LIOSJTZ,O,X,X,X,X,X,X,X,O,X,O,X
LIOSJZT,O,X,X,X,X,X,X,X,X,X,O,X
LIOSZTJ,O,X,O,O,X,X,X,O,X,X,O,X
LIOSZJT,O,O,X,O,X,X,X,X,X,X,O,X
LIOZTJS,X,X,O,O,X,X,X,O,O,X,X,X
LIOZTSJ,O,X,O,O,X,X,X,O,O,X,O,O
LIOZJTS,O,O,O,O,X,X,X,O,O,X,X,X
LIOZJST,O,O,X,O,X,X,X,X,X,X,O,X
LIOZSTJ,O,X,O,O,X,X,X,O,X,X,O,O
LIOZSJT,O,O,X,O,X,X,X,X,X,X,O,X
LJTISZO,O,X,X,O,O,O,X,X,O,O,O,X
LJTISOZ,O,X,X,X,O,O,X,X,O,X,X,X
LJTIZSO,O,O,O,O,X,O,X,O,O,X,X,O
LJTIZOS,X,O,X,O,X,X,X,O,O,X,X,X
LJTIOSZ,O,X,X,X,X,O,O,X,O,X,X,X
LJTIOZS,O,X,X,O,X,X,O,X,O,X,X,X
LJTSIZO,O,X,X,O,O,O,X,X,O,O,O,X
LJTSIOZ,O,X,X,X,O,O,X,X,O,O,X,X
LJTSZIO,O,O,X,O,O,O,X,X,O,O,O,X
LJTSZOI,O,O,X,O,O,O,X,X,O,O,O,X
LJTSOIZ,O,X,X,X,O,O,X,X,O,O,X,X
LJTSOZI,O,X,X,X,O,O,X,X,O,O,X,X
LJTZISO,O,O,O,O,X,O,X,O,O,X,X,O
LJTZIOS,X,O,X,O,X,X,X,O,O,X,X,X
LJTZSIO,O,O,O,O,X,O,X,O,O,X,X,O
LJTZSOI,O,O,O,O,X,O,X,O,O,X,X,O
LJTZOIS,O,O,X,O,X,X,X,O,O,X,X,X
LJTZOSI,O,O,X,O,X,X,X,O,O,X,X,X
LJTOISZ,O,X,X,X,X,O,O,X,O,X,X,X
LJTOIZS,O,X,X,O,X,X,O,X,O,X,X,X
LJTOSIZ,O,X,X,X,X,O,O,X,O,X,X,X
LJTOSZI,O,X,X,X,X,O,O,X,O,X,X,X
LJTOZIS,O,O,X,O,X,X,O,X,O,X,X,X
LJTOZSI,O,O,X,O,X,X,O,X,O,X,X,X
LJITSZO,O,X,X,O,O,O,X,X,O,O,O,X
LJITSOZ,O,X,X,X,O,O,X,X,O,X,X,X
LJITZSO,O,O,O,O,X,O,X,O,O,X,X,O
LJITZOS,X,O,X,O,X,X,X,O,O,X,X,X
LJITOSZ,O,X,X,X,X,O,O,X,O,X,X,X
LJITOZS,O,X,X,O,X,X,O,X,O,X,X,X
LJISTZO,O,X,O,O,O,O,X,X,O,O,O,X
LJISTOZ,O,X,X,X,O,O,X,X,O,X,X,X
LJISZTO,O,O,O,O,X,O,X,X,X,X,O,X
LJISZOT,X,O,X,O,X,X,X,X,X,X,O,X
LJISOTZ,O,X,X,X,X,O,O,X,O,X,X,X
LJISOZT,X,X,X,X,X,X,O,X,X,X,O,X
LJIZTSO,O,O,O,O,X,O,X,O,O,X,X,O
LJIZTOS,X,O,X,O,X,X,X,O,O,X,X,X
LJIZSTO,O,O,X,O,X,O,X,X,X,X,O,O
LJIZSOT,X,O,X,O,X,X,X,X,X,X,O,X
LJIZOTS,X,O,X,O,X,X,O,X,O,X,X,X
LJIZOST,X,O,X,O,X,X,O,X,X,X,X,X
LJIOTSZ,O,X,X,X,O,O,O,X,O,X,O,X
LJIOTZS,O,X,X,O,X,X,O,X,O,X,X,X
LJIOSTZ,O,X,X,X,O,O,O,X,O,X,O,X
LJIOSZT,O,X,X,X,X,X,O,X,X,X,O,X
LJIOZTS,O,X,X,O,X,X,O,X,O,X,X,X
LJIOZST,O,X,X,O,X,X,O,X,X,X,O,X
LJSTIZO,O,X,O,O,O,O,X,X,O,O,O,X
LJSTIOZ,O,X,X,X,O,O,X,X,O,O,X,X
LJSTZIO,O,O,O,O,O,O,X,X,O,O,O,X
LJSTZOI,O,O,O,O,O,O,X,X,O,O,O,X
LJSTOIZ,O,X,X,X,O,O,X,X,O,O,X,X
LJSTOZI,O,X,X,X,O,O,X,X,O,O,X,X
LJSITZO,O,X,O,O,O,O,X,X,O,O,O,X
LJSITOZ,O,X,X,X,O,O,X,X,O,X,X,X
LJSIZTO,O,O,O,O,X,O,X,X,X,X,O,X
LJSIZOT,X,O,X,O,X,X,X,X,X,X,O,X
LJSIOTZ,O,X,X,X,X,O,O,X,O,X,X,X
LJSIOZT,X,X,X,X,X,X,O,X,X,X,O,X
LJSZTIO,O,O,O,O,X,O,X,X,X,X,O,O
LJSZTOI,O,O,O,O,X,O,X,X,X,X,O,O
LJSZITO,O,O,O,O,X,O,X,X,X,X,O,O
LJSZIOT,X,O,X,O,X,X,X,X,X,X,O,X
LJSZOTI,X,O,X,O,X,X,X,X,X,X,O,X
LJSZOIT,X,O,X,O,X,X,X,X,X,X,O,X
LJSOTIZ,O,X,X,X,X,O,O,X,O,X,X,X
LJSOTZI,O,X,X,X,X,O,O,X,O,X,X,X
LJSOITZ,O,X,X,X,X,O,O,X,O,X,X,X
LJSOIZT,X,X,X,X,X,X,O,X,X,X,O,X
LJSOZTI,X,X,X,X,X,X,O,X,X,X,O,X
LJSOZIT,X,X,X,X,X,X,O,X,X,X,O,X
LJZTISO,O,O,O,O,X,O,X,O,O,X,X,O
LJZTIOS,X,O,X,O,X,X,X,O,O,X,X,X
LJZTSIO,O,O,O,O,X,O,X,O,O,X,X,O
LJZTSOI,O,O,O,O,X,O,X,O,O,X,X,O
LJZTOIS,O,O,X,O,X,X,X,O,O,X,X,X
LJZTOSI,O,O,X,O,X,X,X,O,O,X,X,X
LJZITSO,O,O,O,O,X,O,X,O,O,X,X,O
LJZITOS,X,O,X,O,X,X,X,O,O,X,X,X
LJZISTO,O,O,X,O,X,O,X,X,X,X,O,O
LJZISOT,X,O,X,O,X,X,X,X,X,X,O,X
LJZIOTS,X,O,X,O,X,X,O,X,O,X,X,X
LJZIOST,X,O,X,O,X,X,O,X,X,X,X,X
LJZSTIO,O,O,X,O,X,O,X,X,X,X,O,O
LJZSTOI,O,O,X,O,X,O,X,X,X,X,O,O
LJZSITO,O,O,X,O,X,O,X,X,X,X,O,O
LJZSIOT,X,O,X,O,X,X,X,X,X,X,O,X
LJZSOTI,X,O,X,O,X,X,X,X,X,X,O,X
LJZSOIT,X,O,X,O,X,X,X,X,X,X,O,X
LJZOTIS,X,O,X,O,X,X,O,X,O,X,X,X
LJZOTSI,X,O,X,O,X,X,O,X,O,X,X,X
LJZOITS,X,O,X,O,X,X,O,X,O,X,X,X
LJZOIST,X,O,X,O,X,X,O,X,X,X,X,X
LJZOSTI,X,O,X,O,X,X,O,X,X,X,X,X
LJZOSIT,X,O,X,O,X,X,O,X,X,X,X,X
LJOTISZ,O,X,X,X,O,O,O,X,O,X,O,X
LJOTIZS,O,X,X,O,X,X,O,X,O,X,X,X
LJOTSIZ,O,X,X,X,O,O,O,X,O,X,O,X
LJOTSZI,O,X,X,X,O,O,O,X,O,X,O,X
LJOTZIS,O,O,X,O,X,X,O,X,O,X,X,X
LJOTZSI,O,O,X,O,X,X,O,X,O,X,X,X
LJOITSZ,O,X,X,X,O,O,O,X,O,X,O,X
LJOITZS,O,X,X,O,X,X,O,X,O,X,X,X
LJOISTZ,O,X,X,X,O,O,O,X,O,X,O,X
LJOISZT,O,X,X,X,X,X,O,X,X,X,O,X
LJOIZTS,O,X,X,O,X,X,O,X,O,X,X,X
LJOIZST,O,X,X,O,X,X,O,X,X,X,O,X
LJOSTIZ,O,X,X,X,O,O,O,X,O,X,O,X
LJOSTZI,O,X,X,X,O,O,O,X,O,X,O,X
LJOSITZ,O,X,X,X,O,O,O,X,O,X,O,X
LJOSIZT,O,X,X,X,X,X,O,X,X,X,O,X
LJOSZTI,O,X,X,X,X,X,O,X,X,X,O,X
LJOSZIT,O,X,X,X,X,X,O,X,X,X,O,X
LJOZTIS,O,O,X,O,X,X,O,X,O,X,X,X
LJOZTSI,O,O,X,O,X,X,O,X,O,X,X,X
LJOZITS,O,O,X,O,X,X,O,X,O,X,X,X
LJOZIST,O,O,X,O,X,X,O,X,X,X,O,X
LJOZSTI,O,O,X,O,X,X,O,X,X,X,O,X
LJOZSIT,O,O,X,O,X,X,O,X,X,X,O,X
LSTIJZO,O,X,X,X,O,O,X,X,X,O,X,X
LSTIJOZ,O,X,X,X,O,O,X,X,X,O,X,X
LSTIZJO,O,O,O,X,O,O,X,O,O,O,O,O
LSTIZOJ,X,X,O,O,X,X,X,O,O,O,O,O
LSTIOJZ,O,X,X,X,O,O,X,X,X,O,X,X
LSTIOZJ,X,X,X,O,O,X,X,X,O,O,X,X
LSTJIZO,O,X,X,X,O,O,X,X,X,O,X,X
LSTJIOZ,O,X,X,X,O,O,X,X,X,O,X,X
LSTJZIO,O,X,X,X,O,O,X,X,X,O,X,X
LSTJZOI,O,X,X,X,O,O,X,X,X,O,X,X
LSTJOIZ,O,X,X,X,O,O,X,X,X,O,X,X
LSTJOZI,O,X,X,X,O,O,X,X,X,O,X,X
LSTZIJO,O,O,O,X,O,O,X,O,O,O,O,O
LSTZIOJ,X,X,O,O,X,X,X,O,O,O,O,O
LSTZJIO,O,O,O,X,O,O,X,O,O,O,O,O
LSTZJOI,O,O,O,X,O,O,X,O,O,O,X,O
LSTZOIJ,X,X,O,O,X,X,X,O,O,O,O,O
LSTZOJI,X,X,X,O,X,X,X,O,O,O,X,O
LSTOIJZ,O,X,X,X,O,O,X,X,X,O,X,X
LSTOIZJ,O,X,X,O,O,X,X,X,O,O,X,X
LSTOJIZ,O,X,X,X,O,O,X,X,X,O,X,X
LSTOJZI,O,X,X,X,O,O,X,X,X,O,X,X
LSTOZIJ,O,X,X,X,O,X,X,X,O,O,X,X
LSTOZJI,O,X,X,X,O,X,X,X,O,O,X,X
LSITJZO,O,X,X,X,O,O,X,X,X,O,X,X
LSITJOZ,O,X,X,X,O,O,X,X,X,O,X,X
LSITZJO,O,O,O,X,O,O,X,O,O,O,O,O
LSITZOJ,X,X,O,O,X,X,X,O,O,O,O,O
LSITOJZ,O,X,X,X,O,O,X,X,X,O,X,X
LSITOZJ,X,X,X,O,O,X,X,X,O,O,X,X
LSIJTZO,O,X,X,O,O,O,X,X,O,O,O,X
LSIJTOZ,O,X,X,X,O,O,X,X,O,X,X,X
LSIJZTO,O,O,X,O,X,O,X,X,X,X,O,X
LSIJZOT,X,O,X,O,X,X,X,X,X,X,O,X
LSIJOTZ,O,X,X,X,X,O,O,X,O,X,X,X
LSIJOZT,X,X,X,X,X,X,O,X,X,X,O,X
LSIZTJO,O,O,O,X,X,O,X,O,X,O,O,O
LSIZTOJ,X,X,O,O,X,X,X,O,X,O,O,O
LSIZJTO,O,O,X,O,X,X,X,X,X,X,O,O
LSIZJOT,X,O,X,O,X,X,X,X,X,X,X,X
LSIZOTJ,X,X,X,O,X,X,X,X,X,X,O,O
LSIZOJT,X,O,X,O,X,X,X,X,X,X,X,X
LSIOTJZ,O,X,X,X,X,O,X,X,X,X,X,X
LSIOTZJ,X,X,X,O,X,X,X,X,O,O,O,X
LSIOJTZ,O,X,X,X,X,X,X,X,O,X,O,X
LSIOJZT,X,X,X,X,X,X,X,X,X,X,O,X
LSIOZTJ,X,X,X,O,X,X,X,X,X,X,O,X
LSIOZJT,X,O,X,O,X,X,X,X,X,X,O,X
LSJTIZO,O,X,X,O,O,O,X,X,O,O,O,X
LSJTIOZ,O,X,X,X,O,O,X,X,O,O,X,X
LSJTZIO,O,O,X,O,O,O,X,X,O,O,O,X
LSJTZOI,O,O,X,O,O,O,X,X,O,O,O,X
LSJTOIZ,O,X,X,X,O,O,X,X,O,O,X,X
LSJTOZI,O,X,X,X,O,O,X,X,O,O,X,X
LSJITZO,O,X,X,O,O,O,X,X,O,O,O,X
LSJITOZ,O,X,X,X,O,O,X,X,O,X,X,X
LSJIZTO,O,O,X,O,X,O,X,X,X,X,O,X
LSJIZOT,X,O,X,O,X,X,X,X,X,X,O,X
LSJIOTZ,O,X,X,X,X,O,O,X,O,X,X,X
LSJIOZT,X,X,X,X,X,X,O,X,X,X,O,X
LSJZTIO,O,O,X,O,X,O,X,X,X,X,O,O
LSJZTOI,O,O,X,O,X,O,X,X,X,X,O,O
LSJZITO,O,O,X,O,X,O,X,X,X,X,O,O
LSJZIOT,X,O,X,O,X,X,X,X,X,X,O,X
LSJZOTI,X,O,X,O,X,X,X,X,X,X,O,X
LSJZOIT,X,O,X,O,X,X,X,X,X,X,O,X
LSJOTIZ,O,X,X,X,X,O,O,X,O,X,X,X
LSJOTZI,O,X,X,X,X,O,O,X,O,X,X,X
LSJOITZ,O,X,X,X,X,O,O,X,O,X,X,X
LSJOIZT,X,X,X,X,X,X,O,X,X,X,O,X
LSJOZTI,X,X,X,X,X,X,O,X,X,X,O,X
LSJOZIT,X,X,X,X,X,X,O,X,X,X,O,X
LSZTIJO,O,O,O,X,X,O,X,O,X,O,O,O
LSZTIOJ,X,X,O,O,X,X,X,O,X,O,O,O
LSZTJIO,O,O,O,X,X,O,X,O,X,O,O,O
LSZTJOI,O,O,O,X,X,O,X,O,X,O,X,O
LSZTOIJ,X,X,O,O,X,X,X,O,X,O,O,O
LSZTOJI,X,X,X,O,X,X,X,O,X,O,X,O
LSZITJO,O,O,O,X,X,O,X,O,X,O,O,O
LSZITOJ,X,X,O,O,X,X,X,O,X,O,O,O
LSZIJTO,O,O,X,O,X,X,X,X,X,X,O,O
LSZIJOT,X,O,X,O,X,X,X,X,X,X,X,X
LSZIOTJ,X,X,X,O,X,X,X,X,X,X,O,O
LSZIOJT,X,O,X,O,X,X,X,X,X,X,X,X
LSZJTIO,O,O,X,O,X,X,X,X,X,X,O,O
LSZJTOI,O,O,X,O,X,X,X,X,X,X,X,O
LSZJITO,O,O,X,O,X,X,X,X,X,X,O,O
LSZJIOT,X,O,X,O,X,X,X,X,X,X,X,X
LSZJOTI,X,O,X,O,X,X,X,X,X,X,X,X
LSZJOIT,X,O,X,O,X,X,X,X,X,X,X,X
LSZOTIJ,X,X,X,O,X,X,X,X,X,X,O,O
LSZOTJI,X,X,X,O,X,X,X,X,X,X,X,O
LSZOITJ,X,X,X,O,X,X,X,X,X,X,O,O
LSZOIJT,X,O,X,O,X,X,X,X,X,X,X,X
LSZOJTI,X,O,X,O,X,X,X,X,X,X,X,X
LSZOJIT,X,O,X,O,X,X,X,X,X,X,X,X
LSOTIJZ,O,X,X,X,X,O,X,X,X,O,X,X
LSOTIZJ,X,X,X,O,X,X,X,X,O,O,O,X
LSOTJIZ,O,X,X,X,X,O,X,X,X,O,X,X
LSOTJZI,O,X,X,X,X,O,X,X,X,O,X,X
LSOTZIJ,X,X,X,X,X,X,X,X,O,O,O,X
LSOTZJI,X,X,X,X,X,X,X,X,O,O,O,X
LSOITJZ,O,X,X,X,X,O,X,X,X,X,X,X
LSOITZJ,X,X,X,O,X,X,X,X,O,O,O,X
LSOIJTZ,O,X,X,X,X,X,X,X,O,X,O,X
LSOIJZT,X,X,X,X,X,X,X,X,X,X,O,X
LSOIZTJ,X,X,X,O,X,X,X,X,X,X,O,X
LSOIZJT,X,O,X,O,X,X,X,X,X,X,O,X
LSOJTIZ,O,X,X,X,X,X,X,X,O,X,O,X
LSOJTZI,O,X,X,X,X,X,X,X,O,X,O,X
LSOJITZ,O,X,X,X,X,X,X,X,O,X,O,X
LSOJIZT,X,X,X,X,X,X,X,X,X,X,O,X
LSOJZTI,X,X,X,X,X,X,X,X,X,X,O,X
LSOJZIT,X,X,X,X,X,X,X,X,X,X,O,X
LSOZTIJ,X,X,X,O,X,X,X,X,X,X,O,O
LSOZTJI,X,X,X,O,X,X,X,X,X,X,O,O
LSOZITJ,X,X,X,O,X,X,X,X,X,X,O,O
LSOZIJT,X,O,X,O,X,X,X,X,X,X,O,X
LSOZJTI,X,O,X,O,X,X,X,X,X,X,O,X
LSOZJIT,X,O,X,O,X,X,X,X,X,X,O,X
LZTIJSO,X,O,O,O,X,O,X,O,O,X,X,O
LZTIJOS,X,O,X,O,X,X,X,O,O,X,X,X
LZTISJO,O,O,O,X,X,O,X,O,O,O,O,O
LZTISOJ,X,X,O,O,X,X,X,O,O,O,O,O
LZTIOJS,X,X,X,O,X,X,X,O,O,X,X,X
LZTIOSJ,X,X,X,O,X,X,X,O,O,X,X,O
LZTJISO,X,O,O,O,X,O,X,O,O,X,X,O
LZTJIOS,X,O,X,O,X,X,X,O,O,X,X,X
LZTJSIO,X,O,O,O,X,O,X,O,O,X,X,O
LZTJSOI,X,O,O,O,X,O,X,O,O,X,X,O
LZTJOIS,X,O,X,O,X,X,X,O,O,X,X,X
LZTJOSI,X,O,X,O,X,X,X,O,O,X,X,X
LZTSIJO,O,O,O,X,X,O,X,O,O,O,X,O
LZTSIOJ,X,X,O,O,X,X,X,O,O,O,X,O
LZTSJIO,O,O,O,X,X,O,X,O,O,O,X,O
LZTSJOI,O,O,O,X,X,O,X,O,O,O,X,O
LZTSOIJ,X,X,O,O,X,X,X,O,O,O,X,O
LZTSOJI,X,X,X,O,X,X,X,O,O,O,X,O
LZTOIJS,X,X,X,O,X,X,X,O,O,X,X,X
LZTOISJ,O,X,X,O,X,X,X,O,O,X,X,O
LZTOJIS,X,X,X,O,X,X,X,O,O,X,X,X
LZTOJSI,X,X,X,O,X,X,X,O,O,X,X,X
LZTOSIJ,O,X,X,O,X,X,X,O,O,X,X,O
LZTOSJI,O,X,X,O,X,X,X,O,O,X,X,O
LZITJSO,X,O,O,O,X,O,X,O,O,X,X,O
LZITJOS,X,O,X,O,X,X,X,O,O,X,X,X
LZITSJO,O,O,O,X,X,O,X,O,O,O,O,O
LZITSOJ,X,X,O,O,X,X,X,O,O,O,O,O
LZITOJS,X,X,X,O,X,X,X,O,O,X,X,X
LZITOSJ,X,X,X,O,X,X,X,O,O,X,X,O
LZIJTSO,O,O,O,O,X,O,X,O,O,X,X,O
LZIJTOS,X,O,X,O,X,X,X,O,O,X,X,X
LZIJSTO,O,O,X,O,X,O,X,X,X,X,O,O
LZIJSOT,X,O,X,O,X,X,X,X,X,X,O,X
LZIJOTS,X,O,X,O,X,X,O,X,O,X,X,X
LZIJOST,X,O,X,O,X,X,O,X,X,X,X,X
LZISTJO,O,O,O,X,X,O,X,O,X,O,O,O
LZISTOJ,X,X,O,O,X,X,X,O,X,O,O,O
LZISJTO,O,O,X,O,X,X,X,X,X,X,O,O
LZISJOT,X,O,X,O,X,X,X,X,X,X,X,X
LZISOTJ,X,X,X,O,X,X,X,X,X,X,O,O
LZISOJT,X,O,X,O,X,X,X,X,X,X,X,X
LZIOTJS,X,X,O,O,X,X,X,O,O,X,X,X
LZIOTSJ,X,X,O,O,X,X,X,O,O,X,O,O
LZIOJTS,X,O,O,O,X,X,X,X,O,X,X,X
LZIOJST,X,O,X,O,X,X,X,X,X,X,O,X
LZIOSTJ,X,X,O,O,X,X,X,X,X,X,O,O
LZIOSJT,X,O,X,O,X,X,X,X,X,X,O,X
LZJTISO,O,O,O,O,X,O,X,O,O,X,X,O
LZJTIOS,X,O,X,O,X,X,X,O,O,X,X,X
LZJTSIO,O,O,O,O,X,O,X,O,O,X,X,O
LZJTSOI,O,O,O,O,X,O,X,O,O,X,X,O
LZJTOIS,O,O,X,O,X,X,X,O,O,X,X,X
LZJTOSI,O,O,X,O,X,X,X,O,O,X,X,X
LZJITSO,O,O,O,O,X,O,X,O,O,X,X,O
LZJITOS,X,O,X,O,X,X,X,O,O,X,X,X
LZJISTO,O,O,X,O,X,O,X,X,X,X,O,O
LZJISOT,X,O,X,O,X,X,X,X,X,X,O,X
LZJIOTS,X,O,X,O,X,X,O,X,O,X,X,X
LZJIOST,X,O,X,O,X,X,O,X,X,X,X,X
LZJSTIO,O,O,X,O,X,O,X,X,X,X,O,O
LZJSTOI,O,O,X,O,X,O,X,X,X,X,O,O
LZJSITO,O,O,X,O,X,O,X,X,X,X,O,O
LZJSIOT,X,O,X,O,X,X,X,X,X,X,O,X
LZJSOTI,X,O,X,O,X,X,X,X,X,X,O,X
LZJSOIT,X,O,X,O,X,X,X,X,X,X,O,X
LZJOTIS,X,O,X,O,X,X,O,X,O,X,X,X
LZJOTSI,X,O,X,O,X,X,O,X,O,X,X,X
LZJOITS,X,O,X,O,X,X,O,X,O,X,X,X
LZJOIST,X,O,X,O,X,X,O,X,X,X,X,X
LZJOSTI,X,O,X,O,X,X,O,X,X,X,X,X
LZJOSIT,X,O,X,O,X,X,O,X,X,X,X,X
LZSTIJO,O,O,O,X,X,O,X,O,X,O,O,O
LZSTIOJ,X,X,O,O,X,X,X,O,X,O,O,O
LZSTJIO,O,O,O,X,X,O,X,O,X,O,O,O
LZSTJOI,O,O,O,X,X,O,X,O,X,O,X,O
LZSTOIJ,X,X,O,O,X,X,X,O,X,O,O,O
LZSTOJI,X,X,X,O,X,X,X,O,X,O,X,O
LZSITJO,O,O,O,X,X,O,X,O,X,O,O,O
LZSITOJ,X,X,O,O,X,X,X,O,X,O,O,O
LZSIJTO,O,O,X,O,X,X,X,X,X,X,O,O
LZSIJOT,X,O,X,O,X,X,X,X,X,X,X,X
LZSIOTJ,X,X,X,O,X,X,X,X,X,X,O,O
LZSIOJT,X,O,X,O,X,X,X,X,X,X,X,X
LZSJTIO,O,O,X,O,X,X,X,X,X,X,O,O
LZSJTOI,O,O,X,O,X,X,X,X,X,X,X,O
LZSJITO,O,O,X,O,X,X,X,X,X,X,O,O
LZSJIOT,X,O,X,O,X,X,X,X,X,X,X,X
LZSJOTI,X,O,X,O,X,X,X,X,X,X,X,X
LZSJOIT,X,O,X,O,X,X,X,X,X,X,X,X
LZSOTIJ,X,X,X,O,X,X,X,X,X,X,O,O
LZSOTJI,X,X,X,O,X,X,X,X,X,X,X,O
LZSOITJ,X,X,X,O,X,X,X,X,X,X,O,O
LZSOIJT,X,O,X,O,X,X,X,X,X,X,X,X
LZSOJTI,X,O,X,O,X,X,X,X,X,X,X,X
LZSOJIT,X,O,X,O,X,X,X,X,X,X,X,X
LZOTIJS,X,X,O,O,X,X,X,O,O,X,X,X
LZOTISJ,X,X,O,O,X,X,X,O,O,X,O,O
LZOTJIS,X,X,O,O,X,X,X,O,O,X,X,X
LZOTJSI,X,X,O,O,X,X,X,O,O,X,X,X
LZOTSIJ,X,X,O,O,X,X,X,O,O,X,X,O
LZOTSJI,X,X,O,O,X,X,X,O,O,X,X,O
LZOITJS,X,X,O,O,X,X,X,O,O,X,X,X
LZOITSJ,X,X,O,O,X,X,X,O,O,X,O,O
LZOIJTS,X,O,O,O,X,X,X,X,O,X,X,X
LZOIJST,X,O,X,O,X,X,X,X,X,X,O,X
LZOISTJ,X,X,O,O,X,X,X,X,X,X,O,O
LZOISJT,X,O,X,O,X,X,X,X,X,X,O,X
LZOJTIS,X,O,O,O,X,X,X,X,O,X,X,X
LZOJTSI,X,O,O,O,X,X,X,X,O,X,X,X
LZOJITS,X,O,O,O,X,X,X,X,O,X,X,X
LZOJIST,X,O,X,O,X,X,X,X,X,X,O,X
LZOJSTI,X,O,X,O,X,X,X,X,X,X,O,X
LZOJSIT,X,O,X,O,X,X,X,X,X,X,O,X
LZOSTIJ,X,X,O,O,X,X,X,X,X,X,O,O
LZOSTJI,X,X,O,O,X,X,X,X,X,X,O,O
LZOSITJ,X,X,O,O,X,X,X,X,X,X,O,O
LZOSIJT,X,O,X,O,X,X,X,X,X,X,O,X
LZOSJTI,X,O,X,O,X,X,X,X,X,X,O,X
LZOSJIT,X,O,X,O,X,X,X,X,X,X,O,X
LOTIJSZ,O,X,X,X,O,O,X,X,O,X,O,X
LOTIJZS,O,X,O,O,X,X,X,O,O,X,X,X
LOTISJZ,O,X,X,X,O,O,X,X,X,X,X,X
LOTISZJ,O,X,X,O,O,X,X,O,O,O,O,X
LOTIZJS,X,X,O,O,X,X,X,O,O,X,X,X
LOTIZSJ,O,X,O,O,X,X,X,O,O,X,X,O
LOTJISZ,O,X,X,X,O,O,X,X,O,X,O,X
LOTJIZS,O,X,O,O,X,X,X,O,O,X,X,X
LOTJSIZ,O,X,X,X,O,O,X,X,O,X,O,X
LOTJSZI,O,X,X,X,O,O,X,X,O,X,O,X
LOTJZIS,O,X,O,X,X,X,X,O,O,X,X,X
LOTJZSI,O,X,O,X,X,X,X,O,O,X,X,X
LOTSIJZ,O,X,X,X,O,O,X,X,X,O,X,X
LOTSIZJ,O,X,X,O,O,X,X,O,O,O,O,X
LOTSJIZ,O,X,X,X,O,O,X,X,X,O,X,X
LOTSJZI,O,X,X,X,O,O,X,X,X,O,X,X
LOTSZIJ,O,X,X,X,O,X,X,O,O,O,O,X
LOTSZJI,O,X,X,X,O,X,X,O,O,O,O,X
LOTZIJS,X,X,O,O,X,X,X,O,O,X,X,X
LOTZISJ,O,X,O,O,X,X,X,O,O,X,X,O
LOTZJIS,X,X,O,O,X,X,X,O,O,X,X,X
