sequence,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbByhB8kBWmB3i?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Je2/IvhFRbBzcBUhB3iBCl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFOhB8hB6kBTgB3i?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbB8hBmgB3iBCl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFygBzcB0fB3iBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Jex6IvhFmcB6kBcmB3iBTl?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFlbB2iBClBxmBcm?B/qB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFygBRiBXgBUiBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Je//IvhFagBzbBRiBUiBFm?BGqB,v115@6gC8IeB8GeC8DeH8AeF8Jem6IvhFzbB6kBRiBUiB/q?BFrB,v115@6gC8IeB8GeC8DeH8AeF8Jei6IvhFzbBukBRiBUiB/q?BFrB,v115@6gC8IeB8GeC8DeH8AeF8Jex7IvhF8hBmfBzgB3iB6k?BlqB,v115@6gC8IeB8GeC8DeH8AeF8JeT6IvhFxbB8hBVlBamB3i?BGqB,v115@6gC8IeB8GeC8DeH8AeF8JeOBJvhF8hBxfB3iB6kBTg?BlqB
TJOSILZ,O,O,X,X,O,X,X,O,O,X,X,X,O,X
TJOSIZL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TJOSLIZ,O,O,O,O,O,X,X,O,O,X,X,X,O,X
TJOSLZI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TJOSZIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TJOSZLI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TJOZILS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
TJOZISL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
TJOZLIS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
TJOZLSI,O,X,O,O,O,X,X,X,X,X,X,X,O,X
TJOZSIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TJOZSLI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TSILJZO,O,O,O,O,X,X,X,X,O,O,O,X,X,X
TSILJOZ,O,O,O,O,O,X,X,X,O,O,O,X,X,X
TSILZJO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
TSILZOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TSILOJZ,O,O,O,O,O,X,X,O,O,O,O,X,X,X
TSILOZJ,O,X,O,O,O,X,X,O,O,O,X,X,X,X
TSIJLZO,O,O,X,O,O,X,X,X,O,O,O,X,X,X
TSIJLOZ,O,O,X,O,O,X,X,O,O,O,O,X,X,X
TSIJZLO,O,O,X,O,O,X,X,X,O,X,O,X,X,O
TSIJZOL,O,O,X,O,O,X,X,X,O,X,O,O,X,O
TSIJOLZ,O,O,X,X,O,X,X,O,O,O,O,X,X,X
TSIJOZL,O,O,X,O,O,X,X,X,O,X,O,O,X,X
TSIZLJO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
TSIZLOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TSIZJLO,O,O,O,O,O,X,X,X,X,X,O,X,X,O
TSIZJOL,O,O,O,O,O,X,X,X,X,X,O,O,X,O
TSIZOLJ,O,O,O,O,O,X,X,X,O,O,X,O,X,X
TSIZOJL,O,O,O,O,O,X,X,X,X,X,O,O,X,O
TSIOLJZ,X,O,O,O,O,X,X,O,O,O,O,X,X,X
TSIOLZJ,X,X,O,O,O,X,X,O,O,O,X,X,X,X
TSIOJLZ,X,O,X,X,O,X,X,X,O,O,O,X,X,X
TSIOJZL,X,O,O,O,O,X,X,X,O,X,O,O,X,X
TSIOZLJ,X,O,O,O,O,X,X,X,O,O,X,O,X,X
TSIOZJL,X,O,O,O,O,X,X,X,X,X,O,O,X,O
TSLIJZO,O,O,O,O,X,O,X,X,O,O,O,X,X,X
TSLIJOZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
TSLIZJO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TSLIZOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TSLIOJZ,O,O,O,O,O,O,X,O,O,O,O,X,X,X
TSLIOZJ,O,X,O,O,O,O,X,O,O,O,X,X,X,X
TSLJIZO,O,O,O,O,O,O,X,X,O,O,O,X,X,X
TSLJIOZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
TSLJZIO,O,O,O,O,O,O,X,X,O,O,O,X,X,X
TSLJZOI,O,O,O,O,O,O,X,X,O,O,O,O,X,X
TSLJOIZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
TSLJOZI,O,O,O,O,O,X,X,X,O,O,O,O,X,X
TSLZIJO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TSLZIOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TSLZJIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TSLZJOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TSLZOIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
TSLZOJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TSLOIJZ,O,O,O,O,O,O,X,O,O,O,O,X,X,X
TSLOIZJ,O,X,O,O,O,O,X,O,O,O,X,X,X,X
TSLOJIZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
TSLOJZI,O,O,O,O,O,X,X,X,X,O,O,O,X,X
TSLOZIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
TSLOZJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TSJILZO,O,O,X,O,O,X,X,X,O,O,O,X,O,X
TSJILOZ,O,O,X,O,O,X,X,O,O,O,O,X,O,X
TSJIZLO,O,O,X,O,O,X,X,X,O,X,O,X,O,O
TSJIZOL,O,O,X,O,O,X,X,X,O,X,O,O,O,O
TSJIOLZ,O,O,X,X,O,X,X,O,O,O,O,X,O,X
TSJIOZL,O,O,X,O,O,X,X,X,O,X,O,O,O,X
TSJLIZO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
TSJLIOZ,O,O,O,O,O,O,X,O,O,O,O,X,O,X
TSJLZIO,O,O,O,O,O,O,X,X,O,O,O,X,O,X
TSJLZOI,O,O,O,O,O,O,X,X,O,O,O,O,O,X
TSJLOIZ,O,O,O,O,O,O,X,O,O,O,O,X,O,X
TSJLOZI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
TSJZILO,O,O,O,O,O,X,X,X,O,X,O,X,O,O
TSJZIOL,O,O,O,O,O,X,X,X,O,X,O,O,O,O
TSJZLIO,O,O,O,O,O,O,X,X,O,X,O,X,O,O
TSJZLOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
TSJZOIL,O,O,O,O,O,X,X,X,O,X,O,O,O,O
TSJZOLI,O,O,O,O,O,O,X,X,O,X,O,O,O,X
TSJOILZ,O,O,X,X,O,X,X,O,O,O,O,X,O,X
TSJOIZL,O,O,O,O,O,X,X,X,O,X,O,O,O,X
TSJOLIZ,O,O,O,O,O,O,X,O,O,O,O,X,O,X
TSJOLZI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
TSJOZIL,O,O,O,O,O,X,X,X,O,X,O,O,O,X
TSJOZLI,O,O,O,O,O,X,X,X,O,X,O,O,O,X
TSZILJO,O,O,O,O,O,X,X,X,X,O,X,X,X,O
TSZILOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TSZIJLO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
TSZIJOL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
TSZIOLJ,O,O,O,O,O,X,X,X,O,O,X,O,X,X
TSZIOJL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
TSZLIJO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TSZLIOJ,O,O,O,O,O,X,X,X,O,O,X,X,X,X
TSZLJIO,O,O,O,O,O,O,X,X,X,O,X,X,X,O
TSZLJOI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TSZLOIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
TSZLOJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TSZJILO,O,O,O,O,O,X,X,X,X,X,O,X,O,O
TSZJIOL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
TSZJLIO,O,O,O,O,O,O,X,X,X,X,O,X,O,O
TSZJLOI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
TSZJOIL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
TSZJOLI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
TSZOILJ,O,O,O,O,O,X,X,X,O,O,X,O,X,X
TSZOIJL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
TSZOLIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
TSZOLJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TSZOJIL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
TSZOJLI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
TSOILJZ,X,O,O,O,O,X,X,O,O,O,O,X,X,X
TSOILZJ,X,X,O,O,O,X,X,O,O,O,X,X,X,X
TSOIJLZ,X,O,X,X,O,X,X,X,O,O,O,X,X,X
TSOIJZL,X,O,O,O,O,X,X,X,O,X,O,O,X,X
TSOIZLJ,X,O,O,O,O,X,X,X,O,O,X,O,X,X
TSOIZJL,X,O,O,O,O,X,X,X,X,X,O,O,X,O
TSOLIJZ,O,O,O,O,O,O,X,O,O,O,O,X,X,X
TSOLIZJ,O,X,O,O,O,O,X,O,O,O,X,X,X,X
TSOLJIZ,O,O,O,O,O,O,X,X,O,O,O,X,X,X
TSOLJZI,O,O,O,O,O,X,X,X,X,O,O,O,X,X
TSOLZIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
TSOLZJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TSOJILZ,O,O,X,X,O,X,X,X,O,O,O,X,O,X
TSOJIZL,O,O,O,O,O,X,X,X,O,X,O,O,O,X
TSOJLIZ,O,O,O,O,O,O,X,X,O,O,O,X,O,X
TSOJLZI,O,O,O,O,O,X,X,X,O,O,O,O,O,X
TSOJZIL,O,O,O,O,O,X,X,X,O,X,O,O,O,X
TSOJZLI,O,O,O,O,O,X,X,X,O,X,O,O,O,X
TSOZILJ,O,O,O,O,O,X,X,X,O,O,X,O,X,X
TSOZIJL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
TSOZLIJ,O,O,O,O,O,O,X,X,O,O,X,O,X,X
TSOZLJI,O,O,O,O,O,O,X,X,X,O,X,O,X,X
TSOZJIL,O,O,O,O,O,X,X,X,X,X,O,O,O,O
TSOZJLI,O,O,O,O,O,O,X,X,X,X,O,O,O,X
TZILJSO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZILJOS,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZILSJO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZILSOJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TZILOJS,O,O,O,O,O,X,X,O,X,X,X,X,X,X
TZILOSJ,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TZIJLSO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZIJLOS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
TZIJSLO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TZIJSOL,O,O,X,O,O,X,X,X,O,X,X,X,O,X
TZIJOLS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
TZIJOSL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
TZISLJO,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TZISLOJ,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TZISJLO,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TZISJOL,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TZISOLJ,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TZISOJL,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TZIOLJS,O,O,O,O,O,X,X,O,X,X,X,X,X,X
TZIOLSJ,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TZIOJLS,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TZIOJSL,O,O,O,O,X,X,X,X,O,X,X,X,O,X
TZIOSLJ,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TZIOSJL,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TZLIJSO,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TZLIJOS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TZLISJO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLISOJ,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLIOJS,O,O,O,O,O,X,X,O,X,X,X,X,X,X
TZLIOSJ,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TZLJISO,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TZLJIOS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TZLJSIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLJSOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLJOIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TZLJOSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLSIJO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLSIOJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLSJIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLSJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLSOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLSOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLOIJS,O,O,O,O,O,O,X,O,X,X,X,X,X,X
TZLOISJ,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TZLOJIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TZLOJSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLOSIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZLOSJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZJILSO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TZJILOS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
TZJISLO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TZJISOL,O,O,X,O,O,X,X,X,O,X,X,X,O,X
TZJIOLS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
TZJIOSL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
TZJLISO,O,O,O,O,O,O,X,X,X,X,X,X,O,X
TZJLIOS,O,O,O,O,O,O,X,O,X,X,X,X,O,X
TZJLSIO,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TZJLSOI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TZJLOIS,O,O,O,O,O,O,X,O,X,X,X,X,O,X
TZJLOSI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TZJSILO,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TZJSIOL,O,O,X,O,O,X,X,X,O,X,X,O,O,X
TZJSLIO,O,O,O,O,O,X,X,X,O,X,X,X,O,X
TZJSLOI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TZJSOIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TZJSOLI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TZJOILS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
TZJOISL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
TZJOLIS,O,O,O,O,O,O,X,O,X,X,X,X,O,X
TZJOLSI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TZJOSIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TZJOSLI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TZSILJO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
TZSILOJ,O,O,O,O,O,X,X,X,O,X,X,X,X,X
TZSIJLO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
TZSIJOL,O,O,O,O,O,X,X,X,X,X,X,O,X,O
TZSIOLJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X
TZSIOJL,O,O,O,O,O,X,X,X,X,X,X,O,X,O
TZSLIJO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
TZSLIOJ,O,O,O,O,O,X,X,X,O,X,X,X,X,X
TZSLJIO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
TZSLJOI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TZSLOIJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X
TZSLOJI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TZSJILO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
TZSJIOL,O,O,O,O,O,X,X,X,X,X,X,O,X,O
TZSJLIO,O,O,O,O,O,X,X,X,X,X,X,X,X,O
TZSJLOI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TZSJOIL,O,O,O,O,O,X,X,X,X,X,X,O,X,O
TZSJOLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TZSOILJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X
TZSOIJL,O,O,O,O,O,X,X,X,X,X,X,O,X,O
TZSOLIJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X
TZSOLJI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TZSOJIL,O,O,O,O,O,X,X,X,X,X,X,O,X,O
TZSOJLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TZOILJS,O,O,O,O,O,X,X,O,X,X,X,X,X,X
TZOILSJ,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TZOIJLS,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TZOIJSL,O,O,O,O,X,X,X,X,O,X,X,X,O,X
TZOISLJ,O,O,O,O,O,X,X,X,O,X,X,X,X,X
TZOISJL,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TZOLIJS,O,O,O,O,O,O,X,O,X,X,X,X,X,X
TZOLISJ,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TZOLJIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TZOLJSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZOLSIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZOLSJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZOJILS,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TZOJISL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
TZOJLIS,O,O,O,O,O,O,X,X,X,X,X,X,O,X
TZOJLSI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TZOJSIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TZOJSLI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TZOSILJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X
TZOSIJL,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TZOSLIJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X
TZOSLJI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TZOSJIL,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TZOSJLI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TOILJSZ,X,X,O,O,O,X,O,O,O,X,X,X,X,X
TOILJZS,X,X,O,O,O,X,O,O,X,X,X,X,X,X
TOILSJZ,X,X,O,O,O,X,O,O,O,X,X,X,X,X
TOILSZJ,X,X,O,O,O,X,O,O,O,X,X,X,X,X
TOILZJS,X,X,O,O,O,X,O,O,X,X,X,X,X,X
TOILZSJ,X,X,O,O,O,X,O,O,X,X,X,X,X,X
TOIJLSZ,X,X,X,X,O,X,O,O,O,X,X,X,X,X
TOIJLZS,X,X,X,X,O,X,O,O,X,X,X,X,X,X
TOIJSLZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TOIJSZL,X,X,O,O,X,X,X,X,O,X,X,O,X,X
TOIJZLS,X,X,O,O,O,X,X,O,X,X,X,X,X,X
TOIJZSL,X,X,O,O,O,X,X,X,O,X,X,X,X,X
TOISLJZ,X,X,O,O,X,X,X,O,O,X,X,X,X,X
TOISLZJ,X,X,O,O,X,X,X,O,O,X,X,X,X,X
TOISJLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TOISJZL,X,X,O,O,X,X,X,X,O,X,X,O,X,X
TOISZLJ,X,X,O,O,X,X,X,X,O,X,X,O,X,X
TOISZJL,X,X,O,O,X,X,X,X,X,X,X,O,X,O
TOIZLJS,X,X,O,O,O,X,X,O,X,X,X,X,X,X
TOIZLSJ,X,X,O,O,O,X,X,O,X,X,X,X,X,X
TOIZJLS,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TOIZJSL,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TOIZSLJ,X,X,O,O,O,X,X,X,O,X,X,X,X,X
TOIZSJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOLIJSZ,X,X,O,O,O,X,O,O,O,X,X,X,X,X
TOLIJZS,X,X,O,O,O,X,O,O,X,X,X,X,X,X
TOLISJZ,X,X,O,O,O,O,O,O,O,X,X,X,X,X
TOLISZJ,X,X,O,O,O,O,O,O,O,X,X,X,X,X
TOLIZJS,X,X,O,O,O,O,O,O,X,X,X,X,X,X
TOLIZSJ,X,X,O,O,O,X,O,O,X,X,X,X,X,X
TOLJISZ,X,O,O,O,O,X,O,O,O,X,X,X,X,X
TOLJIZS,X,O,O,O,O,X,O,O,X,X,X,X,X,X
TOLJSIZ,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TOLJSZI,X,O,O,O,O,X,X,X,O,X,X,O,X,X
TOLJZIS,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TOLJZSI,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TOLSIJZ,X,O,O,O,O,O,X,O,O,X,X,X,X,X
TOLSIZJ,X,X,O,O,O,O,X,O,O,X,X,X,X,X
TOLSJIZ,X,O,O,O,O,O,X,X,O,X,X,X,X,X
TOLSJZI,X,O,O,O,O,X,X,X,X,X,X,O,X,X
TOLSZIJ,X,O,O,O,O,O,X,X,O,X,X,O,X,X
TOLSZJI,X,O,O,O,O,O,X,X,X,X,X,O,X,X
TOLZIJS,X,O,O,O,O,O,X,O,X,X,X,X,X,X
TOLZISJ,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TOLZJIS,X,O,O,O,O,O,X,X,X,X,X,X,X,X
TOLZJSI,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TOLZSIJ,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TOLZSJI,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TOJILSZ,X,O,X,X,O,X,O,O,O,X,X,X,O,X
TOJILZS,O,O,X,X,O,X,O,O,X,X,X,X,O,X
TOJISLZ,X,O,X,X,X,X,X,O,O,X,X,X,O,X
TOJISZL,X,O,O,O,X,X,X,X,O,X,X,O,O,X
TOJIZLS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
TOJIZSL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
TOJLISZ,X,O,O,O,O,X,O,O,O,X,X,X,O,X
TOJLIZS,O,O,O,O,O,X,O,O,X,X,X,X,O,X
TOJLSIZ,X,O,O,O,O,X,X,O,O,X,X,X,O,X
TOJLSZI,X,O,O,O,O,X,X,X,O,X,X,O,O,X
TOJLZIS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
TOJLZSI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TOJSILZ,O,O,X,X,O,X,X,O,O,X,X,X,O,X
TOJSIZL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TOJSLIZ,O,O,O,O,O,X,X,O,O,X,X,X,O,X
TOJSLZI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TOJSZIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TOJSZLI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TOJZILS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
TOJZISL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
TOJZLIS,O,O,O,O,O,X,X,O,X,X,X,X,O,X
TOJZLSI,O,X,O,O,O,X,X,X,X,X,X,X,O,X
TOJZSIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TOJZSLI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TOSILJZ,X,O,O,O,O,X,X,O,O,X,X,X,X,X
TOSILZJ,X,X,O,O,O,X,X,O,O,X,X,X,X,X
TOSIJLZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X
TOSIJZL,X,O,O,O,O,X,X,X,O,X,X,O,X,X
TOSIZLJ,X,O,O,O,O,X,X,X,O,X,X,O,X,X
TOSIZJL,X,O,O,O,O,X,X,X,X,X,X,O,X,O
TOSLIJZ,O,O,O,O,O,O,X,O,O,X,X,X,X,X
TOSLIZJ,O,X,O,O,O,O,X,O,O,X,X,X,X,X
TOSLJIZ,O,O,O,O,O,O,X,X,O,X,X,X,X,X
TOSLJZI,O,O,O,O,O,X,X,X,X,X,X,O,X,X
TOSLZIJ,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TOSLZJI,O,O,O,O,O,O,X,X,X,X,X,O,X,X
TOSJILZ,O,O,X,X,O,X,X,X,O,X,X,X,O,X
TOSJIZL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TOSJLIZ,O,O,O,O,O,O,X,X,O,X,X,X,O,X
TOSJLZI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TOSJZIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TOSJZLI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TOSZILJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X
TOSZIJL,O,O,O,O,O,X,X,X,X,X,X,O,O,O
TOSZLIJ,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TOSZLJI,O,O,O,O,O,O,X,X,X,X,X,O,X,X
TOSZJIL,O,O,O,O,O,X,X,X,X,X,X,O,O,O
TOSZJLI,O,O,O,O,O,O,X,X,X,X,X,O,O,X
TOZILJS,O,O,O,O,O,X,X,O,X,X,X,X,X,X
TOZILSJ,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TOZIJLS,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TOZIJSL,O,O,O,O,X,X,X,X,O,X,X,X,O,X
TOZISLJ,O,O,O,O,O,X,X,X,O,X,X,X,X,X
TOZISJL,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TOZLIJS,O,O,O,O,O,O,X,O,X,X,X,X,X,X
TOZLISJ,X,O,O,O,O,X,X,O,X,X,X,X,X,X
TOZLJIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
TOZLJSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TOZLSIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TOZLSJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TOZJILS,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TOZJISL,O,O,O,O,O,X,X,X,O,X,X,X,O,X
TOZJLIS,O,O,O,O,O,O,X,X,X,X,X,X,O,X
TOZJLSI,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TOZJSIL,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TOZJSLI,O,O,O,O,O,X,X,X,O,X,X,O,O,X
TOZSILJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X
TOZSIJL,O,O,O,O,O,X,X,X,X,X,X,O,X,X
