sequence,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFCe?BUgBFhBXjBTmBWwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFGe?BUgBFhBziBXmBSwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFqi?BTeBUgBFhBGrBXrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Je06IvhFxb?BqiBTeBllBXrBGrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFTc?BCeBFgBXjBUmBWwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFTc?BWjBFgBXjBCrBUrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Je06IvhFxb?BGeB1lBziBXmBSwB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFWj?BUgBFhBXjBCrBTrB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFWj?BUgBFhBXjB6rBzqB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Jex6IvhFTc?BuiBcjBFgBqqB/rB,v115@5gA8CeA8EeA8CeB8CeB8BeD8CeG8CeD8Je06IvhFGe?BylBziB5mBfrBlqB
LIZOTJS,X,O,O,O,X,O,O,O,X,X,O
LIZOTSJ,X,O,O,O,X,O,O,X,X,X,O
LIZOJTS,X,O,O,O,X,O,O,O,X,X,O
LIZOJST,X,O,O,O,X,X,O,X,X,O,O
LIZOSTJ,X,O,O,O,X,X,X,X,X,O,O
LIZOSJT,X,O,O,O,X,X,O,X,X,O,O
LIOTJSZ,X,X,X,X,X,O,O,X,X,X,O
LIOTJZS,X,O,O,X,X,O,O,X,X,X,O
LIOTSJZ,X,X,X,O,X,O,O,X,X,X,O
LIOTSZJ,X,X,X,O,X,X,O,X,X,X,O
LIOTZJS,X,O,O,O,X,O,O,X,X,X,O
LIOTZSJ,X,O,O,O,X,O,O,X,X,X,O
LIOJTSZ,X,X,X,X,X,O,O,X,X,X,O
LIOJTZS,X,O,O,X,X,O,O,X,X,X,O
LIOJSTZ,X,X,X,X,X,X,X,X,X,X,O
LIOJSZT,X,O,O,X,X,X,X,X,X,X,O
LIOJZTS,X,O,O,X,X,X,O,O,X,X,O
LIOJZST,X,O,O,X,X,X,O,X,X,X,O
LIOSTJZ,X,X,X,O,O,X,X,X,X,X,O
LIOSTZJ,X,X,X,O,O,X,X,X,X,O,O
LIOSJTZ,X,X,X,X,O,X,X,X,X,X,O
LIOSJZT,X,O,O,X,X,X,X,X,X,O,O
LIOSZTJ,X,O,O,O,O,X,X,X,X,O,O
LIOSZJT,X,O,O,O,X,X,X,X,X,O,O
LIOZTJS,X,O,O,O,X,X,O,O,X,X,O
LIOZTSJ,X,O,O,O,X,X,O,X,X,X,O
LIOZJTS,X,O,O,O,X,X,O,O,X,X,O
LIOZJST,X,O,O,O,X,X,O,X,X,O,O
LIOZSTJ,X,O,O,O,X,X,X,X,X,O,O
LIOZSJT,X,O,O,O,X,X,O,X,X,O,O
LJTISZO,X,X,X,X,O,O,O,X,X,X,X
LJTISOZ,X,X,X,X,O,O,X,X,X,X,X
LJTIZSO,X,X,O,X,O,O,O,O,X,X,X
LJTIZOS,X,X,O,X,O,O,O,O,X,X,X
LJTIOSZ,X,X,X,X,O,O,O,X,X,X,X
LJTIOZS,X,X,O,X,X,O,O,X,X,X,X
LJTSIZO,O,X,X,O,O,O,O,X,X,X,X
LJTSIOZ,X,X,X,O,O,O,X,X,X,X,X
LJTSZIO,O,X,O,O,O,O,O,O,X,X,X
LJTSZOI,O,X,O,O,O,O,X,O,X,X,X
LJTSOIZ,X,X,X,O,O,O,X,X,X,X,X
LJTSOZI,O,X,O,O,O,O,X,X,X,X,X
LJTZISO,O,X,O,X,O,O,O,O,O,X,X
LJTZIOS,X,O,O,O,O,O,O,O,X,X,X
LJTZSIO,O,X,O,O,O,O,O,O,O,X,X
LJTZSOI,O,X,O,O,O,O,X,O,O,X,X
LJTZOIS,X,O,O,O,O,O,O,O,X,X,X
LJTZOSI,X,O,O,O,O,O,O,O,X,X,X
LJTOISZ,X,X,X,X,O,O,O,X,X,X,X
LJTOIZS,X,O,O,X,X,O,O,X,X,X,X
LJTOSIZ,X,X,X,O,O,O,O,X,X,X,X
LJTOSZI,X,O,O,O,O,O,O,X,X,X,X
LJTOZIS,X,O,O,O,X,O,O,O,X,X,X
LJTOZSI,X,O,O,O,X,O,O,O,X,X,X
LJITSZO,X,X,X,X,O,O,O,X,X,X,X
LJITSOZ,X,X,X,X,O,O,X,X,X,X,X
LJITZSO,X,X,O,X,O,O,O,O,X,X,X
LJITZOS,X,X,O,X,O,O,O,O,X,X,X
LJITOSZ,X,X,X,X,O,O,X,X,X,X,X
LJITOZS,X,X,O,X,X,O,O,X,X,X,X
LJISTZO,O,X,X,X,O,O,X,X,X,X,X
LJISTOZ,X,X,X,X,O,O,X,X,X,X,X
LJISZTO,O,X,O,X,O,X,X,O,X,O,X
LJISZOT,O,X,O,X,O,X,X,X,X,O,X
LJISOTZ,X,X,X,X,O,X,X,X,X,X,X
LJISOZT,O,X,O,X,O,X,X,X,X,O,X
LJIZTSO,O,X,O,X,X,O,O,O,O,O,X
LJIZTOS,X,O,O,X,X,O,O,O,X,X,X
LJIZSTO,O,X,O,X,O,X,O,O,X,O,X
LJIZSOT,O,X,O,X,O,X,O,X,X,O,X
LJIZOTS,X,O,O,X,X,O,O,O,X,X,X
LJIZOST,X,O,O,X,O,X,O,X,X,O,X
LJIOTSZ,X,X,X,X,X,O,X,X,X,X,X
LJIOTZS,X,O,O,X,X,O,X,X,X,X,X
LJIOSTZ,X,X,X,X,O,X,X,X,X,X,X
LJIOSZT,X,O,O,X,O,X,X,X,X,X,X
LJIOZTS,X,O,O,X,X,X,X,O,X,X,X
LJIOZST,X,O,O,X,X,X,X,X,X,X,X
LJSTIZO,O,X,X,O,O,O,O,X,X,X,X
LJSTIOZ,X,X,X,O,O,O,X,X,X,X,X
LJSTZIO,O,X,O,O,O,O,O,O,X,X,X
LJSTZOI,O,X,O,O,O,O,X,O,X,X,X
LJSTOIZ,X,X,X,O,O,O,X,X,X,X,X
LJSTOZI,O,X,O,O,O,O,X,X,X,X,X
LJSITZO,O,X,X,X,O,O,X,X,X,X,X
LJSITOZ,X,X,X,X,O,O,X,X,X,X,X
LJSIZTO,O,X,O,X,O,X,X,O,X,X,X
LJSIZOT,O,X,O,X,O,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,O,X,X,X,X,X,X
LJSIOZT,O,X,O,X,O,X,X,X,X,X,X
LJSZTIO,O,X,O,O,O,O,O,O,X,X,X
LJSZTOI,O,X,O,O,O,O,X,O,X,X,X
LJSZITO,O,X,O,X,O,X,O,O,X,X,X
LJSZIOT,O,X,O,O,O,X,O,X,X,X,X
LJSZOTI,O,X,O,O,O,O,X,X,X,X,X
LJSZOIT,O,X,O,O,O,X,X,X,X,X,X
LJSOTIZ,X,X,X,O,O,O,X,X,X,X,X
LJSOTZI,O,X,O,O,O,O,X,X,X,X,X
LJSOITZ,X,X,X,X,O,X,X,X,X,X,X
LJSOIZT,O,X,O,X,O,X,X,X,X,X,X
LJSOZTI,O,X,O,O,O,X,X,X,X,X,X
LJSOZIT,O,X,O,O,O,X,X,X,X,X,X
LJZTISO,O,X,O,X,O,O,O,O,O,O,X
LJZTIOS,X,O,O,O,O,O,O,O,X,X,X
LJZTSIO,O,X,O,O,O,O,O,O,O,X,X
LJZTSOI,O,X,O,O,O,O,X,O,O,X,X
LJZTOIS,X,O,O,O,O,O,O,O,X,X,X
LJZTOSI,X,O,O,O,O,O,O,O,X,X,X
LJZITSO,O,X,O,X,X,O,O,O,O,O,X
LJZITOS,X,O,O,X,X,O,O,O,X,X,X
LJZISTO,O,X,O,X,O,X,O,O,X,O,X
LJZISOT,O,X,O,X,O,X,O,X,X,O,X
LJZIOTS,X,O,O,O,X,O,O,O,X,X,X
LJZIOST,X,O,O,O,O,X,O,X,X,O,X
LJZSTIO,O,X,O,O,O,O,O,O,X,X,X
LJZSTOI,O,X,O,O,O,O,X,O,X,X,X
LJZSITO,O,X,O,X,O,X,O,O,X,O,X
LJZSIOT,O,X,O,O,O,X,O,X,X,O,X
LJZSOTI,O,X,O,O,O,O,X,X,X,X,X
LJZSOIT,O,X,O,O,O,X,X,X,X,X,X
LJZOTIS,X,O,O,O,O,O,O,O,X,X,O
LJZOTSI,X,O,O,O,O,O,O,O,X,X,X
LJZOITS,X,O,O,O,X,O,O,O,X,X,O
LJZOIST,X,O,O,O,O,X,O,X,X,O,O
LJZOSTI,X,O,O,O,O,O,O,X,X,X,X
LJZOSIT,X,O,O,O,O,X,O,X,X,X,O
LJOTISZ,X,X,X,X,O,O,O,X,X,X,O
LJOTIZS,X,O,O,X,X,O,O,X,X,X,O
LJOTSIZ,X,X,X,O,O,O,O,X,X,X,X
LJOTSZI,X,O,O,O,O,O,O,X,X,X,X
LJOTZIS,X,O,O,O,X,O,O,O,O,X,O
LJOTZSI,X,O,O,O,X,O,O,O,O,X,X
LJOITSZ,X,X,X,X,X,O,O,X,X,X,O
LJOITZS,X,O,O,X,X,O,O,X,X,X,O
LJOISTZ,X,X,X,X,O,X,X,X,X,X,O
LJOISZT,X,O,O,X,O,X,X,X,X,X,O
LJOIZTS,X,O,O,X,X,X,O,O,O,X,O
LJOIZST,X,O,O,X,X,X,O,X,X,X,O
LJOSTIZ,X,X,X,O,O,O,O,X,X,X,X
LJOSTZI,X,O,O,O,O,O,O,X,X,X,X
LJOSITZ,X,X,X,X,O,X,X,X,X,X,O
LJOSIZT,X,O,O,X,O,X,X,X,X,X,O
LJOSZTI,X,O,O,O,O,X,O,X,X,X,X
LJOSZIT,X,O,O,O,O,X,O,X,X,X,O
LJOZTIS,X,O,O,O,X,O,O,O,O,X,O
LJOZTSI,X,O,O,O,X,O,O,O,O,X,X
LJOZITS,X,O,O,O,X,O,O,O,O,X,O
LJOZIST,X,O,O,O,X,X,O,X,X,X,O
LJOZSTI,X,O,O,O,X,O,O,X,X,X,X
LJOZSIT,X,O,O,O,X,X,O,X,X,X,O
LSTIJZO,O,X,X,O,O,O,O,X,X,O,X
LSTIJOZ,X,X,X,O,O,O,X,X,X,O,X
LSTIZJO,O,X,X,O,O,O,O,X,X,O,X
LSTIZOJ,O,X,X,O,O,O,O,X,X,O,X
LSTIOJZ,X,X,X,O,O,O,O,X,X,O,X
LSTIOZJ,X,X,X,O,O,X,O,X,X,O,X
LSTJIZO,O,X,X,O,O,O,O,X,X,O,X
LSTJIOZ,X,X,X,O,O,O,X,X,X,O,X
LSTJZIO,O,X,X,O,O,O,O,O,X,O,X
LSTJZOI,O,X,X,O,O,O,X,O,X,O,X
LSTJOIZ,X,X,X,O,O,O,X,X,X,O,X
LSTJOZI,O,X,X,O,O,O,X,X,X,O,X
LSTZIJO,O,X,X,O,O,O,O,O,X,O,X
LSTZIOJ,O,O,O,O,O,O,O,X,X,O,X
LSTZJIO,O,X,X,O,O,O,O,O,X,O,X
LSTZJOI,O,X,X,O,O,O,X,O,X,O,X
LSTZOIJ,O,O,O,O,O,O,O,X,X,O,X
LSTZOJI,O,O,O,O,X,O,O,X,X,O,X
LSTOIJZ,X,X,X,O,O,O,O,X,X,O,X
LSTOIZJ,X,X,X,O,O,X,O,X,X,O,X
LSTOJIZ,X,X,X,O,O,O,O,X,X,O,X
LSTOJZI,X,O,X,O,O,O,O,X,X,O,X
LSTOZIJ,O,O,O,O,O,X,O,X,X,O,X
LSTOZJI,O,O,O,O,X,X,O,X,X,O,X
LSITJZO,O,X,X,O,O,O,X,X,X,O,X
LSITJOZ,X,X,X,O,O,O,X,X,X,O,X
LSITZJO,O,X,X,O,O,O,X,X,X,O,X
LSITZOJ,O,X,X,O,O,O,X,X,X,O,X
LSITOJZ,X,X,X,O,O,O,X,X,X,O,X
LSITOZJ,X,X,X,O,O,X,X,X,X,O,X
LSIJTZO,O,X,X,X,O,O,X,X,X,X,X
LSIJTOZ,X,X,X,X,O,O,X,X,X,X,X
LSIJZTO,O,X,O,X,O,X,X,O,X,O,X
LSIJZOT,O,X,O,X,O,X,X,X,X,O,X
LSIJOTZ,X,X,X,X,O,X,X,X,X,X,X
LSIJOZT,O,X,O,X,O,X,X,X,X,O,X
LSIZTJO,O,X,X,O,O,X,X,O,X,O,X
LSIZTOJ,O,O,O,O,O,X,X,X,X,O,X
LSIZJTO,O,X,O,X,O,X,X,O,X,O,X
LSIZJOT,O,X,O,O,O,X,X,X,X,O,X
LSIZOTJ,O,O,O,O,O,X,X,X,X,O,X
LSIZOJT,O,O,O,O,X,X,X,X,X,O,X
LSIOTJZ,X,X,X,O,O,X,X,X,X,O,X
LSIOTZJ,X,X,X,O,O,X,X,X,X,O,X
LSIOJTZ,X,X,X,X,O,X,X,X,X,X,X
LSIOJZT,O,O,O,X,O,X,X,X,X,O,X
LSIOZTJ,O,O,O,O,O,X,X,X,X,O,X
LSIOZJT,O,O,O,O,X,X,X,X,X,O,X
LSJTIZO,O,X,X,O,O,O,O,X,X,O,X
LSJTIOZ,X,X,X,O,O,O,X,X,X,O,X
LSJTZIO,O,X,O,O,O,O,O,O,X,O,X
LSJTZOI,O,X,O,O,O,O,X,O,X,O,X
LSJTOIZ,X,X,X,O,O,O,X,X,X,O,X
LSJTOZI,O,X,O,O,O,O,X,X,X,O,X
LSJITZO,O,X,X,X,O,O,X,X,X,X,X
LSJITOZ,X,X,X,X,O,O,X,X,X,X,X
LSJIZTO,O,X,O,X,O,X,X,O,X,O,X
LSJIZOT,O,X,O,X,O,X,X,X,X,O,X
LSJIOTZ,X,X,X,X,O,X,X,X,X,X,X
LSJIOZT,O,X,O,X,O,X,X,X,X,O,X
LSJZTIO,O,X,O,O,O,O,O,O,X,O,X
LSJZTOI,O,X,O,O,O,O,X,O,X,O,X
LSJZITO,O,X,O,X,O,X,O,O,X,O,X
LSJZIOT,O,X,O,O,O,X,O,X,X,O,X
LSJZOTI,O,X,O,O,O,O,X,X,X,O,X
LSJZOIT,O,X,O,O,O,X,X,X,X,O,X
LSJOTIZ,X,X,X,O,O,O,X,X,X,O,X
LSJOTZI,O,X,O,O,O,O,X,X,X,O,X
LSJOITZ,X,X,X,X,O,X,X,X,X,X,X
LSJOIZT,O,X,O,X,O,X,X,X,X,O,X
LSJOZTI,O,X,O,O,O,X,X,X,X,O,X
LSJOZIT,O,X,O,O,O,X,X,X,X,O,X
LSZTIJO,O,X,X,O,O,O,O,O,X,O,X
LSZTIOJ,O,O,O,O,O,O,O,X,X,O,X
LSZTJIO,O,X,X,O,O,O,O,O,X,O,X
LSZTJOI,O,X,X,O,O,O,X,O,X,O,X
LSZTOIJ,O,O,O,O,O,O,O,X,X,O,X
LSZTOJI,O,O,O,O,X,O,O,X,X,O,X
LSZITJO,O,X,X,O,O,X,X,O,X,O,X
LSZITOJ,O,O,O,O,O,X,X,X,X,O,X
LSZIJTO,O,X,O,X,O,X,O,O,X,O,X
LSZIJOT,O,X,O,O,O,X,O,X,X,O,X
LSZIOTJ,O,O,O,O,O,X,X,X,X,O,X
LSZIOJT,O,O,O,O,X,X,O,X,X,O,X
LSZJTIO,O,X,O,O,O,O,O,O,X,O,X
LSZJTOI,O,X,O,O,O,O,X,O,X,O,X
LSZJITO,O,X,O,X,O,X,O,O,X,O,X
LSZJIOT,O,X,O,O,O,X,O,X,X,O,X
LSZJOTI,O,X,O,O,O,O,X,X,X,O,X
LSZJOIT,O,X,O,O,O,X,X,X,X,O,X
LSZOTIJ,O,O,O,O,O,O,O,X,X,O,X
LSZOTJI,O,O,O,O,X,O,O,X,X,O,X
LSZOITJ,O,O,O,O,O,X,X,X,X,O,O
LSZOIJT,O,O,O,O,X,X,O,X,X,O,O
LSZOJTI,O,O,O,O,X,O,O,X,X,O,X
LSZOJIT,O,O,O,O,X,X,O,X,X,O,O
LSOTIJZ,X,X,X,O,O,O,O,X,X,O,X
LSOTIZJ,X,X,X,O,O,X,O,X,X,O,X
LSOTJIZ,X,X,X,O,O,O,O,X,X,O,X
LSOTJZI,X,O,X,O,O,O,O,X,X,O,X
LSOTZIJ,O,O,O,O,O,X,O,X,X,O,X
LSOTZJI,O,O,O,O,X,X,O,X,X,O,X
LSOITJZ,X,X,X,O,O,X,X,X,X,O,O
LSOITZJ,X,X,X,O,O,X,X,X,X,O,O
LSOIJTZ,X,X,X,X,O,X,X,X,X,X,O
LSOIJZT,O,O,O,X,O,X,X,X,X,O,O
LSOIZTJ,O,O,O,O,O,X,X,X,X,O,O
LSOIZJT,O,O,O,O,X,X,X,X,X,O,O
LSOJTIZ,X,X,X,O,O,O,O,X,X,O,X
LSOJTZI,O,O,O,O,O,O,O,X,X,O,X
LSOJITZ,X,X,X,X,O,X,X,X,X,X,O
LSOJIZT,O,O,O,X,O,X,X,X,X,O,O
LSOJZTI,O,O,O,O,O,X,O,X,X,O,X
LSOJZIT,O,O,O,O,O,X,O,X,X,O,O
LSOZTIJ,O,O,O,O,O,X,O,X,X,O,X
LSOZTJI,O,O,O,O,X,X,O,X,X,O,X
LSOZITJ,O,O,O,O,O,X,X,X,X,O,O
LSOZIJT,O,O,O,O,X,X,O,X,X,O,O
LSOZJTI,O,O,O,O,X,X,O,X,X,O,X
LSOZJIT,O,O,O,O,X,X,O,X,X,O,O
LZTIJSO,X,X,O,X,X,O,O,O,O,O,X
LZTIJOS,X,O,O,O,X,O,O,O,X,X,X
LZTISJO,O,X,X,O,X,O,O,O,X,O,X
LZTISOJ,O,O,O,O,X,O,O,X,X,O,X
LZTIOJS,X,O,O,O,X,O,O,O,X,X,X
LZTIOSJ,X,O,O,O,X,O,O,X,X,X,X
LZTJISO,X,X,O,X,X,O,O,O,O,O,X
LZTJIOS,X,O,O,O,X,O,O,O,X,X,X
LZTJSIO,X,X,O,O,X,O,O,O,O,X,X
LZTJSOI,X,X,O,O,X,O,X,O,O,X,X
LZTJOIS,X,O,O,O,X,O,O,O,X,X,X
LZTJOSI,X,O,O,O,X,O,O,O,X,X,X
LZTSIJO,O,X,X,O,X,O,O,O,X,X,X
LZTSIOJ,O,O,O,O,X,O,O,X,X,X,X
LZTSJIO,O,X,X,O,X,O,O,O,X,X,X
LZTSJOI,O,X,X,O,X,O,X,O,X,X,X
LZTSOIJ,O,O,O,O,X,O,O,X,X,X,X
LZTSOJI,O,O,O,O,X,O,O,X,X,X,X
LZTOIJS,X,O,O,O,X,O,O,O,X,X,O
LZTOISJ,X,O,O,O,X,O,O,X,X,X,O
LZTOJIS,X,O,O,O,X,O,O,O,X,X,O
LZTOJSI,X,O,O,O,X,O,O,O,X,X,X
LZTOSIJ,X,O,O,O,X,O,O,X,X,X,X
LZTOSJI,X,O,O,O,X,O,O,X,X,X,X
LZITJSO,X,X,O,X,X,O,O,O,O,O,X
LZITJOS,X,O,O,O,X,O,O,O,X,X,X
LZITSJO,O,X,X,O,X,O,O,O,X,O,X
LZITSOJ,O,O,O,O,X,O,O,X,X,O,X
LZITOJS,X,O,O,O,X,O,O,O,X,X,X
LZITOSJ,X,O,O,O,X,O,O,X,X,X,X
LZIJTSO,O,X,O,X,X,O,O,O,O,O,X
LZIJTOS,X,O,O,X,X,O,O,O,X,X,X
LZIJSTO,O,X,O,X,X,X,O,O,X,O,X
LZIJSOT,O,X,O,X,X,X,O,X,X,O,X
LZIJOTS,X,O,O,O,X,O,O,O,X,X,X
LZIJOST,X,O,O,O,X,X,O,X,X,O,X
LZISTJO,O,X,X,O,X,X,X,O,X,O,X
LZISTOJ,O,O,O,O,X,X,X,X,X,O,X
LZISJTO,O,X,O,X,X,X,O,O,X,O,X
LZISJOT,O,X,O,O,X,X,O,X,X,O,X
LZISOTJ,O,O,O,O,X,X,X,X,X,O,X
LZISOJT,O,O,O,O,X,X,O,X,X,O,X
LZIOTJS,X,O,O,O,X,O,O,O,X,X,O
LZIOTSJ,X,O,O,O,X,O,O,X,X,X,O
LZIOJTS,X,O,O,O,X,O,O,O,X,X,O
LZIOJST,X,O,O,O,X,X,O,X,X,O,O
LZIOSTJ,X,O,O,O,X,X,X,X,X,O,O
LZIOSJT,X,O,O,O,X,X,O,X,X,O,O
LZJTISO,O,X,O,X,X,O,O,O,O,O,X
LZJTIOS,X,O,O,O,X,O,O,O,X,X,X
LZJTSIO,O,X,O,O,X,O,O,O,O,X,X
LZJTSOI,O,X,O,O,X,O,X,O,O,X,X
LZJTOIS,X,O,O,O,X,O,O,O,X,X,X
LZJTOSI,X,O,O,O,X,O,O,O,X,X,X
LZJITSO,O,X,O,X,X,O,O,O,O,O,X
LZJITOS,X,O,O,X,X,O,O,O,X,X,X
LZJISTO,O,X,O,X,X,X,O,O,X,O,X
LZJISOT,O,X,O,X,X,X,O,X,X,O,X
LZJIOTS,X,O,O,O,X,O,O,O,X,X,X
LZJIOST,X,O,O,O,X,X,O,X,X,O,X
LZJSTIO,O,X,O,O,X,O,O,O,X,O,X
LZJSTOI,O,X,O,O,X,O,X,O,X,O,X
LZJSITO,O,X,O,X,X,X,O,O,X,O,X
LZJSIOT,O,X,O,O,X,X,O,X,X,O,X
LZJSOTI,O,X,O,O,X,O,X,X,X,O,X
LZJSOIT,O,X,O,O,X,X,X,X,X,O,X
LZJOTIS,X,O,O,O,X,O,O,O,X,X,O
LZJOTSI,X,O,O,O,X,O,O,O,X,X,X
LZJOITS,X,O,O,O,X,O,O,O,X,X,O
LZJOIST,X,O,O,O,X,X,O,X,X,O,O
LZJOSTI,X,O,O,O,X,O,O,X,X,O,X
LZJOSIT,X,O,O,O,X,X,O,X,X,O,O
LZSTIJO,O,X,X,O,X,O,O,O,X,O,X
LZSTIOJ,O,O,O,O,X,O,O,X,X,O,X
LZSTJIO,O,X,X,O,X,O,O,O,X,O,X
LZSTJOI,O,X,X,O,X,O,X,O,X,O,X
LZSTOIJ,O,O,O,O,X,O,O,X,X,O,X
LZSTOJI,O,O,O,O,X,O,O,X,X,O,X
LZSITJO,O,X,X,O,X,X,X,O,X,O,X
LZSITOJ,O,O,O,O,X,X,X,X,X,O,X
LZSIJTO,O,X,O,X,X,X,O,O,X,O,X
LZSIJOT,O,X,O,O,X,X,O,X,X,O,X
LZSIOTJ,O,O,O,O,X,X,X,X,X,O,X
LZSIOJT,O,O,O,O,X,X,O,X,X,O,X
LZSJTIO,O,X,O,O,X,O,O,O,X,O,X
LZSJTOI,O,X,O,O,X,O,X,O,X,O,X
LZSJITO,O,X,O,X,X,X,O,O,X,O,X
LZSJIOT,O,X,O,O,X,X,O,X,X,O,X
LZSJOTI,O,X,O,O,X,O,X,X,X,O,X
LZSJOIT,O,X,O,O,X,X,X,X,X,O,X
LZSOTIJ,O,O,O,O,X,O,O,X,X,O,X
LZSOTJI,O,O,O,O,X,O,O,X,X,O,X
LZSOITJ,O,O,O,O,X,X,X,X,X,O,O
LZSOIJT,O,O,O,O,X,X,O,X,X,O,O
LZSOJTI,O,O,O,O,X,O,O,X,X,O,X
LZSOJIT,O,O,O,O,X,X,O,X,X,O,O
LZOTIJS,X,O,O,O,X,O,O,O,X,X,O
LZOTISJ,X,O,O,O,X,O,O,X,X,X,O
LZOTJIS,X,O,O,O,X,O,O,O,X,X,O
LZOTJSI,X,O,O,O,X,O,O,O,X,X,X
LZOTSIJ,X,O,O,O,X,O,O,X,X,X,X
LZOTSJI,X,O,O,O,X,O,O,X,X,X,X
LZOITJS,X,O,O,O,X,O,O,O,X,X,O
LZOITSJ,X,O,O,O,X,O,O,X,X,X,O
LZOIJTS,X,O,O,O,X,O,O,O,X,X,O
LZOIJST,X,O,O,O,X,X,O,X,X,O,O
LZOISTJ,X,O,O,O,X,X,X,X,X,O,O
LZOISJT,X,O,O,O,X,X,O,X,X,O,O
LZOJTIS,X,O,O,O,X,O,O,O,X,X,O
LZOJTSI,X,O,O,O,X,O,O,O,X,X,X
LZOJITS,X,O,O,O,X,O,O,O,X,X,O
LZOJIST,X,O,O,O,X,X,O,X,X,O,O
LZOJSTI,X,O,O,O,X,O,O,X,X,O,X
LZOJSIT,X,O,O,O,X,X,O,X,X,O,O
LZOSTIJ,X,O,O,O,X,O,O,X,X,O,X
LZOSTJI,X,O,O,O,X,O,O,X,X,O,X
LZOSITJ,X,O,O,O,X,X,X,X,X,O,O
LZOSIJT,X,O,O,O,X,X,O,X,X,O,O
LZOSJTI,X,O,O,O,X,O,O,X,X,O,X
LZOSJIT,X,O,O,O,X,X,O,X,X,O,O
LOTIJSZ,X,X,X,X,X,O,O,X,X,X,O
LOTIJZS,X,O,O,X,X,O,O,X,X,X,O
LOTISJZ,X,X,X,O,O,O,O,X,X,X,O
LOTISZJ,X,X,X,O,O,X,O,X,X,X,O
LOTIZJS,X,O,O,O,X,O,O,X,X,X,O
LOTIZSJ,X,O,O,O,X,O,O,X,X,X,O
LOTJISZ,X,X,X,X,X,O,O,X,X,X,O
LOTJIZS,X,O,O,X,X,O,O,X,X,X,O
LOTJSIZ,X,X,X,O,X,O,O,X,X,X,X
LOTJSZI,X,O,O,O,X,O,O,X,X,X,X
LOTJZIS,X,O,O,O,X,O,O,O,O,X,O
LOTJZSI,X,O,O,O,X,O,O,O,O,X,X
LOTSIJZ,X,X,X,O,O,O,O,X,X,X,X
LOTSIZJ,X,X,X,O,O,X,O,X,X,X,X
LOTSJIZ,X,X,X,O,O,O,O,X,X,X,X
LOTSJZI,X,O,X,O,X,O,O,X,X,X,X
LOTSZIJ,X,O,O,O,O,X,O,X,X,X,X
LOTSZJI,X,O,O,O,X,X,O,X,X,X,X
LOTZIJS,X,O,O,O,X,O,O,O,O,X,O
LOTZISJ,X,O,O,O,X,O,O,X,X,X,O
LOTZJIS,X,O,O,O,X,O,O,O,O,X,O
LOTZJSI,X,O,O,O,X,O,O,O,O,X,X
LOTZSIJ,X,O,O,O,X,O,O,X,X,X,X
LOTZSJI,X,O,O,O,X,O,O,X,X,X,X
LOITJSZ,X,X,X,X,X,O,O,X,X,X,O
LOITJZS,X,O,O,X,X,O,O,X,X,X,O
LOITSJZ,X,X,X,O,X,O,O,X,X,X,O
LOITSZJ,X,X,X,O,X,X,O,X,X,X,O
LOITZJS,X,O,O,O,X,O,O,X,X,X,O
LOITZSJ,X,O,O,O,X,O,O,X,X,X,O
LOIJTSZ,X,X,X,X,X,O,O,X,X,X,O
LOIJTZS,X,O,O,X,X,O,O,X,X,X,O
LOIJSTZ,X,X,X,X,X,X,X,X,X,X,O
LOIJSZT,X,O,O,X,X,X,X,X,X,X,O
LOIJZTS,X,O,O,X,X,X,O,O,O,X,O
LOIJZST,X,O,O,X,X,X,O,X,X,X,O
LOISTJZ,X,X,X,O,O,X,X,X,X,X,O
LOISTZJ,X,X,X,O,O,X,X,X,X,O,O
LOISJTZ,X,X,X,X,O,X,X,X,X,X,O
LOISJZT,X,O,O,X,X,X,X,X,X,O,O
LOISZTJ,X,O,O,O,O,X,X,X,X,O,O
LOISZJT,X,O,O,O,X,X,X,X,X,O,O
LOIZTJS,X,O,O,O,X,X,O,O,O,X,O
LOIZTSJ,X,O,O,O,X,X,O,X,X,X,O
LOIZJTS,X,O,O,O,X,X,O,O,O,X,O
LOIZJST,X,O,O,O,X,X,O,X,X,O,O
LOIZSTJ,X,O,O,O,X,X,X,X,X,O,O
LOIZSJT,X,O,O,O,X,X,O,X,X,O,O
LOJTISZ,X,X,X,X,X,O,O,X,X,X,O
LOJTIZS,X,O,O,X,X,O,O,X,X,X,O
LOJTSIZ,X,X,X,O,X,O,O,X,X,X,X
LOJTSZI,X,O,O,O,X,O,O,X,X,X,X
LOJTZIS,X,O,O,O,X,O,O,O,O,X,O
