sequence,v115@HhA8GeA8AeA8FeF8DeC8Jex/IvhF/mBUiBGjBzkBtq?BywB,v115@HhA8GeA8AeA8FeF8DeC8Je6EJvhFxgBNnBGjBTlB0r?BXrB,v115@HhA8GeA8AeA8FeF8DeC8Je6EJvhFxgBNnBGjBTlBXr?B0rB,v115@HhA8GeA8AeA8FeF8DeC8Je0/IvhFThBGjBRqB3rB6q?BNsB,v115@HhA8GeA8AeA8FeF8DeC8Jex/IvhFNnBGjBzkBCmB0r?BXrB,v115@HhA8GeA8AeA8FeF8DeC8Je6EJvhFTgBNnBGjBxqBXr?B0rB,v115@HhA8GeA8AeA8FeF8DeC8Jex/IvhFNnBGjBzkBCmBXr?B0rB,v115@HhA8GeA8AeA8FeF8DeC8Jex/IvhFNmBGjBClBXnB0q?BzrB,v115@HhA8GeA8AeA8FeF8DeC8Je6EJvhFNnBGjBxlBTlB0r?BXrB,v115@HhA8GeA8AeA8FeF8DeC8Je6EJvhFNnBGjBxlBTlBXr?B0rB
LSOTIZJ,O,X,O,X,X,X,O,X,X,X
LSOTJIZ,O,O,O,X,X,X,O,X,X,O
LSOTJZI,O,O,O,X,X,X,O,X,X,X
LSOTZIJ,O,O,O,X,X,X,O,X,X,X
LSOTZJI,O,O,O,X,X,X,O,X,X,X
LSOITJZ,O,O,O,O,X,X,O,X,X,O
LSOITZJ,O,X,O,O,X,X,O,X,X,X
LSOIJTZ,O,X,O,O,X,X,O,X,X,X
LSOIJZT,O,X,X,O,X,X,X,O,X,X
LSOIZTJ,X,O,O,O,X,X,O,O,X,X
LSOIZJT,O,X,X,O,X,X,X,O,X,X
LSOJTIZ,O,O,O,X,X,X,O,X,X,O
LSOJTZI,O,O,O,X,X,X,O,X,X,X
LSOJITZ,O,X,O,X,X,X,O,X,X,X
LSOJIZT,O,X,X,X,X,X,X,O,X,X
LSOJZTI,O,O,O,X,X,X,X,O,X,X
LSOJZIT,O,X,X,X,X,X,X,O,X,X
LSOZTIJ,O,O,O,X,X,X,O,O,X,X
LSOZTJI,O,O,O,X,X,X,O,O,X,X
LSOZITJ,X,O,O,O,X,X,O,O,X,X
LSOZIJT,O,X,X,O,X,X,X,O,X,X
LSOZJTI,O,O,O,X,X,X,X,O,X,X
LSOZJIT,O,X,X,X,X,X,X,O,X,X
LZTIJSO,O,X,X,X,X,O,X,O,O,X
LZTIJOS,X,O,X,X,O,O,X,O,O,X
LZTISJO,O,X,X,X,X,O,X,O,O,X
LZTISOJ,O,X,X,X,X,O,X,O,X,X
LZTIOJS,X,O,X,X,O,O,X,O,O,X
LZTIOSJ,X,O,X,X,O,O,X,O,X,X
LZTJISO,O,X,X,X,X,O,X,O,O,X
LZTJIOS,X,O,X,X,O,O,X,O,O,X
LZTJSIO,O,X,X,X,X,X,X,O,O,O
LZTJSOI,O,O,O,X,O,X,X,O,X,X
LZTJOIS,O,O,O,X,O,X,X,O,O,X
LZTJOSI,O,O,O,X,O,X,X,O,X,X
LZTSIJO,O,X,X,X,X,X,X,O,O,O
LZTSIOJ,O,X,X,X,X,X,X,O,X,X
LZTSJIO,O,X,X,X,X,X,X,O,O,O
LZTSJOI,O,O,O,X,O,X,X,O,X,X
LZTSOIJ,O,O,O,X,O,X,X,O,X,X
LZTSOJI,O,O,O,X,O,X,X,O,X,X
LZTOIJS,O,O,O,X,O,X,X,O,O,X
LZTOISJ,O,O,X,X,O,X,X,O,X,X
LZTOJIS,O,O,O,X,O,X,X,O,O,X
LZTOJSI,O,O,O,X,O,X,X,O,X,X
LZTOSIJ,O,O,O,X,O,X,X,O,X,X
LZTOSJI,O,O,O,X,O,X,X,O,X,X
LZITJSO,O,X,X,X,X,O,X,O,O,X
LZITJOS,X,O,X,X,O,O,X,O,O,X
LZITSJO,O,X,X,X,X,O,X,O,O,X
LZITSOJ,O,X,X,X,X,O,X,O,X,X
LZITOJS,X,O,X,X,O,O,X,O,O,X
LZITOSJ,X,O,X,X,O,O,X,O,X,X
LZIJTSO,O,X,X,X,X,O,X,O,O,X
LZIJTOS,X,O,X,X,X,O,X,O,O,X
LZIJSTO,O,X,X,O,X,X,X,O,X,X
LZIJSOT,O,X,X,O,X,X,X,O,X,X
LZIJOTS,O,O,X,X,X,O,X,O,X,X
LZIJOST,X,X,X,X,X,X,X,O,X,X
LZISTJO,O,X,X,O,X,X,X,O,O,X
LZISTOJ,O,X,X,O,X,X,X,O,X,X
LZISJTO,O,X,X,O,X,X,X,O,X,X
LZISJOT,O,X,X,O,X,X,X,O,X,X
LZISOTJ,X,X,X,O,X,X,X,O,X,X
LZISOJT,O,X,X,O,X,X,X,O,X,X
LZIOTJS,O,O,X,X,O,O,X,O,O,X
LZIOTSJ,O,O,X,X,O,O,X,O,X,X
LZIOJTS,O,O,X,X,O,O,X,O,X,X
LZIOJST,X,X,X,X,X,X,X,O,X,X
LZIOSTJ,X,O,X,X,O,X,X,O,X,X
LZIOSJT,X,X,X,X,X,X,X,O,X,X
LZJTISO,O,X,X,X,X,O,X,O,O,X
LZJTIOS,X,O,X,X,O,O,X,O,O,X
LZJTSIO,O,X,X,X,X,X,X,O,O,O
LZJTSOI,O,O,O,X,O,X,X,O,X,X
LZJTOIS,O,O,O,X,O,X,X,O,O,X
LZJTOSI,O,O,O,X,O,X,X,O,X,X
LZJITSO,O,X,X,X,X,O,X,O,O,X
LZJITOS,X,O,X,X,X,O,X,O,O,X
LZJISTO,O,X,X,O,X,X,X,O,X,X
LZJISOT,O,X,X,O,X,X,X,O,X,X
LZJIOTS,O,O,X,X,X,O,X,O,X,X
LZJIOST,X,X,X,X,X,X,X,O,X,X
LZJSTIO,O,X,X,X,X,X,X,O,O,O
LZJSTOI,O,O,O,X,X,X,X,O,X,X
LZJSITO,O,X,X,O,X,X,X,O,X,X
LZJSIOT,O,X,X,O,X,X,X,O,X,X
LZJSOTI,O,O,O,X,X,X,X,O,X,X
LZJSOIT,O,X,X,X,X,X,X,O,X,X
LZJOTIS,O,O,O,X,O,X,X,O,O,X
LZJOTSI,O,O,O,X,O,X,X,O,X,X
LZJOITS,O,O,X,X,O,X,X,O,X,X
LZJOIST,X,X,X,X,X,X,X,O,X,X
LZJOSTI,O,O,O,X,X,X,X,O,X,X
LZJOSIT,O,X,X,X,X,X,X,O,X,X
LZSTIJO,O,X,X,X,X,X,X,O,O,O
LZSTIOJ,O,X,X,X,X,X,X,O,X,X
LZSTJIO,O,X,X,X,X,X,X,O,O,O
LZSTJOI,O,O,O,X,O,X,X,O,X,X
LZSTOIJ,O,O,O,X,O,X,X,O,X,X
LZSTOJI,O,O,O,X,O,X,X,O,X,X
LZSITJO,O,X,X,O,X,X,X,O,O,O
LZSITOJ,O,X,X,O,X,X,X,O,X,X
LZSIJTO,O,X,X,O,X,X,X,O,X,X
LZSIJOT,O,X,X,O,X,X,X,O,X,X
LZSIOTJ,X,X,X,O,X,X,X,O,X,X
LZSIOJT,O,X,X,O,X,X,X,O,X,X
LZSJTIO,O,X,X,X,X,X,X,O,O,O
LZSJTOI,O,O,O,X,X,X,X,O,X,X
LZSJITO,O,X,X,O,X,X,X,O,X,X
LZSJIOT,O,X,X,O,X,X,X,O,X,X
LZSJOTI,O,O,O,X,X,X,X,O,X,X
LZSJOIT,O,X,X,X,X,X,X,O,X,X
LZSOTIJ,O,O,O,X,O,X,X,O,X,X
LZSOTJI,O,O,O,X,O,X,X,O,X,X
LZSOITJ,X,O,O,O,O,X,X,O,X,X
LZSOIJT,O,X,X,O,X,X,X,O,X,X
LZSOJTI,O,O,O,X,X,X,X,O,X,X
LZSOJIT,O,X,X,X,X,X,X,O,X,X
LZOTIJS,O,O,O,X,O,X,X,O,O,X
LZOTISJ,O,O,X,X,O,X,X,O,X,X
LZOTJIS,O,O,O,X,O,X,X,O,O,X
LZOTJSI,O,O,O,X,O,X,X,O,X,X
LZOTSIJ,O,O,O,X,O,X,X,O,X,X
LZOTSJI,O,O,O,X,O,X,X,O,X,X
LZOITJS,O,O,O,X,O,X,X,O,O,X
LZOITSJ,O,O,X,X,O,X,X,O,X,X
LZOIJTS,O,O,X,X,O,X,X,O,X,X
LZOIJST,X,X,X,X,X,X,X,O,X,X
LZOISTJ,X,O,O,X,O,X,X,O,X,X
LZOISJT,X,X,X,X,X,X,X,O,X,X
LZOJTIS,O,O,O,X,O,X,X,O,O,X
LZOJTSI,O,O,O,X,O,X,X,O,X,X
LZOJITS,O,O,X,X,O,X,X,O,X,X
LZOJIST,X,X,X,X,X,X,X,O,X,X
LZOJSTI,O,O,O,X,X,X,X,O,X,X
LZOJSIT,O,X,X,X,X,X,X,O,X,X
LZOSTIJ,O,O,O,X,O,X,X,O,X,X
LZOSTJI,O,O,O,X,O,X,X,O,X,X
LZOSITJ,X,O,O,X,O,X,X,O,X,X
LZOSIJT,O,X,X,X,X,X,X,O,X,X
LZOSJTI,O,O,O,X,X,X,X,O,X,X
LZOSJIT,O,X,X,X,X,X,X,O,X,X
LOTIJSZ,O,O,O,X,X,O,O,X,X,X
LOTIJZS,O,O,O,X,O,O,X,X,X,X
LOTISJZ,O,O,O,X,X,O,O,X,X,X
LOTISZJ,O,X,O,X,X,O,O,X,X,X
LOTIZJS,O,O,O,X,O,O,X,X,X,X
LOTIZSJ,O,O,X,X,O,O,X,X,X,X
LOTJISZ,O,O,O,X,X,O,O,X,X,X
LOTJIZS,O,O,O,X,O,O,X,X,X,X
LOTJSIZ,O,O,O,X,X,X,O,X,X,O
LOTJSZI,O,O,O,X,X,X,O,X,X,X
LOTJZIS,O,O,O,X,O,X,X,X,O,X
LOTJZSI,O,O,O,X,O,X,X,X,X,X
LOTSIJZ,O,O,O,X,X,X,O,X,X,O
LOTSIZJ,O,X,O,X,X,X,O,X,X,X
LOTSJIZ,O,O,O,X,X,X,O,X,X,O
LOTSJZI,O,O,O,X,X,X,O,X,X,X
LOTSZIJ,O,O,O,X,X,X,O,X,X,X
LOTSZJI,O,O,O,X,X,X,O,X,X,X
LOTZIJS,O,O,O,X,O,X,X,X,O,X
LOTZISJ,O,O,X,X,O,X,X,X,X,X
LOTZJIS,O,O,O,X,O,X,X,X,O,X
LOTZJSI,O,O,O,X,O,X,X,X,X,X
LOTZSIJ,O,O,O,X,O,X,X,X,X,X
LOTZSJI,O,O,O,X,O,X,X,X,X,X
LOITJSZ,O,O,O,X,X,O,O,X,X,X
LOITJZS,O,O,O,X,O,O,X,X,X,X
LOITSJZ,O,O,O,X,X,O,O,X,X,X
LOITSZJ,O,X,O,X,X,O,O,X,X,X
LOITZJS,O,O,O,X,O,O,X,X,X,X
LOITZSJ,O,O,X,X,O,O,X,X,X,X
LOIJTSZ,O,O,O,X,X,O,O,X,X,X
LOIJTZS,O,O,O,X,O,O,X,X,X,X
LOIJSTZ,O,X,O,X,X,O,O,X,X,X
LOIJSZT,O,X,X,X,X,X,X,O,X,X
LOIJZTS,O,O,X,X,O,O,X,O,X,X
LOIJZST,X,X,X,X,X,X,X,O,X,X
LOISTJZ,O,O,O,X,X,O,O,X,X,X
LOISTZJ,O,X,O,X,X,O,O,X,X,X
LOISJTZ,O,X,O,X,X,O,O,X,X,X
LOISJZT,O,X,X,X,X,X,X,O,X,X
LOISZTJ,X,O,O,X,X,X,O,O,X,X
LOISZJT,O,X,X,X,X,X,X,O,X,X
LOIZTJS,O,O,O,X,O,O,X,O,X,X
LOIZTSJ,O,O,X,X,O,O,X,O,X,X
LOIZJTS,O,O,X,X,O,O,X,O,X,X
LOIZJST,X,X,X,X,X,X,X,O,X,X
LOIZSTJ,X,O,O,X,O,X,X,O,X,X
LOIZSJT,X,X,X,X,X,X,X,O,X,X
LOJTISZ,O,O,O,X,X,O,O,X,X,X
LOJTIZS,O,O,O,X,O,O,X,X,X,X
LOJTSIZ,O,O,O,X,X,X,O,X,X,O
LOJTSZI,O,O,O,X,X,X,O,X,X,X
LOJTZIS,O,O,O,X,O,X,X,X,O,X
LOJTZSI,O,O,O,X,O,X,X,X,X,X
LOJITSZ,O,O,O,X,X,O,O,X,X,X
LOJITZS,O,O,O,X,O,O,X,X,X,X
LOJISTZ,O,X,O,X,X,O,O,X,X,X
LOJISZT,O,X,X,X,X,X,X,O,X,X
LOJIZTS,O,O,X,X,O,O,X,O,X,X
LOJIZST,X,X,X,X,X,X,X,O,X,X
LOJSTIZ,O,O,O,X,X,X,O,X,X,O
LOJSTZI,O,O,O,X,X,X,O,X,X,X
LOJSITZ,O,X,O,X,X,X,O,X,X,X
LOJSIZT,O,X,X,X,X,X,X,O,X,X
LOJSZTI,O,O,O,X,X,X,X,O,X,X
LOJSZIT,O,X,X,X,X,X,X,O,X,X
LOJZTIS,O,O,O,X,O,X,X,O,O,X
LOJZTSI,O,O,O,X,O,X,X,O,X,X
LOJZITS,O,O,X,X,O,X,X,O,X,X
LOJZIST,X,X,X,X,X,X,X,O,X,X
LOJZSTI,O,O,O,X,X,X,X,O,X,X
LOJZSIT,O,X,X,X,X,X,X,O,X,X
LOSTIJZ,O,O,O,X,X,X,O,X,X,O
LOSTIZJ,O,X,O,X,X,X,O,X,X,X
LOSTJIZ,O,O,O,X,X,X,O,X,X,O
LOSTJZI,O,O,O,X,X,X,O,X,X,X
LOSTZIJ,O,O,O,X,X,X,O,X,X,X
LOSTZJI,O,O,O,X,X,X,O,X,X,X
LOSITJZ,O,O,O,X,X,X,O,X,X,O
LOSITZJ,O,X,O,X,X,X,O,X,X,X
LOSIJTZ,O,X,O,X,X,X,O,X,X,X
LOSIJZT,O,X,X,X,X,X,X,O,X,X
LOSIZTJ,X,O,O,X,X,X,O,O,X,X
LOSIZJT,O,X,X,X,X,X,X,O,X,X
LOSJTIZ,O,O,O,X,X,X,O,X,X,O
LOSJTZI,O,O,O,X,X,X,O,X,X,X
LOSJITZ,O,X,O,X,X,X,O,X,X,X
LOSJIZT,O,X,X,X,X,X,X,O,X,X
LOSJZTI,O,O,O,X,X,X,X,O,X,X
LOSJZIT,O,X,X,X,X,X,X,O,X,X
LOSZTIJ,O,O,O,X,X,X,O,O,X,X
LOSZTJI,O,O,O,X,X,X,O,O,X,X
LOSZITJ,X,O,O,X,X,X,O,O,X,X
LOSZIJT,O,X,X,X,X,X,X,O,X,X
LOSZJTI,O,O,O,X,X,X,X,O,X,X
LOSZJIT,O,X,X,X,X,X,X,O,X,X
LOZTIJS,O,O,O,X,O,X,X,O,O,X
LOZTISJ,O,O,X,X,O,X,X,O,X,X
LOZTJIS,O,O,O,X,O,X,X,O,O,X
LOZTJSI,O,O,O,X,O,X,X,O,X,X
LOZTSIJ,O,O,O,X,O,X,X,O,X,X
LOZTSJI,O,O,O,X,O,X,X,O,X,X
LOZITJS,O,O,O,X,O,X,X,O,O,X
LOZITSJ,O,O,X,X,O,X,X,O,X,X
LOZIJTS,O,O,X,X,O,X,X,O,X,X
LOZIJST,X,X,X,X,X,X,X,O,X,X
LOZISTJ,X,O,O,X,O,X,X,O,X,X
LOZISJT,X,X,X,X,X,X,X,O,X,X
LOZJTIS,O,O,O,X,O,X,X,O,O,X
LOZJTSI,O,O,O,X,O,X,X,O,X,X
LOZJITS,O,O,X,X,O,X,X,O,X,X
LOZJIST,X,X,X,X,X,X,X,O,X,X
LOZJSTI,O,O,O,X,X,X,X,O,X,X
LOZJSIT,O,X,X,X,X,X,X,O,X,X
LOZSTIJ,O,O,O,X,O,X,X,O,X,X
LOZSTJI,O,O,O,X,O,X,X,O,X,X
LOZSITJ,X,O,O,X,O,X,X,O,X,X
LOZSIJT,O,X,X,X,X,X,X,O,X,X
LOZSJTI,O,O,O,X,X,X,X,O,X,X
LOZSJIT,O,X,X,X,X,X,X,O,X,X
JTILSZO,O,X,X,X,X,O,X,O,X,O
JTILSOZ,O,X,O,X,X,O,X,X,X,O
JTILZSO,O,X,X,X,X,O,X,O,O,X
JTILZOS,X,O,X,X,X,O,X,O,O,X
JTILOSZ,O,O,O,X,X,O,O,X,X,X
JTILOZS,O,O,O,X,O,O,X,X,X,X
JTISLZO,O,X,X,O,X,O,X,O,X,O
JTISLOZ,O,X,O,O,X,O,O,X,X,O
JTISZLO,O,X,X,O,X,X,X,O,X,O
JTISZOL,O,X,X,O,X,X,X,X,X,X
JTISOLZ,O,X,O,O,X,O,O,X,X,O
JTISOZL,O,X,O,O,O,X,O,X,X,X
JTIZLSO,O,X,X,X,X,O,X,O,O,X
JTIZLOS,X,O,X,X,O,O,X,O,O,X
JTIZSLO,O,X,X,O,X,X,X,O,O,X
JTIZSOL,O,X,X,O,X,X,X,X,X,X
JTIZOLS,X,O,X,X,O,O,X,X,O,X
JTIZOSL,X,O,X,X,O,X,O,X,X,X
JTIOLSZ,O,O,O,X,X,O,O,X,X,X
JTIOLZS,O,O,O,X,O,O,X,X,X,X
JTIOSLZ,O,O,O,X,X,O,O,X,X,X
JTIOSZL,O,X,O,X,O,X,O,X,X,X
JTIOZLS,O,O,O,X,O,O,X,X,X,X
JTIOZSL,O,O,X,X,O,X,O,X,X,X
JTLISZO,O,X,X,X,X,O,X,O,X,O
JTLISOZ,O,X,O,X,X,O,X,X,X,O
JTLIZSO,O,X,X,X,X,O,X,O,O,X
JTLIZOS,X,O,X,X,X,O,X,O,O,X
JTLIOSZ,O,O,O,X,X,O,O,X,X,X
JTLIOZS,O,O,O,X,O,O,X,X,X,X
JTLSIZO,O,X,X,X,X,O,X,O,X,O
JTLSIOZ,O,X,O,X,X,O,O,X,X,O
JTLSZIO,O,X,X,X,X,X,X,O,O,O
JTLSZOI,O,O,O,X,X,X,O,O,X,X
JTLSOIZ,O,O,O,X,X,X,O,X,X,O
JTLSOZI,O,O,O,X,X,X,O,X,X,X
JTLZISO,O,X,X,X,X,O,X,O,O,X
JTLZIOS,X,O,X,X,O,O,X,O,O,X
JTLZSIO,O,X,X,X,X,X,X,O,O,O
JTLZSOI,O,O,O,X,O,X,X,O,X,X
JTLZOIS,O,O,O,X,O,X,X,O,O,X
JTLZOSI,O,O,O,X,O,X,X,O,X,X
JTLOISZ,O,O,O,X,X,O,O,X,X,X
JTLOIZS,O,O,O,X,O,O,X,X,X,X
JTLOSIZ,O,O,O,X,X,X,O,X,X,O
JTLOSZI,O,O,O,X,X,X,O,X,X,X
JTLOZIS,O,O,O,X,O,X,X,X,O,X
JTLOZSI,O,O,O,X,O,X,X,X,X,X
JTSILZO,O,X,X,O,X,O,X,O,X,O
JTSILOZ,O,X,O,O,X,O,O,X,X,O
JTSIZLO,O,X,X,O,X,X,X,O,X,O
JTSIZOL,O,X,X,O,X,X,X,X,X,X
JTSIOLZ,O,X,O,O,X,O,O,X,X,O
JTSIOZL,O,X,O,O,O,X,O,X,X,X
JTSLIZO,O,X,X,X,X,O,X,O,X,O
JTSLIOZ,O,X,O,X,X,O,O,X,X,O
JTSLZIO,O,X,X,X,X,X,X,O,O,O
JTSLZOI,O,O,O,X,X,X,O,O,X,X
JTSLOIZ,O,O,O,X,X,X,O,X,X,O
JTSLOZI,O,O,O,X,X,X,O,X,X,X
JTSZILO,O,X,X,O,X,X,X,O,O,O
JTSZIOL,O,X,X,O,X,X,X,X,X,X
JTSZLIO,O,X,X,X,X,X,X,O,O,O
JTSZLOI,O,O,O,X,O,X,O,O,X,X
JTSZOIL,O,O,O,X,O,X,O,X,X,X
JTSZOLI,O,O,O,X,O,X,O,O,X,X
JTSOILZ,O,O,O,X,X,X,O,X,X,O
JTSOIZL,O,X,O,X,O,X,O,X,X,X
JTSOLIZ,O,O,O,X,X,X,O,X,X,O
JTSOLZI,O,O,O,X,X,X,O,X,X,X
JTSOZIL,O,O,O,X,O,X,O,X,X,X
JTSOZLI,O,O,O,X,O,X,O,X,X,X
JTZILSO,O,X,X,X,X,O,X,O,O,X
JTZILOS,X,O,X,X,O,O,X,O,O,X
JTZISLO,O,X,X,O,X,X,X,O,O,X
JTZISOL,O,X,X,O,X,X,X,X,X,X
JTZIOLS,X,O,X,X,O,O,X,X,O,X
JTZIOSL,X,O,X,X,O,X,O,X,X,X
JTZLISO,O,X,X,X,X,O,X,O,O,X
JTZLIOS,X,O,X,X,O,O,X,O,O,X
JTZLSIO,O,X,X,X,X,X,X,O,O,O
JTZLSOI,O,O,O,X,O,X,X,O,X,X
JTZLOIS,O,O,O,X,O,X,X,O,O,X
JTZLOSI,O,O,O,X,O,X,X,O,X,X
JTZSILO,O,X,X,O,X,X,X,O,O,O
JTZSIOL,O,X,X,O,X,X,X,X,X,X
JTZSLIO,O,X,X,X,X,X,X,O,O,O
JTZSLOI,O,O,O,X,O,X,O,O,X,X
JTZSOIL,O,O,O,X,O,X,O,X,X,X
JTZSOLI,O,O,O,X,O,X,O,O,X,X
JTZOILS,O,O,O,X,O,X,X,X,O,X
JTZOISL,O,O,X,X,O,X,O,X,X,X
JTZOLIS,O,O,O,X,O,X,X,O,O,X
JTZOLSI,O,O,O,X,O,X,X,O,X,X
JTZOSIL,O,O,O,X,O,X,O,X,X,X
JTZOSLI,O,O,O,X,O,X,O,O,X,X
JTOILSZ,O,O,O,X,X,O,O,X,X,X
JTOILZS,O,O,O,X,O,O,X,X,X,X
JTOISLZ,O,O,O,X,X,O,O,X,X,X
JTOISZL,O,X,O,X,O,X,O,X,X,X
JTOIZLS,O,O,O,X,O,O,X,X,X,X
JTOIZSL,O,O,X,X,O,X,O,X,X,X
JTOLISZ,O,O,O,X,X,O,O,X,X,X
JTOLIZS,O,O,O,X,O,O,X,X,X,X
JTOLSIZ,O,O,O,X,X,X,O,X,X,O
JTOLSZI,O,O,O,X,X,X,O,X,X,X
JTOLZIS,O,O,O,X,O,X,X,X,O,X
JTOLZSI,O,O,O,X,O,X,X,X,X,X
JTOSILZ,O,O,O,X,X,X,O,X,X,O
JTOSIZL,O,X,O,X,O,X,O,X,X,X
JTOSLIZ,O,O,O,X,X,X,O,X,X,O
JTOSLZI,O,O,O,X,X,X,O,X,X,X
JTOSZIL,O,O,O,X,O,X,O,X,X,X
JTOSZLI,O,O,O,X,O,X,O,X,X,X
JTOZILS,O,O,O,X,O,X,X,X,O,X
JTOZISL,O,O,X,X,O,X,O,X,X,X
JTOZLIS,O,O,O,X,O,X,X,X,O,X
JTOZLSI,O,O,O,X,O,X,X,X,X,X
JTOZSIL,O,O,O,X,O,X,O,X,X,X
JTOZSLI,O,O,O,X,O,X,O,X,X,X
JITLSZO,O,X,X,X,X,O,X,O,X,O
JITLSOZ,O,X,O,X,X,O,X,X,X,O
JITLZSO,O,X,X,X,X,O,X,O,O,X
JITLZOS,X,O,X,X,X,O,X,O,O,X
JITLOSZ,O,O,O,X,X,O,O,X,X,X
JITLOZS,O,O,O,X,O,O,X,X,X,X
JITSLZO,O,X,X,O,X,O,X,O,X,O
JITSLOZ,O,X,O,O,X,O,O,X,X,O
JITSZLO,O,X,X,O,X,X,X,O,X,O
JITSZOL,O,X,X,O,X,X,X,X,X,X
JITSOLZ,O,X,O,O,X,O,O,X,X,O
JITSOZL,O,X,O,O,O,X,O,X,X,X
JITZLSO,O,X,X,X,X,O,X,O,O,X
JITZLOS,X,O,X,X,O,O,X,O,O,X
JITZSLO,O,X,X,O,X,X,X,O,O,X
JITZSOL,O,X,X,O,X,X,X,X,X,X
JITZOLS,X,O,X,X,O,O,X,X,O,X
JITZOSL,X,O,X,X,O,X,O,X,X,X
JITOLSZ,O,O,O,X,X,O,O,X,X,X
JITOLZS,O,O,O,X,O,O,X,X,X,X
JITOSLZ,O,O,O,X,X,O,O,X,X,X
JITOSZL,O,X,O,X,O,X,O,X,X,X
JITOZLS,O,O,O,X,O,O,X,X,X,X
JITOZSL,O,O,X,X,O,X,O,X,X,X
JILTSZO,O,X,X,X,X,O,X,O,X,O
JILTSOZ,O,X,O,X,X,O,X,X,X,O
JILTZSO,O,X,X,X,X,O,X,O,O,X
JILTZOS,X,O,X,X,X,O,X,O,O,X
JILTOSZ,O,O,O,X,X,O,O,X,X,X
JILTOZS,O,O,O,X,O,O,X,X,X,X
JILSTZO,O,X,X,O,X,O,X,O,X,O
JILSTOZ,O,X,O,O,X,O,X,X,X,O
JILSZTO,O,X,X,O,X,X,X,O,X,X
JILSZOT,O,X,X,O,X,X,X,O,X,X
JILSOTZ,O,X,O,O,X,O,X,X,X,X
JILSOZT,O,X,X,O,X,X,X,O,X,X
JILZTSO,O,X,X,X,X,O,X,O,O,X
JILZTOS,X,O,X,X,X,O,X,O,O,X
JILZSTO,O,X,X,O,X,X,X,O,X,X
JILZSOT,O,X,X,O,X,X,X,O,X,X
JILZOTS,O,O,X,X,X,O,X,O,X,X
JILZOST,X,X,X,X,X,X,X,O,X,X
JILOTSZ,O,O,O,X,X,O,O,X,X,X
JILOTZS,O,O,O,X,O,O,X,X,X,X
JILOSTZ,O,X,O,X,X,O,O,X,X,X
JILOSZT,O,X,X,X,X,X,X,O,X,X
JILOZTS,O,O,X,X,O,O,X,O,X,X
JILOZST,X,X,X,X,X,X,X,O,X,X
JISTLZO,O,X,X,O,X,O,X,O,X,O
JISTLOZ,O,X,O,O,X,O,O,X,X,O
JISTZLO,O,X,X,O,X,X,X,O,X,O
JISTZOL,O,X,X,O,X,X,X,X,X,X
JISTOLZ,X,X,O,O,X,O,O,X,X,O
JISTOZL,O,X,O,O,O,X,O,X,X,X
JISLTZO,O,X,X,O,X,O,X,O,X,O
JISLTOZ,O,X,O,O,X,O,X,X,X,O
JISLZTO,O,X,X,O,X,X,X,O,X,X
JISLZOT,O,X,X,O,X,X,X,O,X,X
JISLOTZ,O,X,O,O,X,O,X,X,X,X
JISLOZT,O,X,X,O,X,X,X,O,X,X
JISZTLO,X,X,X,O,X,X,X,O,X,X
JISZTOL,X,X,X,O,X,X,X,X,X,X
JISZLTO,X,X,X,O,X,X,X,O,X,X
JISZLOT,X,X,X,O,X,X,X,O,X,X
JISZOTL,X,X,X,O,X,X,X,X,X,X
JISZOLT,X,X,X,O,X,X,X,O,X,X
JISOTLZ,O,X,O,O,X,O,O,X,X,X
JISOTZL,O,X,O,O,O,X,O,X,X,X
JISOLTZ,O,X,O,O,X,O,O,X,X,X
JISOLZT,X,X,X,O,X,X,X,O,X,X
JISOZTL,X,X,X,O,O,X,O,X,X,X
JISOZLT,X,X,X,O,X,X,X,O,X,X
JIZTLSO,O,X,X,X,X,O,X,O,O,X
JIZTLOS,X,O,X,X,O,O,X,O,O,X
JIZTSLO,O,X,X,O,X,X,X,O,O,X
JIZTSOL,O,X,X,O,X,X,X,X,X,X
JIZTOLS,X,O,X,X,O,O,X,X,O,X
JIZTOSL,X,O,X,X,O,X,O,X,X,X
JIZLTSO,O,X,X,X,X,O,X,O,O,X
JIZLTOS,X,O,X,X,X,O,X,O,O,X
JIZLSTO,O,X,X,O,X,X,X,O,X,X
JIZLSOT,O,X,X,O,X,X,X,O,X,X
JIZLOTS,O,O,X,X,X,O,X,O,X,X
JIZLOST,X,X,X,X,X,X,X,O,X,X
JIZSTLO,X,X,X,O,X,X,X,O,X,X
JIZSTOL,X,X,X,O,X,X,X,X,X,X
JIZSLTO,X,X,X,O,X,X,X,O,X,X
JIZSLOT,X,X,X,O,X,X,X,O,X,X
JIZSOTL,X,X,X,O,X,X,X,X,X,X
JIZSOLT,X,X,X,O,X,X,X,O,X,X
JIZOTLS,O,O,X,X,O,O,X,X,X,X
JIZOTSL,O,O,X,X,O,X,O,X,X,X
JIZOLTS,O,O,X,X,O,O,X,O,X,X
JIZOLST,X,X,X,X,X,X,X,O,X,X
JIZOSTL,X,X,X,O,O,X,O,X,X,X
JIZOSLT,X,X,X,O,X,X,X,O,X,X
JIOTLSZ,O,O,O,X,X,O,O,X,X,X
JIOTLZS,O,O,O,X,O,O,X,X,X,X
JIOTSLZ,O,O,O,X,X,O,O,X,X,X
JIOTSZL,O,X,O,X,O,X,O,X,X,X
JIOTZLS,O,O,O,X,O,O,X,X,X,X
