sequence,v115@FhA8IeA8HeB8AeC8AeE8KeOEJvhF8kBzgBCiB5oBXn?BlqB,v115@FhA8IeA8HeB8AeC8AeE8Kei/IvhFzgBumBcnB5oB3k?BlqB,v115@FhA8IeA8HeB8AeC8AeE8Kei/IvhF3gBGiB5oB1pB8q?BzrB,v115@FhA8IeA8HeB8AeC8AeE8Kel/IvhF3gBqmBTiB5oB2p?B8qB,v115@FhA8IeA8HeB8AeC8AeE8KeOEJvhFlgB3hBcnB5oBzk?BCrB,v115@FhA8IeA8HeB8AeC8AeE8Kei/IvhFWmBTiB5oB3kB0m?BlqB,v115@FhA8IeA8HeB8AeC8AeE8KeKEJvhFflBlgBGiB5oB8q?BzrB,v115@FhA8IeA8HeB8AeC8AeE8Ke2EJvhFChBTiB5oB0mB3k?BlqB
LIOSTJZ,X,X,X,X,O,O,O,X
LIOSTZJ,X,X,X,X,O,O,O,X
LIOSJTZ,X,X,X,O,O,O,O,X
LIOSJZT,X,X,X,O,O,X,O,X
LIOSZTJ,X,X,X,O,O,O,O,X
LIOSZJT,X,X,X,O,O,X,O,X
LIOZTJS,X,X,O,O,O,X,O,O
LIOZTSJ,X,X,O,O,O,X,O,O
LIOZJTS,X,X,O,O,O,X,O,X
LIOZJST,X,X,O,O,O,X,O,X
LIOZSTJ,X,X,O,O,O,X,O,X
LIOZSJT,X,X,O,O,O,X,O,X
LJTISZO,X,X,O,O,O,X,O,X
LJTISOZ,X,X,O,O,X,X,O,X
LJTIZSO,X,X,O,O,O,X,O,X
LJTIZOS,X,X,O,O,O,X,X,X
LJTIOSZ,X,X,O,O,O,X,O,X
LJTIOZS,X,X,O,O,O,X,O,X
LJTSIZO,X,X,O,O,O,X,O,X
LJTSIOZ,X,X,O,O,X,X,O,X
LJTSZIO,X,X,O,O,O,X,O,X
LJTSZOI,X,X,O,O,O,X,O,X
LJTSOIZ,X,X,O,O,X,X,O,X
LJTSOZI,X,X,O,O,X,X,O,X
LJTZISO,X,X,O,O,O,X,O,X
LJTZIOS,X,X,O,O,O,X,X,X
LJTZSIO,X,X,O,O,O,X,O,X
LJTZSOI,X,X,O,O,O,X,O,X
LJTZOIS,X,X,O,O,O,X,X,X
LJTZOSI,X,X,O,O,O,X,X,X
LJTOISZ,X,X,O,O,O,X,O,X
LJTOIZS,X,X,O,O,O,X,O,X
LJTOSIZ,X,X,O,O,O,X,O,X
LJTOSZI,X,X,O,O,O,X,O,X
LJTOZIS,X,X,O,O,O,X,O,X
LJTOZSI,X,X,O,O,O,X,O,X
LJITSZO,X,X,O,O,O,X,O,X
LJITSOZ,X,X,O,O,X,X,O,X
LJITZSO,X,X,O,O,O,X,O,X
LJITZOS,X,X,O,O,O,X,X,X
LJITOSZ,X,X,O,O,O,X,O,X
LJITOZS,X,X,O,O,O,X,O,X
LJISTZO,O,X,X,O,O,X,O,X
LJISTOZ,X,X,X,O,X,X,O,X
LJISZTO,O,X,X,O,O,X,O,X
LJISZOT,O,X,X,O,O,X,O,X
LJISOTZ,X,X,X,O,X,X,O,X
LJISOZT,O,X,X,O,X,X,O,X
LJIZTSO,O,X,O,O,O,X,O,X
LJIZTOS,O,X,O,O,O,X,X,X
LJIZSTO,O,X,O,O,O,X,O,X
LJIZSOT,O,X,X,O,O,X,O,X
LJIZOTS,X,X,X,O,O,X,O,X
LJIZOST,X,X,X,O,O,X,O,X
LJIOTSZ,X,X,O,O,O,X,O,X
LJIOTZS,X,X,O,O,O,X,O,X
LJIOSTZ,X,X,X,O,O,X,O,X
LJIOSZT,X,X,X,O,O,X,O,X
LJIOZTS,X,X,O,O,O,X,O,X
LJIOZST,X,X,O,O,O,X,O,X
LJSTIZO,O,X,X,O,O,X,O,X
LJSTIOZ,X,X,X,O,X,X,O,X
LJSTZIO,O,X,X,O,O,X,O,X
LJSTZOI,O,X,X,O,O,X,O,X
LJSTOIZ,X,X,X,O,X,X,O,X
LJSTOZI,X,X,X,O,X,X,O,X
LJSITZO,O,X,X,O,O,X,O,X
LJSITOZ,X,X,X,O,X,X,O,X
LJSIZTO,O,X,X,O,O,X,O,X
LJSIZOT,O,X,X,O,O,X,O,X
LJSIOTZ,X,X,X,O,X,X,O,X
LJSIOZT,O,X,X,O,X,X,O,X
LJSZTIO,O,X,X,O,O,X,O,X
LJSZTOI,O,X,X,O,O,X,O,X
LJSZITO,O,X,X,O,O,X,O,X
LJSZIOT,O,X,X,O,O,X,O,X
LJSZOTI,O,X,X,O,O,X,O,X
LJSZOIT,O,X,X,O,O,X,O,X
LJSOTIZ,X,X,X,O,X,X,O,X
LJSOTZI,X,X,X,O,X,X,O,X
LJSOITZ,X,X,X,O,X,X,O,X
LJSOIZT,O,X,X,O,X,X,O,X
LJSOZTI,O,X,X,O,X,X,O,X
LJSOZIT,O,X,X,O,X,X,O,X
LJZTISO,O,X,O,O,O,X,O,X
LJZTIOS,O,X,O,O,O,X,X,X
LJZTSIO,O,X,O,O,O,X,O,X
LJZTSOI,O,X,O,O,O,X,O,X
LJZTOIS,O,X,O,O,O,X,X,X
LJZTOSI,O,X,O,O,O,X,X,X
LJZITSO,O,X,O,O,O,X,O,X
LJZITOS,O,X,O,O,O,X,X,X
LJZISTO,O,X,O,O,O,X,O,X
LJZISOT,O,X,X,O,O,X,O,X
LJZIOTS,X,X,X,O,O,X,O,X
LJZIOST,X,X,X,O,O,X,O,X
LJZSTIO,O,X,O,O,O,X,O,X
LJZSTOI,O,X,O,O,O,X,O,X
LJZSITO,O,X,O,O,O,X,O,X
LJZSIOT,O,X,X,O,O,X,O,X
LJZSOTI,O,X,X,O,O,X,O,X
LJZSOIT,O,X,X,O,O,X,O,X
LJZOTIS,X,X,X,O,O,X,O,X
LJZOTSI,X,X,X,O,O,X,O,X
LJZOITS,X,X,X,O,O,X,O,X
LJZOIST,X,X,X,O,O,X,O,X
LJZOSTI,X,X,X,O,O,X,O,X
LJZOSIT,X,X,X,O,O,X,O,X
LJOTISZ,X,X,O,O,O,X,O,X
LJOTIZS,X,X,O,O,O,X,O,X
LJOTSIZ,X,X,O,O,O,X,O,X
LJOTSZI,X,X,O,O,O,X,O,X
LJOTZIS,X,X,O,O,O,X,O,X
LJOTZSI,X,X,O,O,O,X,O,X
LJOITSZ,X,X,O,O,O,X,O,X
LJOITZS,X,X,O,O,O,X,O,X
LJOISTZ,X,X,X,O,O,X,O,X
LJOISZT,X,X,X,O,O,X,O,X
LJOIZTS,X,X,O,O,O,X,O,X
LJOIZST,X,X,O,O,O,X,O,X
LJOSTIZ,X,X,X,O,O,X,O,X
LJOSTZI,X,X,X,O,O,X,O,X
LJOSITZ,X,X,X,O,O,X,O,X
LJOSIZT,X,X,X,O,O,X,O,X
LJOSZTI,X,X,X,O,O,X,O,X
LJOSZIT,X,X,X,O,O,X,O,X
LJOZTIS,X,X,O,O,O,X,O,X
LJOZTSI,X,X,O,O,O,X,O,X
LJOZITS,X,X,O,O,O,X,O,X
LJOZIST,X,X,O,O,O,X,O,X
LJOZSTI,X,X,O,O,O,X,O,X
LJOZSIT,X,X,O,O,O,X,O,X
LSTIJZO,O,O,X,X,O,O,O,X
LSTIJOZ,O,O,X,X,X,O,O,X
LSTIZJO,O,O,X,X,O,O,O,X
LSTIZOJ,O,O,X,X,O,O,O,X
LSTIOJZ,O,O,X,X,O,O,O,X
LSTIOZJ,O,O,X,X,O,O,O,X
LSTJIZO,O,O,X,X,O,O,O,X
LSTJIOZ,O,O,X,X,X,O,O,X
LSTJZIO,O,O,X,X,O,O,O,X
LSTJZOI,O,O,X,X,O,O,O,X
LSTJOIZ,O,O,X,X,X,O,O,X
LSTJOZI,O,O,X,X,X,O,O,X
LSTZIJO,O,O,X,X,O,O,O,X
LSTZIOJ,O,O,X,X,O,O,O,X
LSTZJIO,O,O,X,X,O,O,O,X
LSTZJOI,O,O,X,X,O,O,O,X
LSTZOIJ,O,O,X,X,O,O,O,X
LSTZOJI,O,O,X,X,O,O,O,X
LSTOIJZ,O,O,X,X,O,O,O,X
LSTOIZJ,O,O,X,X,O,O,O,X
LSTOJIZ,O,O,X,X,O,O,O,X
LSTOJZI,O,O,X,X,O,O,O,X
LSTOZIJ,O,O,X,X,O,O,O,X
LSTOZJI,O,O,X,X,O,O,O,X
LSITJZO,O,O,X,X,O,O,O,X
LSITJOZ,O,O,X,X,X,O,O,X
LSITZJO,O,O,X,X,O,O,O,X
LSITZOJ,O,O,X,X,O,O,O,X
LSITOJZ,O,O,X,X,O,O,O,X
LSITOZJ,O,O,X,X,O,O,O,X
LSIJTZO,O,O,X,O,O,O,O,X
LSIJTOZ,O,O,X,O,X,O,O,X
LSIJZTO,O,O,X,O,O,X,O,X
LSIJZOT,O,O,X,O,O,X,O,X
LSIJOTZ,X,X,X,O,X,O,O,X
LSIJOZT,O,X,X,O,X,X,O,X
LSIZTJO,O,O,X,O,O,O,O,X
LSIZTOJ,O,O,X,O,O,O,O,X
LSIZJTO,O,O,X,O,O,X,O,X
LSIZJOT,O,O,X,O,O,X,O,X
LSIZOTJ,O,O,X,O,O,O,O,X
LSIZOJT,O,O,X,O,O,X,O,X
LSIOTJZ,O,O,X,X,O,O,O,X
LSIOTZJ,O,O,X,X,O,O,O,X
LSIOJTZ,X,X,X,O,O,O,O,X
LSIOJZT,O,X,X,O,O,X,O,X
LSIOZTJ,O,O,X,O,O,O,O,X
LSIOZJT,O,O,X,O,O,X,O,X
LSJTIZO,O,O,X,O,O,O,O,X
LSJTIOZ,O,O,X,O,X,O,O,X
LSJTZIO,O,O,X,O,O,O,O,X
LSJTZOI,O,O,X,O,O,O,O,X
LSJTOIZ,O,O,X,O,X,O,O,X
LSJTOZI,O,O,X,O,X,O,O,X
LSJITZO,O,O,X,O,O,O,O,X
LSJITOZ,O,O,X,O,X,O,O,X
LSJIZTO,O,O,X,O,O,X,O,X
LSJIZOT,O,O,X,O,O,X,O,X
LSJIOTZ,X,X,X,O,X,O,O,X
LSJIOZT,O,X,X,O,X,X,O,X
LSJZTIO,O,O,X,O,O,X,O,X
LSJZTOI,O,O,X,O,O,X,O,X
LSJZITO,O,O,X,O,O,X,O,X
LSJZIOT,O,O,X,O,O,X,O,X
LSJZOTI,O,O,X,O,O,X,O,X
LSJZOIT,O,O,X,O,O,X,O,X
LSJOTIZ,X,X,X,O,X,O,O,X
LSJOTZI,X,X,X,O,X,O,O,X
LSJOITZ,X,X,X,O,X,O,O,X
LSJOIZT,O,X,X,O,X,X,O,X
LSJOZTI,O,X,X,O,X,X,O,X
LSJOZIT,O,X,X,O,X,X,O,X
LSZTIJO,O,O,X,O,O,O,O,X
LSZTIOJ,O,O,X,O,O,O,O,X
LSZTJIO,O,O,X,O,O,O,O,X
LSZTJOI,O,O,X,O,O,O,O,X
LSZTOIJ,O,O,X,O,O,O,O,X
LSZTOJI,O,O,X,O,O,O,O,X
LSZITJO,O,O,X,O,O,O,O,X
LSZITOJ,O,O,X,O,O,O,O,X
LSZIJTO,O,O,X,O,O,X,O,X
LSZIJOT,O,O,X,O,O,X,O,X
LSZIOTJ,O,O,X,O,O,O,O,X
LSZIOJT,O,O,X,O,O,X,O,X
LSZJTIO,O,O,X,O,O,X,O,X
LSZJTOI,O,O,X,O,O,X,O,X
LSZJITO,O,O,X,O,O,X,O,X
LSZJIOT,O,O,X,O,O,X,O,X
LSZJOTI,O,O,X,O,O,X,O,X
LSZJOIT,O,O,X,O,O,X,O,X
LSZOTIJ,O,O,X,O,O,O,O,X
LSZOTJI,O,O,X,O,O,O,O,X
LSZOITJ,O,O,X,O,O,O,O,X
LSZOIJT,O,O,X,O,O,X,O,X
LSZOJTI,O,O,X,O,O,X,O,X
LSZOJIT,O,O,X,O,O,X,O,X
LSOTIJZ,O,O,X,X,O,O,O,X
LSOTIZJ,O,O,X,X,O,O,O,X
LSOTJIZ,O,O,X,X,O,O,O,X
LSOTJZI,O,O,X,X,O,O,O,X
LSOTZIJ,O,O,X,X,O,O,O,X
LSOTZJI,O,O,X,X,O,O,O,X
LSOITJZ,O,O,X,X,O,O,O,X
LSOITZJ,O,O,X,X,O,O,O,X
LSOIJTZ,X,X,X,O,O,O,O,X
LSOIJZT,O,X,X,O,O,X,O,X
LSOIZTJ,O,O,X,O,O,O,O,X
LSOIZJT,O,O,X,O,O,X,O,X
LSOJTIZ,X,X,X,O,O,O,O,X
LSOJTZI,X,X,X,O,O,O,O,X
LSOJITZ,X,X,X,O,O,O,O,X
LSOJIZT,O,X,X,O,O,X,O,X
LSOJZTI,O,X,X,O,O,X,O,X
LSOJZIT,O,X,X,O,O,X,O,X
LSOZTIJ,O,O,X,O,O,O,O,X
LSOZTJI,O,O,X,O,O,O,O,X
LSOZITJ,O,O,X,O,O,O,O,X
LSOZIJT,O,O,X,O,O,X,O,X
LSOZJTI,O,O,X,O,O,X,O,X
LSOZJIT,O,O,X,O,O,X,O,X
LZTIJSO,O,O,O,O,O,X,O,O
LZTIJOS,O,O,O,O,O,X,X,O
LZTISJO,O,O,O,O,O,X,O,O
LZTISOJ,O,O,O,O,O,X,O,O
LZTIOJS,O,O,O,O,O,X,O,O
LZTIOSJ,O,O,O,O,O,X,O,O
LZTJISO,O,O,O,O,O,X,O,O
LZTJIOS,O,O,O,O,O,X,X,O
LZTJSIO,O,O,O,O,O,X,O,O
LZTJSOI,O,O,O,O,O,X,O,O
LZTJOIS,O,O,O,O,O,X,X,O
LZTJOSI,O,O,O,O,O,X,X,O
LZTSIJO,O,O,O,O,O,X,O,O
LZTSIOJ,O,O,O,O,O,X,O,O
LZTSJIO,O,O,O,O,O,X,O,O
LZTSJOI,O,O,O,O,O,X,O,O
LZTSOIJ,O,O,O,O,O,X,O,O
LZTSOJI,O,O,O,O,O,X,O,O
LZTOIJS,O,O,O,O,O,X,O,O
LZTOISJ,O,O,O,O,O,X,O,O
LZTOJIS,O,O,O,O,O,X,O,O
LZTOJSI,O,O,O,O,O,X,O,O
LZTOSIJ,O,O,O,O,O,X,O,O
LZTOSJI,O,O,O,O,O,X,O,O
LZITJSO,O,O,O,O,O,X,O,O
LZITJOS,O,O,O,O,O,X,X,O
LZITSJO,O,O,O,O,O,X,O,O
LZITSOJ,O,O,O,O,O,X,O,O
LZITOJS,O,O,O,O,O,X,O,O
LZITOSJ,O,O,O,O,O,X,O,O
LZIJTSO,O,O,O,O,O,X,O,X
LZIJTOS,O,O,O,O,O,X,X,X
LZIJSTO,O,O,O,O,O,X,O,X
LZIJSOT,O,O,X,O,O,X,O,X
LZIJOTS,X,X,X,O,O,X,O,X
LZIJOST,X,X,X,O,O,X,O,X
LZISTJO,O,O,O,O,O,X,O,X
LZISTOJ,O,O,O,O,O,X,O,X
LZISJTO,O,O,O,O,O,X,O,X
LZISJOT,O,O,X,O,O,X,O,X
LZISOTJ,O,O,O,O,O,X,O,X
LZISOJT,O,O,O,O,O,X,O,X
LZIOTJS,X,X,O,O,O,X,O,O
LZIOTSJ,X,X,O,O,O,X,O,O
LZIOJTS,X,X,O,O,O,X,O,X
LZIOJST,X,X,O,O,O,X,O,X
LZIOSTJ,X,X,O,O,O,X,O,X
LZIOSJT,X,X,O,O,O,X,O,X
LZJTISO,O,O,O,O,O,X,O,X
LZJTIOS,O,O,O,O,O,X,X,X
LZJTSIO,O,O,O,O,O,X,O,X
LZJTSOI,O,O,O,O,O,X,O,X
LZJTOIS,O,O,O,O,O,X,X,X
LZJTOSI,O,O,O,O,O,X,X,X
LZJITSO,O,O,O,O,O,X,O,X
LZJITOS,O,O,O,O,O,X,X,X
LZJISTO,O,O,O,O,O,X,O,X
LZJISOT,O,O,X,O,O,X,O,X
LZJIOTS,X,X,X,O,O,X,O,X
LZJIOST,X,X,X,O,O,X,O,X
LZJSTIO,O,O,O,O,O,X,O,X
LZJSTOI,O,O,O,O,O,X,O,X
LZJSITO,O,O,O,O,O,X,O,X
LZJSIOT,O,O,X,O,O,X,O,X
LZJSOTI,O,O,X,O,O,X,O,X
LZJSOIT,O,O,X,O,O,X,O,X
LZJOTIS,X,X,X,O,O,X,O,X
LZJOTSI,X,X,X,O,O,X,O,X
LZJOITS,X,X,X,O,O,X,O,X
LZJOIST,X,X,X,O,O,X,O,X
LZJOSTI,X,X,X,O,O,X,O,X
LZJOSIT,X,X,X,O,O,X,O,X
LZSTIJO,O,O,O,O,O,X,O,X
LZSTIOJ,O,O,O,O,O,X,O,X
LZSTJIO,O,O,O,O,O,X,O,X
LZSTJOI,O,O,O,O,O,X,O,X
LZSTOIJ,O,O,O,O,O,X,O,X
LZSTOJI,O,O,O,O,O,X,O,X
LZSITJO,O,O,O,O,O,X,O,X
LZSITOJ,O,O,O,O,O,X,O,X
LZSIJTO,O,O,O,O,O,X,O,X
LZSIJOT,O,O,X,O,O,X,O,X
LZSIOTJ,O,O,O,O,O,X,O,X
LZSIOJT,O,O,O,O,O,X,O,X
LZSJTIO,O,O,O,O,O,X,O,X
LZSJTOI,O,O,O,O,O,X,O,X
LZSJITO,O,O,O,O,O,X,O,X
LZSJIOT,O,O,X,O,O,X,O,X
LZSJOTI,O,O,X,O,O,X,O,X
LZSJOIT,O,O,X,O,O,X,O,X
LZSOTIJ,O,O,O,O,O,X,O,X
LZSOTJI,O,O,O,O,O,X,O,X
LZSOITJ,O,O,O,O,O,X,O,X
LZSOIJT,O,O,O,O,O,X,O,X
LZSOJTI,O,O,O,O,O,X,O,X
LZSOJIT,O,O,O,O,O,X,O,X
LZOTIJS,X,X,O,O,O,X,O,O
LZOTISJ,X,X,O,O,O,X,O,O
LZOTJIS,X,X,O,O,O,X,O,O
LZOTJSI,X,X,O,O,O,X,O,O
LZOTSIJ,X,X,O,O,O,X,O,O
LZOTSJI,X,X,O,O,O,X,O,O
LZOITJS,X,X,O,O,O,X,O,O
LZOITSJ,X,X,O,O,O,X,O,O
LZOIJTS,X,X,O,O,O,X,O,X
LZOIJST,X,X,O,O,O,X,O,X
LZOISTJ,X,X,O,O,O,X,O,X
LZOISJT,X,X,O,O,O,X,O,X
LZOJTIS,X,X,O,O,O,X,O,X
LZOJTSI,X,X,O,O,O,X,O,X
LZOJITS,X,X,O,O,O,X,O,X
LZOJIST,X,X,O,O,O,X,O,X
LZOJSTI,X,X,O,O,O,X,O,X
LZOJSIT,X,X,O,O,O,X,O,X
LZOSTIJ,X,X,O,O,O,X,O,X
LZOSTJI,X,X,O,O,O,X,O,X
LZOSITJ,X,X,O,O,O,X,O,X
LZOSIJT,X,X,O,O,O,X,O,X
LZOSJTI,X,X,O,O,O,X,O,X
LZOSJIT,X,X,O,O,O,X,O,X
LOTIJSZ,X,X,O,O,O,O,O,X
LOTIJZS,X,X,O,O,O,X,O,X
LOTISJZ,X,X,O,X,O,O,O,X
LOTISZJ,X,X,O,X,O,O,O,X
LOTIZJS,X,X,O,O,O,X,O,X
LOTIZSJ,X,X,O,O,O,X,O,X
LOTJISZ,X,X,O,O,O,O,O,X
LOTJIZS,X,X,O,O,O,X,O,X
LOTJSIZ,X,X,O,O,O,O,O,X
LOTJSZI,X,X,O,O,O,O,O,X
LOTJZIS,X,X,O,O,O,X,O,X
LOTJZSI,X,X,O,O,O,X,O,X
LOTSIJZ,X,X,O,X,O,O,O,X
LOTSIZJ,X,X,O,X,O,O,O,X
LOTSJIZ,X,X,O,X,O,O,O,X
LOTSJZI,X,X,O,X,O,O,O,X
LOTSZIJ,X,X,O,X,O,O,O,X
LOTSZJI,X,X,O,X,O,O,O,X
LOTZIJS,X,X,O,O,O,X,O,X
LOTZISJ,X,X,O,O,O,X,O,X
LOTZJIS,X,X,O,O,O,X,O,X
LOTZJSI,X,X,O,O,O,X,O,X
LOTZSIJ,X,X,O,O,O,X,O,X
LOTZSJI,X,X,O,O,O,X,O,X
LOITJSZ,X,X,O,O,O,O,O,X
LOITJZS,X,X,O,O,O,X,O,X
LOITSJZ,X,X,O,X,O,O,O,X
LOITSZJ,X,X,O,X,O,O,O,X
LOITZJS,X,X,O,O,O,X,O,X
LOITZSJ,X,X,O,O,O,X,O,X
LOIJTSZ,X,X,O,O,O,X,O,X
LOIJTZS,X,X,O,O,O,X,O,X
LOIJSTZ,X,X,X,O,O,X,O,X
LOIJSZT,X,X,X,O,O,X,O,X
LOIJZTS,X,X,O,O,O,X,O,X
LOIJZST,X,X,O,O,O,X,O,X
LOISTJZ,X,X,X,X,O,O,O,X
LOISTZJ,X,X,X,X,O,O,O,X
LOISJTZ,X,X,X,O,O,O,O,X
LOISJZT,X,X,X,O,O,X,O,X
LOISZTJ,X,X,X,O,O,O,O,X
LOISZJT,X,X,X,O,O,X,O,X
LOIZTJS,X,X,O,O,O,X,O,O
LOIZTSJ,X,X,O,O,O,X,O,O
LOIZJTS,X,X,O,O,O,X,O,X
LOIZJST,X,X,O,O,O,X,O,X
LOIZSTJ,X,X,O,O,O,X,O,X
LOIZSJT,X,X,O,O,O,X,O,X
LOJTISZ,X,X,O,O,O,X,O,X
LOJTIZS,X,X,O,O,O,X,O,X
LOJTSIZ,X,X,O,O,O,X,O,X
LOJTSZI,X,X,O,O,O,X,O,X
LOJTZIS,X,X,O,O,O,X,O,X
LOJTZSI,X,X,O,O,O,X,O,X
LOJITSZ,X,X,O,O,O,X,O,X
LOJITZS,X,X,O,O,O,X,O,X
LOJISTZ,X,X,X,O,O,X,O,X
LOJISZT,X,X,X,O,O,X,O,X
LOJIZTS,X,X,O,O,O,X,O,X
LOJIZST,X,X,O,O,O,X,O,X
LOJSTIZ,X,X,X,O,O,X,O,X
LOJSTZI,X,X,X,O,O,X,O,X
LOJSITZ,X,X,X,O,O,X,O,X
LOJSIZT,X,X,X,O,O,X,O,X
LOJSZTI,X,X,X,O,O,X,O,X
LOJSZIT,X,X,X,O,O,X,O,X
LOJZTIS,X,X,O,O,O,X,O,X
LOJZTSI,X,X,O,O,O,X,O,X
LOJZITS,X,X,O,O,O,X,O,X
LOJZIST,X,X,O,O,O,X,O,X
LOJZSTI,X,X,O,O,O,X,O,X
LOJZSIT,X,X,O,O,O,X,O,X
LOSTIJZ,X,X,X,X,O,O,O,X
LOSTIZJ,X,X,X,X,O,O,O,X
LOSTJIZ,X,X,X,X,O,O,O,X
LOSTJZI,X,X,X,X,O,O,O,X
LOSTZIJ,X,X,X,X,O,O,O,X
LOSTZJI,X,X,X,X,O,O,O,X
LOSITJZ,X,X,X,X,O,O,O,X
LOSITZJ,X,X,X,X,O,O,O,X
LOSIJTZ,X,X,X,O,O,O,O,X
LOSIJZT,X,X,X,O,O,X,O,X
LOSIZTJ,X,X,X,O,O,O,O,X
LOSIZJT,X,X,X,O,O,X,O,X
LOSJTIZ,X,X,X,O,O,O,O,X
LOSJTZI,X,X,X,O,O,O,O,X
LOSJITZ,X,X,X,O,O,O,O,X
LOSJIZT,X,X,X,O,O,X,O,X
LOSJZTI,X,X,X,O,O,X,O,X
LOSJZIT,X,X,X,O,O,X,O,X
LOSZTIJ,X,X,X,O,O,O,O,X
LOSZTJI,X,X,X,O,O,O,O,X
LOSZITJ,X,X,X,O,O,O,O,X
LOSZIJT,X,X,X,O,O,X,O,X
LOSZJTI,X,X,X,O,O,X,O,X
LOSZJIT,X,X,X,O,O,X,O,X
LOZTIJS,X,X,O,O,O,X,O,O
LOZTISJ,X,X,O,O,O,X,O,O
LOZTJIS,X,X,O,O,O,X,O,O
LOZTJSI,X,X,O,O,O,X,O,O
LOZTSIJ,X,X,O,O,O,X,O,O
LOZTSJI,X,X,O,O,O,X,O,O
LOZITJS,X,X,O,O,O,X,O,O
LOZITSJ,X,X,O,O,O,X,O,O
LOZIJTS,X,X,O,O,O,X,O,X
LOZIJST,X,X,O,O,O,X,O,X
LOZISTJ,X,X,O,O,O,X,O,X
LOZISJT,X,X,O,O,O,X,O,X
LOZJTIS,X,X,O,O,O,X,O,X
LOZJTSI,X,X,O,O,O,X,O,X
LOZJITS,X,X,O,O,O,X,O,X
LOZJIST,X,X,O,O,O,X,O,X
LOZJSTI,X,X,O,O,O,X,O,X
LOZJSIT,X,X,O,O,O,X,O,X
LOZSTIJ,X,X,O,O,O,X,O,X
LOZSTJI,X,X,O,O,O,X,O,X
LOZSITJ,X,X,O,O,O,X,O,X
LOZSIJT,X,X,O,O,O,X,O,X
LOZSJTI,X,X,O,O,O,X,O,X
LOZSJIT,X,X,O,O,O,X,O,X
JTILSZO,X,X,O,O,O,O,O,O
JTILSOZ,X,X,O,O,X,O,O,X
JTILZSO,X,X,O,O,O,X,O,O
JTILZOS,X,X,O,O,O,X,X,O
JTILOSZ,X,X,O,O,X,O,O,X
JTILOZS,X,X,O,O,O,X,O,O
JTISLZO,O,O,O,O,X,O,X,O
JTISLOZ,O,O,O,O,X,O,X,X
JTISZLO,O,O,O,O,X,O,X,O
JTISZOL,O,O,O,O,X,O,X,O
JTISOLZ,O,O,O,O,X,O,X,X
JTISOZL,O,O,O,O,X,O,X,X
JTIZLSO,O,O,O,O,O,X,O,O
JTIZLOS,O,O,O,O,O,X,X,O
JTIZSLO,O,O,O,O,O,O,X,O
JTIZSOL,O,O,O,O,O,O,X,O
JTIZOLS,O,O,O,O,O,X,X,O
JTIZOSL,O,O,O,O,O,O,X,O
JTIOLSZ,X,X,O,O,O,O,O,X
JTIOLZS,X,X,O,O,O,X,O,O
JTIOSLZ,O,O,O,O,O,O,X,X
JTIOSZL,O,O,O,O,O,O,X,X
JTIOZLS,O,O,O,O,O,X,O,O
JTIOZSL,O,O,O,O,O,O,X,O
JTLISZO,X,X,O,O,O,O,O,O
JTLISOZ,X,X,O,O,X,O,O,X
JTLIZSO,X,X,O,O,O,X,O,O
JTLIZOS,X,X,O,O,O,X,X,O
JTLIOSZ,X,X,O,O,X,O,O,X
JTLIOZS,X,X,O,O,O,X,O,O
JTLSIZO,X,X,O,O,O,O,O,O
JTLSIOZ,X,X,O,O,X,O,O,X
JTLSZIO,X,X,O,O,O,O,O,O
JTLSZOI,X,X,O,O,O,O,O,O
JTLSOIZ,X,X,O,O,X,O,O,X
JTLSOZI,X,X,O,O,X,O,O,X
JTLZISO,X,X,O,O,O,X,O,O
JTLZIOS,X,X,O,O,O,X,X,O
JTLZSIO,X,X,O,O,O,X,O,O
JTLZSOI,X,X,O,O,O,X,O,O
JTLZOIS,X,X,O,O,O,X,X,O
JTLZOSI,X,X,O,O,O,X,X,O
JTLOISZ,X,X,O,O,X,O,O,X
JTLOIZS,X,X,O,O,O,X,O,O
JTLOSIZ,X,X,O,O,X,O,O,X
JTLOSZI,X,X,O,O,X,O,O,X
JTLOZIS,X,X,O,O,O,X,O,O
JTLOZSI,X,X,O,O,O,X,O,O
JTSILZO,O,O,O,O,X,O,X,O
JTSILOZ,O,O,O,O,X,O,X,X
JTSIZLO,O,O,O,O,X,O,X,O
JTSIZOL,O,O,O,O,X,O,X,O
JTSIOLZ,O,O,O,O,X,O,X,X
JTSIOZL,O,O,O,O,X,O,X,X
JTSLIZO,O,O,O,O,X,O,X,O
JTSLIOZ,O,O,O,O,X,O,X,X
JTSLZIO,O,O,O,O,X,O,X,O
JTSLZOI,O,O,O,O,X,O,X,O
JTSLOIZ,O,O,O,O,X,O,X,X
JTSLOZI,O,O,O,O,X,O,X,X
JTSZILO,O,O,O,O,X,O,X,O
JTSZIOL,O,O,O,O,X,O,X,O
JTSZLIO,O,O,O,O,X,O,X,O
JTSZLOI,O,O,O,O,X,O,X,O
JTSZOIL,O,O,O,O,X,O,X,O
JTSZOLI,O,O,O,O,X,O,X,O
JTSOILZ,O,O,O,O,X,O,X,X
JTSOIZL,O,O,O,O,X,O,X,X
JTSOLIZ,O,O,O,O,X,O,X,X
JTSOLZI,O,O,O,O,X,O,X,X
JTSOZIL,O,O,O,O,X,O,X,X
JTSOZLI,O,O,O,O,X,O,X,X
JTZILSO,O,O,O,O,O,X,O,O
