sequence,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jex6IvhFygBGdBTfBl?mB3nBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jei6IvhFWhBxcB3fB0?mBlnBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jem6IvhFfhBxcBTfBC?iBlnBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8JeO/IvhF8fBfhBxcBq?mBlnBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jex6IvhFygBGdBTfB3?hBlnBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jex6IvhF0cBTfBmgBf?sBlnB6sB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jei6IvhFWhBxcB3fB0?iBlmBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Je2/IvhFCcBxhB3fB0?mBlnBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jem6IvhFRcBSiBTfBU?hBVsB3sB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jem7IvhFSiBxfBTfBl?mB3nBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8JeK/IvhFzaBRcBciBF?hBfsBusB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jem7IvhFSiBxfBTfB3?hBlnBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Je2/IvhFqiBRhB3fBF?hB8mBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Je2/IvhFRhB1nB3fBU?hBCnBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8JeK/IvhFzaBfhBViBR?nB0mB+sB,v115@7gB8HeB8BeB8EeF8CeH8BeB8JeO/IvhF8fBfhBSiBR?nBlmBTsB
TJSZOLI,O,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X
TJSOILZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TJSOIZL,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TJSOLIZ,O,X,O,X,O,O,O,X,O,O,O,X,X,X,X,X
TJSOLZI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
TJSOZIL,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
TJSOZLI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
TJZILSO,X,O,O,O,X,X,O,O,O,X,X,X,X,O,X,X
TJZILOS,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
TJZISLO,X,O,O,X,X,X,O,O,O,O,X,X,X,O,X,X
TJZISOL,X,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X
TJZIOLS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJZIOSL,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X
TJZLISO,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
TJZLIOS,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
TJZLSIO,X,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X
TJZLSOI,X,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X
TJZLOIS,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
TJZLOSI,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
TJZSILO,X,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
TJZSIOL,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TJZSLIO,X,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TJZSLOI,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TJZSOIL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TJZSOLI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TJZOILS,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
TJZOISL,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TJZOLIS,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
TJZOLSI,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
TJZOSIL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TJZOSLI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TJOILSZ,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
TJOILZS,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X
TJOISLZ,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
TJOISZL,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
TJOIZLS,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TJOIZSL,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
TJOLISZ,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
TJOLIZS,X,X,X,X,O,X,X,X,O,X,O,X,O,O,X,X
TJOLSIZ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TJOLSZI,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TJOLZIS,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
TJOLZSI,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TJOSILZ,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
TJOSIZL,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
TJOSLIZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TJOSLZI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TJOSZIL,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TJOSZLI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TJOZILS,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X
TJOZISL,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
TJOZLIS,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
TJOZLSI,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TJOZSIL,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TJOZSLI,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSILJZO,O,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X
TSILJOZ,O,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X
TSILZJO,O,O,O,X,O,X,X,X,O,O,O,X,X,X,X,O
TSILZOJ,X,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X
TSILOJZ,O,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X
TSILOZJ,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X
TSIJLZO,O,X,O,X,O,X,O,X,O,O,X,O,X,O,X,X
TSIJLOZ,O,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X
TSIJZLO,X,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
TSIJZOL,X,X,O,X,X,O,O,X,O,X,X,X,X,O,X,X
TSIJOLZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
TSIJOZL,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X
TSIZLJO,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
TSIZLOJ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X
TSIZJLO,X,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X
TSIZJOL,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O
TSIZOLJ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TSIZOJL,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSIOLJZ,O,X,O,X,O,O,X,X,O,O,X,X,X,X,O,X
TSIOLZJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
TSIOJLZ,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X
TSIOJZL,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TSIOZLJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSIOZJL,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TSLIJZO,O,X,O,O,O,X,O,X,O,O,X,O,X,X,X,X
TSLIJOZ,O,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X
TSLIZJO,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X
TSLIZOJ,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
TSLIOJZ,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
TSLIOZJ,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TSLJIZO,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TSLJIOZ,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TSLJZIO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
TSLJZOI,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X
TSLJOIZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TSLJOZI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
TSLZIJO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
TSLZIOJ,X,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X
TSLZJIO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
TSLZJOI,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X
TSLZOIJ,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSLZOJI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSLOIJZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TSLOIZJ,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TSLOJIZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TSLOJZI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
TSLOZIJ,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSLOZJI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSJILZO,O,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X
TSJILOZ,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TSJIZLO,X,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
TSJIZOL,X,X,O,X,X,O,O,X,O,X,X,X,X,O,X,X
TSJIOLZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
TSJIOZL,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X
TSJLIZO,O,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TSJLIOZ,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TSJLZIO,O,O,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TSJLZOI,O,O,X,X,O,O,O,X,O,X,O,X,X,X,X,X
TSJLOIZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TSJLOZI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
TSJZILO,X,O,O,X,X,X,O,O,O,O,O,X,X,X,X,X
TSJZIOL,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TSJZLIO,O,O,O,X,O,X,O,O,O,O,O,X,X,X,X,X
TSJZLOI,O,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X
TSJZOIL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSJZOLI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSJOILZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TSJOIZL,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSJOLIZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TSJOLZI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSJOZIL,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSJOZLI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSZILJO,X,O,O,X,X,X,O,O,O,O,O,X,X,X,X,O
TSZILOJ,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X
TSZIJLO,X,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X
TSZIJOL,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O
TSZIOLJ,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X
TSZIOJL,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TSZLIJO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
TSZLIOJ,X,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X
TSZLJIO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
TSZLJOI,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X
TSZLOIJ,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSZLOJI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSZJILO,X,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X
TSZJIOL,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O
TSZJLIO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
TSZJLOI,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X
TSZJOIL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
TSZJOLI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSZOILJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O
TSZOIJL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
TSZOLIJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TSZOLJI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TSZOJIL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
TSZOJLI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSOILJZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TSOILZJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
TSOIJLZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TSOIJZL,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSOIZLJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
TSOIZJL,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
TSOLIJZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TSOLIZJ,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
TSOLJIZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TSOLJZI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
TSOLZIJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TSOLZJI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TSOJILZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TSOJIZL,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSOJLIZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TSOJLZI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSOJZIL,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSOJZLI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TSOZILJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O
TSOZIJL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
TSOZLIJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TSOZLJI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TSOZJIL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
TSOZJLI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZILJSO,X,X,O,O,O,X,O,O,O,X,X,O,X,X,X,O
TZILJOS,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
TZILSJO,X,X,O,O,O,X,O,O,O,X,X,O,X,X,X,O
TZILSOJ,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TZILOJS,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
TZILOSJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TZIJLSO,X,O,O,O,O,X,O,O,O,X,X,O,X,O,X,O
TZIJLOS,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
TZIJSLO,X,O,O,X,O,X,O,O,O,O,X,O,X,O,X,X
TZIJSOL,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O
TZIJOLS,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
TZIJOSL,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X
TZISLJO,X,O,O,X,O,X,O,O,O,O,X,O,X,X,X,O
TZISLOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZISJLO,X,O,O,X,O,X,O,O,O,O,X,O,X,X,X,X
TZISJOL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZISOLJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZISOJL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZIOLJS,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
TZIOLSJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TZIOJLS,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
TZIOJSL,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZIOSLJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZIOSJL,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZLIJSO,X,X,O,O,O,X,O,O,O,X,X,O,X,X,X,X
TZLIJOS,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
TZLISJO,O,X,O,O,O,X,O,O,O,X,X,O,X,X,X,X
TZLISOJ,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TZLIOJS,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
TZLIOSJ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TZLJISO,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X
TZLJIOS,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X
TZLJSIO,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
TZLJSOI,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZLJOIS,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
TZLJOSI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TZLSIJO,O,O,O,O,O,X,O,O,O,X,O,O,X,X,X,X
TZLSIOJ,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZLSJIO,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X
TZLSJOI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZLSOIJ,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZLSOJI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZLOIJS,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
TZLOISJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TZLOJIS,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
TZLOJSI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TZLOSIJ,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TZLOSJI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TZJILSO,X,O,O,O,O,X,O,O,O,X,X,O,X,O,X,O
TZJILOS,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X
TZJISLO,X,O,O,X,O,X,O,O,O,O,X,O,X,O,X,X
TZJISOL,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O
TZJIOLS,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
TZJIOSL,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X
TZJLISO,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X
TZJLIOS,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X
TZJLSIO,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
TZJLSOI,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZJLOIS,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
TZJLOSI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TZJSILO,X,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TZJSIOL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZJSLIO,X,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TZJSLOI,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZJSOIL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZJSOLI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZJOILS,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O
TZJOISL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZJOLIS,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
TZJOLSI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TZJOSIL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZJOSLI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZSILJO,X,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O
TZSILOJ,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TZSIJLO,X,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X
TZSIJOL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZSIOLJ,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TZSIOJL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZSLIJO,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X
TZSLIOJ,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZSLJIO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
TZSLJOI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZSLOIJ,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZSLOJI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZSJILO,X,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
TZSJIOL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZSJLIO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
TZSJLOI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZSJOIL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZSJOLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZSOILJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O
TZSOIJL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZSOLIJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TZSOLJI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TZSOJIL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZSOJLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZOILJS,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,O
TZOILSJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
TZOIJLS,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,O
TZOIJSL,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZOISLJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZOISJL,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZOLIJS,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
TZOLISJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TZOLJIS,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TZOLJSI,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TZOLSIJ,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TZOLSJI,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TZOJILS,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O
TZOJISL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZOJLIS,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TZOJLSI,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TZOJSIL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZOJSLI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZOSILJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZOSIJL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZOSLIJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZOSLJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZOSJIL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TZOSJLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TOILJSZ,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X
TOILJZS,X,X,X,X,O,X,X,X,O,X,X,O,O,O,X,X
TOILSJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TOILSZJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TOILZJS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
TOILZSJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
TOIJLSZ,O,X,O,X,O,X,O,X,O,X,X,O,O,O,X,X
TOIJLZS,X,X,X,X,O,X,X,X,O,X,X,O,O,O,X,X
TOIJSLZ,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
TOIJSZL,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
TOIJZLS,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TOIJZSL,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
TOISLJZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TOISLZJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
TOISJLZ,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
TOISJZL,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
TOISZLJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
TOISZJL,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
TOIZLJS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
TOIZLSJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
TOIZJLS,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O
TOIZJSL,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O
TOIZSLJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
TOIZSJL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
TOLIJSZ,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X
TOLIJZS,X,X,X,X,O,X,X,X,O,X,O,O,O,O,X,X
TOLISJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TOLISZJ,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TOLIZJS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TOLIZSJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TOLJISZ,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
TOLJIZS,X,X,X,X,O,X,X,X,O,X,O,X,O,O,X,X
