sequence,v115@6gC8HeB8HeC8CeH8BeF8Jei6IvhFRcB3fBGhBTiBll?BUqB,v115@6gC8HeB8HeC8CeH8BeF8Jex6IvhFmcB/kBUgBFhBSn?BTqB,v115@6gC8HeB8HeC8CeH8BeF8JeO/IvhFXbBVhBUdBClBxm?BTqB,v115@6gC8HeB8HeC8CeH8BeF8Jel6IvhFcgBicB/kBGiBRm?BTqB,v115@6gC8HeB8HeC8CeH8BeF8Jex6IvhFmcBTfB/lBFhBSn?BUqB,v115@6gC8HeB8HeC8CeH8BeF8Je2/IvhFRbBzcBSnB0kBll?B3qB,v115@6gC8HeB8HeC8CeH8BeF8Jei6IvhFuhBRgBTiB0kBll?B3qB,v115@6gC8HeB8HeC8CeH8BeF8JeO/IvhFxbB/iBqkB0hBll?BTqB,v115@6gC8HeB8HeC8CeH8BeF8Jex6IvhFuhBifBTiBfqBll?B8qB,v115@6gC8HeB8HeC8CeH8BeF8Jei6IvhFRgBGiBzhB0kBll?B3qB
LSOTIZJ,O,O,X,X,X,X,X,X,X,X
LSOTJIZ,O,O,X,X,X,X,X,X,O,X
LSOTJZI,O,O,O,O,X,X,X,X,O,X
LSOTZIJ,O,O,X,O,X,O,X,X,X,X
LSOTZJI,O,O,O,O,X,O,X,X,O,X
LSOITJZ,O,O,O,X,X,X,X,X,O,X
LSOITZJ,O,O,O,O,X,X,X,X,X,X
LSOIJTZ,O,O,O,O,X,X,X,X,O,X
LSOIJZT,O,O,X,O,O,X,X,X,X,X
LSOIZTJ,O,O,X,O,O,X,X,X,X,X
LSOIZJT,O,O,X,O,O,X,X,X,X,X
LSOJTIZ,O,O,X,O,X,X,X,X,O,X
LSOJTZI,O,O,O,O,X,X,X,X,O,X
LSOJITZ,O,O,O,O,X,X,X,X,O,X
LSOJIZT,O,O,X,O,O,X,X,X,X,X
LSOJZTI,O,O,X,O,O,X,X,O,O,X
LSOJZIT,O,O,X,O,O,X,X,O,X,X
LSOZTIJ,O,O,X,O,O,O,X,O,X,X
LSOZTJI,O,O,X,O,O,O,X,O,O,X
LSOZITJ,O,O,X,O,O,X,X,X,X,X
LSOZIJT,O,O,X,O,O,X,X,O,X,X
LSOZJTI,O,O,X,O,O,O,X,O,O,X
LSOZJIT,O,O,X,O,O,O,X,O,X,X
LZTIJSO,X,O,O,X,O,O,X,X,X,O
LZTIJOS,X,O,X,X,O,O,O,X,X,O
LZTISJO,X,X,O,X,X,O,X,X,X,O
LZTISOJ,X,X,X,X,X,O,O,X,X,X
LZTIOJS,X,X,X,X,O,O,O,X,X,O
LZTIOSJ,X,X,X,X,X,O,O,X,X,X
LZTJISO,O,O,O,X,O,O,X,X,X,O
LZTJIOS,X,O,X,X,O,O,O,X,X,O
LZTJSIO,O,O,O,X,O,O,X,X,X,X
LZTJSOI,O,O,O,X,O,O,X,X,X,X
LZTJOIS,X,O,X,X,O,O,O,X,X,X
LZTJOSI,X,O,O,X,O,O,O,X,X,X
LZTSIJO,O,O,O,X,O,O,X,X,X,O
LZTSIOJ,O,O,X,X,O,O,O,X,X,X
LZTSJIO,O,O,O,X,O,O,X,X,X,X
LZTSJOI,O,O,O,X,O,O,X,X,X,X
LZTSOIJ,O,O,X,X,O,O,O,X,X,X
LZTSOJI,O,O,O,X,O,O,O,X,X,X
LZTOIJS,O,O,X,X,O,O,O,X,X,O
LZTOISJ,O,X,X,X,O,O,O,X,X,X
LZTOJIS,O,O,X,X,O,O,O,X,X,X
LZTOJSI,O,O,O,X,O,O,O,X,X,X
LZTOSIJ,O,O,X,X,O,O,O,X,X,X
LZTOSJI,O,O,O,X,O,O,O,X,X,X
LZITJSO,X,X,O,X,O,O,X,X,X,O
LZITJOS,X,X,O,X,O,O,O,X,X,O
LZITSJO,X,X,O,X,X,O,X,X,X,O
LZITSOJ,X,X,O,X,X,O,O,X,X,X
LZITOJS,X,X,O,X,O,O,O,X,X,O
LZITOSJ,X,X,O,X,X,O,O,X,X,X
LZIJTSO,X,X,O,X,O,O,X,X,X,O
LZIJTOS,X,X,O,X,O,O,X,X,X,O
LZIJSTO,X,X,O,X,O,O,X,X,X,O
LZIJSOT,X,X,O,X,O,O,X,X,X,O
LZIJOTS,X,X,O,X,O,O,O,X,X,O
LZIJOST,X,X,O,X,O,O,O,X,X,O
LZISTJO,X,X,O,X,O,X,X,X,X,X
LZISTOJ,X,X,O,X,O,X,X,X,X,X
LZISJTO,X,X,O,X,O,X,X,X,X,O
LZISJOT,X,X,O,X,O,X,X,X,X,O
LZISOTJ,X,X,X,X,O,X,X,X,X,X
LZISOJT,X,X,X,X,O,X,O,X,X,X
LZIOTJS,X,X,O,X,O,O,O,X,X,X
LZIOTSJ,X,X,O,X,O,O,O,X,X,X
LZIOJTS,X,X,O,X,O,O,O,X,X,O
LZIOJST,X,X,O,X,O,O,O,X,X,O
LZIOSTJ,X,X,X,X,O,X,X,X,X,X
LZIOSJT,X,X,X,X,O,X,O,X,X,X
LZJTISO,X,O,O,X,O,O,X,X,X,O
LZJTIOS,X,O,X,X,O,O,O,X,X,O
LZJTSIO,X,O,O,X,O,O,X,X,X,X
LZJTSOI,X,O,O,X,O,O,X,X,X,X
LZJTOIS,X,O,X,X,O,O,O,X,X,X
LZJTOSI,X,O,O,X,O,O,O,X,X,X
LZJITSO,X,X,O,X,O,O,X,X,X,O
LZJITOS,X,X,O,X,O,O,X,X,X,O
LZJISTO,O,X,O,X,O,O,X,X,X,O
LZJISOT,O,X,O,X,O,O,X,X,X,O
LZJIOTS,X,X,O,X,O,O,O,X,X,O
LZJIOST,X,X,O,X,O,O,O,X,X,O
LZJSTIO,O,O,O,X,O,O,X,O,X,X
LZJSTOI,X,O,O,X,O,O,X,O,X,X
LZJSITO,O,O,O,X,O,O,X,O,X,O
LZJSIOT,O,O,X,X,O,O,X,O,X,O
LZJSOTI,X,O,X,X,O,O,X,O,X,X
LZJSOIT,O,O,X,X,O,O,X,O,X,X
LZJOTIS,X,O,X,X,O,O,O,X,X,X
LZJOTSI,X,O,X,X,O,O,O,X,X,X
LZJOITS,X,X,X,X,O,O,O,X,X,O
LZJOIST,X,X,X,X,O,O,O,X,X,O
LZJOSTI,X,O,X,X,O,O,O,X,X,X
LZJOSIT,X,O,X,X,O,O,O,X,X,X
LZSTIJO,O,O,O,X,O,O,X,O,X,O
LZSTIOJ,O,O,X,X,O,O,O,O,X,X
LZSTJIO,O,O,O,X,O,O,X,O,X,X
LZSTJOI,O,O,O,X,O,O,X,O,X,X
LZSTOIJ,O,O,X,X,O,O,O,O,X,X
LZSTOJI,O,O,O,X,O,O,O,O,O,X
LZSITJO,O,O,O,X,O,X,X,O,X,X
LZSITOJ,O,O,O,X,O,X,X,O,X,X
LZSIJTO,O,O,O,X,O,X,X,O,X,O
LZSIJOT,O,O,X,X,O,X,X,O,X,O
LZSIOTJ,O,O,X,X,O,X,X,X,X,X
LZSIOJT,O,O,X,X,O,X,O,O,X,X
LZSJTIO,O,O,O,X,O,O,X,O,X,X
LZSJTOI,O,O,O,X,O,O,X,O,X,X
LZSJITO,O,O,O,X,O,O,X,O,X,O
LZSJIOT,O,O,X,X,O,O,X,O,X,O
LZSJOTI,O,O,X,X,O,O,X,O,X,X
LZSJOIT,O,O,X,X,O,O,X,O,X,X
LZSOTIJ,O,O,X,X,O,O,O,O,X,X
LZSOTJI,O,O,X,X,O,O,O,O,O,X
LZSOITJ,O,O,X,X,O,X,X,X,X,X
LZSOIJT,O,O,X,X,O,X,O,O,X,X
LZSOJTI,O,O,X,X,O,O,O,O,O,X
LZSOJIT,O,O,X,X,O,O,O,O,X,X
LZOTIJS,O,O,X,X,O,O,O,X,X,O
LZOTISJ,O,X,X,X,O,O,O,X,X,X
LZOTJIS,O,O,X,X,O,O,O,X,X,X
LZOTJSI,O,O,X,X,O,O,O,X,X,X
LZOTSIJ,O,O,X,X,O,O,O,X,X,X
LZOTSJI,O,O,X,X,O,O,O,X,X,X
LZOITJS,O,X,X,X,O,O,O,X,X,X
LZOITSJ,O,X,X,X,O,O,O,X,X,X
LZOIJTS,X,X,X,X,O,O,O,X,X,O
LZOIJST,O,X,X,X,O,O,O,X,X,O
LZOISTJ,O,X,X,X,O,X,X,X,X,X
LZOISJT,O,X,X,X,O,X,O,X,X,X
LZOJTIS,X,O,X,X,O,O,O,X,X,X
LZOJTSI,X,O,X,X,O,O,O,X,X,X
LZOJITS,X,X,X,X,O,O,O,X,X,O
LZOJIST,O,X,X,X,O,O,O,X,X,O
LZOJSTI,O,O,X,X,O,O,O,X,O,X
LZOJSIT,O,O,X,X,O,O,O,X,X,X
LZOSTIJ,O,O,X,X,O,O,O,X,X,X
LZOSTJI,O,O,X,X,O,O,O,X,O,X
LZOSITJ,O,O,X,X,O,X,X,X,X,X
LZOSIJT,O,O,X,X,O,X,O,X,X,X
LZOSJTI,O,O,X,X,O,O,O,X,O,X
LZOSJIT,O,O,X,X,O,O,O,X,X,X
LOTIJSZ,O,O,O,X,X,X,X,X,X,X
LOTIJZS,X,O,O,X,O,X,X,X,X,X
LOTISJZ,O,O,O,X,X,X,X,X,X,X
LOTISZJ,O,O,O,X,X,X,X,X,X,X
LOTIZJS,X,O,O,X,O,O,X,X,X,X
LOTIZSJ,X,X,O,X,O,O,X,X,X,X
LOTJISZ,O,O,O,X,X,X,X,X,X,X
LOTJIZS,X,O,O,X,O,X,X,X,X,X
LOTJSIZ,O,O,O,X,X,X,X,X,O,X
LOTJSZI,O,O,O,X,X,X,X,X,O,X
LOTJZIS,X,O,O,X,O,O,O,X,X,X
LOTJZSI,X,O,O,X,O,O,O,X,X,X
LOTSIJZ,O,O,O,X,X,X,X,X,O,X
LOTSIZJ,O,O,O,X,X,X,X,X,X,X
LOTSJIZ,O,O,O,X,X,X,X,X,O,X
LOTSJZI,O,O,O,X,X,X,X,X,O,X
LOTSZIJ,O,O,O,X,X,O,X,X,X,X
LOTSZJI,O,O,O,X,X,O,X,X,O,X
LOTZIJS,X,O,O,X,O,O,O,X,X,X
LOTZISJ,X,X,O,X,O,O,O,X,X,X
LOTZJIS,X,O,O,X,O,O,O,X,X,X
LOTZJSI,X,O,O,X,O,O,O,X,X,X
LOTZSIJ,X,O,O,X,O,O,O,X,X,X
LOTZSJI,X,O,O,X,O,O,O,X,X,X
LOITJSZ,O,O,O,X,X,X,X,X,X,X
LOITJZS,X,O,O,X,O,X,X,X,X,X
LOITSJZ,O,O,O,X,X,X,X,X,X,X
LOITSZJ,O,O,O,O,X,X,X,X,X,X
LOITZJS,X,O,O,X,O,O,X,X,X,X
LOITZSJ,X,X,O,O,O,O,X,X,X,X
LOIJTSZ,O,O,O,O,X,X,X,X,X,X
LOIJTZS,X,O,O,O,O,X,X,X,X,X
LOIJSTZ,O,O,O,O,X,X,X,X,O,X
LOIJSZT,O,O,O,O,O,X,X,X,X,X
LOIJZTS,X,X,O,O,O,X,X,X,X,X
LOIJZST,O,X,O,O,O,X,X,X,X,X
LOISTJZ,O,O,O,X,X,X,X,X,O,X
LOISTZJ,O,O,O,O,X,X,X,X,X,X
LOISJTZ,O,O,O,O,X,X,X,X,O,X
LOISJZT,O,O,O,O,O,X,X,X,X,X
LOISZTJ,O,O,O,O,O,X,X,X,X,X
LOISZJT,O,O,O,O,O,X,X,X,X,X
LOIZTJS,O,X,O,X,O,O,X,X,X,X
LOIZTSJ,O,X,O,O,O,O,X,X,X,X
LOIZJTS,X,X,O,O,O,O,X,X,X,X
LOIZJST,O,X,O,O,O,O,X,X,X,X
LOIZSTJ,O,X,O,O,O,X,X,X,X,X
LOIZSJT,O,X,O,O,O,X,X,X,X,X
LOJTISZ,O,O,O,O,X,X,X,X,X,X
LOJTIZS,X,O,O,O,O,X,X,X,X,X
LOJTSIZ,O,O,O,O,X,X,X,X,O,X
LOJTSZI,O,O,O,O,X,X,X,X,O,X
LOJTZIS,X,O,O,X,O,O,O,X,X,X
LOJTZSI,X,O,O,O,O,O,O,X,X,X
LOJITSZ,O,O,O,O,X,X,X,X,X,X
LOJITZS,X,O,O,O,O,X,X,X,X,X
LOJISTZ,O,O,O,O,X,X,X,X,O,X
LOJISZT,O,O,O,O,O,X,X,X,X,X
LOJIZTS,X,X,O,O,O,X,X,X,X,X
LOJIZST,O,X,O,O,O,X,X,X,X,X
LOJSTIZ,O,O,O,O,X,X,X,X,O,X
LOJSTZI,O,O,O,O,X,X,X,X,O,X
LOJSITZ,O,O,O,O,X,X,X,X,O,X
LOJSIZT,O,O,O,O,O,X,X,X,X,X
LOJSZTI,O,O,O,O,O,X,X,O,O,X
LOJSZIT,O,O,O,O,O,X,X,O,X,X
LOJZTIS,X,O,O,X,O,O,O,X,X,X
LOJZTSI,X,O,O,O,O,O,O,X,X,X
LOJZITS,X,X,O,O,O,O,O,X,X,X
LOJZIST,O,X,O,O,O,O,O,X,X,X
LOJZSTI,O,O,O,O,O,O,O,X,O,X
LOJZSIT,O,O,O,O,O,O,O,X,X,X
LOSTIJZ,O,O,O,X,X,X,X,X,O,X
LOSTIZJ,O,O,O,X,X,X,X,X,X,X
LOSTJIZ,O,O,O,X,X,X,X,X,O,X
LOSTJZI,O,O,O,O,X,X,X,X,O,X
LOSTZIJ,O,O,O,O,X,O,X,X,X,X
LOSTZJI,O,O,O,O,X,O,X,X,O,X
LOSITJZ,O,O,O,X,X,X,X,X,O,X
LOSITZJ,O,O,O,O,X,X,X,X,X,X
LOSIJTZ,O,O,O,O,X,X,X,X,O,X
LOSIJZT,O,O,O,O,O,X,X,X,X,X
LOSIZTJ,O,O,O,O,O,X,X,X,X,X
LOSIZJT,O,O,O,O,O,X,X,X,X,X
LOSJTIZ,O,O,O,O,X,X,X,X,O,X
LOSJTZI,O,O,O,O,X,X,X,X,O,X
LOSJITZ,O,O,O,O,X,X,X,X,O,X
LOSJIZT,O,O,O,O,O,X,X,X,X,X
LOSJZTI,O,O,O,O,O,X,X,O,O,X
LOSJZIT,O,O,O,O,O,X,X,O,X,X
LOSZTIJ,O,O,O,O,O,O,X,O,X,X
LOSZTJI,O,O,O,O,O,O,X,O,O,X
LOSZITJ,O,O,O,O,O,X,X,X,X,X
LOSZIJT,O,O,O,O,O,X,X,O,X,X
LOSZJTI,O,O,O,O,O,O,X,O,O,X
LOSZJIT,O,O,O,O,O,O,X,O,X,X
LOZTIJS,O,O,O,X,O,O,O,X,X,X
LOZTISJ,O,X,O,X,O,O,O,X,X,X
LOZTJIS,O,O,O,X,O,O,O,X,X,X
LOZTJSI,O,O,O,X,O,O,O,X,X,X
LOZTSIJ,O,O,O,X,O,O,O,X,X,X
LOZTSJI,O,O,O,X,O,O,O,X,X,X
LOZITJS,O,X,O,X,O,O,O,X,X,X
LOZITSJ,O,X,O,O,O,O,O,X,X,X
LOZIJTS,X,X,O,O,O,O,O,X,X,X
LOZIJST,O,X,O,O,O,O,O,X,X,X
LOZISTJ,O,X,O,O,O,X,X,X,X,X
LOZISJT,O,X,O,O,O,X,O,X,X,X
LOZJTIS,X,O,O,X,O,O,O,X,X,X
LOZJTSI,X,O,O,O,O,O,O,X,X,X
LOZJITS,X,X,O,X,O,O,O,X,X,X
LOZJIST,O,X,O,O,O,O,O,X,X,X
LOZJSTI,O,O,O,O,O,O,O,X,O,X
LOZJSIT,O,O,O,O,O,O,O,X,X,X
LOZSTIJ,O,O,O,O,O,O,O,X,X,X
LOZSTJI,O,O,O,O,O,O,O,X,O,X
LOZSITJ,O,O,O,O,O,X,X,X,X,X
LOZSIJT,O,O,O,O,O,X,O,X,X,X
LOZSJTI,O,O,O,O,O,O,O,X,O,X
LOZSJIT,O,O,O,O,O,O,O,X,X,X
JTILSZO,O,O,O,O,X,X,X,X,X,X
JTILSOZ,O,O,O,X,X,X,X,X,X,X
JTILZSO,X,O,O,O,X,X,X,X,X,X
JTILZOS,X,O,O,X,X,X,X,X,X,X
JTILOSZ,X,O,O,X,X,X,X,X,X,X
JTILOZS,X,O,O,X,X,X,X,X,X,X
JTISLZO,O,O,O,O,X,X,X,X,X,X
JTISLOZ,O,O,X,X,X,X,X,X,X,X
JTISZLO,O,O,O,O,X,X,X,X,X,X
JTISZOL,X,O,O,O,X,X,X,X,X,X
JTISOLZ,O,O,X,X,X,X,X,X,X,X
JTISOZL,X,O,O,X,X,X,X,X,X,X
JTIZLSO,X,O,O,O,X,X,X,X,X,O
JTIZLOS,X,O,O,X,X,X,X,X,X,O
JTIZSLO,O,O,O,O,O,X,X,X,X,O
JTIZSOL,X,O,O,O,O,X,X,X,X,X
JTIZOLS,X,O,O,X,X,X,X,X,X,O
JTIZOSL,X,O,O,X,O,X,X,X,X,X
JTIOLSZ,X,O,O,X,X,X,X,X,X,X
JTIOLZS,X,O,O,X,X,X,X,X,X,X
JTIOSLZ,O,O,O,X,X,X,X,X,X,X
JTIOSZL,X,O,O,X,X,X,X,X,X,X
JTIOZLS,X,O,O,X,X,X,X,X,X,X
JTIOZSL,X,O,O,X,X,X,X,X,X,X
JTLISZO,O,O,O,O,X,X,X,X,X,X
JTLISOZ,O,O,O,X,X,X,X,X,X,X
JTLIZSO,X,O,O,O,X,X,X,X,X,X
JTLIZOS,X,O,O,X,X,X,X,X,X,X
JTLIOSZ,X,O,O,X,X,X,X,X,X,X
JTLIOZS,X,O,O,X,X,X,X,X,X,X
JTLSIZO,O,O,O,O,X,X,X,X,X,X
JTLSIOZ,O,O,O,X,X,X,X,X,X,X
JTLSZIO,O,O,O,X,X,X,X,O,X,X
JTLSZOI,X,X,O,X,X,X,X,O,X,X
JTLSOIZ,O,X,X,O,X,X,X,X,X,X
JTLSOZI,X,X,O,O,X,X,X,X,X,X
JTLZISO,X,X,O,X,X,O,X,X,X,O
JTLZIOS,X,X,X,X,X,O,X,X,X,O
JTLZSIO,X,X,O,X,O,O,X,X,X,X
JTLZSOI,X,X,O,X,O,O,X,X,X,X
JTLZOIS,X,X,X,X,X,O,X,X,X,X
JTLZOSI,X,X,O,X,O,O,X,X,X,X
JTLOISZ,X,O,X,O,X,X,X,X,X,X
JTLOIZS,X,O,X,O,X,X,X,X,X,X
JTLOSIZ,X,O,X,O,X,X,X,X,X,X
JTLOSZI,X,O,O,O,X,X,X,X,X,X
JTLOZIS,X,X,X,X,X,O,X,X,X,X
JTLOZSI,X,X,O,O,X,O,X,X,X,X
JTSILZO,O,O,X,O,X,X,X,X,X,X
JTSILOZ,O,O,X,X,X,X,X,X,X,X
JTSIZLO,O,O,X,O,X,X,X,X,X,X
JTSIZOL,X,O,X,O,X,X,X,X,X,X
JTSIOLZ,O,O,X,X,X,X,X,X,X,X
JTSIOZL,X,O,X,O,X,X,X,X,X,X
JTSLIZO,O,O,X,O,X,X,X,X,X,X
JTSLIOZ,O,O,X,X,X,X,X,X,X,X
JTSLZIO,O,O,X,X,X,X,X,O,X,X
JTSLZOI,X,X,X,X,X,X,X,O,X,X
JTSLOIZ,O,X,X,O,X,X,X,X,X,X
JTSLOZI,O,X,X,O,X,X,X,X,X,X
JTSZILO,O,O,X,X,O,X,X,O,X,O
JTSZIOL,X,O,X,X,O,X,X,X,X,X
JTSZLIO,O,O,X,X,O,X,X,O,X,X
JTSZLOI,X,X,X,X,O,X,X,O,X,X
JTSZOIL,X,O,X,O,O,X,X,X,X,X
JTSZOLI,X,X,X,O,O,X,X,X,X,X
JTSOILZ,O,O,X,O,X,X,X,X,X,X
JTSOIZL,O,O,X,O,X,X,X,X,X,X
JTSOLIZ,O,O,X,O,X,X,X,X,X,X
JTSOLZI,O,O,X,O,X,X,X,X,X,X
JTSOZIL,O,O,X,O,X,X,X,X,X,X
JTSOZLI,O,O,X,O,X,X,X,X,X,X
JTZILSO,X,O,X,X,X,O,X,X,X,O
JTZILOS,X,O,X,X,X,O,O,X,X,O
JTZISLO,O,O,X,X,O,O,X,X,X,O
JTZISOL,X,O,X,X,O,X,X,X,X,X
JTZIOLS,X,O,X,X,X,O,O,X,X,O
JTZIOSL,X,O,X,X,O,X,O,X,X,X
JTZLISO,X,X,X,X,X,O,X,X,X,O
JTZLIOS,X,X,X,X,X,O,O,X,X,O
JTZLSIO,X,X,X,X,O,O,X,X,X,X
JTZLSOI,X,X,X,X,O,O,X,X,X,X
JTZLOIS,X,X,X,X,X,O,O,X,X,X
JTZLOSI,X,X,X,X,O,O,O,X,X,X
JTZSILO,O,O,X,X,O,O,X,X,X,O
JTZSIOL,X,O,X,X,O,X,X,X,X,X
JTZSLIO,O,O,X,X,O,O,X,X,X,X
JTZSLOI,X,X,X,X,O,O,X,X,X,X
JTZSOIL,X,O,X,X,O,X,X,X,X,X
JTZSOLI,X,X,X,X,O,X,X,X,X,X
JTZOILS,X,O,X,X,X,O,O,X,X,O
JTZOISL,X,O,X,X,O,X,O,X,X,X
JTZOLIS,X,X,X,X,X,O,O,X,X,X
JTZOLSI,X,X,X,X,O,O,O,X,X,X
JTZOSIL,X,O,X,X,O,X,O,X,X,X
JTZOSLI,X,O,X,X,O,X,O,X,X,X
JTOILSZ,O,O,O,O,X,X,X,X,X,X
JTOILZS,X,O,O,O,X,X,X,X,X,X
JTOISLZ,O,O,O,O,X,X,X,X,X,X
JTOISZL,O,O,O,O,X,X,X,X,X,X
JTOIZLS,X,O,O,O,X,X,O,X,X,X
JTOIZSL,O,O,O,O,X,X,O,X,X,X
JTOLISZ,O,O,O,O,X,X,X,X,X,X
JTOLIZS,X,O,O,O,X,X,X,X,X,X
JTOLSIZ,O,O,O,O,X,X,X,X,X,X
JTOLSZI,O,O,O,O,X,X,X,X,X,X
JTOLZIS,X,X,O,X,X,X,O,X,X,X
JTOLZSI,X,X,O,O,X,X,O,X,X,X
JTOSILZ,O,O,X,O,X,X,X,X,X,X
JTOSIZL,O,O,X,O,X,X,X,X,X,X
JTOSLIZ,O,O,X,O,X,X,X,X,X,X
JTOSLZI,O,O,X,O,X,X,X,X,X,X
JTOSZIL,O,O,X,O,X,X,O,X,X,X
JTOSZLI,O,O,X,O,X,X,O,X,X,X
JTOZILS,X,O,X,X,X,X,O,X,X,O
JTOZISL,O,O,X,X,O,X,O,X,X,X
JTOZLIS,X,X,X,X,X,X,O,X,X,X
JTOZLSI,X,X,X,O,O,X,O,X,X,X
JTOZSIL,O,O,X,O,O,X,O,X,X,X
JTOZSLI,O,O,X,O,O,X,O,X,X,X
JITLSZO,O,X,O,O,X,X,X,X,X,X
JITLSOZ,O,X,O,X,X,X,X,X,X,X
JITLZSO,X,X,O,O,X,X,X,X,X,X
JITLZOS,X,X,O,X,X,X,X,X,X,X
JITLOSZ,X,X,O,X,X,X,X,X,X,X
JITLOZS,X,X,O,X,X,X,X,X,X,X
JITSLZO,O,X,O,O,X,X,X,X,X,X
JITSLOZ,O,X,X,X,X,X,X,X,X,X
JITSZLO,O,X,O,O,X,X,X,X,X,X
JITSZOL,X,X,O,O,X,X,X,X,X,X
JITSOLZ,O,X,X,X,X,X,X,X,X,X
JITSOZL,X,X,O,X,X,X,X,X,X,X
JITZLSO,X,X,O,O,X,X,X,X,X,O
JITZLOS,X,X,O,X,X,X,X,X,X,O
JITZSLO,O,X,O,O,X,X,X,X,X,O
JITZSOL,X,X,O,O,X,X,X,X,X,X
JITZOLS,X,X,O,X,X,X,X,X,X,O
JITZOSL,X,X,O,X,X,X,X,X,X,X
JITOLSZ,X,X,O,X,X,X,X,X,X,X
JITOLZS,X,X,O,X,X,X,X,X,X,X
JITOSLZ,O,X,O,X,X,X,X,X,X,X
JITOSZL,X,X,O,X,X,X,X,X,X,X
JITOZLS,X,X,O,X,X,X,X,X,X,X
JITOZSL,X,X,O,X,X,X,X,X,X,X
JILTSZO,O,X,O,O,X,X,X,X,X,X
JILTSOZ,O,X,O,X,X,X,X,X,X,X
JILTZSO,X,X,O,O,X,X,X,X,X,X
JILTZOS,X,X,O,X,X,X,X,X,X,X
JILTOSZ,X,X,O,X,X,X,X,X,X,X
JILTOZS,X,X,O,X,X,X,X,X,X,X
JILSTZO,X,X,O,O,X,X,X,X,X,X
JILSTOZ,O,X,O,X,X,X,X,X,X,X
JILSZTO,X,X,O,O,X,X,X,O,X,X
JILSZOT,O,X,O,O,X,X,X,O,X,X
JILSOTZ,O,X,O,O,X,X,X,X,X,X
JILSOZT,O,X,O,O,X,X,X,X,X,X
JILZTSO,X,X,O,O,X,X,X,X,X,X
JILZTOS,X,X,O,X,X,X,X,X,X,X
JILZSTO,O,X,O,O,X,X,X,X,X,X
JILZSOT,O,X,O,O,X,X,X,X,X,X
JILZOTS,X,X,O,X,X,X,X,X,X,X
JILZOST,X,X,O,O,X,X,X,X,X,X
JILOTSZ,X,X,O,O,X,X,X,X,X,X
JILOTZS,X,X,O,O,X,X,X,X,X,X
JILOSTZ,X,X,O,O,X,X,X,X,X,X
JILOSZT,X,X,O,O,X,X,X,X,X,X
JILOZTS,X,X,O,O,X,X,X,X,X,X
JILOZST,X,X,O,O,X,X,X,X,X,X
JISTLZO,O,X,O,O,X,X,X,X,X,X
JISTLOZ,O,X,X,X,X,X,X,X,X,X
JISTZLO,O,X,O,O,X,X,X,X,X,X
JISTZOL,X,X,O,O,X,X,X,X,X,X
JISTOLZ,O,X,X,X,X,X,X,X,X,X
JISTOZL,X,X,O,O,X,X,X,X,X,X
JISLTZO,X,X,O,O,X,X,X,X,X,X
JISLTOZ,O,X,O,X,X,X,X,X,X,X
JISLZTO,X,X,O,O,X,X,X,O,X,X
JISLZOT,O,X,O,O,X,X,X,O,X,X
JISLOTZ,O,X,O,O,X,X,X,X,X,X
JISLOZT,O,X,O,O,X,X,X,X,X,X
JISZTLO,O,X,O,O,X,X,X,O,X,X
JISZTOL,X,X,O,O,X,X,X,X,X,X
JISZLTO,O,X,O,O,X,X,X,O,X,X
JISZLOT,O,X,O,O,X,X,X,O,X,X
JISZOTL,X,X,O,O,X,X,X,X,X,X
JISZOLT,O,X,O,O,X,X,X,O,X,X
JISOTLZ,X,X,O,O,X,X,X,X,X,X
JISOTZL,X,X,O,O,X,X,X,X,X,X
JISOLTZ,O,X,O,O,X,X,X,X,X,X
JISOLZT,O,X,O,O,X,X,X,X,X,X
JISOZTL,X,X,O,O,X,X,X,X,X,X
JISOZLT,X,X,O,O,X,X,X,X,X,X
JIZTLSO,X,X,O,O,X,X,X,X,X,O
JIZTLOS,X,X,O,X,X,X,X,X,X,O
JIZTSLO,O,X,O,O,X,X,X,X,X,O
JIZTSOL,X,X,O,O,X,X,X,X,X,X
JIZTOLS,X,X,O,X,X,X,X,X,X,O
JIZTOSL,X,X,O,X,X,X,X,X,X,X
JIZLTSO,X,X,O,O,X,X,X,X,X,O
JIZLTOS,X,X,O,X,X,X,X,X,X,O
JIZLSTO,O,X,O,O,X,X,X,X,X,O
JIZLSOT,O,X,O,O,X,X,X,X,X,O
JIZLOTS,X,X,O,X,X,X,X,X,X,O
JIZLOST,X,X,O,O,X,X,X,X,X,O
JIZSTLO,O,X,O,O,X,X,X,X,X,X
JIZSTOL,X,X,O,O,X,X,X,X,X,X
JIZSLTO,O,X,O,O,X,X,X,X,X,O
JIZSLOT,O,X,O,O,X,X,X,X,X,O
JIZSOTL,X,X,O,O,X,X,X,X,X,X
JIZSOLT,O,X,O,O,X,X,X,X,X,X
JIZOTLS,X,X,O,X,X,X,X,X,X,X
JIZOTSL,X,X,O,X,X,X,X,X,X,X
JIZOLTS,X,X,O,X,X,X,X,X,X,O
JIZOLST,X,X,O,O,X,X,X,X,X,O
JIZOSTL,X,X,O,O,X,X,X,X,X,X
JIZOSLT,O,X,O,O,X,X,X,X,X,X
JIOTLSZ,X,X,O,O,X,X,X,X,X,X
JIOTLZS,X,X,O,O,X,X,X,X,X,X
JIOTSLZ,O,X,O,O,X,X,X,X,X,X
JIOTSZL,X,X,O,O,X,X,X,X,X,X
JIOTZLS,X,X,O,O,X,X,X,X,X,X
