sequence,v115@8gA8HeB8HeG8AeF8BeF8Jex6IvhFlcBuiBTfBigB8m?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeO/IvhF8fBRcB3dBFhBCn?BTqB,v115@8gA8HeB8HeG8AeF8BeF8Je06IvhFlbBRdB2kB6mBTn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeO/IvhFxbBldBCgB/mBUn?BTqB,v115@8gA8HeB8HeG8AeF8BeF8JeK/IvhFRbBzcBuiB3gBlm?BUqB,v115@8gA8HeB8HeG8AeF8BeF8JeT6IvhFxbBldBykBUiBGm?B3qB,v115@8gA8HeB8HeG8AeF8BeF8Jex6IvhF0cBldBTfB2lBCn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8Jex6IvhFlcB3dB2kBzgBCn?BUqB,v115@8gA8HeB8HeG8AeF8BeF8Jel6IvhFRdB2kB0gB6mBTn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeK/IvhFfgB8gBRdBGiBlm?BTqB,v115@8gA8HeB8HeG8AeF8BeF8JeO/IvhF8fBRdB1lB6mBTn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeK/IvhFzcBuiBRgB3gBlm?BUqB
LIZSTJO,O,O,O,O,X,X,X,X,X,O,X,X
LIZSTOJ,X,O,X,O,X,O,X,X,X,X,X,X
LIZSJTO,O,O,O,O,X,X,X,X,X,O,X,X
LIZSJOT,X,O,O,O,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,O,X,O,X,X,X,X,X,X
LIZSOJT,X,O,X,O,X,X,X,X,X,X,X,X
LIZOTJS,O,X,X,X,X,O,O,X,O,X,X,X
LIZOTSJ,O,X,X,X,X,O,O,X,X,X,X,X
LIZOJTS,O,X,X,X,X,O,O,X,O,X,X,X
LIZOJST,O,X,X,X,X,O,O,X,O,X,X,X
LIZOSTJ,O,X,X,X,X,O,O,X,X,X,X,X
LIZOSJT,O,X,X,X,X,X,X,X,O,X,X,X
LIOTJSZ,X,O,O,O,X,O,O,O,O,O,X,O
LIOTJZS,O,O,O,X,X,O,O,O,O,O,O,O
LIOTSJZ,X,O,O,X,X,O,O,O,X,O,X,O
LIOTSZJ,X,O,O,X,X,O,O,O,X,X,O,X
LIOTZJS,O,O,O,X,X,O,O,X,O,X,O,O
LIOTZSJ,O,O,O,X,X,O,O,O,X,X,O,X
LIOJTSZ,X,X,O,O,X,O,O,O,O,X,X,O
LIOJTZS,O,X,O,X,X,O,O,O,O,X,O,O
LIOJSTZ,X,X,O,O,X,O,O,O,O,O,X,X
LIOJSZT,O,X,O,O,X,O,O,O,O,X,X,X
LIOJZTS,O,X,O,X,X,O,O,O,O,X,X,X
LIOJZST,O,X,O,X,X,O,O,O,O,X,X,X
LIOSTJZ,X,O,O,O,X,O,O,O,X,O,X,X
LIOSTZJ,X,O,O,X,X,O,O,O,X,X,O,X
LIOSJTZ,X,X,O,O,X,O,O,O,O,O,X,X
LIOSJZT,O,O,O,O,X,O,O,O,O,X,X,X
LIOSZTJ,O,O,O,O,X,O,O,O,X,X,X,X
LIOSZJT,O,O,O,O,X,X,X,X,O,X,X,X
LIOZTJS,O,O,O,X,X,O,O,X,O,X,O,X
LIOZTSJ,O,O,O,X,X,O,O,O,X,X,O,X
LIOZJTS,O,O,O,X,X,O,O,X,O,X,X,X
LIOZJST,O,O,O,X,X,O,O,X,O,X,X,X
LIOZSTJ,O,O,O,X,X,O,O,O,X,X,X,X
LIOZSJT,O,O,O,X,X,X,X,X,O,X,X,X
LJTISZO,X,O,O,O,O,X,O,O,X,O,X,X
LJTISOZ,X,X,O,O,O,O,X,O,X,O,X,O
LJTIZSO,O,O,O,O,X,O,O,O,X,O,X,X
LJTIZOS,O,O,O,X,X,O,O,X,O,O,X,O
LJTIOSZ,X,X,O,O,O,O,O,O,O,O,X,O
LJTIOZS,X,X,O,X,X,O,O,X,O,O,X,O
LJTSIZO,X,O,O,O,O,X,O,O,X,O,X,X
LJTSIOZ,X,X,O,O,O,O,X,O,X,O,X,O
LJTSZIO,X,O,O,O,O,X,O,O,X,O,X,X
LJTSZOI,X,O,O,O,O,X,O,X,O,O,X,X
LJTSOIZ,X,X,O,O,O,O,O,O,O,O,X,O
LJTSOZI,X,O,O,X,O,X,O,O,O,O,X,X
LJTZISO,O,O,O,O,X,O,O,O,X,O,X,X
LJTZIOS,O,O,O,X,X,O,O,X,O,O,O,O
LJTZSIO,O,O,O,O,O,O,O,O,X,O,X,X
LJTZSOI,O,O,O,O,O,O,O,X,O,O,O,X
LJTZOIS,O,O,O,X,X,O,O,X,O,O,O,O
LJTZOSI,O,O,O,O,O,O,O,X,O,O,O,X
LJTOISZ,X,X,O,O,O,O,O,O,O,O,X,O
LJTOIZS,O,X,O,X,X,O,O,O,O,O,O,O
LJTOSIZ,X,X,O,O,O,O,O,O,O,O,X,O
LJTOSZI,X,O,O,X,O,X,O,O,O,O,X,X
LJTOZIS,O,O,O,X,X,O,O,O,O,O,O,O
LJTOZSI,O,O,O,O,O,O,O,O,O,O,O,X
LJITSZO,X,O,O,O,O,X,O,O,X,O,X,X
LJITSOZ,X,X,O,O,O,O,X,O,X,O,X,O
LJITZSO,O,O,O,O,X,O,O,O,X,O,X,X
LJITZOS,O,O,O,X,X,O,O,X,O,O,X,O
LJITOSZ,X,X,O,O,O,O,O,O,O,O,X,O
LJITOZS,X,X,O,X,X,O,O,X,O,O,X,O
LJISTZO,X,O,O,O,O,X,O,O,X,O,X,X
LJISTOZ,X,X,O,O,O,O,X,O,X,O,X,O
LJISZTO,O,O,O,O,O,O,O,O,X,O,X,X
LJISZOT,X,O,O,O,X,O,X,X,X,X,X,X
LJISOTZ,X,X,O,O,O,O,X,O,X,O,X,X
LJISOZT,X,X,O,O,X,O,X,O,X,X,X,X
LJIZTSO,O,O,O,O,X,O,O,O,X,X,X,X
LJIZTOS,O,O,O,X,X,O,O,X,O,X,X,O
LJIZSTO,O,O,O,O,X,O,O,O,X,O,X,X
LJIZSOT,X,O,O,O,X,O,X,X,X,X,X,X
LJIZOTS,O,X,O,X,X,O,O,X,O,X,X,X
LJIZOST,O,X,O,X,X,O,O,X,O,X,X,X
LJIOTSZ,X,X,O,O,X,O,O,O,O,X,X,O
LJIOTZS,O,X,O,X,X,O,O,O,O,X,X,O
LJIOSTZ,X,X,O,O,X,O,O,O,O,O,X,X
LJIOSZT,O,X,O,O,X,O,O,O,O,X,X,X
LJIOZTS,O,X,O,X,X,O,O,O,O,X,X,X
LJIOZST,O,X,O,X,X,O,O,O,O,X,X,X
LJSTIZO,X,O,O,O,O,X,O,O,X,O,X,X
LJSTIOZ,X,X,O,O,O,O,X,O,X,O,X,O
LJSTZIO,X,O,O,O,O,X,O,O,X,O,X,X
LJSTZOI,X,O,O,O,O,X,O,X,O,O,X,X
LJSTOIZ,X,X,O,O,O,O,O,O,O,O,X,O
LJSTOZI,X,O,O,X,O,X,O,O,O,O,X,X
LJSITZO,X,O,O,O,O,X,O,O,X,O,X,X
LJSITOZ,X,X,O,O,O,O,X,O,X,O,X,O
LJSIZTO,O,O,O,O,O,O,O,O,X,O,X,X
LJSIZOT,X,O,O,O,X,O,X,X,X,X,X,X
LJSIOTZ,X,X,O,O,O,O,X,O,X,O,X,X
LJSIOZT,X,O,O,O,X,O,X,O,X,X,X,X
LJSZTIO,O,O,O,O,O,O,O,O,X,O,X,X
LJSZTOI,O,O,O,O,O,O,O,X,O,O,X,X
LJSZITO,O,O,O,O,O,O,O,O,X,O,X,X
LJSZIOT,X,O,O,O,X,O,X,X,X,X,X,X
LJSZOTI,O,O,O,O,X,O,O,O,O,O,X,X
LJSZOIT,O,O,O,O,X,O,O,O,O,X,X,X
LJSOTIZ,X,O,O,O,O,O,O,O,O,O,X,X
LJSOTZI,X,O,O,X,O,X,O,O,O,O,X,X
LJSOITZ,X,X,O,O,O,O,O,O,O,O,X,X
LJSOIZT,O,O,O,O,X,O,O,O,O,X,X,X
LJSOZTI,O,O,O,O,X,O,O,O,O,O,X,X
LJSOZIT,O,O,O,O,X,O,O,O,O,X,X,X
LJZTISO,O,O,O,O,X,O,O,O,X,O,X,X
LJZTIOS,O,O,O,X,X,O,O,X,O,O,O,O
LJZTSIO,O,O,O,O,O,O,O,O,X,O,X,X
LJZTSOI,O,O,O,O,O,O,O,X,O,O,O,X
LJZTOIS,O,O,O,X,X,O,O,X,O,O,O,O
LJZTOSI,O,O,O,O,O,O,O,X,O,O,O,X
LJZITSO,O,O,O,O,X,O,O,O,X,X,X,X
LJZITOS,O,O,O,X,X,O,O,X,O,X,X,O
LJZISTO,O,O,O,O,X,O,O,O,X,O,X,X
LJZISOT,X,O,O,O,X,O,X,X,X,X,X,X
LJZIOTS,O,X,O,X,X,O,O,X,O,X,X,X
LJZIOST,O,X,O,X,X,O,O,X,O,X,X,X
LJZSTIO,O,O,O,O,O,O,O,O,X,O,X,X
LJZSTOI,O,O,O,O,O,O,O,X,O,O,X,X
LJZSITO,O,O,O,O,O,O,O,O,X,O,X,X
LJZSIOT,O,O,O,O,X,O,X,X,X,X,X,X
LJZSOTI,O,O,O,O,X,O,O,O,O,O,X,X
LJZSOIT,O,O,O,O,X,O,O,O,O,X,X,X
LJZOTIS,O,O,O,X,X,O,O,O,O,X,O,X
LJZOTSI,O,O,O,O,X,O,O,O,O,X,O,X
LJZOITS,O,X,O,X,X,O,O,O,O,X,X,X
LJZOIST,O,X,O,X,X,O,O,O,O,X,X,X
LJZOSTI,O,O,O,X,X,O,O,O,O,O,X,X
LJZOSIT,O,O,O,X,X,O,O,O,O,X,X,X
LJOTISZ,X,O,O,O,O,O,O,O,O,X,X,O
LJOTIZS,O,O,O,X,X,O,O,O,O,X,O,O
LJOTSIZ,X,O,O,O,O,O,O,O,O,X,X,O
LJOTSZI,X,O,O,X,O,X,O,O,O,X,X,X
LJOTZIS,O,O,O,X,X,O,O,O,O,X,O,O
LJOTZSI,O,O,O,O,O,O,O,O,O,X,O,X
LJOITSZ,X,X,O,O,X,O,O,O,O,X,X,O
LJOITZS,O,X,O,X,X,O,O,O,O,X,O,O
LJOISTZ,X,X,O,O,X,O,O,O,O,O,X,X
LJOISZT,O,X,O,O,X,O,O,O,O,X,X,X
LJOIZTS,O,X,O,X,X,O,O,O,O,X,X,X
LJOIZST,O,X,O,X,X,O,O,O,O,X,X,X
LJOSTIZ,X,O,O,O,O,O,O,O,O,O,X,X
LJOSTZI,X,O,O,X,O,X,O,O,O,O,X,X
LJOSITZ,X,X,O,O,O,O,O,O,O,O,X,X
LJOSIZT,O,O,O,O,X,O,O,O,O,X,X,X
LJOSZTI,O,O,O,O,X,O,O,O,O,O,X,X
LJOSZIT,O,O,O,O,X,O,O,O,O,X,X,X
LJOZTIS,O,O,O,X,X,O,O,O,O,X,O,X
LJOZTSI,O,O,O,O,X,O,O,O,O,X,O,X
LJOZITS,O,O,O,X,X,O,O,O,O,X,X,X
LJOZIST,O,O,O,X,X,O,O,O,O,X,X,X
LJOZSTI,O,O,O,X,X,O,O,O,O,O,X,X
LJOZSIT,O,O,O,X,X,O,O,O,O,X,X,X
LSTIJZO,X,O,O,O,O,X,X,O,X,O,X,X
LSTIJOZ,X,X,O,O,O,X,X,O,X,O,X,O
LSTIZJO,X,O,O,O,O,X,X,X,X,O,X,X
LSTIZOJ,X,O,X,O,O,X,X,X,X,X,X,X
LSTIOJZ,X,X,O,O,O,O,X,O,X,O,X,O
LSTIOZJ,X,O,O,O,O,O,X,O,X,X,X,X
LSTJIZO,X,O,O,O,O,X,O,O,X,O,X,X
LSTJIOZ,X,X,O,O,O,O,X,O,X,O,X,O
LSTJZIO,X,O,O,O,O,X,O,O,X,O,X,X
LSTJZOI,X,O,O,O,O,X,O,X,X,O,X,X
LSTJOIZ,X,X,O,O,O,O,O,O,X,O,X,O
LSTJOZI,X,O,O,X,O,X,O,O,X,O,X,X
LSTZIJO,X,O,O,O,O,X,X,X,X,O,X,X
LSTZIOJ,X,O,X,O,O,O,X,X,X,X,X,X
LSTZJIO,X,O,O,O,O,O,O,O,X,O,X,X
LSTZJOI,X,O,O,O,O,O,O,X,X,O,O,X
LSTZOIJ,X,O,O,O,O,O,O,O,X,X,O,X
LSTZOJI,X,O,O,O,O,O,O,O,X,O,O,X
LSTOIJZ,X,O,O,O,O,O,O,O,X,O,X,O
LSTOIZJ,X,O,O,O,O,O,O,O,X,X,O,X
LSTOJIZ,X,O,O,O,O,O,O,O,X,O,X,O
LSTOJZI,X,O,O,O,O,X,O,O,X,O,X,X
LSTOZIJ,X,O,O,O,O,O,O,O,X,X,O,X
LSTOZJI,X,O,O,O,O,O,O,O,X,O,O,X
LSITJZO,X,O,O,O,O,X,X,O,X,O,X,X
LSITJOZ,X,X,O,O,O,X,X,O,X,O,X,O
LSITZJO,X,O,O,O,O,X,X,X,X,O,X,X
LSITZOJ,X,O,X,O,O,X,X,X,X,X,X,X
LSITOJZ,X,X,O,O,O,O,X,O,X,O,X,O
LSITOZJ,X,O,O,O,O,O,X,O,X,X,X,X
LSIJTZO,X,O,O,O,O,X,X,O,X,O,X,X
LSIJTOZ,X,X,O,O,O,O,X,O,X,O,X,O
LSIJZTO,O,O,O,O,O,O,X,O,X,O,X,X
LSIJZOT,X,O,O,O,X,O,X,X,X,X,X,X
LSIJOTZ,X,X,O,O,O,O,X,O,X,O,X,X
LSIJOZT,X,O,O,O,X,O,X,O,X,X,X,X
LSIZTJO,O,O,O,O,O,X,X,X,X,O,X,X
LSIZTOJ,X,O,X,O,O,O,X,X,X,X,X,X
LSIZJTO,O,O,O,O,O,X,X,X,X,O,X,X
LSIZJOT,X,O,O,O,X,X,X,X,X,X,X,X
LSIZOTJ,X,O,X,O,X,O,X,X,X,X,X,X
LSIZOJT,X,O,X,O,X,X,X,X,X,X,X,X
LSIOTJZ,X,O,O,O,O,O,X,O,X,O,X,X
LSIOTZJ,X,O,O,O,O,O,X,O,X,X,X,X
LSIOJTZ,X,X,O,O,O,O,X,O,X,O,X,X
LSIOJZT,X,O,O,O,X,O,X,O,X,X,X,X
LSIOZTJ,X,O,O,O,X,O,X,O,X,X,X,X
LSIOZJT,X,O,O,O,X,X,X,X,X,X,X,X
LSJTIZO,X,O,O,O,O,X,O,O,X,O,X,X
LSJTIOZ,X,X,O,O,O,O,X,O,X,O,X,O
LSJTZIO,X,O,O,O,O,X,O,O,X,O,X,X
LSJTZOI,X,O,O,O,O,X,O,X,O,O,X,X
LSJTOIZ,X,X,O,O,O,O,O,O,O,O,X,O
LSJTOZI,X,O,O,X,O,X,O,O,O,O,X,X
LSJITZO,X,O,O,O,O,X,O,O,X,O,X,X
LSJITOZ,X,X,O,O,O,O,X,O,X,O,X,O
LSJIZTO,O,O,O,O,O,O,O,O,X,O,X,X
LSJIZOT,X,O,O,O,X,O,X,X,X,X,X,X
LSJIOTZ,X,X,O,O,O,O,X,O,X,O,X,X
LSJIOZT,X,O,O,O,X,O,X,O,X,X,X,X
LSJZTIO,O,O,O,O,O,O,O,O,X,O,X,X
LSJZTOI,O,O,O,O,O,O,O,X,O,O,X,X
LSJZITO,O,O,O,O,O,O,O,O,X,O,X,X
LSJZIOT,X,O,O,O,X,O,X,X,X,X,X,X
LSJZOTI,O,O,O,O,X,O,O,O,O,O,X,X
LSJZOIT,O,O,O,O,X,O,O,O,O,X,X,X
LSJOTIZ,X,O,O,O,O,O,O,O,O,O,X,X
LSJOTZI,X,O,O,X,O,X,O,O,O,O,X,X
LSJOITZ,X,X,O,O,O,O,O,O,O,O,X,X
LSJOIZT,O,O,O,O,X,O,O,O,O,X,X,X
LSJOZTI,O,O,O,O,X,O,O,O,O,O,X,X
LSJOZIT,O,O,O,O,X,O,O,O,O,X,X,X
LSZTIJO,O,O,O,O,O,X,X,X,X,O,X,X
LSZTIOJ,X,O,X,O,O,O,X,X,X,X,X,X
LSZTJIO,O,O,O,O,O,O,O,O,X,O,X,X
LSZTJOI,O,O,O,O,O,O,O,X,X,O,X,X
LSZTOIJ,O,O,O,O,O,O,O,O,X,X,X,X
LSZTOJI,O,O,O,O,O,O,O,O,X,O,X,X
LSZITJO,O,O,O,O,O,X,X,X,X,O,X,X
LSZITOJ,X,O,X,O,O,O,X,X,X,X,X,X
LSZIJTO,O,O,O,O,O,X,X,X,X,O,X,X
LSZIJOT,X,O,O,O,X,X,X,X,X,X,X,X
LSZIOTJ,X,O,X,O,X,O,X,X,X,X,X,X
LSZIOJT,X,O,X,O,X,X,X,X,X,X,X,X
LSZJTIO,O,O,O,O,O,O,O,O,X,O,X,X
LSZJTOI,O,O,O,O,O,O,O,X,O,O,X,X
LSZJITO,O,O,O,O,O,O,O,O,X,O,X,X
LSZJIOT,X,O,O,O,X,O,X,X,X,X,X,X
LSZJOTI,O,O,O,O,X,O,O,O,O,O,X,X
LSZJOIT,O,O,O,O,X,O,O,O,O,X,X,X
LSZOTIJ,O,O,O,O,X,O,O,O,X,X,X,X
LSZOTJI,O,O,O,O,X,O,O,O,X,O,X,X
LSZOITJ,O,O,O,O,X,O,O,O,X,X,X,X
LSZOIJT,O,O,O,O,X,X,X,X,O,X,X,X
LSZOJTI,O,O,O,O,X,O,O,O,O,O,X,X
LSZOJIT,O,O,O,O,X,O,O,O,O,X,X,X
LSOTIJZ,X,O,O,O,O,O,O,O,X,O,X,X
LSOTIZJ,X,O,O,O,O,O,O,O,X,X,O,X
LSOTJIZ,X,O,O,O,O,O,O,O,X,O,X,X
LSOTJZI,X,O,O,O,O,X,O,O,X,O,X,X
LSOTZIJ,X,O,O,O,O,O,O,O,X,X,O,X
LSOTZJI,X,O,O,O,O,O,O,O,X,O,O,X
LSOITJZ,X,O,O,O,O,O,O,O,X,O,X,X
LSOITZJ,X,O,O,O,O,O,O,O,X,X,O,X
LSOIJTZ,X,X,O,O,O,O,O,O,O,O,X,X
LSOIJZT,O,O,O,O,X,O,O,O,O,X,X,X
LSOIZTJ,O,O,O,O,X,O,O,O,X,X,X,X
LSOIZJT,O,O,O,O,X,X,X,X,O,X,X,X
LSOJTIZ,X,O,O,O,O,O,O,O,O,O,X,X
LSOJTZI,X,O,O,O,O,X,O,O,O,O,X,X
LSOJITZ,X,X,O,O,O,O,O,O,O,O,X,X
LSOJIZT,O,O,O,O,X,O,O,O,O,X,X,X
LSOJZTI,O,O,O,O,X,O,O,O,O,O,X,X
LSOJZIT,O,O,O,O,X,O,O,O,O,X,X,X
LSOZTIJ,O,O,O,O,X,O,O,O,X,X,X,X
LSOZTJI,O,O,O,O,X,O,O,O,X,O,X,X
LSOZITJ,O,O,O,O,X,O,O,O,X,X,X,X
LSOZIJT,O,O,O,O,X,X,X,X,O,X,X,X
LSOZJTI,O,O,O,O,X,O,O,O,O,O,X,X
LSOZJIT,O,O,O,O,X,O,O,O,O,X,X,X
LZTIJSO,O,O,O,O,X,O,O,X,X,O,X,X
LZTIJOS,O,O,O,X,X,O,O,X,X,O,O,O
LZTISJO,O,O,O,O,X,X,X,X,X,O,X,X
LZTISOJ,X,O,X,O,X,O,X,X,X,X,X,X
LZTIOJS,O,O,X,X,X,O,O,X,X,X,O,O
LZTIOSJ,O,O,X,X,X,O,O,X,X,X,O,X
LZTJISO,O,O,O,O,X,O,O,O,X,O,X,X
LZTJIOS,O,O,O,X,X,O,O,X,O,O,O,O
LZTJSIO,O,O,O,O,O,O,O,O,X,O,X,X
LZTJSOI,O,O,O,O,O,O,O,X,O,O,O,X
LZTJOIS,O,O,O,X,X,O,O,X,O,O,O,O
LZTJOSI,O,O,O,O,O,O,O,X,O,O,O,X
LZTSIJO,O,O,O,O,O,X,X,X,X,O,X,X
LZTSIOJ,O,O,X,O,O,O,X,X,X,X,X,X
LZTSJIO,O,O,O,O,O,O,O,O,X,O,X,X
LZTSJOI,O,O,O,O,O,O,O,X,X,O,O,X
LZTSOIJ,O,O,O,O,O,O,O,O,X,X,O,X
LZTSOJI,O,O,O,O,O,O,O,O,X,O,O,X
LZTOIJS,O,O,O,X,X,O,O,X,O,X,O,O
LZTOISJ,O,O,O,X,X,O,O,O,X,X,O,X
LZTOJIS,O,O,O,X,X,O,O,O,O,O,O,O
LZTOJSI,O,O,O,O,O,O,O,O,O,O,O,X
LZTOSIJ,O,O,O,O,O,O,O,O,X,X,O,X
LZTOSJI,O,O,O,O,O,O,O,O,X,O,O,X
LZITJSO,O,O,O,O,X,O,O,X,X,O,X,X
LZITJOS,O,O,O,X,X,O,O,X,X,O,X,O
LZITSJO,O,O,O,O,X,X,X,X,X,O,X,X
LZITSOJ,X,O,X,O,X,O,X,X,X,X,X,X
LZITOJS,O,O,X,X,X,O,O,X,X,X,X,O
LZITOSJ,O,O,X,X,X,O,O,X,X,X,X,X
LZIJTSO,O,O,O,O,X,O,O,X,X,X,X,X
LZIJTOS,O,O,O,X,X,O,O,X,O,X,X,O
LZIJSTO,O,O,O,O,X,O,O,X,X,O,X,X
LZIJSOT,X,O,O,O,X,O,X,X,X,X,X,X
LZIJOTS,O,X,O,X,X,O,O,X,O,X,X,X
LZIJOST,O,X,X,X,X,O,O,X,O,X,X,X
LZISTJO,O,O,O,O,X,X,X,X,X,O,X,X
LZISTOJ,X,O,X,O,X,O,X,X,X,X,X,X
LZISJTO,O,O,O,O,X,X,X,X,X,O,X,X
LZISJOT,X,O,O,O,X,X,X,X,X,X,X,X
LZISOTJ,X,X,X,O,X,O,X,X,X,X,X,X
LZISOJT,X,O,X,O,X,X,X,X,X,X,X,X
LZIOTJS,O,X,X,X,X,O,O,X,O,X,X,X
LZIOTSJ,O,X,X,X,X,O,O,X,X,X,X,X
LZIOJTS,O,X,X,X,X,O,O,X,O,X,X,X
LZIOJST,O,X,X,X,X,O,O,X,O,X,X,X
LZIOSTJ,O,X,X,X,X,O,O,X,X,X,X,X
LZIOSJT,O,X,X,X,X,X,X,X,O,X,X,X
LZJTISO,O,O,O,O,X,O,O,O,X,O,X,X
LZJTIOS,O,O,O,X,X,O,O,X,O,O,O,O
LZJTSIO,O,O,O,O,O,O,O,O,X,O,X,X
LZJTSOI,O,O,O,O,O,O,O,X,O,O,O,X
LZJTOIS,O,O,O,X,X,O,O,X,O,O,O,O
LZJTOSI,O,O,O,O,O,O,O,X,O,O,O,X
LZJITSO,O,O,O,O,X,O,O,O,X,X,X,X
LZJITOS,O,O,O,X,X,O,O,X,O,X,X,O
LZJISTO,O,O,O,O,X,O,O,O,X,O,X,X
LZJISOT,X,O,O,O,X,O,X,X,X,X,X,X
LZJIOTS,O,X,O,X,X,O,O,X,O,X,X,X
LZJIOST,O,X,O,X,X,O,O,X,O,X,X,X
LZJSTIO,O,O,O,O,O,O,O,O,X,O,X,X
LZJSTOI,O,O,O,O,O,O,O,X,O,O,X,X
LZJSITO,O,O,O,O,O,O,O,O,X,O,X,X
LZJSIOT,O,O,O,O,X,O,X,X,X,X,X,X
LZJSOTI,O,O,O,O,X,O,O,O,O,O,X,X
LZJSOIT,O,O,O,O,X,O,O,O,O,X,X,X
LZJOTIS,O,O,O,X,X,O,O,O,O,X,O,X
LZJOTSI,O,O,O,O,X,O,O,O,O,X,O,X
LZJOITS,O,X,O,X,X,O,O,O,O,X,X,X
LZJOIST,O,X,O,X,X,O,O,O,O,X,X,X
LZJOSTI,O,O,O,X,X,O,O,O,O,O,X,X
LZJOSIT,O,O,O,X,X,O,O,O,O,X,X,X
LZSTIJO,O,O,O,O,O,X,X,X,X,O,X,X
LZSTIOJ,O,O,X,O,O,O,X,X,X,X,X,X
LZSTJIO,O,O,O,O,O,O,O,O,X,O,X,X
LZSTJOI,O,O,O,O,O,O,O,X,X,O,X,X
LZSTOIJ,O,O,O,O,O,O,O,O,X,X,X,X
LZSTOJI,O,O,O,O,O,O,O,O,X,O,X,X
LZSITJO,O,O,O,O,O,X,X,X,X,O,X,X
LZSITOJ,O,O,X,O,O,O,X,X,X,X,X,X
LZSIJTO,O,O,O,O,O,X,X,X,X,O,X,X
LZSIJOT,O,O,O,O,X,X,X,X,X,X,X,X
LZSIOTJ,O,O,X,O,X,O,X,X,X,X,X,X
LZSIOJT,O,O,X,O,X,X,X,X,X,X,X,X
LZSJTIO,O,O,O,O,O,O,O,O,X,O,X,X
LZSJTOI,O,O,O,O,O,O,O,X,O,O,X,X
LZSJITO,O,O,O,O,O,O,O,O,X,O,X,X
LZSJIOT,O,O,O,O,X,O,X,X,X,X,X,X
LZSJOTI,O,O,O,O,X,O,O,O,O,O,X,X
LZSJOIT,O,O,O,O,X,O,O,O,O,X,X,X
LZSOTIJ,O,O,O,O,X,O,O,O,X,X,X,X
LZSOTJI,O,O,O,O,X,O,O,O,X,O,X,X
LZSOITJ,O,O,O,O,X,O,O,O,X,X,X,X
LZSOIJT,O,O,O,O,X,X,X,X,O,X,X,X
LZSOJTI,O,O,O,O,X,O,O,O,O,O,X,X
LZSOJIT,O,O,O,O,X,O,O,O,O,X,X,X
LZOTIJS,O,O,O,X,X,O,O,X,O,X,O,X
LZOTISJ,O,O,O,X,X,O,O,O,X,X,O,X
LZOTJIS,O,O,O,X,X,O,O,O,O,O,O,X
LZOTJSI,O,O,O,O,X,O,O,O,O,O,O,X
LZOTSIJ,O,O,O,O,X,O,O,O,X,X,O,X
LZOTSJI,O,O,O,O,X,O,O,O,X,O,O,X
LZOITJS,O,O,O,X,X,O,O,X,O,X,O,X
LZOITSJ,O,O,O,X,X,O,O,O,X,X,O,X
LZOIJTS,O,O,O,X,X,O,O,X,O,X,X,X
LZOIJST,O,O,O,X,X,O,O,X,O,X,X,X
LZOISTJ,O,O,O,X,X,O,O,O,X,X,X,X
LZOISJT,O,O,O,X,X,X,X,X,O,X,X,X
LZOJTIS,O,O,O,X,X,O,O,O,O,X,O,X
LZOJTSI,O,O,O,O,X,O,O,O,O,X,O,X
LZOJITS,O,O,O,X,X,O,O,O,O,X,X,X
LZOJIST,O,O,O,X,X,O,O,O,O,X,X,X
LZOJSTI,O,O,O,X,X,O,O,O,O,O,X,X
LZOJSIT,O,O,O,X,X,O,O,O,O,X,X,X
LZOSTIJ,O,O,O,X,X,O,O,O,X,X,X,X
LZOSTJI,O,O,O,X,X,O,O,O,X,O,X,X
LZOSITJ,O,O,O,X,X,O,O,O,X,X,X,X
LZOSIJT,O,O,O,X,X,X,X,X,O,X,X,X
LZOSJTI,O,O,O,X,X,O,O,O,O,O,X,X
LZOSJIT,O,O,O,X,X,O,O,O,O,X,X,X
LOTIJSZ,X,O,O,O,O,O,O,O,O,O,X,O
LOTIJZS,O,O,O,X,X,O,O,O,O,O,O,O
LOTISJZ,X,O,O,X,O,O,O,O,X,O,X,O
LOTISZJ,X,O,O,X,O,O,O,O,X,X,O,X
LOTIZJS,O,O,O,X,X,O,O,X,O,X,O,O
LOTIZSJ,O,O,O,X,X,O,O,O,X,X,O,X
LOTJISZ,X,O,O,O,O,O,O,O,O,O,X,O
LOTJIZS,O,O,O,X,X,O,O,O,O,O,O,O
LOTJSIZ,X,O,O,O,O,O,O,O,O,O,X,O
LOTJSZI,X,O,O,X,O,X,O,O,O,O,X,X
LOTJZIS,O,O,O,X,X,O,O,O,O,O,O,O
LOTJZSI,O,O,O,O,O,O,O,O,O,O,O,X
LOTSIJZ,X,O,O,O,O,O,O,O,X,O,X,O
LOTSIZJ,X,O,O,X,O,O,O,O,X,X,O,X
LOTSJIZ,X,O,O,O,O,O,O,O,X,O,X,O
LOTSJZI,X,O,O,X,O,X,O,O,X,O,X,X
LOTSZIJ,X,O,O,X,O,O,O,O,X,X,O,X
LOTSZJI,X,O,O,X,O,O,O,O,X,O,O,X
LOTZIJS,O,O,O,X,X,O,O,X,O,X,O,O
LOTZISJ,O,O,O,X,X,O,O,O,X,X,O,X
LOTZJIS,O,O,O,X,X,O,O,O,O,O,O,O
