sequence,v115@8gA8HeD8FeD8BeA8AeE8BeG8Jei6IvhFUcBRdBFgBT?iBGmBXqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8Jei6IvhFzbBRdBUgBG?iBlmBXqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8JeT6IvhFxbBldB6lB/?mBUiBeqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8JeT6IvhF8gBRdBKlBG?iBlmBXqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8JeT6IvhFxbBldBigBU?iBGmBXqB,v115@8gA8HeD8FeD8BeA8AeE8BeG8Jel7IvhFRdBmfB6mBT?iB3lB0pB,v115@8gA8HeD8FeD8BeA8AeE8BeG8Jey/IvhFWhB3dBTlBx?mBlmB0pB,v115@8gA8HeD8FeD8BeA8AeE8BeG8JeR7IvhFzcBuiBigBc?qBlmB/pB,v115@8gA8HeD8FeD8BeA8AeE8BeG8Je39IvhFxfBylBWnBT?lBlmB0pB
LTSIJOZ,X,O,O,O,X,O,X,X,O
LTSIZJO,X,O,X,X,X,X,X,X,X
LTSIZOJ,O,O,X,X,X,X,X,X,X
LTSIOJZ,X,O,O,O,X,O,X,X,X
LTSIOZJ,X,O,O,X,X,O,X,X,X
LTSJIZO,X,O,O,O,X,X,X,X,O
LTSJIOZ,X,O,O,O,X,O,X,X,O
LTSJZIO,X,O,O,O,X,X,X,X,X
LTSJZOI,X,O,O,O,X,O,X,X,X
LTSJOIZ,X,O,O,O,X,O,X,X,X
LTSJOZI,X,O,O,O,X,O,X,X,X
LTSZIJO,X,O,X,X,X,X,X,X,X
LTSZIOJ,O,O,X,X,X,X,X,X,X
LTSZJIO,X,O,X,O,X,X,X,X,X
LTSZJOI,X,O,X,O,X,O,X,X,X
LTSZOIJ,O,O,X,X,X,O,X,X,X
LTSZOJI,O,O,X,O,X,O,X,X,X
LTSOIJZ,X,O,O,O,X,O,X,X,X
LTSOIZJ,O,O,O,X,X,O,X,X,X
LTSOJIZ,O,O,O,O,X,O,X,X,X
LTSOJZI,O,O,O,O,X,O,X,X,X
LTSOZIJ,O,O,X,X,X,O,X,X,X
LTSOZJI,O,O,X,O,X,O,X,X,X
LTZIJSO,X,O,X,O,X,X,X,O,X
LTZIJOS,O,O,X,O,O,X,X,O,X
LTZISJO,X,O,X,X,X,X,X,X,X
LTZISOJ,O,O,X,X,X,X,X,X,X
LTZIOJS,O,O,X,O,O,X,X,O,X
LTZIOSJ,O,O,X,X,X,X,X,X,X
LTZJISO,X,O,O,O,O,X,X,O,X
LTZJIOS,O,O,O,O,O,X,X,O,X
LTZJSIO,X,O,O,O,O,X,X,O,X
LTZJSOI,X,O,O,O,O,X,X,O,X
LTZJOIS,O,O,O,O,O,X,X,O,X
LTZJOSI,O,O,O,O,O,X,X,O,X
LTZSIJO,X,O,O,X,X,X,X,X,X
LTZSIOJ,O,O,O,X,X,X,X,X,X
LTZSJIO,X,O,O,O,X,X,X,O,X
LTZSJOI,X,O,O,O,X,X,X,O,X
LTZSOIJ,O,O,O,X,X,X,X,X,X
LTZSOJI,O,O,O,O,X,X,X,O,X
LTZOIJS,O,O,X,O,O,X,X,O,X
LTZOISJ,O,O,X,X,X,X,X,X,X
LTZOJIS,O,O,O,O,O,X,X,O,X
LTZOJSI,O,O,O,O,O,X,X,O,X
LTZOSIJ,O,O,O,X,X,X,X,X,X
LTZOSJI,O,O,O,O,X,X,X,O,X
LTOIJSZ,O,O,X,O,X,X,X,X,X
LTOIJZS,O,O,X,O,X,X,X,X,X
LTOISJZ,X,O,X,O,X,O,X,X,X
LTOISZJ,O,O,X,X,X,O,X,X,X
LTOIZJS,O,O,X,O,X,X,X,X,X
LTOIZSJ,O,O,X,X,X,X,X,X,X
LTOJISZ,O,O,O,O,O,X,X,X,X
LTOJIZS,O,O,O,O,O,X,X,X,X
LTOJSIZ,O,O,O,O,O,X,X,X,X
LTOJSZI,O,O,O,O,X,X,X,X,X
LTOJZIS,O,O,O,O,O,X,X,O,X
LTOJZSI,O,O,O,O,X,X,X,O,X
LTOSIJZ,X,O,O,O,X,O,X,X,X
LTOSIZJ,O,O,O,X,X,O,X,X,X
LTOSJIZ,O,O,O,O,X,O,X,X,X
LTOSJZI,O,O,O,O,X,O,X,X,X
LTOSZIJ,O,O,X,X,X,O,X,X,X
LTOSZJI,O,O,X,O,X,O,X,X,X
LTOZIJS,O,O,X,O,O,X,X,O,X
LTOZISJ,O,O,X,X,X,X,X,X,X
LTOZJIS,O,O,O,O,O,X,X,O,X
LTOZJSI,O,O,O,O,O,X,X,O,X
LTOZSIJ,O,O,O,X,X,X,X,X,X
LTOZSJI,O,O,O,O,X,X,X,O,X
LITJSZO,O,O,X,O,X,X,X,X,O
LITJSOZ,X,O,X,O,X,X,X,X,O
LITJZSO,O,O,X,O,X,X,X,X,X
LITJZOS,O,O,X,O,X,X,X,X,X
LITJOSZ,X,O,X,O,X,X,X,X,X
LITJOZS,O,O,X,O,X,X,X,X,X
LITSJZO,X,O,X,O,X,X,X,X,O
LITSJOZ,X,O,X,O,X,X,X,X,O
LITSZJO,X,O,X,X,X,X,X,X,X
LITSZOJ,O,O,X,X,X,X,X,X,X
LITSOJZ,X,O,X,O,X,X,X,X,X
LITSOZJ,X,O,X,X,X,X,X,X,X
LITZJSO,X,O,X,O,X,X,X,X,X
LITZJOS,O,O,X,O,X,X,X,X,X
LITZSJO,X,O,X,X,X,X,X,X,X
LITZSOJ,O,O,X,X,X,X,X,X,X
LITZOJS,O,O,X,O,X,X,X,X,X
LITZOSJ,O,O,X,X,X,X,X,X,X
LITOJSZ,O,O,X,O,X,X,X,X,X
LITOJZS,O,O,X,O,X,X,X,X,X
LITOSJZ,X,O,X,O,X,X,X,X,X
LITOSZJ,O,O,X,X,X,X,X,X,X
LITOZJS,O,O,X,O,X,X,X,X,X
LITOZSJ,O,O,X,X,X,X,X,X,X
LIJTSZO,O,O,X,O,X,X,X,X,O
LIJTSOZ,X,O,X,O,X,X,X,X,O
LIJTZSO,O,O,X,O,X,X,X,X,X
LIJTZOS,O,O,X,O,X,X,X,X,X
LIJTOSZ,O,O,X,O,X,X,X,X,X
LIJTOZS,O,O,X,O,X,X,X,X,X
LIJSTZO,O,X,X,O,X,X,X,X,O
LIJSTOZ,X,X,X,O,X,X,X,X,O
LIJSZTO,O,X,X,X,X,X,X,X,O
LIJSZOT,O,O,X,X,X,X,X,X,O
LIJSOTZ,X,X,X,O,X,X,X,X,O
LIJSOZT,X,X,X,X,X,X,X,X,O
LIJZTSO,O,O,X,O,X,X,X,X,X
LIJZTOS,O,O,X,O,X,X,X,X,X
LIJZSTO,O,X,X,X,X,X,X,X,O
LIJZSOT,O,O,X,X,X,X,X,X,O
LIJZOTS,O,O,X,O,X,X,X,X,X
LIJZOST,O,O,X,X,X,X,X,X,X
LIJOTSZ,O,X,X,O,X,X,X,X,X
LIJOTZS,O,X,X,O,X,X,X,X,X
LIJOSTZ,O,X,X,O,X,X,X,X,O
LIJOSZT,O,X,X,X,X,X,X,X,O
LIJOZTS,O,O,X,O,X,X,X,X,X
LIJOZST,O,O,X,X,X,X,X,X,X
LISTJZO,X,O,X,O,X,X,X,X,O
LISTJOZ,X,O,X,O,X,O,X,X,O
LISTZJO,X,O,X,X,X,X,X,X,X
LISTZOJ,O,O,X,X,X,X,X,X,X
LISTOJZ,X,O,X,O,X,O,X,X,X
LISTOZJ,X,O,X,X,X,O,X,X,X
LISJTZO,O,X,X,O,X,X,X,X,O
LISJTOZ,X,X,X,O,X,O,X,X,O
LISJZTO,O,X,X,X,X,X,X,X,O
LISJZOT,O,O,X,X,X,X,X,X,O
LISJOTZ,X,X,X,O,X,O,X,X,O
LISJOZT,X,X,X,X,X,O,X,X,O
LISZTJO,X,O,X,X,X,X,X,X,X
LISZTOJ,X,O,X,X,X,X,X,X,X
LISZJTO,X,X,X,X,X,X,X,X,O
LISZJOT,X,O,X,X,X,X,X,X,O
LISZOTJ,X,O,X,X,X,X,X,X,X
LISZOJT,X,O,X,X,X,X,X,X,X
LISOTJZ,X,X,X,O,X,O,O,X,X
LISOTZJ,O,X,X,X,X,O,X,X,X
LISOJTZ,O,X,X,O,X,O,O,X,O
LISOJZT,O,X,X,X,X,O,O,X,O
LISOZTJ,X,X,X,X,X,O,X,X,X
LISOZJT,X,X,X,X,X,O,O,X,X
LIZTJSO,X,O,X,O,X,X,X,X,X
LIZTJOS,O,O,X,O,X,X,X,X,X
LIZTSJO,X,O,X,X,X,X,X,X,X
LIZTSOJ,O,O,X,X,X,X,X,X,X
LIZTOJS,O,O,X,O,X,X,X,X,X
LIZTOSJ,O,O,X,X,X,X,X,X,X
LIZJTSO,O,O,X,O,X,X,X,X,X
LIZJTOS,O,O,X,O,X,X,X,X,X
LIZJSTO,O,X,X,X,X,X,X,X,O
LIZJSOT,O,O,X,X,X,X,X,X,O
LIZJOTS,O,O,X,O,X,X,X,X,X
LIZJOST,O,O,X,X,X,X,X,X,X
LIZSTJO,X,O,X,X,X,X,X,X,X
LIZSTOJ,X,O,X,X,X,X,X,X,X
LIZSJTO,X,X,X,X,X,X,X,X,O
LIZSJOT,X,O,X,X,X,X,X,X,O
LIZSOTJ,X,O,X,X,X,X,X,X,X
LIZSOJT,X,O,X,X,X,X,X,X,X
LIZOTJS,O,O,X,O,X,X,X,X,X
LIZOTSJ,O,O,X,X,X,X,X,X,X
LIZOJTS,O,O,X,O,X,X,X,X,X
LIZOJST,O,O,X,X,X,X,X,X,X
LIZOSTJ,X,O,X,X,X,X,X,X,X
LIZOSJT,X,O,X,X,X,X,X,X,X
LIOTJSZ,O,O,X,O,X,X,O,X,X
LIOTJZS,O,O,X,O,X,X,X,X,X
LIOTSJZ,X,O,X,O,X,O,O,X,X
LIOTSZJ,O,O,X,X,X,O,X,X,X
LIOTZJS,O,O,X,O,X,X,X,X,X
LIOTZSJ,O,O,X,X,X,X,X,X,X
LIOJTSZ,O,X,X,O,X,X,O,X,X
LIOJTZS,O,X,X,O,X,X,X,X,X
LIOJSTZ,O,X,X,O,X,O,O,X,O
LIOJSZT,O,X,X,X,X,O,O,X,O
LIOJZTS,O,O,X,O,X,X,X,X,X
LIOJZST,O,O,X,X,X,X,O,X,X
LIOSTJZ,X,X,X,O,X,O,O,X,X
LIOSTZJ,O,X,X,X,X,O,X,X,X
LIOSJTZ,O,X,X,O,X,O,O,X,O
LIOSJZT,O,X,X,X,X,O,O,X,O
LIOSZTJ,X,X,X,X,X,O,X,X,X
LIOSZJT,X,X,X,X,X,O,O,X,X
LIOZTJS,O,O,X,O,X,X,X,X,X
LIOZTSJ,O,O,X,X,X,X,X,X,X
LIOZJTS,O,O,X,O,X,X,X,X,X
LIOZJST,O,O,X,X,X,X,O,X,X
LIOZSTJ,X,O,X,X,X,O,X,X,X
LIOZSJT,X,O,X,X,X,O,O,X,X
LJTISZO,O,O,O,O,X,X,X,X,O
LJTISOZ,X,O,O,O,O,X,X,X,O
LJTIZSO,O,O,O,O,O,X,X,X,X
LJTIZOS,O,O,O,O,O,X,X,X,X
LJTIOSZ,O,O,O,O,O,X,X,X,X
LJTIOZS,O,O,O,O,O,X,X,X,X
LJTSIZO,O,O,O,O,X,X,X,X,O
LJTSIOZ,X,O,O,O,O,X,X,X,O
LJTSZIO,O,O,O,O,X,X,X,X,X
LJTSZOI,O,O,O,O,X,X,X,X,X
LJTSOIZ,O,O,O,O,O,X,X,X,X
LJTSOZI,O,O,O,O,X,X,X,X,X
LJTZISO,O,O,O,O,O,X,X,O,X
LJTZIOS,O,O,O,O,O,X,X,O,X
LJTZSIO,O,O,O,O,O,X,X,O,X
LJTZSOI,O,O,O,O,O,X,X,O,X
LJTZOIS,O,O,O,O,O,X,X,O,X
LJTZOSI,O,O,O,O,O,X,X,O,X
LJTOISZ,O,O,O,O,O,X,X,X,X
LJTOIZS,O,O,O,O,O,X,X,X,X
LJTOSIZ,O,O,O,O,O,X,X,X,X
LJTOSZI,O,O,O,O,X,X,X,X,X
LJTOZIS,O,O,O,O,O,X,X,O,X
LJTOZSI,O,O,O,O,O,X,X,O,X
LJITSZO,O,O,O,O,X,X,X,X,O
LJITSOZ,X,O,O,O,O,X,X,X,O
LJITZSO,O,O,O,O,O,X,X,X,X
LJITZOS,O,O,O,O,O,X,X,X,X
LJITOSZ,O,O,O,O,O,X,X,X,X
LJITOZS,O,O,O,O,O,X,X,X,X
LJISTZO,O,X,O,O,X,X,X,X,O
LJISTOZ,X,X,O,O,O,X,X,X,O
LJISZTO,O,X,O,X,O,X,X,X,O
LJISZOT,O,O,O,X,O,X,X,X,O
LJISOTZ,X,X,O,O,O,X,X,X,O
LJISOZT,X,X,O,X,O,X,X,X,O
LJIZTSO,O,O,O,O,O,X,X,X,X
LJIZTOS,O,O,O,O,O,X,X,X,X
LJIZSTO,O,X,O,X,O,X,X,X,O
LJIZSOT,O,O,O,X,O,X,X,X,O
LJIZOTS,O,O,O,O,O,X,X,X,X
LJIZOST,O,O,O,X,O,X,X,X,X
LJIOTSZ,O,X,O,O,O,X,X,X,X
LJIOTZS,O,X,O,O,O,X,X,X,X
LJIOSTZ,O,X,O,O,O,X,X,X,O
LJIOSZT,O,X,O,X,O,X,X,X,O
LJIOZTS,O,O,O,O,O,X,X,X,X
LJIOZST,O,O,O,X,O,X,X,X,X
LJSTIZO,O,X,O,O,X,X,X,X,O
LJSTIOZ,X,X,O,O,O,O,X,X,O
LJSTZIO,O,X,O,O,X,X,X,X,X
LJSTZOI,O,X,O,O,X,O,X,X,X
LJSTOIZ,O,X,O,O,O,O,X,X,X
LJSTOZI,O,X,O,O,X,O,X,X,X
LJSITZO,O,X,O,O,X,X,X,X,O
LJSITOZ,X,X,O,O,O,O,X,X,O
LJSIZTO,O,X,O,X,O,X,X,X,O
LJSIZOT,O,O,O,X,O,X,X,X,O
LJSIOTZ,X,X,O,O,O,O,X,X,O
LJSIOZT,X,X,O,X,O,O,X,X,O
LJSZTIO,X,X,O,X,O,X,X,X,X
LJSZTOI,X,X,O,X,O,O,X,X,X
LJSZITO,O,X,O,X,O,X,X,X,O
LJSZIOT,O,O,O,X,O,X,X,X,O
LJSZOTI,X,O,O,O,O,O,X,X,X
LJSZOIT,O,O,O,X,O,O,X,X,X
LJSOTIZ,O,X,O,O,O,O,X,X,X
LJSOTZI,O,X,O,O,X,O,X,X,X
LJSOITZ,O,X,O,O,O,O,X,X,O
LJSOIZT,O,X,O,X,O,O,X,X,O
LJSOZTI,X,X,O,O,O,O,X,X,X
LJSOZIT,O,X,O,X,O,O,X,X,X
LJZTISO,O,O,O,O,O,X,X,O,X
LJZTIOS,O,O,O,O,O,X,X,O,X
LJZTSIO,O,O,O,O,O,X,X,O,X
LJZTSOI,O,O,O,O,O,X,X,O,X
LJZTOIS,O,O,O,O,O,X,X,O,X
LJZTOSI,O,O,O,O,O,X,X,O,X
LJZITSO,O,O,O,O,O,X,X,O,X
LJZITOS,O,O,O,O,O,X,X,O,X
LJZISTO,O,X,O,X,O,X,X,X,O
LJZISOT,O,O,O,X,O,X,X,X,O
LJZIOTS,O,O,O,O,O,X,X,X,X
LJZIOST,O,O,O,X,O,X,X,X,X
LJZSTIO,X,X,O,X,O,X,X,O,X
LJZSTOI,X,X,O,X,O,X,X,O,X
LJZSITO,O,X,O,X,O,X,X,X,O
LJZSIOT,O,O,O,X,O,X,X,X,O
LJZSOTI,X,O,O,O,O,X,X,X,X
LJZSOIT,O,O,O,X,O,X,X,X,X
LJZOTIS,O,O,O,O,O,X,X,O,X
LJZOTSI,O,O,O,O,O,X,X,O,X
LJZOITS,O,O,O,O,O,X,X,X,X
LJZOIST,O,O,O,X,O,X,X,X,X
LJZOSTI,X,O,O,O,O,X,X,X,X
LJZOSIT,O,O,O,X,O,X,X,X,X
LJOTISZ,O,X,O,O,O,X,X,X,X
LJOTIZS,O,X,O,O,O,X,X,X,X
LJOTSIZ,O,X,O,O,O,X,X,X,X
LJOTSZI,O,X,O,O,X,X,X,X,X
LJOTZIS,O,X,O,O,O,X,X,X,X
LJOTZSI,O,X,O,O,O,X,X,X,X
LJOITSZ,O,X,O,O,O,X,X,X,X
LJOITZS,O,X,O,O,O,X,X,X,X
LJOISTZ,O,X,O,O,O,O,X,X,O
LJOISZT,O,X,O,X,O,O,X,X,O
LJOIZTS,O,O,O,O,O,X,X,X,X
LJOIZST,O,O,O,X,O,X,X,X,X
LJOSTIZ,O,X,O,O,O,O,X,X,X
LJOSTZI,O,X,O,O,X,O,X,X,X
LJOSITZ,O,X,O,O,O,O,X,X,O
LJOSIZT,O,X,O,X,O,O,X,X,O
LJOSZTI,X,X,O,O,O,O,X,X,X
LJOSZIT,O,X,O,X,O,O,X,X,X
LJOZTIS,O,O,O,O,O,X,X,X,X
LJOZTSI,O,O,O,O,O,X,X,X,X
LJOZITS,O,O,O,O,O,X,X,X,X
LJOZIST,O,O,O,X,O,X,X,X,X
LJOZSTI,X,O,O,O,O,X,X,X,X
LJOZSIT,O,O,O,X,O,X,X,X,X
LSTIJZO,X,O,X,O,X,X,X,X,O
LSTIJOZ,X,O,O,O,X,O,X,X,O
LSTIZJO,X,O,X,X,X,X,X,X,X
LSTIZOJ,O,O,X,X,X,X,X,X,X
LSTIOJZ,X,O,O,O,X,O,X,X,X
LSTIOZJ,X,O,O,X,X,O,X,X,X
LSTJIZO,X,O,O,O,X,X,X,X,O
LSTJIOZ,X,O,O,O,X,O,X,X,O
LSTJZIO,X,O,O,O,X,X,X,X,X
LSTJZOI,X,O,O,O,X,O,X,X,X
LSTJOIZ,X,O,O,O,X,O,X,X,X
LSTJOZI,X,O,O,O,X,O,X,X,X
LSTZIJO,X,O,X,X,X,X,X,X,X
LSTZIOJ,O,O,X,X,X,X,X,X,X
LSTZJIO,X,O,X,O,X,X,X,X,X
LSTZJOI,X,O,X,O,X,O,X,X,X
LSTZOIJ,O,O,X,X,X,O,X,X,X
LSTZOJI,O,O,X,O,X,O,X,X,X
LSTOIJZ,X,O,O,O,X,O,X,X,X
LSTOIZJ,O,O,O,X,X,O,X,X,X
LSTOJIZ,O,O,O,O,X,O,X,X,X
LSTOJZI,O,O,O,O,X,O,X,X,X
LSTOZIJ,O,O,X,X,X,O,X,X,X
LSTOZJI,O,O,X,O,X,O,X,X,X
LSITJZO,X,O,X,O,X,X,X,X,O
LSITJOZ,X,O,O,O,X,O,X,X,O
LSITZJO,X,O,X,X,X,X,X,X,X
LSITZOJ,O,O,X,X,X,X,X,X,X
LSITOJZ,X,O,O,O,X,O,X,X,X
LSITOZJ,X,O,O,X,X,O,X,X,X
LSIJTZO,O,X,X,O,X,X,X,X,O
LSIJTOZ,X,X,O,O,X,O,X,X,O
LSIJZTO,O,X,O,X,X,X,X,X,O
LSIJZOT,O,O,O,X,X,X,X,X,O
LSIJOTZ,X,X,O,O,X,O,X,X,O
LSIJOZT,X,X,O,X,X,O,X,X,O
LSIZTJO,X,O,O,X,X,X,X,X,X
LSIZTOJ,X,O,O,X,X,X,X,X,X
LSIZJTO,X,X,O,X,X,X,X,X,O
LSIZJOT,X,O,O,X,X,X,X,X,O
LSIZOTJ,X,O,O,X,X,X,X,X,X
LSIZOJT,X,O,X,X,X,X,X,X,X
LSIOTJZ,X,X,O,O,X,O,O,X,X
LSIOTZJ,O,X,O,X,X,O,X,X,X
LSIOJTZ,O,X,X,O,X,O,O,X,O
LSIOJZT,O,X,X,X,X,O,O,X,O
LSIOZTJ,X,X,O,X,X,O,X,X,X
LSIOZJT,X,X,X,X,X,O,O,X,X
LSJTIZO,O,X,O,O,X,X,X,X,O
LSJTIOZ,X,X,O,O,X,O,X,X,O
LSJTZIO,O,X,O,O,X,X,X,X,X
LSJTZOI,O,X,O,O,X,O,X,X,X
LSJTOIZ,O,X,O,O,X,O,X,X,X
LSJTOZI,O,X,O,O,X,O,X,X,X
LSJITZO,O,X,O,O,X,X,X,X,O
LSJITOZ,X,X,O,O,X,O,X,X,O
LSJIZTO,O,X,O,X,X,X,X,X,O
LSJIZOT,O,O,O,X,X,X,X,X,O
LSJIOTZ,X,X,O,O,X,O,X,X,O
LSJIOZT,X,X,O,X,X,O,X,X,O
LSJZTIO,X,X,O,X,X,X,X,X,X
LSJZTOI,X,X,O,X,X,O,X,X,X
LSJZITO,O,X,O,X,X,X,X,X,O
LSJZIOT,O,O,O,X,X,X,X,X,O
LSJZOTI,X,O,O,O,X,O,X,X,X
LSJZOIT,O,O,O,X,X,O,X,X,X
LSJOTIZ,O,X,O,O,X,O,X,X,X
LSJOTZI,O,X,O,O,X,O,X,X,X
LSJOITZ,O,X,O,O,X,O,X,X,O
LSJOIZT,O,X,O,X,X,O,X,X,O
LSJOZTI,X,X,O,O,X,O,X,X,X
LSJOZIT,O,X,O,X,X,O,X,X,X
LSZTIJO,X,O,O,X,X,X,X,X,X
LSZTIOJ,X,O,O,X,X,X,X,X,X
LSZTJIO,X,O,O,O,X,X,X,X,X
LSZTJOI,X,O,O,O,X,O,X,X,X
LSZTOIJ,X,O,O,X,X,O,X,X,X
LSZTOJI,X,O,O,O,X,O,X,X,X
LSZITJO,X,O,O,X,X,X,X,X,X
LSZITOJ,X,O,O,X,X,X,X,X,X
LSZIJTO,X,X,O,X,X,X,X,X,O
LSZIJOT,X,O,O,X,X,X,X,X,O
LSZIOTJ,X,O,O,X,X,X,X,X,X
LSZIOJT,X,O,X,X,X,X,X,X,X
LSZJTIO,X,X,O,X,X,X,X,X,X
LSZJTOI,X,X,O,X,X,O,X,X,X
LSZJITO,X,X,O,X,X,X,X,X,O
LSZJIOT,X,O,O,X,X,X,X,X,O
LSZJOTI,X,O,O,O,X,O,X,X,X
LSZJOIT,X,O,O,X,X,O,X,X,X
LSZOTIJ,X,O,O,X,X,O,X,X,X
LSZOTJI,X,O,O,O,X,O,X,X,X
LSZOITJ,X,O,O,X,X,O,X,X,X
LSZOIJT,X,O,X,X,X,O,X,X,X
LSZOJTI,X,O,O,O,X,O,X,X,X
LSZOJIT,X,O,O,X,X,O,X,X,X
LSOTIJZ,X,X,O,O,X,O,O,X,X
LSOTIZJ,O,X,O,X,X,O,X,X,X
LSOTJIZ,O,X,O,O,X,O,O,X,X
LSOTJZI,O,X,O,O,X,O,X,X,X
LSOTZIJ,O,X,X,X,X,O,X,X,X
LSOTZJI,O,X,X,O,X,O,X,X,X
LSOITJZ,X,X,O,O,X,O,O,X,X
LSOITZJ,O,X,O,X,X,O,X,X,X
LSOIJTZ,O,X,X,O,X,O,O,X,O
LSOIJZT,O,X,X,X,X,O,O,X,O
LSOIZTJ,X,X,O,X,X,O,X,X,X
LSOIZJT,X,X,X,X,X,O,O,X,X
LSOJTIZ,O,X,O,O,X,O,O,X,X
LSOJTZI,O,X,O,O,X,O,X,X,X
LSOJITZ,O,X,O,O,X,O,O,X,O
LSOJIZT,O,X,O,X,X,O,O,X,O
LSOJZTI,X,X,O,O,X,O,X,X,X
LSOJZIT,O,X,O,X,X,O,O,X,X
LSOZTIJ,X,X,O,X,X,O,X,X,X
LSOZTJI,X,X,O,O,X,O,X,X,X
LSOZITJ,X,X,O,X,X,O,X,X,X
LSOZIJT,X,X,X,X,X,O,O,X,X
LSOZJTI,X,X,O,O,X,O,X,X,X
LSOZJIT,X,X,O,X,X,O,O,X,X
LZTIJSO,X,O,X,O,X,X,X,O,X
LZTIJOS,O,O,X,O,O,X,X,O,X
LZTISJO,X,O,X,X,X,X,X,X,X
LZTISOJ,O,O,X,X,X,X,X,X,X
LZTIOJS,O,O,X,O,O,X,X,O,X
LZTIOSJ,O,O,X,X,X,X,X,X,X
LZTJISO,X,O,O,O,O,X,X,O,X
LZTJIOS,O,O,O,O,O,X,X,O,X
LZTJSIO,X,O,O,O,O,X,X,O,X
LZTJSOI,X,O,O,O,O,X,X,O,X
LZTJOIS,O,O,O,O,O,X,X,O,X
LZTJOSI,O,O,O,O,O,X,X,O,X
LZTSIJO,X,O,O,X,X,X,X,X,X
LZTSIOJ,O,O,O,X,X,X,X,X,X
LZTSJIO,X,O,O,O,X,X,X,O,X
LZTSJOI,X,O,O,O,X,X,X,O,X
LZTSOIJ,O,O,O,X,X,X,X,X,X
LZTSOJI,O,O,O,O,X,X,X,O,X
LZTOIJS,O,O,X,O,O,X,X,O,X
LZTOISJ,O,O,X,X,X,X,X,X,X
LZTOJIS,O,O,O,O,O,X,X,O,X
LZTOJSI,O,O,O,O,O,X,X,O,X
LZTOSIJ,O,O,O,X,X,X,X,X,X
LZTOSJI,O,O,O,O,X,X,X,O,X
LZITJSO,X,O,X,O,X,X,X,O,X
LZITJOS,O,O,X,O,O,X,X,O,X
LZITSJO,X,O,X,X,X,X,X,X,X
LZITSOJ,O,O,X,X,X,X,X,X,X
LZITOJS,O,O,X,O,O,X,X,O,X
LZITOSJ,O,O,X,X,X,X,X,X,X
LZIJTSO,O,O,X,O,X,X,X,O,X
LZIJTOS,O,O,X,O,O,X,X,O,X
LZIJSTO,O,X,X,X,X,X,X,X,O
LZIJSOT,O,O,X,X,X,X,X,X,O
LZIJOTS,O,O,X,O,O,X,X,X,X
LZIJOST,O,O,X,X,X,X,X,X,X
LZISTJO,X,O,X,X,X,X,X,X,X
LZISTOJ,X,O,X,X,X,X,X,X,X
LZISJTO,X,X,X,X,X,X,X,X,O
LZISJOT,X,O,X,X,X,X,X,X,O
LZISOTJ,X,O,X,X,X,X,X,X,X
LZISOJT,X,O,X,X,X,X,X,X,X
LZIOTJS,O,O,X,O,O,X,X,X,X
LZIOTSJ,O,O,X,X,X,X,X,X,X
LZIOJTS,O,O,X,O,X,X,X,X,X
LZIOJST,O,O,X,X,X,X,X,X,X
LZIOSTJ,X,O,X,X,X,X,X,X,X
LZIOSJT,X,O,X,X,X,X,X,X,X
LZJTISO,O,O,O,O,O,X,X,O,X
LZJTIOS,O,O,O,O,O,X,X,O,X
LZJTSIO,O,O,O,O,O,X,X,O,X
LZJTSOI,O,O,O,O,O,X,X,O,X
LZJTOIS,O,O,O,O,O,X,X,O,X
LZJTOSI,O,O,O,O,O,X,X,O,X
LZJITSO,O,O,O,O,O,X,X,O,X
LZJITOS,O,O,O,O,O,X,X,O,X
LZJISTO,O,X,X,X,O,X,X,X,O
LZJISOT,O,O,X,X,O,X,X,X,O
LZJIOTS,O,O,O,O,O,X,X,X,X
LZJIOST,O,O,X,X,O,X,X,X,X
LZJSTIO,X,X,O,X,O,X,X,O,X
LZJSTOI,X,X,O,X,O,X,X,O,X
LZJSITO,O,X,X,X,O,X,X,X,O
LZJSIOT,O,O,X,X,O,X,X,X,O
LZJSOTI,X,O,O,O,O,X,X,X,X
LZJSOIT,O,O,X,X,O,X,X,X,X
LZJOTIS,O,O,O,O,O,X,X,O,X
LZJOTSI,O,O,O,O,O,X,X,O,X
LZJOITS,O,O,O,O,O,X,X,X,X
LZJOIST,O,O,X,X,O,X,X,X,X
LZJOSTI,X,O,O,O,O,X,X,X,X
LZJOSIT,O,O,X,X,O,X,X,X,X
LZSTIJO,X,O,X,X,X,X,X,X,X
LZSTIOJ,X,O,X,X,X,X,X,X,X
LZSTJIO,X,O,X,O,X,X,X,O,X
LZSTJOI,X,O,X,O,X,O,X,O,X
LZSTOIJ,X,O,X,X,X,O,X,X,X
LZSTOJI,X,O,X,O,X,O,X,O,X
LZSITJO,X,O,X,X,X,X,X,X,X
LZSITOJ,X,O,X,X,X,X,X,X,X
LZSIJTO,X,X,X,X,X,X,X,X,O
LZSIJOT,X,O,X,X,X,X,X,X,O
LZSIOTJ,X,O,X,X,X,X,X,X,X
LZSIOJT,X,O,X,X,X,X,X,X,X
LZSJTIO,X,X,X,X,X,X,X,O,X
LZSJTOI,X,X,X,X,X,O,X,O,X
LZSJITO,X,X,X,X,X,X,X,X,O
