sequence,v115@EhD8EeF8DeE8BeG8JeT6IvhF0cBxdBmgBFlBSrBXqB,v115@EhD8EeF8DeE8BeG8JeT6IvhFegBCcBxdBlhBUmBXqB,v115@EhD8EeF8DeE8BeG8Je2/IvhFfhB0cBxiBFlBSrBzpB,v115@EhD8EeF8DeE8BeG8Je//IvhF0cBxdBOqBTmBllBCqB,v115@EhD8EeF8DeE8BeG8JeT6IvhFxdBXgBlhBUmBeqBCrB,v115@EhD8EeF8DeE8BeG8Jem6IvhFqgBxdB0fBlhBTmBXqB,v115@EhD8EeF8DeE8BeG8Je//IvhFxdBOlBlhBUmBCmBzpB
LSIZTJO,O,O,O,X,X,O,O
LSIZTOJ,O,O,O,X,O,O,X
LSIZJTO,X,O,O,X,X,O,O
LSIZJOT,O,O,O,X,X,O,X
LSIZOTJ,O,O,O,X,O,O,X
LSIZOJT,O,O,O,O,X,O,X
LSIOTJZ,O,O,O,X,X,X,X
LSIOTZJ,O,X,O,X,O,O,X
LSIOJTZ,X,O,X,O,X,X,X
LSIOJZT,O,O,O,O,X,X,X
LSIOZTJ,O,O,O,X,O,O,X
LSIOZJT,O,O,O,O,X,O,X
LSJTIZO,X,O,O,X,X,O,X
LSJTIOZ,X,O,O,X,X,X,X
LSJTZIO,X,O,O,X,X,O,X
LSJTZOI,X,O,O,X,X,O,X
LSJTOIZ,X,O,O,X,X,X,X
LSJTOZI,X,O,O,X,X,X,X
LSJITZO,X,O,O,X,X,O,X
LSJITOZ,X,O,O,X,X,X,X
LSJIZTO,X,O,O,X,X,O,X
LSJIZOT,O,O,O,X,X,O,X
LSJIOTZ,X,O,X,O,X,X,X
LSJIOZT,O,O,O,O,X,X,X
LSJZTIO,X,O,O,X,X,O,X
LSJZTOI,X,O,O,X,X,O,X
LSJZITO,X,O,O,X,X,O,X
LSJZIOT,O,O,O,X,X,O,X
LSJZOTI,O,O,O,X,X,O,X
LSJZOIT,O,O,O,X,X,O,X
LSJOTIZ,X,O,X,O,X,X,X
LSJOTZI,X,O,X,O,X,X,X
LSJOITZ,X,O,X,O,X,X,X
LSJOIZT,O,O,O,O,X,X,X
LSJOZTI,O,O,O,O,X,X,X
LSJOZIT,O,O,O,O,X,X,X
LSZTIJO,O,O,O,X,X,O,O
LSZTIOJ,O,O,O,X,O,O,X
LSZTJIO,O,O,O,X,X,O,O
LSZTJOI,O,O,O,X,X,O,O
LSZTOIJ,O,O,O,X,O,O,X
LSZTOJI,O,O,O,X,O,O,X
LSZITJO,O,O,O,X,X,O,O
LSZITOJ,O,O,O,X,O,O,X
LSZIJTO,X,O,O,X,X,O,O
LSZIJOT,O,O,O,X,X,O,X
LSZIOTJ,O,O,O,X,O,O,X
LSZIOJT,O,O,O,O,X,O,X
LSZJTIO,X,O,O,X,X,O,O
LSZJTOI,X,O,O,X,X,O,O
LSZJITO,X,O,O,X,X,O,O
LSZJIOT,O,O,O,X,X,O,X
LSZJOTI,O,O,O,X,X,O,X
LSZJOIT,O,O,O,X,X,O,X
LSZOTIJ,O,O,O,X,O,O,X
LSZOTJI,O,O,O,X,O,O,X
LSZOITJ,O,O,O,X,O,O,X
LSZOIJT,O,O,O,O,X,O,X
LSZOJTI,O,O,O,O,X,O,X
LSZOJIT,O,O,O,O,X,O,X
LSOTIJZ,O,O,O,X,X,X,X
LSOTIZJ,O,X,O,X,O,O,X
LSOTJIZ,O,O,O,X,X,X,X
LSOTJZI,O,O,O,X,X,X,X
LSOTZIJ,O,X,O,X,O,O,X
LSOTZJI,O,X,O,X,O,O,X
LSOITJZ,O,O,O,X,X,X,X
LSOITZJ,O,X,O,X,O,O,X
LSOIJTZ,X,O,X,O,X,X,X
LSOIJZT,O,O,O,O,X,X,X
LSOIZTJ,O,O,O,X,O,O,X
LSOIZJT,O,O,O,O,X,O,X
LSOJTIZ,X,O,X,O,X,X,X
LSOJTZI,X,O,X,O,X,X,X
LSOJITZ,X,O,X,O,X,X,X
LSOJIZT,O,O,O,O,X,X,X
LSOJZTI,O,O,O,O,X,X,X
LSOJZIT,O,O,O,O,X,X,X
LSOZTIJ,O,O,O,X,O,O,X
LSOZTJI,O,O,O,X,O,O,X
LSOZITJ,O,O,O,X,O,O,X
LSOZIJT,O,O,O,O,X,O,X
LSOZJTI,O,O,O,O,X,O,X
LSOZJIT,O,O,O,O,X,O,X
LZTIJSO,O,O,O,X,X,X,O
LZTIJOS,O,O,X,X,X,X,X
LZTISJO,O,O,O,X,X,X,O
LZTISOJ,O,O,O,X,O,X,X
LZTIOJS,O,O,X,X,X,X,X
LZTIOSJ,O,O,X,X,X,X,X
LZTJISO,O,O,O,X,X,X,O
LZTJIOS,O,O,X,X,X,X,X
LZTJSIO,O,O,O,X,X,X,O
LZTJSOI,O,O,O,X,X,X,O
LZTJOIS,O,O,X,X,X,X,X
LZTJOSI,O,O,X,X,X,X,X
LZTSIJO,O,O,O,X,X,X,O
LZTSIOJ,O,O,O,X,O,X,X
LZTSJIO,O,O,O,X,X,X,O
LZTSJOI,O,O,O,X,X,X,O
LZTSOIJ,O,O,O,X,O,X,X
LZTSOJI,O,O,O,X,O,X,X
LZTOIJS,O,O,X,X,X,X,X
LZTOISJ,O,O,X,X,X,X,X
LZTOJIS,O,O,X,X,X,X,X
LZTOJSI,O,O,X,X,X,X,X
LZTOSIJ,O,O,X,X,X,X,X
LZTOSJI,O,O,X,X,X,X,X
LZITJSO,O,O,O,X,X,X,O
LZITJOS,O,O,X,X,X,X,X
LZITSJO,O,O,O,X,X,X,O
LZITSOJ,O,O,O,X,O,X,X
LZITOJS,O,O,X,X,X,X,X
LZITOSJ,O,O,X,X,X,X,X
LZIJTSO,O,O,O,X,X,X,O
LZIJTOS,O,O,X,X,X,X,X
LZIJSTO,X,O,O,X,X,X,O
LZIJSOT,O,O,O,X,X,X,X
LZIJOTS,O,O,X,X,X,X,X
LZIJOST,O,O,O,X,X,X,X
LZISTJO,O,O,O,X,X,X,O
LZISTOJ,O,O,O,X,O,X,X
LZISJTO,X,O,O,X,X,X,O
LZISJOT,O,O,O,X,X,X,X
LZISOTJ,O,O,O,X,O,X,X
LZISOJT,O,O,O,O,X,X,X
LZIOTJS,O,O,X,X,X,X,X
LZIOTSJ,O,X,X,X,X,X,X
LZIOJTS,O,O,X,X,X,X,X
LZIOJST,O,O,O,O,X,X,X
LZIOSTJ,O,X,O,X,X,X,X
LZIOSJT,O,O,O,O,X,X,X
LZJTISO,O,O,O,X,X,X,O
LZJTIOS,O,O,X,X,X,X,X
LZJTSIO,O,O,O,X,X,X,O
LZJTSOI,O,O,O,X,X,X,O
LZJTOIS,O,O,X,X,X,X,X
LZJTOSI,O,O,X,X,X,X,X
LZJITSO,O,O,O,X,X,X,O
LZJITOS,O,O,X,X,X,X,X
LZJISTO,X,O,O,X,X,X,O
LZJISOT,O,O,O,X,X,X,X
LZJIOTS,O,O,X,X,X,X,X
LZJIOST,O,O,O,X,X,X,X
LZJSTIO,X,O,O,X,X,X,O
LZJSTOI,X,O,O,X,X,X,O
LZJSITO,X,O,O,X,X,X,O
LZJSIOT,O,O,O,X,X,X,X
LZJSOTI,O,O,O,X,X,X,X
LZJSOIT,O,O,O,X,X,X,X
LZJOTIS,O,O,X,X,X,X,X
LZJOTSI,O,O,X,X,X,X,X
LZJOITS,O,O,X,X,X,X,X
LZJOIST,O,O,O,X,X,X,X
LZJOSTI,O,X,O,X,X,X,X
LZJOSIT,O,O,O,X,X,X,X
LZSTIJO,O,O,O,X,X,X,O
LZSTIOJ,O,O,O,X,O,X,X
LZSTJIO,O,O,O,X,X,X,O
LZSTJOI,O,O,O,X,X,X,O
LZSTOIJ,O,O,O,X,O,X,X
LZSTOJI,O,O,O,X,O,X,X
LZSITJO,O,O,O,X,X,X,O
LZSITOJ,O,O,O,X,O,X,X
LZSIJTO,X,O,O,X,X,X,O
LZSIJOT,O,O,O,X,X,X,X
LZSIOTJ,O,O,O,X,O,X,X
LZSIOJT,O,O,O,O,X,X,X
LZSJTIO,X,O,O,X,X,X,O
LZSJTOI,X,O,O,X,X,X,O
LZSJITO,X,O,O,X,X,X,O
LZSJIOT,O,O,O,X,X,X,X
LZSJOTI,O,O,O,X,X,X,X
LZSJOIT,O,O,O,X,X,X,X
LZSOTIJ,O,O,O,X,O,X,X
LZSOTJI,O,O,O,X,O,X,X
LZSOITJ,O,O,O,X,O,X,X
LZSOIJT,O,O,O,O,X,X,X
LZSOJTI,O,O,O,O,X,X,X
LZSOJIT,O,O,O,O,X,X,X
LZOTIJS,O,O,X,X,X,X,X
LZOTISJ,O,X,X,X,X,X,X
LZOTJIS,O,O,X,X,X,X,X
LZOTJSI,O,O,X,X,X,X,X
LZOTSIJ,O,X,X,X,X,X,X
LZOTSJI,O,X,X,X,X,X,X
LZOITJS,O,O,X,X,X,X,X
LZOITSJ,O,X,X,X,X,X,X
LZOIJTS,O,O,X,X,X,X,X
LZOIJST,O,O,O,O,X,X,X
LZOISTJ,O,X,O,X,X,X,X
LZOISJT,O,O,O,O,X,X,X
LZOJTIS,O,O,X,X,X,X,X
LZOJTSI,O,O,X,X,X,X,X
LZOJITS,O,O,X,X,X,X,X
LZOJIST,O,O,O,O,X,X,X
LZOJSTI,O,X,O,O,X,X,X
LZOJSIT,O,O,O,O,X,X,X
LZOSTIJ,O,X,O,X,X,X,X
LZOSTJI,O,X,O,X,X,X,X
LZOSITJ,O,X,O,X,X,X,X
LZOSIJT,O,O,O,O,X,X,X
LZOSJTI,O,O,O,O,X,X,X
LZOSJIT,O,O,O,O,X,X,X
LOTIJSZ,O,O,O,X,X,X,X
LOTIJZS,O,O,X,X,X,X,X
LOTISJZ,O,X,O,X,X,X,X
LOTISZJ,O,X,O,X,O,X,X
LOTIZJS,O,O,X,X,X,X,X
LOTIZSJ,O,X,X,X,X,X,X
LOTJISZ,O,O,O,X,X,X,X
LOTJIZS,O,O,X,X,X,X,X
LOTJSIZ,O,O,O,X,X,X,X
LOTJSZI,O,X,O,X,X,X,X
LOTJZIS,O,O,X,X,X,X,X
LOTJZSI,O,X,X,X,X,X,X
LOTSIJZ,O,X,O,X,X,X,X
LOTSIZJ,O,X,O,X,O,X,X
LOTSJIZ,O,X,O,X,X,X,X
LOTSJZI,O,X,O,X,X,X,X
LOTSZIJ,O,X,O,X,O,X,X
LOTSZJI,O,X,O,X,O,X,X
LOTZIJS,O,O,X,X,X,X,X
LOTZISJ,O,X,X,X,X,X,X
LOTZJIS,O,O,X,X,X,X,X
LOTZJSI,O,O,X,X,X,X,X
LOTZSIJ,O,X,X,X,X,X,X
LOTZSJI,O,X,X,X,X,X,X
LOITJSZ,O,O,O,X,X,X,X
LOITJZS,O,O,X,X,X,X,X
LOITSJZ,O,X,O,X,X,X,X
LOITSZJ,O,X,O,X,O,X,X
LOITZJS,O,O,X,X,X,X,X
LOITZSJ,O,X,X,X,X,X,X
LOIJTSZ,O,O,X,X,X,X,X
LOIJTZS,O,O,X,X,X,X,X
LOIJSTZ,X,X,X,O,X,X,X
LOIJSZT,O,X,O,O,X,X,X
LOIJZTS,O,O,X,X,X,X,X
LOIJZST,O,O,O,O,X,X,X
LOISTJZ,O,X,O,X,X,X,X
LOISTZJ,O,X,O,X,O,X,X
LOISJTZ,X,X,X,O,X,X,X
LOISJZT,O,X,O,O,X,X,X
LOISZTJ,O,X,O,X,O,X,X
LOISZJT,O,X,O,O,X,X,X
LOIZTJS,O,O,X,X,X,X,X
LOIZTSJ,O,X,X,X,X,X,X
LOIZJTS,O,O,X,X,X,X,X
LOIZJST,O,O,O,O,X,X,X
LOIZSTJ,O,X,O,X,X,X,X
LOIZSJT,O,X,O,O,X,X,X
LOJTISZ,O,O,X,X,X,X,X
LOJTIZS,O,O,X,X,X,X,X
LOJTSIZ,O,O,X,X,X,X,X
LOJTSZI,O,X,X,X,X,X,X
LOJTZIS,O,O,X,X,X,X,X
LOJTZSI,O,X,X,X,X,X,X
LOJITSZ,O,O,X,X,X,X,X
LOJITZS,O,O,X,X,X,X,X
LOJISTZ,X,X,X,O,X,X,X
LOJISZT,O,X,O,O,X,X,X
LOJIZTS,O,O,X,X,X,X,X
LOJIZST,O,O,O,O,X,X,X
LOJSTIZ,X,X,X,O,X,X,X
LOJSTZI,X,X,X,O,X,X,X
LOJSITZ,X,X,X,O,X,X,X
LOJSIZT,O,X,O,O,X,X,X
LOJSZTI,O,X,O,O,X,X,X
LOJSZIT,O,X,O,O,X,X,X
LOJZTIS,O,O,X,X,X,X,X
LOJZTSI,O,O,X,X,X,X,X
LOJZITS,O,O,X,X,X,X,X
LOJZIST,O,O,O,O,X,X,X
LOJZSTI,O,X,O,O,X,X,X
LOJZSIT,O,O,O,O,X,X,X
LOSTIJZ,O,X,O,X,X,X,X
LOSTIZJ,O,X,O,X,O,X,X
LOSTJIZ,O,X,O,X,X,X,X
LOSTJZI,O,X,O,X,X,X,X
LOSTZIJ,O,X,O,X,O,X,X
LOSTZJI,O,X,O,X,O,X,X
LOSITJZ,O,X,O,X,X,X,X
LOSITZJ,O,X,O,X,O,X,X
LOSIJTZ,X,X,X,O,X,X,X
LOSIJZT,O,X,O,O,X,X,X
LOSIZTJ,O,X,O,X,O,X,X
LOSIZJT,O,X,O,O,X,X,X
LOSJTIZ,X,X,X,O,X,X,X
LOSJTZI,X,X,X,O,X,X,X
LOSJITZ,X,X,X,O,X,X,X
LOSJIZT,O,X,O,O,X,X,X
LOSJZTI,O,X,O,O,X,X,X
LOSJZIT,O,X,O,O,X,X,X
LOSZTIJ,O,X,O,X,O,X,X
LOSZTJI,O,X,O,X,O,X,X
LOSZITJ,O,X,O,X,O,X,X
LOSZIJT,O,X,O,O,X,X,X
LOSZJTI,O,X,O,O,X,X,X
LOSZJIT,O,X,O,O,X,X,X
LOZTIJS,O,O,X,X,X,X,X
LOZTISJ,O,X,X,X,X,X,X
LOZTJIS,O,O,X,X,X,X,X
LOZTJSI,O,O,X,X,X,X,X
LOZTSIJ,O,X,X,X,X,X,X
LOZTSJI,O,X,X,X,X,X,X
LOZITJS,O,O,X,X,X,X,X
LOZITSJ,O,X,X,X,X,X,X
LOZIJTS,O,O,X,X,X,X,X
LOZIJST,O,O,O,O,X,X,X
LOZISTJ,O,X,O,X,X,X,X
LOZISJT,O,X,O,O,X,X,X
LOZJTIS,O,O,X,X,X,X,X
LOZJTSI,O,O,X,X,X,X,X
LOZJITS,O,O,X,X,X,X,X
LOZJIST,O,O,O,O,X,X,X
LOZJSTI,O,X,O,O,X,X,X
LOZJSIT,O,O,O,O,X,X,X
LOZSTIJ,O,X,O,X,X,X,X
LOZSTJI,O,X,O,X,X,X,X
LOZSITJ,O,X,O,X,X,X,X
LOZSIJT,O,X,O,O,X,X,X
LOZSJTI,O,X,O,O,X,X,X
LOZSJIT,O,X,O,O,X,X,X
JTILSZO,O,O,O,X,X,X,X
JTILSOZ,O,O,O,X,X,X,X
JTILZSO,O,O,O,X,X,X,X
JTILZOS,O,O,X,X,X,X,X
JTILOSZ,O,O,O,X,X,X,X
JTILOZS,O,O,X,X,X,X,X
JTISLZO,X,O,O,X,X,O,X
JTISLOZ,X,O,O,X,X,X,X
JTISZLO,X,O,X,X,X,O,O
JTISZOL,X,O,X,X,X,X,O
JTISOLZ,X,O,X,O,X,X,X
JTISOZL,X,O,X,O,O,X,X
JTIZLSO,X,O,O,X,X,X,O
JTIZLOS,X,O,X,X,X,X,X
JTIZSLO,X,O,X,X,X,X,O
JTIZSOL,X,O,X,X,O,X,O
JTIZOLS,X,O,X,X,X,X,X
JTIZOSL,X,O,X,X,X,X,O
JTIOLSZ,O,O,O,X,X,X,X
JTIOLZS,O,O,X,X,X,X,X
JTIOSLZ,X,O,X,O,X,X,X
JTIOSZL,X,X,X,O,O,X,X
JTIOZLS,X,O,X,X,X,X,X
JTIOZSL,X,O,X,O,X,X,X
JTLISZO,O,O,O,X,X,X,X
JTLISOZ,O,O,O,X,X,X,X
JTLIZSO,O,O,O,X,X,X,X
JTLIZOS,O,O,X,X,X,X,X
JTLIOSZ,O,O,O,X,X,X,X
JTLIOZS,O,O,X,X,X,X,X
JTLSIZO,O,O,O,X,X,X,X
JTLSIOZ,O,O,O,X,X,X,X
JTLSZIO,O,O,O,X,X,X,X
JTLSZOI,O,O,O,X,X,X,X
JTLSOIZ,O,O,O,X,X,X,X
JTLSOZI,O,O,O,X,X,X,X
JTLZISO,O,O,O,X,X,X,X
JTLZIOS,O,O,X,X,X,X,X
JTLZSIO,O,O,O,X,X,X,X
JTLZSOI,O,O,O,X,X,X,X
JTLZOIS,O,O,X,X,X,X,X
JTLZOSI,O,O,X,X,X,X,X
JTLOISZ,O,O,O,X,X,X,X
JTLOIZS,O,O,X,X,X,X,X
JTLOSIZ,O,O,O,X,X,X,X
JTLOSZI,O,X,O,X,X,X,X
JTLOZIS,O,O,X,X,X,X,X
JTLOZSI,O,X,X,X,X,X,X
JTSILZO,X,O,O,X,X,O,X
JTSILOZ,X,O,O,X,X,X,X
JTSIZLO,X,O,X,X,X,O,O
JTSIZOL,X,O,X,X,X,X,O
JTSIOLZ,X,O,X,O,X,X,X
JTSIOZL,X,O,X,O,O,X,X
JTSLIZO,X,O,O,X,X,O,X
JTSLIOZ,X,O,O,X,X,X,X
JTSLZIO,X,O,O,X,X,O,X
JTSLZOI,X,O,O,X,X,O,X
JTSLOIZ,X,O,O,X,X,X,X
JTSLOZI,X,O,O,X,X,X,X
JTSZILO,X,O,X,X,X,O,O
JTSZIOL,X,O,X,X,X,X,O
JTSZLIO,X,O,X,X,X,O,O
JTSZLOI,X,O,X,X,X,O,O
JTSZOIL,X,O,X,X,X,X,O
JTSZOLI,X,O,X,X,X,X,O
JTSOILZ,X,O,X,O,X,X,X
JTSOIZL,X,O,X,O,O,X,X
JTSOLIZ,X,O,X,O,X,X,X
JTSOLZI,X,O,X,O,X,X,X
JTSOZIL,X,O,X,O,O,X,X
JTSOZLI,X,O,X,O,O,X,X
JTZILSO,X,O,O,X,X,X,O
JTZILOS,X,O,X,X,X,X,X
JTZISLO,X,O,X,X,X,X,O
JTZISOL,X,O,X,X,O,X,O
JTZIOLS,X,O,X,X,X,X,X
JTZIOSL,X,O,X,X,X,X,O
JTZLISO,X,O,O,X,X,X,O
JTZLIOS,X,O,X,X,X,X,X
JTZLSIO,X,O,O,X,X,X,O
JTZLSOI,X,O,O,X,X,X,O
JTZLOIS,X,O,X,X,X,X,X
JTZLOSI,X,O,X,X,X,X,X
JTZSILO,X,O,X,X,X,X,O
JTZSIOL,X,O,X,X,O,X,O
JTZSLIO,X,O,X,X,X,X,O
JTZSLOI,X,O,X,X,X,X,O
JTZSOIL,X,O,X,X,O,X,O
JTZSOLI,X,O,X,X,O,X,O
JTZOILS,X,O,X,X,X,X,X
JTZOISL,X,O,X,X,X,X,O
JTZOLIS,X,O,X,X,X,X,X
JTZOLSI,X,O,X,X,X,X,X
JTZOSIL,X,O,X,X,X,X,O
JTZOSLI,X,O,X,X,X,X,O
JTOILSZ,O,O,O,X,X,X,X
JTOILZS,O,O,X,X,X,X,X
JTOISLZ,X,O,X,O,X,X,X
JTOISZL,X,X,X,O,O,X,X
JTOIZLS,X,O,X,X,X,X,X
JTOIZSL,X,O,X,O,X,X,X
JTOLISZ,O,O,O,X,X,X,X
JTOLIZS,O,O,X,X,X,X,X
JTOLSIZ,O,O,O,X,X,X,X
JTOLSZI,O,X,O,X,X,X,X
JTOLZIS,O,O,X,X,X,X,X
JTOLZSI,O,X,X,X,X,X,X
JTOSILZ,X,O,X,O,X,X,X
JTOSIZL,X,X,X,O,O,X,X
JTOSLIZ,X,O,X,O,X,X,X
JTOSLZI,X,X,X,O,X,X,X
JTOSZIL,X,X,X,O,O,X,X
JTOSZLI,X,X,X,O,O,X,X
JTOZILS,X,O,X,X,X,X,X
JTOZISL,X,O,X,O,X,X,X
JTOZLIS,X,O,X,X,X,X,X
JTOZLSI,X,O,X,X,X,X,X
JTOZSIL,X,O,X,O,X,X,X
JTOZSLI,X,O,X,O,X,X,X
JITLSZO,O,O,O,X,X,X,X
JITLSOZ,O,O,O,X,X,X,X
JITLZSO,O,O,O,X,X,X,X
JITLZOS,O,O,X,X,X,X,X
JITLOSZ,O,O,O,X,X,X,X
JITLOZS,O,O,X,X,X,X,X
JITSLZO,X,O,O,X,X,O,X
JITSLOZ,X,O,O,X,X,X,X
JITSZLO,X,O,X,X,X,O,O
JITSZOL,X,O,X,X,X,X,O
JITSOLZ,X,O,X,O,X,X,X
JITSOZL,X,O,X,O,O,X,X
JITZLSO,X,O,O,X,X,X,O
JITZLOS,X,O,X,X,X,X,X
JITZSLO,X,O,X,X,X,X,O
JITZSOL,X,O,X,X,O,X,O
JITZOLS,X,O,X,X,X,X,X
JITZOSL,X,O,X,X,X,X,O
JITOLSZ,O,O,O,X,X,X,X
JITOLZS,O,O,X,X,X,X,X
JITOSLZ,X,O,X,O,X,X,X
JITOSZL,X,X,X,O,O,X,X
JITOZLS,X,O,X,X,X,X,X
JITOZSL,X,O,X,O,X,X,X
JILTSZO,O,X,O,X,X,X,X
JILTSOZ,O,O,O,X,X,X,X
JILTZSO,O,X,O,X,X,X,X
JILTZOS,O,O,X,X,X,X,X
JILTOSZ,O,O,O,X,X,X,X
JILTOZS,O,O,X,X,X,X,X
JILSTZO,X,X,O,X,X,X,X
JILSTOZ,X,X,O,X,X,X,X
JILSZTO,X,X,O,X,X,X,X
JILSZOT,O,X,O,X,X,X,X
JILSOTZ,X,X,X,O,X,X,X
JILSOZT,O,X,O,O,X,X,X
JILZTSO,O,O,O,X,X,X,X
JILZTOS,O,O,X,X,X,X,X
JILZSTO,X,X,O,X,X,X,X
JILZSOT,O,O,O,X,X,X,X
JILZOTS,O,O,X,X,X,X,X
JILZOST,O,O,O,X,X,X,X
JILOTSZ,O,O,X,X,X,X,X
JILOTZS,O,O,X,X,X,X,X
JILOSTZ,X,X,X,O,X,X,X
JILOSZT,O,X,O,O,X,X,X
JILOZTS,O,O,X,X,X,X,X
JILOZST,O,O,O,O,X,X,X
JISTLZO,X,O,O,X,X,O,X
JISTLOZ,X,O,O,X,X,X,X
JISTZLO,X,O,X,X,X,O,O
JISTZOL,X,O,X,X,X,X,O
JISTOLZ,X,O,X,O,X,X,X
JISTOZL,X,O,X,O,O,X,X
JISLTZO,X,O,O,X,X,O,X
JISLTOZ,X,O,X,X,X,X,X
JISLZTO,X,O,O,X,X,O,X
JISLZOT,X,O,O,X,X,O,X
JISLOTZ,X,O,X,O,X,X,X
JISLOZT,X,O,O,O,X,X,X
JISZTLO,X,O,X,X,X,O,O
JISZTOL,X,O,X,X,O,X,O
JISZLTO,X,O,O,X,X,O,O
JISZLOT,X,O,O,X,X,O,X
JISZOTL,X,O,X,O,O,X,O
JISZOLT,X,O,X,O,X,O,X
JISOTLZ,X,O,X,O,X,X,X
JISOTZL,X,O,X,O,O,X,X
JISOLTZ,X,O,X,O,X,X,X
JISOLZT,X,O,X,O,X,X,X
JISOZTL,X,O,X,O,O,X,X
JISOZLT,X,O,X,O,X,X,X
JIZTLSO,X,O,O,X,X,X,O
JIZTLOS,X,O,X,X,X,X,X
JIZTSLO,X,O,X,X,X,X,O
JIZTSOL,X,O,X,X,O,X,O
JIZTOLS,X,O,X,X,X,X,X
JIZTOSL,X,O,X,X,X,X,O
JIZLTSO,O,O,O,X,X,X,O
JIZLTOS,O,O,X,X,X,X,X
JIZLSTO,X,O,O,X,X,X,O
JIZLSOT,O,O,O,X,X,X,X
JIZLOTS,O,O,X,X,X,X,X
JIZLOST,O,O,O,X,X,X,X
JIZSTLO,X,O,X,X,X,X,O
JIZSTOL,X,O,X,X,O,X,O
JIZSLTO,X,O,O,X,X,X,O
JIZSLOT,X,O,O,X,X,X,X
JIZSOTL,X,O,X,O,O,X,O
JIZSOLT,X,O,X,O,X,X,X
JIZOTLS,X,O,X,X,X,X,X
JIZOTSL,X,O,X,O,X,X,O
JIZOLTS,O,O,X,X,X,X,X
JIZOLST,O,O,O,O,X,X,X
JIZOSTL,X,O,X,O,X,X,O
JIZOSLT,X,O,X,O,X,X,X
JIOTLSZ,O,O,O,X,X,X,X
JIOTLZS,O,O,X,X,X,X,X
JIOTSLZ,X,O,X,O,X,X,X
JIOTSZL,X,X,X,O,O,X,X
JIOTZLS,X,O,X,X,X,X,X
JIOTZSL,X,O,X,O,X,X,X
JIOLTSZ,O,O,X,X,X,X,X
JIOLTZS,O,O,X,X,X,X,X
JIOLSTZ,X,X,X,O,X,X,X
JIOLSZT,O,X,O,O,X,X,X
JIOLZTS,O,O,X,X,X,X,X
JIOLZST,O,O,O,O,X,X,X
JIOSTLZ,X,O,X,O,X,X,X
JIOSTZL,X,X,X,O,O,X,X
JIOSLTZ,X,X,X,O,X,X,X
JIOSLZT,X,X,X,O,X,X,X
JIOSZTL,X,O,X,O,O,X,X
JIOSZLT,X,O,X,O,X,X,X
JIOZTLS,X,O,X,X,X,X,X
JIOZTSL,X,O,X,O,X,X,X
JIOZLTS,O,O,X,X,X,X,X
JIOZLST,O,O,O,O,X,X,X
JIOZSTL,X,O,X,O,X,X,X
JIOZSLT,X,O,X,O,X,X,X
JLTISZO,O,X,O,X,X,X,X
JLTISOZ,O,O,O,X,X,X,X
JLTIZSO,O,X,O,X,X,X,X
JLTIZOS,O,O,X,X,X,X,X
JLTIOSZ,O,O,O,X,X,X,X
JLTIOZS,O,O,X,X,X,X,X
JLTSIZO,O,X,O,X,X,X,X
JLTSIOZ,O,O,O,X,X,X,X
JLTSZIO,O,X,O,X,X,X,X
JLTSZOI,O,X,O,X,X,X,X
JLTSOIZ,O,O,O,X,X,X,X
JLTSOZI,O,X,O,X,X,X,X
JLTZISO,O,X,O,X,X,X,X
JLTZIOS,O,O,X,X,X,X,X
JLTZSIO,O,X,O,X,X,X,X
JLTZSOI,O,X,O,X,X,X,X
JLTZOIS,O,O,X,X,X,X,X
JLTZOSI,O,X,X,X,X,X,X
JLTOISZ,O,O,O,X,X,X,X
JLTOIZS,O,O,X,X,X,X,X
JLTOSIZ,O,O,O,X,X,X,X
JLTOSZI,O,X,O,X,X,X,X
JLTOZIS,O,O,X,X,X,X,X
JLTOZSI,O,X,X,X,X,X,X
JLITSZO,O,X,O,X,X,X,X
JLITSOZ,O,O,O,X,X,X,X
JLITZSO,O,X,O,X,X,X,X
JLITZOS,O,O,X,X,X,X,X
JLITOSZ,O,O,O,X,X,X,X
JLITOZS,O,O,X,X,X,X,X
JLISTZO,X,X,O,X,X,X,X
JLISTOZ,X,X,O,X,X,X,X
JLISZTO,X,X,O,X,X,X,X
JLISZOT,O,X,O,X,X,X,X
JLISOTZ,X,X,X,O,X,X,X
JLISOZT,O,X,O,O,X,X,X
JLIZTSO,O,O,O,X,X,X,X
JLIZTOS,O,O,X,X,X,X,X
JLIZSTO,X,X,O,X,X,X,X
JLIZSOT,O,O,O,X,X,X,X
JLIZOTS,O,O,X,X,X,X,X
JLIZOST,O,O,O,X,X,X,X
JLIOTSZ,O,O,X,X,X,X,X
JLIOTZS,O,O,X,X,X,X,X
JLIOSTZ,X,X,X,O,X,X,X
JLIOSZT,O,X,O,O,X,X,X
JLIOZTS,O,O,X,X,X,X,X
JLIOZST,O,O,O,O,X,X,X
JLSTIZO,X,X,O,X,X,X,X
JLSTIOZ,X,X,O,X,X,X,X
JLSTZIO,X,X,O,X,X,X,X
JLSTZOI,X,X,O,X,X,X,X
JLSTOIZ,X,X,O,X,X,X,X
JLSTOZI,X,X,O,X,X,X,X
JLSITZO,X,X,O,X,X,X,X
JLSITOZ,X,X,O,X,X,X,X
JLSIZTO,X,X,O,X,X,X,X
JLSIZOT,O,X,O,X,X,X,X
JLSIOTZ,X,X,X,O,X,X,X
JLSIOZT,O,X,O,O,X,X,X
