sequence,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jex6IvhF8gBfiB6iBm?fBTkBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFzbBfiB6iBu?kBUgBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFzbBfiB6iBU?gBukBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jex6IvhF8gBzcB+iBi?fB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jei6IvhFGdBRgBUiB3?gBTkBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Je2/IvhFRbBSiB3gBU?iBTkBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jei6IvhFzbBGdBUiBx?kB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jex6IvhF8gBCdB2kBT?iB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeWBJvhFxcB/kBUgBT?iBikBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFlbBzcB+iBC?lBflB8qB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeX7IvhFxcBTiB0kB6?qBOpBFrB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Je//IvhFRbBCdBTiB2?pB0lBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Jei6IvhFzbBckBGiBR?qB/qBFsB,v115@7gB8HeB8DeB8BeB8EeH8AeF8Je2/IvhFzbBSiBUiBx?kB3kBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhFGdBUiBClBf?lBzlBlqB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeZ/IvhF3bBCdBTiBF?lBukB8qB,v115@7gB8HeB8DeB8BeB8EeH8AeF8JeO/IvhFXbBxcBTiB1?pB0lBCrB
TJSILZO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TJSILOZ,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TJSIZLO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSIZOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIOLZ,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
TJSIOZL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJSLIZO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TJSLIOZ,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TJSLZIO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJSLZOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLOIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TJSLOZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSZILO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJSZIOL,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,O
TJSZLIO,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJSZLOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TJSZOIL,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,O
TJSZOLI,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,O
TJSOILZ,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
TJSOIZL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TJSOLIZ,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
TJSOLZI,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJSOZIL,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O
TJSOZLI,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O
TJZILSO,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
TJZILOS,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TJZISLO,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
TJZISOL,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O
TJZIOLS,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TJZIOSL,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TJZLISO,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
TJZLIOS,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TJZLSIO,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TJZLSOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJZLOIS,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TJZLOSI,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
TJZSILO,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TJZSIOL,O,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,O
TJZSLIO,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TJZSLOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJZSOIL,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O
TJZSOLI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O
TJZOILS,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TJZOISL,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TJZOLIS,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TJZOLSI,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,O
TJZOSIL,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O
TJZOSLI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O
TJOILSZ,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O
TJOILZS,X,X,X,X,O,X,O,O,X,O,X,X,X,O,X,O,X
TJOISLZ,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,O
TJOISZL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,O
TJOIZLS,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
TJOIZSL,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O
TJOLISZ,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O
TJOLIZS,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X
TJOLSIZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
TJOLSZI,O,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJOLZIS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
TJOLZSI,O,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
TJOSILZ,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
TJOSIZL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TJOSLIZ,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
TJOSLZI,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJOSZIL,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O
TJOSZLI,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O
TJOZILS,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TJOZISL,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TJOZLIS,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TJOZLSI,O,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
TJOZSIL,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O
TJOZSLI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
TSILJZO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILJOZ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TSILZJO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSILZOJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILOJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TSILOZJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSIJLZO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIJLOZ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TSIJZLO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIJZOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJOLZ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O
TSIJOZL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSIZLJO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSIZLOJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIZJLO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSIZJOL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TSIZOLJ,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSIZOJL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TSIOLJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
TSIOLZJ,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X
TSIOJLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
TSIOJZL,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,O
TSIOZLJ,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X
TSIOZJL,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,O
TSLIJZO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLIJOZ,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TSLIZJO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TSLIOZJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJIZO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJZIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLJZOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJOIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TSLJOZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLZIJO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLZIOJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLZJIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLZJOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLZOIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLZOJI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLOIJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
TSLOIZJ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLOJIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TSLOJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLOZIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLOZJI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSJILZO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJILOZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJIZLO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJIZOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIOLZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TSJIOZL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSJLIZO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLIOZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLZIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJLZOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLOIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TSJLOZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJZILO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJZIOL,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
TSJZLIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJZLOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TSJZOIL,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
TSJZOLI,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
TSJOILZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TSJOIZL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TSJOLIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TSJOLZI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJOZIL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O
TSJOZLI,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O
TSZILJO,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSZILOJ,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TSZIJLO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZIJOL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O
TSZIOLJ,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O
TSZIOJL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O
TSZLIJO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZLIOJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSZLJIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZLJOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TSZLOIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TSZLOJI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TSZJILO,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSZJIOL,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O
TSZJLIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSZJLOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TSZJOIL,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,O
TSZJOLI,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O
TSZOILJ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O
TSZOIJL,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TSZOLIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
TSZOLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
TSZOJIL,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O
TSZOJLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
TSOILJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
TSOILZJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
TSOIJLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
TSOIJZL,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,O
TSOIZLJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X
TSOIZJL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O,O
TSOLIJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O
TSOLIZJ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X
TSOLJIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TSOLJZI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOLZIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TSOLZJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TSOJILZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TSOJIZL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TSOJLIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TSOJLZI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOJZIL,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O
TSOJZLI,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O
TSOZILJ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O
TSOZIJL,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TSOZLIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
TSOZLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
TSOZJIL,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O
TSOZJLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
TZILJSO,X,X,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X
TZILJOS,X,X,X,O,O,X,O,O,X,X,X,X,X,O,O,X,X
TZILSJO,O,X,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X
TZILSOJ,O,X,O,X,X,X,O,O,X,X,X,X,O,X,O,X,X
TZILOJS,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X
TZILOSJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X
TZIJLSO,O,X,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X
TZIJLOS,X,X,X,O,O,X,O,O,X,X,X,X,X,O,O,X,X
TZIJSLO,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
TZIJSOL,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O
TZIJOLS,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,O
TZIJOSL,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TZISLJO,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
TZISLOJ,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X
TZISJLO,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
TZISJOL,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
TZISOLJ,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,O
TZISOJL,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,O
TZIOLJS,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,O
TZIOLSJ,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O
TZIOJLS,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
TZIOJSL,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O
TZIOSLJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O
TZIOSJL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O
TZLIJSO,X,X,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X
TZLIJOS,X,X,X,O,O,X,O,O,X,X,X,X,X,O,O,X,X
TZLISJO,O,X,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X
TZLISOJ,O,X,O,X,X,X,O,O,X,X,X,X,O,X,O,X,X
TZLIOJS,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X
TZLIOSJ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X
TZLJISO,O,X,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X
TZLJIOS,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
TZLJSIO,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TZLJSOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TZLJOIS,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TZLJOSI,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
TZLSIJO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZLSIOJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLSJIO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZLSJOI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TZLSOIJ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O
TZLSOJI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O
TZLOIJS,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,X,O
TZLOISJ,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,O
TZLOJIS,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O
TZLOJSI,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O
TZLOSIJ,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
TZLOSJI,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
TZJILSO,O,X,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X
TZJILOS,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
TZJISLO,O,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
TZJISOL,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,O
TZJIOLS,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TZJIOSL,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TZJLISO,O,X,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X
TZJLIOS,X,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
TZJLSIO,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TZJLSOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TZJLOIS,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TZJLOSI,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
TZJSILO,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X
TZJSIOL,O,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,O
TZJSLIO,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TZJSLOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TZJSOIL,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O
TZJSOLI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O
TZJOILS,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TZJOISL,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TZJOLIS,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TZJOLSI,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,O
TZJOSIL,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O
TZJOSLI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O
TZSILJO,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZSILOJ,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TZSIJLO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSIJOL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O
TZSIOLJ,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O
TZSIOJL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O
TZSLIJO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZSLIOJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZSLJIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZSLJOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TZSLOIJ,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TZSLOJI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TZSJILO,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TZSJIOL,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O
TZSJLIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZSJLOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O
TZSJOIL,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,O
TZSJOLI,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O
TZSOILJ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O
TZSOIJL,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TZSOLIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
TZSOLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
TZSOJIL,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O
TZSOJLI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
TZOILJS,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,O
TZOILSJ,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
TZOIJLS,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O
TZOIJSL,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O
TZOISLJ,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O
TZOISJL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,O
TZOLIJS,X,X,X,X,O,X,O,O,X,X,O,X,X,O,X,O,O
TZOLISJ,O,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
TZOLJIS,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,O
TZOLJSI,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,O
TZOLSIJ,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
TZOLSJI,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
TZOJILS,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TZOJISL,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TZOJLIS,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TZOJLSI,O,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,O
TZOJSIL,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O
TZOJSLI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O
TZOSILJ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O
TZOSIJL,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TZOSLIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
TZOSLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O
