sequence,v115@8gA8IeA8EeC8AeB8CeI8AeF8Jem6IvhFNhBUdBajBT?fBXlB5lB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeO/IvhFXbBNhBUdBa?jB5lBzpB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFxbBXdBdjBm?gB0kB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8Jex6IvhFNhBUdBajB/?kBTlBGqB,v115@8gA8IeA8EeC8AeB8CeI8AeF8Je06IvhFNhBRdB/kBm?iBTlB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFKgBOhBXdBd?jB0kB5lB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeT6IvhFNhBRdB/lBm?iB0kB6qB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeNBJvhFUdBajBxkB/?kBTlBGqB,v115@8gA8IeA8EeC8AeB8CeI8AeF8JeN/IvhFUdBajBxgBu?kBzgB/qB
LTZSJOI,O,O,O,O,X,O,O,X,X
LTZSOIJ,O,O,O,O,X,O,X,X,O
LTZSOJI,O,O,O,O,X,O,O,X,X
LTZOIJS,X,O,O,X,X,O,X,O,O
LTZOISJ,O,O,O,O,X,O,X,O,O
LTZOJIS,X,O,O,X,X,O,O,X,X
LTZOJSI,O,O,O,O,X,O,O,X,X
LTZOSIJ,O,O,O,O,X,O,X,X,O
LTZOSJI,O,O,O,O,X,O,O,X,X
LTOIJSZ,X,O,X,X,X,X,X,O,X
LTOIJZS,X,O,X,X,X,X,X,O,X
LTOISJZ,O,O,X,O,X,X,X,O,X
LTOISZJ,O,O,X,O,X,X,X,O,X
LTOIZJS,X,O,X,X,X,X,X,O,O
LTOIZSJ,O,O,X,O,X,X,X,O,O
LTOJISZ,X,O,O,X,O,X,X,X,X
LTOJIZS,X,O,O,X,X,X,X,X,X
LTOJSIZ,O,O,O,O,O,X,X,X,X
LTOJSZI,O,O,O,O,O,X,X,X,X
LTOJZIS,X,O,O,X,X,X,X,X,X
LTOJZSI,O,O,O,O,X,X,X,X,X
LTOSIJZ,O,O,O,O,X,X,X,X,X
LTOSIZJ,O,O,O,O,X,X,X,X,O
LTOSJIZ,O,O,O,O,O,X,X,X,X
LTOSJZI,O,O,O,O,O,X,X,X,X
LTOSZIJ,O,O,O,O,X,X,X,X,O
LTOSZJI,O,O,O,O,O,X,X,X,X
LTOZIJS,X,O,O,X,X,X,X,O,O
LTOZISJ,O,O,O,O,X,X,X,O,O
LTOZJIS,X,O,O,X,X,X,X,X,X
LTOZJSI,O,O,O,O,X,X,X,X,X
LTOZSIJ,O,O,O,O,X,X,X,X,O
LTOZSJI,O,O,O,O,X,X,X,X,X
LITJSZO,X,O,O,X,X,X,X,O,X
LITJSOZ,X,O,O,X,X,X,X,O,X
LITJZSO,X,O,O,X,X,X,X,O,O
LITJZOS,X,O,O,X,X,X,X,O,O
LITJOSZ,X,O,O,X,X,X,X,O,X
LITJOZS,X,O,O,X,X,X,X,O,X
LITSJZO,X,O,O,O,X,X,X,O,O
LITSJOZ,X,O,O,X,X,X,X,O,X
LITSZJO,X,O,O,O,X,X,X,O,O
LITSZOJ,O,O,O,O,X,X,X,O,O
LITSOJZ,O,O,O,O,X,X,X,O,X
LITSOZJ,O,O,O,O,X,X,X,O,O
LITZJSO,X,O,O,X,X,X,X,O,O
LITZJOS,X,O,O,X,X,X,X,O,O
LITZSJO,X,O,O,O,X,X,X,O,O
LITZSOJ,O,O,O,O,X,X,X,O,O
LITZOJS,X,O,O,X,X,X,X,O,O
LITZOSJ,O,O,O,O,X,X,X,O,O
LITOJSZ,X,O,X,X,X,X,X,O,X
LITOJZS,X,O,X,X,X,X,X,O,X
LITOSJZ,O,O,X,O,X,X,X,O,X
LITOSZJ,O,O,X,O,X,X,X,O,X
LITOZJS,X,O,X,X,X,X,X,O,O
LITOZSJ,O,O,X,O,X,X,X,O,O
LIJTSZO,X,O,O,X,X,X,X,O,X
LIJTSOZ,X,O,O,X,X,X,X,O,X
LIJTZSO,X,O,O,X,X,X,X,O,O
LIJTZOS,X,O,O,X,X,X,X,O,O
LIJTOSZ,X,O,O,X,X,X,X,O,X
LIJTOZS,X,O,O,X,X,X,X,O,X
LIJSTZO,X,O,O,X,X,X,X,X,O
LIJSTOZ,X,O,O,X,X,X,X,X,X
LIJSZTO,X,O,O,X,X,X,X,X,O
LIJSZOT,X,X,O,X,X,X,X,X,X
LIJSOTZ,X,O,X,X,X,X,X,X,X
LIJSOZT,X,X,X,X,X,X,X,X,X
LIJZTSO,X,O,O,X,X,X,X,O,O
LIJZTOS,X,O,O,X,X,X,X,O,O
LIJZSTO,X,O,O,X,X,X,X,X,O
LIJZSOT,X,X,O,X,X,X,X,X,X
LIJZOTS,X,O,O,X,X,X,X,X,X
LIJZOST,X,X,O,X,X,X,X,X,X
LIJOTSZ,X,O,O,X,X,X,X,X,X
LIJOTZS,X,O,O,X,X,X,X,X,X
LIJOSTZ,X,O,X,X,X,X,X,X,X
LIJOSZT,X,O,X,X,X,X,X,X,X
LIJOZTS,X,O,O,X,X,X,X,X,X
LIJOZST,X,O,O,X,X,X,X,X,X
LISTJZO,X,O,X,O,X,X,X,O,O
LISTJOZ,X,O,X,X,X,X,X,O,X
LISTZJO,X,O,X,O,X,X,X,O,O
LISTZOJ,O,O,X,O,X,X,X,O,O
LISTOJZ,O,O,X,O,X,X,X,O,X
LISTOZJ,O,O,X,O,X,X,X,O,O
LISJTZO,X,O,X,O,X,X,X,X,O
LISJTOZ,X,O,X,X,X,X,X,X,X
LISJZTO,X,O,X,X,X,X,X,X,O
LISJZOT,X,X,X,X,X,X,X,X,X
LISJOTZ,X,O,X,X,X,X,X,X,X
LISJOZT,X,X,X,X,X,X,X,X,X
LISZTJO,X,O,X,O,X,X,X,O,O
LISZTOJ,O,O,X,O,X,X,X,O,O
LISZJTO,X,O,X,X,X,X,X,X,O
LISZJOT,X,X,X,X,X,X,X,X,X
LISZOTJ,O,X,X,O,X,X,X,X,O
LISZOJT,O,X,X,X,X,X,X,X,X
LISOTJZ,O,O,X,O,X,X,X,X,X
LISOTZJ,O,O,X,O,X,X,X,X,O
LISOJTZ,O,O,X,O,X,X,X,X,X
LISOJZT,O,O,X,X,X,X,X,X,X
LISOZTJ,O,O,X,O,X,X,X,X,O
LISOZJT,O,O,X,X,X,X,X,X,X
LIZTJSO,X,O,O,X,X,X,X,O,O
LIZTJOS,X,O,O,X,X,X,X,O,O
LIZTSJO,X,O,O,O,X,X,X,O,O
LIZTSOJ,O,O,O,O,X,X,X,O,O
LIZTOJS,X,O,O,X,X,X,X,O,O
LIZTOSJ,O,O,O,O,X,X,X,O,O
LIZJTSO,X,O,O,X,X,X,X,O,O
LIZJTOS,X,O,O,X,X,X,X,O,O
LIZJSTO,X,O,O,X,X,X,X,X,O
LIZJSOT,X,X,O,X,X,X,X,X,X
LIZJOTS,X,O,O,X,X,X,X,X,X
LIZJOST,X,X,O,X,X,X,X,X,X
LIZSTJO,X,O,X,O,X,X,X,O,O
LIZSTOJ,O,O,X,O,X,X,X,O,O
LIZSJTO,X,O,X,X,X,X,X,X,O
LIZSJOT,X,X,X,X,X,X,X,X,X
LIZSOTJ,O,X,X,O,X,X,X,X,O
LIZSOJT,O,X,X,X,X,X,X,X,X
LIZOTJS,X,O,O,X,X,X,X,O,O
LIZOTSJ,O,O,O,O,X,X,X,O,O
LIZOJTS,X,O,O,X,X,X,X,X,X
LIZOJST,O,O,O,X,X,X,X,X,X
LIZOSTJ,O,O,X,O,X,X,X,X,O
LIZOSJT,O,O,X,X,X,X,X,X,X
LIOTJSZ,X,O,X,X,X,X,X,O,X
LIOTJZS,X,O,X,X,X,X,X,O,X
LIOTSJZ,O,O,X,O,X,X,X,O,X
LIOTSZJ,O,O,X,O,X,X,X,O,X
LIOTZJS,X,O,X,X,X,X,X,O,O
LIOTZSJ,O,O,X,O,X,X,X,O,O
LIOJTSZ,X,O,X,X,X,X,X,X,X
LIOJTZS,X,O,X,X,X,X,X,X,X
LIOJSTZ,O,O,X,X,X,X,X,X,X
LIOJSZT,O,O,X,X,X,X,X,X,X
LIOJZTS,X,O,X,X,X,X,X,X,X
LIOJZST,O,O,X,X,X,X,X,X,X
LIOSTJZ,O,O,X,O,X,X,X,X,X
LIOSTZJ,O,O,X,O,X,X,X,X,O
LIOSJTZ,O,O,X,O,X,X,X,X,X
LIOSJZT,O,O,X,X,X,X,X,X,X
LIOSZTJ,O,O,X,O,X,X,X,X,O
LIOSZJT,O,O,X,X,X,X,X,X,X
LIOZTJS,X,O,X,X,X,X,X,O,O
LIOZTSJ,O,O,X,O,X,X,X,O,O
LIOZJTS,X,O,X,X,X,X,X,X,X
LIOZJST,O,O,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,O,X,X,X,X,O
LIOZSJT,O,O,X,X,X,X,X,X,X
LJTISZO,X,O,O,X,X,X,X,O,X
LJTISOZ,X,O,O,X,O,X,X,O,X
LJTIZSO,X,O,O,X,X,X,O,O,O
LJTIZOS,X,O,O,X,X,X,O,O,O
LJTIOSZ,X,O,O,X,O,X,X,O,X
LJTIOZS,X,O,O,X,X,X,X,O,X
LJTSIZO,X,O,O,O,X,X,X,X,O
LJTSIOZ,X,O,O,X,O,X,X,X,X
LJTSZIO,X,O,O,O,X,O,X,X,O
LJTSZOI,O,O,O,O,X,O,X,X,X
LJTSOIZ,O,O,O,O,O,X,X,X,X
LJTSOZI,O,O,O,O,O,X,X,X,X
LJTZISO,X,O,O,X,X,O,O,O,O
LJTZIOS,X,O,O,X,X,O,O,O,O
LJTZSIO,X,O,O,O,X,O,O,X,O
LJTZSOI,O,O,O,O,X,O,O,X,X
LJTZOIS,X,O,O,X,X,O,O,X,X
LJTZOSI,O,O,O,O,X,O,O,X,X
LJTOISZ,X,O,O,X,O,X,X,X,X
LJTOIZS,X,O,O,X,X,X,X,X,X
LJTOSIZ,O,O,O,O,O,X,X,X,X
LJTOSZI,O,O,O,O,O,X,X,X,X
LJTOZIS,X,O,O,X,X,X,X,X,X
LJTOZSI,O,O,O,O,X,X,X,X,X
LJITSZO,X,O,O,X,X,X,X,O,X
LJITSOZ,X,O,O,X,O,X,X,O,X
LJITZSO,X,O,O,X,X,X,O,O,O
LJITZOS,X,O,O,X,X,X,O,O,O
LJITOSZ,X,O,O,X,O,X,X,O,X
LJITOZS,X,O,O,X,X,X,X,O,X
LJISTZO,X,O,O,X,X,X,X,X,O
LJISTOZ,X,O,O,X,O,X,X,X,X
LJISZTO,X,O,O,X,X,X,X,X,O
LJISZOT,X,X,O,X,X,X,X,X,X
LJISOTZ,X,O,X,X,O,X,X,X,X
LJISOZT,X,X,X,X,O,X,X,X,X
LJIZTSO,X,O,O,X,X,X,O,O,O
LJIZTOS,X,O,O,X,X,X,O,O,O
LJIZSTO,X,O,O,X,X,X,O,X,O
LJIZSOT,X,X,O,X,X,X,O,X,X
LJIZOTS,X,O,O,X,X,X,O,X,X
LJIZOST,X,X,O,X,X,X,O,X,X
LJIOTSZ,X,O,O,X,O,X,X,X,X
LJIOTZS,X,O,O,X,X,X,X,X,X
LJIOSTZ,X,O,X,X,O,X,X,X,X
LJIOSZT,X,O,X,X,O,X,X,X,X
LJIOZTS,X,O,O,X,X,X,X,X,X
LJIOZST,X,O,O,X,X,X,X,X,X
LJSTIZO,X,O,O,O,X,X,X,X,O
LJSTIOZ,X,O,O,X,O,X,X,X,X
LJSTZIO,X,O,O,O,X,X,X,X,O
LJSTZOI,O,O,O,O,X,X,X,X,X
LJSTOIZ,O,O,O,O,O,X,X,X,X
LJSTOZI,O,O,O,O,O,X,X,X,X
LJSITZO,X,O,O,O,X,X,X,X,O
LJSITOZ,X,O,O,X,O,X,X,X,X
LJSIZTO,X,O,O,X,X,X,X,X,O
LJSIZOT,X,X,O,X,X,X,X,X,X
LJSIOTZ,X,O,X,X,O,X,X,X,X
LJSIOZT,X,X,X,X,O,X,X,X,X
LJSZTIO,X,O,O,O,X,X,X,X,O
LJSZTOI,O,O,O,O,X,X,X,X,X
LJSZITO,X,X,O,X,X,X,X,X,O
LJSZIOT,X,X,O,X,X,X,X,X,X
LJSZOTI,O,O,O,O,X,X,X,X,X
LJSZOIT,O,X,O,X,X,X,X,X,X
LJSOTIZ,O,O,X,O,O,X,X,X,X
LJSOTZI,O,O,X,O,O,X,X,X,X
LJSOITZ,O,O,X,O,O,X,X,X,X
LJSOIZT,O,O,X,X,O,X,X,X,X
LJSOZTI,O,O,X,O,O,X,X,X,X
LJSOZIT,O,O,X,X,O,X,X,X,X
LJZTISO,X,O,O,X,X,O,O,O,O
LJZTIOS,X,O,O,X,X,O,O,O,O
LJZTSIO,X,O,O,O,X,O,O,X,O
LJZTSOI,O,O,O,O,X,O,O,X,X
LJZTOIS,X,O,O,X,X,O,O,X,X
LJZTOSI,O,O,O,O,X,O,O,X,X
LJZITSO,X,O,O,X,X,O,O,O,O
LJZITOS,X,O,O,X,X,O,O,O,O
LJZISTO,X,O,O,X,X,X,O,X,O
LJZISOT,X,X,O,X,X,X,O,X,X
LJZIOTS,X,O,O,X,X,O,O,X,X
LJZIOST,X,X,O,X,X,X,O,X,X
LJZSTIO,X,O,O,O,X,O,O,X,O
LJZSTOI,O,O,O,O,X,O,O,X,X
LJZSITO,X,X,O,X,X,X,O,X,O
LJZSIOT,X,X,O,X,X,X,O,X,X
LJZSOTI,O,O,O,O,X,O,O,X,X
LJZSOIT,O,X,O,X,X,X,O,X,X
LJZOTIS,X,O,O,X,X,O,O,X,X
LJZOTSI,O,O,O,O,X,O,O,X,X
LJZOITS,X,O,O,X,X,O,O,X,X
LJZOIST,O,O,O,X,X,X,O,X,X
LJZOSTI,O,O,O,O,X,O,O,X,X
LJZOSIT,O,O,O,X,X,X,O,X,X
LJOTISZ,X,O,O,X,O,X,X,X,X
LJOTIZS,X,O,O,X,X,X,X,X,X
LJOTSIZ,O,O,O,O,O,X,X,X,X
LJOTSZI,O,O,O,O,O,X,X,X,X
LJOTZIS,X,O,O,X,X,X,X,X,X
LJOTZSI,O,O,O,O,X,X,X,X,X
LJOITSZ,X,O,O,X,O,X,X,X,X
LJOITZS,X,O,O,X,X,X,X,X,X
LJOISTZ,O,O,X,X,O,X,X,X,X
LJOISZT,O,O,X,X,O,X,X,X,X
LJOIZTS,X,O,O,X,X,X,X,X,X
LJOIZST,O,O,O,X,X,X,X,X,X
LJOSTIZ,O,O,X,O,O,X,X,X,X
LJOSTZI,O,O,X,O,O,X,X,X,X
LJOSITZ,O,O,X,O,O,X,X,X,X
LJOSIZT,O,O,X,X,O,X,X,X,X
LJOSZTI,O,O,X,O,O,X,X,X,X
LJOSZIT,O,O,X,X,O,X,X,X,X
LJOZTIS,X,O,O,X,X,X,X,X,X
LJOZTSI,O,O,O,O,X,X,X,X,X
LJOZITS,X,O,O,X,X,X,X,X,X
LJOZIST,O,O,O,X,X,X,X,X,X
LJOZSTI,O,O,O,O,X,X,X,X,X
LJOZSIT,O,O,O,X,X,X,X,X,X
LSTIJZO,X,O,O,O,X,X,X,O,O
LSTIJOZ,X,O,O,X,X,X,X,O,X
LSTIZJO,X,O,O,O,X,X,X,O,O
LSTIZOJ,O,O,O,O,X,X,X,O,O
LSTIOJZ,O,O,O,O,X,X,X,O,X
LSTIOZJ,O,O,O,O,X,X,X,O,O
LSTJIZO,X,O,O,O,X,X,X,X,O
LSTJIOZ,X,O,O,X,O,X,X,X,X
LSTJZIO,X,O,O,O,X,X,X,X,O
LSTJZOI,O,O,O,O,X,X,X,X,X
LSTJOIZ,O,O,O,O,O,X,X,X,X
LSTJOZI,O,O,O,O,O,X,X,X,X
LSTZIJO,X,O,O,O,X,X,X,O,O
LSTZIOJ,O,O,O,O,X,X,X,O,O
LSTZJIO,X,O,O,O,X,X,X,X,O
LSTZJOI,O,O,O,O,X,X,X,X,X
LSTZOIJ,O,O,O,O,X,X,X,X,O
LSTZOJI,O,O,O,O,X,X,X,X,X
LSTOIJZ,O,O,O,O,X,X,X,X,X
LSTOIZJ,O,O,O,O,X,X,X,X,O
LSTOJIZ,O,O,O,O,O,X,X,X,X
LSTOJZI,O,O,O,O,O,X,X,X,X
LSTOZIJ,O,O,O,O,X,X,X,X,O
LSTOZJI,O,O,O,O,O,X,X,X,X
LSITJZO,X,O,X,O,X,X,X,O,O
LSITJOZ,X,O,X,X,X,X,X,O,X
LSITZJO,X,O,X,O,X,X,X,O,O
LSITZOJ,O,O,X,O,X,X,X,O,O
LSITOJZ,O,O,X,O,X,X,X,O,X
LSITOZJ,O,O,X,O,X,X,X,O,O
LSIJTZO,X,O,X,O,X,X,X,X,O
LSIJTOZ,X,O,X,X,X,X,X,X,X
LSIJZTO,X,O,X,X,X,X,X,X,O
LSIJZOT,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,O,X,X,X,X,X,X,X
LSIJOZT,X,X,X,X,X,X,X,X,X
LSIZTJO,X,O,X,O,X,X,X,O,O
LSIZTOJ,O,O,X,O,X,X,X,O,O
LSIZJTO,X,O,X,X,X,X,X,X,O
LSIZJOT,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,X,X,O,X,X,X,X,O
LSIZOJT,O,X,X,X,X,X,X,X,X
LSIOTJZ,O,O,X,O,X,X,X,X,X
LSIOTZJ,O,O,X,O,X,X,X,X,O
LSIOJTZ,O,O,X,O,X,X,X,X,X
LSIOJZT,O,O,X,X,X,X,X,X,X
LSIOZTJ,O,O,X,O,X,X,X,X,O
LSIOZJT,O,O,X,X,X,X,X,X,X
LSJTIZO,X,O,O,O,X,X,X,X,O
LSJTIOZ,X,O,O,X,O,X,X,X,X
LSJTZIO,X,O,O,O,X,X,X,X,O
LSJTZOI,O,O,O,O,X,X,X,X,X
LSJTOIZ,O,O,O,O,O,X,X,X,X
LSJTOZI,O,O,O,O,O,X,X,X,X
LSJITZO,X,O,O,O,X,X,X,X,O
LSJITOZ,X,O,O,X,O,X,X,X,X
LSJIZTO,X,O,O,X,X,X,X,X,O
LSJIZOT,X,X,O,X,X,X,X,X,X
LSJIOTZ,X,O,X,X,O,X,X,X,X
LSJIOZT,X,X,X,X,O,X,X,X,X
LSJZTIO,X,O,O,O,X,X,X,X,O
LSJZTOI,O,O,O,O,X,X,X,X,X
LSJZITO,X,X,O,X,X,X,X,X,O
LSJZIOT,X,X,O,X,X,X,X,X,X
LSJZOTI,O,O,O,O,X,X,X,X,X
LSJZOIT,O,X,O,X,X,X,X,X,X
LSJOTIZ,O,O,X,O,O,X,X,X,X
LSJOTZI,O,O,X,O,O,X,X,X,X
LSJOITZ,O,O,X,O,O,X,X,X,X
LSJOIZT,O,O,X,X,O,X,X,X,X
LSJOZTI,O,O,X,O,O,X,X,X,X
LSJOZIT,O,O,X,X,O,X,X,X,X
LSZTIJO,X,O,O,O,X,X,X,O,O
LSZTIOJ,O,O,O,O,X,X,X,O,O
LSZTJIO,X,O,O,O,X,X,X,X,O
LSZTJOI,O,O,O,O,X,X,X,X,X
LSZTOIJ,O,O,O,O,X,X,X,X,O
LSZTOJI,O,O,O,O,X,X,X,X,X
LSZITJO,X,X,X,O,X,X,X,O,O
LSZITOJ,O,X,X,O,X,X,X,O,O
LSZIJTO,X,X,X,X,X,X,X,X,O
LSZIJOT,X,X,X,X,X,X,X,X,X
LSZIOTJ,O,X,X,O,X,X,X,X,O
LSZIOJT,O,X,X,X,X,X,X,X,X
LSZJTIO,X,O,O,O,X,X,X,X,O
LSZJTOI,O,O,O,O,X,X,X,X,X
LSZJITO,X,X,O,X,X,X,X,X,O
LSZJIOT,X,X,O,X,X,X,X,X,X
LSZJOTI,O,O,O,O,X,X,X,X,X
LSZJOIT,O,X,O,X,X,X,X,X,X
LSZOTIJ,O,O,O,O,X,X,X,X,O
LSZOTJI,O,O,O,O,X,X,X,X,X
LSZOITJ,O,X,X,O,X,X,X,X,O
LSZOIJT,O,X,X,X,X,X,X,X,X
LSZOJTI,O,O,O,O,X,X,X,X,X
LSZOJIT,O,X,O,X,X,X,X,X,X
LSOTIJZ,O,O,X,O,X,X,X,X,X
LSOTIZJ,O,O,X,O,X,X,X,X,O
LSOTJIZ,O,O,X,O,O,X,X,X,X
LSOTJZI,O,O,X,O,O,X,X,X,X
LSOTZIJ,O,O,X,O,X,X,X,X,O
LSOTZJI,O,O,X,O,O,X,X,X,X
LSOITJZ,O,O,X,O,X,X,X,X,X
LSOITZJ,O,O,X,O,X,X,X,X,O
LSOIJTZ,O,O,X,O,X,X,X,X,X
LSOIJZT,O,O,X,X,X,X,X,X,X
LSOIZTJ,O,O,X,O,X,X,X,X,O
LSOIZJT,O,O,X,X,X,X,X,X,X
LSOJTIZ,O,O,X,O,O,X,X,X,X
LSOJTZI,O,O,X,O,O,X,X,X,X
LSOJITZ,O,O,X,O,O,X,X,X,X
LSOJIZT,O,O,X,X,O,X,X,X,X
LSOJZTI,O,O,X,O,O,X,X,X,X
LSOJZIT,O,O,X,X,O,X,X,X,X
LSOZTIJ,O,O,X,O,X,X,X,X,O
LSOZTJI,O,O,X,O,O,X,X,X,X
LSOZITJ,O,O,X,O,X,X,X,X,O
LSOZIJT,O,O,X,X,X,X,X,X,X
LSOZJTI,O,O,X,O,O,X,X,X,X
LSOZJIT,O,O,X,X,O,X,X,X,X
LZTIJSO,X,O,O,X,X,O,X,O,O
LZTIJOS,X,O,O,X,X,O,X,O,O
LZTISJO,X,O,O,O,X,O,X,O,O
LZTISOJ,O,O,O,O,X,O,X,O,O
LZTIOJS,X,O,O,X,X,O,X,O,O
LZTIOSJ,O,O,O,O,X,O,X,O,O
LZTJISO,X,O,O,X,X,O,O,O,O
LZTJIOS,X,O,O,X,X,O,O,O,O
LZTJSIO,X,O,O,O,X,O,O,X,O
LZTJSOI,O,O,O,O,X,O,O,X,X
LZTJOIS,X,O,O,X,X,O,O,X,X
LZTJOSI,O,O,O,O,X,O,O,X,X
LZTSIJO,X,O,O,O,X,O,X,O,O
LZTSIOJ,O,O,O,O,X,O,X,O,O
LZTSJIO,X,O,O,O,X,O,O,X,O
LZTSJOI,O,O,O,O,X,O,O,X,X
LZTSOIJ,O,O,O,O,X,O,X,X,O
LZTSOJI,O,O,O,O,X,O,O,X,X
LZTOIJS,X,O,O,X,X,O,X,O,O
LZTOISJ,O,O,O,O,X,O,X,O,O
LZTOJIS,X,O,O,X,X,O,O,X,X
LZTOJSI,O,O,O,O,X,O,O,X,X
LZTOSIJ,O,O,O,O,X,O,X,X,O
LZTOSJI,O,O,O,O,X,O,O,X,X
LZITJSO,X,O,O,X,X,O,X,O,O
LZITJOS,X,O,O,X,X,O,X,O,O
LZITSJO,X,O,O,O,X,O,X,O,O
LZITSOJ,O,O,O,O,X,O,X,O,O
LZITOJS,X,O,O,X,X,O,X,O,O
LZITOSJ,O,O,O,O,X,O,X,O,O
LZIJTSO,X,O,O,X,X,O,X,O,O
LZIJTOS,X,O,O,X,X,O,X,O,O
LZIJSTO,X,O,O,X,X,X,X,X,O
LZIJSOT,X,X,O,X,X,X,X,X,X
LZIJOTS,X,O,O,X,X,O,X,X,X
LZIJOST,X,X,O,X,X,X,X,X,X
LZISTJO,X,O,X,O,X,X,X,O,O
LZISTOJ,O,O,X,O,X,X,X,O,O
LZISJTO,X,O,X,X,X,X,X,X,O
LZISJOT,X,X,X,X,X,X,X,X,X
LZISOTJ,O,X,X,O,X,X,X,X,O
LZISOJT,O,X,X,X,X,X,X,X,X
LZIOTJS,X,O,O,X,X,O,X,O,O
LZIOTSJ,O,O,O,O,X,O,X,O,O
LZIOJTS,X,O,O,X,X,O,X,X,X
LZIOJST,O,O,O,X,X,X,X,X,X
LZIOSTJ,O,O,X,O,X,X,X,X,O
LZIOSJT,O,O,X,X,X,X,X,X,X
LZJTISO,X,O,O,X,X,O,O,O,O
LZJTIOS,X,O,O,X,X,O,O,O,O
LZJTSIO,X,O,O,O,X,O,O,X,O
LZJTSOI,O,O,O,O,X,O,O,X,X
LZJTOIS,X,O,O,X,X,O,O,X,X
LZJTOSI,O,O,O,O,X,O,O,X,X
LZJITSO,X,O,O,X,X,O,O,O,O
LZJITOS,X,O,O,X,X,O,O,O,O
LZJISTO,X,O,O,X,X,X,O,X,O
LZJISOT,X,X,O,X,X,X,O,X,X
LZJIOTS,X,O,O,X,X,O,O,X,X
LZJIOST,X,X,O,X,X,X,O,X,X
LZJSTIO,X,O,O,O,X,O,O,X,O
LZJSTOI,O,O,O,O,X,O,O,X,X
LZJSITO,X,X,O,X,X,X,O,X,O
LZJSIOT,X,X,O,X,X,X,O,X,X
LZJSOTI,O,O,O,O,X,O,O,X,X
LZJSOIT,O,X,O,X,X,X,O,X,X
LZJOTIS,X,O,O,X,X,O,O,X,X
LZJOTSI,O,O,O,O,X,O,O,X,X
LZJOITS,X,O,O,X,X,O,O,X,X
LZJOIST,O,O,O,X,X,X,O,X,X
LZJOSTI,O,O,O,O,X,O,O,X,X
LZJOSIT,O,O,O,X,X,X,O,X,X
LZSTIJO,X,O,O,O,X,O,X,O,O
LZSTIOJ,O,O,O,O,X,O,X,O,O
LZSTJIO,X,O,O,O,X,O,O,X,O
LZSTJOI,O,O,O,O,X,O,O,X,X
LZSTOIJ,O,O,O,O,X,O,X,X,O
LZSTOJI,O,O,O,O,X,O,O,X,X
LZSITJO,X,X,X,O,X,X,X,O,O
LZSITOJ,O,X,X,O,X,X,X,O,O
LZSIJTO,X,X,X,X,X,X,X,X,O
LZSIJOT,X,X,X,X,X,X,X,X,X
LZSIOTJ,O,X,X,O,X,X,X,X,O
LZSIOJT,O,X,X,X,X,X,X,X,X
LZSJTIO,X,O,O,O,X,O,O,X,O
LZSJTOI,O,O,O,O,X,O,O,X,X
LZSJITO,X,X,O,X,X,X,O,X,O
LZSJIOT,X,X,O,X,X,X,O,X,X
LZSJOTI,O,O,O,O,X,O,O,X,X
LZSJOIT,O,X,O,X,X,X,O,X,X
LZSOTIJ,O,O,O,O,X,O,X,X,O
LZSOTJI,O,O,O,O,X,O,O,X,X
LZSOITJ,O,X,X,O,X,X,X,X,O
LZSOIJT,O,X,X,X,X,X,X,X,X
LZSOJTI,O,O,O,O,X,O,O,X,X
LZSOJIT,O,X,O,X,X,X,O,X,X
LZOTIJS,X,O,O,X,X,O,X,O,O
LZOTISJ,O,O,O,O,X,O,X,O,O
LZOTJIS,X,O,O,X,X,O,O,X,X
LZOTJSI,O,O,O,O,X,O,O,X,X
LZOTSIJ,O,O,O,O,X,O,X,X,O
LZOTSJI,O,O,O,O,X,O,O,X,X
LZOITJS,X,O,O,X,X,O,X,O,O
LZOITSJ,O,O,O,O,X,O,X,O,O
LZOIJTS,X,O,O,X,X,O,X,X,X
LZOIJST,O,O,O,X,X,X,X,X,X
LZOISTJ,O,O,X,O,X,X,X,X,O
LZOISJT,O,O,X,X,X,X,X,X,X
LZOJTIS,X,O,O,X,X,O,O,X,X
LZOJTSI,O,O,O,O,X,O,O,X,X
LZOJITS,X,O,O,X,X,O,O,X,X
LZOJIST,O,O,O,X,X,X,O,X,X
LZOJSTI,O,O,O,O,X,O,O,X,X
LZOJSIT,O,O,O,X,X,X,O,X,X
LZOSTIJ,O,O,O,O,X,O,X,X,O
LZOSTJI,O,O,O,O,X,O,O,X,X
LZOSITJ,O,O,X,O,X,X,X,X,O
LZOSIJT,O,O,X,X,X,X,X,X,X
LZOSJTI,O,O,O,O,X,O,O,X,X
LZOSJIT,O,O,O,X,X,X,O,X,X
LOTIJSZ,X,O,X,X,X,X,X,O,X
LOTIJZS,X,O,X,X,X,X,X,O,X
LOTISJZ,O,O,X,O,X,X,X,O,X
LOTISZJ,O,O,X,O,X,X,X,O,X
LOTIZJS,X,O,X,X,X,X,X,O,O
LOTIZSJ,O,O,X,O,X,X,X,O,O
