sequence,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFTeBUhBFiBa?tBGsBXsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcBTeBlmBa?tBXsBGsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcB3hBFjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFXdBUhBFjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jel7IvhFUdBGeBThBZ?oBXnBSxB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxcBTeBlmBm?sB3sBCsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFxdBXjBlmBm?sB6rBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFTeBUhBFiBS?sBetBXsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFUhBFiBXjBO?tBCsBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhFUhBFiBXjB6?sBOtBzrB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhF/iBGeBZoBl?mBTsB6rB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Je07IvhFXdBFjBxmB6?rBOtBTsB,v115@zgB8HeC8GeD8EeF8DeF8DeA8Jex7IvhF/iBcjBlmBi?sBGrBzsB
LTZOJIS,O,O,X,O,O,X,X,X,X,X,X,X,X
LTZOJSI,O,O,X,O,O,X,X,X,X,X,X,X,X
LTZOSIJ,O,O,O,O,O,X,X,X,O,X,O,O,X
LTZOSJI,O,O,O,O,O,X,X,X,O,X,X,X,O
LTOIJSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOIJZS,O,X,X,X,O,X,X,X,X,X,X,X,X
LTOISJZ,X,O,X,X,O,X,X,X,X,X,O,X,X
LTOISZJ,X,O,X,X,O,X,X,X,X,X,O,O,X
LTOIZJS,O,O,X,X,O,X,X,X,X,X,X,X,X
LTOIZSJ,O,O,X,X,O,X,X,X,X,X,O,O,X
LTOJISZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOJIZS,O,X,X,X,O,X,X,X,X,X,X,X,X
LTOJSIZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LTOJSZI,O,O,X,X,O,X,X,X,X,X,X,X,X
LTOJZIS,O,O,X,X,O,X,X,X,X,X,X,X,X
LTOJZSI,O,O,X,X,O,X,X,X,X,X,X,X,X
LTOSIJZ,X,O,X,X,O,X,X,X,X,X,O,X,X
LTOSIZJ,X,O,O,X,O,X,X,X,X,X,O,O,X
LTOSJIZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LTOSJZI,X,O,X,X,O,X,X,X,X,X,X,X,X
LTOSZIJ,O,O,O,O,O,X,X,X,O,X,O,O,X
LTOSZJI,O,O,O,O,O,X,X,X,O,X,X,X,O
LTOZIJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LTOZISJ,O,O,X,O,O,X,X,X,O,X,O,O,X
LTOZJIS,O,O,X,O,O,X,X,X,X,X,X,X,X
LTOZJSI,O,O,X,O,O,X,X,X,X,X,X,X,X
LTOZSIJ,O,O,O,O,O,X,X,X,O,X,O,O,X
LTOZSJI,O,O,O,O,O,X,X,X,O,X,X,X,O
LITJSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
LITJSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LITJZSO,O,X,X,X,O,X,X,X,X,X,X,X,X
LITJZOS,O,X,X,X,O,X,X,X,X,X,X,X,X
LITJOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LITJOZS,O,X,X,X,O,X,X,X,X,X,X,X,X
LITSJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
LITSJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LITSZJO,X,O,O,O,O,X,X,X,O,X,X,O,O
LITSZOJ,X,O,O,O,O,X,X,X,O,X,X,O,X
LITSOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LITSOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LITZJSO,O,X,X,O,O,X,X,X,O,X,X,X,X
LITZJOS,O,O,X,X,O,X,X,X,X,X,X,X,X
LITZSJO,X,O,O,O,O,X,X,X,O,X,X,O,O
LITZSOJ,O,O,O,O,O,X,X,X,O,X,X,O,X
LITZOJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LITZOSJ,O,O,X,O,O,X,X,X,O,X,X,O,X
LITOJSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LITOJZS,O,X,X,X,O,X,X,X,X,X,X,X,X
LITOSJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LITOSZJ,X,O,X,X,O,X,X,X,X,X,X,O,X
LITOZJS,O,O,X,X,O,X,X,X,X,X,X,X,X
LITOZSJ,O,O,X,X,O,X,X,X,X,X,X,O,X
LIJTSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTZSO,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJTZOS,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJTOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTOZS,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJSTZO,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSZTO,O,X,X,X,O,X,X,O,O,X,X,X,X
LIJSZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJSOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJZTSO,O,X,X,X,O,X,X,O,O,X,X,X,X
LIJZTOS,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJZSTO,O,X,X,X,O,X,X,O,O,X,X,X,X
LIJZSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJZOTS,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJZOST,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJOTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJOTZS,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJOSTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
LIJOSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJOZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJOZST,O,X,X,X,O,X,X,O,X,X,X,X,X
LISTJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
LISTJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LISTZJO,X,O,O,O,O,X,X,X,O,X,X,O,O
LISTZOJ,X,O,O,O,O,X,X,X,O,X,X,O,X
LISTOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LISTOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LISJTZO,X,X,O,X,O,X,X,X,X,X,X,X,X
LISJTOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJZTO,O,X,O,X,O,X,X,X,O,X,X,X,X
LISJZOT,O,X,X,X,O,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJOZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LISZTJO,X,O,O,O,O,X,X,X,O,O,X,O,O
LISZTOJ,O,O,O,O,O,X,X,X,O,O,X,O,X
LISZJTO,O,X,O,O,O,X,X,X,O,X,X,X,X
LISZJOT,O,O,X,X,O,X,X,X,X,X,X,X,X
LISZOTJ,O,O,O,O,O,X,X,X,O,X,X,X,X
LISZOJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LISOTJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LISOTZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LISOJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LISOJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LISOZTJ,O,O,O,X,O,X,X,X,O,X,X,X,X
LISOZJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LIZTJSO,O,X,X,O,O,X,X,X,O,X,X,X,X
LIZTJOS,O,O,X,X,O,X,X,O,X,X,X,X,X
LIZTSJO,X,O,O,O,O,X,X,X,O,O,X,O,O
LIZTSOJ,O,O,O,O,O,X,X,X,O,O,X,O,X
LIZTOJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LIZTOSJ,O,O,X,O,O,X,X,X,O,X,X,O,X
LIZJTSO,O,X,X,O,O,X,X,O,O,X,X,X,X
LIZJTOS,O,X,X,X,O,X,X,O,X,X,X,X,X
LIZJSTO,O,X,X,O,O,X,X,O,O,X,X,X,X
LIZJSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LIZJOTS,O,O,X,X,O,X,X,O,X,X,X,X,X
LIZJOST,O,O,X,X,O,X,X,O,X,X,X,X,X
LIZSTJO,X,O,O,O,O,X,X,X,O,O,X,O,O
LIZSTOJ,O,O,O,O,O,X,X,X,O,O,X,O,X
LIZSJTO,O,X,O,O,O,X,X,X,O,X,X,X,X
LIZSJOT,O,O,X,X,O,X,X,X,X,X,X,X,X
LIZSOTJ,O,O,O,O,O,X,X,X,O,X,X,X,X
LIZSOJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LIZOTJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LIZOTSJ,O,O,X,O,O,X,X,X,O,O,O,X,X
LIZOJTS,O,O,X,O,O,X,X,O,X,X,X,X,X
LIZOJST,O,O,X,O,O,X,X,O,X,X,X,X,X
LIZOSTJ,O,O,X,O,O,X,X,X,O,O,X,X,X
LIZOSJT,O,O,X,O,O,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOTJZS,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOTSJZ,X,O,X,X,O,X,X,X,X,X,O,X,X
LIOTSZJ,X,O,X,X,O,X,X,X,X,X,O,X,X
LIOTZJS,O,O,X,X,O,X,X,X,X,X,X,X,X
LIOTZSJ,O,O,X,X,O,X,X,X,X,X,O,X,X
LIOJTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOJTZS,O,X,X,X,O,X,X,O,X,X,X,X,X
LIOJSTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
LIOJSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LIOJZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
LIOJZST,O,X,X,X,O,X,X,O,X,X,X,X,X
LIOSTJZ,X,O,X,X,O,X,X,X,X,X,O,X,X
LIOSTZJ,X,O,X,X,O,X,X,X,X,X,O,X,X
LIOSJTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
LIOSJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOSZTJ,O,O,X,X,O,X,X,X,O,O,X,X,X
LIOSZJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LIOZTJS,O,O,X,O,O,X,X,X,X,X,X,X,X
LIOZTSJ,O,O,X,O,O,X,X,X,O,O,O,X,X
LIOZJTS,O,O,X,O,O,X,X,O,X,X,X,X,X
LIOZJST,O,O,X,O,O,X,X,O,X,X,X,X,X
LIOZSTJ,O,O,X,O,O,X,X,X,O,O,X,X,X
LIOZSJT,O,O,X,O,O,X,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTISOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTIZSO,O,X,X,X,O,X,X,O,X,X,X,X,X
LJTIZOS,O,X,X,X,O,X,X,O,X,X,X,X,X
LJTIOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTIOZS,O,X,X,X,O,X,X,O,X,X,X,X,X
LJTSIZO,X,O,O,X,O,O,O,X,X,X,X,X,X
LJTSIOZ,X,O,X,X,O,O,O,X,X,X,X,X,X
LJTSZIO,O,O,O,O,O,O,O,O,O,X,X,X,O
LJTSZOI,O,O,O,O,O,O,O,O,O,X,X,X,O
LJTSOIZ,X,O,X,X,O,O,O,X,X,X,X,X,X
LJTSOZI,O,O,X,X,O,O,O,O,X,X,X,X,X
LJTZISO,O,X,X,O,O,X,X,O,O,X,X,X,X
LJTZIOS,O,O,X,X,O,O,X,O,X,X,X,X,X
LJTZSIO,O,O,O,O,O,O,O,O,O,X,X,X,O
LJTZSOI,O,O,O,O,O,O,O,O,O,X,X,X,O
LJTZOIS,O,O,X,O,O,O,X,O,X,X,X,X,X
LJTZOSI,O,O,X,O,O,O,X,O,X,X,X,X,X
LJTOISZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOIZS,O,X,X,X,O,X,X,O,X,X,X,X,X
LJTOSIZ,X,O,X,X,O,O,X,X,X,X,X,X,X
LJTOSZI,O,O,X,X,O,O,X,O,X,X,X,X,X
LJTOZIS,O,O,X,X,O,O,X,O,X,X,X,X,X
LJTOZSI,O,O,X,X,O,O,X,O,X,X,X,X,X
LJITSZO,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITZSO,O,X,X,X,O,X,X,O,X,X,X,X,X
LJITZOS,O,X,X,X,O,X,X,O,X,X,X,X,X
LJITOSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITOZS,O,X,X,X,O,X,X,O,X,X,X,X,X
LJISTZO,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISTOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISZTO,O,X,X,X,O,X,X,O,O,X,X,X,X
LJISZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJISOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJIZTSO,O,X,X,X,O,X,X,O,O,X,X,X,X
LJIZTOS,O,X,X,X,O,X,X,O,X,X,X,X,X
LJIZSTO,O,X,X,X,O,X,X,O,O,X,X,X,X
LJIZSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJIZOTS,O,X,X,X,O,X,X,O,X,X,X,X,X
LJIZOST,O,X,X,X,O,X,X,O,X,X,X,X,X
LJIOTSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOTZS,O,X,X,X,O,X,X,O,X,X,X,X,X
LJIOSTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
LJIOSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJIOZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
LJIOZST,O,X,X,X,O,X,X,O,X,X,X,X,X
LJSTIZO,X,O,O,X,O,X,O,X,X,X,X,X,X
LJSTIOZ,X,O,X,X,O,X,O,X,X,X,X,X,X
LJSTZIO,O,O,O,O,O,X,O,O,O,X,X,X,O
LJSTZOI,O,O,O,O,O,X,O,O,O,X,X,X,O
LJSTOIZ,X,O,X,X,O,X,O,X,X,X,X,X,X
LJSTOZI,O,O,X,X,O,X,O,O,X,X,X,X,X
LJSITZO,X,X,O,X,O,X,O,X,X,X,X,X,X
LJSITOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
LJSIZTO,O,X,O,X,O,X,X,O,O,X,X,X,X
LJSIZOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJSIOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSIOZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJSZTIO,O,O,O,O,O,X,O,O,O,X,X,X,O
LJSZTOI,O,O,O,O,O,X,O,O,O,X,X,X,O
LJSZITO,O,X,O,O,O,X,X,O,O,X,X,X,X
LJSZIOT,O,O,X,X,O,X,X,O,X,X,X,X,X
LJSZOTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LJSZOIT,O,O,X,X,O,X,X,O,X,X,X,X,X
LJSOTIZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSOTZI,O,O,X,X,O,X,X,O,X,X,X,X,X
LJSOITZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOIZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJSOZTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LJSOZIT,O,O,X,X,O,X,X,O,X,X,X,X,X
LJZTISO,O,X,X,O,O,X,X,O,O,X,X,X,X
LJZTIOS,O,O,X,X,O,O,X,O,X,X,X,X,X
LJZTSIO,O,O,O,O,O,O,O,O,O,X,X,X,O
LJZTSOI,O,O,O,O,O,O,O,O,O,X,X,X,O
LJZTOIS,O,O,X,O,O,O,X,O,X,X,X,X,X
LJZTOSI,O,O,X,O,O,O,X,O,X,X,X,X,X
LJZITSO,O,X,X,O,O,X,X,O,O,X,X,X,X
LJZITOS,O,X,X,X,O,O,X,O,X,X,X,X,X
LJZISTO,O,X,X,O,O,X,X,O,O,X,X,X,X
LJZISOT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJZIOTS,O,O,X,X,O,O,X,O,X,X,X,X,X
LJZIOST,O,O,X,X,O,X,X,O,X,X,X,X,X
LJZSTIO,O,O,O,O,O,X,O,O,O,X,X,X,O
LJZSTOI,O,O,O,O,O,X,O,O,O,X,X,X,O
LJZSITO,O,X,O,O,O,X,X,O,O,X,X,X,X
LJZSIOT,O,O,X,X,O,X,X,O,X,X,X,X,X
LJZSOTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LJZSOIT,O,O,X,X,O,X,X,O,X,X,X,X,X
LJZOTIS,O,O,X,X,O,O,X,O,X,X,X,X,X
LJZOTSI,O,O,X,X,O,O,X,O,X,X,X,X,X
LJZOITS,O,O,X,X,O,O,X,O,X,X,X,X,X
LJZOIST,O,O,X,X,X,X,X,O,X,X,X,X,X
LJZOSTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LJZOSIT,O,O,X,X,X,X,X,O,X,X,X,X,X
LJOTISZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOTIZS,O,X,X,X,O,X,X,O,X,X,X,X,X
LJOTSIZ,X,O,X,X,O,O,X,X,X,X,X,X,X
LJOTSZI,O,O,X,X,O,O,X,O,X,X,X,X,X
LJOTZIS,O,O,X,X,O,O,X,O,X,X,X,X,X
LJOTZSI,O,O,X,X,O,O,X,O,X,X,X,X,X
LJOITSZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOITZS,O,X,X,X,O,X,X,O,X,X,X,X,X
LJOISTZ,X,X,X,X,O,X,X,X,X,X,O,X,X
LJOISZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJOIZTS,O,X,X,X,O,X,X,O,X,X,X,X,X
LJOIZST,O,X,X,X,O,X,X,O,X,X,X,X,X
LJOSTIZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LJOSTZI,O,O,X,X,O,X,X,O,X,X,X,X,X
LJOSITZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOSIZT,O,X,X,X,O,X,X,O,X,X,X,X,X
LJOSZTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LJOSZIT,O,O,X,X,O,X,X,O,X,X,X,X,X
LJOZTIS,O,O,X,X,O,O,X,O,X,X,X,X,X
LJOZTSI,O,O,X,X,O,O,X,O,X,X,X,X,X
LJOZITS,O,O,X,X,O,O,X,O,X,X,X,X,X
LJOZIST,O,O,X,X,O,X,X,O,X,X,X,X,X
LJOZSTI,O,O,X,X,O,X,X,O,X,X,X,X,X
LJOZSIT,O,O,X,X,X,X,X,O,X,X,X,X,X
LSTIJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
LSTIJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTIZJO,X,O,O,O,O,X,X,X,O,X,X,X,O
LSTIZOJ,X,O,O,O,O,X,X,X,O,X,X,X,X
LSTIOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTIOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSTJIZO,X,O,O,X,O,X,O,X,X,X,X,X,X
LSTJIOZ,X,O,X,X,O,X,O,X,X,X,X,X,X
LSTJZIO,X,O,O,O,O,X,O,X,O,X,X,X,O
LSTJZOI,X,O,O,O,O,X,O,X,O,X,X,X,O
LSTJOIZ,X,O,X,X,O,X,O,X,X,X,X,X,X
LSTJOZI,X,O,X,X,O,X,O,X,X,X,X,X,X
LSTZIJO,X,O,O,O,O,X,X,X,O,O,X,X,O
LSTZIOJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LSTZJIO,X,O,O,O,O,X,O,X,O,O,X,X,O
LSTZJOI,X,O,O,O,O,X,O,X,O,O,X,X,O
LSTZOIJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LSTZOJI,O,O,O,O,O,X,X,X,O,O,X,X,O
LSTOIJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTOIZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSTOJIZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTOJZI,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,O,O,O,X,X,X,O,X,X,X,X
LSTOZJI,O,O,O,O,O,X,X,X,O,X,X,X,O
LSITJZO,X,O,O,X,O,X,X,X,X,X,X,X,X
LSITJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSITZJO,X,O,O,O,O,X,X,X,O,X,X,X,O
LSITZOJ,X,O,O,O,O,X,X,X,O,X,X,X,X
LSITOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSITOZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIJTZO,X,X,O,X,O,X,O,X,X,X,X,X,X
LSIJTOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
LSIJZTO,O,X,O,X,O,X,X,X,O,X,X,X,X
LSIJZOT,O,X,X,X,O,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIJOZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LSIZTJO,X,O,O,O,O,X,X,X,O,O,X,X,O
LSIZTOJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LSIZJTO,O,X,O,O,O,X,X,X,O,X,X,X,X
LSIZJOT,O,O,X,X,O,X,X,X,X,X,X,X,X
LSIZOTJ,O,O,O,O,O,X,X,X,O,X,X,X,X
LSIZOJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LSIOTJZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIOTZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIOJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIOJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LSIOZTJ,O,O,O,X,O,X,X,X,O,X,X,X,X
LSIOZJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJTIZO,X,O,O,X,O,X,O,X,X,X,X,X,X
LSJTIOZ,X,O,X,X,O,X,O,X,X,X,X,X,X
LSJTZIO,O,O,O,O,O,X,O,X,O,X,X,X,O
LSJTZOI,O,O,O,O,O,X,O,X,O,X,X,X,O
LSJTOIZ,X,O,X,X,O,X,O,X,X,X,X,X,X
LSJTOZI,O,O,X,X,O,X,O,X,X,X,X,X,X
LSJITZO,X,X,O,X,O,X,O,X,X,X,X,X,X
LSJITOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
LSJIZTO,O,X,O,X,O,X,X,X,O,X,X,X,X
LSJIZOT,O,X,X,X,O,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJIOZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LSJZTIO,O,O,O,O,O,X,O,X,O,X,X,X,O
LSJZTOI,O,O,O,O,O,X,O,X,O,X,X,X,O
LSJZITO,O,X,O,O,O,X,X,X,O,X,X,X,X
LSJZIOT,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJZOTI,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJZOIT,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJOTIZ,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJOTZI,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJOITZ,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJOIZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LSJOZTI,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJOZIT,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZTIJO,X,O,O,O,O,X,X,X,O,O,X,X,O
LSZTIOJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LSZTJIO,X,O,O,O,O,X,O,X,O,O,X,X,O
LSZTJOI,X,O,O,O,O,X,O,X,O,O,X,X,O
LSZTOIJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LSZTOJI,O,O,O,O,O,X,X,X,O,O,X,X,O
LSZITJO,X,O,O,O,O,X,X,X,O,O,X,X,O
LSZITOJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LSZIJTO,O,X,O,O,O,X,X,X,O,X,X,X,X
LSZIJOT,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZIOTJ,O,O,O,O,O,X,X,X,O,X,X,X,X
LSZIOJT,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZJTIO,O,O,O,O,O,X,O,X,O,X,X,X,O
LSZJTOI,O,O,O,O,O,X,O,X,O,X,X,X,O
LSZJITO,O,X,O,O,O,X,X,X,O,X,X,X,X
LSZJIOT,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZJOTI,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZJOIT,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZOTIJ,O,O,O,O,O,X,X,X,O,X,X,X,X
LSZOTJI,O,O,O,O,O,X,X,X,O,X,X,X,O
LSZOITJ,O,O,O,O,O,X,X,X,O,X,X,X,X
LSZOIJT,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZOJTI,O,O,O,X,O,X,X,X,X,X,X,X,X
LSZOJIT,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOTIJZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSOTIZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSOTJIZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSOTJZI,X,O,O,X,O,X,X,X,X,X,X,X,X
LSOTZIJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LSOTZJI,O,O,O,O,O,X,X,X,O,O,X,X,O
LSOITJZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSOITZJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSOIJTZ,X,X,O,X,O,X,X,X,X,X,X,X,X
LSOIJZT,O,X,O,X,O,X,X,X,X,X,X,X,X
LSOIZTJ,O,O,O,X,O,X,X,X,O,O,X,X,X
LSOIZJT,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOJTIZ,X,O,O,X,O,X,X,X,X,X,X,X,X
LSOJTZI,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOJITZ,X,X,O,X,O,X,X,X,X,X,X,X,X
LSOJIZT,O,X,O,X,O,X,X,X,X,X,X,X,X
LSOJZTI,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOJZIT,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LSOZTJI,O,O,O,O,O,X,X,X,O,O,X,X,O
LSOZITJ,O,O,O,O,O,X,X,X,O,O,X,X,X
LSOZIJT,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOZJTI,O,O,O,X,O,X,X,X,X,X,X,X,X
LSOZJIT,O,O,O,X,O,X,X,X,X,X,X,X,X
LZTIJSO,O,X,X,O,O,X,X,X,O,X,X,X,X
LZTIJOS,O,O,X,X,O,O,X,O,X,X,X,X,X
